>> START_DIR: ./data/u/u0/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1u00 |STR_LEN: 495 |STR_TIME: 0.5423638820648193
> STR_ID: 4u6l |STR_LEN: 81 |STR_TIME: 0.21606707572937012
> STR_ID: 4u6m |STR_LEN: 115 |STR_TIME: 0.20729875564575195
> STR_ID: 4u6n |STR_LEN: 242 |STR_TIME: 0.7898051738739014
> STR_ID: 4u6o |STR_LEN: 582 |STR_TIME: 0.8633010387420654
> STR_ID: 4u6p |STR_LEN: 1018 |STR_TIME: 2.252755880355835
> STR_ID: 4u6q |STR_LEN: 507 |STR_TIME: 0.7909939289093018
> STR_ID: 4u6r |STR_LEN: 493 |STR_TIME: 1.6127939224243164
> STR_ID: 4u6s |STR_LEN: 532 |STR_TIME: 0.8302550315856934
> STR_ID: 4u6t |STR_LEN: 1455 |STR_TIME: 1.7519721984863281
> STR_ID: 4u6u |STR_LEN: 699 |STR_TIME: 2.478637933731079
> STR_ID: 4u6v |STR_LEN: 1500 |STR_TIME: 5.2586281299591064
> STR_ID: 4u6w |STR_LEN: 502 |STR_TIME: 0.7366127967834473
> STR_ID: 4u6x |STR_LEN: 752 |STR_TIME: 1.0272407531738281
> STR_ID: 4u6y |STR_LEN: 912 |STR_TIME: 1.7784101963043213
> STR_ID: 4u6z |STR_LEN: 551 |STR_TIME: 0.798961877822876
> STR_ID: 5u60 |STR_LEN: 517 |STR_TIME: 1.2477622032165527
> STR_ID: 5u61 |STR_LEN: 626 |STR_TIME: 1.877732276916504
> STR_ID: 5u62 |STR_LEN: 1562 |STR_TIME: 3.0832278728485107
> STR_ID: 5u63 |STR_LEN: 1006 |STR_TIME: 2.418980836868286
> STR_ID: 5u66 |STR_LEN: 453 |STR_TIME: 1.0187580585479736
> STR_ID: 5u68 |STR_LEN: 2043 |STR_TIME: 10.919213771820068
> STR_ID: 5u69 |STR_LEN: 870 |STR_TIME: 1.708733081817627
> STR_ID: 5u6d |STR_LEN: 584 |STR_TIME: 1.4651670455932617
> STR_ID: 5u6e |STR_LEN: 896 |STR_TIME: 2.5971720218658447
> STR_ID: 5u6i |STR_LEN: 596 |STR_TIME: 2.7574057579040527
> STR_ID: 5u6j |STR_LEN: 533 |STR_TIME: 0.6774580478668213
> STR_ID: 5u6m |STR_LEN: 898 |STR_TIME: 2.9412882328033447
> STR_ID: 5u6n |STR_LEN: 966 |STR_TIME: 3.1246252059936523
> STR_ID: 5u6o |STR_LEN: 1928 |STR_TIME: 3.9234092235565186
> STR_ID: 5u6p |STR_LEN: 2096 |STR_TIME: 4.168481826782227
> STR_ID: 5u6q |STR_LEN: 3033 |STR_TIME: 6.8524909019470215
> STR_ID: 5u6r |STR_LEN: 2144 |STR_TIME: 7.251449108123779
> STR_ID: 5u6s |STR_LEN: 1047 |STR_TIME: 3.244697093963623
> STR_ID: 5u6z |STR_LEN: 87 |STR_TIME: 0.23620080947875977
>> FINISH_DIR: ./data/u/u6/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'> |STR_COUNT: 859 |DIR_TIME: 534.8549330234528 

>> START_DIR: ./data/u/u7/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1u70 |STR_LEN: 215 |STR_TIME: 0.45687127113342285
> STR_ID: 1u71 |STR_LEN: 257 |STR_TIME: 0.4504079818725586
> STR_ID: 1u72 |STR_LEN: 234 |STR_TIME: 0.5263030529022217
> STR_ID: 1u73 |STR_LEN: 625 |STR_TIME: 0.6401028633117676
> STR_ID: 1u74 |STR_LEN: 1140 |STR_TIME: 1.7601380348205566
> STR_ID: 1u75 |STR_LEN: 1018 |STR_TIME: 1.6074869632720947
> STR_ID: 1u76 |STR_LEN: 1396 |STR_TIME: 1.6818139553070068
> STR_ID: 1u77 |STR_LEN: 626 |STR_TIME: 0.7967739105224609
> STR_ID: 1u78 |STR_LEN: 162 |STR_TIME: 0.5242433547973633
> STR_ID: 1u79 |STR_LEN: 1088 |STR_TIME: 1.2756640911102295
> STR_ID: 1u7b |STR_LEN: 398 |STR_TIME: 0.5794939994812012
> STR_ID: 1u7c |STR_LEN: 683 |STR_TIME: 0.903001070022583
> STR_ID: 1u7d |STR_LEN: 613 |STR_TIME: 1.164442777633667
> STR_ID: 1u7f |STR_LEN: 842 |STR_TIME: 1.2756848335266113
> STR_ID: 1u7g |STR_LEN: 814 |STR_TIME: 1.5750670433044434
> STR_ID: 1u7h |STR_LEN: 1439 |STR_TIME: 1.6073877811431885
> STR_ID: 1u7i |STR_LEN: 632 |STR_TIME: 1.2550337314605713
> STR_ID: 1u7j |STR_LEN: 100 |STR_TIME: 7.636600971221924
> STR_ID: 1u7k |STR_LEN: 1217 |STR_TIME: 1.7153501510620117
> STR_ID: 1u7l |STR_LEN: 879 |STR_TIME: 1.039207935333252
> STR_ID: 1u7m |STR_LEN: 108 |STR_TIME: 8.407375812530518
> STR_ID: 1u7n |STR_LEN: 948 |STR_TIME: 1.409519910812378
> STR_ID: 1u7o |STR_LEN: 264 |STR_TIME: 0.3931620121002197
> STR_ID: 1u7p |STR_LEN: 1072 |STR_TIME: 1.4312598705291748
> STR_ID: 1u7q |STR_LEN: 136 |STR_TIME: 9.665823936462402
> STR_ID: 1u7r |STR_LEN: 338 |STR_TIME: 0.7413358688354492
> STR_ID: 1u7s |STR_LEN: 357 |STR_TIME: 0.7016720771789551
> STR_ID: 1u7t |STR_LEN: 1306 |STR_TIME: 1.9370481967926025
> STR_ID: 1u7u |STR_LEN: 275 |STR_TIME: 0.435230016708374
> STR_ID: 1u7v |STR_LEN: 602 |STR_TIME: 1.218587875366211
> STR_ID: 1u7w |STR_LEN: 780 |STR_TIME: 1.475942850112915
> STR_ID: 1u7x |STR_LEN: 613 |STR_TIME: 1.2221062183380127
> STR_ID: 1u7z |STR_LEN: 914 |STR_TIME: 1.3621208667755127
> STR_ID: 3u70 |STR_LEN: 418 |STR_TIME: 0.5665590763092041
> STR_ID: 3u71 |STR_LEN: 99 |STR_TIME: 0.3881258964538574
> STR_ID: 3u72 |STR_LEN: 637 |STR_TIME: 0.8277769088745117
> STR_ID: 3u73 |STR_LEN: 399 |STR_TIME: 1.4610741138458252
> STR_ID: 3u74 |STR_LEN: 288 |STR_TIME: 0.5471780300140381
> STR_ID: 3u75 |STR_LEN: 2354 |STR_TIME: 4.284793138504028
> STR_ID: 3u78 |STR_LEN: 418 |STR_TIME: 0.8146750926971436
> STR_ID: 3u79 |STR_LEN: 2152 |STR_TIME: 5.273037910461426
> STR_ID: 3u7a |STR_LEN: 226 |STR_TIME: 0.690310001373291
> STR_ID: 3u7b |STR_LEN: 3578 |STR_TIME: 3.807110071182251
> STR_ID: 3u7c |STR_LEN: 809 |STR_TIME: 1.3284709453582764
> STR_ID: 3u7d |STR_LEN: 633 |STR_TIME: 1.3294949531555176
> STR_ID: 3u7e |STR_LEN: 838 |STR_TIME: 2.2915990352630615
> STR_ID: 3u7f |STR_LEN: 797 |STR_TIME: 2.331861972808838
> STR_ID: 3u7g |STR_LEN: 586 |STR_TIME: 2.1819138526916504
> STR_ID: 3u7h |STR_LEN: 618 |STR_TIME: 2.125220775604248
> STR_ID: 3u7i |STR_LEN: 1768 |STR_TIME: 3.480785846710205
> STR_ID: 3u7j |STR_LEN: 439 |STR_TIME: 0.9681110382080078
> STR_ID: 3u7k |STR_LEN: 390 |STR_TIME: 0.48905181884765625
> STR_ID: 3u7l |STR_LEN: 308 |STR_TIME: 0.4640212059020996
> STR_ID: 3u7m |STR_LEN: 300 |STR_TIME: 0.466245174407959
> STR_ID: 3u7n |STR_LEN: 281 |STR_TIME: 0.45400285720825195
> STR_ID: 3u7q |STR_LEN: 4620 |STR_TIME: 8.956011056900024
> STR_ID: 3u7r |STR_LEN: 818 |STR_TIME: 1.569092035293579
> STR_ID: 3u7s |STR_LEN: 375 |STR_TIME: 0.8350367546081543
> STR_ID: 3u7t |STR_LEN: 97 |STR_TIME: 0.3707718849182129
> STR_ID: 3u7u |STR_LEN: 4152 |STR_TIME: 13.644508123397827
> STR_ID: 3u7v |STR_LEN: 946 |STR_TIME: 2.1119751930236816
> STR_ID: 3u7w |STR_LEN: 569 |STR_TIME: 1.663588047027588
> STR_ID: 3u7x |STR_LEN: 549 |STR_TIME: 1.5964033603668213
> STR_ID: 3u7y |STR_LEN: 849 |STR_TIME: 2.787172794342041
> STR_ID: 3u7z |STR_LEN: 380 |STR_TIME: 0.9003341197967529
> STR_ID: 4u70 |STR_LEN: 706 |STR_TIME: 0.8155498504638672
> STR_ID: 4u71 |STR_LEN: 555 |STR_TIME: 0.7522237300872803
> STR_ID: 4u72 |STR_LEN: 1092 |STR_TIME: 1.804616928100586
> STR_ID: 4u73 |STR_LEN: 551 |STR_TIME: 0.770751953125
> STR_ID: 4u74 |STR_LEN: 1064 |STR_TIME: 1.7106120586395264
> STR_ID: 4u75 |STR_LEN: 536 |STR_TIME: 0.7168002128601074
> STR_ID: 4u76 |STR_LEN: 492 |STR_TIME: 0.7095019817352295
> STR_ID: 4u77 |STR_LEN: 175 |STR_TIME: 0.5246000289916992
> STR_ID: 4u78 |STR_LEN: 98 |STR_TIME: 0.23575687408447266
> STR_ID: 4u79 |STR_LEN: 371 |STR_TIME: 1.3479177951812744
> STR_ID: 4u7a |STR_LEN: 717 |STR_TIME: 1.5640032291412354
> STR_ID: 4u7b |STR_LEN: 1199 |STR_TIME: 3.082813262939453
> STR_ID: 4u7c |STR_LEN: 1026 |STR_TIME: 2.090728759765625
> STR_ID: 4u7d |STR_LEN: 2171 |STR_TIME: 7.912785053253174
> STR_ID: 4u7e |STR_LEN: 387 |STR_TIME: 0.48035693168640137
> STR_ID: 4u7f |STR_LEN: 694 |STR_TIME: 1.254040241241455
> STR_ID: 4u7g |STR_LEN: 849 |STR_TIME: 1.4389398097991943
> STR_ID: 4u7h |STR_LEN: 1017 |STR_TIME: 1.9670767784118652
> STR_ID: 4u7i |STR_LEN: 209 |STR_TIME: 0.5041837692260742
> STR_ID: 4u7j |STR_LEN: 1545 |STR_TIME: 2.977871894836426
> STR_ID: 4u7k |STR_LEN: 1663 |STR_TIME: 3.0917577743530273
> STR_ID: 4u7l |STR_LEN: 496 |STR_TIME: 1.7432849407196045
> STR_ID: 4u7m |STR_LEN: 308 |STR_TIME: 1.0820870399475098
> STR_ID: 4u7n |STR_LEN: 423 |STR_TIME: 1.5891728401184082
> STR_ID: 4u7o |STR_LEN: 488 |STR_TIME: 1.7223930358886719
> STR_ID: 4u7p |STR_LEN: 627 |STR_TIME: 1.3232502937316895
> STR_ID: 4u7q |STR_LEN: 289 |STR_TIME: 0.5699481964111328
> STR_ID: 4u7s |STR_LEN: 377 |STR_TIME: 0.5610349178314209
> STR_ID: 4u7t |STR_LEN: 1252 |STR_TIME: 2.509253978729248
> STR_ID: 4u7u |STR_LEN: 6823 |STR_TIME: 25.109402894973755
> STR_ID: 4u7v |STR_LEN: 386 |STR_TIME: 0.613253116607666
> STR_ID: 4u7w |STR_LEN: 1290 |STR_TIME: 1.909203290939331
> STR_ID: 4u7x |STR_LEN: 398 |STR_TIME: 0.6753971576690674
> STR_ID: 4u7y |STR_LEN: 102 |STR_TIME: 0.23854494094848633
> STR_ID: 4u7z |STR_LEN: 305 |STR_TIME: 1.158613920211792
> STR_ID: 5u70 |STR_LEN: 902 |STR_TIME: 1.8776488304138184
> STR_ID: 5u72 |STR_LEN: 2043 |STR_TIME: 6.333522796630859
> STR_ID: 5u76 |STR_LEN: 878 |STR_TIME: 2.7684900760650635
> STR_ID: 5u79 |STR_LEN: 876 |STR_TIME: 3.1963179111480713
> STR_ID: 5u7a |STR_LEN: 696 |STR_TIME: 2.4384520053863525
> STR_ID: 5u7b |STR_LEN: 572 |STR_TIME: 2.285015106201172
> STR_ID: 5u7c |STR_LEN: 719 |STR_TIME: 2.372128963470459
> STR_ID: 5u7p |STR_LEN: 802 |STR_TIME: 1.3668718338012695
> STR_ID: 5u7q |STR_LEN: 1556 |STR_TIME: 5.723514080047607
> STR_ID: 5u7r |STR_LEN: 1587 |STR_TIME: 6.024257659912109
> STR_ID: 5u7s |STR_LEN: 729 |STR_TIME: 2.3630478382110596
> STR_ID: 5u7v |STR_LEN: 558 |STR_TIME: 1.4076001644134521
> STR_ID: 5u7w |STR_LEN: 800 |STR_TIME: 1.3818950653076172
> STR_ID: 5u7x |STR_LEN: 552 |STR_TIME: 1.3855609893798828
>> FINISH_DIR: ./data/u/u7/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'> |STR_COUNT: 973 |DIR_TIME: 248.59532475471497 

>> START_DIR: ./data/u/u8/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1u80 |STR_LEN: 763 |STR_TIME: 1.3145170211791992
> STR_ID: 1u81 |STR_LEN: 166 |STR_TIME: 5.149229049682617
> STR_ID: 1u83 |STR_LEN: 406 |STR_TIME: 0.5770070552825928
> STR_ID: 1u84 |STR_LEN: 211 |STR_TIME: 0.24106192588806152
> STR_ID: 1u85 |STR_LEN: 34 |STR_TIME: 2.369791030883789
> STR_ID: 1u86 |STR_LEN: 36 |STR_TIME: 2.6430599689483643
> STR_ID: 1u87 |STR_LEN: 210 |STR_TIME: 0.47881507873535156
> STR_ID: 1u88 |STR_LEN: 419 |STR_TIME: 0.9688739776611328
> STR_ID: 1u89 |STR_LEN: 139 |STR_TIME: 8.926843881607056
> STR_ID: 1u8a |STR_LEN: 285 |STR_TIME: 0.42649412155151367
> STR_ID: 1u8b |STR_LEN: 258 |STR_TIME: 0.6294338703155518
> STR_ID: 1u8c |STR_LEN: 1551 |STR_TIME: 3.092358350753784
> STR_ID: 1u8e |STR_LEN: 2347 |STR_TIME: 3.4369280338287354
> STR_ID: 1u8f |STR_LEN: 2246 |STR_TIME: 2.674387216567993
> STR_ID: 1u8g |STR_LEN: 220 |STR_TIME: 0.45656609535217285
> STR_ID: 1u8h |STR_LEN: 708 |STR_TIME: 0.9525139331817627
> STR_ID: 1u8i |STR_LEN: 626 |STR_TIME: 1.0082781314849854
> STR_ID: 1u8j |STR_LEN: 629 |STR_TIME: 0.9079990386962891
> STR_ID: 1u8k |STR_LEN: 586 |STR_TIME: 0.9228379726409912
> STR_ID: 1u8l |STR_LEN: 550 |STR_TIME: 0.9226408004760742
> STR_ID: 1u8m |STR_LEN: 630 |STR_TIME: 0.9476621150970459
> STR_ID: 1u8n |STR_LEN: 581 |STR_TIME: 0.9246339797973633
> STR_ID: 1u8o |STR_LEN: 448 |STR_TIME: 0.8697459697723389
> STR_ID: 1u8p |STR_LEN: 448 |STR_TIME: 0.9280147552490234
> STR_ID: 1u8q |STR_LEN: 586 |STR_TIME: 0.928016185760498
> STR_ID: 1u8r |STR_LEN: 1985 |STR_TIME: 4.207288026809692
> STR_ID: 1u8s |STR_LEN: 400 |STR_TIME: 0.682100772857666
> STR_ID: 1u8t |STR_LEN: 1108 |STR_TIME: 1.2635939121246338
> STR_ID: 1u8u |STR_LEN: 296 |STR_TIME: 0.4454212188720703
> STR_ID: 1u8v |STR_LEN: 4304 |STR_TIME: 4.638083219528198
> STR_ID: 1u8w |STR_LEN: 1012 |STR_TIME: 1.7748520374298096
> STR_ID: 1u8x |STR_LEN: 601 |STR_TIME: 1.0229909420013428
> STR_ID: 1u8y |STR_LEN: 649 |STR_TIME: 0.797950267791748
> STR_ID: 1u8z |STR_LEN: 837 |STR_TIME: 0.8924360275268555
> STR_ID: 3u80 |STR_LEN: 464 |STR_TIME: 1.065290927886963
> STR_ID: 3u81 |STR_LEN: 566 |STR_TIME: 1.6195659637451172
> STR_ID: 3u82 |STR_LEN: 531 |STR_TIME: 1.9530529975891113
> STR_ID: 3u83 |STR_LEN: 479 |STR_TIME: 1.1621229648590088
> STR_ID: 3u84 |STR_LEN: 1028 |STR_TIME: 1.8721368312835693
> STR_ID: 3u85 |STR_LEN: 493 |STR_TIME: 0.9992797374725342
> STR_ID: 3u86 |STR_LEN: 496 |STR_TIME: 1.0325748920440674
> STR_ID: 3u87 |STR_LEN: 721 |STR_TIME: 2.5009799003601074
> STR_ID: 3u88 |STR_LEN: 1245 |STR_TIME: 2.492884874343872
> STR_ID: 3u89 |STR_LEN: 127 |STR_TIME: 0.289201021194458
> STR_ID: 3u8a |STR_LEN: 1428 |STR_TIME: 3.3476619720458984
> STR_ID: 3u8b |STR_LEN: 181 |STR_TIME: 0.7248849868774414
> STR_ID: 3u8c |STR_LEN: 1423 |STR_TIME: 3.4469451904296875
> STR_ID: 3u8d |STR_LEN: 593 |STR_TIME: 1.1218109130859375
> STR_ID: 3u8e |STR_LEN: 414 |STR_TIME: 0.898719072341919
> STR_ID: 3u8f |STR_LEN: 476 |STR_TIME: 0.6064021587371826
> STR_ID: 3u8g |STR_LEN: 1205 |STR_TIME: 1.3758909702301025
> STR_ID: 3u8h |STR_LEN: 358 |STR_TIME: 0.992520809173584
> STR_ID: 3u8i |STR_LEN: 669 |STR_TIME: 1.9817919731140137
> STR_ID: 3u8j |STR_LEN: 2564 |STR_TIME: 9.528259038925171
> STR_ID: 3u8k |STR_LEN: 5457 |STR_TIME: 16.27468705177307
> STR_ID: 3u8l |STR_LEN: 2635 |STR_TIME: 6.962827920913696
> STR_ID: 3u8m |STR_LEN: 4375 |STR_TIME: 13.943475008010864
> STR_ID: 3u8n |STR_LEN: 5894 |STR_TIME: 15.364216804504395
> STR_ID: 3u8o |STR_LEN: 736 |STR_TIME: 1.8969337940216064
> STR_ID: 3u8p |STR_LEN: 1356 |STR_TIME: 3.7370710372924805
> STR_ID: 3u8q |STR_LEN: 629 |STR_TIME: 0.8230860233306885
> STR_ID: 3u8r |STR_LEN: 639 |STR_TIME: 1.9695689678192139
> STR_ID: 3u8t |STR_LEN: 551 |STR_TIME: 1.1839241981506348
> STR_ID: 3u8u |STR_LEN: 2485 |STR_TIME: 3.372117042541504
> STR_ID: 3u8v |STR_LEN: 264 |STR_TIME: 0.6818828582763672
> STR_ID: 3u8w |STR_LEN: 415 |STR_TIME: 0.8127889633178711
> STR_ID: 3u8x |STR_LEN: 760 |STR_TIME: 2.2691779136657715
> STR_ID: 3u8z |STR_LEN: 1560 |STR_TIME: 4.039121866226196
> STR_ID: 4u80 |STR_LEN: 302 |STR_TIME: 1.1456880569458008
> STR_ID: 4u81 |STR_LEN: 327 |STR_TIME: 1.1245970726013184
> STR_ID: 4u82 |STR_LEN: 323 |STR_TIME: 0.5796518325805664
> STR_ID: 4u83 |STR_LEN: 2604 |STR_TIME: 5.540466070175171
> STR_ID: 4u84 |STR_LEN: 247 |STR_TIME: 0.4386568069458008
> STR_ID: 4u85 |STR_LEN: 248 |STR_TIME: 0.42409515380859375
> STR_ID: 4u86 |STR_LEN: 244 |STR_TIME: 0.4015390872955322
> STR_ID: 4u87 |STR_LEN: 608 |STR_TIME: 2.2289350032806396
> STR_ID: 4u88 |STR_LEN: 228 |STR_TIME: 0.46546101570129395
> STR_ID: 4u89 |STR_LEN: 511 |STR_TIME: 1.1757681369781494
> STR_ID: 4u8a |STR_LEN: 56 |STR_TIME: 0.2648599147796631
> STR_ID: 4u8b |STR_LEN: 69 |STR_TIME: 0.2606029510498047
> STR_ID: 4u8c |STR_LEN: 73 |STR_TIME: 0.23160600662231445
> STR_ID: 4u8d |STR_LEN: 517 |STR_TIME: 0.8370609283447266
> STR_ID: 4u8e |STR_LEN: 333 |STR_TIME: 0.5234029293060303
> STR_ID: 4u8f |STR_LEN: 952 |STR_TIME: 1.0364060401916504
> STR_ID: 4u8g |STR_LEN: 271 |STR_TIME: 0.5545041561126709
> STR_ID: 4u8h |STR_LEN: 1188 |STR_TIME: 4.240732192993164
> STR_ID: 4u8i |STR_LEN: 3092 |STR_TIME: 7.855672836303711
> STR_ID: 4u8j |STR_LEN: 2921 |STR_TIME: 7.701102018356323
> STR_ID: 4u8k |STR_LEN: 2894 |STR_TIME: 7.638239145278931
> STR_ID: 4u8l |STR_LEN: 2836 |STR_TIME: 7.488183975219727
> STR_ID: 4u8m |STR_LEN: 2780 |STR_TIME: 7.5417280197143555
> STR_ID: 4u8n |STR_LEN: 2464 |STR_TIME: 7.415731906890869
> STR_ID: 4u8o |STR_LEN: 2706 |STR_TIME: 7.611931800842285
> STR_ID: 4u8p |STR_LEN: 3295 |STR_TIME: 7.60850977897644
> STR_ID: 4u8t |STR_LEN: 1082 |STR_TIME: 2.3433101177215576
> STR_ID: 4u8u |STR_LEN: 7296 |STR_TIME: 14.934770345687866
> STR_ID: 4u8v |STR_LEN: 4767 |STR_TIME: 13.816226959228516
> STR_ID: 4u8w |STR_LEN: 346 |STR_TIME: 1.0521819591522217
> STR_ID: 4u8y |STR_LEN: 5534 |STR_TIME: 13.403279066085815
> STR_ID: 4u8z |STR_LEN: 554 |STR_TIME: 0.7679450511932373
> STR_ID: 5u82 |STR_LEN: 810 |STR_TIME: 2.2911720275878906
> STR_ID: 5u83 |STR_LEN: 886 |STR_TIME: 2.390378952026367
> STR_ID: 5u87 |STR_LEN: 116 |STR_TIME: 8.346445083618164
> STR_ID: 5u88 |STR_LEN: 672 |STR_TIME: 2.3482260704040527
> STR_ID: 5u89 |STR_LEN: 1104 |STR_TIME: 3.205989122390747
> STR_ID: 5u8a |STR_LEN: 585 |STR_TIME: 1.5025229454040527
> STR_ID: 5u8c |STR_LEN: 1002 |STR_TIME: 1.3351337909698486
> STR_ID: 5u8f |STR_LEN: 622 |STR_TIME: 1.5468940734863281
> STR_ID: 5u8g |STR_LEN: 615 |STR_TIME: 1.4115116596221924
> STR_ID: 5u8h |STR_LEN: 598 |STR_TIME: 1.4222121238708496
> STR_ID: 5u8i |STR_LEN: 440 |STR_TIME: 1.4469482898712158
> STR_ID: 5u8j |STR_LEN: 895 |STR_TIME: 2.5647597312927246
> STR_ID: 5u8l |STR_LEN: 555 |STR_TIME: 0.7487540245056152
> STR_ID: 5u8o |STR_LEN: 1776 |STR_TIME: 5.191784858703613
> STR_ID: 5u8p |STR_LEN: 1372 |STR_TIME: 2.4123880863189697
> STR_ID: 5u8s |STR_LEN: 5104 |STR_TIME: 10.905328035354614
> STR_ID: 5u8t |STR_LEN: 5106 |STR_TIME: 10.952538967132568
> STR_ID: 5u8u |STR_LEN: 4322 |STR_TIME: 11.365864992141724
> STR_ID: 5u8v |STR_LEN: 4039 |STR_TIME: 10.815799951553345
> STR_ID: 5u8w |STR_LEN: 3147 |STR_TIME: 10.201654195785522
> STR_ID: 5u8x |STR_LEN: 3121 |STR_TIME: 4.055452108383179
> STR_ID: 5u8y |STR_LEN: 2877 |STR_TIME: 3.872366189956665
> STR_ID: 5u8z |STR_LEN: 3593 |STR_TIME: 4.2759621143341064
>> FINISH_DIR: ./data/u/u8/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'> |STR_COUNT: 1096 |DIR_TIME: 406.12378692626953 

>> START_DIR: ./data/u/u9/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1u90 |STR_LEN: 492 |STR_TIME: 0.8081462383270264
> STR_ID: 1u91 |STR_LEN: 675 |STR_TIME: 0.9716746807098389
> STR_ID: 1u92 |STR_LEN: 595 |STR_TIME: 0.99617600440979
> STR_ID: 1u93 |STR_LEN: 577 |STR_TIME: 0.9741907119750977
> STR_ID: 1u94 |STR_LEN: 586 |STR_TIME: 0.7536618709564209
> STR_ID: 1u95 |STR_LEN: 629 |STR_TIME: 0.9863829612731934
> STR_ID: 1u96 |STR_LEN: 70 |STR_TIME: 5.029865026473999
> STR_ID: 1u97 |STR_LEN: 69 |STR_TIME: 4.8258466720581055
> STR_ID: 1u98 |STR_LEN: 486 |STR_TIME: 0.7058529853820801
> STR_ID: 1u99 |STR_LEN: 336 |STR_TIME: 0.5971012115478516
> STR_ID: 1u9a |STR_LEN: 263 |STR_TIME: 0.3726482391357422
> STR_ID: 1u9b |STR_LEN: 255 |STR_TIME: 0.36984801292419434
> STR_ID: 1u9c |STR_LEN: 408 |STR_TIME: 0.5216362476348877
> STR_ID: 1u9d |STR_LEN: 399 |STR_TIME: 0.5691227912902832
> STR_ID: 1u9e |STR_LEN: 578 |STR_TIME: 1.078080177307129
> STR_ID: 1u9f |STR_LEN: 207 |STR_TIME: 0.33798694610595703
> STR_ID: 1u9g |STR_LEN: 64 |STR_TIME: 0.15774178504943848
> STR_ID: 1u9h |STR_LEN: 107 |STR_TIME: 0.18425607681274414
> STR_ID: 1u9i |STR_LEN: 2989 |STR_TIME: 5.805145978927612
> STR_ID: 1u9j |STR_LEN: 417 |STR_TIME: 0.7267377376556396
> STR_ID: 1u9k |STR_LEN: 282 |STR_TIME: 0.5223619937896729
> STR_ID: 1u9l |STR_LEN: 294 |STR_TIME: 0.361346960067749
> STR_ID: 1u9m |STR_LEN: 648 |STR_TIME: 1.142387866973877
> STR_ID: 1u9n |STR_LEN: 300 |STR_TIME: 0.45176196098327637
> STR_ID: 1u9o |STR_LEN: 390 |STR_TIME: 0.7891139984130859
> STR_ID: 1u9p |STR_LEN: 149 |STR_TIME: 0.2429208755493164
> STR_ID: 1u9q |STR_LEN: 320 |STR_TIME: 0.5236160755157471
> STR_ID: 1u9r |STR_LEN: 161 |STR_TIME: 0.31099891662597656
> STR_ID: 1u9s |STR_LEN: 176 |STR_TIME: 0.9925792217254639
> STR_ID: 1u9t |STR_LEN: 663 |STR_TIME: 0.776684045791626
> STR_ID: 1u9u |STR_LEN: 154 |STR_TIME: 0.24687480926513672
> STR_ID: 1u9v |STR_LEN: 297 |STR_TIME: 0.4810330867767334
> STR_ID: 1u9w |STR_LEN: 284 |STR_TIME: 0.4863407611846924
> STR_ID: 1u9x |STR_LEN: 298 |STR_TIME: 0.4891042709350586
> STR_ID: 1u9y |STR_LEN: 1682 |STR_TIME: 2.218535900115967
> STR_ID: 1u9z |STR_LEN: 1310 |STR_TIME: 2.2225091457366943
> STR_ID: 3u90 |STR_LEN: 349 |STR_TIME: 0.44211292266845703
> STR_ID: 3u91 |STR_LEN: 79 |STR_TIME: 0.19867396354675293
> STR_ID: 3u92 |STR_LEN: 880 |STR_TIME: 2.8763229846954346
> STR_ID: 3u93 |STR_LEN: 728 |STR_TIME: 2.898815155029297
> STR_ID: 3u94 |STR_LEN: 1721 |STR_TIME: 5.730202913284302
> STR_ID: 3u95 |STR_LEN: 5291 |STR_TIME: 6.468255043029785
> STR_ID: 3u96 |STR_LEN: 877 |STR_TIME: 1.2868571281433105
> STR_ID: 3u97 |STR_LEN: 163 |STR_TIME: 0.5189568996429443
> STR_ID: 3u98 |STR_LEN: 639 |STR_TIME: 1.2223522663116455
> STR_ID: 3u99 |STR_LEN: 375 |STR_TIME: 0.9086759090423584
> STR_ID: 3u9a |STR_LEN: 550 |STR_TIME: 1.2057089805603027
> STR_ID: 3u9b |STR_LEN: 1930 |STR_TIME: 7.062265157699585
> STR_ID: 3u9c |STR_LEN: 732 |STR_TIME: 2.4990460872650146
> STR_ID: 3u9d |STR_LEN: 760 |STR_TIME: 2.8472299575805664
> STR_ID: 3u9e |STR_LEN: 750 |STR_TIME: 2.039548873901367
> STR_ID: 3u9f |STR_LEN: 4222 |STR_TIME: 14.5089111328125
> STR_ID: 3u9g |STR_LEN: 421 |STR_TIME: 0.5798180103302002
> STR_ID: 3u9h |STR_LEN: 790 |STR_TIME: 1.0278780460357666
> STR_ID: 3u9i |STR_LEN: 769 |STR_TIME: 1.327754020690918
> STR_ID: 3u9j |STR_LEN: 711 |STR_TIME: 1.3327219486236572
> STR_ID: 3u9l |STR_LEN: 482 |STR_TIME: 0.6240389347076416
> STR_ID: 3u9m |STR_LEN: 932 |STR_TIME: 2.632558822631836
