>> START_DIR: ./data/n/n0/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1n00 |STR_LEN: 502 |STR_TIME: 0.8167550563812256
> STR_ID: 2n5y |STR_LEN: 13 |STR_TIME: 1.074821949005127
> STR_ID: 2n5z |STR_LEN: 82 |STR_TIME: 4.646586894989014
> STR_ID: 3n50 |STR_LEN: 888 |STR_TIME: 1.8456001281738281
> STR_ID: 3n51 |STR_LEN: 544 |STR_TIME: 1.8803858757019043
> STR_ID: 3n52 |STR_LEN: 538 |STR_TIME: 0.6911180019378662
> STR_ID: 3n53 |STR_LEN: 254 |STR_TIME: 0.4776618480682373
> STR_ID: 3n54 |STR_LEN: 507 |STR_TIME: 1.251250982284546
> STR_ID: 3n55 |STR_LEN: 261 |STR_TIME: 0.6194713115692139
> STR_ID: 3n56 |STR_LEN: 1964 |STR_TIME: 3.8829541206359863
> STR_ID: 3n57 |STR_LEN: 1979 |STR_TIME: 3.964218854904175
> STR_ID: 3n58 |STR_LEN: 2565 |STR_TIME: 6.605904817581177
> STR_ID: 3n59 |STR_LEN: 4916 |STR_TIME: 6.813223123550415
> STR_ID: 3n5a |STR_LEN: 325 |STR_TIME: 0.977820873260498
> STR_ID: 3n5b |STR_LEN: 334 |STR_TIME: 0.557966947555542
> STR_ID: 3n5c |STR_LEN: 484 |STR_TIME: 0.7321219444274902
> STR_ID: 3n5d |STR_LEN: 396 |STR_TIME: 0.5654857158660889
> STR_ID: 3n5e |STR_LEN: 793 |STR_TIME: 1.3262660503387451
> STR_ID: 3n5f |STR_LEN: 945 |STR_TIME: 1.571152925491333
> STR_ID: 3n5g |STR_LEN: 415 |STR_TIME: 1.091054916381836
> STR_ID: 3n5h |STR_LEN: 516 |STR_TIME: 0.7967469692230225
> STR_ID: 3n5i |STR_LEN: 2586 |STR_TIME: 3.0502281188964844
> STR_ID: 3n5j |STR_LEN: 458 |STR_TIME: 0.7834718227386475
> STR_ID: 3n5k |STR_LEN: 2820 |STR_TIME: 7.142892837524414
> STR_ID: 3n5l |STR_LEN: 1275 |STR_TIME: 2.6464309692382812
> STR_ID: 3n5m |STR_LEN: 2859 |STR_TIME: 3.912230968475342
> STR_ID: 3n5n |STR_LEN: 601 |STR_TIME: 2.0063529014587402
> STR_ID: 3n5o |STR_LEN: 906 |STR_TIME: 1.7843210697174072
> STR_ID: 3n5p |STR_LEN: 963 |STR_TIME: 3.0122902393341064
> STR_ID: 3n5q |STR_LEN: 844 |STR_TIME: 3.0212981700897217
> STR_ID: 3n5r |STR_LEN: 935 |STR_TIME: 3.1596271991729736
> STR_ID: 3n5s |STR_LEN: 1203 |STR_TIME: 3.2019288539886475
> STR_ID: 3n5t |STR_LEN: 959 |STR_TIME: 3.075906991958618
> STR_ID: 3n5u |STR_LEN: 601 |STR_TIME: 1.2705540657043457
> STR_ID: 3n5v |STR_LEN: 1018 |STR_TIME: 3.4439291954040527
> STR_ID: 3n5w |STR_LEN: 1425 |STR_TIME: 3.3282828330993652
> STR_ID: 3n5x |STR_LEN: 1453 |STR_TIME: 3.312554121017456
> STR_ID: 3n5y |STR_LEN: 1185 |STR_TIME: 3.2352890968322754
> STR_ID: 3n5z |STR_LEN: 1022 |STR_TIME: 3.1207962036132812
> STR_ID: 4n53 |STR_LEN: 844 |STR_TIME: 1.6952359676361084
> STR_ID: 4n54 |STR_LEN: 1550 |STR_TIME: 2.75848388671875
> STR_ID: 4n56 |STR_LEN: 545 |STR_TIME: 1.1693968772888184
> STR_ID: 4n57 |STR_LEN: 839 |STR_TIME: 2.433568000793457
> STR_ID: 4n58 |STR_LEN: 1036 |STR_TIME: 2.2401657104492188
> STR_ID: 4n59 |STR_LEN: 584 |STR_TIME: 1.8929641246795654
> STR_ID: 4n5a |STR_LEN: 535 |STR_TIME: 2.0486350059509277
> STR_ID: 4n5b |STR_LEN: 1694 |STR_TIME: 1.9641799926757812
> STR_ID: 4n5c |STR_LEN: 5903 |STR_TIME: 21.92113208770752
> STR_ID: 4n5d |STR_LEN: 735 |STR_TIME: 2.028493881225586
> STR_ID: 4n5e |STR_LEN: 621 |STR_TIME: 2.235037088394165
> STR_ID: 4n5f |STR_LEN: 916 |STR_TIME: 2.8297650814056396
> STR_ID: 4n5g |STR_LEN: 1088 |STR_TIME: 3.112959861755371
> STR_ID: 4n5h |STR_LEN: 619 |STR_TIME: 0.7940928936004639
> STR_ID: 4n5i |STR_LEN: 611 |STR_TIME: 0.773082971572876
> STR_ID: 4n5j |STR_LEN: 1029 |STR_TIME: 3.5140700340270996
> STR_ID: 4n5k |STR_LEN: 1011 |STR_TIME: 3.559338092803955
> STR_ID: 4n5l |STR_LEN: 799 |STR_TIME: 1.0388538837432861
> STR_ID: 4n5m |STR_LEN: 1043 |STR_TIME: 1.1421217918395996
> STR_ID: 4n5n |STR_LEN: 780 |STR_TIME: 1.0656278133392334
> STR_ID: 4n5p |STR_LEN: 801 |STR_TIME: 1.4869372844696045
> STR_ID: 4n5q |STR_LEN: 1041 |STR_TIME: 2.082519054412842
> STR_ID: 4n5r |STR_LEN: 184 |STR_TIME: 0.3454611301422119
> STR_ID: 4n5s |STR_LEN: 1114 |STR_TIME: 1.5218946933746338
> STR_ID: 4n5t |STR_LEN: 230 |STR_TIME: 0.3156290054321289
> STR_ID: 4n5u |STR_LEN: 226 |STR_TIME: 0.8920698165893555
> STR_ID: 4n5v |STR_LEN: 1222 |STR_TIME: 1.515510082244873
> STR_ID: 4n5x |STR_LEN: 285 |STR_TIME: 0.4022481441497803
> STR_ID: 4n5y |STR_LEN: 7580 |STR_TIME: 15.446301937103271
> STR_ID: 4n5z |STR_LEN: 7580 |STR_TIME: 15.51321530342102
> STR_ID: 5n53 |STR_LEN: 630 |STR_TIME: 1.6182520389556885
> STR_ID: 5n55 |STR_LEN: 991 |STR_TIME: 2.529047727584839
> STR_ID: 5n58 |STR_LEN: 664 |STR_TIME: 1.4397318363189697
> STR_ID: 5n5x |STR_LEN: 7638 |STR_TIME: 29.38779091835022
> STR_ID: 5n5y |STR_LEN: 5987 |STR_TIME: 16.76358985900879
> STR_ID: 5n5z |STR_LEN: 5981 |STR_TIME: 14.69676685333252
>> FINISH_DIR: ./data/n/n5/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'> |STR_COUNT: 847 |DIR_TIME: 555.438511133194 

>> START_DIR: ./data/n/n6/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1n60 |STR_LEN: 5841 |STR_TIME: 11.433682203292847
> STR_ID: 1n61 |STR_LEN: 5497 |STR_TIME: 10.594758749008179
> STR_ID: 1n62 |STR_LEN: 5722 |STR_TIME: 10.854194164276123
> STR_ID: 1n63 |STR_LEN: 5242 |STR_TIME: 10.451142311096191
> STR_ID: 1n64 |STR_LEN: 656 |STR_TIME: 1.0306460857391357
> STR_ID: 1n65 |STR_LEN: 76 |STR_TIME: 5.342545986175537
> STR_ID: 1n66 |STR_LEN: 22 |STR_TIME: 3.228868007659912
> STR_ID: 1n67 |STR_LEN: 711 |STR_TIME: 0.7968521118164062
> STR_ID: 1n68 |STR_LEN: 921 |STR_TIME: 1.0495879650115967
> STR_ID: 1n69 |STR_LEN: 327 |STR_TIME: 0.5073549747467041
> STR_ID: 1n6a |STR_LEN: 447 |STR_TIME: 0.5796699523925781
> STR_ID: 1n6b |STR_LEN: 584 |STR_TIME: 1.0910909175872803
> STR_ID: 1n6c |STR_LEN: 414 |STR_TIME: 0.6553359031677246
> STR_ID: 1n6d |STR_LEN: 6708 |STR_TIME: 12.474476099014282
> STR_ID: 1n6e |STR_LEN: 7170 |STR_TIME: 12.848413944244385
> STR_ID: 1n6f |STR_LEN: 6843 |STR_TIME: 12.732635974884033
> STR_ID: 1n6g |STR_LEN: 1185 |STR_TIME: 0.4885990619659424
> STR_ID: 1n6h |STR_LEN: 433 |STR_TIME: 0.4875979423522949
> STR_ID: 1n6i |STR_LEN: 406 |STR_TIME: 0.4735989570617676
> STR_ID: 1n6j |STR_LEN: 465 |STR_TIME: 1.1964271068572998
> STR_ID: 1n6k |STR_LEN: 421 |STR_TIME: 0.4732499122619629
> STR_ID: 1n6l |STR_LEN: 425 |STR_TIME: 0.4643709659576416
> STR_ID: 1n6m |STR_LEN: 982 |STR_TIME: 1.7856810092926025
> STR_ID: 1n6n |STR_LEN: 415 |STR_TIME: 0.46959996223449707
> STR_ID: 1n6o |STR_LEN: 376 |STR_TIME: 0.4402592182159424
> STR_ID: 1n6p |STR_LEN: 408 |STR_TIME: 0.5257651805877686
> STR_ID: 1n6q |STR_LEN: 1471 |STR_TIME: 3.1249890327453613
> STR_ID: 1n6r |STR_LEN: 402 |STR_TIME: 0.46027493476867676
> STR_ID: 1n6t |STR_LEN: 10 |STR_TIME: 0.7675392627716064
> STR_ID: 1n6u |STR_LEN: 212 |STR_TIME: 16.788350820541382
> STR_ID: 1n6v |STR_LEN: 212 |STR_TIME: 0.9048480987548828
> STR_ID: 1n6x |STR_LEN: 516 |STR_TIME: 0.8627879619598389
> STR_ID: 1n6y |STR_LEN: 516 |STR_TIME: 1.0250370502471924
> STR_ID: 1n6z |STR_LEN: 105 |STR_TIME: 3.5980517864227295
> STR_ID: 2n60 |STR_LEN: 18 |STR_TIME: 1.3089239597320557
> STR_ID: 2n62 |STR_LEN: 221 |STR_TIME: 2.318772077560425
> STR_ID: 2n63 |STR_LEN: 17 |STR_TIME: 1.2439210414886475
> STR_ID: 2n64 |STR_LEN: 225 |STR_TIME: 25.934896230697632
> STR_ID: 2n65 |STR_LEN: 32 |STR_TIME: 2.347064256668091
> STR_ID: 2n66 |STR_LEN: 54 |STR_TIME: 4.066334962844849
> STR_ID: 2n67 |STR_LEN: 94 |STR_TIME: 8.165168046951294
> STR_ID: 2n68 |STR_LEN: 23 |STR_TIME: 1.6013610363006592
> STR_ID: 2n69 |STR_LEN: 56 |STR_TIME: 4.083887100219727
> STR_ID: 2n6a |STR_LEN: 166 |STR_TIME: 9.611689805984497
> STR_ID: 2n6b |STR_LEN: 34 |STR_TIME: 2.449796199798584
> STR_ID: 2n6c |STR_LEN: 26 |STR_TIME: 2.215952157974243
> STR_ID: 2n6d |STR_LEN: 172 |STR_TIME: 11.707901000976562
> STR_ID: 2n6e |STR_LEN: 110 |STR_TIME: 7.400463104248047
> STR_ID: 2n6f |STR_LEN: 136 |STR_TIME: 5.15871787071228
> STR_ID: 2n6g |STR_LEN: 80 |STR_TIME: 5.68601393699646
> STR_ID: 2n6h |STR_LEN: 16 |STR_TIME: 0.648745059967041
> STR_ID: 2n6i |STR_LEN: 16 |STR_TIME: 0.5757732391357422
> STR_ID: 2n6j |STR_LEN: 197 |STR_TIME: 13.936901807785034
> STR_ID: 2n6l |STR_LEN: 209 |STR_TIME: 14.860974073410034
> STR_ID: 2n6m |STR_LEN: 21 |STR_TIME: 1.5227389335632324
> STR_ID: 2n6n |STR_LEN: 32 |STR_TIME: 2.0445938110351562
> STR_ID: 2n6o |STR_LEN: 35 |STR_TIME: 2.247523069381714
> STR_ID: 2n6p |STR_LEN: 210 |STR_TIME: 14.475054025650024
> STR_ID: 2n6r |STR_LEN: 76 |STR_TIME: 5.384403228759766
> STR_ID: 2n6s |STR_LEN: 36 |STR_TIME: 2.5756821632385254
> STR_ID: 2n6t |STR_LEN: 42 |STR_TIME: 3.179518938064575
> STR_ID: 2n6u |STR_LEN: 20 |STR_TIME: 1.3568401336669922
> STR_ID: 2n6v |STR_LEN: 24 |STR_TIME: 1.5630910396575928
> STR_ID: 2n6w |STR_LEN: 68 |STR_TIME: 4.726830720901489
> STR_ID: 2n6x |STR_LEN: 43 |STR_TIME: 2.9346001148223877
> STR_ID: 2n6y |STR_LEN: 80 |STR_TIME: 6.424350023269653
> STR_ID: 2n6z |STR_LEN: 80 |STR_TIME: 6.320824146270752
> STR_ID: 3n60 |STR_LEN: 1168 |STR_TIME: 3.2730369567871094
> STR_ID: 3n61 |STR_LEN: 1236 |STR_TIME: 3.192172050476074
> STR_ID: 3n62 |STR_LEN: 1237 |STR_TIME: 3.19848895072937
> STR_ID: 3n63 |STR_LEN: 1100 |STR_TIME: 3.0797438621520996
> STR_ID: 3n64 |STR_LEN: 1204 |STR_TIME: 3.2591910362243652
> STR_ID: 3n65 |STR_LEN: 1511 |STR_TIME: 3.364696979522705
> STR_ID: 3n66 |STR_LEN: 1283 |STR_TIME: 3.304804801940918
> STR_ID: 3n67 |STR_LEN: 1182 |STR_TIME: 3.193603992462158
> STR_ID: 3n68 |STR_LEN: 916 |STR_TIME: 2.9243521690368652
> STR_ID: 3n69 |STR_LEN: 1258 |STR_TIME: 3.04876708984375
> STR_ID: 3n6a |STR_LEN: 975 |STR_TIME: 2.973191261291504
> STR_ID: 3n6b |STR_LEN: 825 |STR_TIME: 2.94415283203125
> STR_ID: 3n6c |STR_LEN: 845 |STR_TIME: 3.070777177810669
> STR_ID: 3n6d |STR_LEN: 837 |STR_TIME: 2.9004430770874023
> STR_ID: 3n6e |STR_LEN: 1057 |STR_TIME: 3.086254119873047
> STR_ID: 3n6f |STR_LEN: 1109 |STR_TIME: 4.68868088722229
> STR_ID: 3n6g |STR_LEN: 1056 |STR_TIME: 3.026575803756714
> STR_ID: 3n6h |STR_LEN: 2028 |STR_TIME: 6.176999807357788
> STR_ID: 3n6i |STR_LEN: 585 |STR_TIME: 0.6400489807128906
> STR_ID: 3n6j |STR_LEN: 2102 |STR_TIME: 6.243246793746948
> STR_ID: 3n6k |STR_LEN: 457 |STR_TIME: 0.7848930358886719
> STR_ID: 3n6l |STR_LEN: 559 |STR_TIME: 0.9789912700653076
> STR_ID: 3n6m |STR_LEN: 694 |STR_TIME: 1.0851829051971436
> STR_ID: 3n6n |STR_LEN: 481 |STR_TIME: 1.641103982925415
> STR_ID: 3n6o |STR_LEN: 786 |STR_TIME: 2.8729283809661865
> STR_ID: 3n6q |STR_LEN: 5149 |STR_TIME: 9.703098773956299
> STR_ID: 3n6r |STR_LEN: 6753 |STR_TIME: 13.747917175292969
> STR_ID: 3n6s |STR_LEN: 374 |STR_TIME: 0.9339210987091064
> STR_ID: 3n6t |STR_LEN: 272 |STR_TIME: 0.47634100914001465
> STR_ID: 3n6u |STR_LEN: 256 |STR_TIME: 0.484860897064209
> STR_ID: 3n6v |STR_LEN: 2347 |STR_TIME: 4.587414026260376
> STR_ID: 3n6w |STR_LEN: 563 |STR_TIME: 0.9018759727478027
> STR_ID: 3n6x |STR_LEN: 700 |STR_TIME: 1.1075561046600342
> STR_ID: 3n6y |STR_LEN: 623 |STR_TIME: 1.1500020027160645
> STR_ID: 3n6z |STR_LEN: 788 |STR_TIME: 1.6022868156433105
> STR_ID: 4n60 |STR_LEN: 1024 |STR_TIME: 3.546466112136841
> STR_ID: 4n61 |STR_LEN: 1033 |STR_TIME: 3.73317813873291
> STR_ID: 4n62 |STR_LEN: 1057 |STR_TIME: 3.4866926670074463
> STR_ID: 4n63 |STR_LEN: 1047 |STR_TIME: 3.560807943344116
> STR_ID: 4n64 |STR_LEN: 1122 |STR_TIME: 3.6614503860473633
> STR_ID: 4n65 |STR_LEN: 686 |STR_TIME: 2.343559980392456
> STR_ID: 4n66 |STR_LEN: 732 |STR_TIME: 1.5693349838256836
> STR_ID: 4n67 |STR_LEN: 473 |STR_TIME: 1.001814603805542
> STR_ID: 4n68 |STR_LEN: 179 |STR_TIME: 0.4299588203430176
> STR_ID: 4n69 |STR_LEN: 955 |STR_TIME: 1.9495558738708496
> STR_ID: 4n6a |STR_LEN: 896 |STR_TIME: 1.8586208820343018
> STR_ID: 4n6b |STR_LEN: 1408 |STR_TIME: 4.796444892883301
> STR_ID: 4n6c |STR_LEN: 660 |STR_TIME: 1.5074191093444824
> STR_ID: 4n6d |STR_LEN: 744 |STR_TIME: 2.0479722023010254
> STR_ID: 4n6e |STR_LEN: 389 |STR_TIME: 0.7081389427185059
> STR_ID: 4n6f |STR_LEN: 599 |STR_TIME: 1.015275001525879
> STR_ID: 4n6g |STR_LEN: 713 |STR_TIME: 2.043421983718872
> STR_ID: 4n6h |STR_LEN: 532 |STR_TIME: 1.6757957935333252
> STR_ID: 4n6j |STR_LEN: 210 |STR_TIME: 0.29265809059143066
> STR_ID: 4n6k |STR_LEN: 715 |STR_TIME: 1.9081778526306152
> STR_ID: 4n6l |STR_LEN: 205 |STR_TIME: 0.3049781322479248
> STR_ID: 4n6m |STR_LEN: 263 |STR_TIME: 0.5946931838989258
> STR_ID: 4n6n |STR_LEN: 634 |STR_TIME: 0.9011480808258057
> STR_ID: 4n6o |STR_LEN: 667 |STR_TIME: 0.920647144317627
> STR_ID: 4n6p |STR_LEN: 658 |STR_TIME: 0.8525800704956055
> STR_ID: 4n6q |STR_LEN: 375 |STR_TIME: 0.8401198387145996
> STR_ID: 4n6r |STR_LEN: 601 |STR_TIME: 1.3613150119781494
> STR_ID: 4n6s |STR_LEN: 447 |STR_TIME: 0.695709228515625
> STR_ID: 4n6t |STR_LEN: 122 |STR_TIME: 0.3421790599822998
> STR_ID: 4n6u |STR_LEN: 112 |STR_TIME: 0.35295891761779785
> STR_ID: 4n6v |STR_LEN: 1669 |STR_TIME: 4.47990608215332
> STR_ID: 4n6w |STR_LEN: 327 |STR_TIME: 0.4649672508239746
> STR_ID: 4n6x |STR_LEN: 200 |STR_TIME: 0.5751757621765137
> STR_ID: 4n6y |STR_LEN: 486 |STR_TIME: 1.119678258895874
> STR_ID: 4n6z |STR_LEN: 513 |STR_TIME: 1.1980547904968262
> STR_ID: 5n60 |STR_LEN: 5981 |STR_TIME: 13.102266311645508
> STR_ID: 5n61 |STR_LEN: 5975 |STR_TIME: 13.326127767562866
> STR_ID: 5n6g |STR_LEN: 765 |STR_TIME: 1.384507179260254
> STR_ID: 5n6q |STR_LEN: 1257 |STR_TIME: 1.706455945968628
> STR_ID: 5n6s |STR_LEN: 2183 |STR_TIME: 3.3875949382781982
> STR_ID: 5n6t |STR_LEN: 1159 |STR_TIME: 1.7273008823394775
> STR_ID: 5n6u |STR_LEN: 3269 |STR_TIME: 6.131419897079468
> STR_ID: 5n6w |STR_LEN: 2512 |STR_TIME: 9.83124303817749
> STR_ID: 5n6x |STR_LEN: 1440 |STR_TIME: 3.36147403717041
>> FINISH_DIR: ./data/n/n6/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'> |STR_COUNT: 993 |DIR_TIME: 534.232718706131 

>> START_DIR: ./data/n/n7/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1n70 |STR_LEN: 655 |STR_TIME: 0.9345579147338867
> STR_ID: 1n71 |STR_LEN: 1231 |STR_TIME: 1.7107951641082764
> STR_ID: 1n72 |STR_LEN: 115 |STR_TIME: 0.46205997467041016
> STR_ID: 1n73 |STR_LEN: 1479 |STR_TIME: 3.0485990047454834
> STR_ID: 1n75 |STR_LEN: 817 |STR_TIME: 1.1716790199279785
> STR_ID: 1n76 |STR_LEN: 695 |STR_TIME: 1.381309986114502
> STR_ID: 1n77 |STR_LEN: 1595 |STR_TIME: 2.9981160163879395
> STR_ID: 1n78 |STR_LEN: 1841 |STR_TIME: 3.154083013534546
> STR_ID: 1n7a |STR_LEN: 240 |STR_TIME: 0.6151340007781982
> STR_ID: 1n7b |STR_LEN: 240 |STR_TIME: 0.5993599891662598
> STR_ID: 1n7d |STR_LEN: 659 |STR_TIME: 1.3627111911773682
> STR_ID: 1n7e |STR_LEN: 236 |STR_TIME: 0.2605562210083008
> STR_ID: 1n7f |STR_LEN: 424 |STR_TIME: 0.44916415214538574
> STR_ID: 1n7g |STR_LEN: 1798 |STR_TIME: 2.8781790733337402
> STR_ID: 1n7h |STR_LEN: 1109 |STR_TIME: 1.5185630321502686
> STR_ID: 1n7i |STR_LEN: 564 |STR_TIME: 1.05293607711792
> STR_ID: 1n7j |STR_LEN: 588 |STR_TIME: 1.04278564453125
> STR_ID: 1n7k |STR_LEN: 667 |STR_TIME: 0.9079561233520508
> STR_ID: 1n7l |STR_LEN: 53 |STR_TIME: 4.141345977783203
> STR_ID: 1n7m |STR_LEN: 935 |STR_TIME: 1.0034379959106445
> STR_ID: 1n7n |STR_LEN: 1453 |STR_TIME: 1.7064409255981445
> STR_ID: 1n7o |STR_LEN: 1307 |STR_TIME: 1.6340951919555664
> STR_ID: 1n7p |STR_LEN: 1391 |STR_TIME: 1.6957051753997803
> STR_ID: 1n7q |STR_LEN: 1207 |STR_TIME: 1.6273407936096191
> STR_ID: 1n7r |STR_LEN: 1218 |STR_TIME: 1.7589173316955566
> STR_ID: 1n7s |STR_LEN: 603 |STR_TIME: 0.7178528308868408
> STR_ID: 1n7t |STR_LEN: 110 |STR_TIME: 7.773000955581665
> STR_ID: 1n7u |STR_LEN: 787 |STR_TIME: 1.1854100227355957
> STR_ID: 1n7v |STR_LEN: 770 |STR_TIME: 1.1789000034332275
> STR_ID: 1n7w |STR_LEN: 465 |STR_TIME: 0.8262817859649658
> STR_ID: 1n7x |STR_LEN: 499 |STR_TIME: 0.7218189239501953
> STR_ID: 1n7y |STR_LEN: 631 |STR_TIME: 0.9338548183441162
> STR_ID: 1n7z |STR_LEN: 2367 |STR_TIME: 2.9626381397247314
> STR_ID: 2n70 |STR_LEN: 172 |STR_TIME: 13.035820007324219
> STR_ID: 2n71 |STR_LEN: 50 |STR_TIME: 2.5389187335968018
> STR_ID: 2n72 |STR_LEN: 69 |STR_TIME: 7.8041839599609375
> STR_ID: 2n73 |STR_LEN: 149 |STR_TIME: 23.78610897064209
> STR_ID: 2n74 |STR_LEN: 146 |STR_TIME: 8.760643243789673
> STR_ID: 2n75 |STR_LEN: 99 |STR_TIME: 7.722218990325928
> STR_ID: 2n76 |STR_LEN: 112 |STR_TIME: 8.844750165939331
> STR_ID: 2n77 |STR_LEN: 106 |STR_TIME: 7.579870223999023
> STR_ID: 2n78 |STR_LEN: 72 |STR_TIME: 4.096697092056274
> STR_ID: 2n79 |STR_LEN: 90 |STR_TIME: 6.366503953933716
> STR_ID: 2n7a |STR_LEN: 145 |STR_TIME: 10.622131824493408
> STR_ID: 2n7b |STR_LEN: 150 |STR_TIME: 11.436667203903198
> STR_ID: 2n7c |STR_LEN: 95 |STR_TIME: 7.234897136688232
> STR_ID: 2n7d |STR_LEN: 97 |STR_TIME: 13.966657638549805
> STR_ID: 2n7e |STR_LEN: 86 |STR_TIME: 13.505555868148804
> STR_ID: 2n7f |STR_LEN: 32 |STR_TIME: 2.203451156616211
> STR_ID: 2n7g |STR_LEN: 131 |STR_TIME: 9.616129159927368
> STR_ID: 2n7h |STR_LEN: 954 |STR_TIME: 30.216310024261475
> STR_ID: 2n7i |STR_LEN: 37 |STR_TIME: 1.4076859951019287
> STR_ID: 2n7j |STR_LEN: 56 |STR_TIME: 3.836472749710083
> STR_ID: 2n7k |STR_LEN: 128 |STR_TIME: 5.615504026412964
> STR_ID: 2n7l |STR_LEN: 141 |STR_TIME: 10.068882942199707
> STR_ID: 2n7m |STR_LEN: 92 |STR_TIME: 6.439758062362671
> STR_ID: 2n7n |STR_LEN: 10 |STR_TIME: 0.38828301429748535
> STR_ID: 2n7o |STR_LEN: 10 |STR_TIME: 0.5468771457672119
> STR_ID: 2n7p |STR_LEN: 105 |STR_TIME: 7.914725303649902
> STR_ID: 2n7q |STR_LEN: 46 |STR_TIME: 3.270720958709717
> STR_ID: 2n7r |STR_LEN: 46 |STR_TIME: 3.47397780418396
> STR_ID: 2n7s |STR_LEN: 92 |STR_TIME: 7.154437065124512
> STR_ID: 2n7t |STR_LEN: 10 |STR_TIME: 0.8910510540008545
> STR_ID: 2n7x |STR_LEN: 23 |STR_TIME: 5.211544036865234
> STR_ID: 2n7y |STR_LEN: 76 |STR_TIME: 8.092460870742798
> STR_ID: 2n7z |STR_LEN: 106 |STR_TIME: 5.890676021575928
> STR_ID: 3n70 |STR_LEN: 1003 |STR_TIME: 2.4255130290985107
> STR_ID: 3n71 |STR_LEN: 585 |STR_TIME: 1.2307319641113281
> STR_ID: 3n72 |STR_LEN: 438 |STR_TIME: 1.6333508491516113
> STR_ID: 3n73 |STR_LEN: 829 |STR_TIME: 2.3485710620880127
> STR_ID: 3n74 |STR_LEN: 1509 |STR_TIME: 4.410846948623657
> STR_ID: 3n75 |STR_LEN: 6862 |STR_TIME: 10.117223024368286
> STR_ID: 3n76 |STR_LEN: 305 |STR_TIME: 0.5647940635681152
> STR_ID: 3n77 |STR_LEN: 486 |STR_TIME: 1.5529940128326416
> STR_ID: 3n78 |STR_LEN: 782 |STR_TIME: 2.5976967811584473
> STR_ID: 3n79 |STR_LEN: 297 |STR_TIME: 1.0167601108551025
> STR_ID: 3n7a |STR_LEN: 5758 |STR_TIME: 9.691265106201172
> STR_ID: 3n7b |STR_LEN: 1099 |STR_TIME: 2.5078163146972656
> STR_ID: 3n7c |STR_LEN: 238 |STR_TIME: 0.6207242012023926
> STR_ID: 3n7d |STR_LEN: 124 |STR_TIME: 0.7839760780334473
> STR_ID: 3n7e |STR_LEN: 126 |STR_TIME: 0.6394591331481934
> STR_ID: 3n7h |STR_LEN: 615 |STR_TIME: 2.1150052547454834
> STR_ID: 3n7j |STR_LEN: 584 |STR_TIME: 1.6998960971832275
> STR_ID: 3n7k |STR_LEN: 953 |STR_TIME: 3.2883799076080322
> STR_ID: 3n7l |STR_LEN: 596 |STR_TIME: 1.232525110244751
> STR_ID: 3n7m |STR_LEN: 476 |STR_TIME: 1.0534107685089111
> STR_ID: 3n7n |STR_LEN: 704 |STR_TIME: 1.587224006652832
> STR_ID: 3n7o |STR_LEN: 392 |STR_TIME: 0.772111177444458
> STR_ID: 3n7p |STR_LEN: 772 |STR_TIME: 3.1549458503723145
> STR_ID: 3n7q |STR_LEN: 355 |STR_TIME: 0.9031050205230713
> STR_ID: 3n7r |STR_LEN: 385 |STR_TIME: 1.4208612442016602
> STR_ID: 3n7s |STR_LEN: 498 |STR_TIME: 1.5219693183898926
> STR_ID: 3n7t |STR_LEN: 478 |STR_TIME: 0.9412767887115479
> STR_ID: 3n7u |STR_LEN: 8009 |STR_TIME: 9.59961199760437
> STR_ID: 3n7w |STR_LEN: 540 |STR_TIME: 0.657310962677002
> STR_ID: 3n7x |STR_LEN: 461 |STR_TIME: 0.7359619140625
> STR_ID: 3n7y |STR_LEN: 680 |STR_TIME: 0.9734349250793457
> STR_ID: 3n7z |STR_LEN: 2391 |STR_TIME: 10.166993856430054
> STR_ID: 4n70 |STR_LEN: 510 |STR_TIME: 0.7654802799224854
> STR_ID: 4n71 |STR_LEN: 731 |STR_TIME: 3.1553401947021484
> STR_ID: 4n72 |STR_LEN: 1056 |STR_TIME: 1.581697940826416
> STR_ID: 4n73 |STR_LEN: 427 |STR_TIME: 0.8967587947845459
> STR_ID: 4n74 |STR_LEN: 314 |STR_TIME: 1.1797549724578857
> STR_ID: 4n75 |STR_LEN: 781 |STR_TIME: 2.8197782039642334
> STR_ID: 4n76 |STR_LEN: 1381 |STR_TIME: 2.86039400100708
> STR_ID: 4n77 |STR_LEN: 334 |STR_TIME: 0.471419095993042
> STR_ID: 4n78 |STR_LEN: 3468 |STR_TIME: 10.976599931716919
> STR_ID: 4n79 |STR_LEN: 296 |STR_TIME: 0.5580441951751709
> STR_ID: 4n7a |STR_LEN: 1007 |STR_TIME: 2.4030401706695557
> STR_ID: 4n7b |STR_LEN: 513 |STR_TIME: 1.9991950988769531
> STR_ID: 4n7c |STR_LEN: 305 |STR_TIME: 0.8688130378723145
> STR_ID: 4n7d |STR_LEN: 292 |STR_TIME: 1.4404711723327637
> STR_ID: 4n7e |STR_LEN: 711 |STR_TIME: 2.9133529663085938
