>> START_DIR: ./data/d/d0/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1d00 |STR_LEN: 1470 |STR_TIME: 2.3571300506591797
> STR_ID: 5d5r |STR_LEN: 273 |STR_TIME: 0.3685429096221924
> STR_ID: 5d5s |STR_LEN: 776 |STR_TIME: 0.8439309597015381
> STR_ID: 5d5t |STR_LEN: 1349 |STR_TIME: 3.3371691703796387
> STR_ID: 5d5u |STR_LEN: 114 |STR_TIME: 0.5146570205688477
> STR_ID: 5d5v |STR_LEN: 337 |STR_TIME: 0.5999128818511963
> STR_ID: 5d5w |STR_LEN: 128 |STR_TIME: 0.3233809471130371
> STR_ID: 5d5x |STR_LEN: 262 |STR_TIME: 0.6172299385070801
> STR_ID: 5d5y |STR_LEN: 225 |STR_TIME: 0.47887492179870605
> STR_ID: 5d5z |STR_LEN: 370 |STR_TIME: 0.516538143157959
>> FINISH_DIR: ./data/d/d5/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'> |STR_COUNT: 976 |DIR_TIME: 268.4860188961029 

>> START_DIR: ./data/d/d6/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1d60 |STR_LEN: 63 |STR_TIME: 0.15541505813598633
> STR_ID: 1d61 |STR_LEN: 91 |STR_TIME: 0.1246340274810791
> STR_ID: 1d62 |STR_LEN: 60 |STR_TIME: 0.10456204414367676
> STR_ID: 1d63 |STR_LEN: 91 |STR_TIME: 0.18585801124572754
> STR_ID: 1d64 |STR_LEN: 102 |STR_TIME: 0.18941330909729004
> STR_ID: 1d65 |STR_LEN: 95 |STR_TIME: 0.1882612705230713
> STR_ID: 1d66 |STR_LEN: 207 |STR_TIME: 0.45046496391296387
> STR_ID: 1d67 |STR_LEN: 42 |STR_TIME: 0.089569091796875
> STR_ID: 1d68 |STR_LEN: 20 |STR_TIME: 0.16753411293029785
> STR_ID: 1d69 |STR_LEN: 20 |STR_TIME: 0.16573500633239746
> STR_ID: 1d6a |STR_LEN: 1078 |STR_TIME: 1.2925570011138916
> STR_ID: 1d6b |STR_LEN: 42 |STR_TIME: 2.779649019241333
> STR_ID: 1d6d |STR_LEN: 24 |STR_TIME: 1.2480928897857666
> STR_ID: 1d6e |STR_LEN: 628 |STR_TIME: 1.14341402053833
> STR_ID: 1d6f |STR_LEN: 755 |STR_TIME: 0.8069078922271729
> STR_ID: 1d6g |STR_LEN: 56 |STR_TIME: 0.21349811553955078
> STR_ID: 1d6h |STR_LEN: 573 |STR_TIME: 0.7536449432373047
> STR_ID: 1d6i |STR_LEN: 1104 |STR_TIME: 1.5368711948394775
> STR_ID: 1d6j |STR_LEN: 558 |STR_TIME: 0.7079751491546631
> STR_ID: 1d6k |STR_LEN: 131 |STR_TIME: 11.216928958892822
> STR_ID: 1d6m |STR_LEN: 603 |STR_TIME: 1.0725157260894775
> STR_ID: 1d6n |STR_LEN: 486 |STR_TIME: 0.7962508201599121
> STR_ID: 1d6o |STR_LEN: 381 |STR_TIME: 0.4581780433654785
> STR_ID: 1d6p |STR_LEN: 176 |STR_TIME: 0.30025601387023926
> STR_ID: 1d6q |STR_LEN: 195 |STR_TIME: 0.2911350727081299
> STR_ID: 1d6r |STR_LEN: 397 |STR_TIME: 0.5505039691925049
> STR_ID: 1d6s |STR_LEN: 881 |STR_TIME: 1.2593483924865723
> STR_ID: 1d6t |STR_LEN: 117 |STR_TIME: 5.11899209022522
> STR_ID: 1d6u |STR_LEN: 2912 |STR_TIME: 2.995732069015503
> STR_ID: 1d6v |STR_LEN: 575 |STR_TIME: 0.8269331455230713
> STR_ID: 1d6w |STR_LEN: 424 |STR_TIME: 0.6258711814880371
> STR_ID: 1d6x |STR_LEN: 13 |STR_TIME: 1.0513041019439697
> STR_ID: 1d6y |STR_LEN: 2878 |STR_TIME: 3.0383169651031494
> STR_ID: 1d6z |STR_LEN: 2897 |STR_TIME: 2.985121965408325
> STR_ID: 2d60 |STR_LEN: 798 |STR_TIME: 1.0772371292114258
> STR_ID: 2d61 |STR_LEN: 563 |STR_TIME: 0.7857170104980469
> STR_ID: 2d62 |STR_LEN: 720 |STR_TIME: 0.7968831062316895
> STR_ID: 2d63 |STR_LEN: 571 |STR_TIME: 0.7562339305877686
> STR_ID: 2d64 |STR_LEN: 643 |STR_TIME: 0.7909119129180908
> STR_ID: 2d65 |STR_LEN: 635 |STR_TIME: 0.8874690532684326
> STR_ID: 2d66 |STR_LEN: 623 |STR_TIME: 0.767930269241333
> STR_ID: 2d68 |STR_LEN: 352 |STR_TIME: 0.33688998222351074
> STR_ID: 2d69 |STR_LEN: 2440 |STR_TIME: 3.1152098178863525
> STR_ID: 2d6b |STR_LEN: 439 |STR_TIME: 2.816056966781616
> STR_ID: 2d6c |STR_LEN: 533 |STR_TIME: 0.6531898975372314
> STR_ID: 2d6f |STR_LEN: 2183 |STR_TIME: 4.0621161460876465
> STR_ID: 2d6k |STR_LEN: 389 |STR_TIME: 0.5798001289367676
> STR_ID: 2d6l |STR_LEN: 247 |STR_TIME: 0.34055399894714355
> STR_ID: 2d6m |STR_LEN: 1003 |STR_TIME: 0.8068008422851562
> STR_ID: 2d6n |STR_LEN: 593 |STR_TIME: 0.6911020278930664
> STR_ID: 2d6o |STR_LEN: 292 |STR_TIME: 0.38613390922546387
> STR_ID: 2d6p |STR_LEN: 353 |STR_TIME: 0.6518640518188477
> STR_ID: 2d6y |STR_LEN: 530 |STR_TIME: 0.7177431583404541
> STR_ID: 3d60 |STR_LEN: 516 |STR_TIME: 0.6565401554107666
> STR_ID: 3d61 |STR_LEN: 544 |STR_TIME: 0.6697728633880615
> STR_ID: 3d62 |STR_LEN: 353 |STR_TIME: 0.5596652030944824
> STR_ID: 3d63 |STR_LEN: 764 |STR_TIME: 0.9882900714874268
> STR_ID: 3d64 |STR_LEN: 1634 |STR_TIME: 1.8612892627716064
> STR_ID: 3d65 |STR_LEN: 552 |STR_TIME: 0.6019251346588135
> STR_ID: 3d66 |STR_LEN: 1215 |STR_TIME: 2.2184488773345947
> STR_ID: 3d67 |STR_LEN: 1220 |STR_TIME: 2.2443201541900635
> STR_ID: 3d68 |STR_LEN: 1220 |STR_TIME: 2.2800419330596924
> STR_ID: 3d69 |STR_LEN: 858 |STR_TIME: 1.4410579204559326
> STR_ID: 3d6a |STR_LEN: 1252 |STR_TIME: 2.0576109886169434
> STR_ID: 3d6b |STR_LEN: 1989 |STR_TIME: 2.6738691329956055
> STR_ID: 3d6c |STR_LEN: 230 |STR_TIME: 0.33589601516723633
> STR_ID: 3d6d |STR_LEN: 675 |STR_TIME: 1.0473599433898926
> STR_ID: 3d6e |STR_LEN: 510 |STR_TIME: 0.7576639652252197
> STR_ID: 3d6f |STR_LEN: 512 |STR_TIME: 0.654066801071167
> STR_ID: 3d6g |STR_LEN: 704 |STR_TIME: 0.940889835357666
> STR_ID: 3d6h |STR_LEN: 439 |STR_TIME: 0.5394077301025391
> STR_ID: 3d6i |STR_LEN: 364 |STR_TIME: 0.4490950107574463
> STR_ID: 3d6j |STR_LEN: 435 |STR_TIME: 0.4832160472869873
> STR_ID: 3d6k |STR_LEN: 2334 |STR_TIME: 3.0127079486846924
> STR_ID: 3d6l |STR_LEN: 155 |STR_TIME: 0.29322290420532227
> STR_ID: 3d6m |STR_LEN: 504 |STR_TIME: 0.5792739391326904
> STR_ID: 3d6n |STR_LEN: 1138 |STR_TIME: 1.3979558944702148
> STR_ID: 3d6o |STR_LEN: 562 |STR_TIME: 0.5784070491790771
> STR_ID: 3d6p |STR_LEN: 560 |STR_TIME: 0.5707719326019287
> STR_ID: 3d6q |STR_LEN: 620 |STR_TIME: 0.5740132331848145
> STR_ID: 3d6r |STR_LEN: 628 |STR_TIME: 0.5769002437591553
> STR_ID: 3d6s |STR_LEN: 986 |STR_TIME: 1.3573861122131348
> STR_ID: 3d6t |STR_LEN: 133 |STR_TIME: 0.8059582710266113
> STR_ID: 3d6u |STR_LEN: 449 |STR_TIME: 0.6318731307983398
> STR_ID: 3d6v |STR_LEN: 479 |STR_TIME: 0.6317851543426514
> STR_ID: 3d6w |STR_LEN: 299 |STR_TIME: 0.46600985527038574
> STR_ID: 3d6x |STR_LEN: 852 |STR_TIME: 1.5105526447296143
> STR_ID: 3d6y |STR_LEN: 338 |STR_TIME: 0.7189857959747314
> STR_ID: 3d6z |STR_LEN: 392 |STR_TIME: 0.7482938766479492
> STR_ID: 4d60 |STR_LEN: 2583 |STR_TIME: 4.463473796844482
> STR_ID: 4d61 |STR_LEN: 7584 |STR_TIME: 20.08568811416626
> STR_ID: 4d62 |STR_LEN: 157 |STR_TIME: 0.34642791748046875
> STR_ID: 4d63 |STR_LEN: 199 |STR_TIME: 0.31310200691223145
> STR_ID: 4d64 |STR_LEN: 1217 |STR_TIME: 3.3416361808776855
> STR_ID: 4d65 |STR_LEN: 5352 |STR_TIME: 8.220174074172974
> STR_ID: 4d67 |STR_LEN: 10459 |STR_TIME: 32.349929094314575
> STR_ID: 4d69 |STR_LEN: 3000 |STR_TIME: 9.074136018753052
> STR_ID: 4d6a |STR_LEN: 318 |STR_TIME: 0.8622720241546631
> STR_ID: 4d6b |STR_LEN: 181 |STR_TIME: 0.5336520671844482
> STR_ID: 4d6c |STR_LEN: 1406 |STR_TIME: 1.6373589038848877
> STR_ID: 4d6d |STR_LEN: 1582 |STR_TIME: 2.514021873474121
> STR_ID: 4d6e |STR_LEN: 1577 |STR_TIME: 2.469852924346924
> STR_ID: 4d6f |STR_LEN: 1228 |STR_TIME: 1.3403022289276123
> STR_ID: 4d6g |STR_LEN: 1634 |STR_TIME: 2.541653871536255
> STR_ID: 4d6h |STR_LEN: 1416 |STR_TIME: 2.4208998680114746
> STR_ID: 4d6i |STR_LEN: 1273 |STR_TIME: 1.3004961013793945
> STR_ID: 4d6j |STR_LEN: 1246 |STR_TIME: 1.3596899509429932
> STR_ID: 4d6k |STR_LEN: 545 |STR_TIME: 0.77431321144104
> STR_ID: 4d6n |STR_LEN: 877 |STR_TIME: 1.8763742446899414
> STR_ID: 4d6o |STR_LEN: 965 |STR_TIME: 1.8849270343780518
> STR_ID: 4d6p |STR_LEN: 1059 |STR_TIME: 1.742170810699463
> STR_ID: 4d6q |STR_LEN: 745 |STR_TIME: 1.399657964706421
> STR_ID: 4d6r |STR_LEN: 758 |STR_TIME: 1.3121123313903809
> STR_ID: 4d6s |STR_LEN: 733 |STR_TIME: 1.34859299659729
> STR_ID: 4d6t |STR_LEN: 3889 |STR_TIME: 7.1705920696258545
> STR_ID: 4d6u |STR_LEN: 3893 |STR_TIME: 7.239513874053955
> STR_ID: 4d6v |STR_LEN: 398 |STR_TIME: 0.6121797561645508
> STR_ID: 4d6w |STR_LEN: 1239 |STR_TIME: 3.9032108783721924
> STR_ID: 4d6x |STR_LEN: 564 |STR_TIME: 1.5793378353118896
> STR_ID: 4d6y |STR_LEN: 352 |STR_TIME: 0.8452882766723633
> STR_ID: 4d6z |STR_LEN: 657 |STR_TIME: 1.7992560863494873
> STR_ID: 5d60 |STR_LEN: 315 |STR_TIME: 0.4954259395599365
> STR_ID: 5d61 |STR_LEN: 576 |STR_TIME: 0.7480640411376953
> STR_ID: 5d62 |STR_LEN: 544 |STR_TIME: 0.7271261215209961
> STR_ID: 5d63 |STR_LEN: 594 |STR_TIME: 0.7535669803619385
> STR_ID: 5d65 |STR_LEN: 354 |STR_TIME: 1.2117481231689453
> STR_ID: 5d66 |STR_LEN: 1130 |STR_TIME: 1.7531111240386963
> STR_ID: 5d67 |STR_LEN: 694 |STR_TIME: 1.410036325454712
> STR_ID: 5d68 |STR_LEN: 1367 |STR_TIME: 4.333300828933716
> STR_ID: 5d69 |STR_LEN: 472 |STR_TIME: 1.37058424949646
> STR_ID: 5d6a |STR_LEN: 634 |STR_TIME: 1.8494718074798584
> STR_ID: 5d6b |STR_LEN: 712 |STR_TIME: 0.8794779777526855
> STR_ID: 5d6c |STR_LEN: 1578 |STR_TIME: 1.8130519390106201
> STR_ID: 5d6d |STR_LEN: 594 |STR_TIME: 1.1462650299072266
> STR_ID: 5d6e |STR_LEN: 791 |STR_TIME: 1.5158588886260986
> STR_ID: 5d6f |STR_LEN: 879 |STR_TIME: 0.8909001350402832
> STR_ID: 5d6g |STR_LEN: 286 |STR_TIME: 1.364008903503418
> STR_ID: 5d6h |STR_LEN: 479 |STR_TIME: 1.1779170036315918
> STR_ID: 5d6i |STR_LEN: 335 |STR_TIME: 0.6297488212585449
> STR_ID: 5d6j |STR_LEN: 1188 |STR_TIME: 1.4027888774871826
> STR_ID: 5d6k |STR_LEN: 478 |STR_TIME: 0.8836791515350342
> STR_ID: 5d6l |STR_LEN: 458 |STR_TIME: 0.950037956237793
> STR_ID: 5d6m |STR_LEN: 683 |STR_TIME: 0.6975650787353516
> STR_ID: 5d6n |STR_LEN: 770 |STR_TIME: 0.9960899353027344
> STR_ID: 5d6o |STR_LEN: 3915 |STR_TIME: 5.25582218170166
> STR_ID: 5d6p |STR_LEN: 509 |STR_TIME: 0.803300142288208
> STR_ID: 5d6q |STR_LEN: 746 |STR_TIME: 0.9461009502410889
> STR_ID: 5d6r |STR_LEN: 1377 |STR_TIME: 3.4725358486175537
> STR_ID: 5d6s |STR_LEN: 1936 |STR_TIME: 3.487961769104004
> STR_ID: 5d6t |STR_LEN: 459 |STR_TIME: 0.9220900535583496
> STR_ID: 5d6u |STR_LEN: 219 |STR_TIME: 0.4873509407043457
> STR_ID: 5d6v |STR_LEN: 123 |STR_TIME: 0.3688089847564697
> STR_ID: 5d6w |STR_LEN: 979 |STR_TIME: 1.7943170070648193
> STR_ID: 5d6x |STR_LEN: 476 |STR_TIME: 0.926246166229248
> STR_ID: 5d6y |STR_LEN: 887 |STR_TIME: 2.3100430965423584
>> FINISH_DIR: ./data/d/d6/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'> |STR_COUNT: 1131 |DIR_TIME: 283.480180978775 

>> START_DIR: ./data/d/d7/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1d70 |STR_LEN: 16 |STR_TIME: 0.32543468475341797
> STR_ID: 1d75 |STR_LEN: 91 |STR_TIME: 0.1797189712524414
> STR_ID: 1d76 |STR_LEN: 96 |STR_TIME: 0.12198615074157715
> STR_ID: 1d77 |STR_LEN: 68 |STR_TIME: 0.1700451374053955
> STR_ID: 1d78 |STR_LEN: 45 |STR_TIME: 0.08983802795410156
> STR_ID: 1d79 |STR_LEN: 43 |STR_TIME: 0.09415197372436523
> STR_ID: 1d7a |STR_LEN: 1412 |STR_TIME: 2.1918232440948486
> STR_ID: 1d7b |STR_LEN: 713 |STR_TIME: 0.8337032794952393
> STR_ID: 1d7c |STR_LEN: 734 |STR_TIME: 0.8221149444580078
> STR_ID: 1d7d |STR_LEN: 656 |STR_TIME: 0.7737627029418945
> STR_ID: 1d7e |STR_LEN: 272 |STR_TIME: 0.5230929851531982
> STR_ID: 1d7f |STR_LEN: 2187 |STR_TIME: 2.616672992706299
> STR_ID: 1d7h |STR_LEN: 370 |STR_TIME: 0.4472188949584961
> STR_ID: 1d7i |STR_LEN: 334 |STR_TIME: 0.4370098114013672
> STR_ID: 1d7j |STR_LEN: 349 |STR_TIME: 0.4519162178039551
> STR_ID: 1d7k |STR_LEN: 1220 |STR_TIME: 1.592858076095581
> STR_ID: 1d7l |STR_LEN: 748 |STR_TIME: 0.8903098106384277
> STR_ID: 1d7m |STR_LEN: 295 |STR_TIME: 0.40375494956970215
> STR_ID: 1d7n |STR_LEN: 15 |STR_TIME: 0.48355698585510254
> STR_ID: 1d7o |STR_LEN: 387 |STR_TIME: 0.5557069778442383
> STR_ID: 1d7p |STR_LEN: 410 |STR_TIME: 0.398256778717041
> STR_ID: 1d7q |STR_LEN: 157 |STR_TIME: 10.076685190200806
> STR_ID: 1d7r |STR_LEN: 564 |STR_TIME: 0.8342139720916748
> STR_ID: 1d7s |STR_LEN: 577 |STR_TIME: 0.8091320991516113
> STR_ID: 1d7t |STR_LEN: 8 |STR_TIME: 0.4932248592376709
> STR_ID: 1d7u |STR_LEN: 582 |STR_TIME: 0.8360369205474854
> STR_ID: 1d7v |STR_LEN: 470 |STR_TIME: 0.7889008522033691
> STR_ID: 1d7w |STR_LEN: 1993 |STR_TIME: 2.4963788986206055
> STR_ID: 1d7x |STR_LEN: 523 |STR_TIME: 0.7264058589935303
> STR_ID: 1d7y |STR_LEN: 522 |STR_TIME: 0.7270247936248779
> STR_ID: 1d7z |STR_LEN: 46 |STR_TIME: 0.10058307647705078
> STR_ID: 2d73 |STR_LEN: 2858 |STR_TIME: 3.012953042984009
> STR_ID: 2d74 |STR_LEN: 722 |STR_TIME: 1.0246679782867432
> STR_ID: 2d7c |STR_LEN: 833 |STR_TIME: 0.923595666885376
> STR_ID: 2d7d |STR_LEN: 867 |STR_TIME: 1.2893681526184082
> STR_ID: 2d7e |STR_LEN: 473 |STR_TIME: 0.7550010681152344
> STR_ID: 2d7f |STR_LEN: 1148 |STR_TIME: 1.726423740386963
> STR_ID: 2d7g |STR_LEN: 417 |STR_TIME: 0.751593828201294
> STR_ID: 2d7h |STR_LEN: 407 |STR_TIME: 0.732994794845581
> STR_ID: 2d7i |STR_LEN: 780 |STR_TIME: 1.1104140281677246
> STR_ID: 2d7j |STR_LEN: 241 |STR_TIME: 0.38744497299194336
> STR_ID: 2d7l |STR_LEN: 81 |STR_TIME: 4.912812948226929
> STR_ID: 2d7m |STR_LEN: 115 |STR_TIME: 6.599482774734497
> STR_ID: 2d7n |STR_LEN: 93 |STR_TIME: 5.607748031616211
> STR_ID: 2d7o |STR_LEN: 111 |STR_TIME: 6.335681200027466
> STR_ID: 2d7p |STR_LEN: 112 |STR_TIME: 6.626524209976196
> STR_ID: 2d7q |STR_LEN: 111 |STR_TIME: 6.213295221328735
> STR_ID: 2d7r |STR_LEN: 618 |STR_TIME: 1.05171799659729
> STR_ID: 2d7s |STR_LEN: 489 |STR_TIME: 0.8617491722106934
> STR_ID: 2d7t |STR_LEN: 393 |STR_TIME: 0.4869570732116699
> STR_ID: 2d7u |STR_LEN: 427 |STR_TIME: 0.604360818862915
> STR_ID: 2d7v |STR_LEN: 397 |STR_TIME: 0.718635082244873
> STR_ID: 2d7y |STR_LEN: 485 |STR_TIME: 0.751960039138794
> STR_ID: 2d7z |STR_LEN: 483 |STR_TIME: 0.747175931930542
> STR_ID: 3d70 |STR_LEN: 357 |STR_TIME: 0.7476050853729248
> STR_ID: 3d71 |STR_LEN: 366 |STR_TIME: 0.7193119525909424
> STR_ID: 3d72 |STR_LEN: 762 |STR_TIME: 0.690028190612793
> STR_ID: 3d73 |STR_LEN: 395 |STR_TIME: 0.47945499420166016
> STR_ID: 3d74 |STR_LEN: 363 |STR_TIME: 0.46959590911865234
> STR_ID: 3d75 |STR_LEN: 174 |STR_TIME: 0.2612180709838867
> STR_ID: 3d76 |STR_LEN: 254 |STR_TIME: 0.2930166721343994
> STR_ID: 3d77 |STR_LEN: 239 |STR_TIME: 0.5615830421447754
> STR_ID: 3d78 |STR_LEN: 489 |STR_TIME: 0.9383370876312256
> STR_ID: 3d79 |STR_LEN: 349 |STR_TIME: 0.4058969020843506
> STR_ID: 3d7a |STR_LEN: 447 |STR_TIME: 0.5536000728607178
> STR_ID: 3d7b |STR_LEN: 597 |STR_TIME: 0.574146032333374
> STR_ID: 3d7c |STR_LEN: 376 |STR_TIME: 0.4620020389556885
> STR_ID: 3d7d |STR_LEN: 1339 |STR_TIME: 1.523453950881958
> STR_ID: 3d7e |STR_LEN: 1299 |STR_TIME: 1.8274281024932861
> STR_ID: 3d7f |STR_LEN: 1367 |STR_TIME: 1.5712497234344482
> STR_ID: 3d7g |STR_LEN: 1327 |STR_TIME: 1.5229918956756592
> STR_ID: 3d7h |STR_LEN: 1305 |STR_TIME: 1.6005232334136963
> STR_ID: 3d7i |STR_LEN: 399 |STR_TIME: 0.5906448364257812
> STR_ID: 3d7j |STR_LEN: 1488 |STR_TIME: 1.6204311847686768
> STR_ID: 3d7k |STR_LEN: 1287 |STR_TIME: 1.936716079711914
> STR_ID: 3d7l |STR_LEN: 2928 |STR_TIME: 3.397031784057617
> STR_ID: 3d7m |STR_LEN: 314 |STR_TIME: 0.6136748790740967
> STR_ID: 3d7n |STR_LEN: 184 |STR_TIME: 0.3251171112060547
> STR_ID: 3d7o |STR_LEN: 444 |STR_TIME: 0.5844931602478027
> STR_ID: 3d7p |STR_LEN: 387 |STR_TIME: 0.4523000717163086
> STR_ID: 3d7q |STR_LEN: 276 |STR_TIME: 0.4786820411682129
> STR_ID: 3d7r |STR_LEN: 901 |STR_TIME: 1.2861168384552002
> STR_ID: 3d7s |STR_LEN: 1065 |STR_TIME: 1.6946399211883545
> STR_ID: 3d7t |STR_LEN: 516 |STR_TIME: 0.9501540660858154
> STR_ID: 3d7u |STR_LEN: 1020 |STR_TIME: 1.7979178428649902
> STR_ID: 3d7v |STR_LEN: 291 |STR_TIME: 0.42004895210266113
> STR_ID: 3d7w |STR_LEN: 807 |STR_TIME: 1.032594919204712
> STR_ID: 3d7z |STR_LEN: 717 |STR_TIME: 0.7574291229248047
> STR_ID: 4d70 |STR_LEN: 415 |STR_TIME: 1.1021487712860107
> STR_ID: 4d71 |STR_LEN: 1375 |STR_TIME: 1.321303129196167
> STR_ID: 4d72 |STR_LEN: 1157 |STR_TIME: 1.306838035583496
> STR_ID: 4d73 |STR_LEN: 576 |STR_TIME: 1.2596659660339355
> STR_ID: 4d74 |STR_LEN: 254 |STR_TIME: 0.3356161117553711
> STR_ID: 4d75 |STR_LEN: 479 |STR_TIME: 1.610473871231079
> STR_ID: 4d76 |STR_LEN: 331 |STR_TIME: 0.5225157737731934
> STR_ID: 4d77 |STR_LEN: 419 |STR_TIME: 1.348775863647461
> STR_ID: 4d78 |STR_LEN: 470 |STR_TIME: 1.5685639381408691
> STR_ID: 4d79 |STR_LEN: 1514 |STR_TIME: 3.3779518604278564
> STR_ID: 4d7a |STR_LEN: 1597 |STR_TIME: 3.2322897911071777
> STR_ID: 4d7b |STR_LEN: 455 |STR_TIME: 0.9476518630981445
> STR_ID: 4d7c |STR_LEN: 1054 |STR_TIME: 2.7524008750915527
> STR_ID: 4d7d |STR_LEN: 471 |STR_TIME: 1.6335530281066895
> STR_ID: 4d7e |STR_LEN: 1707 |STR_TIME: 4.83129620552063
> STR_ID: 4d7f |STR_LEN: 372 |STR_TIME: 0.5380208492279053
> STR_ID: 4d7g |STR_LEN: 283 |STR_TIME: 0.5178549289703369
> STR_ID: 4d7h |STR_LEN: 573 |STR_TIME: 1.3959167003631592
> STR_ID: 4d7i |STR_LEN: 588 |STR_TIME: 1.4066431522369385
> STR_ID: 4d7j |STR_LEN: 769 |STR_TIME: 1.388443946838379
> STR_ID: 4d7k |STR_LEN: 2282 |STR_TIME: 6.268702983856201
> STR_ID: 4d7l |STR_LEN: 1315 |STR_TIME: 2.349483013153076
> STR_ID: 4d7m |STR_LEN: 394 |STR_TIME: 0.8128871917724609
> STR_ID: 4d7n |STR_LEN: 360 |STR_TIME: 0.7509841918945312
> STR_ID: 4d7o |STR_LEN: 1258 |STR_TIME: 2.8699610233306885
> STR_ID: 4d7p |STR_LEN: 133 |STR_TIME: 0.3604252338409424
> STR_ID: 4d7q |STR_LEN: 623 |STR_TIME: 1.300034999847412
> STR_ID: 4d7r |STR_LEN: 773 |STR_TIME: 1.4054501056671143
> STR_ID: 4d7s |STR_LEN: 401 |STR_TIME: 1.3399379253387451
> STR_ID: 4d7t |STR_LEN: 373 |STR_TIME: 1.280919075012207
> STR_ID: 4d7u |STR_LEN: 1019 |STR_TIME: 0.9570870399475098
> STR_ID: 4d7v |STR_LEN: 890 |STR_TIME: 0.8950750827789307
> STR_ID: 4d7w |STR_LEN: 284 |STR_TIME: 0.6748039722442627
> STR_ID: 4d7x |STR_LEN: 86 |STR_TIME: 2.804784059524536
> STR_ID: 4d7y |STR_LEN: 223 |STR_TIME: 0.5168530941009521
> STR_ID: 4d7z |STR_LEN: 248 |STR_TIME: 0.30183911323547363
> STR_ID: 5d70 |STR_LEN: 855 |STR_TIME: 1.802886962890625
> STR_ID: 5d71 |STR_LEN: 724 |STR_TIME: 1.7827281951904297
> STR_ID: 5d72 |STR_LEN: 1099 |STR_TIME: 3.4208030700683594
> STR_ID: 5d73 |STR_LEN: 721 |STR_TIME: 0.9203150272369385
> STR_ID: 5d74 |STR_LEN: 972 |STR_TIME: 0.9959008693695068
> STR_ID: 5d75 |STR_LEN: 229 |STR_TIME: 0.321793794631958
> STR_ID: 5d76 |STR_LEN: 492 |STR_TIME: 0.8625190258026123
> STR_ID: 5d77 |STR_LEN: 137 |STR_TIME: 0.488598108291626
> STR_ID: 5d78 |STR_LEN: 183 |STR_TIME: 0.4768500328063965
> STR_ID: 5d79 |STR_LEN: 1470 |STR_TIME: 3.48866605758667
> STR_ID: 5d7a |STR_LEN: 874 |STR_TIME: 1.5860629081726074
> STR_ID: 5d7b |STR_LEN: 730 |STR_TIME: 2.3013739585876465
> STR_ID: 5d7c |STR_LEN: 734 |STR_TIME: 1.6678128242492676
> STR_ID: 5d7d |STR_LEN: 687 |STR_TIME: 1.6205878257751465
> STR_ID: 5d7e |STR_LEN: 219 |STR_TIME: 0.5882058143615723
> STR_ID: 5d7f |STR_LEN: 416 |STR_TIME: 0.9284558296203613
> STR_ID: 5d7g |STR_LEN: 1202 |STR_TIME: 2.1671030521392822
> STR_ID: 5d7h |STR_LEN: 913 |STR_TIME: 1.2790229320526123
> STR_ID: 5d7i |STR_LEN: 2916 |STR_TIME: 5.729956150054932
> STR_ID: 5d7j |STR_LEN: 2868 |STR_TIME: 5.649595260620117
> STR_ID: 5d7k |STR_LEN: 953 |STR_TIME: 1.6414530277252197
> STR_ID: 5d7l |STR_LEN: 1552 |STR_TIME: 5.27986216545105
> STR_ID: 5d7n |STR_LEN: 2902 |STR_TIME: 5.766739130020142
> STR_ID: 5d7o |STR_LEN: 818 |STR_TIME: 2.1355340480804443
> STR_ID: 5d7p |STR_LEN: 899 |STR_TIME: 2.1620118618011475
> STR_ID: 5d7q |STR_LEN: 746 |STR_TIME: 2.1708343029022217
> STR_ID: 5d7r |STR_LEN: 702 |STR_TIME: 1.6028387546539307
> STR_ID: 5d7s |STR_LEN: 624 |STR_TIME: 1.4312331676483154
> STR_ID: 5d7u |STR_LEN: 186 |STR_TIME: 0.4575498104095459
> STR_ID: 5d7v |STR_LEN: 1446 |STR_TIME: 2.08327579498291
> STR_ID: 5d7w |STR_LEN: 1175 |STR_TIME: 1.151212215423584
> STR_ID: 5d7x |STR_LEN: 350 |STR_TIME: 0.6151950359344482
> STR_ID: 5d7y |STR_LEN: 572 |STR_TIME: 1.0970120429992676
> STR_ID: 5d7z |STR_LEN: 436 |STR_TIME: 0.6215779781341553
>> FINISH_DIR: ./data/d/d7/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'> |STR_COUNT: 1289 |DIR_TIME: 243.38037991523743 

>> START_DIR: ./data/d/d8/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1d80 |STR_LEN: 96 |STR_TIME: 0.1706550121307373
> STR_ID: 1d81 |STR_LEN: 95 |STR_TIME: 0.18043112754821777
> STR_ID: 1d82 |STR_LEN: 11 |STR_TIME: 0.08615994453430176
> STR_ID: 1d83 |STR_LEN: 29 |STR_TIME: 0.24099302291870117
> STR_ID: 1d85 |STR_LEN: 114 |STR_TIME: 0.20133399963378906
> STR_ID: 1d86 |STR_LEN: 99 |STR_TIME: 0.18575692176818848
