>> START_DIR: ./data/p/p0/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1p00 |STR_LEN: 44 |STR_TIME: 1.348179817199707
> STR_ID: 1p9n |STR_LEN: 381 |STR_TIME: 0.6124699115753174
> STR_ID: 1p9o |STR_LEN: 769 |STR_TIME: 1.0784740447998047
> STR_ID: 1p9p |STR_LEN: 279 |STR_TIME: 0.45693278312683105
> STR_ID: 1p9q |STR_LEN: 375 |STR_TIME: 0.4581880569458008
> STR_ID: 1p9r |STR_LEN: 491 |STR_TIME: 0.7169678211212158
> STR_ID: 1p9s |STR_LEN: 633 |STR_TIME: 1.0622920989990234
> STR_ID: 1p9u |STR_LEN: 2765 |STR_TIME: 3.332284927368164
> STR_ID: 1p9w |STR_LEN: 411 |STR_TIME: 0.7422997951507568
> STR_ID: 1p9x |STR_LEN: 2739 |STR_TIME: 13.209554195404053
> STR_ID: 1p9y |STR_LEN: 446 |STR_TIME: 0.5125360488891602
> STR_ID: 1p9z |STR_LEN: 41 |STR_TIME: 2.2865262031555176
> STR_ID: 2p90 |STR_LEN: 1132 |STR_TIME: 1.461679220199585
> STR_ID: 2p91 |STR_LEN: 1611 |STR_TIME: 1.7824702262878418
> STR_ID: 2p93 |STR_LEN: 468 |STR_TIME: 0.5753340721130371
> STR_ID: 2p94 |STR_LEN: 422 |STR_TIME: 0.5667810440063477
> STR_ID: 2p95 |STR_LEN: 375 |STR_TIME: 0.5407931804656982
> STR_ID: 2p97 |STR_LEN: 922 |STR_TIME: 0.9811639785766602
> STR_ID: 2p98 |STR_LEN: 423 |STR_TIME: 0.5329158306121826
> STR_ID: 2p99 |STR_LEN: 416 |STR_TIME: 0.5260610580444336
> STR_ID: 2p9a |STR_LEN: 445 |STR_TIME: 0.5437319278717041
> STR_ID: 2p9b |STR_LEN: 696 |STR_TIME: 0.7610642910003662
> STR_ID: 2p9c |STR_LEN: 868 |STR_TIME: 1.3683841228485107
> STR_ID: 2p9d |STR_LEN: 1011 |STR_TIME: 1.1041970252990723
> STR_ID: 2p9e |STR_LEN: 1720 |STR_TIME: 2.7234859466552734
> STR_ID: 2p9f |STR_LEN: 743 |STR_TIME: 0.7259242534637451
> STR_ID: 2p9g |STR_LEN: 861 |STR_TIME: 1.436398983001709
> STR_ID: 2p9h |STR_LEN: 1278 |STR_TIME: 1.107969045639038
> STR_ID: 2p9i |STR_LEN: 2103 |STR_TIME: 3.21812105178833
> STR_ID: 2p9j |STR_LEN: 1470 |STR_TIME: 2.184951066970825
> STR_ID: 2p9k |STR_LEN: 2163 |STR_TIME: 3.209686040878296
> STR_ID: 2p9l |STR_LEN: 1817 |STR_TIME: 3.0064618587493896
> STR_ID: 2p9m |STR_LEN: 536 |STR_TIME: 0.9511780738830566
> STR_ID: 2p9n |STR_LEN: 1701 |STR_TIME: 3.025461196899414
> STR_ID: 2p9p |STR_LEN: 1656 |STR_TIME: 2.9195430278778076
> STR_ID: 2p9q |STR_LEN: 885 |STR_TIME: 1.3528757095336914
> STR_ID: 2p9r |STR_LEN: 264 |STR_TIME: 0.448483943939209
> STR_ID: 2p9s |STR_LEN: 1926 |STR_TIME: 3.0555131435394287
> STR_ID: 2p9t |STR_LEN: 703 |STR_TIME: 0.7846112251281738
> STR_ID: 2p9u |STR_LEN: 1954 |STR_TIME: 3.1397581100463867
> STR_ID: 2p9v |STR_LEN: 1614 |STR_TIME: 1.5365898609161377
> STR_ID: 2p9w |STR_LEN: 738 |STR_TIME: 1.3681378364562988
> STR_ID: 2p9x |STR_LEN: 795 |STR_TIME: 0.7902212142944336
> STR_ID: 2p9y |STR_LEN: 654 |STR_TIME: 0.7477819919586182
> STR_ID: 2p9z |STR_LEN: 716 |STR_TIME: 0.7434628009796143
> STR_ID: 3p90 |STR_LEN: 355 |STR_TIME: 0.8116738796234131
> STR_ID: 3p91 |STR_LEN: 330 |STR_TIME: 0.4790358543395996
> STR_ID: 3p92 |STR_LEN: 582 |STR_TIME: 1.430988073348999
> STR_ID: 3p93 |STR_LEN: 4964 |STR_TIME: 5.844515085220337
> STR_ID: 3p94 |STR_LEN: 1525 |STR_TIME: 2.812518835067749
> STR_ID: 3p95 |STR_LEN: 563 |STR_TIME: 1.4627430438995361
> STR_ID: 3p96 |STR_LEN: 511 |STR_TIME: 1.2187049388885498
> STR_ID: 3p97 |STR_LEN: 1203 |STR_TIME: 1.1053979396820068
> STR_ID: 3p98 |STR_LEN: 775 |STR_TIME: 1.702967882156372
> STR_ID: 3p99 |STR_LEN: 1846 |STR_TIME: 5.767560005187988
> STR_ID: 3p9a |STR_LEN: 2599 |STR_TIME: 4.177689075469971
> STR_ID: 3p9c |STR_LEN: 671 |STR_TIME: 0.7522881031036377
> STR_ID: 3p9f |STR_LEN: 634 |STR_TIME: 0.6396830081939697
> STR_ID: 3p9g |STR_LEN: 277 |STR_TIME: 0.34903764724731445
> STR_ID: 3p9h |STR_LEN: 275 |STR_TIME: 0.33965420722961426
> STR_ID: 3p9i |STR_LEN: 2207 |STR_TIME: 2.6125741004943848
> STR_ID: 3p9j |STR_LEN: 269 |STR_TIME: 0.57523512840271
> STR_ID: 3p9k |STR_LEN: 1743 |STR_TIME: 2.4779958724975586
> STR_ID: 3p9l |STR_LEN: 1701 |STR_TIME: 1.675856113433838
> STR_ID: 3p9m |STR_LEN: 1666 |STR_TIME: 1.6364099979400635
> STR_ID: 3p9n |STR_LEN: 365 |STR_TIME: 0.6566681861877441
> STR_ID: 3p9o |STR_LEN: 685 |STR_TIME: 0.6899278163909912
> STR_ID: 3p9p |STR_LEN: 6189 |STR_TIME: 10.733004093170166
> STR_ID: 3p9q |STR_LEN: 6412 |STR_TIME: 10.761725902557373
> STR_ID: 3p9r |STR_LEN: 6104 |STR_TIME: 10.926000833511353
> STR_ID: 3p9s |STR_LEN: 6095 |STR_TIME: 10.772791147232056
> STR_ID: 3p9t |STR_LEN: 651 |STR_TIME: 1.4388701915740967
> STR_ID: 3p9u |STR_LEN: 1564 |STR_TIME: 2.7552411556243896
> STR_ID: 3p9v |STR_LEN: 680 |STR_TIME: 1.169478178024292
> STR_ID: 3p9w |STR_LEN: 1314 |STR_TIME: 1.6125600337982178
> STR_ID: 3p9x |STR_LEN: 723 |STR_TIME: 0.8110578060150146
> STR_ID: 3p9y |STR_LEN: 1471 |STR_TIME: 2.929309129714966
> STR_ID: 3p9z |STR_LEN: 320 |STR_TIME: 0.44257402420043945
> STR_ID: 4p90 |STR_LEN: 579 |STR_TIME: 1.748790979385376
> STR_ID: 4p91 |STR_LEN: 589 |STR_TIME: 0.6518340110778809
> STR_ID: 4p92 |STR_LEN: 482 |STR_TIME: 0.5053339004516602
> STR_ID: 4p93 |STR_LEN: 650 |STR_TIME: 0.8291399478912354
> STR_ID: 4p94 |STR_LEN: 481 |STR_TIME: 0.5944349765777588
> STR_ID: 4p95 |STR_LEN: 299 |STR_TIME: 0.9817581176757812
> STR_ID: 4p96 |STR_LEN: 943 |STR_TIME: 1.0777568817138672
> STR_ID: 4p97 |STR_LEN: 167 |STR_TIME: 0.34854698181152344
> STR_ID: 4p98 |STR_LEN: 602 |STR_TIME: 1.1107380390167236
> STR_ID: 4p99 |STR_LEN: 3616 |STR_TIME: 5.440737009048462
> STR_ID: 4p9a |STR_LEN: 476 |STR_TIME: 1.263005256652832
> STR_ID: 4p9c |STR_LEN: 1991 |STR_TIME: 2.997205972671509
> STR_ID: 4p9d |STR_LEN: 875 |STR_TIME: 1.5599696636199951
> STR_ID: 4p9e |STR_LEN: 143 |STR_TIME: 0.27022790908813477
> STR_ID: 4p9f |STR_LEN: 573 |STR_TIME: 1.3449499607086182
> STR_ID: 4p9g |STR_LEN: 271 |STR_TIME: 0.374788761138916
> STR_ID: 4p9h |STR_LEN: 965 |STR_TIME: 1.7026968002319336
> STR_ID: 4p9i |STR_LEN: 390 |STR_TIME: 0.8601980209350586
> STR_ID: 4p9j |STR_LEN: 931 |STR_TIME: 1.9467902183532715
> STR_ID: 4p9k |STR_LEN: 772 |STR_TIME: 1.6049509048461914
> STR_ID: 4p9l |STR_LEN: 363 |STR_TIME: 0.8826048374176025
> STR_ID: 4p9m |STR_LEN: 616 |STR_TIME: 0.8023591041564941
> STR_ID: 4p9n |STR_LEN: 545 |STR_TIME: 0.6182007789611816
> STR_ID: 4p9o |STR_LEN: 627 |STR_TIME: 1.3845040798187256
> STR_ID: 4p9p |STR_LEN: 651 |STR_TIME: 1.3361179828643799
> STR_ID: 4p9r |STR_LEN: 240 |STR_TIME: 0.9919850826263428
> STR_ID: 4p9s |STR_LEN: 1738 |STR_TIME: 2.8763561248779297
> STR_ID: 4p9t |STR_LEN: 996 |STR_TIME: 1.6252739429473877
> STR_ID: 4p9u |STR_LEN: 1212 |STR_TIME: 2.4844789505004883
> STR_ID: 4p9v |STR_LEN: 162 |STR_TIME: 0.27243995666503906
> STR_ID: 4p9w |STR_LEN: 1160 |STR_TIME: 3.0098769664764404
> STR_ID: 4p9x |STR_LEN: 1074 |STR_TIME: 3.1329169273376465
> STR_ID: 4p9y |STR_LEN: 568 |STR_TIME: 1.5512261390686035
> STR_ID: 4p9z |STR_LEN: 184 |STR_TIME: 0.3108663558959961
> STR_ID: 5p9f |STR_LEN: 558 |STR_TIME: 0.9363389015197754
> STR_ID: 5p9g |STR_LEN: 426 |STR_TIME: 0.8338918685913086
> STR_ID: 5p9h |STR_LEN: 289 |STR_TIME: 0.755997896194458
> STR_ID: 5p9i |STR_LEN: 456 |STR_TIME: 0.8507933616638184
> STR_ID: 5p9j |STR_LEN: 439 |STR_TIME: 0.8543839454650879
> STR_ID: 5p9k |STR_LEN: 653 |STR_TIME: 0.9868419170379639
> STR_ID: 5p9l |STR_LEN: 457 |STR_TIME: 0.8211917877197266
> STR_ID: 5p9m |STR_LEN: 458 |STR_TIME: 0.8609611988067627
>> FINISH_DIR: ./data/p/p9/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'> |STR_COUNT: 1665 |DIR_TIME: 266.56481099128723 

>> START_DIR: ./data/p/pa/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1pa0 |STR_LEN: 639 |STR_TIME: 0.5366599559783936
> STR_ID: 1pa1 |STR_LEN: 635 |STR_TIME: 0.7154970169067383
> STR_ID: 1pa2 |STR_LEN: 781 |STR_TIME: 1.194810152053833
> STR_ID: 1pa3 |STR_LEN: 424 |STR_TIME: 0.7402439117431641
> STR_ID: 1pa4 |STR_LEN: 96 |STR_TIME: 5.055997848510742
> STR_ID: 1pa6 |STR_LEN: 1220 |STR_TIME: 1.5663020610809326
> STR_ID: 1pa7 |STR_LEN: 268 |STR_TIME: 0.3191819190979004
> STR_ID: 1pa9 |STR_LEN: 497 |STR_TIME: 0.5610761642456055
> STR_ID: 1paa |STR_LEN: 31 |STR_TIME: 0.9179568290710449
> STR_ID: 1pad |STR_LEN: 250 |STR_TIME: 0.42714500427246094
> STR_ID: 1pae |STR_LEN: 165 |STR_TIME: 0.28737807273864746
> STR_ID: 1paf |STR_LEN: 611 |STR_TIME: 0.9181628227233887
> STR_ID: 1pag |STR_LEN: 604 |STR_TIME: 0.9396569728851318
> STR_ID: 1pah |STR_LEN: 367 |STR_TIME: 0.593421220779419
> STR_ID: 1paj |STR_LEN: 19 |STR_TIME: 0.726402997970581
> STR_ID: 1pak |STR_LEN: 19 |STR_TIME: 0.0855259895324707
> STR_ID: 1pal |STR_LEN: 175 |STR_TIME: 0.23739194869995117
> STR_ID: 1pam |STR_LEN: 2181 |STR_TIME: 2.464334011077881
> STR_ID: 1pan |STR_LEN: 18 |STR_TIME: 0.07896113395690918
> STR_ID: 1pao |STR_LEN: 18 |STR_TIME: 1.5819649696350098
> STR_ID: 1paq |STR_LEN: 251 |STR_TIME: 0.4016721248626709
> STR_ID: 1par |STR_LEN: 297 |STR_TIME: 0.6208498477935791
> STR_ID: 1pau |STR_LEN: 270 |STR_TIME: 0.4734029769897461
> STR_ID: 1pav |STR_LEN: 78 |STR_TIME: 2.483875036239624
> STR_ID: 1pax |STR_LEN: 434 |STR_TIME: 0.6445739269256592
> STR_ID: 1paz |STR_LEN: 214 |STR_TIME: 0.26952219009399414
> STR_ID: 2pa0 |STR_LEN: 561 |STR_TIME: 0.6796679496765137
> STR_ID: 2pa1 |STR_LEN: 178 |STR_TIME: 0.21512818336486816
> STR_ID: 2pa2 |STR_LEN: 253 |STR_TIME: 0.482590913772583
> STR_ID: 2pa3 |STR_LEN: 426 |STR_TIME: 0.7266669273376465
> STR_ID: 2pa4 |STR_LEN: 1742 |STR_TIME: 2.177811861038208
> STR_ID: 2pa5 |STR_LEN: 1002 |STR_TIME: 1.1540319919586182
> STR_ID: 2pa6 |STR_LEN: 1703 |STR_TIME: 1.6694719791412354
> STR_ID: 2pa7 |STR_LEN: 671 |STR_TIME: 0.6394867897033691
> STR_ID: 2pa8 |STR_LEN: 646 |STR_TIME: 0.728773832321167
> STR_ID: 2paa |STR_LEN: 841 |STR_TIME: 1.3383872509002686
> STR_ID: 2pab |STR_LEN: 228 |STR_TIME: 0.4410269260406494
> STR_ID: 2pac |STR_LEN: 83 |STR_TIME: 1.8477540016174316
> STR_ID: 2pad |STR_LEN: 243 |STR_TIME: 0.4070882797241211
> STR_ID: 2pae |STR_LEN: 429 |STR_TIME: 0.5580770969390869
> STR_ID: 2paf |STR_LEN: 540 |STR_TIME: 0.9225950241088867
> STR_ID: 2pag |STR_LEN: 267 |STR_TIME: 0.3106551170349121
> STR_ID: 2pah |STR_LEN: 653 |STR_TIME: 1.1637818813323975
> STR_ID: 2paj |STR_LEN: 507 |STR_TIME: 0.7643599510192871
> STR_ID: 2pak |STR_LEN: 392 |STR_TIME: 0.5639450550079346
> STR_ID: 2pal |STR_LEN: 173 |STR_TIME: 0.2386789321899414
> STR_ID: 2pam |STR_LEN: 377 |STR_TIME: 0.5921478271484375
> STR_ID: 2pan |STR_LEN: 3944 |STR_TIME: 11.204493045806885
> STR_ID: 2paq |STR_LEN: 477 |STR_TIME: 0.7270960807800293
> STR_ID: 2par |STR_LEN: 400 |STR_TIME: 0.6774418354034424
> STR_ID: 2pas |STR_LEN: 112 |STR_TIME: 1.955981969833374
> STR_ID: 2pau |STR_LEN: 411 |STR_TIME: 0.6988949775695801
> STR_ID: 2pav |STR_LEN: 1058 |STR_TIME: 1.17057204246521
> STR_ID: 2paw |STR_LEN: 443 |STR_TIME: 0.643578052520752
> STR_ID: 2pax |STR_LEN: 425 |STR_TIME: 0.6448910236358643
> STR_ID: 3pa0 |STR_LEN: 238 |STR_TIME: 0.2736523151397705
> STR_ID: 3pa1 |STR_LEN: 1427 |STR_TIME: 2.2033731937408447
> STR_ID: 3pa2 |STR_LEN: 1417 |STR_TIME: 2.186461925506592
> STR_ID: 3pa3 |STR_LEN: 511 |STR_TIME: 0.620642900466919
> STR_ID: 3pa4 |STR_LEN: 506 |STR_TIME: 0.5798718929290771
> STR_ID: 3pa5 |STR_LEN: 454 |STR_TIME: 0.551210880279541
> STR_ID: 3pa6 |STR_LEN: 601 |STR_TIME: 1.5372388362884521
> STR_ID: 3pa7 |STR_LEN: 401 |STR_TIME: 0.8347008228302002
> STR_ID: 3pa8 |STR_LEN: 780 |STR_TIME: 1.7223119735717773
> STR_ID: 3pa9 |STR_LEN: 833 |STR_TIME: 1.5835530757904053
> STR_ID: 3paa |STR_LEN: 835 |STR_TIME: 1.6578469276428223
> STR_ID: 3pab |STR_LEN: 1345 |STR_TIME: 1.5472970008850098
> STR_ID: 3pac |STR_LEN: 221 |STR_TIME: 0.3528881072998047
> STR_ID: 3pae |STR_LEN: 807 |STR_TIME: 0.9593052864074707
> STR_ID: 3paf |STR_LEN: 424 |STR_TIME: 0.8010947704315186
> STR_ID: 3pag |STR_LEN: 694 |STR_TIME: 0.963555097579956
> STR_ID: 3pah |STR_LEN: 418 |STR_TIME: 0.6068406105041504
> STR_ID: 3paj |STR_LEN: 1014 |STR_TIME: 2.0283539295196533
> STR_ID: 3pak |STR_LEN: 226 |STR_TIME: 0.3198871612548828
> STR_ID: 3pal |STR_LEN: 206 |STR_TIME: 0.25006890296936035
> STR_ID: 3pam |STR_LEN: 583 |STR_TIME: 1.6008639335632324
> STR_ID: 3pan |STR_LEN: 775 |STR_TIME: 1.1353340148925781
> STR_ID: 3pao |STR_LEN: 792 |STR_TIME: 1.178110122680664
> STR_ID: 3paq |STR_LEN: 211 |STR_TIME: 0.31623291969299316
> STR_ID: 3par |STR_LEN: 187 |STR_TIME: 0.30332398414611816
> STR_ID: 3pas |STR_LEN: 1250 |STR_TIME: 2.6853320598602295
> STR_ID: 3pat |STR_LEN: 112 |STR_TIME: 0.3173067569732666
> STR_ID: 3pau |STR_LEN: 718 |STR_TIME: 0.873978853225708
> STR_ID: 3pav |STR_LEN: 1045 |STR_TIME: 0.9742820262908936
> STR_ID: 3paw |STR_LEN: 2956 |STR_TIME: 3.8824429512023926
> STR_ID: 3pax |STR_LEN: 427 |STR_TIME: 0.6593401432037354
> STR_ID: 3pay |STR_LEN: 1473 |STR_TIME: 4.005589962005615
> STR_ID: 3paz |STR_LEN: 214 |STR_TIME: 0.2857661247253418
> STR_ID: 4pa0 |STR_LEN: 2207 |STR_TIME: 3.342238187789917
> STR_ID: 4pa1 |STR_LEN: 262 |STR_TIME: 0.3543202877044678
> STR_ID: 4pa3 |STR_LEN: 402 |STR_TIME: 1.2500128746032715
> STR_ID: 4pa4 |STR_LEN: 397 |STR_TIME: 1.3395349979400635
> STR_ID: 4pa5 |STR_LEN: 698 |STR_TIME: 1.7023770809173584
> STR_ID: 4pa6 |STR_LEN: 387 |STR_TIME: 1.2816510200500488
> STR_ID: 4pa7 |STR_LEN: 406 |STR_TIME: 1.3098208904266357
> STR_ID: 4pa8 |STR_LEN: 525 |STR_TIME: 1.3970932960510254
> STR_ID: 4pa9 |STR_LEN: 391 |STR_TIME: 1.302882194519043
> STR_ID: 4paa |STR_LEN: 1872 |STR_TIME: 2.9814319610595703
> STR_ID: 4pab |STR_LEN: 2380 |STR_TIME: 5.571333885192871
> STR_ID: 4pac |STR_LEN: 173 |STR_TIME: 0.39311814308166504
> STR_ID: 4pad |STR_LEN: 243 |STR_TIME: 0.4245281219482422
> STR_ID: 4pae |STR_LEN: 757 |STR_TIME: 1.303196907043457
> STR_ID: 4paf |STR_LEN: 649 |STR_TIME: 1.5636699199676514
> STR_ID: 4pag |STR_LEN: 1275 |STR_TIME: 2.4260408878326416
> STR_ID: 4pah |STR_LEN: 437 |STR_TIME: 0.6144251823425293
> STR_ID: 4pai |STR_LEN: 704 |STR_TIME: 1.6979827880859375
> STR_ID: 4pak |STR_LEN: 886 |STR_TIME: 1.6659877300262451
> STR_ID: 4pal |STR_LEN: 199 |STR_TIME: 0.23593783378601074
> STR_ID: 4pam |STR_LEN: 468 |STR_TIME: 0.6853330135345459
> STR_ID: 4pan |STR_LEN: 414 |STR_TIME: 0.6602790355682373
> STR_ID: 4pao |STR_LEN: 500 |STR_TIME: 0.701693058013916
> STR_ID: 4paq |STR_LEN: 487 |STR_TIME: 0.6893038749694824
> STR_ID: 4par |STR_LEN: 1319 |STR_TIME: 4.744717121124268
> STR_ID: 4pas |STR_LEN: 149 |STR_TIME: 0.3219437599182129
> STR_ID: 4pau |STR_LEN: 145 |STR_TIME: 0.46511220932006836
> STR_ID: 4pav |STR_LEN: 861 |STR_TIME: 2.480570077896118
> STR_ID: 4paw |STR_LEN: 500 |STR_TIME: 1.287928819656372
> STR_ID: 4pax |STR_LEN: 405 |STR_TIME: 0.6547861099243164
> STR_ID: 4pay |STR_LEN: 1360 |STR_TIME: 3.9876139163970947
> STR_ID: 4paz |STR_LEN: 195 |STR_TIME: 0.2722899913787842
> STR_ID: 5pad |STR_LEN: 247 |STR_TIME: 0.4201037883758545
> STR_ID: 5pah |STR_LEN: 440 |STR_TIME: 0.6081500053405762
> STR_ID: 5pal |STR_LEN: 203 |STR_TIME: 0.2456960678100586
> STR_ID: 5paz |STR_LEN: 203 |STR_TIME: 0.26363086700439453
> STR_ID: 6pad |STR_LEN: 243 |STR_TIME: 0.4878871440887451
> STR_ID: 6pah |STR_LEN: 425 |STR_TIME: 0.6028189659118652
> STR_ID: 6pax |STR_LEN: 269 |STR_TIME: 0.6191349029541016
> STR_ID: 6paz |STR_LEN: 177 |STR_TIME: 0.25726318359375
> STR_ID: 7paz |STR_LEN: 162 |STR_TIME: 0.25765514373779297
> STR_ID: 8paz |STR_LEN: 182 |STR_TIME: 0.2795231342315674
> STR_ID: 9pai |STR_LEN: 379 |STR_TIME: 0.6691210269927979
> STR_ID: 9pap |STR_LEN: 436 |STR_TIME: 0.4785919189453125
>> FINISH_DIR: ./data/p/pa/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'> |STR_COUNT: 1797 |DIR_TIME: 155.0781991481781 

>> START_DIR: ./data/p/pb/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1pb0 |STR_LEN: 1424 |STR_TIME: 1.4222252368927002
> STR_ID: 1pb1 |STR_LEN: 758 |STR_TIME: 0.8664877414703369
> STR_ID: 1pb3 |STR_LEN: 705 |STR_TIME: 0.8144638538360596
> STR_ID: 1pb5 |STR_LEN: 36 |STR_TIME: 1.472088098526001
> STR_ID: 1pb7 |STR_LEN: 613 |STR_TIME: 0.588688850402832
> STR_ID: 1pb8 |STR_LEN: 636 |STR_TIME: 0.5973207950592041
> STR_ID: 1pb9 |STR_LEN: 570 |STR_TIME: 0.5923409461975098
> STR_ID: 1pba |STR_LEN: 81 |STR_TIME: 5.188826084136963
> STR_ID: 1pbb |STR_LEN: 596 |STR_TIME: 0.7725231647491455
> STR_ID: 1pbc |STR_LEN: 601 |STR_TIME: 0.8295128345489502
> STR_ID: 1pbd |STR_LEN: 660 |STR_TIME: 0.7947719097137451
> STR_ID: 1pbe |STR_LEN: 723 |STR_TIME: 0.8099780082702637
> STR_ID: 1pbf |STR_LEN: 624 |STR_TIME: 0.7648179531097412
> STR_ID: 1pbg |STR_LEN: 1328 |STR_TIME: 1.7089757919311523
> STR_ID: 1pbh |STR_LEN: 317 |STR_TIME: 0.7031509876251221
> STR_ID: 1pbi |STR_LEN: 169 |STR_TIME: 0.25463318824768066
> STR_ID: 1pbj |STR_LEN: 418 |STR_TIME: 0.32667112350463867
> STR_ID: 1pbk |STR_LEN: 167 |STR_TIME: 0.31971192359924316
> STR_ID: 1pbl |STR_LEN: 12 |STR_TIME: 0.11407995223999023
> STR_ID: 1pbm |STR_LEN: 12 |STR_TIME: 0.10444092750549316
> STR_ID: 1pbn |STR_LEN: 332 |STR_TIME: 0.5305006504058838
> STR_ID: 1pbo |STR_LEN: 339 |STR_TIME: 0.5623979568481445
> STR_ID: 1pbp |STR_LEN: 536 |STR_TIME: 0.6253499984741211
> STR_ID: 1pbq |STR_LEN: 1053 |STR_TIME: 1.0916991233825684
> STR_ID: 1pbr |STR_LEN: 31 |STR_TIME: 0.2580070495605469
> STR_ID: 1pbt |STR_LEN: 555 |STR_TIME: 0.52069091796875
> STR_ID: 1pbu |STR_LEN: 162 |STR_TIME: 10.454511880874634
> STR_ID: 1pbv |STR_LEN: 332 |STR_TIME: 0.43699097633361816
> STR_ID: 1pbw |STR_LEN: 646 |STR_TIME: 0.8488872051239014
> STR_ID: 1pbx |STR_LEN: 321 |STR_TIME: 0.5424981117248535
> STR_ID: 1pby |STR_LEN: 2206 |STR_TIME: 1.893341302871704
> STR_ID: 1pbz |STR_LEN: 39 |STR_TIME: 1.4197571277618408
> STR_ID: 2pb0 |STR_LEN: 1326 |STR_TIME: 1.4888231754302979
> STR_ID: 2pb1 |STR_LEN: 670 |STR_TIME: 0.7881019115447998
> STR_ID: 2pb2 |STR_LEN: 1341 |STR_TIME: 1.424494743347168
> STR_ID: 2pb4 |STR_LEN: 968 |STR_TIME: 1.041672945022583
> STR_ID: 2pb5 |STR_LEN: 973 |STR_TIME: 1.0421950817108154
> STR_ID: 2pb6 |STR_LEN: 888 |STR_TIME: 1.0804009437561035
> STR_ID: 2pb7 |STR_LEN: 288 |STR_TIME: 0.3946239948272705
> STR_ID: 2pb8 |STR_LEN: 224 |STR_TIME: 0.27549123764038086
> STR_ID: 2pb9 |STR_LEN: 423 |STR_TIME: 0.6721150875091553
> STR_ID: 2pbc |STR_LEN: 697 |STR_TIME: 1.33341383934021
> STR_ID: 2pbd |STR_LEN: 1261 |STR_TIME: 1.219918966293335
> STR_ID: 2pbe |STR_LEN: 345 |STR_TIME: 0.5516819953918457
> STR_ID: 2pbf |STR_LEN: 619 |STR_TIME: 0.8965737819671631
> STR_ID: 2pbg |STR_LEN: 629 |STR_TIME: 0.8611938953399658
> STR_ID: 2pbh |STR_LEN: 317 |STR_TIME: 0.6682171821594238
> STR_ID: 2pbi |STR_LEN: 2428 |STR_TIME: 5.09597110748291
> STR_ID: 2pbj |STR_LEN: 1275 |STR_TIME: 2.01424503326416
> STR_ID: 2pbk |STR_LEN: 1002 |STR_TIME: 0.9946010112762451
> STR_ID: 2pbl |STR_LEN: 2369 |STR_TIME: 2.1872670650482178
> STR_ID: 2pbn |STR_LEN: 524 |STR_TIME: 0.6062450408935547
> STR_ID: 2pbo |STR_LEN: 719 |STR_TIME: 0.8041670322418213
> STR_ID: 2pbp |STR_LEN: 614 |STR_TIME: 0.5564239025115967
> STR_ID: 2pbq |STR_LEN: 1132 |STR_TIME: 1.0036048889160156
> STR_ID: 2pbr |STR_LEN: 712 |STR_TIME: 0.7834980487823486
> STR_ID: 2pbw |STR_LEN: 820 |STR_TIME: 0.9802601337432861
> STR_ID: 2pbx |STR_LEN: 716 |STR_TIME: 0.8468081951141357
> STR_ID: 2pby |STR_LEN: 1670 |STR_TIME: 2.0520429611206055
> STR_ID: 2pbz |STR_LEN: 1122 |STR_TIME: 1.642364263534546
> STR_ID: 3pb0 |STR_LEN: 2267 |STR_TIME: 2.309567928314209
> STR_ID: 3pb1 |STR_LEN: 938 |STR_TIME: 1.169287919998169
> STR_ID: 3pb2 |STR_LEN: 2872 |STR_TIME: 3.317622184753418
> STR_ID: 3pb3 |STR_LEN: 721 |STR_TIME: 0.8378629684448242
> STR_ID: 3pb4 |STR_LEN: 686 |STR_TIME: 0.683466911315918
> STR_ID: 3pb5 |STR_LEN: 569 |STR_TIME: 0.6208658218383789
> STR_ID: 3pb6 |STR_LEN: 671 |STR_TIME: 0.6782138347625732
> STR_ID: 3pb7 |STR_LEN: 715 |STR_TIME: 0.6697931289672852
> STR_ID: 3pb8 |STR_LEN: 763 |STR_TIME: 0.7883408069610596
> STR_ID: 3pb9 |STR_LEN: 774 |STR_TIME: 0.7187058925628662
> STR_ID: 3pba |STR_LEN: 678 |STR_TIME: 0.9468040466308594
> STR_ID: 3pbb |STR_LEN: 934 |STR_TIME: 1.2241511344909668
> STR_ID: 3pbc |STR_LEN: 472 |STR_TIME: 0.7777040004730225
> STR_ID: 3pbd |STR_LEN: 655 |STR_TIME: 0.6555378437042236
> STR_ID: 3pbe |STR_LEN: 1157 |STR_TIME: 1.3133981227874756
> STR_ID: 3pbf |STR_LEN: 306 |STR_TIME: 0.3456418514251709
> STR_ID: 3pbg |STR_LEN: 1130 |STR_TIME: 1.6846110820770264
> STR_ID: 3pbh |STR_LEN: 432 |STR_TIME: 0.7330808639526367
> STR_ID: 3pbi |STR_LEN: 441 |STR_TIME: 0.4128897190093994
> STR_ID: 3pbj |STR_LEN: 259 |STR_TIME: 0.5955052375793457
> STR_ID: 3pbk |STR_LEN: 1194 |STR_TIME: 1.9446449279785156
> STR_ID: 3pbl |STR_LEN: 859 |STR_TIME: 2.6978631019592285
