>> START_DIR: ./data/i/i0/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1i00 |STR_LEN: 670 |STR_TIME: 1.1269898414611816
> STR_ID: 1i78 |STR_LEN: 619 |STR_TIME: 1.233016014099121
> STR_ID: 1i79 |STR_LEN: 475 |STR_TIME: 0.818444013595581
> STR_ID: 1i7a |STR_LEN: 526 |STR_TIME: 0.8752954006195068
> STR_ID: 1i7b |STR_LEN: 499 |STR_TIME: 0.7387609481811523
> STR_ID: 1i7c |STR_LEN: 387 |STR_TIME: 0.7176382541656494
> STR_ID: 1i7d |STR_LEN: 962 |STR_TIME: 1.4388840198516846
> STR_ID: 1i7e |STR_LEN: 621 |STR_TIME: 0.6518721580505371
> STR_ID: 1i7f |STR_LEN: 246 |STR_TIME: 0.5549402236938477
> STR_ID: 1i7g |STR_LEN: 332 |STR_TIME: 0.669126033782959
> STR_ID: 1i7h |STR_LEN: 484 |STR_TIME: 0.7536649703979492
> STR_ID: 1i7i |STR_LEN: 580 |STR_TIME: 1.1091639995574951
> STR_ID: 1i7j |STR_LEN: 84 |STR_TIME: 0.2620563507080078
> STR_ID: 1i7k |STR_LEN: 488 |STR_TIME: 0.6785171031951904
> STR_ID: 1i7l |STR_LEN: 815 |STR_TIME: 1.3470909595489502
> STR_ID: 1i7m |STR_LEN: 857 |STR_TIME: 1.3415098190307617
> STR_ID: 1i7n |STR_LEN: 908 |STR_TIME: 1.355454921722412
> STR_ID: 1i7o |STR_LEN: 2356 |STR_TIME: 3.447226047515869
> STR_ID: 1i7p |STR_LEN: 421 |STR_TIME: 0.6357998847961426
> STR_ID: 1i7q |STR_LEN: 2750 |STR_TIME: 3.284700870513916
> STR_ID: 1i7r |STR_LEN: 874 |STR_TIME: 1.6069960594177246
> STR_ID: 1i7s |STR_LEN: 1408 |STR_TIME: 2.7809929847717285
> STR_ID: 1i7t |STR_LEN: 768 |STR_TIME: 1.5596699714660645
> STR_ID: 1i7u |STR_LEN: 1257 |STR_TIME: 1.7438032627105713
> STR_ID: 1i7v |STR_LEN: 23 |STR_TIME: 0.22051310539245605
> STR_ID: 1i7w |STR_LEN: 1799 |STR_TIME: 2.5129997730255127
> STR_ID: 1i7x |STR_LEN: 1183 |STR_TIME: 2.241511821746826
> STR_ID: 1i7y |STR_LEN: 426 |STR_TIME: 0.6990528106689453
> STR_ID: 1i7z |STR_LEN: 1113 |STR_TIME: 1.721601963043213
> STR_ID: 2i71 |STR_LEN: 1535 |STR_TIME: 1.881133794784546
> STR_ID: 2i72 |STR_LEN: 1091 |STR_TIME: 1.5566551685333252
> STR_ID: 2i74 |STR_LEN: 698 |STR_TIME: 0.9304780960083008
> STR_ID: 2i75 |STR_LEN: 326 |STR_TIME: 0.6131610870361328
> STR_ID: 2i76 |STR_LEN: 535 |STR_TIME: 1.0341029167175293
> STR_ID: 2i78 |STR_LEN: 3527 |STR_TIME: 6.169491291046143
> STR_ID: 2i79 |STR_LEN: 1361 |STR_TIME: 2.2782461643218994
> STR_ID: 2i7a |STR_LEN: 255 |STR_TIME: 0.6850810050964355
> STR_ID: 2i7b |STR_LEN: 452 |STR_TIME: 0.6599853038787842
> STR_ID: 2i7c |STR_LEN: 1421 |STR_TIME: 1.9360368251800537
> STR_ID: 2i7d |STR_LEN: 1083 |STR_TIME: 1.9008381366729736
> STR_ID: 2i7e |STR_LEN: 90 |STR_TIME: 13.279306173324585
> STR_ID: 2i7f |STR_LEN: 402 |STR_TIME: 0.5316829681396484
> STR_ID: 2i7g |STR_LEN: 1353 |STR_TIME: 1.9030230045318604
> STR_ID: 2i7h |STR_LEN: 2029 |STR_TIME: 2.8610680103302
> STR_ID: 2i7k |STR_LEN: 117 |STR_TIME: 8.902684211730957
> STR_ID: 2i7n |STR_LEN: 912 |STR_TIME: 1.4174809455871582
> STR_ID: 2i7o |STR_LEN: 195 |STR_TIME: 0.32881999015808105
> STR_ID: 2i7p |STR_LEN: 2122 |STR_TIME: 3.1750006675720215
> STR_ID: 2i7q |STR_LEN: 448 |STR_TIME: 0.8221209049224854
> STR_ID: 2i7r |STR_LEN: 317 |STR_TIME: 0.5386061668395996
> STR_ID: 2i7s |STR_LEN: 985 |STR_TIME: 1.7002389430999756
> STR_ID: 2i7t |STR_LEN: 568 |STR_TIME: 0.891577959060669
> STR_ID: 2i7u |STR_LEN: 124 |STR_TIME: 4.472273111343384
> STR_ID: 2i7v |STR_LEN: 685 |STR_TIME: 0.985853910446167
> STR_ID: 2i7x |STR_LEN: 647 |STR_TIME: 1.0639681816101074
> STR_ID: 2i7z |STR_LEN: 156 |STR_TIME: 13.623855113983154
> STR_ID: 3i70 |STR_LEN: 223 |STR_TIME: 0.36171483993530273
> STR_ID: 3i71 |STR_LEN: 172 |STR_TIME: 0.3205749988555908
> STR_ID: 3i72 |STR_LEN: 829 |STR_TIME: 1.3632817268371582
> STR_ID: 3i73 |STR_LEN: 813 |STR_TIME: 1.2290451526641846
> STR_ID: 3i74 |STR_LEN: 1747 |STR_TIME: 2.6792337894439697
> STR_ID: 3i75 |STR_LEN: 696 |STR_TIME: 1.7772901058197021
> STR_ID: 3i76 |STR_LEN: 1094 |STR_TIME: 1.6443309783935547
> STR_ID: 3i77 |STR_LEN: 530 |STR_TIME: 0.5754201412200928
> STR_ID: 3i78 |STR_LEN: 235 |STR_TIME: 0.49712109565734863
> STR_ID: 3i79 |STR_LEN: 531 |STR_TIME: 0.960625171661377
> STR_ID: 3i7a |STR_LEN: 418 |STR_TIME: 0.6350948810577393
> STR_ID: 3i7b |STR_LEN: 591 |STR_TIME: 1.0110077857971191
> STR_ID: 3i7c |STR_LEN: 633 |STR_TIME: 1.0331032276153564
> STR_ID: 3i7d |STR_LEN: 499 |STR_TIME: 0.7126889228820801
> STR_ID: 3i7e |STR_LEN: 299 |STR_TIME: 0.5119519233703613
> STR_ID: 3i7f |STR_LEN: 1046 |STR_TIME: 1.9944839477539062
> STR_ID: 3i7g |STR_LEN: 687 |STR_TIME: 0.8586897850036621
> STR_ID: 3i7h |STR_LEN: 1128 |STR_TIME: 2.2572920322418213
> STR_ID: 3i7i |STR_LEN: 588 |STR_TIME: 0.8306667804718018
> STR_ID: 3i7j |STR_LEN: 919 |STR_TIME: 1.1347429752349854
> STR_ID: 3i7k |STR_LEN: 1128 |STR_TIME: 2.218808174133301
> STR_ID: 3i7l |STR_LEN: 1128 |STR_TIME: 2.2195351123809814
> STR_ID: 3i7m |STR_LEN: 327 |STR_TIME: 0.4252920150756836
> STR_ID: 3i7n |STR_LEN: 1127 |STR_TIME: 2.315084934234619
> STR_ID: 3i7o |STR_LEN: 1127 |STR_TIME: 2.1883840560913086
> STR_ID: 3i7p |STR_LEN: 1127 |STR_TIME: 2.336292028427124
> STR_ID: 3i7q |STR_LEN: 914 |STR_TIME: 1.2773377895355225
> STR_ID: 3i7r |STR_LEN: 993 |STR_TIME: 1.3406620025634766
> STR_ID: 3i7s |STR_LEN: 773 |STR_TIME: 1.3027210235595703
> STR_ID: 3i7t |STR_LEN: 186 |STR_TIME: 0.3270070552825928
> STR_ID: 3i7u |STR_LEN: 1122 |STR_TIME: 1.412937879562378
> STR_ID: 3i7v |STR_LEN: 625 |STR_TIME: 0.8283629417419434
> STR_ID: 3i7w |STR_LEN: 173 |STR_TIME: 0.3158407211303711
> STR_ID: 3i7x |STR_LEN: 168 |STR_TIME: 0.3089711666107178
> STR_ID: 3i7y |STR_LEN: 203 |STR_TIME: 0.31745100021362305
> STR_ID: 3i7z |STR_LEN: 458 |STR_TIME: 1.2506139278411865
> STR_ID: 4i70 |STR_LEN: 638 |STR_TIME: 1.324458122253418
> STR_ID: 4i71 |STR_LEN: 614 |STR_TIME: 1.4043080806732178
> STR_ID: 4i72 |STR_LEN: 1115 |STR_TIME: 1.4936320781707764
> STR_ID: 4i73 |STR_LEN: 1991 |STR_TIME: 2.8519229888916016
> STR_ID: 4i74 |STR_LEN: 618 |STR_TIME: 0.8222570419311523
> STR_ID: 4i75 |STR_LEN: 1155 |STR_TIME: 2.393664836883545
> STR_ID: 4i76 |STR_LEN: 609 |STR_TIME: 0.9903149604797363
> STR_ID: 4i77 |STR_LEN: 912 |STR_TIME: 2.227963924407959
> STR_ID: 4i78 |STR_LEN: 981 |STR_TIME: 1.979809045791626
> STR_ID: 4i79 |STR_LEN: 951 |STR_TIME: 2.2548701763153076
> STR_ID: 4i7a |STR_LEN: 427 |STR_TIME: 1.4028208255767822
> STR_ID: 4i7b |STR_LEN: 416 |STR_TIME: 1.52003812789917
> STR_ID: 4i7c |STR_LEN: 417 |STR_TIME: 1.6290159225463867
> STR_ID: 4i7d |STR_LEN: 553 |STR_TIME: 1.5938489437103271
> STR_ID: 4i7e |STR_LEN: 1906 |STR_TIME: 4.698748350143433
> STR_ID: 4i7f |STR_LEN: 1049 |STR_TIME: 2.104292869567871
> STR_ID: 4i7h |STR_LEN: 451 |STR_TIME: 0.7569379806518555
> STR_ID: 4i7i |STR_LEN: 502 |STR_TIME: 1.7493457794189453
> STR_ID: 4i7j |STR_LEN: 630 |STR_TIME: 1.4900658130645752
> STR_ID: 4i7k |STR_LEN: 693 |STR_TIME: 1.486104965209961
> STR_ID: 4i7l |STR_LEN: 720 |STR_TIME: 1.4854321479797363
> STR_ID: 4i7m |STR_LEN: 662 |STR_TIME: 1.4564769268035889
> STR_ID: 4i7n |STR_LEN: 667 |STR_TIME: 1.4884741306304932
> STR_ID: 4i7o |STR_LEN: 653 |STR_TIME: 1.4625930786132812
> STR_ID: 4i7p |STR_LEN: 651 |STR_TIME: 1.4618358612060547
> STR_ID: 4i7q |STR_LEN: 649 |STR_TIME: 1.4700291156768799
> STR_ID: 4i7r |STR_LEN: 701 |STR_TIME: 1.433359146118164
> STR_ID: 4i7s |STR_LEN: 719 |STR_TIME: 1.5367591381072998
> STR_ID: 4i7t |STR_LEN: 683 |STR_TIME: 1.627098798751831
> STR_ID: 4i7u |STR_LEN: 2635 |STR_TIME: 2.7354910373687744
> STR_ID: 4i7v |STR_LEN: 2301 |STR_TIME: 2.700100898742676
> STR_ID: 4i7w |STR_LEN: 1470 |STR_TIME: 1.512963056564331
> STR_ID: 4i7y |STR_LEN: 405 |STR_TIME: 0.8378469944000244
> STR_ID: 4i7z |STR_LEN: 852 |STR_TIME: 5.154409885406494
> STR_ID: 5i70 |STR_LEN: 648 |STR_TIME: 1.4370551109313965
> STR_ID: 5i71 |STR_LEN: 983 |STR_TIME: 3.555504083633423
> STR_ID: 5i72 |STR_LEN: 108 |STR_TIME: 0.3029799461364746
> STR_ID: 5i73 |STR_LEN: 982 |STR_TIME: 3.555943727493286
> STR_ID: 5i74 |STR_LEN: 980 |STR_TIME: 3.660601854324341
> STR_ID: 5i75 |STR_LEN: 979 |STR_TIME: 3.7820911407470703
> STR_ID: 5i76 |STR_LEN: 1823 |STR_TIME: 3.612009048461914
> STR_ID: 5i77 |STR_LEN: 484 |STR_TIME: 0.8242559432983398
> STR_ID: 5i78 |STR_LEN: 1215 |STR_TIME: 1.5778439044952393
> STR_ID: 5i79 |STR_LEN: 879 |STR_TIME: 1.420773983001709
> STR_ID: 5i7a |STR_LEN: 1887 |STR_TIME: 2.617849111557007
> STR_ID: 5i7c |STR_LEN: 237 |STR_TIME: 1.068073034286499
> STR_ID: 5i7e |STR_LEN: 482 |STR_TIME: 1.040113925933838
> STR_ID: 5i7f |STR_LEN: 3341 |STR_TIME: 16.188337326049805
> STR_ID: 5i7g |STR_LEN: 681 |STR_TIME: 2.4399898052215576
> STR_ID: 5i7h |STR_LEN: 1431 |STR_TIME: 2.358614206314087
> STR_ID: 5i7i |STR_LEN: 1765 |STR_TIME: 4.056778907775879
> STR_ID: 5i7j |STR_LEN: 409 |STR_TIME: 0.9809961318969727
> STR_ID: 5i7k |STR_LEN: 436 |STR_TIME: 0.8154020309448242
> STR_ID: 5i7l |STR_LEN: 412 |STR_TIME: 0.8207290172576904
> STR_ID: 5i7m |STR_LEN: 435 |STR_TIME: 0.8188338279724121
> STR_ID: 5i7n |STR_LEN: 858 |STR_TIME: 1.4499399662017822
> STR_ID: 5i7o |STR_LEN: 1486 |STR_TIME: 2.469189167022705
> STR_ID: 5i7p |STR_LEN: 360 |STR_TIME: 0.9584939479827881
> STR_ID: 5i7q |STR_LEN: 414 |STR_TIME: 0.9786570072174072
> STR_ID: 5i7r |STR_LEN: 840 |STR_TIME: 1.2964956760406494
> STR_ID: 5i7s |STR_LEN: 598 |STR_TIME: 1.035930871963501
> STR_ID: 5i7u |STR_LEN: 3641 |STR_TIME: 3.821506977081299
> STR_ID: 5i7v |STR_LEN: 895 |STR_TIME: 2.818351984024048
> STR_ID: 5i7w |STR_LEN: 1148 |STR_TIME: 2.7175369262695312
> STR_ID: 5i7x |STR_LEN: 283 |STR_TIME: 0.5687141418457031
> STR_ID: 5i7y |STR_LEN: 216 |STR_TIME: 0.5095870494842529
> STR_ID: 5i7z |STR_LEN: 164 |STR_TIME: 0.29320478439331055
>> FINISH_DIR: ./data/i/i7/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'> |STR_COUNT: 1317 |DIR_TIME: 303.40448808670044 

>> START_DIR: ./data/i/i8/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1i80 |STR_LEN: 1070 |STR_TIME: 1.676455020904541
> STR_ID: 1i81 |STR_LEN: 666 |STR_TIME: 1.068385124206543
> STR_ID: 1i82 |STR_LEN: 350 |STR_TIME: 0.47870588302612305
> STR_ID: 1i83 |STR_LEN: 1338 |STR_TIME: 1.9106311798095703
> STR_ID: 1i84 |STR_LEN: 2390 |STR_TIME: 4.359178781509399
> STR_ID: 1i85 |STR_LEN: 448 |STR_TIME: 0.9135117530822754
> STR_ID: 1i86 |STR_LEN: 794 |STR_TIME: 0.9297459125518799
> STR_ID: 1i87 |STR_LEN: 94 |STR_TIME: 6.896762847900391
> STR_ID: 1i88 |STR_LEN: 1532 |STR_TIME: 1.8026397228240967
> STR_ID: 1i89 |STR_LEN: 1223 |STR_TIME: 1.6508409976959229
> STR_ID: 1i8a |STR_LEN: 356 |STR_TIME: 0.4777538776397705
> STR_ID: 1i8b |STR_LEN: 1175 |STR_TIME: 1.6050901412963867
> STR_ID: 1i8c |STR_LEN: 94 |STR_TIME: 0.37120485305786133
> STR_ID: 1i8d |STR_LEN: 821 |STR_TIME: 1.330488920211792
> STR_ID: 1i8e |STR_LEN: 13 |STR_TIME: 0.5699467658996582
> STR_ID: 1i8f |STR_LEN: 634 |STR_TIME: 1.0285961627960205
> STR_ID: 1i8g |STR_LEN: 49 |STR_TIME: 1.7420070171356201
> STR_ID: 1i8h |STR_LEN: 52 |STR_TIME: 1.8934862613677979
> STR_ID: 1i8i |STR_LEN: 319 |STR_TIME: 0.5824189186096191
> STR_ID: 1i8j |STR_LEN: 968 |STR_TIME: 1.3477280139923096
> STR_ID: 1i8k |STR_LEN: 495 |STR_TIME: 0.5803349018096924
> STR_ID: 1i8l |STR_LEN: 654 |STR_TIME: 1.3107571601867676
> STR_ID: 1i8m |STR_LEN: 1199 |STR_TIME: 1.8733880519866943
> STR_ID: 1i8n |STR_LEN: 460 |STR_TIME: 0.6635599136352539
> STR_ID: 1i8o |STR_LEN: 357 |STR_TIME: 0.6440119743347168
> STR_ID: 1i8p |STR_LEN: 1073 |STR_TIME: 1.1193740367889404
> STR_ID: 1i8q |STR_LEN: 1047 |STR_TIME: 1.745136022567749
> STR_ID: 1i8t |STR_LEN: 1057 |STR_TIME: 1.725818157196045
> STR_ID: 1i8u |STR_LEN: 348 |STR_TIME: 0.47600626945495605
> STR_ID: 1i8v |STR_LEN: 481 |STR_TIME: 0.5045199394226074
> STR_ID: 1i8x |STR_LEN: 30 |STR_TIME: 1.0780508518218994
> STR_ID: 1i8y |STR_LEN: 28 |STR_TIME: 0.9202961921691895
> STR_ID: 1i8z |STR_LEN: 441 |STR_TIME: 0.6508951187133789
> STR_ID: 2i80 |STR_LEN: 774 |STR_TIME: 1.5133531093597412
> STR_ID: 2i81 |STR_LEN: 989 |STR_TIME: 1.8129849433898926
> STR_ID: 2i82 |STR_LEN: 1203 |STR_TIME: 2.400413990020752
> STR_ID: 2i83 |STR_LEN: 158 |STR_TIME: 10.106292963027954
> STR_ID: 2i85 |STR_LEN: 142 |STR_TIME: 4.568305969238281
> STR_ID: 2i87 |STR_LEN: 782 |STR_TIME: 1.3270230293273926
> STR_ID: 2i88 |STR_LEN: 200 |STR_TIME: 0.3579399585723877
> STR_ID: 2i89 |STR_LEN: 569 |STR_TIME: 0.9576098918914795
> STR_ID: 2i8a |STR_LEN: 2160 |STR_TIME: 5.23213005065918
> STR_ID: 2i8b |STR_LEN: 433 |STR_TIME: 0.5966367721557617
> STR_ID: 2i8c |STR_LEN: 697 |STR_TIME: 1.3518040180206299
> STR_ID: 2i8d |STR_LEN: 556 |STR_TIME: 0.6682968139648438
> STR_ID: 2i8e |STR_LEN: 167 |STR_TIME: 0.25836896896362305
> STR_ID: 2i8f |STR_LEN: 83 |STR_TIME: 0.3139822483062744
> STR_ID: 2i8l |STR_LEN: 156 |STR_TIME: 9.929867029190063
> STR_ID: 2i8n |STR_LEN: 108 |STR_TIME: 7.525435209274292
> STR_ID: 2i8t |STR_LEN: 897 |STR_TIME: 1.4554319381713867
> STR_ID: 2i8u |STR_LEN: 859 |STR_TIME: 1.3895642757415771
> STR_ID: 3i80 |STR_LEN: 534 |STR_TIME: 1.154148817062378
> STR_ID: 3i81 |STR_LEN: 522 |STR_TIME: 0.6585149765014648
> STR_ID: 3i82 |STR_LEN: 260 |STR_TIME: 0.4293098449707031
> STR_ID: 3i83 |STR_LEN: 857 |STR_TIME: 1.154953956604004
> STR_ID: 3i84 |STR_LEN: 325 |STR_TIME: 0.7949810028076172
> STR_ID: 3i85 |STR_LEN: 174 |STR_TIME: 0.5724363327026367
> STR_ID: 3i86 |STR_LEN: 320 |STR_TIME: 0.5204911231994629
> STR_ID: 3i87 |STR_LEN: 261 |STR_TIME: 0.42395997047424316
> STR_ID: 3i89 |STR_LEN: 1127 |STR_TIME: 2.055906057357788
> STR_ID: 3i8a |STR_LEN: 202 |STR_TIME: 0.3776822090148926
> STR_ID: 3i8b |STR_LEN: 875 |STR_TIME: 1.017894983291626
> STR_ID: 3i8c |STR_LEN: 1127 |STR_TIME: 2.1163487434387207
> STR_ID: 3i8d |STR_LEN: 523 |STR_TIME: 0.7678930759429932
> STR_ID: 3i8e |STR_LEN: 2254 |STR_TIME: 4.1243720054626465
> STR_ID: 3i8n |STR_LEN: 359 |STR_TIME: 0.927976131439209
> STR_ID: 3i8o |STR_LEN: 152 |STR_TIME: 0.5276470184326172
> STR_ID: 3i8p |STR_LEN: 950 |STR_TIME: 0.8810770511627197
> STR_ID: 3i8r |STR_LEN: 1122 |STR_TIME: 2.3064000606536865
> STR_ID: 3i8s |STR_LEN: 1386 |STR_TIME: 1.597510814666748
> STR_ID: 3i8t |STR_LEN: 234 |STR_TIME: 0.4286458492279053
> STR_ID: 3i8u |STR_LEN: 548 |STR_TIME: 0.6294281482696533
> STR_ID: 3i8v |STR_LEN: 1028 |STR_TIME: 1.3836488723754883
> STR_ID: 3i8w |STR_LEN: 213 |STR_TIME: 0.2740769386291504
> STR_ID: 3i8x |STR_LEN: 1098 |STR_TIME: 1.5134408473968506
> STR_ID: 3i8z |STR_LEN: 109 |STR_TIME: 0.1711258888244629
> STR_ID: 4i80 |STR_LEN: 493 |STR_TIME: 0.9257018566131592
> STR_ID: 4i81 |STR_LEN: 1744 |STR_TIME: 5.673040151596069
> STR_ID: 4i82 |STR_LEN: 242 |STR_TIME: 0.48714399337768555
> STR_ID: 4i83 |STR_LEN: 864 |STR_TIME: 1.590470790863037
> STR_ID: 4i84 |STR_LEN: 999 |STR_TIME: 2.1380059719085693
> STR_ID: 4i85 |STR_LEN: 430 |STR_TIME: 0.512059211730957
> STR_ID: 4i86 |STR_LEN: 262 |STR_TIME: 0.4097721576690674
> STR_ID: 4i87 |STR_LEN: 520 |STR_TIME: 0.5447659492492676
> STR_ID: 4i88 |STR_LEN: 951 |STR_TIME: 1.6508450508117676
> STR_ID: 4i89 |STR_LEN: 483 |STR_TIME: 0.5475690364837646
> STR_ID: 4i8a |STR_LEN: 1557 |STR_TIME: 5.190774202346802
> STR_ID: 4i8b |STR_LEN: 332 |STR_TIME: 0.779271125793457
> STR_ID: 4i8c |STR_LEN: 1859 |STR_TIME: 2.9055440425872803
> STR_ID: 4i8d |STR_LEN: 1894 |STR_TIME: 4.8158299922943115
> STR_ID: 4i8g |STR_LEN: 628 |STR_TIME: 1.0651540756225586
> STR_ID: 4i8h |STR_LEN: 658 |STR_TIME: 1.089859962463379
> STR_ID: 4i8i |STR_LEN: 631 |STR_TIME: 1.0517170429229736
> STR_ID: 4i8j |STR_LEN: 642 |STR_TIME: 1.0330607891082764
> STR_ID: 4i8k |STR_LEN: 660 |STR_TIME: 1.0519230365753174
> STR_ID: 4i8l |STR_LEN: 640 |STR_TIME: 1.0978279113769531
> STR_ID: 4i8m |STR_LEN: 517 |STR_TIME: 1.5880579948425293
> STR_ID: 4i8n |STR_LEN: 357 |STR_TIME: 0.6572511196136475
> STR_ID: 4i8o |STR_LEN: 1034 |STR_TIME: 2.663276195526123
> STR_ID: 4i8p |STR_LEN: 1710 |STR_TIME: 2.6521060466766357
> STR_ID: 4i8q |STR_LEN: 604 |STR_TIME: 1.4377999305725098
> STR_ID: 4i8s |STR_LEN: 240 |STR_TIME: 0.33767223358154297
> STR_ID: 4i8t |STR_LEN: 188 |STR_TIME: 0.5661802291870117
> STR_ID: 4i8v |STR_LEN: 2076 |STR_TIME: 3.9382150173187256
> STR_ID: 4i8w |STR_LEN: 429 |STR_TIME: 0.8629601001739502
> STR_ID: 4i8x |STR_LEN: 3066 |STR_TIME: 5.159991025924683
> STR_ID: 4i8y |STR_LEN: 444 |STR_TIME: 0.7119991779327393
> STR_ID: 4i8z |STR_LEN: 327 |STR_TIME: 0.8173611164093018
> STR_ID: 5i80 |STR_LEN: 254 |STR_TIME: 0.6902031898498535
> STR_ID: 5i81 |STR_LEN: 731 |STR_TIME: 2.1475250720977783
> STR_ID: 5i82 |STR_LEN: 2395 |STR_TIME: 7.443159103393555
> STR_ID: 5i83 |STR_LEN: 332 |STR_TIME: 0.6863751411437988
> STR_ID: 5i84 |STR_LEN: 2568 |STR_TIME: 8.705152034759521
> STR_ID: 5i85 |STR_LEN: 816 |STR_TIME: 2.199446678161621
> STR_ID: 5i86 |STR_LEN: 619 |STR_TIME: 1.3071579933166504
> STR_ID: 5i87 |STR_LEN: 1390 |STR_TIME: 2.1987199783325195
> STR_ID: 5i88 |STR_LEN: 262 |STR_TIME: 0.6538150310516357
> STR_ID: 5i89 |STR_LEN: 364 |STR_TIME: 0.7064948081970215
> STR_ID: 5i8b |STR_LEN: 444 |STR_TIME: 0.6696069240570068
> STR_ID: 5i8c |STR_LEN: 1202 |STR_TIME: 1.135633945465088
> STR_ID: 5i8e |STR_LEN: 981 |STR_TIME: 3.0754308700561523
> STR_ID: 5i8f |STR_LEN: 378 |STR_TIME: 0.8731920719146729
> STR_ID: 5i8g |STR_LEN: 452 |STR_TIME: 0.6651577949523926
> STR_ID: 5i8h |STR_LEN: 3031 |STR_TIME: 10.76515507698059
> STR_ID: 5i8i |STR_LEN: 6636 |STR_TIME: 23.118030071258545
> STR_ID: 5i8j |STR_LEN: 265 |STR_TIME: 0.43069005012512207
> STR_ID: 5i8k |STR_LEN: 978 |STR_TIME: 1.706514835357666
> STR_ID: 5i8l |STR_LEN: 150 |STR_TIME: 0.7866861820220947
> STR_ID: 5i8n |STR_LEN: 228 |STR_TIME: 8.482397079467773
> STR_ID: 5i8o |STR_LEN: 1102 |STR_TIME: 1.7953217029571533
> STR_ID: 5i8p |STR_LEN: 768 |STR_TIME: 1.5416359901428223
> STR_ID: 5i8q |STR_LEN: 1530 |STR_TIME: 5.815622806549072
> STR_ID: 5i8r |STR_LEN: 1619 |STR_TIME: 6.012224912643433
> STR_ID: 5i8s |STR_LEN: 452 |STR_TIME: 0.555419921875
> STR_ID: 5i8t |STR_LEN: 503 |STR_TIME: 0.5693182945251465
> STR_ID: 5i8u |STR_LEN: 1993 |STR_TIME: 5.328927040100098
> STR_ID: 5i8w |STR_LEN: 521 |STR_TIME: 1.1256458759307861
> STR_ID: 5i8y |STR_LEN: 441 |STR_TIME: 0.5852696895599365
> STR_ID: 5i8z |STR_LEN: 581 |STR_TIME: 1.1021628379821777
>> FINISH_DIR: ./data/i/i8/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'> |STR_COUNT: 1456 |DIR_TIME: 284.57727909088135 

>> START_DIR: ./data/i/i9/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1i90 |STR_LEN: 437 |STR_TIME: 0.6201858520507812
> STR_ID: 1i91 |STR_LEN: 368 |STR_TIME: 0.5963418483734131
> STR_ID: 1i92 |STR_LEN: 150 |STR_TIME: 0.2384049892425537
> STR_ID: 1i93 |STR_LEN: 13 |STR_TIME: 0.6791527271270752
> STR_ID: 1i94 |STR_LEN: 4015 |STR_TIME: 12.809268951416016
> STR_ID: 1i95 |STR_LEN: 4016 |STR_TIME: 10.366770029067993
> STR_ID: 1i96 |STR_LEN: 4099 |STR_TIME: 11.512867212295532
> STR_ID: 1i97 |STR_LEN: 4021 |STR_TIME: 10.01750111579895
> STR_ID: 1i98 |STR_LEN: 13 |STR_TIME: 0.7151439189910889
> STR_ID: 1i9a |STR_LEN: 619 |STR_TIME: 1.014577865600586
> STR_ID: 1i9b |STR_LEN: 1057 |STR_TIME: 2.1467480659484863
> STR_ID: 1i9c |STR_LEN: 2506 |STR_TIME: 3.0501723289489746
> STR_ID: 1i9d |STR_LEN: 537 |STR_TIME: 0.8440189361572266
> STR_ID: 1i9e |STR_LEN: 160 |STR_TIME: 0.28177404403686523
> STR_ID: 1i9f |STR_LEN: 53 |STR_TIME: 2.330134868621826
> STR_ID: 1i9g |STR_LEN: 430 |STR_TIME: 0.6023068428039551
> STR_ID: 1i9h |STR_LEN: 380 |STR_TIME: 0.5270509719848633
> STR_ID: 1i9i |STR_LEN: 527 |STR_TIME: 0.8812007904052734
> STR_ID: 1i9j |STR_LEN: 777 |STR_TIME: 0.9581787586212158
> STR_ID: 1i9k |STR_LEN: 24 |STR_TIME: 0.2046658992767334
> STR_ID: 1i9l |STR_LEN: 361 |STR_TIME: 0.680678129196167
> STR_ID: 1i9m |STR_LEN: 383 |STR_TIME: 0.6162939071655273
> STR_ID: 1i9n |STR_LEN: 364 |STR_TIME: 0.5793499946594238
> STR_ID: 1i9o |STR_LEN: 376 |STR_TIME: 0.6270248889923096
> STR_ID: 1i9p |STR_LEN: 362 |STR_TIME: 0.6076011657714844
> STR_ID: 1i9q |STR_LEN: 421 |STR_TIME: 0.6267549991607666
> STR_ID: 1i9r |STR_LEN: 1734 |STR_TIME: 3.342989683151245
> STR_ID: 1i9s |STR_LEN: 410 |STR_TIME: 0.512969970703125
> STR_ID: 1i9t |STR_LEN: 410 |STR_TIME: 0.5106768608093262
> STR_ID: 1i9v |STR_LEN: 112 |STR_TIME: 0.47214674949645996
> STR_ID: 1i9w |STR_LEN: 369 |STR_TIME: 0.1678299903869629
> STR_ID: 1i9x |STR_LEN: 48 |STR_TIME: 0.18466901779174805
> STR_ID: 1i9y |STR_LEN: 522 |STR_TIME: 0.7424662113189697
> STR_ID: 1i9z |STR_LEN: 562 |STR_TIME: 0.7966170310974121
> STR_ID: 2i91 |STR_LEN: 1656 |STR_TIME: 2.604836940765381
