>> START_DIR: ./data/h/h0/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1h00 |STR_LEN: 490 |STR_TIME: 0.6360886096954346
> STR_ID: 1h54 |STR_LEN: 3102 |STR_TIME: 3.284519910812378
> STR_ID: 1h55 |STR_LEN: 714 |STR_TIME: 0.7610597610473633
> STR_ID: 1h56 |STR_LEN: 382 |STR_TIME: 0.6425108909606934
> STR_ID: 1h57 |STR_LEN: 716 |STR_TIME: 0.7574441432952881
> STR_ID: 1h58 |STR_LEN: 733 |STR_TIME: 0.7641849517822266
> STR_ID: 1h59 |STR_LEN: 143 |STR_TIME: 0.22928690910339355
> STR_ID: 1h5a |STR_LEN: 715 |STR_TIME: 0.7102000713348389
> STR_ID: 1h5b |STR_LEN: 669 |STR_TIME: 1.036224126815796
> STR_ID: 1h5c |STR_LEN: 730 |STR_TIME: 0.7492618560791016
> STR_ID: 1h5d |STR_LEN: 684 |STR_TIME: 0.7456347942352295
> STR_ID: 1h5e |STR_LEN: 705 |STR_TIME: 0.7619471549987793
> STR_ID: 1h5f |STR_LEN: 718 |STR_TIME: 0.7563912868499756
> STR_ID: 1h5g |STR_LEN: 698 |STR_TIME: 0.7338058948516846
> STR_ID: 1h5h |STR_LEN: 692 |STR_TIME: 0.7010269165039062
> STR_ID: 1h5i |STR_LEN: 707 |STR_TIME: 0.9135098457336426
> STR_ID: 1h5j |STR_LEN: 702 |STR_TIME: 1.0002641677856445
> STR_ID: 1h5k |STR_LEN: 687 |STR_TIME: 0.9724841117858887
> STR_ID: 1h5l |STR_LEN: 692 |STR_TIME: 0.8448331356048584
> STR_ID: 1h5m |STR_LEN: 701 |STR_TIME: 0.8990499973297119
> STR_ID: 1h5n |STR_LEN: 2773 |STR_TIME: 3.602752685546875
> STR_ID: 1h5o |STR_LEN: 42 |STR_TIME: 3.622796058654785
> STR_ID: 1h5p |STR_LEN: 95 |STR_TIME: 3.714456796646118
> STR_ID: 1h5q |STR_LEN: 6329 |STR_TIME: 12.616971969604492
> STR_ID: 1h5r |STR_LEN: 1650 |STR_TIME: 2.519584894180298
> STR_ID: 1h5s |STR_LEN: 1561 |STR_TIME: 2.43764591217041
> STR_ID: 1h5t |STR_LEN: 1670 |STR_TIME: 2.625339984893799
> STR_ID: 1h5u |STR_LEN: 1169 |STR_TIME: 1.7884230613708496
> STR_ID: 1h5v |STR_LEN: 855 |STR_TIME: 1.417734146118164
> STR_ID: 1h5w |STR_LEN: 1253 |STR_TIME: 1.6623709201812744
> STR_ID: 1h5x |STR_LEN: 863 |STR_TIME: 1.0157277584075928
> STR_ID: 1h5y |STR_LEN: 782 |STR_TIME: 1.087116003036499
> STR_ID: 1h5z |STR_LEN: 717 |STR_TIME: 1.0845470428466797
> STR_ID: 2h50 |STR_LEN: 2232 |STR_TIME: 4.300896644592285
> STR_ID: 2h51 |STR_LEN: 474 |STR_TIME: 0.6310608386993408
> STR_ID: 2h52 |STR_LEN: 1064 |STR_TIME: 1.1997897624969482
> STR_ID: 2h53 |STR_LEN: 2232 |STR_TIME: 4.338281154632568
> STR_ID: 2h54 |STR_LEN: 535 |STR_TIME: 0.6811461448669434
> STR_ID: 2h55 |STR_LEN: 525 |STR_TIME: 0.5722599029541016
> STR_ID: 2h56 |STR_LEN: 679 |STR_TIME: 1.1631731986999512
> STR_ID: 2h57 |STR_LEN: 646 |STR_TIME: 1.0466570854187012
> STR_ID: 2h58 |STR_LEN: 515 |STR_TIME: 0.6826760768890381
> STR_ID: 2h59 |STR_LEN: 723 |STR_TIME: 1.0686557292938232
> STR_ID: 2h5a |STR_LEN: 983 |STR_TIME: 1.0068259239196777
> STR_ID: 2h5c |STR_LEN: 662 |STR_TIME: 1.319093942642212
> STR_ID: 2h5d |STR_LEN: 644 |STR_TIME: 1.35689115524292
> STR_ID: 2h5e |STR_LEN: 1060 |STR_TIME: 1.7868597507476807
> STR_ID: 2h5f |STR_LEN: 441 |STR_TIME: 0.39920616149902344
> STR_ID: 2h5g |STR_LEN: 1125 |STR_TIME: 1.6405072212219238
> STR_ID: 2h5i |STR_LEN: 469 |STR_TIME: 0.5619850158691406
> STR_ID: 2h5j |STR_LEN: 939 |STR_TIME: 1.0661730766296387
> STR_ID: 2h5k |STR_LEN: 207 |STR_TIME: 0.422670841217041
> STR_ID: 2h5l |STR_LEN: 3746 |STR_TIME: 6.202904224395752
> STR_ID: 2h5m |STR_LEN: 103 |STR_TIME: 7.107433080673218
> STR_ID: 2h5n |STR_LEN: 835 |STR_TIME: 1.115347146987915
> STR_ID: 2h5o |STR_LEN: 981 |STR_TIME: 1.783614158630371
> STR_ID: 2h5p |STR_LEN: 469 |STR_TIME: 0.8788421154022217
> STR_ID: 2h5q |STR_LEN: 596 |STR_TIME: 0.9301140308380127
> STR_ID: 2h5r |STR_LEN: 507 |STR_TIME: 0.5362319946289062
> STR_ID: 2h5s |STR_LEN: 612 |STR_TIME: 0.6400699615478516
> STR_ID: 2h5u |STR_LEN: 1041 |STR_TIME: 1.1899161338806152
> STR_ID: 2h5x |STR_LEN: 1004 |STR_TIME: 1.2829160690307617
> STR_ID: 2h5y |STR_LEN: 1533 |STR_TIME: 1.4941680431365967
> STR_ID: 2h5z |STR_LEN: 418 |STR_TIME: 0.5704901218414307
> STR_ID: 3h50 |STR_LEN: 272 |STR_TIME: 0.31978607177734375
> STR_ID: 3h51 |STR_LEN: 538 |STR_TIME: 0.6506259441375732
> STR_ID: 3h52 |STR_LEN: 1024 |STR_TIME: 1.9080901145935059
> STR_ID: 3h53 |STR_LEN: 1545 |STR_TIME: 1.7981548309326172
> STR_ID: 3h54 |STR_LEN: 1465 |STR_TIME: 1.6870300769805908
> STR_ID: 3h55 |STR_LEN: 1695 |STR_TIME: 1.8256011009216309
> STR_ID: 3h56 |STR_LEN: 752 |STR_TIME: 0.7705729007720947
> STR_ID: 3h57 |STR_LEN: 478 |STR_TIME: 0.4129049777984619
> STR_ID: 3h58 |STR_LEN: 448 |STR_TIME: 0.4184119701385498
> STR_ID: 3h59 |STR_LEN: 1854 |STR_TIME: 2.267547845840454
> STR_ID: 3h5a |STR_LEN: 1426 |STR_TIME: 2.5792829990386963
> STR_ID: 3h5b |STR_LEN: 408 |STR_TIME: 0.8170278072357178
> STR_ID: 3h5c |STR_LEN: 722 |STR_TIME: 1.2744770050048828
> STR_ID: 3h5e |STR_LEN: 441 |STR_TIME: 0.6083278656005859
> STR_ID: 3h5f |STR_LEN: 171 |STR_TIME: 0.23592424392700195
> STR_ID: 3h5g |STR_LEN: 158 |STR_TIME: 0.23340988159179688
> STR_ID: 3h5h |STR_LEN: 374 |STR_TIME: 0.6240360736846924
> STR_ID: 3h5i |STR_LEN: 149 |STR_TIME: 0.2971968650817871
> STR_ID: 3h5j |STR_LEN: 756 |STR_TIME: 1.4787728786468506
> STR_ID: 3h5k |STR_LEN: 1332 |STR_TIME: 1.2247371673583984
> STR_ID: 3h5l |STR_LEN: 1592 |STR_TIME: 1.66402006149292
> STR_ID: 3h5n |STR_LEN: 2090 |STR_TIME: 2.6805598735809326
> STR_ID: 3h5o |STR_LEN: 742 |STR_TIME: 1.094783067703247
> STR_ID: 3h5q |STR_LEN: 845 |STR_TIME: 0.9507451057434082
> STR_ID: 3h5r |STR_LEN: 1635 |STR_TIME: 2.6167800426483154
> STR_ID: 3h5s |STR_LEN: 1886 |STR_TIME: 2.240003824234009
> STR_ID: 3h5t |STR_LEN: 447 |STR_TIME: 0.6742112636566162
> STR_ID: 3h5u |STR_LEN: 1656 |STR_TIME: 2.2137272357940674
> STR_ID: 3h5v |STR_LEN: 1497 |STR_TIME: 3.849000930786133
> STR_ID: 3h5w |STR_LEN: 737 |STR_TIME: 2.3738749027252197
> STR_ID: 3h5x |STR_LEN: 936 |STR_TIME: 1.0912468433380127
> STR_ID: 3h5y |STR_LEN: 871 |STR_TIME: 1.1939120292663574
> STR_ID: 3h5z |STR_LEN: 789 |STR_TIME: 0.9731438159942627
> STR_ID: 4h50 |STR_LEN: 450 |STR_TIME: 0.7545919418334961
> STR_ID: 4h51 |STR_LEN: 1560 |STR_TIME: 2.9444222450256348
> STR_ID: 4h52 |STR_LEN: 1719 |STR_TIME: 3.1896541118621826
> STR_ID: 4h53 |STR_LEN: 3783 |STR_TIME: 5.873406171798706
> STR_ID: 4h54 |STR_LEN: 552 |STR_TIME: 1.9537270069122314
> STR_ID: 4h55 |STR_LEN: 317 |STR_TIME: 0.9244370460510254
> STR_ID: 4h56 |STR_LEN: 3738 |STR_TIME: 6.490167856216431
> STR_ID: 4h57 |STR_LEN: 657 |STR_TIME: 1.168039083480835
> STR_ID: 4h58 |STR_LEN: 814 |STR_TIME: 1.457474708557129
> STR_ID: 4h59 |STR_LEN: 715 |STR_TIME: 1.1588950157165527
> STR_ID: 4h5a |STR_LEN: 45 |STR_TIME: 0.10573887825012207
> STR_ID: 4h5b |STR_LEN: 523 |STR_TIME: 1.1103551387786865
> STR_ID: 4h5c |STR_LEN: 482 |STR_TIME: 1.2415547370910645
> STR_ID: 4h5d |STR_LEN: 487 |STR_TIME: 1.3461558818817139
> STR_ID: 4h5e |STR_LEN: 459 |STR_TIME: 1.2454662322998047
> STR_ID: 4h5f |STR_LEN: 1504 |STR_TIME: 3.4246160984039307
> STR_ID: 4h5g |STR_LEN: 914 |STR_TIME: 1.627600908279419
> STR_ID: 4h5i |STR_LEN: 1121 |STR_TIME: 1.3561279773712158
> STR_ID: 4h5j |STR_LEN: 782 |STR_TIME: 2.21053409576416
> STR_ID: 4h5l |STR_LEN: 1480 |STR_TIME: 4.512004852294922
> STR_ID: 4h5m |STR_LEN: 1458 |STR_TIME: 4.6425042152404785
> STR_ID: 4h5n |STR_LEN: 1591 |STR_TIME: 1.573700189590454
> STR_ID: 4h5o |STR_LEN: 2508 |STR_TIME: 7.988702058792114
> STR_ID: 4h5p |STR_LEN: 1549 |STR_TIME: 3.390125036239624
> STR_ID: 4h5q |STR_LEN: 798 |STR_TIME: 2.409623861312866
> STR_ID: 4h5r |STR_LEN: 1539 |STR_TIME: 1.6944499015808105
> STR_ID: 4h5s |STR_LEN: 570 |STR_TIME: 0.8746240139007568
> STR_ID: 4h5t |STR_LEN: 604 |STR_TIME: 0.8051788806915283
> STR_ID: 4h5u |STR_LEN: 2002 |STR_TIME: 2.4094510078430176
> STR_ID: 4h5v |STR_LEN: 684 |STR_TIME: 0.8424341678619385
> STR_ID: 4h5w |STR_LEN: 1340 |STR_TIME: 1.512619972229004
> STR_ID: 4h5x |STR_LEN: 592 |STR_TIME: 0.8640279769897461
> STR_ID: 4h5y |STR_LEN: 950 |STR_TIME: 1.8328709602355957
> STR_ID: 5h53 |STR_LEN: 1896 |STR_TIME: 3.4490749835968018
> STR_ID: 5h57 |STR_LEN: 723 |STR_TIME: 1.079134225845337
> STR_ID: 5h58 |STR_LEN: 833 |STR_TIME: 2.52708101272583
> STR_ID: 5h59 |STR_LEN: 525 |STR_TIME: 0.7475290298461914
> STR_ID: 5h5d |STR_LEN: 201 |STR_TIME: 0.4179098606109619
> STR_ID: 5h5e |STR_LEN: 260 |STR_TIME: 0.48639392852783203
> STR_ID: 5h5f |STR_LEN: 469 |STR_TIME: 0.5582699775695801
> STR_ID: 5h5g |STR_LEN: 811 |STR_TIME: 1.0303258895874023
> STR_ID: 5h5h |STR_LEN: 548 |STR_TIME: 0.6108648777008057
> STR_ID: 5h5i |STR_LEN: 430 |STR_TIME: 0.5679988861083984
> STR_ID: 5h5j |STR_LEN: 1052 |STR_TIME: 1.4334020614624023
> STR_ID: 5h5m |STR_LEN: 905 |STR_TIME: 2.1330740451812744
> STR_ID: 5h5n |STR_LEN: 212 |STR_TIME: 0.5233950614929199
> STR_ID: 5h5o |STR_LEN: 385 |STR_TIME: 0.4881589412689209
> STR_ID: 5h5q |STR_LEN: 322 |STR_TIME: 0.7223079204559326
> STR_ID: 5h5r |STR_LEN: 363 |STR_TIME: 0.7434711456298828
> STR_ID: 5h5s |STR_LEN: 305 |STR_TIME: 0.706089973449707
> STR_ID: 5h5t |STR_LEN: 1061 |STR_TIME: 2.944685935974121
> STR_ID: 5h5u |STR_LEN: 10853 |STR_TIME: 35.66857981681824
> STR_ID: 5h5v |STR_LEN: 2021 |STR_TIME: 5.939228057861328
> STR_ID: 5h5w |STR_LEN: 533 |STR_TIME: 1.2496812343597412
> STR_ID: 5h5x |STR_LEN: 4028 |STR_TIME: 5.060225963592529
>> FINISH_DIR: ./data/h/h5/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'> |STR_COUNT: 935 |DIR_TIME: 298.1420030593872 

>> START_DIR: ./data/h/h6/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1h60 |STR_LEN: 1033 |STR_TIME: 0.8635790348052979
> STR_ID: 1h61 |STR_LEN: 911 |STR_TIME: 0.8559079170227051
> STR_ID: 1h62 |STR_LEN: 850 |STR_TIME: 0.8165709972381592
> STR_ID: 1h63 |STR_LEN: 951 |STR_TIME: 0.8278040885925293
> STR_ID: 1h64 |STR_LEN: 3329 |STR_TIME: 3.978480815887451
> STR_ID: 1h65 |STR_LEN: 1445 |STR_TIME: 1.598154067993164
> STR_ID: 1h66 |STR_LEN: 1801 |STR_TIME: 2.243746757507324
> STR_ID: 1h67 |STR_LEN: 108 |STR_TIME: 7.003039121627808
> STR_ID: 1h68 |STR_LEN: 248 |STR_TIME: 0.4567840099334717
> STR_ID: 1h69 |STR_LEN: 1395 |STR_TIME: 2.2084109783172607
> STR_ID: 1h6a |STR_LEN: 1062 |STR_TIME: 1.4310879707336426
> STR_ID: 1h6b |STR_LEN: 1062 |STR_TIME: 1.4858622550964355
> STR_ID: 1h6c |STR_LEN: 1230 |STR_TIME: 1.5147981643676758
> STR_ID: 1h6d |STR_LEN: 8552 |STR_TIME: 9.19012999534607
> STR_ID: 1h6e |STR_LEN: 229 |STR_TIME: 0.48705005645751953
> STR_ID: 1h6f |STR_LEN: 1030 |STR_TIME: 1.2423710823059082
> STR_ID: 1h6g |STR_LEN: 893 |STR_TIME: 0.9610311985015869
> STR_ID: 1h6h |STR_LEN: 327 |STR_TIME: 0.3501760959625244
> STR_ID: 1h6i |STR_LEN: 225 |STR_TIME: 0.41440510749816895
> STR_ID: 1h6j |STR_LEN: 482 |STR_TIME: 0.17882204055786133
> STR_ID: 1h6k |STR_LEN: 4131 |STR_TIME: 4.88542628288269
> STR_ID: 1h6l |STR_LEN: 507 |STR_TIME: 0.7294049263000488
> STR_ID: 1h6m |STR_LEN: 337 |STR_TIME: 0.5986800193786621
> STR_ID: 1h6n |STR_LEN: 804 |STR_TIME: 0.9965701103210449
> STR_ID: 1h6o |STR_LEN: 195 |STR_TIME: 0.35388803482055664
> STR_ID: 1h6p |STR_LEN: 510 |STR_TIME: 0.7843856811523438
> STR_ID: 1h6q |STR_LEN: 168 |STR_TIME: 0.5650739669799805
> STR_ID: 1h6r |STR_LEN: 1529 |STR_TIME: 1.5018858909606934
> STR_ID: 1h6s |STR_LEN: 289 |STR_TIME: 0.5055170059204102
> STR_ID: 1h6t |STR_LEN: 766 |STR_TIME: 0.67075514793396
> STR_ID: 1h6u |STR_LEN: 711 |STR_TIME: 0.6605448722839355
> STR_ID: 1h6v |STR_LEN: 2948 |STR_TIME: 5.253107070922852
> STR_ID: 1h6w |STR_LEN: 346 |STR_TIME: 0.39107704162597656
> STR_ID: 1h6x |STR_LEN: 269 |STR_TIME: 0.36115574836730957
> STR_ID: 1h6y |STR_LEN: 612 |STR_TIME: 0.6478440761566162
> STR_ID: 2h60 |STR_LEN: 105 |STR_TIME: 4.079469203948975
> STR_ID: 2h61 |STR_LEN: 1364 |STR_TIME: 1.5297327041625977
> STR_ID: 2h62 |STR_LEN: 672 |STR_TIME: 0.8418958187103271
> STR_ID: 2h63 |STR_LEN: 1158 |STR_TIME: 1.9681849479675293
> STR_ID: 2h64 |STR_LEN: 500 |STR_TIME: 0.6255857944488525
> STR_ID: 2h65 |STR_LEN: 564 |STR_TIME: 0.917733907699585
> STR_ID: 2h66 |STR_LEN: 1838 |STR_TIME: 3.062695264816284
> STR_ID: 2h67 |STR_LEN: 51 |STR_TIME: 3.0551438331604004
> STR_ID: 2h68 |STR_LEN: 1191 |STR_TIME: 1.2884581089019775
> STR_ID: 2h6a |STR_LEN: 1214 |STR_TIME: 1.1231131553649902
> STR_ID: 2h6b |STR_LEN: 706 |STR_TIME: 0.9879491329193115
> STR_ID: 2h6c |STR_LEN: 416 |STR_TIME: 0.7543439865112305
> STR_ID: 2h6d |STR_LEN: 419 |STR_TIME: 0.9268248081207275
> STR_ID: 2h6e |STR_LEN: 540 |STR_TIME: 0.6666991710662842
> STR_ID: 2h6f |STR_LEN: 1456 |STR_TIME: 1.6652641296386719
> STR_ID: 2h6g |STR_LEN: 1366 |STR_TIME: 1.5838799476623535
> STR_ID: 2h6h |STR_LEN: 1446 |STR_TIME: 1.5944271087646484
> STR_ID: 2h6i |STR_LEN: 776 |STR_TIME: 1.4481804370880127
> STR_ID: 2h6j |STR_LEN: 3577 |STR_TIME: 5.209896802902222
> STR_ID: 2h6k |STR_LEN: 1324 |STR_TIME: 1.3218300342559814
> STR_ID: 2h6l |STR_LEN: 636 |STR_TIME: 0.8230419158935547
> STR_ID: 2h6m |STR_LEN: 482 |STR_TIME: 0.4906141757965088
> STR_ID: 2h6n |STR_LEN: 1257 |STR_TIME: 1.2456648349761963
> STR_ID: 2h6o |STR_LEN: 541 |STR_TIME: 1.0841667652130127
> STR_ID: 2h6p |STR_LEN: 785 |STR_TIME: 0.9114246368408203
> STR_ID: 2h6q |STR_LEN: 1120 |STR_TIME: 1.2407102584838867
> STR_ID: 2h6r |STR_LEN: 2009 |STR_TIME: 2.7546770572662354
> STR_ID: 2h6s |STR_LEN: 591 |STR_TIME: 0.7214999198913574
> STR_ID: 2h6t |STR_LEN: 665 |STR_TIME: 0.7298152446746826
> STR_ID: 2h6u |STR_LEN: 1510 |STR_TIME: 1.791560173034668
> STR_ID: 2h6v |STR_LEN: 497 |STR_TIME: 0.5551581382751465
> STR_ID: 2h6x |STR_LEN: 301 |STR_TIME: 0.4450199604034424
> STR_ID: 2h6y |STR_LEN: 304 |STR_TIME: 0.4346621036529541
> STR_ID: 2h6z |STR_LEN: 316 |STR_TIME: 0.4421200752258301
> STR_ID: 3h60 |STR_LEN: 1066 |STR_TIME: 1.3459208011627197
> STR_ID: 3h61 |STR_LEN: 1426 |STR_TIME: 2.469304084777832
> STR_ID: 3h62 |STR_LEN: 1336 |STR_TIME: 2.400998830795288
> STR_ID: 3h63 |STR_LEN: 1424 |STR_TIME: 2.4822678565979004
> STR_ID: 3h64 |STR_LEN: 876 |STR_TIME: 1.2682678699493408
> STR_ID: 3h65 |STR_LEN: 453 |STR_TIME: 0.727348804473877
> STR_ID: 3h66 |STR_LEN: 690 |STR_TIME: 1.2275071144104004
> STR_ID: 3h67 |STR_LEN: 1181 |STR_TIME: 2.341278076171875
> STR_ID: 3h68 |STR_LEN: 1249 |STR_TIME: 2.4348549842834473
> STR_ID: 3h69 |STR_LEN: 977 |STR_TIME: 1.2710270881652832
> STR_ID: 3h6a |STR_LEN: 520 |STR_TIME: 1.2661340236663818
> STR_ID: 3h6c |STR_LEN: 111 |STR_TIME: 0.18474817276000977
> STR_ID: 3h6d |STR_LEN: 238 |STR_TIME: 0.33623695373535156
> STR_ID: 3h6e |STR_LEN: 1246 |STR_TIME: 1.7058391571044922
> STR_ID: 3h6f |STR_LEN: 7853 |STR_TIME: 10.898894786834717
> STR_ID: 3h6g |STR_LEN: 816 |STR_TIME: 1.4928808212280273
> STR_ID: 3h6h |STR_LEN: 772 |STR_TIME: 1.404594898223877
> STR_ID: 3h6i |STR_LEN: 8526 |STR_TIME: 10.94615888595581
> STR_ID: 3h6j |STR_LEN: 1346 |STR_TIME: 1.0544190406799316
> STR_ID: 3h6k |STR_LEN: 1194 |STR_TIME: 1.9982099533081055
> STR_ID: 3h6m |STR_LEN: 247 |STR_TIME: 0.3351268768310547
> STR_ID: 3h6n |STR_LEN: 118 |STR_TIME: 0.39953112602233887
> STR_ID: 3h6o |STR_LEN: 2320 |STR_TIME: 3.424286127090454
> STR_ID: 3h6p |STR_LEN: 381 |STR_TIME: 0.4787898063659668
> STR_ID: 3h6q |STR_LEN: 489 |STR_TIME: 0.5191118717193604
> STR_ID: 3h6r |STR_LEN: 582 |STR_TIME: 0.6458039283752441
> STR_ID: 3h6s |STR_LEN: 2351 |STR_TIME: 2.7737221717834473
> STR_ID: 3h6t |STR_LEN: 1845 |STR_TIME: 1.7965137958526611
> STR_ID: 3h6u |STR_LEN: 657 |STR_TIME: 0.633112907409668
> STR_ID: 3h6v |STR_LEN: 1194 |STR_TIME: 1.1508443355560303
> STR_ID: 3h6w |STR_LEN: 1216 |STR_TIME: 2.048011064529419
> STR_ID: 3h6x |STR_LEN: 1075 |STR_TIME: 0.9105620384216309
> STR_ID: 3h6z |STR_LEN: 943 |STR_TIME: 1.6971948146820068
> STR_ID: 4h60 |STR_LEN: 235 |STR_TIME: 0.29378771781921387
> STR_ID: 4h61 |STR_LEN: 272 |STR_TIME: 0.9867510795593262
> STR_ID: 4h62 |STR_LEN: 313 |STR_TIME: 1.095750093460083
> STR_ID: 4h63 |STR_LEN: 1136 |STR_TIME: 3.7673439979553223
> STR_ID: 4h65 |STR_LEN: 690 |STR_TIME: 1.1117348670959473
> STR_ID: 4h67 |STR_LEN: 2755 |STR_TIME: 4.740825176239014
> STR_ID: 4h69 |STR_LEN: 2032 |STR_TIME: 3.7129249572753906
> STR_ID: 4h6a |STR_LEN: 1754 |STR_TIME: 3.595554828643799
> STR_ID: 4h6b |STR_LEN: 4769 |STR_TIME: 8.373750925064087
> STR_ID: 4h6c |STR_LEN: 4741 |STR_TIME: 8.342719078063965
> STR_ID: 4h6d |STR_LEN: 2606 |STR_TIME: 4.720549821853638
> STR_ID: 4h6e |STR_LEN: 801 |STR_TIME: 1.3827488422393799
> STR_ID: 4h6h |STR_LEN: 382 |STR_TIME: 0.6183300018310547
> STR_ID: 4h6i |STR_LEN: 231 |STR_TIME: 0.43961215019226074
> STR_ID: 4h6j |STR_LEN: 371 |STR_TIME: 0.4781031608581543
> STR_ID: 4h6k |STR_LEN: 717 |STR_TIME: 1.5588462352752686
> STR_ID: 4h6o |STR_LEN: 492 |STR_TIME: 1.4715049266815186
> STR_ID: 4h6p |STR_LEN: 2601 |STR_TIME: 7.046464920043945
> STR_ID: 4h6q |STR_LEN: 1042 |STR_TIME: 2.2020809650421143
> STR_ID: 4h6r |STR_LEN: 850 |STR_TIME: 1.8131442070007324
> STR_ID: 4h6s |STR_LEN: 386 |STR_TIME: 1.009916067123413
> STR_ID: 4h6t |STR_LEN: 363 |STR_TIME: 0.5893208980560303
> STR_ID: 4h6u |STR_LEN: 371 |STR_TIME: 1.1694400310516357
> STR_ID: 4h6v |STR_LEN: 509 |STR_TIME: 0.5478169918060303
> STR_ID: 4h6w |STR_LEN: 708 |STR_TIME: 0.966806173324585
> STR_ID: 4h6x |STR_LEN: 1047 |STR_TIME: 1.2524440288543701
> STR_ID: 4h6y |STR_LEN: 810 |STR_TIME: 2.4718198776245117
> STR_ID: 4h6z |STR_LEN: 309 |STR_TIME: 0.6153531074523926
> STR_ID: 5h64 |STR_LEN: 6430 |STR_TIME: 11.268984079360962
> STR_ID: 5h65 |STR_LEN: 483 |STR_TIME: 0.6570839881896973
> STR_ID: 5h66 |STR_LEN: 578 |STR_TIME: 0.9055709838867188
> STR_ID: 5h67 |STR_LEN: 631 |STR_TIME: 1.0049080848693848
> STR_ID: 5h68 |STR_LEN: 903 |STR_TIME: 1.4402248859405518
> STR_ID: 5h69 |STR_LEN: 669 |STR_TIME: 1.0097191333770752
> STR_ID: 5h6h |STR_LEN: 1111 |STR_TIME: 1.2030341625213623
> STR_ID: 5h6q |STR_LEN: 854 |STR_TIME: 1.529059886932373
> STR_ID: 5h6r |STR_LEN: 880 |STR_TIME: 1.5610051155090332
> STR_ID: 5h6s |STR_LEN: 2556 |STR_TIME: 3.2257397174835205
> STR_ID: 5h6t |STR_LEN: 1603 |STR_TIME: 1.79982590675354
> STR_ID: 5h6w |STR_LEN: 611 |STR_TIME: 0.975100040435791
>> FINISH_DIR: ./data/h/h6/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'> |STR_COUNT: 1077 |DIR_TIME: 265.580041885376 

>> START_DIR: ./data/h/h7/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1h70 |STR_LEN: 400 |STR_TIME: 0.5500848293304443
> STR_ID: 1h71 |STR_LEN: 749 |STR_TIME: 0.9212639331817627
> STR_ID: 1h72 |STR_LEN: 607 |STR_TIME: 0.648798942565918
> STR_ID: 1h73 |STR_LEN: 547 |STR_TIME: 0.6409478187561035
> STR_ID: 1h74 |STR_LEN: 1634 |STR_TIME: 2.2250680923461914
> STR_ID: 1h75 |STR_LEN: 157 |STR_TIME: 0.2013998031616211
> STR_ID: 1h76 |STR_LEN: 1176 |STR_TIME: 1.3415448665618896
> STR_ID: 1h78 |STR_LEN: 633 |STR_TIME: 1.0599589347839355
> STR_ID: 1h79 |STR_LEN: 587 |STR_TIME: 1.0711321830749512
> STR_ID: 1h7a |STR_LEN: 624 |STR_TIME: 1.0457661151885986
> STR_ID: 1h7b |STR_LEN: 645 |STR_TIME: 1.0663211345672607
> STR_ID: 1h7c |STR_LEN: 235 |STR_TIME: 0.2776968479156494
> STR_ID: 1h7d |STR_LEN: 49 |STR_TIME: 4.2985711097717285
> STR_ID: 1h7e |STR_LEN: 950 |STR_TIME: 1.033545970916748
> STR_ID: 1h7f |STR_LEN: 812 |STR_TIME: 0.9581589698791504
> STR_ID: 1h7g |STR_LEN: 911 |STR_TIME: 0.9809999465942383
> STR_ID: 1h7h |STR_LEN: 806 |STR_TIME: 1.0020432472229004
> STR_ID: 1h7i |STR_LEN: 274 |STR_TIME: 0.35804009437561035
> STR_ID: 1h7j |STR_LEN: 26 |STR_TIME: 1.1708908081054688
> STR_ID: 1h7k |STR_LEN: 647 |STR_TIME: 1.016334056854248
> STR_ID: 1h7l |STR_LEN: 368 |STR_TIME: 0.5349767208099365
> STR_ID: 1h7m |STR_LEN: 219 |STR_TIME: 0.2428112030029297
> STR_ID: 1h7n |STR_LEN: 724 |STR_TIME: 0.7739808559417725
> STR_ID: 1h7o |STR_LEN: 770 |STR_TIME: 0.789435863494873
> STR_ID: 1h7p |STR_LEN: 691 |STR_TIME: 0.7389211654663086
> STR_ID: 1h7q |STR_LEN: 423 |STR_TIME: 0.5526700019836426
> STR_ID: 1h7r |STR_LEN: 626 |STR_TIME: 0.7057080268859863
> STR_ID: 1h7s |STR_LEN: 913 |STR_TIME: 1.2316911220550537
> STR_ID: 1h7t |STR_LEN: 694 |STR_TIME: 0.9341521263122559
> STR_ID: 1h7u |STR_LEN: 645 |STR_TIME: 1.1500239372253418
> STR_ID: 1h7v |STR_LEN: 61 |STR_TIME: 5.298331022262573
> STR_ID: 1h7w |STR_LEN: 8730 |STR_TIME: 8.501757860183716
> STR_ID: 1h7x |STR_LEN: 8394 |STR_TIME: 8.461804151535034
> STR_ID: 1h7y |STR_LEN: 168 |STR_TIME: 8.11999225616455
> STR_ID: 1h7z |STR_LEN: 1472 |STR_TIME: 1.3194611072540283
> STR_ID: 2h70 |STR_LEN: 278 |STR_TIME: 0.438446044921875
> STR_ID: 2h71 |STR_LEN: 312 |STR_TIME: 0.46967291831970215
> STR_ID: 2h72 |STR_LEN: 297 |STR_TIME: 0.4393768310546875
