>> START_DIR: ./data/j/j0/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1j00 |STR_LEN: 270 |STR_TIME: 0.39264512062072754
> STR_ID: 3j9x |STR_LEN: 8120 |STR_TIME: 15.555382013320923
> STR_ID: 3j9y |STR_LEN: 11302 |STR_TIME: 35.46653914451599
> STR_ID: 3j9z |STR_LEN: 11843 |STR_TIME: 37.648653745651245
> STR_ID: 4j90 |STR_LEN: 439 |STR_TIME: 1.5279860496520996
> STR_ID: 4j91 |STR_LEN: 848 |STR_TIME: 2.619086980819702
> STR_ID: 4j93 |STR_LEN: 296 |STR_TIME: 0.8798882961273193
> STR_ID: 4j94 |STR_LEN: 801 |STR_TIME: 1.274021863937378
> STR_ID: 4j95 |STR_LEN: 1231 |STR_TIME: 3.675487995147705
> STR_ID: 4j96 |STR_LEN: 797 |STR_TIME: 2.1091017723083496
> STR_ID: 4j97 |STR_LEN: 1271 |STR_TIME: 3.814065933227539
> STR_ID: 4j98 |STR_LEN: 844 |STR_TIME: 2.1300370693206787
> STR_ID: 4j99 |STR_LEN: 1642 |STR_TIME: 4.0342090129852295
> STR_ID: 4j9a |STR_LEN: 1061 |STR_TIME: 1.864130973815918
> STR_ID: 4j9b |STR_LEN: 99 |STR_TIME: 0.3214700222015381
> STR_ID: 4j9c |STR_LEN: 151 |STR_TIME: 0.4030630588531494
> STR_ID: 4j9d |STR_LEN: 405 |STR_TIME: 1.0001728534698486
> STR_ID: 4j9e |STR_LEN: 381 |STR_TIME: 0.9940891265869141
> STR_ID: 4j9f |STR_LEN: 436 |STR_TIME: 1.005336046218872
> STR_ID: 4j9g |STR_LEN: 296 |STR_TIME: 0.7053630352020264
> STR_ID: 4j9h |STR_LEN: 794 |STR_TIME: 1.968492031097412
> STR_ID: 4j9i |STR_LEN: 273 |STR_TIME: 0.4551517963409424
> STR_ID: 4j9j |STR_LEN: 374 |STR_TIME: 0.45825791358947754
> STR_ID: 4j9k |STR_LEN: 720 |STR_TIME: 1.0384769439697266
> STR_ID: 4j9l |STR_LEN: 830 |STR_TIME: 1.023972988128662
> STR_ID: 4j9m |STR_LEN: 642 |STR_TIME: 1.00950288772583
> STR_ID: 4j9n |STR_LEN: 779 |STR_TIME: 1.0363731384277344
> STR_ID: 4j9o |STR_LEN: 540 |STR_TIME: 0.9488990306854248
> STR_ID: 4j9p |STR_LEN: 583 |STR_TIME: 0.8997492790222168
> STR_ID: 4j9q |STR_LEN: 660 |STR_TIME: 0.9945499897003174
> STR_ID: 4j9r |STR_LEN: 536 |STR_TIME: 0.9941339492797852
> STR_ID: 4j9s |STR_LEN: 701 |STR_TIME: 0.9584701061248779
> STR_ID: 4j9t |STR_LEN: 884 |STR_TIME: 1.3344347476959229
> STR_ID: 4j9u |STR_LEN: 3671 |STR_TIME: 11.383583068847656
> STR_ID: 4j9v |STR_LEN: 928 |STR_TIME: 2.8822689056396484
> STR_ID: 4j9w |STR_LEN: 1164 |STR_TIME: 2.038696050643921
> STR_ID: 4j9x |STR_LEN: 1254 |STR_TIME: 2.075700283050537
> STR_ID: 4j9y |STR_LEN: 562 |STR_TIME: 1.0177416801452637
> STR_ID: 4j9z |STR_LEN: 407 |STR_TIME: 0.9603099822998047
> STR_ID: 5j90 |STR_LEN: 2489 |STR_TIME: 2.0897791385650635
> STR_ID: 5j91 |STR_LEN: 29007 |STR_TIME: 132.65106892585754
> STR_ID: 5j92 |STR_LEN: 2152 |STR_TIME: 4.106137752532959
> STR_ID: 5j93 |STR_LEN: 529 |STR_TIME: 0.8705358505249023
> STR_ID: 5j94 |STR_LEN: 357 |STR_TIME: 0.5020959377288818
> STR_ID: 5j95 |STR_LEN: 593 |STR_TIME: 1.9486160278320312
> STR_ID: 5j96 |STR_LEN: 902 |STR_TIME: 2.0782949924468994
> STR_ID: 5j98 |STR_LEN: 998 |STR_TIME: 1.6971561908721924
> STR_ID: 5j99 |STR_LEN: 574 |STR_TIME: 1.2909789085388184
> STR_ID: 5j9a |STR_LEN: 509 |STR_TIME: 1.3085877895355225
> STR_ID: 5j9b |STR_LEN: 595 |STR_TIME: 0.6789979934692383
> STR_ID: 5j9c |STR_LEN: 696 |STR_TIME: 1.2377748489379883
> STR_ID: 5j9f |STR_LEN: 254 |STR_TIME: 0.733191967010498
> STR_ID: 5j9g |STR_LEN: 765 |STR_TIME: 2.1207051277160645
> STR_ID: 5j9h |STR_LEN: 427 |STR_TIME: 1.3165161609649658
> STR_ID: 5j9i |STR_LEN: 774 |STR_TIME: 2.485507011413574
> STR_ID: 5j9l |STR_LEN: 297 |STR_TIME: 1.0473980903625488
> STR_ID: 5j9m |STR_LEN: 772 |STR_TIME: 1.3069970607757568
> STR_ID: 5j9n |STR_LEN: 580 |STR_TIME: 1.1631889343261719
> STR_ID: 5j9o |STR_LEN: 668 |STR_TIME: 1.242084264755249
> STR_ID: 5j9p |STR_LEN: 569 |STR_TIME: 0.9562671184539795
> STR_ID: 5j9q |STR_LEN: 2356 |STR_TIME: 7.930707216262817
> STR_ID: 5j9s |STR_LEN: 211 |STR_TIME: 0.3981451988220215
> STR_ID: 5j9t |STR_LEN: 2520 |STR_TIME: 7.5919859409332275
> STR_ID: 5j9u |STR_LEN: 2353 |STR_TIME: 7.922159671783447
> STR_ID: 5j9v |STR_LEN: 546 |STR_TIME: 0.8809049129486084
> STR_ID: 5j9w |STR_LEN: 2223 |STR_TIME: 7.549123764038086
> STR_ID: 5j9y |STR_LEN: 313 |STR_TIME: 0.6174888610839844
> STR_ID: 5j9z |STR_LEN: 313 |STR_TIME: 0.6011669635772705
>> FINISH_DIR: ./data/j/j9/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'> |STR_COUNT: 1478 |DIR_TIME: 795.0694050788879 

>> START_DIR: ./data/j/ja/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1ja0 |STR_LEN: 1301 |STR_TIME: 1.9982006549835205
> STR_ID: 1ja1 |STR_LEN: 2363 |STR_TIME: 2.576737642288208
> STR_ID: 1ja2 |STR_LEN: 129 |STR_TIME: 0.24977421760559082
> STR_ID: 1ja3 |STR_LEN: 228 |STR_TIME: 0.44893407821655273
> STR_ID: 1ja4 |STR_LEN: 129 |STR_TIME: 0.2541539669036865
> STR_ID: 1ja6 |STR_LEN: 129 |STR_TIME: 0.24156785011291504
> STR_ID: 1ja7 |STR_LEN: 130 |STR_TIME: 0.29324913024902344
> STR_ID: 1ja8 |STR_LEN: 760 |STR_TIME: 0.7969517707824707
> STR_ID: 1ja9 |STR_LEN: 479 |STR_TIME: 0.5453481674194336
> STR_ID: 1jaa |STR_LEN: 14 |STR_TIME: 1.9423739910125732
> STR_ID: 1jab |STR_LEN: 125 |STR_TIME: 0.16059589385986328
> STR_ID: 1jac |STR_LEN: 919 |STR_TIME: 1.0942740440368652
> STR_ID: 1jad |STR_LEN: 628 |STR_TIME: 0.9461619853973389
> STR_ID: 1jae |STR_LEN: 734 |STR_TIME: 0.8803660869598389
> STR_ID: 1jaf |STR_LEN: 313 |STR_TIME: 0.4525487422943115
> STR_ID: 1jah |STR_LEN: 193 |STR_TIME: 0.33704495429992676
> STR_ID: 1jai |STR_LEN: 209 |STR_TIME: 0.3441438674926758
> STR_ID: 1jaj |STR_LEN: 174 |STR_TIME: 15.141824007034302
> STR_ID: 1jak |STR_LEN: 1036 |STR_TIME: 1.0886340141296387
> STR_ID: 1jal |STR_LEN: 1167 |STR_TIME: 1.282688856124878
> STR_ID: 1jam |STR_LEN: 424 |STR_TIME: 0.6479039192199707
> STR_ID: 1jan |STR_LEN: 280 |STR_TIME: 0.4516470432281494
> STR_ID: 1jao |STR_LEN: 258 |STR_TIME: 0.46350789070129395
> STR_ID: 1jap |STR_LEN: 313 |STR_TIME: 0.3569810390472412
> STR_ID: 1jaq |STR_LEN: 252 |STR_TIME: 0.5970058441162109
> STR_ID: 1jar |STR_LEN: 14 |STR_TIME: 1.8581640720367432
> STR_ID: 1jas |STR_LEN: 152 |STR_TIME: 9.441313028335571
> STR_ID: 1jat |STR_LEN: 560 |STR_TIME: 0.6262426376342773
> STR_ID: 1jau |STR_LEN: 20 |STR_TIME: 2.765181303024292
> STR_ID: 1jav |STR_LEN: 20 |STR_TIME: 0.11073112487792969
> STR_ID: 1jaw |STR_LEN: 705 |STR_TIME: 0.8748657703399658
> STR_ID: 1jax |STR_LEN: 697 |STR_TIME: 0.9823417663574219
> STR_ID: 1jay |STR_LEN: 754 |STR_TIME: 0.8896641731262207
> STR_ID: 1jaz |STR_LEN: 751 |STR_TIME: 1.053102970123291
> STR_ID: 2ja1 |STR_LEN: 216 |STR_TIME: 0.3972032070159912
> STR_ID: 2ja2 |STR_LEN: 893 |STR_TIME: 0.9957249164581299
> STR_ID: 2ja3 |STR_LEN: 1016 |STR_TIME: 1.8223402500152588
> STR_ID: 2ja4 |STR_LEN: 159 |STR_TIME: 0.23445701599121094
> STR_ID: 2ja5 |STR_LEN: 3958 |STR_TIME: 7.411233901977539
> STR_ID: 2ja6 |STR_LEN: 3974 |STR_TIME: 7.267054080963135
> STR_ID: 2ja7 |STR_LEN: 7944 |STR_TIME: 14.927170991897583
> STR_ID: 2ja8 |STR_LEN: 3974 |STR_TIME: 7.522762060165405
> STR_ID: 2ja9 |STR_LEN: 271 |STR_TIME: 0.3974142074584961
> STR_ID: 2jaa |STR_LEN: 357 |STR_TIME: 0.6843361854553223
> STR_ID: 2jab |STR_LEN: 861 |STR_TIME: 0.773155927658081
> STR_ID: 2jac |STR_LEN: 174 |STR_TIME: 0.2548689842224121
> STR_ID: 2jad |STR_LEN: 404 |STR_TIME: 0.84073805809021
> STR_ID: 2jae |STR_LEN: 1951 |STR_TIME: 3.431504964828491
> STR_ID: 2jaf |STR_LEN: 315 |STR_TIME: 0.48139214515686035
> STR_ID: 2jag |STR_LEN: 288 |STR_TIME: 0.47955894470214844
> STR_ID: 2jah |STR_LEN: 1479 |STR_TIME: 1.7639479637145996
> STR_ID: 2jai |STR_LEN: 668 |STR_TIME: 1.03798508644104
> STR_ID: 2jaj |STR_LEN: 836 |STR_TIME: 1.0447278022766113
> STR_ID: 2jak |STR_LEN: 344 |STR_TIME: 0.6614248752593994
> STR_ID: 2jal |STR_LEN: 1359 |STR_TIME: 1.7401180267333984
> STR_ID: 2jam |STR_LEN: 895 |STR_TIME: 2.0724799633026123
> STR_ID: 2jan |STR_LEN: 1743 |STR_TIME: 2.802769184112549
> STR_ID: 2jao |STR_LEN: 374 |STR_TIME: 0.46736812591552734
> STR_ID: 2jap |STR_LEN: 1242 |STR_TIME: 1.717806100845337
> STR_ID: 2jaq |STR_LEN: 476 |STR_TIME: 0.86149001121521
> STR_ID: 2jar |STR_LEN: 377 |STR_TIME: 0.8168172836303711
> STR_ID: 2jas |STR_LEN: 1189 |STR_TIME: 2.2276201248168945
> STR_ID: 2jat |STR_LEN: 395 |STR_TIME: 0.7402751445770264
> STR_ID: 2jau |STR_LEN: 402 |STR_TIME: 0.4801981449127197
> STR_ID: 2jav |STR_LEN: 361 |STR_TIME: 0.5242710113525391
> STR_ID: 2jaw |STR_LEN: 370 |STR_TIME: 0.44654107093811035
> STR_ID: 2jax |STR_LEN: 265 |STR_TIME: 0.5631468296051025
> STR_ID: 2jay |STR_LEN: 256 |STR_TIME: 0.3685429096221924
> STR_ID: 2jaz |STR_LEN: 734 |STR_TIME: 0.8116176128387451
> STR_ID: 3ja1 |STR_LEN: 11816 |STR_TIME: 40.8440101146698
> STR_ID: 3ja4 |STR_LEN: 1068 |STR_TIME: 0.49596428871154785
> STR_ID: 3ja5 |STR_LEN: 1074 |STR_TIME: 0.4828338623046875
> STR_ID: 3ja6 |STR_LEN: 5010 |STR_TIME: 16.230234146118164
> STR_ID: 3ja7 |STR_LEN: 5136 |STR_TIME: 9.022253036499023
> STR_ID: 3ja8 |STR_LEN: 3792 |STR_TIME: 7.160146951675415
> STR_ID: 3ja9 |STR_LEN: 909 |STR_TIME: 1.3866550922393799
> STR_ID: 3jaa |STR_LEN: 863 |STR_TIME: 1.057394027709961
> STR_ID: 3jab |STR_LEN: 2228 |STR_TIME: 4.000545978546143
> STR_ID: 3jac |STR_LEN: 2754 |STR_TIME: 4.442874908447266
> STR_ID: 3jad |STR_LEN: 1700 |STR_TIME: 2.840282678604126
> STR_ID: 3jae |STR_LEN: 1700 |STR_TIME: 2.952476978302002
> STR_ID: 3jaf |STR_LEN: 1725 |STR_TIME: 3.0374860763549805
> STR_ID: 3jag |STR_LEN: 18693 |STR_TIME: 53.93853783607483
> STR_ID: 3jah |STR_LEN: 18691 |STR_TIME: 53.58919310569763
> STR_ID: 3jai |STR_LEN: 18691 |STR_TIME: 54.71227288246155
> STR_ID: 3jaj |STR_LEN: 18672 |STR_TIME: 54.686161041259766
> STR_ID: 3jak |STR_LEN: 5446 |STR_TIME: 9.655951023101807
> STR_ID: 3jal |STR_LEN: 5446 |STR_TIME: 10.28561282157898
> STR_ID: 3jam |STR_LEN: 6919 |STR_TIME: 18.436702013015747
> STR_ID: 3jan |STR_LEN: 18641 |STR_TIME: 54.727940797805786
> STR_ID: 3jao |STR_LEN: 866 |STR_TIME: 1.71262788772583
> STR_ID: 3jap |STR_LEN: 9396 |STR_TIME: 23.17789912223816
> STR_ID: 3jaq |STR_LEN: 8357 |STR_TIME: 20.938796997070312
> STR_ID: 3jar |STR_LEN: 5446 |STR_TIME: 9.697292804718018
> STR_ID: 3jas |STR_LEN: 5142 |STR_TIME: 9.009723901748657
> STR_ID: 3jat |STR_LEN: 5148 |STR_TIME: 9.300114870071411
> STR_ID: 3jau |STR_LEN: 245 |STR_TIME: 0.49949216842651367
> STR_ID: 3jav |STR_LEN: 9308 |STR_TIME: 10.953643798828125
> STR_ID: 3jaw |STR_LEN: 1728 |STR_TIME: 3.1324682235717773
> STR_ID: 3jax |STR_LEN: 2566 |STR_TIME: 5.458410978317261
> STR_ID: 3jay |STR_LEN: 4088 |STR_TIME: 7.5121750831604
> STR_ID: 3jaz |STR_LEN: 4082 |STR_TIME: 7.271728277206421
> STR_ID: 4ja0 |STR_LEN: 1715 |STR_TIME: 2.7682816982269287
> STR_ID: 4ja1 |STR_LEN: 461 |STR_TIME: 1.1794512271881104
> STR_ID: 4ja2 |STR_LEN: 216 |STR_TIME: 0.28412795066833496
> STR_ID: 4ja3 |STR_LEN: 870 |STR_TIME: 2.613226890563965
> STR_ID: 4ja4 |STR_LEN: 1318 |STR_TIME: 2.323732852935791
> STR_ID: 4ja7 |STR_LEN: 574 |STR_TIME: 1.5350208282470703
> STR_ID: 4ja8 |STR_LEN: 1577 |STR_TIME: 1.7273941040039062
> STR_ID: 4ja9 |STR_LEN: 532 |STR_TIME: 1.5611820220947266
> STR_ID: 4jaa |STR_LEN: 468 |STR_TIME: 1.2442920207977295
> STR_ID: 4jab |STR_LEN: 21 |STR_TIME: 0.1775062084197998
> STR_ID: 4jac |STR_LEN: 524 |STR_TIME: 0.6319971084594727
> STR_ID: 4jad |STR_LEN: 1382 |STR_TIME: 1.6046793460845947
> STR_ID: 4jae |STR_LEN: 1085 |STR_TIME: 1.526426076889038
> STR_ID: 4jaf |STR_LEN: 1293 |STR_TIME: 1.6327488422393799
> STR_ID: 4jag |STR_LEN: 1434 |STR_TIME: 1.6785202026367188
> STR_ID: 4jah |STR_LEN: 193 |STR_TIME: 0.30707597732543945
> STR_ID: 4jai |STR_LEN: 252 |STR_TIME: 0.9021201133728027
> STR_ID: 4jaj |STR_LEN: 276 |STR_TIME: 0.9181630611419678
> STR_ID: 4jak |STR_LEN: 524 |STR_TIME: 0.6224980354309082
> STR_ID: 4jal |STR_LEN: 364 |STR_TIME: 0.5917799472808838
> STR_ID: 4jam |STR_LEN: 1608 |STR_TIME: 4.112253904342651
> STR_ID: 4jan |STR_LEN: 1200 |STR_TIME: 5.360858917236328
> STR_ID: 4jao |STR_LEN: 1797 |STR_TIME: 2.400606155395508
> STR_ID: 4jap |STR_LEN: 1601 |STR_TIME: 2.445904016494751
> STR_ID: 4jaq |STR_LEN: 2240 |STR_TIME: 2.525413990020752
> STR_ID: 4jar |STR_LEN: 1409 |STR_TIME: 2.326127052307129
> STR_ID: 4jas |STR_LEN: 374 |STR_TIME: 0.6807432174682617
> STR_ID: 4jat |STR_LEN: 1706 |STR_TIME: 2.3914761543273926
> STR_ID: 4jau |STR_LEN: 276 |STR_TIME: 0.8043637275695801
> STR_ID: 4jav |STR_LEN: 756 |STR_TIME: 1.344588041305542
> STR_ID: 4jaw |STR_LEN: 1679 |STR_TIME: 2.3941810131073
> STR_ID: 4jax |STR_LEN: 3200 |STR_TIME: 8.81005597114563
> STR_ID: 4jay |STR_LEN: 1708 |STR_TIME: 4.451788902282715
> STR_ID: 4jaz |STR_LEN: 668 |STR_TIME: 1.1031591892242432
> STR_ID: 5ja0 |STR_LEN: 515 |STR_TIME: 1.1784260272979736
> STR_ID: 5ja1 |STR_LEN: 1348 |STR_TIME: 4.103813886642456
> STR_ID: 5ja2 |STR_LEN: 1324 |STR_TIME: 4.092950105667114
> STR_ID: 5ja3 |STR_LEN: 683 |STR_TIME: 1.3025240898132324
> STR_ID: 5ja4 |STR_LEN: 463 |STR_TIME: 1.2585148811340332
> STR_ID: 5ja7 |STR_LEN: 896 |STR_TIME: 0.9315972328186035
> STR_ID: 5ja8 |STR_LEN: 1068 |STR_TIME: 2.6400339603424072
> STR_ID: 5ja9 |STR_LEN: 608 |STR_TIME: 1.3967101573944092
> STR_ID: 5jaa |STR_LEN: 407 |STR_TIME: 1.25382399559021
> STR_ID: 5jab |STR_LEN: 1185 |STR_TIME: 1.213716983795166
> STR_ID: 5jac |STR_LEN: 544 |STR_TIME: 0.8667690753936768
> STR_ID: 5jad |STR_LEN: 518 |STR_TIME: 1.3245837688446045
> STR_ID: 5jae |STR_LEN: 1065 |STR_TIME: 3.224248170852661
> STR_ID: 5jaf |STR_LEN: 498 |STR_TIME: 1.6594359874725342
> STR_ID: 5jag |STR_LEN: 512 |STR_TIME: 1.6389577388763428
> STR_ID: 5jah |STR_LEN: 656 |STR_TIME: 1.3574457168579102
> STR_ID: 5jai |STR_LEN: 756 |STR_TIME: 2.2231478691101074
> STR_ID: 5jaj |STR_LEN: 1245 |STR_TIME: 2.8537237644195557
> STR_ID: 5jak |STR_LEN: 235 |STR_TIME: 0.5677130222320557
> STR_ID: 5jal |STR_LEN: 718 |STR_TIME: 1.373967170715332
> STR_ID: 5jam |STR_LEN: 511 |STR_TIME: 2.1326470375061035
> STR_ID: 5jan |STR_LEN: 506 |STR_TIME: 1.2908282279968262
> STR_ID: 5jao |STR_LEN: 920 |STR_TIME: 1.434605598449707
> STR_ID: 5jap |STR_LEN: 740 |STR_TIME: 1.3871123790740967
> STR_ID: 5jaq |STR_LEN: 713 |STR_TIME: 2.29117488861084
> STR_ID: 5jar |STR_LEN: 991 |STR_TIME: 1.4389088153839111
> STR_ID: 5jas |STR_LEN: 926 |STR_TIME: 1.3979687690734863
> STR_ID: 5jat |STR_LEN: 966 |STR_TIME: 1.3957700729370117
> STR_ID: 5jau |STR_LEN: 917 |STR_TIME: 1.4300060272216797
> STR_ID: 5jav |STR_LEN: 203 |STR_TIME: 0.6035549640655518
> STR_ID: 5jaw |STR_LEN: 5919 |STR_TIME: 7.1281468868255615
> STR_ID: 5jax |STR_LEN: 261 |STR_TIME: 0.7548151016235352
> STR_ID: 5jay |STR_LEN: 1294 |STR_TIME: 2.3762640953063965
> STR_ID: 5jaz |STR_LEN: 1405 |STR_TIME: 1.7171709537506104
>> FINISH_DIR: ./data/j/ja/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'> |STR_COUNT: 1648 |DIR_TIME: 767.2769260406494 

>> START_DIR: ./data/j/jb/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1jb0 |STR_LEN: 2572 |STR_TIME: 5.608173131942749
> STR_ID: 1jb1 |STR_LEN: 212 |STR_TIME: 0.3441290855407715
> STR_ID: 1jb2 |STR_LEN: 363 |STR_TIME: 0.4904618263244629
> STR_ID: 1jb3 |STR_LEN: 311 |STR_TIME: 0.3098108768463135
> STR_ID: 1jb4 |STR_LEN: 429 |STR_TIME: 0.5111818313598633
> STR_ID: 1jb5 |STR_LEN: 358 |STR_TIME: 0.49718809127807617
> STR_ID: 1jb6 |STR_LEN: 116 |STR_TIME: 0.16095495223999023
> STR_ID: 1jb7 |STR_LEN: 1220 |STR_TIME: 1.6226489543914795
> STR_ID: 1jb8 |STR_LEN: 86 |STR_TIME: 0.14804291725158691
> STR_ID: 1jb9 |STR_LEN: 584 |STR_TIME: 0.7144796848297119
> STR_ID: 1jba |STR_LEN: 192 |STR_TIME: 13.680260181427002
> STR_ID: 1jbb |STR_LEN: 426 |STR_TIME: 0.5924520492553711
> STR_ID: 1jbc |STR_LEN: 526 |STR_TIME: 0.5292789936065674
> STR_ID: 1jbd |STR_LEN: 88 |STR_TIME: 0.3051776885986328
> STR_ID: 1jbe |STR_LEN: 331 |STR_TIME: 0.3494679927825928
> STR_ID: 1jbf |STR_LEN: 16 |STR_TIME: 1.0745480060577393
> STR_ID: 1jbg |STR_LEN: 122 |STR_TIME: 0.2271130084991455
> STR_ID: 1jbh |STR_LEN: 135 |STR_TIME: 8.727628707885742
> STR_ID: 1jbi |STR_LEN: 100 |STR_TIME: 5.840598821640015
> STR_ID: 1jbj |STR_LEN: 186 |STR_TIME: 10.6039559841156
> STR_ID: 1jbk |STR_LEN: 486 |STR_TIME: 0.47066402435302734
> STR_ID: 1jbl |STR_LEN: 14 |STR_TIME: 0.8061718940734863
> STR_ID: 1jbm |STR_LEN: 810 |STR_TIME: 1.1679842472076416
> STR_ID: 1jbn |STR_LEN: 14 |STR_TIME: 0.8354849815368652
> STR_ID: 1jbo |STR_LEN: 811 |STR_TIME: 1.192610740661621
> STR_ID: 1jbp |STR_LEN: 532 |STR_TIME: 0.7286288738250732
> STR_ID: 1jbq |STR_LEN: 2256 |STR_TIME: 3.721925973892212
> STR_ID: 1jbr |STR_LEN: 533 |STR_TIME: 0.923579216003418
> STR_ID: 1jbs |STR_LEN: 703 |STR_TIME: 0.9614038467407227
> STR_ID: 1jbt |STR_LEN: 362 |STR_TIME: 0.851891040802002
> STR_ID: 1jbu |STR_LEN: 508 |STR_TIME: 0.6662862300872803
> STR_ID: 1jbv |STR_LEN: 714 |STR_TIME: 0.8482491970062256
> STR_ID: 1jbw |STR_LEN: 802 |STR_TIME: 0.9516468048095703
> STR_ID: 1jby |STR_LEN: 338 |STR_TIME: 0.45415496826171875
> STR_ID: 1jbz |STR_LEN: 431 |STR_TIME: 0.5010900497436523
> STR_ID: 2jb0 |STR_LEN: 401 |STR_TIME: 0.476564884185791
> STR_ID: 2jb1 |STR_LEN: 2092 |STR_TIME: 3.570186138153076
> STR_ID: 2jb2 |STR_LEN: 1671 |STR_TIME: 3.4372899532318115
> STR_ID: 2jb3 |STR_LEN: 1945 |STR_TIME: 3.479887008666992
> STR_ID: 2jb4 |STR_LEN: 737 |STR_TIME: 1.2433810234069824
> STR_ID: 2jb5 |STR_LEN: 477 |STR_TIME: 0.7629477977752686
> STR_ID: 2jb6 |STR_LEN: 870 |STR_TIME: 1.559513807296753
> STR_ID: 2jb7 |STR_LEN: 807 |STR_TIME: 0.9964749813079834
> STR_ID: 2jb8 |STR_LEN: 492 |STR_TIME: 0.5812029838562012
> STR_ID: 2jb9 |STR_LEN: 413 |STR_TIME: 0.5112872123718262
> STR_ID: 2jba |STR_LEN: 552 |STR_TIME: 0.5808031558990479
> STR_ID: 2jbf |STR_LEN: 1976 |STR_TIME: 3.614171266555786
> STR_ID: 2jbg |STR_LEN: 736 |STR_TIME: 0.859976053237915
> STR_ID: 2jbh |STR_LEN: 732 |STR_TIME: 0.8790891170501709
> STR_ID: 2jbj |STR_LEN: 1107 |STR_TIME: 1.3291361331939697
> STR_ID: 2jbk |STR_LEN: 726 |STR_TIME: 1.268665075302124
> STR_ID: 2jbl |STR_LEN: 1552 |STR_TIME: 2.473335027694702
> STR_ID: 2jbm |STR_LEN: 6490 |STR_TIME: 6.39378809928894
> STR_ID: 2jbo |STR_LEN: 307 |STR_TIME: 0.5955052375793457
> STR_ID: 2jbp |STR_LEN: 3361 |STR_TIME: 6.159564971923828
> STR_ID: 2jbr |STR_LEN: 1970 |STR_TIME: 2.8349609375
> STR_ID: 2jbs |STR_LEN: 1602 |STR_TIME: 2.7632791996002197
> STR_ID: 2jbt |STR_LEN: 1630 |STR_TIME: 2.8728630542755127
> STR_ID: 2jbu |STR_LEN: 2026 |STR_TIME: 3.6480867862701416
> STR_ID: 2jbv |STR_LEN: 2034 |STR_TIME: 2.1390180587768555
> STR_ID: 2jbw |STR_LEN: 2401 |STR_TIME: 3.814423084259033
> STR_ID: 2jbx |STR_LEN: 328 |STR_TIME: 0.5418398380279541
> STR_ID: 2jby |STR_LEN: 211 |STR_TIME: 0.3293271064758301
> STR_ID: 2jbz |STR_LEN: 310 |STR_TIME: 0.31154799461364746
> STR_ID: 3jb0 |STR_LEN: 4083 |STR_TIME: 7.450795888900757
> STR_ID: 3jb1 |STR_LEN: 4083 |STR_TIME: 7.493234872817993
> STR_ID: 3jb2 |STR_LEN: 4088 |STR_TIME: 7.644094944000244
> STR_ID: 3jb3 |STR_LEN: 4088 |STR_TIME: 7.433757066726685
> STR_ID: 3jb4 |STR_LEN: 675 |STR_TIME: 1.2582428455352783
> STR_ID: 3jb5 |STR_LEN: 2076 |STR_TIME: 3.3830368518829346
> STR_ID: 3jb6 |STR_LEN: 1733 |STR_TIME: 3.1249899864196777
> STR_ID: 3jb7 |STR_LEN: 1747 |STR_TIME: 3.2339870929718018
> STR_ID: 3jb8 |STR_LEN: 550 |STR_TIME: 0.9258170127868652
> STR_ID: 3jb9 |STR_LEN: 10850 |STR_TIME: 21.06967282295227
> STR_ID: 3jba |STR_LEN: 3098 |STR_TIME: 5.214927911758423
> STR_ID: 3jbb |STR_LEN: 4388 |STR_TIME: 7.141049146652222
> STR_ID: 3jbc |STR_LEN: 984 |STR_TIME: 1.7878828048706055
> STR_ID: 3jbd |STR_LEN: 975 |STR_TIME: 1.673043966293335
> STR_ID: 3jbe |STR_LEN: 982 |STR_TIME: 1.72548508644104
> STR_ID: 3jbf |STR_LEN: 978 |STR_TIME: 1.7886600494384766
> STR_ID: 3jbg |STR_LEN: 976 |STR_TIME: 1.6564390659332275
> STR_ID: 3jbh |STR_LEN: 5260 |STR_TIME: 9.506725072860718
> STR_ID: 3jbi |STR_LEN: 869 |STR_TIME: 1.533113956451416
> STR_ID: 3jbj |STR_LEN: 738 |STR_TIME: 1.269751787185669
> STR_ID: 3jbk |STR_LEN: 869 |STR_TIME: 1.548316240310669
> STR_ID: 3jbl |STR_LEN: 9999 |STR_TIME: 17.708515167236328
> STR_ID: 3jbm |STR_LEN: 526 |STR_TIME: 0.356874942779541
> STR_ID: 3jbn |STR_LEN: 15488 |STR_TIME: 45.772644996643066
> STR_ID: 3jbo |STR_LEN: 15486 |STR_TIME: 45.33484387397766
> STR_ID: 3jbp |STR_LEN: 15486 |STR_TIME: 47.61994481086731
> STR_ID: 3jbq |STR_LEN: 2210 |STR_TIME: 4.332868814468384
> STR_ID: 3jbr |STR_LEN: 2533 |STR_TIME: 4.19977879524231
> STR_ID: 3jbs |STR_LEN: 175 |STR_TIME: 0.33983421325683594
> STR_ID: 3jbt |STR_LEN: 8757 |STR_TIME: 16.566258907318115
> STR_ID: 3jbu |STR_LEN: 10237 |STR_TIME: 34.62761402130127
> STR_ID: 3jbv |STR_LEN: 10447 |STR_TIME: 34.37111711502075
