>> START_DIR: ./data/s/s0/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1s00 |STR_LEN: 1831 |STR_TIME: 3.7484123706817627
> STR_ID: 3s33 |STR_LEN: 765 |STR_TIME: 1.4129829406738281
> STR_ID: 3s34 |STR_LEN: 706 |STR_TIME: 1.4356601238250732
> STR_ID: 3s35 |STR_LEN: 924 |STR_TIME: 1.9687838554382324
> STR_ID: 3s36 |STR_LEN: 540 |STR_TIME: 1.705204963684082
> STR_ID: 3s37 |STR_LEN: 531 |STR_TIME: 1.7013990879058838
> STR_ID: 3s38 |STR_LEN: 761 |STR_TIME: 1.4254300594329834
> STR_ID: 3s39 |STR_LEN: 764 |STR_TIME: 1.3997361660003662
> STR_ID: 3s3a |STR_LEN: 761 |STR_TIME: 1.4793388843536377
> STR_ID: 3s3b |STR_LEN: 761 |STR_TIME: 1.4248168468475342
> STR_ID: 3s3c |STR_LEN: 760 |STR_TIME: 1.4062409400939941
> STR_ID: 3s3d |STR_LEN: 761 |STR_TIME: 1.4084579944610596
> STR_ID: 3s3e |STR_LEN: 743 |STR_TIME: 2.0763649940490723
> STR_ID: 3s3f |STR_LEN: 668 |STR_TIME: 1.9865820407867432
> STR_ID: 3s3g |STR_LEN: 767 |STR_TIME: 0.7629356384277344
> STR_ID: 3s3h |STR_LEN: 657 |STR_TIME: 1.9617600440979004
> STR_ID: 3s3i |STR_LEN: 580 |STR_TIME: 0.7394518852233887
> STR_ID: 3s3j |STR_LEN: 787 |STR_TIME: 1.2845706939697266
> STR_ID: 3s3k |STR_LEN: 599 |STR_TIME: 1.9572689533233643
> STR_ID: 3s3l |STR_LEN: 1106 |STR_TIME: 2.311321973800659
> STR_ID: 3s3m |STR_LEN: 835 |STR_TIME: 1.361495018005371
> STR_ID: 3s3n |STR_LEN: 807 |STR_TIME: 1.3705017566680908
> STR_ID: 3s3o |STR_LEN: 800 |STR_TIME: 1.3932299613952637
> STR_ID: 3s3p |STR_LEN: 672 |STR_TIME: 1.1478981971740723
> STR_ID: 3s3q |STR_LEN: 793 |STR_TIME: 0.6700208187103271
> STR_ID: 3s3r |STR_LEN: 825 |STR_TIME: 2.53357195854187
> STR_ID: 3s3s |STR_LEN: 784 |STR_TIME: 1.2371630668640137
> STR_ID: 3s3t |STR_LEN: 2067 |STR_TIME: 4.334365367889404
> STR_ID: 3s3u |STR_LEN: 1438 |STR_TIME: 2.5230960845947266
> STR_ID: 3s3v |STR_LEN: 344 |STR_TIME: 0.44217801094055176
> STR_ID: 3s3w |STR_LEN: 1454 |STR_TIME: 4.076624870300293
> STR_ID: 3s3x |STR_LEN: 1323 |STR_TIME: 4.334304094314575
> STR_ID: 3s3y |STR_LEN: 161 |STR_TIME: 0.2674548625946045
> STR_ID: 3s3z |STR_LEN: 194 |STR_TIME: 0.2810497283935547
> STR_ID: 4s30 |STR_LEN: 424 |STR_TIME: 0.6758389472961426
> STR_ID: 4s31 |STR_LEN: 557 |STR_TIME: 0.776900053024292
> STR_ID: 4s32 |STR_LEN: 561 |STR_TIME: 0.731328010559082
> STR_ID: 4s33 |STR_LEN: 572 |STR_TIME: 0.7402269840240479
> STR_ID: 4s34 |STR_LEN: 416 |STR_TIME: 0.7129967212677002
> STR_ID: 4s35 |STR_LEN: 754 |STR_TIME: 0.8885409832000732
> STR_ID: 4s36 |STR_LEN: 209 |STR_TIME: 0.39289283752441406
> STR_ID: 4s37 |STR_LEN: 5605 |STR_TIME: 10.635869026184082
> STR_ID: 4s38 |STR_LEN: 792 |STR_TIME: 1.628058910369873
> STR_ID: 4s39 |STR_LEN: 867 |STR_TIME: 1.5737149715423584
> STR_ID: 4s3a |STR_LEN: 724 |STR_TIME: 1.4942519664764404
> STR_ID: 4s3b |STR_LEN: 571 |STR_TIME: 1.3938539028167725
> STR_ID: 4s3c |STR_LEN: 686 |STR_TIME: 1.484471082687378
> STR_ID: 4s3d |STR_LEN: 637 |STR_TIME: 1.41357421875
> STR_ID: 4s3e |STR_LEN: 830 |STR_TIME: 1.6622648239135742
> STR_ID: 4s3f |STR_LEN: 635 |STR_TIME: 1.4423370361328125
> STR_ID: 4s3g |STR_LEN: 357 |STR_TIME: 0.5983989238739014
> STR_ID: 4s3h |STR_LEN: 380 |STR_TIME: 0.7242810726165771
> STR_ID: 4s3i |STR_LEN: 1139 |STR_TIME: 2.5132060050964355
> STR_ID: 4s3j |STR_LEN: 2623 |STR_TIME: 6.673321008682251
> STR_ID: 4s3k |STR_LEN: 872 |STR_TIME: 2.2932820320129395
> STR_ID: 4s3l |STR_LEN: 755 |STR_TIME: 1.2864418029785156
> STR_ID: 4s3m |STR_LEN: 570 |STR_TIME: 1.8004400730133057
> STR_ID: 4s3n |STR_LEN: 673 |STR_TIME: 1.6128647327423096
> STR_ID: 4s3o |STR_LEN: 850 |STR_TIME: 2.3595380783081055
> STR_ID: 4s3p |STR_LEN: 1567 |STR_TIME: 4.608623027801514
> STR_ID: 4s3q |STR_LEN: 2530 |STR_TIME: 6.812108993530273
> STR_ID: 4s3r |STR_LEN: 908 |STR_TIME: 2.421325206756592
> STR_ID: 4s3s |STR_LEN: 244 |STR_TIME: 0.33600616455078125
>> FINISH_DIR: ./data/s/s3/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'> |STR_COUNT: 389 |DIR_TIME: 164.0589201450348 

>> START_DIR: ./data/s/s4/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1s40 |STR_LEN: 198 |STR_TIME: 7.174469947814941
> STR_ID: 1s44 |STR_LEN: 844 |STR_TIME: 0.8117890357971191
> STR_ID: 1s45 |STR_LEN: 168 |STR_TIME: 0.32401490211486816
> STR_ID: 1s46 |STR_LEN: 1129 |STR_TIME: 1.2796542644500732
> STR_ID: 1s47 |STR_LEN: 171 |STR_TIME: 0.4313089847564697
> STR_ID: 1s48 |STR_LEN: 588 |STR_TIME: 1.2114989757537842
> STR_ID: 1s49 |STR_LEN: 589 |STR_TIME: 1.1273999214172363
> STR_ID: 1s4a |STR_LEN: 20 |STR_TIME: 0.4388570785522461
> STR_ID: 1s4b |STR_LEN: 1129 |STR_TIME: 1.3271710872650146
> STR_ID: 1s4c |STR_LEN: 751 |STR_TIME: 1.1234118938446045
> STR_ID: 1s4d |STR_LEN: 3636 |STR_TIME: 5.437664031982422
> STR_ID: 1s4e |STR_LEN: 3010 |STR_TIME: 9.430814981460571
> STR_ID: 1s4f |STR_LEN: 2322 |STR_TIME: 4.188752889633179
> STR_ID: 1s4g |STR_LEN: 52 |STR_TIME: 3.1640357971191406
> STR_ID: 1s4h |STR_LEN: 13 |STR_TIME: 0.7573390007019043
> STR_ID: 1s4i |STR_LEN: 1005 |STR_TIME: 1.1753630638122559
> STR_ID: 1s4j |STR_LEN: 13 |STR_TIME: 0.764307975769043
> STR_ID: 1s4k |STR_LEN: 634 |STR_TIME: 0.5788369178771973
> STR_ID: 1s4m |STR_LEN: 780 |STR_TIME: 1.095412015914917
> STR_ID: 1s4n |STR_LEN: 1359 |STR_TIME: 1.6131210327148438
> STR_ID: 1s4o |STR_LEN: 1251 |STR_TIME: 1.521155834197998
> STR_ID: 1s4p |STR_LEN: 1545 |STR_TIME: 1.6167128086090088
> STR_ID: 1s4q |STR_LEN: 321 |STR_TIME: 0.4031350612640381
> STR_ID: 1s4r |STR_LEN: 215 |STR_TIME: 0.3172037601470947
> STR_ID: 1s4s |STR_LEN: 215 |STR_TIME: 0.31499600410461426
> STR_ID: 1s4t |STR_LEN: 21 |STR_TIME: 1.5379939079284668
> STR_ID: 1s4u |STR_LEN: 514 |STR_TIME: 0.705935001373291
> STR_ID: 1s4v |STR_LEN: 801 |STR_TIME: 0.9043271541595459
> STR_ID: 1s4w |STR_LEN: 20 |STR_TIME: 1.3405649662017822
> STR_ID: 1s4x |STR_LEN: 47 |STR_TIME: 3.240807056427002
> STR_ID: 1s4y |STR_LEN: 570 |STR_TIME: 0.8051779270172119
> STR_ID: 1s4z |STR_LEN: 180 |STR_TIME: 14.637382984161377
> STR_ID: 3s40 |STR_LEN: 1445 |STR_TIME: 3.6720452308654785
> STR_ID: 3s41 |STR_LEN: 632 |STR_TIME: 0.8991708755493164
> STR_ID: 3s42 |STR_LEN: 1100 |STR_TIME: 2.092521905899048
> STR_ID: 3s43 |STR_LEN: 344 |STR_TIME: 0.7945160865783691
> STR_ID: 3s44 |STR_LEN: 820 |STR_TIME: 1.7209751605987549
> STR_ID: 3s45 |STR_LEN: 319 |STR_TIME: 0.77433180809021
> STR_ID: 3s46 |STR_LEN: 1242 |STR_TIME: 2.556809902191162
> STR_ID: 3s47 |STR_LEN: 1100 |STR_TIME: 2.6261136531829834
> STR_ID: 3s48 |STR_LEN: 566 |STR_TIME: 1.862163782119751
> STR_ID: 3s49 |STR_LEN: 130 |STR_TIME: 0.538355827331543
> STR_ID: 3s4a |STR_LEN: 3153 |STR_TIME: 5.998141765594482
> STR_ID: 3s4b |STR_LEN: 2276 |STR_TIME: 5.689576864242554
> STR_ID: 3s4c |STR_LEN: 1318 |STR_TIME: 2.8992979526519775
> STR_ID: 3s4d |STR_LEN: 828 |STR_TIME: 1.4806149005889893
> STR_ID: 3s4e |STR_LEN: 357 |STR_TIME: 0.3676879405975342
> STR_ID: 3s4f |STR_LEN: 1054 |STR_TIME: 1.4182090759277344
> STR_ID: 3s4g |STR_LEN: 191 |STR_TIME: 0.436298131942749
> STR_ID: 3s4j |STR_LEN: 514 |STR_TIME: 0.7196428775787354
> STR_ID: 3s4k |STR_LEN: 479 |STR_TIME: 0.9182209968566895
> STR_ID: 3s4l |STR_LEN: 229 |STR_TIME: 0.7104980945587158
> STR_ID: 3s4m |STR_LEN: 322 |STR_TIME: 0.533919095993042
> STR_ID: 3s4o |STR_LEN: 416 |STR_TIME: 1.1262998580932617
> STR_ID: 3s4p |STR_LEN: 82 |STR_TIME: 0.277468204498291
> STR_ID: 3s4q |STR_LEN: 352 |STR_TIME: 0.6375789642333984
> STR_ID: 3s4r |STR_LEN: 185 |STR_TIME: 0.37032413482666016
> STR_ID: 3s4s |STR_LEN: 1177 |STR_TIME: 2.0652647018432617
> STR_ID: 3s4t |STR_LEN: 4176 |STR_TIME: 9.393236875534058
> STR_ID: 3s4u |STR_LEN: 302 |STR_TIME: 1.0391218662261963
> STR_ID: 3s4w |STR_LEN: 2352 |STR_TIME: 7.84476900100708
> STR_ID: 3s4x |STR_LEN: 595 |STR_TIME: 0.7688698768615723
> STR_ID: 3s4y |STR_LEN: 780 |STR_TIME: 1.7158961296081543
> STR_ID: 3s4z |STR_LEN: 3393 |STR_TIME: 11.162913084030151
>> FINISH_DIR: ./data/s/s4/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'> |STR_COUNT: 453 |DIR_TIME: 146.60899806022644 

>> START_DIR: ./data/s/s5/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1s50 |STR_LEN: 618 |STR_TIME: 0.6400139331817627
> STR_ID: 1s51 |STR_LEN: 555 |STR_TIME: 0.8239421844482422
> STR_ID: 1s52 |STR_LEN: 545 |STR_TIME: 0.8229870796203613
> STR_ID: 1s53 |STR_LEN: 571 |STR_TIME: 0.9047491550445557
> STR_ID: 1s54 |STR_LEN: 531 |STR_TIME: 0.8329589366912842
> STR_ID: 1s55 |STR_LEN: 686 |STR_TIME: 0.8962960243225098
> STR_ID: 1s56 |STR_LEN: 384 |STR_TIME: 0.5481081008911133
> STR_ID: 1s57 |STR_LEN: 1475 |STR_TIME: 1.76161789894104
> STR_ID: 1s58 |STR_LEN: 523 |STR_TIME: 0.9800701141357422
> STR_ID: 1s59 |STR_LEN: 1143 |STR_TIME: 1.7314660549163818
> STR_ID: 1s5a |STR_LEN: 1114 |STR_TIME: 1.2530641555786133
> STR_ID: 1s5b |STR_LEN: 1128 |STR_TIME: 1.4030158519744873
> STR_ID: 1s5c |STR_LEN: 826 |STR_TIME: 1.3447868824005127
> STR_ID: 1s5d |STR_LEN: 1347 |STR_TIME: 1.4885098934173584
> STR_ID: 1s5e |STR_LEN: 2240 |STR_TIME: 2.7953238487243652
> STR_ID: 1s5f |STR_LEN: 803 |STR_TIME: 1.361217975616455
> STR_ID: 1s5g |STR_LEN: 1104 |STR_TIME: 2.017158031463623
> STR_ID: 1s5h |STR_LEN: 770 |STR_TIME: 1.02950119972229
> STR_ID: 1s5i |STR_LEN: 505 |STR_TIME: 0.8026449680328369
> STR_ID: 1s5j |STR_LEN: 985 |STR_TIME: 1.5060899257659912
> STR_ID: 1s5k |STR_LEN: 291 |STR_TIME: 0.5671648979187012
> STR_ID: 1s5l |STR_LEN: 5238 |STR_TIME: 10.61524486541748
> STR_ID: 1s5m |STR_LEN: 802 |STR_TIME: 2.2910189628601074
> STR_ID: 1s5n |STR_LEN: 899 |STR_TIME: 2.386289119720459
> STR_ID: 1s5o |STR_LEN: 1057 |STR_TIME: 1.200469970703125
> STR_ID: 1s5p |STR_LEN: 463 |STR_TIME: 0.5185947418212891
> STR_ID: 1s5q |STR_LEN: 105 |STR_TIME: 7.060106992721558
> STR_ID: 1s5r |STR_LEN: 112 |STR_TIME: 7.397436857223511
> STR_ID: 1s5s |STR_LEN: 501 |STR_TIME: 1.0180118083953857
> STR_ID: 1s5t |STR_LEN: 905 |STR_TIME: 1.3024818897247314
> STR_ID: 1s5u |STR_LEN: 1807 |STR_TIME: 2.334756851196289
> STR_ID: 1s5v |STR_LEN: 815 |STR_TIME: 1.071418046951294
> STR_ID: 1s5w |STR_LEN: 857 |STR_TIME: 1.0615999698638916
> STR_ID: 1s5x |STR_LEN: 308 |STR_TIME: 0.539592981338501
> STR_ID: 1s5y |STR_LEN: 644 |STR_TIME: 1.0438790321350098
> STR_ID: 1s5z |STR_LEN: 2049 |STR_TIME: 1.952523946762085
> STR_ID: 3s51 |STR_LEN: 4373 |STR_TIME: 14.359550952911377
> STR_ID: 3s52 |STR_LEN: 1482 |STR_TIME: 2.9956772327423096
> STR_ID: 3s53 |STR_LEN: 336 |STR_TIME: 0.4538919925689697
> STR_ID: 3s54 |STR_LEN: 365 |STR_TIME: 0.8243381977081299
> STR_ID: 3s55 |STR_LEN: 3434 |STR_TIME: 7.022680282592773
> STR_ID: 3s56 |STR_LEN: 297 |STR_TIME: 0.45863890647888184
> STR_ID: 3s57 |STR_LEN: 575 |STR_TIME: 1.210373878479004
> STR_ID: 3s5a |STR_LEN: 576 |STR_TIME: 1.2097020149230957
> STR_ID: 3s5b |STR_LEN: 911 |STR_TIME: 1.749035120010376
> STR_ID: 3s5c |STR_LEN: 1049 |STR_TIME: 1.8406248092651367
> STR_ID: 3s5d |STR_LEN: 224 |STR_TIME: 0.3038041591644287
> STR_ID: 3s5e |STR_LEN: 291 |STR_TIME: 0.5962481498718262
> STR_ID: 3s5f |STR_LEN: 385 |STR_TIME: 0.9153809547424316
> STR_ID: 3s5h |STR_LEN: 1829 |STR_TIME: 4.143643856048584
> STR_ID: 3s5i |STR_LEN: 2664 |STR_TIME: 4.497416734695435
> STR_ID: 3s5j |STR_LEN: 796 |STR_TIME: 1.152388095855713
> STR_ID: 3s5k |STR_LEN: 1120 |STR_TIME: 2.1124179363250732
> STR_ID: 3s5l |STR_LEN: 1395 |STR_TIME: 2.1244637966156006
> STR_ID: 3s5m |STR_LEN: 2200 |STR_TIME: 4.428762912750244
> STR_ID: 3s5n |STR_LEN: 350 |STR_TIME: 0.5791308879852295
> STR_ID: 3s5o |STR_LEN: 514 |STR_TIME: 0.6176779270172119
> STR_ID: 3s5p |STR_LEN: 314 |STR_TIME: 0.8139698505401611
> STR_ID: 3s5q |STR_LEN: 409 |STR_TIME: 0.8399093151092529
> STR_ID: 3s5r |STR_LEN: 405 |STR_TIME: 1.2782177925109863
> STR_ID: 3s5s |STR_LEN: 794 |STR_TIME: 2.2672476768493652
> STR_ID: 3s5t |STR_LEN: 314 |STR_TIME: 0.9368751049041748
> STR_ID: 3s5u |STR_LEN: 1806 |STR_TIME: 5.741001129150391
> STR_ID: 3s5v |STR_LEN: 282 |STR_TIME: 0.3128218650817871
> STR_ID: 3s5w |STR_LEN: 1209 |STR_TIME: 1.7358009815216064
> STR_ID: 3s5x |STR_LEN: 268 |STR_TIME: 0.33768177032470703
> STR_ID: 3s5y |STR_LEN: 1256 |STR_TIME: 2.9284350872039795
> STR_ID: 3s5z |STR_LEN: 1141 |STR_TIME: 2.847243070602417
>> FINISH_DIR: ./data/s/s5/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'> |STR_COUNT: 521 |DIR_TIME: 141.6115117073059 

>> START_DIR: ./data/s/s6/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1s60 |STR_LEN: 154 |STR_TIME: 0.3381209373474121
> STR_ID: 1s61 |STR_LEN: 401 |STR_TIME: 0.5582380294799805
> STR_ID: 1s62 |STR_LEN: 102 |STR_TIME: 5.021864891052246
> STR_ID: 1s63 |STR_LEN: 1286 |STR_TIME: 1.6022319793701172
> STR_ID: 1s64 |STR_LEN: 5368 |STR_TIME: 7.817711114883423
> STR_ID: 1s66 |STR_LEN: 401 |STR_TIME: 0.5274763107299805
> STR_ID: 1s67 |STR_LEN: 443 |STR_TIME: 0.5387561321258545
> STR_ID: 1s68 |STR_LEN: 476 |STR_TIME: 0.5453541278839111
> STR_ID: 1s69 |STR_LEN: 274 |STR_TIME: 0.31758689880371094
> STR_ID: 1s6a |STR_LEN: 268 |STR_TIME: 0.3092010021209717
> STR_ID: 1s6b |STR_LEN: 598 |STR_TIME: 0.671990156173706
> STR_ID: 1s6c |STR_LEN: 340 |STR_TIME: 0.44968676567077637
> STR_ID: 1s6d |STR_LEN: 103 |STR_TIME: 6.770247936248779
> STR_ID: 1s6f |STR_LEN: 522 |STR_TIME: 1.043651819229126
> STR_ID: 1s6h |STR_LEN: 515 |STR_TIME: 1.0360002517700195
> STR_ID: 1s6i |STR_LEN: 186 |STR_TIME: 9.034276247024536
> STR_ID: 1s6j |STR_LEN: 89 |STR_TIME: 4.062510251998901
> STR_ID: 1s6l |STR_LEN: 192 |STR_TIME: 12.31879711151123
> STR_ID: 1s6m |STR_LEN: 476 |STR_TIME: 0.7719120979309082
> STR_ID: 1s6n |STR_LEN: 115 |STR_TIME: 5.4406139850616455
> STR_ID: 1s6o |STR_LEN: 76 |STR_TIME: 7.464226007461548
> STR_ID: 1s6p |STR_LEN: 1132 |STR_TIME: 1.9109728336334229
> STR_ID: 1s6q |STR_LEN: 980 |STR_TIME: 1.9898507595062256
> STR_ID: 1s6r |STR_LEN: 407 |STR_TIME: 0.6861469745635986
> STR_ID: 1s6u |STR_LEN: 77 |STR_TIME: 7.549516916275024
> STR_ID: 1s6v |STR_LEN: 1541 |STR_TIME: 1.7265410423278809
> STR_ID: 1s6w |STR_LEN: 21 |STR_TIME: 1.2068977355957031
> STR_ID: 1s6x |STR_LEN: 34 |STR_TIME: 2.2079358100891113
> STR_ID: 1s6y |STR_LEN: 556 |STR_TIME: 0.8258330821990967
> STR_ID: 1s6z |STR_LEN: 522 |STR_TIME: 0.5364360809326172
> STR_ID: 3s60 |STR_LEN: 194 |STR_TIME: 0.28255200386047363
> STR_ID: 3s61 |STR_LEN: 829 |STR_TIME: 1.6462769508361816
> STR_ID: 3s62 |STR_LEN: 426 |STR_TIME: 0.760246992111206
> STR_ID: 3s63 |STR_LEN: 217 |STR_TIME: 0.37288808822631836
> STR_ID: 3s64 |STR_LEN: 115 |STR_TIME: 0.18950986862182617
> STR_ID: 3s65 |STR_LEN: 649 |STR_TIME: 1.8910462856292725
> STR_ID: 3s66 |STR_LEN: 497 |STR_TIME: 1.0025889873504639
> STR_ID: 3s67 |STR_LEN: 187 |STR_TIME: 0.45492982864379883
> STR_ID: 3s68 |STR_LEN: 420 |STR_TIME: 1.1828999519348145
> STR_ID: 3s69 |STR_LEN: 450 |STR_TIME: 0.5145947933197021
> STR_ID: 3s6a |STR_LEN: 363 |STR_TIME: 0.4912748336791992
> STR_ID: 3s6b |STR_LEN: 524 |STR_TIME: 1.2826049327850342
> STR_ID: 3s6c |STR_LEN: 375 |STR_TIME: 1.2492589950561523
> STR_ID: 3s6d |STR_LEN: 417 |STR_TIME: 0.9275901317596436
> STR_ID: 3s6e |STR_LEN: 613 |STR_TIME: 1.0673468112945557
> STR_ID: 3s6f |STR_LEN: 382 |STR_TIME: 0.7184011936187744
> STR_ID: 3s6g |STR_LEN: 1804 |STR_TIME: 5.537306785583496
> STR_ID: 3s6h |STR_LEN: 1724 |STR_TIME: 5.4128687381744385
> STR_ID: 3s6i |STR_LEN: 570 |STR_TIME: 1.7744877338409424
> STR_ID: 3s6j |STR_LEN: 1559 |STR_TIME: 2.3823559284210205
> STR_ID: 3s6k |STR_LEN: 438 |STR_TIME: 1.450516939163208
> STR_ID: 3s6l |STR_LEN: 1202 |STR_TIME: 2.23695707321167
> STR_ID: 3s6m |STR_LEN: 322 |STR_TIME: 0.6194448471069336
> STR_ID: 3s6n |STR_LEN: 604 |STR_TIME: 1.9680540561676025
> STR_ID: 3s6o |STR_LEN: 2126 |STR_TIME: 4.404665231704712
> STR_ID: 3s6p |STR_LEN: 3632 |STR_TIME: 4.515366792678833
> STR_ID: 3s6s |STR_LEN: 448 |STR_TIME: 0.6929559707641602
> STR_ID: 3s6t |STR_LEN: 942 |STR_TIME: 1.1790859699249268
> STR_ID: 3s6u |STR_LEN: 453 |STR_TIME: 0.705906867980957
> STR_ID: 3s6v |STR_LEN: 431 |STR_TIME: 0.6343080997467041
> STR_ID: 3s6w |STR_LEN: 121 |STR_TIME: 0.16156601905822754
> STR_ID: 3s6x |STR_LEN: 1697 |STR_TIME: 3.1201870441436768
> STR_ID: 3s6y |STR_LEN: 1311 |STR_TIME: 2.9581098556518555
> STR_ID: 3s6z |STR_LEN: 1598 |STR_TIME: 2.9702157974243164
>> FINISH_DIR: ./data/s/s6/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'> |STR_COUNT: 585 |DIR_TIME: 142.68945693969727 

>> START_DIR: ./data/s/s7/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1s70 |STR_LEN: 830 |STR_TIME: 1.2522790431976318
> STR_ID: 1s72 |STR_LEN: 14705 |STR_TIME: 28.40597414970398
> STR_ID: 1s73 |STR_LEN: 1001 |STR_TIME: 0.9419240951538086
> STR_ID: 1s74 |STR_LEN: 20 |STR_TIME: 0.19754910469055176
> STR_ID: 1s75 |STR_LEN: 20 |STR_TIME: 0.20037603378295898
> STR_ID: 1s76 |STR_LEN: 879 |STR_TIME: 1.9928088188171387
> STR_ID: 1s77 |STR_LEN: 880 |STR_TIME: 2.018939971923828
> STR_ID: 1s78 |STR_LEN: 2008 |STR_TIME: 4.200459957122803
> STR_ID: 1s79 |STR_LEN: 103 |STR_TIME: 8.086875915527344
> STR_ID: 1s7a |STR_LEN: 103 |STR_TIME: 7.837441921234131
> STR_ID: 1s7c |STR_LEN: 442 |STR_TIME: 0.7427387237548828
> STR_ID: 1s7d |STR_LEN: 274 |STR_TIME: 0.44962596893310547
> STR_ID: 1s7e |STR_LEN: 147 |STR_TIME: 11.634057998657227
> STR_ID: 1s7f |STR_LEN: 286 |STR_TIME: 0.5255849361419678
> STR_ID: 1s7g |STR_LEN: 1590 |STR_TIME: 2.7697463035583496
> STR_ID: 1s7h |STR_LEN: 1104 |STR_TIME: 1.6498911380767822
> STR_ID: 1s7i |STR_LEN: 181 |STR_TIME: 0.29221081733703613
> STR_ID: 1s7j |STR_LEN: 868 |STR_TIME: 1.095945119857788
> STR_ID: 1s7k |STR_LEN: 277 |STR_TIME: 0.5328571796417236
> STR_ID: 1s7l |STR_LEN: 243 |STR_TIME: 0.4199507236480713
> STR_ID: 1s7m |STR_LEN: 1426 |STR_TIME: 1.8505589962005615
> STR_ID: 1s7n |STR_LEN: 1097 |STR_TIME: 1.5781989097595215
> STR_ID: 1s7o |STR_LEN: 422 |STR_TIME: 0.6740977764129639
> STR_ID: 1s7p |STR_LEN: 21 |STR_TIME: 1.3137118816375732
> STR_ID: 1s7q |STR_LEN: 641 |STR_TIME: 0.8709299564361572
> STR_ID: 1s7r |STR_LEN: 831 |STR_TIME: 1.6480858325958252
> STR_ID: 1s7s |STR_LEN: 651 |STR_TIME: 0.871798038482666
> STR_ID: 1s7t |STR_LEN: 1129 |STR_TIME: 1.6029860973358154
> STR_ID: 1s7u |STR_LEN: 2545 |STR_TIME: 3.4199202060699463
> STR_ID: 1s7v |STR_LEN: 1212 |STR_TIME: 1.6799418926239014
> STR_ID: 1s7w |STR_LEN: 2060 |STR_TIME: 3.2828240394592285
> STR_ID: 1s7x |STR_LEN: 2340 |STR_TIME: 3.2791390419006348
> STR_ID: 1s7y |STR_LEN: 931 |STR_TIME: 1.1742889881134033
> STR_ID: 1s7z |STR_LEN: 227 |STR_TIME: 0.3005847930908203
> STR_ID: 3s70 |STR_LEN: 1167 |STR_TIME: 2.1695468425750732
> STR_ID: 3s71 |STR_LEN: 628 |STR_TIME: 0.6764171123504639
> STR_ID: 3s72 |STR_LEN: 524 |STR_TIME: 0.6368989944458008
> STR_ID: 3s73 |STR_LEN: 421 |STR_TIME: 0.6115100383758545
> STR_ID: 3s74 |STR_LEN: 494 |STR_TIME: 0.6411483287811279
> STR_ID: 3s75 |STR_LEN: 565 |STR_TIME: 0.6482391357421875
> STR_ID: 3s76 |STR_LEN: 564 |STR_TIME: 0.7143559455871582
> STR_ID: 3s77 |STR_LEN: 374 |STR_TIME: 0.5778548717498779
> STR_ID: 3s78 |STR_LEN: 368 |STR_TIME: 0.578711748123169
> STR_ID: 3s79 |STR_LEN: 494 |STR_TIME: 0.9497320652008057
> STR_ID: 3s7a |STR_LEN: 213 |STR_TIME: 0.44222426414489746
> STR_ID: 3s7b |STR_LEN: 599 |STR_TIME: 1.7249889373779297
> STR_ID: 3s7c |STR_LEN: 225 |STR_TIME: 0.4901092052459717
> STR_ID: 3s7d |STR_LEN: 561 |STR_TIME: 1.6768031120300293
> STR_ID: 3s7e |STR_LEN: 762 |STR_TIME: 2.54235577583313
> STR_ID: 3s7f |STR_LEN: 453 |STR_TIME: 1.6430039405822754
> STR_ID: 3s7g |STR_LEN: 852 |STR_TIME: 1.6232631206512451
> STR_ID: 3s7h |STR_LEN: 469 |STR_TIME: 1.1555380821228027
> STR_ID: 3s7i |STR_LEN: 867 |STR_TIME: 2.6258108615875244
> STR_ID: 3s7j |STR_LEN: 432 |STR_TIME: 1.6590759754180908
> STR_ID: 3s7k |STR_LEN: 955 |STR_TIME: 2.229560136795044
> STR_ID: 3s7l |STR_LEN: 518 |STR_TIME: 0.7939040660858154
> STR_ID: 3s7m |STR_LEN: 519 |STR_TIME: 0.8127250671386719
> STR_ID: 3s7n |STR_LEN: 477 |STR_TIME: 2.1451549530029297
> STR_ID: 3s7o |STR_LEN: 682 |STR_TIME: 2.625762939453125
> STR_ID: 3s7p |STR_LEN: 614 |STR_TIME: 2.214562177658081
> STR_ID: 3s7q |STR_LEN: 631 |STR_TIME: 2.03751802444458
> STR_ID: 3s7r |STR_LEN: 267 |STR_TIME: 0.59574294090271
> STR_ID: 3s7s |STR_LEN: 454 |STR_TIME: 0.9000217914581299
> STR_ID: 3s7t |STR_LEN: 453 |STR_TIME: 0.8306307792663574
> STR_ID: 3s7v |STR_LEN: 2732 |STR_TIME: 8.43868899345398
> STR_ID: 3s7w |STR_LEN: 2157 |STR_TIME: 2.4670119285583496
> STR_ID: 3s7x |STR_LEN: 1316 |STR_TIME: 2.3244528770446777
