>> START_DIR: ./data/l/l0/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1l00 |STR_LEN: 309 |STR_TIME: 0.36601710319519043
> STR_ID: 3l8s |STR_LEN: 374 |STR_TIME: 0.6720709800720215
> STR_ID: 3l8u |STR_LEN: 453 |STR_TIME: 1.0790889263153076
> STR_ID: 3l8v |STR_LEN: 394 |STR_TIME: 0.605402946472168
> STR_ID: 3l8w |STR_LEN: 749 |STR_TIME: 1.7023558616638184
> STR_ID: 3l8x |STR_LEN: 361 |STR_TIME: 0.6974258422851562
> STR_ID: 3l8y |STR_LEN: 316 |STR_TIME: 0.4157748222351074
> STR_ID: 3l8z |STR_LEN: 438 |STR_TIME: 0.48425984382629395
> STR_ID: 4l80 |STR_LEN: 3783 |STR_TIME: 4.164060831069946
> STR_ID: 4l81 |STR_LEN: 112 |STR_TIME: 0.546738862991333
> STR_ID: 4l82 |STR_LEN: 978 |STR_TIME: 2.153970956802368
> STR_ID: 4l83 |STR_LEN: 384 |STR_TIME: 0.6988399028778076
> STR_ID: 4l85 |STR_LEN: 549 |STR_TIME: 1.215494155883789
> STR_ID: 4l87 |STR_LEN: 480 |STR_TIME: 0.9200727939605713
> STR_ID: 4l89 |STR_LEN: 342 |STR_TIME: 0.6568477153778076
> STR_ID: 4l8a |STR_LEN: 452 |STR_TIME: 0.8322691917419434
> STR_ID: 4l8b |STR_LEN: 523 |STR_TIME: 0.8665719032287598
> STR_ID: 4l8c |STR_LEN: 1625 |STR_TIME: 2.7243549823760986
> STR_ID: 4l8d |STR_LEN: 1697 |STR_TIME: 1.7039339542388916
> STR_ID: 4l8e |STR_LEN: 407 |STR_TIME: 1.2072052955627441
> STR_ID: 4l8f |STR_LEN: 2103 |STR_TIME: 2.3064401149749756
> STR_ID: 4l8g |STR_LEN: 287 |STR_TIME: 0.8988831043243408
> STR_ID: 4l8h |STR_LEN: 360 |STR_TIME: 0.5926249027252197
> STR_ID: 4l8i |STR_LEN: 379 |STR_TIME: 0.801680326461792
> STR_ID: 4l8j |STR_LEN: 505 |STR_TIME: 1.153627872467041
> STR_ID: 4l8k |STR_LEN: 1885 |STR_TIME: 4.4888341426849365
> STR_ID: 4l8l |STR_LEN: 251 |STR_TIME: 0.3177831172943115
> STR_ID: 4l8m |STR_LEN: 385 |STR_TIME: 0.6963152885437012
> STR_ID: 4l8n |STR_LEN: 549 |STR_TIME: 1.5269577503204346
> STR_ID: 4l8o |STR_LEN: 242 |STR_TIME: 0.6331708431243896
> STR_ID: 4l8p |STR_LEN: 296 |STR_TIME: 0.6769847869873047
> STR_ID: 4l8q |STR_LEN: 330 |STR_TIME: 0.49687910079956055
> STR_ID: 4l8r |STR_LEN: 797 |STR_TIME: 1.494891881942749
> STR_ID: 4l8s |STR_LEN: 824 |STR_TIME: 2.6254630088806152
> STR_ID: 4l8t |STR_LEN: 370 |STR_TIME: 1.2778451442718506
> STR_ID: 4l8u |STR_LEN: 1017 |STR_TIME: 1.2301039695739746
> STR_ID: 4l8v |STR_LEN: 1575 |STR_TIME: 2.4890880584716797
> STR_ID: 4l8w |STR_LEN: 2113 |STR_TIME: 3.265568971633911
> STR_ID: 4l8y |STR_LEN: 2012 |STR_TIME: 2.3227689266204834
> STR_ID: 4l8z |STR_LEN: 317 |STR_TIME: 0.43840980529785156
> STR_ID: 5l80 |STR_LEN: 581 |STR_TIME: 2.718317747116089
> STR_ID: 5l81 |STR_LEN: 279 |STR_TIME: 0.9614460468292236
> STR_ID: 5l82 |STR_LEN: 37 |STR_TIME: 2.45267391204834
> STR_ID: 5l83 |STR_LEN: 478 |STR_TIME: 0.7501771450042725
> STR_ID: 5l85 |STR_LEN: 109 |STR_TIME: 7.209502935409546
> STR_ID: 5l86 |STR_LEN: 887 |STR_TIME: 1.782944917678833
> STR_ID: 5l87 |STR_LEN: 197 |STR_TIME: 0.548515796661377
> STR_ID: 5l88 |STR_LEN: 701 |STR_TIME: 1.665543794631958
> STR_ID: 5l89 |STR_LEN: 3041 |STR_TIME: 9.548871040344238
> STR_ID: 5l8a |STR_LEN: 531 |STR_TIME: 1.0970559120178223
> STR_ID: 5l8b |STR_LEN: 3401 |STR_TIME: 9.796568870544434
> STR_ID: 5l8d |STR_LEN: 1693 |STR_TIME: 2.1098709106445312
> STR_ID: 5l8e |STR_LEN: 1363 |STR_TIME: 2.0399999618530273
> STR_ID: 5l8g |STR_LEN: 2779 |STR_TIME: 9.461995124816895
> STR_ID: 5l8h |STR_LEN: 638 |STR_TIME: 1.4438388347625732
> STR_ID: 5l8i |STR_LEN: 439 |STR_TIME: 1.365123987197876
> STR_ID: 5l8j |STR_LEN: 560 |STR_TIME: 0.7932701110839844
> STR_ID: 5l8k |STR_LEN: 665 |STR_TIME: 0.8692550659179688
> STR_ID: 5l8l |STR_LEN: 734 |STR_TIME: 0.9042608737945557
> STR_ID: 5l8m |STR_LEN: 432 |STR_TIME: 0.6519849300384521
> STR_ID: 5l8n |STR_LEN: 428 |STR_TIME: 0.7242789268493652
> STR_ID: 5l8o |STR_LEN: 420 |STR_TIME: 0.7143998146057129
> STR_ID: 5l8p |STR_LEN: 747 |STR_TIME: 1.8674428462982178
> STR_ID: 5l8q |STR_LEN: 900 |STR_TIME: 1.6827518939971924
> STR_ID: 5l8r |STR_LEN: 3681 |STR_TIME: 16.587615966796875
> STR_ID: 5l8s |STR_LEN: 2896 |STR_TIME: 4.573977708816528
> STR_ID: 5l8t |STR_LEN: 217 |STR_TIME: 0.5049009323120117
> STR_ID: 5l8u |STR_LEN: 249 |STR_TIME: 0.5145909786224365
> STR_ID: 5l8v |STR_LEN: 464 |STR_TIME: 0.8741950988769531
> STR_ID: 5l8w |STR_LEN: 927 |STR_TIME: 2.4358038902282715
> STR_ID: 5l8x |STR_LEN: 447 |STR_TIME: 1.1447217464447021
> STR_ID: 5l8z |STR_LEN: 220 |STR_TIME: 0.26873111724853516
>> FINISH_DIR: ./data/l/l8/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'> |STR_COUNT: 1468 |DIR_TIME: 416.44232726097107 

>> START_DIR: ./data/l/l9/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1l90 |STR_LEN: 312 |STR_TIME: 0.36672520637512207
> STR_ID: 1l91 |STR_LEN: 304 |STR_TIME: 0.37648487091064453
> STR_ID: 1l92 |STR_LEN: 307 |STR_TIME: 0.39423179626464844
> STR_ID: 1l93 |STR_LEN: 307 |STR_TIME: 0.3742179870605469
> STR_ID: 1l94 |STR_LEN: 306 |STR_TIME: 0.36684131622314453
> STR_ID: 1l95 |STR_LEN: 296 |STR_TIME: 0.3650178909301758
> STR_ID: 1l96 |STR_LEN: 304 |STR_TIME: 0.37375378608703613
> STR_ID: 1l97 |STR_LEN: 529 |STR_TIME: 0.6543209552764893
> STR_ID: 1l98 |STR_LEN: 330 |STR_TIME: 0.41367602348327637
> STR_ID: 1l99 |STR_LEN: 299 |STR_TIME: 0.3763458728790283
> STR_ID: 1l9a |STR_LEN: 268 |STR_TIME: 0.8616211414337158
> STR_ID: 1l9b |STR_LEN: 1225 |STR_TIME: 1.9032948017120361
> STR_ID: 1l9c |STR_LEN: 1840 |STR_TIME: 1.705906867980957
> STR_ID: 1l9d |STR_LEN: 1506 |STR_TIME: 1.6803152561187744
> STR_ID: 1l9e |STR_LEN: 1233 |STR_TIME: 1.576014757156372
> STR_ID: 1l9g |STR_LEN: 258 |STR_TIME: 0.3977489471435547
> STR_ID: 1l9h |STR_LEN: 711 |STR_TIME: 1.3104512691497803
> STR_ID: 1l9j |STR_LEN: 1989 |STR_TIME: 3.5944550037384033
> STR_ID: 1l9k |STR_LEN: 332 |STR_TIME: 0.556541919708252
> STR_ID: 1l9l |STR_LEN: 175 |STR_TIME: 0.49011993408203125
> STR_ID: 1l9m |STR_LEN: 2263 |STR_TIME: 2.7066328525543213
> STR_ID: 1l9n |STR_LEN: 2369 |STR_TIME: 2.7189817428588867
> STR_ID: 1l9o |STR_LEN: 2375 |STR_TIME: 2.143495798110962
> STR_ID: 1l9p |STR_LEN: 2368 |STR_TIME: 2.1353578567504883
> STR_ID: 1l9q |STR_LEN: 2368 |STR_TIME: 2.1851930618286133
> STR_ID: 1l9r |STR_LEN: 2490 |STR_TIME: 2.202996253967285
> STR_ID: 1l9s |STR_LEN: 2447 |STR_TIME: 2.1350300312042236
> STR_ID: 1l9t |STR_LEN: 2347 |STR_TIME: 2.193984031677246
> STR_ID: 1l9u |STR_LEN: 6256 |STR_TIME: 6.97917103767395
> STR_ID: 1l9v |STR_LEN: 314 |STR_TIME: 0.5843210220336914
> STR_ID: 1l9w |STR_LEN: 1219 |STR_TIME: 1.7519140243530273
> STR_ID: 1l9x |STR_LEN: 1989 |STR_TIME: 2.4352469444274902
> STR_ID: 1l9y |STR_LEN: 860 |STR_TIME: 1.0729520320892334
> STR_ID: 1l9z |STR_LEN: 3190 |STR_TIME: 3.746458053588867
> STR_ID: 2l90 |STR_LEN: 213 |STR_TIME: 14.76642394065857
> STR_ID: 2l91 |STR_LEN: 43 |STR_TIME: 3.184669017791748
> STR_ID: 2l92 |STR_LEN: 44 |STR_TIME: 2.785633087158203
> STR_ID: 2l93 |STR_LEN: 49 |STR_TIME: 3.2953081130981445
> STR_ID: 2l94 |STR_LEN: 46 |STR_TIME: 3.0998690128326416
> STR_ID: 2l95 |STR_LEN: 80 |STR_TIME: 2.7991230487823486
> STR_ID: 2l96 |STR_LEN: 24 |STR_TIME: 0.8728189468383789
> STR_ID: 2l97 |STR_LEN: 127 |STR_TIME: 8.228493928909302
> STR_ID: 2l98 |STR_LEN: 75 |STR_TIME: 4.888059854507446
> STR_ID: 2l99 |STR_LEN: 24 |STR_TIME: 0.9041397571563721
> STR_ID: 2l9a |STR_LEN: 24 |STR_TIME: 0.8718221187591553
> STR_ID: 2l9b |STR_LEN: 131 |STR_TIME: 4.509765148162842
> STR_ID: 2l9c |STR_LEN: 176 |STR_TIME: 11.715211868286133
> STR_ID: 2l9d |STR_LEN: 108 |STR_TIME: 7.05037522315979
> STR_ID: 2l9e |STR_LEN: 17 |STR_TIME: 1.446448802947998
> STR_ID: 2l9f |STR_LEN: 102 |STR_TIME: 3.0637011528015137
> STR_ID: 2l9g |STR_LEN: 19 |STR_TIME: 1.629842758178711
> STR_ID: 2l9h |STR_LEN: 264 |STR_TIME: 1.063493251800537
> STR_ID: 2l9i |STR_LEN: 29 |STR_TIME: 1.8236939907073975
> STR_ID: 2l9j |STR_LEN: 119 |STR_TIME: 7.879955053329468
> STR_ID: 2l9l |STR_LEN: 164 |STR_TIME: 10.283183097839355
> STR_ID: 2l9m |STR_LEN: 132 |STR_TIME: 9.052310705184937
> STR_ID: 2l9n |STR_LEN: 250 |STR_TIME: 17.804856777191162
> STR_ID: 2l9p |STR_LEN: 164 |STR_TIME: 10.848946332931519
> STR_ID: 2l9q |STR_LEN: 109 |STR_TIME: 6.393004894256592
> STR_ID: 2l9r |STR_LEN: 69 |STR_TIME: 4.968111753463745
> STR_ID: 2l9s |STR_LEN: 139 |STR_TIME: 9.10647702217102
> STR_ID: 2l9u |STR_LEN: 80 |STR_TIME: 5.55843710899353
> STR_ID: 2l9v |STR_LEN: 49 |STR_TIME: 1.5335009098052979
> STR_ID: 2l9w |STR_LEN: 108 |STR_TIME: 7.458279371261597
> STR_ID: 2l9x |STR_LEN: 30 |STR_TIME: 1.515927791595459
> STR_ID: 2l9y |STR_LEN: 167 |STR_TIME: 12.945760011672974
> STR_ID: 2l9z |STR_LEN: 40 |STR_TIME: 1.275217056274414
> STR_ID: 3l91 |STR_LEN: 1109 |STR_TIME: 2.3720200061798096
> STR_ID: 3l92 |STR_LEN: 326 |STR_TIME: 0.4281139373779297
> STR_ID: 3l93 |STR_LEN: 241 |STR_TIME: 0.37338924407958984
> STR_ID: 3l94 |STR_LEN: 1059 |STR_TIME: 2.527981758117676
> STR_ID: 3l95 |STR_LEN: 1398 |STR_TIME: 2.3449583053588867
> STR_ID: 3l9a |STR_LEN: 210 |STR_TIME: 0.43218302726745605
> STR_ID: 3l9b |STR_LEN: 270 |STR_TIME: 0.500521183013916
> STR_ID: 3l9c |STR_LEN: 592 |STR_TIME: 0.8783669471740723
> STR_ID: 3l9d |STR_LEN: 519 |STR_TIME: 0.8019719123840332
> STR_ID: 3l9e |STR_LEN: 1103 |STR_TIME: 1.2232861518859863
> STR_ID: 3l9f |STR_LEN: 1006 |STR_TIME: 1.37264084815979
> STR_ID: 3l9g |STR_LEN: 548 |STR_TIME: 0.6551549434661865
> STR_ID: 3l9h |STR_LEN: 949 |STR_TIME: 1.3009121417999268
> STR_ID: 3l9i |STR_LEN: 1776 |STR_TIME: 2.059113025665283
> STR_ID: 3l9j |STR_LEN: 526 |STR_TIME: 0.6169970035552979
> STR_ID: 3l9k |STR_LEN: 532 |STR_TIME: 1.702759027481079
> STR_ID: 3l9l |STR_LEN: 1471 |STR_TIME: 1.5392968654632568
> STR_ID: 3l9m |STR_LEN: 1496 |STR_TIME: 1.559579849243164
> STR_ID: 3l9n |STR_LEN: 676 |STR_TIME: 0.8274178504943848
> STR_ID: 3l9p |STR_LEN: 464 |STR_TIME: 0.6592493057250977
> STR_ID: 3l9q |STR_LEN: 785 |STR_TIME: 1.4171602725982666
> STR_ID: 3l9r |STR_LEN: 2037 |STR_TIME: 5.2342209815979
> STR_ID: 3l9s |STR_LEN: 444 |STR_TIME: 0.8035430908203125
> STR_ID: 3l9t |STR_LEN: 216 |STR_TIME: 0.4222900867462158
> STR_ID: 3l9u |STR_LEN: 498 |STR_TIME: 0.7812659740447998
> STR_ID: 3l9v |STR_LEN: 1536 |STR_TIME: 2.119831085205078
> STR_ID: 3l9w |STR_LEN: 989 |STR_TIME: 1.4258718490600586
> STR_ID: 3l9x |STR_LEN: 924 |STR_TIME: 1.4717869758605957
> STR_ID: 3l9y |STR_LEN: 464 |STR_TIME: 0.5910689830780029
> STR_ID: 3l9z |STR_LEN: 241 |STR_TIME: 0.5661919116973877
> STR_ID: 4l90 |STR_LEN: 292 |STR_TIME: 0.4376797676086426
> STR_ID: 4l91 |STR_LEN: 337 |STR_TIME: 0.4402930736541748
> STR_ID: 4l92 |STR_LEN: 1622 |STR_TIME: 2.7932281494140625
> STR_ID: 4l93 |STR_LEN: 599 |STR_TIME: 1.4734559059143066
> STR_ID: 4l94 |STR_LEN: 386 |STR_TIME: 0.4812150001525879
> STR_ID: 4l95 |STR_LEN: 1933 |STR_TIME: 3.184222936630249
> STR_ID: 4l96 |STR_LEN: 387 |STR_TIME: 0.9297568798065186
> STR_ID: 4l97 |STR_LEN: 1192 |STR_TIME: 2.612039089202881
> STR_ID: 4l98 |STR_LEN: 731 |STR_TIME: 1.778864860534668
> STR_ID: 4l99 |STR_LEN: 1550 |STR_TIME: 2.726980686187744
> STR_ID: 4l9a |STR_LEN: 825 |STR_TIME: 1.864534854888916
> STR_ID: 4l9b |STR_LEN: 733 |STR_TIME: 1.3417527675628662
> STR_ID: 4l9c |STR_LEN: 397 |STR_TIME: 0.5855879783630371
> STR_ID: 4l9d |STR_LEN: 471 |STR_TIME: 0.7762429714202881
> STR_ID: 4l9e |STR_LEN: 197 |STR_TIME: 0.48679208755493164
> STR_ID: 4l9f |STR_LEN: 133 |STR_TIME: 0.40781426429748535
> STR_ID: 4l9g |STR_LEN: 648 |STR_TIME: 1.6660189628601074
> STR_ID: 4l9h |STR_LEN: 211 |STR_TIME: 0.34365272521972656
> STR_ID: 4l9i |STR_LEN: 1411 |STR_TIME: 3.4683709144592285
> STR_ID: 4l9j |STR_LEN: 275 |STR_TIME: 0.9505007266998291
> STR_ID: 4l9k |STR_LEN: 1277 |STR_TIME: 2.1731040477752686
> STR_ID: 4l9l |STR_LEN: 767 |STR_TIME: 2.4810540676116943
> STR_ID: 4l9m |STR_LEN: 532 |STR_TIME: 1.7685370445251465
> STR_ID: 4l9n |STR_LEN: 515 |STR_TIME: 1.102916955947876
> STR_ID: 4l9o |STR_LEN: 950 |STR_TIME: 2.3173370361328125
> STR_ID: 4l9p |STR_LEN: 1584 |STR_TIME: 3.117277145385742
> STR_ID: 4l9q |STR_LEN: 1270 |STR_TIME: 2.133557081222534
> STR_ID: 4l9r |STR_LEN: 427 |STR_TIME: 0.6417198181152344
> STR_ID: 4l9s |STR_LEN: 332 |STR_TIME: 0.949660062789917
> STR_ID: 4l9t |STR_LEN: 476 |STR_TIME: 1.051769733428955
> STR_ID: 4l9u |STR_LEN: 169 |STR_TIME: 0.3959972858428955
> STR_ID: 4l9v |STR_LEN: 140 |STR_TIME: 0.4801628589630127
> STR_ID: 4l9w |STR_LEN: 314 |STR_TIME: 0.6361877918243408
> STR_ID: 4l9x |STR_LEN: 1492 |STR_TIME: 1.7810020446777344
> STR_ID: 4l9y |STR_LEN: 3315 |STR_TIME: 3.443629026412964
> STR_ID: 4l9z |STR_LEN: 4425 |STR_TIME: 4.162422180175781
> STR_ID: 5l90 |STR_LEN: 780 |STR_TIME: 1.4828212261199951
> STR_ID: 5l91 |STR_LEN: 987 |STR_TIME: 1.6467502117156982
> STR_ID: 5l92 |STR_LEN: 883 |STR_TIME: 1.6041018962860107
> STR_ID: 5l93 |STR_LEN: 672 |STR_TIME: 1.1765079498291016
> STR_ID: 5l94 |STR_LEN: 991 |STR_TIME: 1.5032877922058105
> STR_ID: 5l95 |STR_LEN: 850 |STR_TIME: 2.221430778503418
> STR_ID: 5l96 |STR_LEN: 184 |STR_TIME: 0.4749751091003418
> STR_ID: 5l97 |STR_LEN: 208 |STR_TIME: 0.477916955947876
> STR_ID: 5l98 |STR_LEN: 161 |STR_TIME: 0.4840810298919678
> STR_ID: 5l99 |STR_LEN: 216 |STR_TIME: 0.4766509532928467
> STR_ID: 5l9a |STR_LEN: 1978 |STR_TIME: 2.8778622150421143
> STR_ID: 5l9b |STR_LEN: 778 |STR_TIME: 0.9571559429168701
> STR_ID: 5l9d |STR_LEN: 659 |STR_TIME: 1.5377089977264404
> STR_ID: 5l9f |STR_LEN: 496 |STR_TIME: 0.7837278842926025
> STR_ID: 5l9g |STR_LEN: 1063 |STR_TIME: 2.2494332790374756
> STR_ID: 5l9i |STR_LEN: 953 |STR_TIME: 2.2360613346099854
> STR_ID: 5l9j |STR_LEN: 219 |STR_TIME: 0.5418338775634766
> STR_ID: 5l9k |STR_LEN: 629 |STR_TIME: 0.7390508651733398
> STR_ID: 5l9l |STR_LEN: 1097 |STR_TIME: 2.283281087875366
> STR_ID: 5l9m |STR_LEN: 306 |STR_TIME: 0.8460381031036377
> STR_ID: 5l9n |STR_LEN: 131 |STR_TIME: 0.34630489349365234
> STR_ID: 5l9o |STR_LEN: 711 |STR_TIME: 1.6544349193572998
> STR_ID: 5l9p |STR_LEN: 732 |STR_TIME: 2.2791879177093506
> STR_ID: 5l9q |STR_LEN: 569 |STR_TIME: 0.7317848205566406
> STR_ID: 5l9r |STR_LEN: 360 |STR_TIME: 0.851701021194458
> STR_ID: 5l9s |STR_LEN: 749 |STR_TIME: 2.1465539932250977
> STR_ID: 5l9t |STR_LEN: 8038 |STR_TIME: 3.3194386959075928
> STR_ID: 5l9u |STR_LEN: 8055 |STR_TIME: 3.3145580291748047
> STR_ID: 5l9v |STR_LEN: 696 |STR_TIME: 1.6951711177825928
> STR_ID: 5l9w |STR_LEN: 2193 |STR_TIME: 7.094199895858765
> STR_ID: 5l9x |STR_LEN: 925 |STR_TIME: 1.164903163909912
> STR_ID: 5l9y |STR_LEN: 693 |STR_TIME: 0.881627082824707
> STR_ID: 5l9z |STR_LEN: 876 |STR_TIME: 0.9461948871612549
>> FINISH_DIR: ./data/l/l9/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'> |STR_COUNT: 1634 |DIR_TIME: 388.862117767334 

>> START_DIR: ./data/l/la/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1la0 |STR_LEN: 164 |STR_TIME: 0.5569899082183838
> STR_ID: 1la1 |STR_LEN: 466 |STR_TIME: 0.4446902275085449
> STR_ID: 1la2 |STR_LEN: 2752 |STR_TIME: 3.9311769008636475
> STR_ID: 1la3 |STR_LEN: 190 |STR_TIME: 9.08706021308899
> STR_ID: 1la4 |STR_LEN: 34 |STR_TIME: 2.031667947769165
> STR_ID: 1la6 |STR_LEN: 347 |STR_TIME: 0.5541341304779053
> STR_ID: 1la8 |STR_LEN: 13 |STR_TIME: 0.12273693084716797
> STR_ID: 1laa |STR_LEN: 242 |STR_TIME: 0.2958061695098877
> STR_ID: 1lab |STR_LEN: 80 |STR_TIME: 2.911367893218994
> STR_ID: 1lac |STR_LEN: 80 |STR_TIME: 0.28896093368530273
> STR_ID: 1lae |STR_LEN: 13 |STR_TIME: 0.12395405769348145
> STR_ID: 1laf |STR_LEN: 345 |STR_TIME: 0.4704411029815674
> STR_ID: 1lag |STR_LEN: 373 |STR_TIME: 0.4927692413330078
> STR_ID: 1lah |STR_LEN: 382 |STR_TIME: 0.47919797897338867
> STR_ID: 1lai |STR_LEN: 26 |STR_TIME: 0.2108299732208252
> STR_ID: 1laj |STR_LEN: 545 |STR_TIME: 1.0655732154846191
> STR_ID: 1lam |STR_LEN: 1001 |STR_TIME: 1.0175390243530273
> STR_ID: 1lan |STR_LEN: 875 |STR_TIME: 1.0393521785736084
> STR_ID: 1lap |STR_LEN: 483 |STR_TIME: 1.0112872123718262
> STR_ID: 1laq |STR_LEN: 26 |STR_TIME: 0.21256303787231445
> STR_ID: 1lar |STR_LEN: 1572 |STR_TIME: 2.12618088722229
> STR_ID: 1las |STR_LEN: 26 |STR_TIME: 0.21679425239562988
> STR_ID: 1lat |STR_LEN: 503 |STR_TIME: 0.5726518630981445
> STR_ID: 1lau |STR_LEN: 392 |STR_TIME: 0.5435140132904053
> STR_ID: 1lav |STR_LEN: 272 |STR_TIME: 0.34717392921447754
> STR_ID: 1law |STR_LEN: 266 |STR_TIME: 0.34432291984558105
> STR_ID: 1lax |STR_LEN: 1554 |STR_TIME: 1.5490319728851318
> STR_ID: 1lay |STR_LEN: 275 |STR_TIME: 0.4085807800292969
> STR_ID: 2la0 |STR_LEN: 30 |STR_TIME: 1.5546398162841797
> STR_ID: 2la1 |STR_LEN: 59 |STR_TIME: 3.754711151123047
> STR_ID: 2la2 |STR_LEN: 38 |STR_TIME: 2.5212600231170654
> STR_ID: 2la3 |STR_LEN: 191 |STR_TIME: 13.076698064804077
> STR_ID: 2la4 |STR_LEN: 101 |STR_TIME: 6.589922904968262
> STR_ID: 2la5 |STR_LEN: 53 |STR_TIME: 2.9124200344085693
> STR_ID: 2la6 |STR_LEN: 99 |STR_TIME: 6.376002788543701
> STR_ID: 2la7 |STR_LEN: 145 |STR_TIME: 8.806632041931152
> STR_ID: 2la8 |STR_LEN: 106 |STR_TIME: 6.873554229736328
> STR_ID: 2la9 |STR_LEN: 17 |STR_TIME: 0.9065718650817871
> STR_ID: 2laa |STR_LEN: 104 |STR_TIME: 6.171489953994751
> STR_ID: 2lab |STR_LEN: 104 |STR_TIME: 6.234502077102661
> STR_ID: 2lac |STR_LEN: 17 |STR_TIME: 1.0007531642913818
> STR_ID: 2lae |STR_LEN: 118 |STR_TIME: 3.2491581439971924
> STR_ID: 2laf |STR_LEN: 112 |STR_TIME: 3.3567469120025635
> STR_ID: 2lag |STR_LEN: 377 |STR_TIME: 12.329864025115967
> STR_ID: 2lah |STR_LEN: 160 |STR_TIME: 11.021556854248047
> STR_ID: 2lai |STR_LEN: 101 |STR_TIME: 6.5487449169158936
> STR_ID: 2laj |STR_LEN: 50 |STR_TIME: 2.53550386428833
> STR_ID: 2lak |STR_LEN: 160 |STR_TIME: 10.116138935089111
> STR_ID: 2lal |STR_LEN: 677 |STR_TIME: 0.9072060585021973
> STR_ID: 2lam |STR_LEN: 29 |STR_TIME: 1.6737189292907715
> STR_ID: 2lan |STR_LEN: 75 |STR_TIME: 3.646253824234009
> STR_ID: 2lao |STR_LEN: 327 |STR_TIME: 0.4794459342956543
> STR_ID: 2lap |STR_LEN: 72 |STR_TIME: 3.6655540466308594
> STR_ID: 2laq |STR_LEN: 36 |STR_TIME: 2.4649479389190674
> STR_ID: 2lar |STR_LEN: 18 |STR_TIME: 0.16228580474853516
> STR_ID: 2las |STR_LEN: 91 |STR_TIME: 3.182465076446533
> STR_ID: 2lat |STR_LEN: 37 |STR_TIME: 2.44653582572937
> STR_ID: 2lau |STR_LEN: 82 |STR_TIME: 5.032400131225586
> STR_ID: 2lav |STR_LEN: 361 |STR_TIME: 24.976834774017334
> STR_ID: 2law |STR_LEN: 46 |STR_TIME: 3.2095158100128174
> STR_ID: 2lax |STR_LEN: 45 |STR_TIME: 2.9282400608062744
> STR_ID: 2lay |STR_LEN: 45 |STR_TIME: 3.134788990020752
> STR_ID: 2laz |STR_LEN: 41 |STR_TIME: 3.168365240097046
> STR_ID: 3la0 |STR_LEN: 598 |STR_TIME: 1.8661389350891113
> STR_ID: 3la1 |STR_LEN: 524 |STR_TIME: 1.0222342014312744
> STR_ID: 3la2 |STR_LEN: 514 |STR_TIME: 0.8666119575500488
> STR_ID: 3la3 |STR_LEN: 557 |STR_TIME: 0.7855029106140137
> STR_ID: 3la4 |STR_LEN: 1364 |STR_TIME: 1.6078860759735107
> STR_ID: 3la5 |STR_LEN: 464 |STR_TIME: 0.5051782131195068
> STR_ID: 3la6 |STR_LEN: 4173 |STR_TIME: 7.495350122451782
> STR_ID: 3la7 |STR_LEN: 585 |STR_TIME: 0.8917901515960693
> STR_ID: 3la8 |STR_LEN: 376 |STR_TIME: 0.5006608963012695
> STR_ID: 3la9 |STR_LEN: 341 |STR_TIME: 0.3582639694213867
> STR_ID: 3laa |STR_LEN: 353 |STR_TIME: 0.6014358997344971
> STR_ID: 3lac |STR_LEN: 706 |STR_TIME: 0.8166928291320801
> STR_ID: 3lad |STR_LEN: 1397 |STR_TIME: 1.69482421875
> STR_ID: 3lae |STR_LEN: 159 |STR_TIME: 0.39856672286987305
> STR_ID: 3laf |STR_LEN: 622 |STR_TIME: 0.9022009372711182
> STR_ID: 3lag |STR_LEN: 552 |STR_TIME: 0.8756120204925537
> STR_ID: 3lah |STR_LEN: 529 |STR_TIME: 0.7960147857666016
> STR_ID: 3lai |STR_LEN: 690 |STR_TIME: 1.1172120571136475
> STR_ID: 3laj |STR_LEN: 1448 |STR_TIME: 2.143598794937134
> STR_ID: 3lak |STR_LEN: 1169 |STR_TIME: 1.9172930717468262
> STR_ID: 3lal |STR_LEN: 1084 |STR_TIME: 1.8206143379211426
> STR_ID: 3lam |STR_LEN: 1065 |STR_TIME: 1.8151240348815918
> STR_ID: 3lan |STR_LEN: 1067 |STR_TIME: 1.8489348888397217
> STR_ID: 3lao |STR_LEN: 920 |STR_TIME: 2.2447869777679443
> STR_ID: 3lap |STR_LEN: 1691 |STR_TIME: 2.236724853515625
> STR_ID: 3laq |STR_LEN: 777 |STR_TIME: 1.4326419830322266
> STR_ID: 3las |STR_LEN: 663 |STR_TIME: 1.1770870685577393
> STR_ID: 3lat |STR_LEN: 960 |STR_TIME: 1.6813600063323975
> STR_ID: 3lau |STR_LEN: 344 |STR_TIME: 0.5492339134216309
> STR_ID: 3law |STR_LEN: 932 |STR_TIME: 1.6622791290283203
> STR_ID: 3lax |STR_LEN: 196 |STR_TIME: 0.4552152156829834
> STR_ID: 3lay |STR_LEN: 851 |STR_TIME: 1.585198163986206
> STR_ID: 3laz |STR_LEN: 273 |STR_TIME: 0.6559720039367676
> STR_ID: 4la0 |STR_LEN: 1346 |STR_TIME: 2.0955429077148438
> STR_ID: 4la1 |STR_LEN: 1781 |STR_TIME: 3.984239101409912
