>> START_DIR: ./data/g/g0/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1g00 |STR_LEN: 49 |STR_TIME: 0.20544195175170898
> STR_ID: 2g81 |STR_LEN: 612 |STR_TIME: 0.6540789604187012
> STR_ID: 2g82 |STR_LEN: 4241 |STR_TIME: 5.068980932235718
> STR_ID: 2g83 |STR_LEN: 664 |STR_TIME: 1.2780120372772217
> STR_ID: 2g84 |STR_LEN: 801 |STR_TIME: 1.4495429992675781
> STR_ID: 2g85 |STR_LEN: 807 |STR_TIME: 0.8003542423248291
> STR_ID: 2g86 |STR_LEN: 408 |STR_TIME: 0.6361610889434814
> STR_ID: 2g87 |STR_LEN: 801 |STR_TIME: 1.3844799995422363
> STR_ID: 2g88 |STR_LEN: 443 |STR_TIME: 0.6691899299621582
> STR_ID: 2g89 |STR_LEN: 382 |STR_TIME: 0.6843922138214111
> STR_ID: 2g8a |STR_LEN: 395 |STR_TIME: 0.6747779846191406
> STR_ID: 2g8c |STR_LEN: 652 |STR_TIME: 1.0386219024658203
> STR_ID: 2g8d |STR_LEN: 397 |STR_TIME: 0.646467924118042
> STR_ID: 2g8e |STR_LEN: 521 |STR_TIME: 0.6789340972900391
> STR_ID: 2g8f |STR_LEN: 414 |STR_TIME: 0.4230802059173584
> STR_ID: 2g8g |STR_LEN: 540 |STR_TIME: 0.9870002269744873
> STR_ID: 2g8h |STR_LEN: 391 |STR_TIME: 0.4582052230834961
> STR_ID: 2g8i |STR_LEN: 483 |STR_TIME: 0.4710240364074707
> STR_ID: 2g8j |STR_LEN: 568 |STR_TIME: 0.7039740085601807
> STR_ID: 2g8k |STR_LEN: 423 |STR_TIME: 0.44684386253356934
> STR_ID: 2g8l |STR_LEN: 884 |STR_TIME: 1.182732105255127
> STR_ID: 2g8n |STR_LEN: 823 |STR_TIME: 1.09912109375
> STR_ID: 2g8q |STR_LEN: 621 |STR_TIME: 0.5478928089141846
> STR_ID: 2g8r |STR_LEN: 512 |STR_TIME: 0.557096004486084
> STR_ID: 2g8s |STR_LEN: 1723 |STR_TIME: 2.979174852371216
> STR_ID: 2g8t |STR_LEN: 524 |STR_TIME: 0.5411229133605957
> STR_ID: 2g8u |STR_LEN: 166 |STR_TIME: 0.3670237064361572
> STR_ID: 2g8v |STR_LEN: 308 |STR_TIME: 0.41158413887023926
> STR_ID: 2g8w |STR_LEN: 263 |STR_TIME: 0.39981603622436523
> STR_ID: 2g8x |STR_LEN: 879 |STR_TIME: 1.0575480461120605
> STR_ID: 2g8y |STR_LEN: 1615 |STR_TIME: 1.5427839756011963
> STR_ID: 2g8z |STR_LEN: 515 |STR_TIME: 0.7561299800872803
> STR_ID: 3g80 |STR_LEN: 227 |STR_TIME: 0.3167531490325928
> STR_ID: 3g81 |STR_LEN: 1077 |STR_TIME: 1.073563814163208
> STR_ID: 3g82 |STR_LEN: 719 |STR_TIME: 1.374269962310791
> STR_ID: 3g83 |STR_LEN: 1021 |STR_TIME: 0.9585261344909668
> STR_ID: 3g84 |STR_LEN: 597 |STR_TIME: 0.8391969203948975
> STR_ID: 3g85 |STR_LEN: 485 |STR_TIME: 0.5672409534454346
> STR_ID: 3g86 |STR_LEN: 1633 |STR_TIME: 2.143970251083374
> STR_ID: 3g87 |STR_LEN: 481 |STR_TIME: 0.6029670238494873
> STR_ID: 3g88 |STR_LEN: 1195 |STR_TIME: 1.7703490257263184
> STR_ID: 3g89 |STR_LEN: 1507 |STR_TIME: 1.9231212139129639
> STR_ID: 3g8a |STR_LEN: 2783 |STR_TIME: 5.0772247314453125
> STR_ID: 3g8b |STR_LEN: 1014 |STR_TIME: 1.7275090217590332
> STR_ID: 3g8c |STR_LEN: 1752 |STR_TIME: 1.8899950981140137
> STR_ID: 3g8d |STR_LEN: 1299 |STR_TIME: 1.6034650802612305
> STR_ID: 3g8e |STR_LEN: 928 |STR_TIME: 1.6855590343475342
> STR_ID: 3g8f |STR_LEN: 328 |STR_TIME: 0.3408372402191162
> STR_ID: 3g8g |STR_LEN: 274 |STR_TIME: 0.3118908405303955
> STR_ID: 3g8h |STR_LEN: 322 |STR_TIME: 0.308380126953125
> STR_ID: 3g8i |STR_LEN: 418 |STR_TIME: 0.5448319911956787
> STR_ID: 3g8k |STR_LEN: 414 |STR_TIME: 0.5644950866699219
> STR_ID: 3g8l |STR_LEN: 641 |STR_TIME: 1.2634508609771729
> STR_ID: 3g8m |STR_LEN: 418 |STR_TIME: 0.7773420810699463
> STR_ID: 3g8o |STR_LEN: 855 |STR_TIME: 1.0296900272369385
> STR_ID: 3g8q |STR_LEN: 1309 |STR_TIME: 3.5528759956359863
> STR_ID: 3g8r |STR_LEN: 800 |STR_TIME: 1.2908470630645752
> STR_ID: 3g8s |STR_LEN: 1069 |STR_TIME: 3.6640169620513916
> STR_ID: 3g8t |STR_LEN: 1070 |STR_TIME: 3.667487859725952
> STR_ID: 3g8u |STR_LEN: 271 |STR_TIME: 0.8740170001983643
> STR_ID: 3g8v |STR_LEN: 359 |STR_TIME: 0.5413498878479004
> STR_ID: 3g8w |STR_LEN: 683 |STR_TIME: 1.245830774307251
> STR_ID: 3g8x |STR_LEN: 256 |STR_TIME: 0.8328759670257568
> STR_ID: 3g8y |STR_LEN: 875 |STR_TIME: 0.8955502510070801
> STR_ID: 3g8z |STR_LEN: 239 |STR_TIME: 0.3888421058654785
> STR_ID: 4g80 |STR_LEN: 2271 |STR_TIME: 3.820164918899536
> STR_ID: 4g81 |STR_LEN: 1585 |STR_TIME: 3.187180995941162
> STR_ID: 4g82 |STR_LEN: 439 |STR_TIME: 1.5713458061218262
> STR_ID: 4g83 |STR_LEN: 418 |STR_TIME: 1.5178248882293701
> STR_ID: 4g84 |STR_LEN: 1041 |STR_TIME: 2.836028814315796
> STR_ID: 4g85 |STR_LEN: 853 |STR_TIME: 2.699845790863037
> STR_ID: 4g86 |STR_LEN: 749 |STR_TIME: 1.1714389324188232
> STR_ID: 4g87 |STR_LEN: 929 |STR_TIME: 0.9553289413452148
> STR_ID: 4g88 |STR_LEN: 1687 |STR_TIME: 1.8717341423034668
> STR_ID: 4g89 |STR_LEN: 747 |STR_TIME: 0.9684708118438721
> STR_ID: 4g8a |STR_LEN: 1547 |STR_TIME: 5.041857004165649
> STR_ID: 4g8b |STR_LEN: 1464 |STR_TIME: 2.2287209033966064
> STR_ID: 4g8c |STR_LEN: 1438 |STR_TIME: 2.1862101554870605
> STR_ID: 4g8d |STR_LEN: 1688 |STR_TIME: 2.275738000869751
> STR_ID: 4g8e |STR_LEN: 588 |STR_TIME: 0.8639311790466309
> STR_ID: 4g8f |STR_LEN: 658 |STR_TIME: 0.8666682243347168
> STR_ID: 4g8g |STR_LEN: 1175 |STR_TIME: 1.6481640338897705
> STR_ID: 4g8h |STR_LEN: 681 |STR_TIME: 0.8106880187988281
> STR_ID: 4g8i |STR_LEN: 844 |STR_TIME: 0.8968832492828369
> STR_ID: 4g8j |STR_LEN: 2831 |STR_TIME: 2.954267978668213
> STR_ID: 4g8k |STR_LEN: 827 |STR_TIME: 1.960843801498413
> STR_ID: 4g8l |STR_LEN: 1199 |STR_TIME: 3.928680896759033
> STR_ID: 4g8m |STR_LEN: 907 |STR_TIME: 1.0700790882110596
> STR_ID: 4g8n |STR_LEN: 389 |STR_TIME: 0.5369069576263428
> STR_ID: 4g8o |STR_LEN: 1623 |STR_TIME: 4.758624076843262
> STR_ID: 4g8p |STR_LEN: 393 |STR_TIME: 0.8440308570861816
> STR_ID: 4g8r |STR_LEN: 952 |STR_TIME: 2.417750120162964
> STR_ID: 4g8s |STR_LEN: 475 |STR_TIME: 1.2705020904541016
> STR_ID: 4g8t |STR_LEN: 3756 |STR_TIME: 6.440036058425903
> STR_ID: 4g8u |STR_LEN: 395 |STR_TIME: 0.89975905418396
> STR_ID: 4g8v |STR_LEN: 583 |STR_TIME: 0.5815799236297607
> STR_ID: 4g8w |STR_LEN: 315 |STR_TIME: 0.8292410373687744
> STR_ID: 4g8x |STR_LEN: 489 |STR_TIME: 1.269083023071289
> STR_ID: 4g8y |STR_LEN: 495 |STR_TIME: 0.5513479709625244
> STR_ID: 4g8z |STR_LEN: 232 |STR_TIME: 0.49404025077819824
>> FINISH_DIR: ./data/g/g8/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'> |STR_COUNT: 1380 |DIR_TIME: 203.76300430297852 

>> START_DIR: ./data/g/g9/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1g90 |STR_LEN: 176 |STR_TIME: 5.295951843261719
> STR_ID: 1g91 |STR_LEN: 77 |STR_TIME: 7.588444948196411
> STR_ID: 1g92 |STR_LEN: 25 |STR_TIME: 0.8671741485595703
> STR_ID: 1g93 |STR_LEN: 378 |STR_TIME: 0.5953640937805176
> STR_ID: 1g94 |STR_LEN: 742 |STR_TIME: 0.8972790241241455
> STR_ID: 1g95 |STR_LEN: 721 |STR_TIME: 0.8393759727478027
> STR_ID: 1g96 |STR_LEN: 135 |STR_TIME: 0.24737787246704102
> STR_ID: 1g97 |STR_LEN: 931 |STR_TIME: 1.0801312923431396
> STR_ID: 1g98 |STR_LEN: 2004 |STR_TIME: 2.175786256790161
> STR_ID: 1g99 |STR_LEN: 958 |STR_TIME: 1.4231340885162354
> STR_ID: 1g9a |STR_LEN: 1837 |STR_TIME: 2.600198268890381
> STR_ID: 1g9b |STR_LEN: 1838 |STR_TIME: 2.5197510719299316
> STR_ID: 1g9c |STR_LEN: 1713 |STR_TIME: 2.5803451538085938
> STR_ID: 1g9d |STR_LEN: 1674 |STR_TIME: 2.509722948074341
> STR_ID: 1g9e |STR_LEN: 117 |STR_TIME: 6.981806993484497
> STR_ID: 1g9f |STR_LEN: 259 |STR_TIME: 0.5751502513885498
> STR_ID: 1g9g |STR_LEN: 1028 |STR_TIME: 1.2339611053466797
> STR_ID: 1g9h |STR_LEN: 727 |STR_TIME: 0.8943459987640381
> STR_ID: 1g9i |STR_LEN: 428 |STR_TIME: 0.49016284942626953
> STR_ID: 1g9j |STR_LEN: 1014 |STR_TIME: 1.2746670246124268
> STR_ID: 1g9k |STR_LEN: 819 |STR_TIME: 0.9581477642059326
> STR_ID: 1g9l |STR_LEN: 144 |STR_TIME: 13.40193486213684
> STR_ID: 1g9m |STR_LEN: 1899 |STR_TIME: 2.0113813877105713
> STR_ID: 1g9n |STR_LEN: 1289 |STR_TIME: 1.933232069015503
> STR_ID: 1g9o |STR_LEN: 235 |STR_TIME: 0.24117279052734375
> STR_ID: 1g9p |STR_LEN: 45 |STR_TIME: 2.469106912612915
> STR_ID: 1g9q |STR_LEN: 643 |STR_TIME: 0.8403129577636719
> STR_ID: 1g9r |STR_LEN: 463 |STR_TIME: 0.5947961807250977
> STR_ID: 1g9s |STR_LEN: 436 |STR_TIME: 0.6493349075317383
> STR_ID: 1g9t |STR_LEN: 452 |STR_TIME: 0.7435877323150635
> STR_ID: 1g9u |STR_LEN: 608 |STR_TIME: 0.7618286609649658
> STR_ID: 1g9v |STR_LEN: 842 |STR_TIME: 1.0972721576690674
> STR_ID: 1g9w |STR_LEN: 57 |STR_TIME: 0.10467910766601562
> STR_ID: 1g9x |STR_LEN: 911 |STR_TIME: 1.4114010334014893
> STR_ID: 1g9y |STR_LEN: 790 |STR_TIME: 0.9333529472351074
> STR_ID: 1g9z |STR_LEN: 1212 |STR_TIME: 1.0945940017700195
> STR_ID: 2g91 |STR_LEN: 107 |STR_TIME: 0.15084624290466309
> STR_ID: 2g92 |STR_LEN: 108 |STR_TIME: 0.29039692878723145
> STR_ID: 2g93 |STR_LEN: 714 |STR_TIME: 0.7843241691589355
> STR_ID: 2g94 |STR_LEN: 2413 |STR_TIME: 2.957825183868408
> STR_ID: 2g95 |STR_LEN: 1167 |STR_TIME: 1.752845287322998
> STR_ID: 2g96 |STR_LEN: 1060 |STR_TIME: 1.6824193000793457
> STR_ID: 2g97 |STR_LEN: 1045 |STR_TIME: 1.6937673091888428
> STR_ID: 2g98 |STR_LEN: 493 |STR_TIME: 0.7198479175567627
> STR_ID: 2g99 |STR_LEN: 618 |STR_TIME: 1.143387794494629
> STR_ID: 2g9a |STR_LEN: 315 |STR_TIME: 0.5851891040802002
> STR_ID: 2g9b |STR_LEN: 261 |STR_TIME: 8.496495962142944
> STR_ID: 2g9c |STR_LEN: 434 |STR_TIME: 0.5118579864501953
> STR_ID: 2g9d |STR_LEN: 357 |STR_TIME: 0.6605560779571533
> STR_ID: 2g9e |STR_LEN: 110 |STR_TIME: 0.2670278549194336
> STR_ID: 2g9f |STR_LEN: 281 |STR_TIME: 0.41926097869873047
> STR_ID: 2g9g |STR_LEN: 309 |STR_TIME: 0.455031156539917
> STR_ID: 2g9h |STR_LEN: 1062 |STR_TIME: 1.2785248756408691
> STR_ID: 2g9i |STR_LEN: 563 |STR_TIME: 0.8809311389923096
> STR_ID: 2g9j |STR_LEN: 140 |STR_TIME: 4.570950031280518
> STR_ID: 2g9k |STR_LEN: 282 |STR_TIME: 0.4725661277770996
> STR_ID: 2g9l |STR_LEN: 37 |STR_TIME: 1.6126782894134521
> STR_ID: 2g9n |STR_LEN: 657 |STR_TIME: 0.872154951095581
> STR_ID: 2g9o |STR_LEN: 77 |STR_TIME: 7.126564979553223
> STR_ID: 2g9p |STR_LEN: 26 |STR_TIME: 1.763110876083374
> STR_ID: 2g9q |STR_LEN: 895 |STR_TIME: 1.5067288875579834
> STR_ID: 2g9r |STR_LEN: 1082 |STR_TIME: 1.6960017681121826
> STR_ID: 2g9t |STR_LEN: 4383 |STR_TIME: 5.237277030944824
> STR_ID: 2g9u |STR_LEN: 981 |STR_TIME: 1.5237572193145752
> STR_ID: 2g9v |STR_LEN: 1034 |STR_TIME: 1.5690298080444336
> STR_ID: 2g9w |STR_LEN: 484 |STR_TIME: 0.5412008762359619
> STR_ID: 2g9x |STR_LEN: 1261 |STR_TIME: 2.0697569847106934
> STR_ID: 2g9y |STR_LEN: 1460 |STR_TIME: 1.6491167545318604
> STR_ID: 2g9z |STR_LEN: 1124 |STR_TIME: 1.2569568157196045
> STR_ID: 3g90 |STR_LEN: 408 |STR_TIME: 0.6874411106109619
> STR_ID: 3g91 |STR_LEN: 698 |STR_TIME: 1.214026927947998
> STR_ID: 3g93 |STR_LEN: 1820 |STR_TIME: 3.158313035964966
> STR_ID: 3g96 |STR_LEN: 1120 |STR_TIME: 3.7501659393310547
> STR_ID: 3g97 |STR_LEN: 229 |STR_TIME: 0.8063020706176758
> STR_ID: 3g98 |STR_LEN: 361 |STR_TIME: 0.4407930374145508
> STR_ID: 3g99 |STR_LEN: 285 |STR_TIME: 0.8489320278167725
> STR_ID: 3g9a |STR_LEN: 1041 |STR_TIME: 0.8447959423065186
> STR_ID: 3g9b |STR_LEN: 239 |STR_TIME: 0.34490180015563965
> STR_ID: 3g9c |STR_LEN: 991 |STR_TIME: 3.55234694480896
> STR_ID: 3g9d |STR_LEN: 655 |STR_TIME: 1.0202131271362305
> STR_ID: 3g9e |STR_LEN: 355 |STR_TIME: 0.5457191467285156
> STR_ID: 3g9g |STR_LEN: 453 |STR_TIME: 0.5649020671844482
> STR_ID: 3g9h |STR_LEN: 274 |STR_TIME: 0.49549388885498047
> STR_ID: 3g9i |STR_LEN: 363 |STR_TIME: 0.8994140625
> STR_ID: 3g9j |STR_LEN: 325 |STR_TIME: 0.9225099086761475
> STR_ID: 3g9k |STR_LEN: 1449 |STR_TIME: 1.8049728870391846
> STR_ID: 3g9l |STR_LEN: 441 |STR_TIME: 0.7005960941314697
> STR_ID: 3g9m |STR_LEN: 448 |STR_TIME: 0.9289932250976562
> STR_ID: 3g9n |STR_LEN: 354 |STR_TIME: 0.691627025604248
> STR_ID: 3g9o |STR_LEN: 363 |STR_TIME: 0.8710427284240723
> STR_ID: 3g9p |STR_LEN: 363 |STR_TIME: 0.8577890396118164
> STR_ID: 3g9q |STR_LEN: 289 |STR_TIME: 0.49327898025512695
> STR_ID: 3g9r |STR_LEN: 335 |STR_TIME: 0.9925167560577393
> STR_ID: 3g9t |STR_LEN: 393 |STR_TIME: 0.558521032333374
> STR_ID: 3g9u |STR_LEN: 370 |STR_TIME: 0.6010098457336426
> STR_ID: 3g9v |STR_LEN: 780 |STR_TIME: 1.2185862064361572
> STR_ID: 3g9w |STR_LEN: 889 |STR_TIME: 1.8146579265594482
> STR_ID: 3g9x |STR_LEN: 817 |STR_TIME: 1.2285730838775635
> STR_ID: 3g9y |STR_LEN: 67 |STR_TIME: 0.17307209968566895
> STR_ID: 3g9z |STR_LEN: 322 |STR_TIME: 0.5583090782165527
> STR_ID: 4g90 |STR_LEN: 573 |STR_TIME: 0.5570807456970215
> STR_ID: 4g91 |STR_LEN: 325 |STR_TIME: 0.8702712059020996
> STR_ID: 4g92 |STR_LEN: 855 |STR_TIME: 1.6522650718688965
> STR_ID: 4g93 |STR_LEN: 565 |STR_TIME: 1.0782878398895264
> STR_ID: 4g94 |STR_LEN: 314 |STR_TIME: 0.9206881523132324
> STR_ID: 4g95 |STR_LEN: 535 |STR_TIME: 0.5077037811279297
> STR_ID: 4g96 |STR_LEN: 820 |STR_TIME: 1.856294870376587
> STR_ID: 4g97 |STR_LEN: 289 |STR_TIME: 0.46875476837158203
> STR_ID: 4g98 |STR_LEN: 358 |STR_TIME: 0.8056399822235107
> STR_ID: 4g99 |STR_LEN: 358 |STR_TIME: 0.49736905097961426
> STR_ID: 4g9a |STR_LEN: 937 |STR_TIME: 1.9244170188903809
> STR_ID: 4g9b |STR_LEN: 417 |STR_TIME: 0.8280692100524902
> STR_ID: 4g9c |STR_LEN: 531 |STR_TIME: 0.9947168827056885
> STR_ID: 4g9d |STR_LEN: 893 |STR_TIME: 0.8936612606048584
> STR_ID: 4g9e |STR_LEN: 1488 |STR_TIME: 2.1858129501342773
> STR_ID: 4g9f |STR_LEN: 1329 |STR_TIME: 1.7276620864868164
> STR_ID: 4g9g |STR_LEN: 1607 |STR_TIME: 2.1911590099334717
> STR_ID: 4g9h |STR_LEN: 655 |STR_TIME: 1.4307019710540771
> STR_ID: 4g9i |STR_LEN: 4591 |STR_TIME: 8.143682718276978
> STR_ID: 4g9j |STR_LEN: 648 |STR_TIME: 1.1757659912109375
> STR_ID: 4g9k |STR_LEN: 946 |STR_TIME: 3.0351500511169434
> STR_ID: 4g9l |STR_LEN: 417 |STR_TIME: 0.6594901084899902
> STR_ID: 4g9m |STR_LEN: 532 |STR_TIME: 0.9690001010894775
> STR_ID: 4g9n |STR_LEN: 550 |STR_TIME: 0.6702771186828613
> STR_ID: 4g9o |STR_LEN: 753 |STR_TIME: 1.547644853591919
> STR_ID: 4g9p |STR_LEN: 867 |STR_TIME: 2.153963088989258
> STR_ID: 4g9q |STR_LEN: 392 |STR_TIME: 0.4916839599609375
> STR_ID: 4g9r |STR_LEN: 525 |STR_TIME: 0.9712986946105957
> STR_ID: 4g9s |STR_LEN: 841 |STR_TIME: 1.8524470329284668
> STR_ID: 4g9y |STR_LEN: 269 |STR_TIME: 0.5576550960540771
> STR_ID: 4g9z |STR_LEN: 302 |STR_TIME: 0.8115200996398926
>> FINISH_DIR: ./data/g/g9/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'> |STR_COUNT: 1511 |DIR_TIME: 209.0974841117859 

>> START_DIR: ./data/g/ga/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1ga0 |STR_LEN: 681 |STR_TIME: 0.7494814395904541
> STR_ID: 1ga1 |STR_LEN: 798 |STR_TIME: 1.3860759735107422
> STR_ID: 1ga2 |STR_LEN: 2005 |STR_TIME: 2.408228874206543
> STR_ID: 1ga3 |STR_LEN: 113 |STR_TIME: 7.269907236099243
> STR_ID: 1ga4 |STR_LEN: 824 |STR_TIME: 1.3957340717315674
> STR_ID: 1ga5 |STR_LEN: 687 |STR_TIME: 1.0529139041900635
> STR_ID: 1ga6 |STR_LEN: 846 |STR_TIME: 1.4350097179412842
> STR_ID: 1ga7 |STR_LEN: 540 |STR_TIME: 0.7953250408172607
> STR_ID: 1ga8 |STR_LEN: 472 |STR_TIME: 0.6013898849487305
> STR_ID: 1ga9 |STR_LEN: 1033 |STR_TIME: 1.4399518966674805
> STR_ID: 1gab |STR_LEN: 53 |STR_TIME: 3.4267828464508057
> STR_ID: 1gac |STR_LEN: 30 |STR_TIME: 8.979244709014893
> STR_ID: 1gad |STR_LEN: 952 |STR_TIME: 1.2285330295562744
> STR_ID: 1gae |STR_LEN: 941 |STR_TIME: 1.2341561317443848
> STR_ID: 1gaf |STR_LEN: 583 |STR_TIME: 1.1445248126983643
> STR_ID: 1gag |STR_LEN: 342 |STR_TIME: 0.6425979137420654
> STR_ID: 1gah |STR_LEN: 1027 |STR_TIME: 1.532576084136963
> STR_ID: 1gai |STR_LEN: 1048 |STR_TIME: 1.580387830734253
> STR_ID: 1gaj |STR_LEN: 394 |STR_TIME: 0.5389392375946045
> STR_ID: 1gak |STR_LEN: 279 |STR_TIME: 0.31084418296813965
> STR_ID: 1gal |STR_LEN: 743 |STR_TIME: 1.171598196029663
> STR_ID: 1gam |STR_LEN: 209 |STR_TIME: 0.34672975540161133
> STR_ID: 1gan |STR_LEN: 302 |STR_TIME: 0.49331021308898926
> STR_ID: 1gao |STR_LEN: 689 |STR_TIME: 0.8486359119415283
> STR_ID: 1gaq |STR_LEN: 826 |STR_TIME: 1.3399972915649414
> STR_ID: 1gar |STR_LEN: 727 |STR_TIME: 0.8376069068908691
> STR_ID: 1gat |STR_LEN: 77 |STR_TIME: 0.3585357666015625
> STR_ID: 1gau |STR_LEN: 76 |STR_TIME: 9.123444080352783
> STR_ID: 1gav |STR_LEN: 5805 |STR_TIME: 9.576946258544922
> STR_ID: 1gaw |STR_LEN: 822 |STR_TIME: 1.2174139022827148
> STR_ID: 1gax |STR_LEN: 2038 |STR_TIME: 4.099298000335693
> STR_ID: 1gay |STR_LEN: 435 |STR_TIME: 0.35534071922302246
> STR_ID: 1gaz |STR_LEN: 431 |STR_TIME: 0.34422969818115234
> STR_ID: 2ga0 |STR_LEN: 1462 |STR_TIME: 2.1442790031433105
> STR_ID: 2ga1 |STR_LEN: 405 |STR_TIME: 0.46303701400756836
> STR_ID: 2ga2 |STR_LEN: 744 |STR_TIME: 0.8146460056304932
> STR_ID: 2ga3 |STR_LEN: 1401 |STR_TIME: 1.6886699199676514
> STR_ID: 2ga4 |STR_LEN: 1191 |STR_TIME: 1.2784242630004883
> STR_ID: 2ga5 |STR_LEN: 123 |STR_TIME: 7.8044281005859375
> STR_ID: 2ga6 |STR_LEN: 3846 |STR_TIME: 5.0944812297821045
> STR_ID: 2ga7 |STR_LEN: 78 |STR_TIME: 7.14148473739624
> STR_ID: 2ga8 |STR_LEN: 598 |STR_TIME: 0.7042238712310791
> STR_ID: 2ga9 |STR_LEN: 997 |STR_TIME: 1.4482650756835938
> STR_ID: 2gaa |STR_LEN: 510 |STR_TIME: 0.673454761505127
> STR_ID: 2gab |STR_LEN: 301 |STR_TIME: 0.44466400146484375
> STR_ID: 2gac |STR_LEN: 796 |STR_TIME: 1.005255937576294
> STR_ID: 2gae |STR_LEN: 366 |STR_TIME: 0.7494022846221924
> STR_ID: 2gaf |STR_LEN: 873 |STR_TIME: 1.393432855606079
> STR_ID: 2gag |STR_LEN: 3136 |STR_TIME: 3.350132942199707
> STR_ID: 2gah |STR_LEN: 3358 |STR_TIME: 3.394695281982422
> STR_ID: 2gai |STR_LEN: 2216 |STR_TIME: 2.4562489986419678
> STR_ID: 2gaj |STR_LEN: 2039 |STR_TIME: 2.2784931659698486
> STR_ID: 2gak |STR_LEN: 1238 |STR_TIME: 1.4654488563537598
> STR_ID: 2gal |STR_LEN: 343 |STR_TIME: 0.5064630508422852
> STR_ID: 2gam |STR_LEN: 1726 |STR_TIME: 2.7540340423583984
> STR_ID: 2gan |STR_LEN: 591 |STR_TIME: 0.778834342956543
> STR_ID: 2gao |STR_LEN: 401 |STR_TIME: 0.6908190250396729
> STR_ID: 2gaq |STR_LEN: 100 |STR_TIME: 6.435827970504761
> STR_ID: 2gar |STR_LEN: 313 |STR_TIME: 0.40514683723449707
> STR_ID: 2gas |STR_LEN: 1516 |STR_TIME: 1.3934409618377686
> STR_ID: 2gat |STR_LEN: 99 |STR_TIME: 0.4913778305053711
> STR_ID: 2gau |STR_LEN: 431 |STR_TIME: 0.4759092330932617
> STR_ID: 2gaw |STR_LEN: 684 |STR_TIME: 0.986382246017456
> STR_ID: 2gax |STR_LEN: 497 |STR_TIME: 0.5528340339660645
> STR_ID: 2gaz |STR_LEN: 420 |STR_TIME: 0.75020432472229
> STR_ID: 3ga0 |STR_LEN: 340 |STR_TIME: 0.6322231292724609
> STR_ID: 3ga1 |STR_LEN: 346 |STR_TIME: 0.526731014251709
> STR_ID: 3ga2 |STR_LEN: 389 |STR_TIME: 0.5110898017883301
> STR_ID: 3ga3 |STR_LEN: 338 |STR_TIME: 0.36649227142333984
> STR_ID: 3ga4 |STR_LEN: 364 |STR_TIME: 0.7318882942199707
> STR_ID: 3ga5 |STR_LEN: 1327 |STR_TIME: 1.276210069656372
> STR_ID: 3ga6 |STR_LEN: 931 |STR_TIME: 2.144871950149536
> STR_ID: 3ga7 |STR_LEN: 782 |STR_TIME: 0.8289430141448975
> STR_ID: 3ga8 |STR_LEN: 166 |STR_TIME: 0.20667791366577148
> STR_ID: 3ga9 |STR_LEN: 534 |STR_TIME: 0.8770289421081543
> STR_ID: 3gaa |STR_LEN: 1248 |STR_TIME: 2.0351240634918213
> STR_ID: 3gab |STR_LEN: 837 |STR_TIME: 1.403378963470459
> STR_ID: 3gac |STR_LEN: 1492 |STR_TIME: 2.5496582984924316
> STR_ID: 3gad |STR_LEN: 1592 |STR_TIME: 1.5341908931732178
> STR_ID: 3gae |STR_LEN: 1059 |STR_TIME: 1.1231579780578613
> STR_ID: 3gaf |STR_LEN: 2323 |STR_TIME: 3.2356631755828857
> STR_ID: 3gag |STR_LEN: 1484 |STR_TIME: 1.7877790927886963
> STR_ID: 3gah |STR_LEN: 401 |STR_TIME: 0.5074431896209717
> STR_ID: 3gai |STR_LEN: 350 |STR_TIME: 0.49727368354797363
> STR_ID: 3gaj |STR_LEN: 351 |STR_TIME: 0.4676790237426758
> STR_ID: 3gak |STR_LEN: 598 |STR_TIME: 1.0900518894195557
> STR_ID: 3gal |STR_LEN: 358 |STR_TIME: 0.5206141471862793
> STR_ID: 3gam |STR_LEN: 793 |STR_TIME: 1.0127549171447754
> STR_ID: 3gan |STR_LEN: 173 |STR_TIME: 0.33379197120666504
> STR_ID: 3gao |STR_LEN: 334 |STR_TIME: 0.46061110496520996
> STR_ID: 3gaq |STR_LEN: 545 |STR_TIME: 0.6664412021636963
> STR_ID: 3gar |STR_LEN: 358 |STR_TIME: 0.44266605377197266
> STR_ID: 3gas |STR_LEN: 2807 |STR_TIME: 3.120820999145508
> STR_ID: 3gat |STR_LEN: 99 |STR_TIME: 14.868780136108398
> STR_ID: 3gau |STR_LEN: 1213 |STR_TIME: 2.384474039077759
> STR_ID: 3gav |STR_LEN: 1213 |STR_TIME: 2.3856699466705322
> STR_ID: 3gaw |STR_LEN: 1213 |STR_TIME: 2.288881301879883
> STR_ID: 3gax |STR_LEN: 394 |STR_TIME: 0.5184431076049805
> STR_ID: 3gay |STR_LEN: 1219 |STR_TIME: 1.249769926071167
> STR_ID: 3gaz |STR_LEN: 1360 |STR_TIME: 1.398378849029541
> STR_ID: 4ga0 |STR_LEN: 228 |STR_TIME: 0.8707151412963867
> STR_ID: 4ga1 |STR_LEN: 374 |STR_TIME: 0.8160851001739502
