>> START_DIR: ./data/a/a0/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1a00 |STR_LEN: 794 |STR_TIME: 1.0915958881378174
> STR_ID: 5a6x |STR_LEN: 1227 |STR_TIME: 1.01094388961792
> STR_ID: 5a6y |STR_LEN: 1154 |STR_TIME: 1.7872371673583984
> STR_ID: 5a6z |STR_LEN: 1346 |STR_TIME: 1.1896169185638428
>> FINISH_DIR: ./data/a/a6/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'> |STR_COUNT: 1154 |DIR_TIME: 381.47315788269043 

>> START_DIR: ./data/a/a7/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1a70 |STR_LEN: 179 |STR_TIME: 0.23377203941345215
> STR_ID: 1a71 |STR_LEN: 935 |STR_TIME: 1.4862289428710938
> STR_ID: 1a72 |STR_LEN: 455 |STR_TIME: 0.7136099338531494
> STR_ID: 1a73 |STR_LEN: 763 |STR_TIME: 0.9631671905517578
> STR_ID: 1a74 |STR_LEN: 596 |STR_TIME: 0.9109461307525635
> STR_ID: 1a75 |STR_LEN: 454 |STR_TIME: 0.49985790252685547
> STR_ID: 1a76 |STR_LEN: 496 |STR_TIME: 0.6369881629943848
> STR_ID: 1a77 |STR_LEN: 459 |STR_TIME: 0.6594970226287842
> STR_ID: 1a78 |STR_LEN: 317 |STR_TIME: 0.5370960235595703
> STR_ID: 1a79 |STR_LEN: 743 |STR_TIME: 1.221323013305664
> STR_ID: 1a7a |STR_LEN: 911 |STR_TIME: 1.5627951622009277
> STR_ID: 1a7b |STR_LEN: 372 |STR_TIME: 0.6725378036499023
> STR_ID: 1a7c |STR_LEN: 451 |STR_TIME: 0.8075947761535645
> STR_ID: 1a7d |STR_LEN: 343 |STR_TIME: 0.44234514236450195
> STR_ID: 1a7e |STR_LEN: 325 |STR_TIME: 0.4725680351257324
> STR_ID: 1a7f |STR_LEN: 50 |STR_TIME: 3.1516690254211426
> STR_ID: 1a7g |STR_LEN: 158 |STR_TIME: 0.23089313507080078
> STR_ID: 1a7h |STR_LEN: 222 |STR_TIME: 0.37983179092407227
> STR_ID: 1a7i |STR_LEN: 62 |STR_TIME: 0.23037981986999512
> STR_ID: 1a7j |STR_LEN: 314 |STR_TIME: 0.597121000289917
> STR_ID: 1a7k |STR_LEN: 1444 |STR_TIME: 2.52828311920166
> STR_ID: 1a7l |STR_LEN: 1165 |STR_TIME: 2.165156126022339
> STR_ID: 1a7m |STR_LEN: 180 |STR_TIME: 12.695585012435913
> STR_ID: 1a7n |STR_LEN: 415 |STR_TIME: 0.5562598705291748
> STR_ID: 1a7o |STR_LEN: 354 |STR_TIME: 0.6020290851593018
> STR_ID: 1a7p |STR_LEN: 365 |STR_TIME: 0.5051977634429932
> STR_ID: 1a7q |STR_LEN: 269 |STR_TIME: 0.6114020347595215
> STR_ID: 1a7r |STR_LEN: 334 |STR_TIME: 0.4850308895111084
> STR_ID: 1a7s |STR_LEN: 563 |STR_TIME: 1.3480398654937744
> STR_ID: 1a7t |STR_LEN: 799 |STR_TIME: 1.5757708549499512
> STR_ID: 1a7u |STR_LEN: 953 |STR_TIME: 1.2460391521453857
> STR_ID: 1a7v |STR_LEN: 447 |STR_TIME: 0.6487631797790527
> STR_ID: 1a7w |STR_LEN: 116 |STR_TIME: 0.35781407356262207
> STR_ID: 1a7x |STR_LEN: 392 |STR_TIME: 0.6300599575042725
> STR_ID: 1a7y |STR_LEN: 41 |STR_TIME: 0.24159693717956543
> STR_ID: 1a7z |STR_LEN: 43 |STR_TIME: 0.23275518417358398
> STR_ID: 2a70 |STR_LEN: 1093 |STR_TIME: 1.9683420658111572
> STR_ID: 2a71 |STR_LEN: 1073 |STR_TIME: 1.6746690273284912
> STR_ID: 2a72 |STR_LEN: 498 |STR_TIME: 0.6156308650970459
> STR_ID: 2a73 |STR_LEN: 1618 |STR_TIME: 3.259567975997925
> STR_ID: 2a74 |STR_LEN: 2855 |STR_TIME: 5.55757212638855
> STR_ID: 2a75 |STR_LEN: 1250 |STR_TIME: 1.6406152248382568
> STR_ID: 2a77 |STR_LEN: 764 |STR_TIME: 1.0509531497955322
> STR_ID: 2a78 |STR_LEN: 709 |STR_TIME: 0.8958158493041992
> STR_ID: 2a79 |STR_LEN: 748 |STR_TIME: 1.321159839630127
> STR_ID: 2a7a |STR_LEN: 363 |STR_TIME: 0.5038027763366699
> STR_ID: 2a7b |STR_LEN: 209 |STR_TIME: 0.31220006942749023
> STR_ID: 2a7c |STR_LEN: 466 |STR_TIME: 0.5371229648590088
> STR_ID: 2a7d |STR_LEN: 228 |STR_TIME: 0.4176931381225586
> STR_ID: 2a7e |STR_LEN: 40 |STR_TIME: 0.09575414657592773
> STR_ID: 2a7f |STR_LEN: 308 |STR_TIME: 0.325239896774292
> STR_ID: 2a7g |STR_LEN: 504 |STR_TIME: 0.6650388240814209
> STR_ID: 2a7h |STR_LEN: 342 |STR_TIME: 0.45026707649230957
> STR_ID: 2a7i |STR_LEN: 362 |STR_TIME: 0.434445858001709
> STR_ID: 2a7j |STR_LEN: 539 |STR_TIME: 0.5785419940948486
> STR_ID: 2a7k |STR_LEN: 2880 |STR_TIME: 6.937777996063232
> STR_ID: 2a7l |STR_LEN: 448 |STR_TIME: 0.5578010082244873
> STR_ID: 2a7m |STR_LEN: 441 |STR_TIME: 0.9760909080505371
> STR_ID: 2a7n |STR_LEN: 677 |STR_TIME: 0.7718780040740967
> STR_ID: 2a7o |STR_LEN: 100 |STR_TIME: 7.842458963394165
> STR_ID: 2a7p |STR_LEN: 580 |STR_TIME: 0.7826571464538574
> STR_ID: 2a7q |STR_LEN: 281 |STR_TIME: 0.5345969200134277
> STR_ID: 2a7r |STR_LEN: 1342 |STR_TIME: 2.7215311527252197
> STR_ID: 2a7s |STR_LEN: 4310 |STR_TIME: 6.26498818397522
> STR_ID: 2a7t |STR_LEN: 245 |STR_TIME: 0.37493109703063965
> STR_ID: 2a7u |STR_LEN: 127 |STR_TIME: 0.4927370548248291
> STR_ID: 2a7w |STR_LEN: 1431 |STR_TIME: 2.3599541187286377
> STR_ID: 2a7x |STR_LEN: 594 |STR_TIME: 0.7606441974639893
> STR_ID: 2a7y |STR_LEN: 80 |STR_TIME: 6.6319990158081055
> STR_ID: 3a70 |STR_LEN: 2373 |STR_TIME: 2.714303970336914
> STR_ID: 3a71 |STR_LEN: 894 |STR_TIME: 1.5549380779266357
> STR_ID: 3a72 |STR_LEN: 901 |STR_TIME: 1.7109570503234863
> STR_ID: 3a73 |STR_LEN: 1441 |STR_TIME: 2.5225720405578613
> STR_ID: 3a74 |STR_LEN: 2768 |STR_TIME: 4.402026891708374
> STR_ID: 3a75 |STR_LEN: 1875 |STR_TIME: 2.262948989868164
> STR_ID: 3a76 |STR_LEN: 551 |STR_TIME: 0.9457180500030518
> STR_ID: 3a77 |STR_LEN: 1942 |STR_TIME: 2.310641050338745
> STR_ID: 3a78 |STR_LEN: 627 |STR_TIME: 0.6659820079803467
> STR_ID: 3a79 |STR_LEN: 1102 |STR_TIME: 4.009413957595825
> STR_ID: 3a7a |STR_LEN: 932 |STR_TIME: 1.8433160781860352
> STR_ID: 3a7b |STR_LEN: 823 |STR_TIME: 1.2477450370788574
> STR_ID: 3a7c |STR_LEN: 780 |STR_TIME: 1.1799490451812744
> STR_ID: 3a7d |STR_LEN: 311 |STR_TIME: 0.529188871383667
> STR_ID: 3a7e |STR_LEN: 261 |STR_TIME: 0.4887712001800537
> STR_ID: 3a7f |STR_LEN: 605 |STR_TIME: 0.6702299118041992
> STR_ID: 3a7g |STR_LEN: 1042 |STR_TIME: 1.224802017211914
> STR_ID: 3a7h |STR_LEN: 1059 |STR_TIME: 1.4228060245513916
> STR_ID: 3a7i |STR_LEN: 705 |STR_TIME: 0.7379779815673828
> STR_ID: 3a7j |STR_LEN: 673 |STR_TIME: 0.7310199737548828
> STR_ID: 3a7k |STR_LEN: 950 |STR_TIME: 1.7214651107788086
> STR_ID: 3a7l |STR_LEN: 204 |STR_TIME: 0.2959308624267578
> STR_ID: 3a7m |STR_LEN: 232 |STR_TIME: 0.5028040409088135
> STR_ID: 3a7n |STR_LEN: 428 |STR_TIME: 0.5492801666259766
> STR_ID: 3a7o |STR_LEN: 424 |STR_TIME: 0.6880288124084473
> STR_ID: 3a7p |STR_LEN: 192 |STR_TIME: 0.36536288261413574
> STR_ID: 3a7q |STR_LEN: 750 |STR_TIME: 1.6038637161254883
> STR_ID: 3a7r |STR_LEN: 849 |STR_TIME: 0.8597457408905029
> STR_ID: 3a7s |STR_LEN: 215 |STR_TIME: 0.44052934646606445
> STR_ID: 3a7t |STR_LEN: 615 |STR_TIME: 0.525627851486206
> STR_ID: 3a7u |STR_LEN: 325 |STR_TIME: 0.6225161552429199
> STR_ID: 3a7v |STR_LEN: 626 |STR_TIME: 0.5598709583282471
> STR_ID: 3a7w |STR_LEN: 622 |STR_TIME: 0.55364990234375
> STR_ID: 3a7x |STR_LEN: 469 |STR_TIME: 0.5202300548553467
> STR_ID: 3a7y |STR_LEN: 630 |STR_TIME: 0.6411566734313965
> STR_ID: 3a7z |STR_LEN: 527 |STR_TIME: 0.5162050724029541
> STR_ID: 4a71 |STR_LEN: 790 |STR_TIME: 1.1791698932647705
> STR_ID: 4a72 |STR_LEN: 2292 |STR_TIME: 6.148345947265625
> STR_ID: 4a73 |STR_LEN: 1409 |STR_TIME: 4.197527647018433
> STR_ID: 4a75 |STR_LEN: 882 |STR_TIME: 1.5462760925292969
> STR_ID: 4a76 |STR_LEN: 714 |STR_TIME: 1.4762520790100098
> STR_ID: 4a78 |STR_LEN: 670 |STR_TIME: 1.161134958267212
> STR_ID: 4a79 |STR_LEN: 1692 |STR_TIME: 2.256927967071533
> STR_ID: 4a7a |STR_LEN: 1788 |STR_TIME: 2.126544952392578
> STR_ID: 4a7b |STR_LEN: 552 |STR_TIME: 1.2411692142486572
> STR_ID: 4a7c |STR_LEN: 467 |STR_TIME: 0.661855936050415
> STR_ID: 4a7d |STR_LEN: 322 |STR_TIME: 0.7863130569458008
> STR_ID: 4a7e |STR_LEN: 105 |STR_TIME: 0.35564589500427246
> STR_ID: 4a7f |STR_LEN: 4224 |STR_TIME: 8.212378740310669
> STR_ID: 4a7g |STR_LEN: 707 |STR_TIME: 1.345116138458252
> STR_ID: 4a7h |STR_LEN: 4224 |STR_TIME: 8.053273916244507
> STR_ID: 4a7i |STR_LEN: 495 |STR_TIME: 0.7169139385223389
> STR_ID: 4a7j |STR_LEN: 554 |STR_TIME: 0.7706880569458008
> STR_ID: 4a7k |STR_LEN: 1441 |STR_TIME: 3.264719009399414
> STR_ID: 4a7l |STR_LEN: 4224 |STR_TIME: 9.168201923370361
> STR_ID: 4a7m |STR_LEN: 872 |STR_TIME: 0.793360710144043
> STR_ID: 4a7n |STR_LEN: 1885 |STR_TIME: 3.4821276664733887
> STR_ID: 4a7p |STR_LEN: 860 |STR_TIME: 2.839456081390381
> STR_ID: 4a7q |STR_LEN: 795 |STR_TIME: 1.3462049961090088
> STR_ID: 4a7s |STR_LEN: 782 |STR_TIME: 1.4082400798797607
> STR_ID: 4a7t |STR_LEN: 677 |STR_TIME: 0.7670199871063232
> STR_ID: 4a7u |STR_LEN: 600 |STR_TIME: 1.198279857635498
> STR_ID: 4a7v |STR_LEN: 558 |STR_TIME: 1.140549898147583
> STR_ID: 4a7w |STR_LEN: 772 |STR_TIME: 0.9796090126037598
> STR_ID: 4a7x |STR_LEN: 1778 |STR_TIME: 5.075782060623169
> STR_ID: 4a7y |STR_LEN: 946 |STR_TIME: 3.076904773712158
> STR_ID: 4a7z |STR_LEN: 1076 |STR_TIME: 3.253430128097534
> STR_ID: 5a70 |STR_LEN: 1088 |STR_TIME: 1.08445405960083
> STR_ID: 5a71 |STR_LEN: 1667 |STR_TIME: 2.632301092147827
> STR_ID: 5a72 |STR_LEN: 451 |STR_TIME: 1.086987018585205
> STR_ID: 5a74 |STR_LEN: 571 |STR_TIME: 0.9393930435180664
> STR_ID: 5a76 |STR_LEN: 917 |STR_TIME: 3.141901969909668
> STR_ID: 5a77 |STR_LEN: 382 |STR_TIME: 0.9222660064697266
> STR_ID: 5a78 |STR_LEN: 387 |STR_TIME: 1.2008349895477295
> STR_ID: 5a79 |STR_LEN: 180 |STR_TIME: 0.44550013542175293
> STR_ID: 5a7a |STR_LEN: 178 |STR_TIME: 0.408128023147583
> STR_ID: 5a7b |STR_LEN: 1014 |STR_TIME: 1.009403944015503
> STR_ID: 5a7c |STR_LEN: 816 |STR_TIME: 0.9860758781433105
> STR_ID: 5a7d |STR_LEN: 5069 |STR_TIME: 9.980294942855835
> STR_ID: 5a7e |STR_LEN: 1092 |STR_TIME: 1.2650980949401855
> STR_ID: 5a7f |STR_LEN: 805 |STR_TIME: 2.1063640117645264
> STR_ID: 5a7g |STR_LEN: 1225 |STR_TIME: 2.130573034286499
> STR_ID: 5a7h |STR_LEN: 760 |STR_TIME: 1.1552162170410156
> STR_ID: 5a7i |STR_LEN: 348 |STR_TIME: 1.3021292686462402
> STR_ID: 5a7j |STR_LEN: 701 |STR_TIME: 2.1614887714385986
> STR_ID: 5a7l |STR_LEN: 119 |STR_TIME: 0.32595372200012207
> STR_ID: 5a7m |STR_LEN: 3493 |STR_TIME: 3.9194729328155518
> STR_ID: 5a7n |STR_LEN: 1005 |STR_TIME: 1.5088229179382324
> STR_ID: 5a7o |STR_LEN: 1040 |STR_TIME: 1.5343108177185059
> STR_ID: 5a7p |STR_LEN: 1064 |STR_TIME: 1.5155110359191895
> STR_ID: 5a7q |STR_LEN: 1038 |STR_TIME: 2.759338855743408
> STR_ID: 5a7r |STR_LEN: 955 |STR_TIME: 1.358963966369629
> STR_ID: 5a7s |STR_LEN: 1113 |STR_TIME: 1.6162991523742676
> STR_ID: 5a7t |STR_LEN: 284 |STR_TIME: 0.5303611755371094
> STR_ID: 5a7u |STR_LEN: 28 |STR_TIME: 0.14945316314697266
> STR_ID: 5a7v |STR_LEN: 1600 |STR_TIME: 3.2135438919067383
> STR_ID: 5a7w |STR_LEN: 782 |STR_TIME: 1.4760477542877197
> STR_ID: 5a7x |STR_LEN: 4149 |STR_TIME: 7.874033689498901
> STR_ID: 5a7y |STR_LEN: 573 |STR_TIME: 2.0295281410217285
> STR_ID: 5a7z |STR_LEN: 279 |STR_TIME: 0.518435001373291
>> FINISH_DIR: ./data/a/a7/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'> |STR_COUNT: 1323 |DIR_TIME: 292.85370993614197 

>> START_DIR: ./data/a/a8/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1a80 |STR_LEN: 383 |STR_TIME: 0.5972888469696045
> STR_ID: 1a81 |STR_LEN: 1530 |STR_TIME: 3.003814935684204
> STR_ID: 1a82 |STR_LEN: 446 |STR_TIME: 0.5399487018585205
> STR_ID: 1a83 |STR_LEN: 18 |STR_TIME: 0.7354099750518799
> STR_ID: 1a84 |STR_LEN: 25 |STR_TIME: 0.21860122680664062
> STR_ID: 1a85 |STR_LEN: 163 |STR_TIME: 0.41838884353637695
> STR_ID: 1a86 |STR_LEN: 163 |STR_TIME: 0.36757802963256836
> STR_ID: 1a87 |STR_LEN: 352 |STR_TIME: 0.666553258895874
> STR_ID: 1a88 |STR_LEN: 1332 |STR_TIME: 1.6856999397277832
> STR_ID: 1a8a |STR_LEN: 445 |STR_TIME: 0.6367437839508057
> STR_ID: 1a8b |STR_LEN: 484 |STR_TIME: 0.6591339111328125
> STR_ID: 1a8c |STR_LEN: 82 |STR_TIME: 0.2987818717956543
> STR_ID: 1a8d |STR_LEN: 878 |STR_TIME: 1.7795131206512451
> STR_ID: 1a8e |STR_LEN: 469 |STR_TIME: 0.6334428787231445
> STR_ID: 1a8f |STR_LEN: 599 |STR_TIME: 0.6753149032592773
> STR_ID: 1a8g |STR_LEN: 268 |STR_TIME: 0.43674778938293457
> STR_ID: 1a8h |STR_LEN: 636 |STR_TIME: 1.0430140495300293
> STR_ID: 1a8i |STR_LEN: 1609 |STR_TIME: 1.8070878982543945
> STR_ID: 1a8j |STR_LEN: 434 |STR_TIME: 0.7804667949676514
> STR_ID: 1a8k |STR_LEN: 557 |STR_TIME: 1.0295360088348389
> STR_ID: 1a8l |STR_LEN: 366 |STR_TIME: 0.47448015213012695
> STR_ID: 1a8m |STR_LEN: 525 |STR_TIME: 0.9039909839630127
> STR_ID: 1a8n |STR_LEN: 24 |STR_TIME: 1.3445930480957031
> STR_ID: 1a8o |STR_LEN: 158 |STR_TIME: 0.2098689079284668
> STR_ID: 1a8p |STR_LEN: 343 |STR_TIME: 0.53790283203125
> STR_ID: 1a8q |STR_LEN: 481 |STR_TIME: 0.6030042171478271
> STR_ID: 1a8r |STR_LEN: 4305 |STR_TIME: 6.350876092910767
> STR_ID: 1a8s |STR_LEN: 613 |STR_TIME: 0.6475949287414551
> STR_ID: 1a8t |STR_LEN: 646 |STR_TIME: 0.900402307510376
> STR_ID: 1a8u |STR_LEN: 1232 |STR_TIME: 1.2609050273895264
> STR_ID: 1a8v |STR_LEN: 321 |STR_TIME: 0.4732379913330078
> STR_ID: 1a8w |STR_LEN: 24 |STR_TIME: 1.2803740501403809
> STR_ID: 1a8y |STR_LEN: 378 |STR_TIME: 0.6683130264282227
> STR_ID: 1a8z |STR_LEN: 211 |STR_TIME: 0.3278939723968506
> STR_ID: 2a81 |STR_LEN: 699 |STR_TIME: 2.2824552059173584
> STR_ID: 2a83 |STR_LEN: 1068 |STR_TIME: 1.7984859943389893
> STR_ID: 2a84 |STR_LEN: 576 |STR_TIME: 0.6231586933135986
> STR_ID: 2a85 |STR_LEN: 482 |STR_TIME: 0.7214369773864746
> STR_ID: 2a86 |STR_LEN: 893 |STR_TIME: 1.1053969860076904
> STR_ID: 2a87 |STR_LEN: 639 |STR_TIME: 1.1884300708770752
> STR_ID: 2a88 |STR_LEN: 566 |STR_TIME: 0.613591194152832
> STR_ID: 2a89 |STR_LEN: 1756 |STR_TIME: 1.80000901222229
> STR_ID: 2a8a |STR_LEN: 574 |STR_TIME: 0.8426570892333984
> STR_ID: 2a8b |STR_LEN: 416 |STR_TIME: 0.5812511444091797
> STR_ID: 2a8c |STR_LEN: 1490 |STR_TIME: 2.423475980758667
> STR_ID: 2a8d |STR_LEN: 1651 |STR_TIME: 2.4965150356292725
> STR_ID: 2a8e |STR_LEN: 308 |STR_TIME: 0.48308610916137695
> STR_ID: 2a8f |STR_LEN: 555 |STR_TIME: 0.7715919017791748
> STR_ID: 2a8g |STR_LEN: 295 |STR_TIME: 0.48127293586730957
> STR_ID: 2a8h |STR_LEN: 667 |STR_TIME: 1.0181241035461426
> STR_ID: 2a8i |STR_LEN: 984 |STR_TIME: 1.3731913566589355
> STR_ID: 2a8j |STR_LEN: 953 |STR_TIME: 1.1930971145629883
> STR_ID: 2a8k |STR_LEN: 726 |STR_TIME: 0.8288619518280029
> STR_ID: 2a8l |STR_LEN: 883 |STR_TIME: 1.1824190616607666
> STR_ID: 2a8m |STR_LEN: 734 |STR_TIME: 1.1384968757629395
> STR_ID: 2a8n |STR_LEN: 474 |STR_TIME: 0.5604617595672607
> STR_ID: 2a8p |STR_LEN: 439 |STR_TIME: 0.7928950786590576
> STR_ID: 2a8q |STR_LEN: 431 |STR_TIME: 0.7194130420684814
> STR_ID: 2a8r |STR_LEN: 461 |STR_TIME: 0.7749269008636475
> STR_ID: 2a8s |STR_LEN: 441 |STR_TIME: 0.7628159523010254
> STR_ID: 2a8t |STR_LEN: 493 |STR_TIME: 0.8145720958709717
> STR_ID: 2a8u |STR_LEN: 449 |STR_TIME: 0.6263699531555176
> STR_ID: 2a8v |STR_LEN: 444 |STR_TIME: 0.7440001964569092
> STR_ID: 2a8w |STR_LEN: 497 |STR_TIME: 0.6064708232879639
> STR_ID: 2a8x |STR_LEN: 1264 |STR_TIME: 1.8048546314239502
> STR_ID: 2a8y |STR_LEN: 6597 |STR_TIME: 7.2319769859313965
> STR_ID: 2a8z |STR_LEN: 461 |STR_TIME: 0.80389404296875
> STR_ID: 3a80 |STR_LEN: 496 |STR_TIME: 0.47642016410827637
> STR_ID: 3a81 |STR_LEN: 605 |STR_TIME: 0.5692658424377441
> STR_ID: 3a82 |STR_LEN: 473 |STR_TIME: 0.6107966899871826
> STR_ID: 3a83 |STR_LEN: 614 |STR_TIME: 0.5488460063934326
> STR_ID: 3a84 |STR_LEN: 549 |STR_TIME: 0.5350799560546875
> STR_ID: 3a85 |STR_LEN: 528 |STR_TIME: 0.5392529964447021
> STR_ID: 3a86 |STR_LEN: 484 |STR_TIME: 0.5042331218719482
> STR_ID: 3a87 |STR_LEN: 584 |STR_TIME: 0.5634422302246094
> STR_ID: 3a88 |STR_LEN: 553 |STR_TIME: 0.4899179935455322
> STR_ID: 3a89 |STR_LEN: 651 |STR_TIME: 0.5447659492492676
> STR_ID: 3a8a |STR_LEN: 654 |STR_TIME: 0.5615170001983643
> STR_ID: 3a8b |STR_LEN: 531 |STR_TIME: 0.5044581890106201
> STR_ID: 3a8c |STR_LEN: 426 |STR_TIME: 0.5167720317840576
> STR_ID: 3a8d |STR_LEN: 477 |STR_TIME: 0.49988317489624023
> STR_ID: 3a8e |STR_LEN: 794 |STR_TIME: 2.063624143600464
> STR_ID: 3a8g |STR_LEN: 862 |STR_TIME: 1.6166839599609375
> STR_ID: 3a8h |STR_LEN: 933 |STR_TIME: 0.9012811183929443
> STR_ID: 3a8i |STR_LEN: 2838 |STR_TIME: 3.4557580947875977
> STR_ID: 3a8j |STR_LEN: 3069 |STR_TIME: 3.4153149127960205
> STR_ID: 3a8k |STR_LEN: 3197 |STR_TIME: 3.4374921321868896
> STR_ID: 3a8l |STR_LEN: 1045 |STR_TIME: 0.9810009002685547
> STR_ID: 3a8m |STR_LEN: 789 |STR_TIME: 1.5730900764465332
> STR_ID: 3a8n |STR_LEN: 230 |STR_TIME: 0.37888574600219727
> STR_ID: 3a8o |STR_LEN: 1138 |STR_TIME: 1.003911018371582
> STR_ID: 3a8p |STR_LEN: 1303 |STR_TIME: 1.7319800853729248
> STR_ID: 3a8q |STR_LEN: 924 |STR_TIME: 1.6653919219970703
> STR_ID: 3a8r |STR_LEN: 412 |STR_TIME: 0.7452449798583984
> STR_ID: 3a8s |STR_LEN: 470 |STR_TIME: 0.8685927391052246
> STR_ID: 3a8t |STR_LEN: 489 |STR_TIME: 0.6272969245910645
> STR_ID: 3a8u |STR_LEN: 813 |STR_TIME: 0.9275321960449219
> STR_ID: 3a8w |STR_LEN: 822 |STR_TIME: 1.361818790435791
> STR_ID: 3a8x |STR_LEN: 860 |STR_TIME: 1.3343019485473633
> STR_ID: 3a8y |STR_LEN: 1484 |STR_TIME: 1.9556701183319092
> STR_ID: 3a8z |STR_LEN: 285 |STR_TIME: 0.32985901832580566
> STR_ID: 4a80 |STR_LEN: 279 |STR_TIME: 0.6483199596405029
> STR_ID: 4a81 |STR_LEN: 272 |STR_TIME: 0.4006977081298828
> STR_ID: 4a82 |STR_LEN: 2312 |STR_TIME: 2.7583329677581787
> STR_ID: 4a83 |STR_LEN: 307 |STR_TIME: 0.7481820583343506
> STR_ID: 4a84 |STR_LEN: 351 |STR_TIME: 0.6621341705322266
> STR_ID: 4a85 |STR_LEN: 319 |STR_TIME: 0.6756799221038818
> STR_ID: 4a86 |STR_LEN: 310 |STR_TIME: 0.6818392276763916
> STR_ID: 4a87 |STR_LEN: 360 |STR_TIME: 0.7535679340362549
> STR_ID: 4a88 |STR_LEN: 383 |STR_TIME: 0.7376580238342285
> STR_ID: 4a8a |STR_LEN: 4749 |STR_TIME: 1.5426223278045654
> STR_ID: 4a8b |STR_LEN: 5381 |STR_TIME: 1.8382389545440674
> STR_ID: 4a8c |STR_LEN: 4740 |STR_TIME: 1.530198097229004
> STR_ID: 4a8d |STR_LEN: 4954 |STR_TIME: 1.7136650085449219
> STR_ID: 4a8e |STR_LEN: 278 |STR_TIME: 0.5468919277191162
> STR_ID: 4a8f |STR_LEN: 2005 |STR_TIME: 6.804084777832031
> STR_ID: 4a8g |STR_LEN: 283 |STR_TIME: 0.4073038101196289
> STR_ID: 4a8h |STR_LEN: 977 |STR_TIME: 2.443047046661377
> STR_ID: 4a8i |STR_LEN: 877 |STR_TIME: 1.6365833282470703
> STR_ID: 4a8j |STR_LEN: 2385 |STR_TIME: 3.232703924179077
> STR_ID: 4a8k |STR_LEN: 2004 |STR_TIME: 6.672494173049927
> STR_ID: 4a8l |STR_LEN: 878 |STR_TIME: 1.592879056930542
> STR_ID: 4a8m |STR_LEN: 2005 |STR_TIME: 6.86476993560791
> STR_ID: 4a8n |STR_LEN: 839 |STR_TIME: 1.6243069171905518
> STR_ID: 4a8o |STR_LEN: 1995 |STR_TIME: 6.563535928726196
> STR_ID: 4a8p |STR_LEN: 2551 |STR_TIME: 6.672851800918579
> STR_ID: 4a8q |STR_LEN: 1992 |STR_TIME: 6.631860971450806
> STR_ID: 4a8r |STR_LEN: 847 |STR_TIME: 1.622744083404541
> STR_ID: 4a8s |STR_LEN: 1994 |STR_TIME: 6.799530982971191
> STR_ID: 4a8t |STR_LEN: 707 |STR_TIME: 1.2232458591461182
> STR_ID: 4a8u |STR_LEN: 379 |STR_TIME: 0.7099778652191162
> STR_ID: 4a8v |STR_LEN: 352 |STR_TIME: 0.7044050693511963
> STR_ID: 4a8w |STR_LEN: 1988 |STR_TIME: 6.6652421951293945
> STR_ID: 4a8x |STR_LEN: 419 |STR_TIME: 1.3008430004119873
> STR_ID: 4a8y |STR_LEN: 1984 |STR_TIME: 6.690353155136108
> STR_ID: 4a8z |STR_LEN: 333 |STR_TIME: 0.43419623374938965
> STR_ID: 5a80 |STR_LEN: 850 |STR_TIME: 1.3511240482330322
> STR_ID: 5a81 |STR_LEN: 339 |STR_TIME: 0.5942909717559814
> STR_ID: 5a82 |STR_LEN: 332 |STR_TIME: 0.5734419822692871
> STR_ID: 5a83 |STR_LEN: 360 |STR_TIME: 0.5575900077819824
> STR_ID: 5a85 |STR_LEN: 360 |STR_TIME: 0.5681149959564209
> STR_ID: 5a86 |STR_LEN: 880 |STR_TIME: 1.2867200374603271
> STR_ID: 5a87 |STR_LEN: 882 |STR_TIME: 1.6289410591125488
> STR_ID: 5a88 |STR_LEN: 864 |STR_TIME: 2.0115671157836914
> STR_ID: 5a89 |STR_LEN: 698 |STR_TIME: 1.168747901916504
> STR_ID: 5a8a |STR_LEN: 639 |STR_TIME: 1.0115382671356201
> STR_ID: 5a8b |STR_LEN: 572 |STR_TIME: 1.0529649257659912
> STR_ID: 5a8c |STR_LEN: 865 |STR_TIME: 1.4442200660705566
> STR_ID: 5a8d |STR_LEN: 545 |STR_TIME: 1.237483024597168
> STR_ID: 5a8e |STR_LEN: 320 |STR_TIME: 0.6329829692840576
> STR_ID: 5a8f |STR_LEN: 666 |STR_TIME: 1.2401630878448486
> STR_ID: 5a8g |STR_LEN: 928 |STR_TIME: 2.0601539611816406
> STR_ID: 5a8h |STR_LEN: 4149 |STR_TIME: 7.701030969619751
> STR_ID: 5a8i |STR_LEN: 240 |STR_TIME: 0.7502899169921875
> STR_ID: 5a8j |STR_LEN: 697 |STR_TIME: 2.0238938331604004
> STR_ID: 5a8k |STR_LEN: 4988 |STR_TIME: 9.281231880187988
> STR_ID: 5a8l |STR_LEN: 971 |STR_TIME: 4.012109041213989
> STR_ID: 5a8m |STR_LEN: 2278 |STR_TIME: 4.062804937362671
> STR_ID: 5a8n |STR_LEN: 652 |STR_TIME: 1.3574609756469727
> STR_ID: 5a8o |STR_LEN: 641 |STR_TIME: 1.2761261463165283
