>> START_DIR: ./data/e/e0/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1e00 |STR_LEN: 496 |STR_TIME: 0.7557981014251709
> STR_ID: 5e43 |STR_LEN: 442 |STR_TIME: 0.9749207496643066
> STR_ID: 5e44 |STR_LEN: 233 |STR_TIME: 0.8115947246551514
> STR_ID: 5e46 |STR_LEN: 819 |STR_TIME: 0.8374342918395996
> STR_ID: 5e4a |STR_LEN: 500 |STR_TIME: 1.1031138896942139
> STR_ID: 5e4b |STR_LEN: 896 |STR_TIME: 0.8797481060028076
> STR_ID: 5e4d |STR_LEN: 767 |STR_TIME: 0.8337149620056152
> STR_ID: 5e4e |STR_LEN: 606 |STR_TIME: 1.1706020832061768
> STR_ID: 5e4f |STR_LEN: 1370 |STR_TIME: 1.6378710269927979
> STR_ID: 5e4g |STR_LEN: 252 |STR_TIME: 0.46267104148864746
> STR_ID: 5e4h |STR_LEN: 2080 |STR_TIME: 3.7295310497283936
> STR_ID: 5e4i |STR_LEN: 472 |STR_TIME: 1.3479790687561035
> STR_ID: 5e4j |STR_LEN: 565 |STR_TIME: 1.8183579444885254
> STR_ID: 5e4k |STR_LEN: 457 |STR_TIME: 1.5228149890899658
> STR_ID: 5e4l |STR_LEN: 1024 |STR_TIME: 2.840380907058716
> STR_ID: 5e4m |STR_LEN: 744 |STR_TIME: 0.8894588947296143
> STR_ID: 5e4n |STR_LEN: 1465 |STR_TIME: 3.1479709148406982
> STR_ID: 5e4o |STR_LEN: 391 |STR_TIME: 0.5598950386047363
> STR_ID: 5e4p |STR_LEN: 212 |STR_TIME: 0.3039102554321289
> STR_ID: 5e4q |STR_LEN: 300 |STR_TIME: 0.951890230178833
> STR_ID: 5e4r |STR_LEN: 709 |STR_TIME: 1.722118854522705
> STR_ID: 5e4s |STR_LEN: 370 |STR_TIME: 1.0364129543304443
> STR_ID: 5e4t |STR_LEN: 735 |STR_TIME: 1.9906692504882812
> STR_ID: 5e4v |STR_LEN: 416 |STR_TIME: 1.8630599975585938
> STR_ID: 5e4w |STR_LEN: 489 |STR_TIME: 1.5314970016479492
> STR_ID: 5e4x |STR_LEN: 67 |STR_TIME: 0.2663578987121582
> STR_ID: 5e4y |STR_LEN: 782 |STR_TIME: 2.2343602180480957
> STR_ID: 5e4z |STR_LEN: 505 |STR_TIME: 0.7869329452514648
>> FINISH_DIR: ./data/e/e4/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'> |STR_COUNT: 820 |DIR_TIME: 286.283784866333 

>> START_DIR: ./data/e/e5/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1e50 |STR_LEN: 1365 |STR_TIME: 2.245018720626831
> STR_ID: 1e51 |STR_LEN: 629 |STR_TIME: 1.0852842330932617
> STR_ID: 1e52 |STR_LEN: 112 |STR_TIME: 7.095225095748901
> STR_ID: 1e54 |STR_LEN: 440 |STR_TIME: 0.6577749252319336
> STR_ID: 1e55 |STR_LEN: 1588 |STR_TIME: 2.017338275909424
> STR_ID: 1e56 |STR_LEN: 1304 |STR_TIME: 1.8447399139404297
> STR_ID: 1e57 |STR_LEN: 522 |STR_TIME: 0.8828239440917969
> STR_ID: 1e58 |STR_LEN: 675 |STR_TIME: 1.0646381378173828
> STR_ID: 1e59 |STR_LEN: 505 |STR_TIME: 0.9518499374389648
> STR_ID: 1e5a |STR_LEN: 381 |STR_TIME: 0.531308650970459
> STR_ID: 1e5b |STR_LEN: 87 |STR_TIME: 0.28337812423706055
> STR_ID: 1e5c |STR_LEN: 87 |STR_TIME: 1.1871769428253174
> STR_ID: 1e5d |STR_LEN: 978 |STR_TIME: 1.4831359386444092
> STR_ID: 1e5e |STR_LEN: 1643 |STR_TIME: 1.5878582000732422
> STR_ID: 1e5f |STR_LEN: 1440 |STR_TIME: 1.5801448822021484
> STR_ID: 1e5g |STR_LEN: 120 |STR_TIME: 17.17668318748474
> STR_ID: 1e5h |STR_LEN: 393 |STR_TIME: 0.6078891754150391
> STR_ID: 1e5i |STR_LEN: 393 |STR_TIME: 0.5450618267059326
> STR_ID: 1e5j |STR_LEN: 638 |STR_TIME: 0.6743087768554688
> STR_ID: 1e5k |STR_LEN: 340 |STR_TIME: 0.6995482444763184
> STR_ID: 1e5l |STR_LEN: 1069 |STR_TIME: 1.7370250225067139
> STR_ID: 1e5m |STR_LEN: 760 |STR_TIME: 0.8366668224334717
> STR_ID: 1e5n |STR_LEN: 704 |STR_TIME: 1.2693021297454834
> STR_ID: 1e5o |STR_LEN: 520 |STR_TIME: 0.6434650421142578
> STR_ID: 1e5p |STR_LEN: 1296 |STR_TIME: 1.2690958976745605
> STR_ID: 1e5q |STR_LEN: 6117 |STR_TIME: 6.913352966308594
> STR_ID: 1e5r |STR_LEN: 780 |STR_TIME: 1.0382928848266602
> STR_ID: 1e5s |STR_LEN: 722 |STR_TIME: 0.9851069450378418
> STR_ID: 1e5t |STR_LEN: 1585 |STR_TIME: 1.5058410167694092
> STR_ID: 1e5u |STR_LEN: 187 |STR_TIME: 0.7280480861663818
> STR_ID: 1e5v |STR_LEN: 2008 |STR_TIME: 2.8925039768218994
> STR_ID: 1e5w |STR_LEN: 382 |STR_TIME: 0.6840267181396484
> STR_ID: 1e5x |STR_LEN: 1272 |STR_TIME: 1.6988942623138428
> STR_ID: 1e5y |STR_LEN: 806 |STR_TIME: 0.9987998008728027
> STR_ID: 1e5z |STR_LEN: 799 |STR_TIME: 0.9601600170135498
> STR_ID: 2e50 |STR_LEN: 829 |STR_TIME: 1.3973450660705566
> STR_ID: 2e51 |STR_LEN: 1255 |STR_TIME: 1.842932939529419
> STR_ID: 2e52 |STR_LEN: 2241 |STR_TIME: 2.8262898921966553
> STR_ID: 2e53 |STR_LEN: 1330 |STR_TIME: 1.8570270538330078
> STR_ID: 2e54 |STR_LEN: 906 |STR_TIME: 0.9062998294830322
> STR_ID: 2e55 |STR_LEN: 1193 |STR_TIME: 1.5511963367462158
> STR_ID: 2e56 |STR_LEN: 292 |STR_TIME: 0.37338972091674805
> STR_ID: 2e59 |STR_LEN: 237 |STR_TIME: 0.3527669906616211
> STR_ID: 2e5a |STR_LEN: 560 |STR_TIME: 0.6942439079284668
> STR_ID: 2e5b |STR_LEN: 1752 |STR_TIME: 1.8912091255187988
> STR_ID: 2e5c |STR_LEN: 1716 |STR_TIME: 1.907414197921753
> STR_ID: 2e5d |STR_LEN: 1735 |STR_TIME: 1.8929569721221924
> STR_ID: 2e5e |STR_LEN: 101 |STR_TIME: 4.8578267097473145
> STR_ID: 2e5f |STR_LEN: 1542 |STR_TIME: 1.4143869876861572
> STR_ID: 2e5g |STR_LEN: 94 |STR_TIME: 5.6249871253967285
> STR_ID: 2e5h |STR_LEN: 94 |STR_TIME: 5.806353330612183
> STR_ID: 2e5i |STR_LEN: 124 |STR_TIME: 7.900831937789917
> STR_ID: 2e5j |STR_LEN: 97 |STR_TIME: 6.071015119552612
> STR_ID: 2e5k |STR_LEN: 94 |STR_TIME: 5.617784738540649
> STR_ID: 2e5l |STR_LEN: 3906 |STR_TIME: 12.290093183517456
> STR_ID: 2e5m |STR_LEN: 1213 |STR_TIME: 1.6410772800445557
> STR_ID: 2e5n |STR_LEN: 100 |STR_TIME: 6.705082178115845
> STR_ID: 2e5o |STR_LEN: 154 |STR_TIME: 10.003597021102905
> STR_ID: 2e5p |STR_LEN: 68 |STR_TIME: 4.144951105117798
> STR_ID: 2e5q |STR_LEN: 63 |STR_TIME: 3.970479965209961
> STR_ID: 2e5r |STR_LEN: 65 |STR_TIME: 3.787781000137329
> STR_ID: 2e5s |STR_LEN: 100 |STR_TIME: 6.076344013214111
> STR_ID: 2e5t |STR_LEN: 46 |STR_TIME: 3.1284799575805664
> STR_ID: 2e5u |STR_LEN: 40 |STR_TIME: 2.7817180156707764
> STR_ID: 2e5v |STR_LEN: 1701 |STR_TIME: 2.0419490337371826
> STR_ID: 2e5w |STR_LEN: 1933 |STR_TIME: 2.239734172821045
> STR_ID: 2e5x |STR_LEN: 388 |STR_TIME: 0.457111120223999
> STR_ID: 2e5y |STR_LEN: 473 |STR_TIME: 0.5796380043029785
> STR_ID: 2e5z |STR_LEN: 90 |STR_TIME: 5.56781005859375
> STR_ID: 3e50 |STR_LEN: 2501 |STR_TIME: 3.69040584564209
> STR_ID: 3e51 |STR_LEN: 1588 |STR_TIME: 2.0393147468566895
> STR_ID: 3e53 |STR_LEN: 665 |STR_TIME: 0.9408891201019287
> STR_ID: 3e54 |STR_LEN: 483 |STR_TIME: 0.8643500804901123
> STR_ID: 3e55 |STR_LEN: 325 |STR_TIME: 0.6150200366973877
> STR_ID: 3e56 |STR_LEN: 134 |STR_TIME: 0.3238389492034912
> STR_ID: 3e57 |STR_LEN: 583 |STR_TIME: 0.7658319473266602
> STR_ID: 3e58 |STR_LEN: 789 |STR_TIME: 0.92684006690979
> STR_ID: 3e59 |STR_LEN: 1657 |STR_TIME: 2.3888630867004395
> STR_ID: 3e5a |STR_LEN: 358 |STR_TIME: 0.6014389991760254
> STR_ID: 3e5b |STR_LEN: 1691 |STR_TIME: 2.7537529468536377
> STR_ID: 3e5c |STR_LEN: 138 |STR_TIME: 0.34798693656921387
> STR_ID: 3e5d |STR_LEN: 129 |STR_TIME: 0.2800571918487549
> STR_ID: 3e5e |STR_LEN: 71 |STR_TIME: 0.33542823791503906
> STR_ID: 3e5f |STR_LEN: 80 |STR_TIME: 0.32109594345092773
> STR_ID: 3e5h |STR_LEN: 386 |STR_TIME: 0.8511297702789307
> STR_ID: 3e5i |STR_LEN: 319 |STR_TIME: 0.6395871639251709
> STR_ID: 3e5j |STR_LEN: 878 |STR_TIME: 0.8775229454040527
> STR_ID: 3e5k |STR_LEN: 511 |STR_TIME: 0.7749547958374023
> STR_ID: 3e5l |STR_LEN: 620 |STR_TIME: 0.8010411262512207
> STR_ID: 3e5m |STR_LEN: 589 |STR_TIME: 1.0301051139831543
> STR_ID: 3e5n |STR_LEN: 482 |STR_TIME: 0.6748740673065186
> STR_ID: 3e5o |STR_LEN: 315 |STR_TIME: 0.6255559921264648
> STR_ID: 3e5p |STR_LEN: 1266 |STR_TIME: 2.0696098804473877
> STR_ID: 3e5q |STR_LEN: 1213 |STR_TIME: 2.182886838912964
> STR_ID: 3e5r |STR_LEN: 2191 |STR_TIME: 2.5614891052246094
> STR_ID: 3e5s |STR_LEN: 413 |STR_TIME: 0.5643072128295898
> STR_ID: 3e5t |STR_LEN: 687 |STR_TIME: 1.0921499729156494
> STR_ID: 3e5u |STR_LEN: 1685 |STR_TIME: 1.8310539722442627
> STR_ID: 3e5v |STR_LEN: 304 |STR_TIME: 0.4696669578552246
> STR_ID: 3e5w |STR_LEN: 2025 |STR_TIME: 1.982097864151001
> STR_ID: 3e5x |STR_LEN: 1425 |STR_TIME: 1.7500169277191162
> STR_ID: 3e5y |STR_LEN: 459 |STR_TIME: 0.5929937362670898
> STR_ID: 3e5z |STR_LEN: 821 |STR_TIME: 1.0849411487579346
> STR_ID: 4e50 |STR_LEN: 182 |STR_TIME: 0.5645308494567871
> STR_ID: 4e51 |STR_LEN: 878 |STR_TIME: 2.5744876861572266
> STR_ID: 4e52 |STR_LEN: 1000 |STR_TIME: 1.0116159915924072
> STR_ID: 4e53 |STR_LEN: 405 |STR_TIME: 0.6288540363311768
> STR_ID: 4e54 |STR_LEN: 1590 |STR_TIME: 5.462497234344482
> STR_ID: 4e55 |STR_LEN: 2247 |STR_TIME: 4.632607936859131
> STR_ID: 4e56 |STR_LEN: 2566 |STR_TIME: 4.6704628467559814
> STR_ID: 4e57 |STR_LEN: 2711 |STR_TIME: 4.7695019245147705
> STR_ID: 4e58 |STR_LEN: 40 |STR_TIME: 0.16960692405700684
> STR_ID: 4e59 |STR_LEN: 32 |STR_TIME: 0.11709094047546387
> STR_ID: 4e5a |STR_LEN: 548 |STR_TIME: 0.6996767520904541
> STR_ID: 4e5b |STR_LEN: 400 |STR_TIME: 0.6316971778869629
> STR_ID: 4e5c |STR_LEN: 202 |STR_TIME: 0.43104004859924316
> STR_ID: 4e5d |STR_LEN: 602 |STR_TIME: 0.9101922512054443
> STR_ID: 4e5e |STR_LEN: 1120 |STR_TIME: 1.4459571838378906
> STR_ID: 4e5f |STR_LEN: 811 |STR_TIME: 1.3717360496520996
> STR_ID: 4e5g |STR_LEN: 755 |STR_TIME: 1.406430959701538
> STR_ID: 4e5h |STR_LEN: 790 |STR_TIME: 1.4173171520233154
> STR_ID: 4e5i |STR_LEN: 745 |STR_TIME: 1.4067909717559814
> STR_ID: 4e5j |STR_LEN: 793 |STR_TIME: 1.4068291187286377
> STR_ID: 4e5k |STR_LEN: 1893 |STR_TIME: 4.347480058670044
> STR_ID: 4e5l |STR_LEN: 794 |STR_TIME: 1.5555329322814941
> STR_ID: 4e5m |STR_LEN: 1174 |STR_TIME: 1.8001651763916016
> STR_ID: 4e5n |STR_LEN: 5096 |STR_TIME: 5.8297200202941895
> STR_ID: 4e5o |STR_LEN: 3180 |STR_TIME: 3.761868953704834
> STR_ID: 4e5p |STR_LEN: 3313 |STR_TIME: 4.3470189571380615
> STR_ID: 4e5q |STR_LEN: 373 |STR_TIME: 1.0150299072265625
> STR_ID: 4e5r |STR_LEN: 83 |STR_TIME: 0.19043588638305664
> STR_ID: 4e5s |STR_LEN: 2249 |STR_TIME: 5.082627773284912
> STR_ID: 4e5t |STR_LEN: 3118 |STR_TIME: 10.461870670318604
> STR_ID: 4e5u |STR_LEN: 635 |STR_TIME: 1.5659680366516113
> STR_ID: 4e5v |STR_LEN: 1218 |STR_TIME: 2.2822749614715576
> STR_ID: 4e5w |STR_LEN: 998 |STR_TIME: 1.484576940536499
> STR_ID: 4e5x |STR_LEN: 1436 |STR_TIME: 2.0338921546936035
> STR_ID: 4e5y |STR_LEN: 1250 |STR_TIME: 2.378138780593872
> STR_ID: 4e5z |STR_LEN: 1590 |STR_TIME: 5.972360134124756
> STR_ID: 5e50 |STR_LEN: 643 |STR_TIME: 1.2653467655181885
> STR_ID: 5e51 |STR_LEN: 889 |STR_TIME: 1.5252108573913574
> STR_ID: 5e52 |STR_LEN: 314 |STR_TIME: 1.0112011432647705
> STR_ID: 5e53 |STR_LEN: 1422 |STR_TIME: 4.030489921569824
> STR_ID: 5e54 |STR_LEN: 151 |STR_TIME: 1.254734754562378
> STR_ID: 5e55 |STR_LEN: 654 |STR_TIME: 2.0188870429992676
> STR_ID: 5e56 |STR_LEN: 189 |STR_TIME: 0.47684192657470703
> STR_ID: 5e57 |STR_LEN: 773 |STR_TIME: 1.1874620914459229
> STR_ID: 5e58 |STR_LEN: 3454 |STR_TIME: 5.931980848312378
> STR_ID: 5e59 |STR_LEN: 485 |STR_TIME: 0.9944660663604736
> STR_ID: 5e5a |STR_LEN: 1304 |STR_TIME: 3.2720539569854736
> STR_ID: 5e5b |STR_LEN: 889 |STR_TIME: 1.948500156402588
> STR_ID: 5e5c |STR_LEN: 1299 |STR_TIME: 2.069045066833496
> STR_ID: 5e5d |STR_LEN: 289 |STR_TIME: 0.4417269229888916
> STR_ID: 5e5e |STR_LEN: 413 |STR_TIME: 0.5855538845062256
> STR_ID: 5e5f |STR_LEN: 437 |STR_TIME: 0.6485199928283691
> STR_ID: 5e5g |STR_LEN: 1573 |STR_TIME: 3.7213761806488037
> STR_ID: 5e5h |STR_LEN: 1626 |STR_TIME: 3.953343152999878
> STR_ID: 5e5i |STR_LEN: 1401 |STR_TIME: 3.603353977203369
> STR_ID: 5e5j |STR_LEN: 315 |STR_TIME: 1.5616531372070312
> STR_ID: 5e5k |STR_LEN: 304 |STR_TIME: 1.5919842720031738
> STR_ID: 5e5l |STR_LEN: 1130 |STR_TIME: 2.0684890747070312
> STR_ID: 5e5m |STR_LEN: 988 |STR_TIME: 3.513643980026245
> STR_ID: 5e5n |STR_LEN: 3554 |STR_TIME: 5.144792079925537
> STR_ID: 5e5o |STR_LEN: 434 |STR_TIME: 1.640773057937622
> STR_ID: 5e5p |STR_LEN: 382 |STR_TIME: 1.0905179977416992
> STR_ID: 5e5q |STR_LEN: 280 |STR_TIME: 0.5183408260345459
> STR_ID: 5e5r |STR_LEN: 965 |STR_TIME: 3.237819194793701
> STR_ID: 5e5s |STR_LEN: 374 |STR_TIME: 0.9131178855895996
> STR_ID: 5e5t |STR_LEN: 505 |STR_TIME: 0.6325960159301758
> STR_ID: 5e5u |STR_LEN: 1475 |STR_TIME: 3.418713092803955
> STR_ID: 5e5v |STR_LEN: 21 |STR_TIME: 0.09438014030456543
> STR_ID: 5e5w |STR_LEN: 1721 |STR_TIME: 4.392632007598877
> STR_ID: 5e5x |STR_LEN: 6 |STR_TIME: 0.07462716102600098
> STR_ID: 5e5y |STR_LEN: 527 |STR_TIME: 1.0252699851989746
> STR_ID: 5e5z |STR_LEN: 7 |STR_TIME: 0.07983899116516113
>> FINISH_DIR: ./data/e/e5/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'> |STR_COUNT: 995 |DIR_TIME: 390.57902908325195 

>> START_DIR: ./data/e/e6/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1e60 |STR_LEN: 2876 |STR_TIME: 3.6588900089263916
> STR_ID: 1e61 |STR_LEN: 2308 |STR_TIME: 3.4689438343048096
> STR_ID: 1e62 |STR_LEN: 449 |STR_TIME: 0.8000779151916504
> STR_ID: 1e63 |STR_LEN: 511 |STR_TIME: 0.7217371463775635
> STR_ID: 1e64 |STR_LEN: 464 |STR_TIME: 0.6719081401824951
> STR_ID: 1e65 |STR_LEN: 676 |STR_TIME: 1.041574239730835
> STR_ID: 1e66 |STR_LEN: 1032 |STR_TIME: 1.3984339237213135
> STR_ID: 1e67 |STR_LEN: 839 |STR_TIME: 1.0697331428527832
> STR_ID: 1e68 |STR_LEN: 70 |STR_TIME: 4.7037270069122314
> STR_ID: 1e69 |STR_LEN: 1578 |STR_TIME: 3.1949732303619385
> STR_ID: 1e6a |STR_LEN: 1229 |STR_TIME: 1.4750070571899414
> STR_ID: 1e6b |STR_LEN: 331 |STR_TIME: 0.8357200622558594
> STR_ID: 1e6c |STR_LEN: 564 |STR_TIME: 0.9394612312316895
> STR_ID: 1e6d |STR_LEN: 1054 |STR_TIME: 1.802403211593628
> STR_ID: 1e6e |STR_LEN: 1415 |STR_TIME: 2.0740039348602295
> STR_ID: 1e6f |STR_LEN: 378 |STR_TIME: 0.6798489093780518
> STR_ID: 1e6g |STR_LEN: 112 |STR_TIME: 0.22894787788391113
> STR_ID: 1e6h |STR_LEN: 126 |STR_TIME: 0.1760110855102539
> STR_ID: 1e6i |STR_LEN: 226 |STR_TIME: 0.28345584869384766
> STR_ID: 1e6j |STR_LEN: 639 |STR_TIME: 1.26655912399292
> STR_ID: 1e6k |STR_LEN: 171 |STR_TIME: 0.2948727607727051
> STR_ID: 1e6l |STR_LEN: 172 |STR_TIME: 0.2983689308166504
> STR_ID: 1e6m |STR_LEN: 190 |STR_TIME: 0.30178213119506836
> STR_ID: 1e6n |STR_LEN: 1457 |STR_TIME: 2.062623977661133
> STR_ID: 1e6o |STR_LEN: 666 |STR_TIME: 0.8277549743652344
> STR_ID: 1e6p |STR_LEN: 2128 |STR_TIME: 2.2825238704681396
> STR_ID: 1e6q |STR_LEN: 1320 |STR_TIME: 2.284458875656128
> STR_ID: 1e6r |STR_LEN: 1353 |STR_TIME: 1.874392032623291
> STR_ID: 1e6s |STR_LEN: 1324 |STR_TIME: 2.3442280292510986
> STR_ID: 1e6u |STR_LEN: 694 |STR_TIME: 0.737030029296875
> STR_ID: 1e6v |STR_LEN: 2464 |STR_TIME: 4.818557977676392
> STR_ID: 1e6w |STR_LEN: 1551 |STR_TIME: 2.0077590942382812
> STR_ID: 1e6x |STR_LEN: 1336 |STR_TIME: 2.218775987625122
> STR_ID: 1e6y |STR_LEN: 4699 |STR_TIME: 5.1201159954071045
> STR_ID: 1e6z |STR_LEN: 1938 |STR_TIME: 2.131431818008423
> STR_ID: 2e60 |STR_LEN: 101 |STR_TIME: 6.651402950286865
> STR_ID: 2e61 |STR_LEN: 70 |STR_TIME: 4.314531087875366
> STR_ID: 2e62 |STR_LEN: 61 |STR_TIME: 4.232088804244995
> STR_ID: 2e63 |STR_LEN: 170 |STR_TIME: 11.803401947021484
> STR_ID: 2e64 |STR_LEN: 1110 |STR_TIME: 1.060849905014038
> STR_ID: 2e65 |STR_LEN: 958 |STR_TIME: 0.9821901321411133
> STR_ID: 2e66 |STR_LEN: 634 |STR_TIME: 0.8256938457489014
> STR_ID: 2e67 |STR_LEN: 1716 |STR_TIME: 2.8992998600006104
> STR_ID: 2e68 |STR_LEN: 1266 |STR_TIME: 1.4341042041778564
> STR_ID: 2e69 |STR_LEN: 1167 |STR_TIME: 1.8035099506378174
> STR_ID: 2e6a |STR_LEN: 1129 |STR_TIME: 1.3462109565734863
> STR_ID: 2e6b |STR_LEN: 1040 |STR_TIME: 1.782728910446167
> STR_ID: 2e6c |STR_LEN: 1271 |STR_TIME: 1.966055154800415
> STR_ID: 2e6d |STR_LEN: 1110 |STR_TIME: 1.348562240600586
> STR_ID: 2e6e |STR_LEN: 931 |STR_TIME: 1.6126408576965332
> STR_ID: 2e6f |STR_LEN: 1433 |STR_TIME: 1.4061429500579834
> STR_ID: 2e6g |STR_LEN: 2833 |STR_TIME: 5.007189989089966
> STR_ID: 2e6h |STR_LEN: 1156 |STR_TIME: 1.8048841953277588
> STR_ID: 2e6i |STR_LEN: 65 |STR_TIME: 4.117992877960205
> STR_ID: 2e6j |STR_LEN: 112 |STR_TIME: 6.9952850341796875
> STR_ID: 2e6k |STR_LEN: 4200 |STR_TIME: 5.063106060028076
> STR_ID: 2e6l |STR_LEN: 339 |STR_TIME: 0.5526847839355469
> STR_ID: 2e6m |STR_LEN: 312 |STR_TIME: 0.4263601303100586
> STR_ID: 2e6n |STR_LEN: 104 |STR_TIME: 6.734572887420654
> STR_ID: 2e6o |STR_LEN: 87 |STR_TIME: 5.967750787734985
> STR_ID: 2e6p |STR_LEN: 104 |STR_TIME: 6.659553050994873
> STR_ID: 2e6q |STR_LEN: 112 |STR_TIME: 6.928106307983398
> STR_ID: 2e6r |STR_LEN: 94 |STR_TIME: 5.861816883087158
> STR_ID: 2e6s |STR_LEN: 80 |STR_TIME: 4.777356147766113
> STR_ID: 2e6u |STR_LEN: 192 |STR_TIME: 0.36147284507751465
> STR_ID: 2e6v |STR_LEN: 1258 |STR_TIME: 2.2727460861206055
> STR_ID: 2e6w |STR_LEN: 98 |STR_TIME: 0.38279294967651367
> STR_ID: 2e6x |STR_LEN: 439 |STR_TIME: 0.7185828685760498
> STR_ID: 2e6y |STR_LEN: 725 |STR_TIME: 0.9420211315155029
> STR_ID: 2e6z |STR_LEN: 59 |STR_TIME: 3.7508389949798584
> STR_ID: 3e60 |STR_LEN: 1621 |STR_TIME: 1.7332777976989746
> STR_ID: 3e61 |STR_LEN: 601 |STR_TIME: 0.9725978374481201
> STR_ID: 3e62 |STR_LEN: 533 |STR_TIME: 0.6642510890960693
> STR_ID: 3e63 |STR_LEN: 560 |STR_TIME: 0.6903281211853027
> STR_ID: 3e64 |STR_LEN: 632 |STR_TIME: 0.7369401454925537
> STR_ID: 3e65 |STR_LEN: 993 |STR_TIME: 1.9787001609802246
> STR_ID: 3e66 |STR_LEN: 757 |STR_TIME: 1.0594456195831299
> STR_ID: 3e67 |STR_LEN: 907 |STR_TIME: 1.8239212036132812
> STR_ID: 3e68 |STR_LEN: 1414 |STR_TIME: 1.907188892364502
> STR_ID: 3e6a |STR_LEN: 1448 |STR_TIME: 2.6720666885375977
> STR_ID: 3e6b |STR_LEN: 693 |STR_TIME: 0.9161911010742188
> STR_ID: 3e6c |STR_LEN: 404 |STR_TIME: 0.6815381050109863
> STR_ID: 3e6d |STR_LEN: 586 |STR_TIME: 0.8764791488647461
> STR_ID: 3e6e |STR_LEN: 1243 |STR_TIME: 2.1760940551757812
> STR_ID: 3e6f |STR_LEN: 506 |STR_TIME: 1.1533448696136475
> STR_ID: 3e6g |STR_LEN: 1509 |STR_TIME: 2.6890859603881836
> STR_ID: 3e6h |STR_LEN: 534 |STR_TIME: 0.8169329166412354
> STR_ID: 3e6i |STR_LEN: 1098 |STR_TIME: 1.984640121459961
> STR_ID: 3e6j |STR_LEN: 556 |STR_TIME: 0.5602931976318359
> STR_ID: 3e6k |STR_LEN: 762 |STR_TIME: 1.120859146118164
> STR_ID: 3e6l |STR_LEN: 1388 |STR_TIME: 1.834481954574585
> STR_ID: 3e6m |STR_LEN: 1661 |STR_TIME: 4.407376766204834
> STR_ID: 3e6n |STR_LEN: 1325 |STR_TIME: 1.820723056793213
> STR_ID: 3e6o |STR_LEN: 1104 |STR_TIME: 1.7481520175933838
> STR_ID: 3e6p |STR_LEN: 614 |STR_TIME: 0.9053680896759033
> STR_ID: 3e6q |STR_LEN: 3430 |STR_TIME: 3.797084093093872
> STR_ID: 3e6r |STR_LEN: 1669 |STR_TIME: 1.8862640857696533
> STR_ID: 3e6s |STR_LEN: 1861 |STR_TIME: 2.0472631454467773
> STR_ID: 3e6t |STR_LEN: 1080 |STR_TIME: 1.7127549648284912
> STR_ID: 3e6u |STR_LEN: 1874 |STR_TIME: 3.1098148822784424
> STR_ID: 3e6v |STR_LEN: 980 |STR_TIME: 1.2385730743408203
> STR_ID: 3e6y |STR_LEN: 579 |STR_TIME: 0.9671239852905273
> STR_ID: 3e6z |STR_LEN: 179 |STR_TIME: 0.39116692543029785
> STR_ID: 4e60 |STR_LEN: 32 |STR_TIME: 0.14000272750854492
> STR_ID: 4e61 |STR_LEN: 175 |STR_TIME: 0.35122108459472656
> STR_ID: 4e67 |STR_LEN: 297 |STR_TIME: 0.4915761947631836
> STR_ID: 4e68 |STR_LEN: 716 |STR_TIME: 1.305063009262085
> STR_ID: 4e69 |STR_LEN: 1304 |STR_TIME: 2.342071771621704
> STR_ID: 4e6a |STR_LEN: 420 |STR_TIME: 0.6819789409637451
> STR_ID: 4e6b |STR_LEN: 34 |STR_TIME: 0.12754201889038086
> STR_ID: 4e6c |STR_LEN: 404 |STR_TIME: 0.6907050609588623
> STR_ID: 4e6d |STR_LEN: 887 |STR_TIME: 2.1342217922210693
> STR_ID: 4e6e |STR_LEN: 452 |STR_TIME: 1.0333869457244873
> STR_ID: 4e6f |STR_LEN: 1075 |STR_TIME: 1.6006920337677002
> STR_ID: 4e6h |STR_LEN: 783 |STR_TIME: 1.192573070526123
> STR_ID: 4e6i |STR_LEN: 343 |STR_TIME: 0.9482278823852539
> STR_ID: 4e6k |STR_LEN: 2164 |STR_TIME: 2.5542659759521484
> STR_ID: 4e6m |STR_LEN: 5585 |STR_TIME: 11.85203766822815
> STR_ID: 4e6n |STR_LEN: 1684 |STR_TIME: 2.6583778858184814
> STR_ID: 4e6p |STR_LEN: 1576 |STR_TIME: 3.56866717338562
> STR_ID: 4e6q |STR_LEN: 781 |STR_TIME: 2.2198071479797363
> STR_ID: 4e6r |STR_LEN: 158 |STR_TIME: 0.5090339183807373
> STR_ID: 4e6s |STR_LEN: 110 |STR_TIME: 0.34206724166870117
> STR_ID: 4e6t |STR_LEN: 1278 |STR_TIME: 1.5850796699523926
> STR_ID: 4e6u |STR_LEN: 562 |STR_TIME: 0.6368181705474854
> STR_ID: 4e6w |STR_LEN: 1400 |STR_TIME: 2.0185558795928955
> STR_ID: 4e6x |STR_LEN: 1093 |STR_TIME: 1.7595610618591309
> STR_ID: 4e6y |STR_LEN: 480 |STR_TIME: 1.513749122619629
> STR_ID: 4e6z |STR_LEN: 226 |STR_TIME: 0.773308277130127
