>> START_DIR: ./data/t/t0/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1t00 |STR_LEN: 262 |STR_TIME: 0.350830078125
> STR_ID: 1t9i |STR_LEN: 1018 |STR_TIME: 1.1133711338043213
> STR_ID: 1t9j |STR_LEN: 539 |STR_TIME: 0.9155809879302979
> STR_ID: 1t9k |STR_LEN: 1568 |STR_TIME: 2.6287009716033936
> STR_ID: 1t9m |STR_LEN: 779 |STR_TIME: 1.0134000778198242
> STR_ID: 1t9n |STR_LEN: 372 |STR_TIME: 0.5699367523193359
> STR_ID: 1t9o |STR_LEN: 319 |STR_TIME: 0.38399624824523926
> STR_ID: 1t9p |STR_LEN: 295 |STR_TIME: 0.38611578941345215
> STR_ID: 1t9q |STR_LEN: 89 |STR_TIME: 0.1718590259552002
> STR_ID: 1t9r |STR_LEN: 394 |STR_TIME: 0.6929609775543213
> STR_ID: 1t9s |STR_LEN: 1232 |STR_TIME: 1.537316083908081
> STR_ID: 1t9t |STR_LEN: 1014 |STR_TIME: 2.053208827972412
> STR_ID: 1t9u |STR_LEN: 1015 |STR_TIME: 3.079814910888672
> STR_ID: 1t9v |STR_LEN: 1016 |STR_TIME: 2.0981340408325195
> STR_ID: 1t9w |STR_LEN: 1018 |STR_TIME: 1.953507661819458
> STR_ID: 1t9x |STR_LEN: 1016 |STR_TIME: 1.9723761081695557
> STR_ID: 1t9y |STR_LEN: 1018 |STR_TIME: 1.9150269031524658
> STR_ID: 1t9z |STR_LEN: 314 |STR_TIME: 0.43672704696655273
> STR_ID: 3t90 |STR_LEN: 316 |STR_TIME: 0.3920149803161621
> STR_ID: 3t91 |STR_LEN: 593 |STR_TIME: 1.626033067703247
> STR_ID: 3t92 |STR_LEN: 288 |STR_TIME: 0.5238580703735352
> STR_ID: 3t93 |STR_LEN: 1692 |STR_TIME: 1.9239888191223145
> STR_ID: 3t94 |STR_LEN: 2912 |STR_TIME: 6.43182110786438
> STR_ID: 3t95 |STR_LEN: 695 |STR_TIME: 0.8184959888458252
> STR_ID: 3t96 |STR_LEN: 1862 |STR_TIME: 1.8021669387817383
> STR_ID: 3t97 |STR_LEN: 197 |STR_TIME: 0.37005019187927246
> STR_ID: 3t98 |STR_LEN: 217 |STR_TIME: 0.37998390197753906
> STR_ID: 3t99 |STR_LEN: 539 |STR_TIME: 0.7743260860443115
> STR_ID: 3t9a |STR_LEN: 701 |STR_TIME: 0.8080530166625977
> STR_ID: 3t9b |STR_LEN: 723 |STR_TIME: 0.8208959102630615
> STR_ID: 3t9c |STR_LEN: 755 |STR_TIME: 0.9139010906219482
> STR_ID: 3t9d |STR_LEN: 670 |STR_TIME: 0.8230328559875488
> STR_ID: 3t9e |STR_LEN: 827 |STR_TIME: 0.8591029644012451
> STR_ID: 3t9f |STR_LEN: 726 |STR_TIME: 0.8109791278839111
> STR_ID: 3t9g |STR_LEN: 942 |STR_TIME: 1.0697441101074219
> STR_ID: 3t9h |STR_LEN: 1353 |STR_TIME: 1.6694371700286865
> STR_ID: 3t9i |STR_LEN: 378 |STR_TIME: 1.0603370666503906
> STR_ID: 3t9j |STR_LEN: 241 |STR_TIME: 0.36501216888427734
> STR_ID: 3t9k |STR_LEN: 733 |STR_TIME: 1.9620699882507324
> STR_ID: 3t9l |STR_LEN: 586 |STR_TIME: 0.9706950187683105
> STR_ID: 3t9m |STR_LEN: 378 |STR_TIME: 0.7991430759429932
> STR_ID: 3t9n |STR_LEN: 1853 |STR_TIME: 8.468080043792725
> STR_ID: 3t9o |STR_LEN: 291 |STR_TIME: 2.1086978912353516
> STR_ID: 3t9p |STR_LEN: 1360 |STR_TIME: 1.816932201385498
> STR_ID: 3t9q |STR_LEN: 481 |STR_TIME: 0.9752638339996338
> STR_ID: 3t9t |STR_LEN: 380 |STR_TIME: 1.0471839904785156
> STR_ID: 3t9u |STR_LEN: 1690 |STR_TIME: 3.004362106323242
> STR_ID: 3t9v |STR_LEN: 1057 |STR_TIME: 1.1562550067901611
> STR_ID: 3t9w |STR_LEN: 744 |STR_TIME: 0.7553811073303223
> STR_ID: 3t9x |STR_LEN: 1616 |STR_TIME: 2.6216671466827393
> STR_ID: 3t9y |STR_LEN: 227 |STR_TIME: 0.8271832466125488
> STR_ID: 3t9z |STR_LEN: 922 |STR_TIME: 1.3589680194854736
> STR_ID: 5t90 |STR_LEN: 1180 |STR_TIME: 3.8367550373077393
> STR_ID: 5t91 |STR_LEN: 499 |STR_TIME: 1.1371181011199951
> STR_ID: 5t92 |STR_LEN: 427 |STR_TIME: 0.889348030090332
> STR_ID: 5t96 |STR_LEN: 3624 |STR_TIME: 10.461493015289307
> STR_ID: 5t97 |STR_LEN: 376 |STR_TIME: 0.8703758716583252
> STR_ID: 5t9b |STR_LEN: 455 |STR_TIME: 1.1174678802490234
> STR_ID: 5t9c |STR_LEN: 432 |STR_TIME: 1.1233160495758057
> STR_ID: 5t9d |STR_LEN: 744 |STR_TIME: 1.3588957786560059
> STR_ID: 5t9j |STR_LEN: 899 |STR_TIME: 4.0021421909332275
> STR_ID: 5t9m |STR_LEN: 17108 |STR_TIME: 33.48095726966858
> STR_ID: 5t9n |STR_LEN: 17108 |STR_TIME: 33.479466915130615
> STR_ID: 5t9p |STR_LEN: 660 |STR_TIME: 0.9163250923156738
> STR_ID: 5t9r |STR_LEN: 17108 |STR_TIME: 33.56963586807251
> STR_ID: 5t9s |STR_LEN: 17108 |STR_TIME: 33.647523164749146
> STR_ID: 5t9t |STR_LEN: 1100 |STR_TIME: 3.926882743835449
> STR_ID: 5t9u |STR_LEN: 1285 |STR_TIME: 1.4582188129425049
> STR_ID: 5t9v |STR_LEN: 17220 |STR_TIME: 34.23276114463806
> STR_ID: 5t9w |STR_LEN: 376 |STR_TIME: 0.5492250919342041
> STR_ID: 5t9y |STR_LEN: 2176 |STR_TIME: 5.840990781784058
> STR_ID: 5t9z |STR_LEN: 372 |STR_TIME: 0.47731590270996094
>> FINISH_DIR: ./data/t/t9/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'> |STR_COUNT: 938 |DIR_TIME: 316.52821707725525 

>> START_DIR: ./data/t/ta/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1ta0 |STR_LEN: 331 |STR_TIME: 0.45839715003967285
> STR_ID: 1ta1 |STR_LEN: 1148 |STR_TIME: 1.848597764968872
> STR_ID: 1ta2 |STR_LEN: 440 |STR_TIME: 0.6769793033599854
> STR_ID: 1ta3 |STR_LEN: 1369 |STR_TIME: 1.4257349967956543
> STR_ID: 1ta4 |STR_LEN: 439 |STR_TIME: 0.7165281772613525
> STR_ID: 1ta6 |STR_LEN: 431 |STR_TIME: 1.1743597984313965
> STR_ID: 1ta8 |STR_LEN: 623 |STR_TIME: 0.9323911666870117
> STR_ID: 1ta9 |STR_LEN: 1476 |STR_TIME: 2.292423963546753
> STR_ID: 1tab |STR_LEN: 399 |STR_TIME: 0.7567789554595947
> STR_ID: 1tac |STR_LEN: 86 |STR_TIME: 3.1708950996398926
> STR_ID: 1tad |STR_LEN: 1979 |STR_TIME: 2.228524923324585
> STR_ID: 1tae |STR_LEN: 1490 |STR_TIME: 2.73744797706604
> STR_ID: 1taf |STR_LEN: 271 |STR_TIME: 0.3446998596191406
> STR_ID: 1tag |STR_LEN: 656 |STR_TIME: 0.7555739879608154
> STR_ID: 1tah |STR_LEN: 1276 |STR_TIME: 2.274940013885498
> STR_ID: 1tal |STR_LEN: 503 |STR_TIME: 0.5004940032958984
> STR_ID: 1tam |STR_LEN: 120 |STR_TIME: 0.46811795234680176
> STR_ID: 1tan |STR_LEN: 16 |STR_TIME: 0.15915989875793457
> STR_ID: 1tap |STR_LEN: 60 |STR_TIME: 4.089400053024292
> STR_ID: 1taq |STR_LEN: 1103 |STR_TIME: 1.7617201805114746
> STR_ID: 1tar |STR_LEN: 1032 |STR_TIME: 1.6934151649475098
> STR_ID: 1tas |STR_LEN: 804 |STR_TIME: 1.620710849761963
> STR_ID: 1tat |STR_LEN: 804 |STR_TIME: 1.5634691715240479
> STR_ID: 1tau |STR_LEN: 811 |STR_TIME: 2.0885818004608154
> STR_ID: 1taw |STR_LEN: 431 |STR_TIME: 0.6052861213684082
> STR_ID: 1tay |STR_LEN: 204 |STR_TIME: 0.30460691452026367
> STR_ID: 1taz |STR_LEN: 531 |STR_TIME: 0.7915277481079102
> STR_ID: 2taa |STR_LEN: 1437 |STR_TIME: 2.6111018657684326
> STR_ID: 3ta0 |STR_LEN: 692 |STR_TIME: 1.2032740116119385
> STR_ID: 3ta1 |STR_LEN: 794 |STR_TIME: 1.406761884689331
> STR_ID: 3ta2 |STR_LEN: 683 |STR_TIME: 0.835623025894165
> STR_ID: 3ta3 |STR_LEN: 955 |STR_TIME: 2.9665160179138184
> STR_ID: 3ta4 |STR_LEN: 1104 |STR_TIME: 1.6947758197784424
> STR_ID: 3ta5 |STR_LEN: 325 |STR_TIME: 0.36917781829833984
> STR_ID: 3ta6 |STR_LEN: 1339 |STR_TIME: 2.211729049682617
> STR_ID: 3ta7 |STR_LEN: 328 |STR_TIME: 0.36773085594177246
> STR_ID: 3ta8 |STR_LEN: 221 |STR_TIME: 0.3497622013092041
> STR_ID: 3ta9 |STR_LEN: 1018 |STR_TIME: 1.7519381046295166
> STR_ID: 3tab |STR_LEN: 3913 |STR_TIME: 14.069749116897583
> STR_ID: 3tac |STR_LEN: 734 |STR_TIME: 2.3824968338012695
> STR_ID: 3tad |STR_LEN: 1049 |STR_TIME: 3.4928061962127686
> STR_ID: 3tae |STR_LEN: 3970 |STR_TIME: 14.711000204086304
> STR_ID: 3taf |STR_LEN: 3870 |STR_TIME: 14.177746057510376
> STR_ID: 3tag |STR_LEN: 3793 |STR_TIME: 13.975289106369019
> STR_ID: 3tah |STR_LEN: 946 |STR_TIME: 1.274082899093628
> STR_ID: 3tai |STR_LEN: 886 |STR_TIME: 3.1671109199523926
> STR_ID: 3taj |STR_LEN: 576 |STR_TIME: 0.7843799591064453
> STR_ID: 3tak |STR_LEN: 1244 |STR_TIME: 1.4491691589355469
> STR_ID: 3tal |STR_LEN: 870 |STR_TIME: 2.961493968963623
> STR_ID: 3tam |STR_LEN: 1319 |STR_TIME: 2.0105819702148438
> STR_ID: 3tan |STR_LEN: 1480 |STR_TIME: 2.7853448390960693
> STR_ID: 3tao |STR_LEN: 1360 |STR_TIME: 1.2997262477874756
> STR_ID: 3tap |STR_LEN: 1306 |STR_TIME: 2.8337881565093994
> STR_ID: 3taq |STR_LEN: 1386 |STR_TIME: 2.7729740142822266
> STR_ID: 3tar |STR_LEN: 1287 |STR_TIME: 2.824542999267578
> STR_ID: 3tas |STR_LEN: 1555 |STR_TIME: 2.105093240737915
> STR_ID: 3tat |STR_LEN: 2388 |STR_TIME: 4.4215521812438965
> STR_ID: 3tau |STR_LEN: 704 |STR_TIME: 1.6115458011627197
> STR_ID: 3tav |STR_LEN: 832 |STR_TIME: 1.8064980506896973
> STR_ID: 3taw |STR_LEN: 694 |STR_TIME: 1.4007010459899902
> STR_ID: 3tax |STR_LEN: 2444 |STR_TIME: 5.294445037841797
> STR_ID: 3tay |STR_LEN: 701 |STR_TIME: 0.8232660293579102
> STR_ID: 3taz |STR_LEN: 878 |STR_TIME: 3.204385995864868
> STR_ID: 5ta2 |STR_LEN: 391 |STR_TIME: 0.47301387786865234
> STR_ID: 5ta3 |STR_LEN: 17220 |STR_TIME: 34.39800500869751
> STR_ID: 5ta4 |STR_LEN: 334 |STR_TIME: 0.5171010494232178
> STR_ID: 5ta6 |STR_LEN: 404 |STR_TIME: 1.156778335571289
> STR_ID: 5ta8 |STR_LEN: 339 |STR_TIME: 1.193681240081787
> STR_ID: 5tab |STR_LEN: 127 |STR_TIME: 0.2934551239013672
> STR_ID: 5tal |STR_LEN: 17220 |STR_TIME: 34.24443483352661
> STR_ID: 5tam |STR_LEN: 17220 |STR_TIME: 31.45030188560486
> STR_ID: 5tan |STR_LEN: 17220 |STR_TIME: 31.365782022476196
> STR_ID: 5tao |STR_LEN: 626 |STR_TIME: 0.9145739078521729
> STR_ID: 5tap |STR_LEN: 17216 |STR_TIME: 31.64891028404236
> STR_ID: 5taq |STR_LEN: 17220 |STR_TIME: 33.18873190879822
> STR_ID: 5tar |STR_LEN: 375 |STR_TIME: 0.8042457103729248
> STR_ID: 5tas |STR_LEN: 17216 |STR_TIME: 33.735976219177246
> STR_ID: 5tat |STR_LEN: 17216 |STR_TIME: 34.31845283508301
> STR_ID: 5tau |STR_LEN: 17216 |STR_TIME: 33.76863622665405
> STR_ID: 5tav |STR_LEN: 17216 |STR_TIME: 35.725569009780884
> STR_ID: 5taw |STR_LEN: 17212 |STR_TIME: 33.75635004043579
> STR_ID: 5tax |STR_LEN: 17212 |STR_TIME: 32.78963589668274
> STR_ID: 5tay |STR_LEN: 17212 |STR_TIME: 31.20700693130493
> STR_ID: 5taz |STR_LEN: 17212 |STR_TIME: 31.01234483718872
> STR_ID: 6taa |STR_LEN: 717 |STR_TIME: 1.0337681770324707
> STR_ID: 7taa |STR_LEN: 943 |STR_TIME: 1.0112817287445068
>> FINISH_DIR: ./data/t/ta/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'> |STR_COUNT: 1024 |DIR_TIME: 633.3682758808136 

>> START_DIR: ./data/t/tb/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1tb0 |STR_LEN: 351 |STR_TIME: 0.5381238460540771
> STR_ID: 1tb3 |STR_LEN: 3553 |STR_TIME: 5.4372639656066895
> STR_ID: 1tb4 |STR_LEN: 470 |STR_TIME: 0.7201480865478516
> STR_ID: 1tb5 |STR_LEN: 721 |STR_TIME: 1.3432278633117676
> STR_ID: 1tb6 |STR_LEN: 896 |STR_TIME: 1.477532148361206
> STR_ID: 1tb7 |STR_LEN: 1040 |STR_TIME: 1.4186270236968994
> STR_ID: 1tba |STR_LEN: 247 |STR_TIME: 20.484016180038452
> STR_ID: 1tbb |STR_LEN: 1110 |STR_TIME: 1.4473791122436523
> STR_ID: 1tbc |STR_LEN: 86 |STR_TIME: 2.712563991546631
> STR_ID: 1tbd |STR_LEN: 134 |STR_TIME: 0.49262213706970215
> STR_ID: 1tbe |STR_LEN: 148 |STR_TIME: 0.28501200675964355
> STR_ID: 1tbf |STR_LEN: 653 |STR_TIME: 1.5413329601287842
> STR_ID: 1tbg |STR_LEN: 2355 |STR_TIME: 2.9853179454803467
> STR_ID: 1tbh |STR_LEN: 1005 |STR_TIME: 1.6449549198150635
> STR_ID: 1tbj |STR_LEN: 977 |STR_TIME: 1.705085039138794
> STR_ID: 1tbk |STR_LEN: 17 |STR_TIME: 1.2195510864257812
> STR_ID: 1tbl |STR_LEN: 977 |STR_TIME: 1.6332099437713623
> STR_ID: 1tbn |STR_LEN: 68 |STR_TIME: 0.25658702850341797
> STR_ID: 1tbo |STR_LEN: 68 |STR_TIME: 6.494728088378906
> STR_ID: 1tbp |STR_LEN: 360 |STR_TIME: 0.6688332557678223
> STR_ID: 1tbq |STR_LEN: 895 |STR_TIME: 1.648423194885254
> STR_ID: 1tbr |STR_LEN: 1025 |STR_TIME: 1.619542121887207
> STR_ID: 1tbt |STR_LEN: 370 |STR_TIME: 0.5449750423431396
> STR_ID: 1tbu |STR_LEN: 495 |STR_TIME: 0.7775540351867676
> STR_ID: 1tbw |STR_LEN: 657 |STR_TIME: 0.8714332580566406
> STR_ID: 1tbx |STR_LEN: 184 |STR_TIME: 0.42396116256713867
> STR_ID: 1tby |STR_LEN: 207 |STR_TIME: 0.2831418514251709
> STR_ID: 1tbz |STR_LEN: 412 |STR_TIME: 0.613375186920166
> STR_ID: 2tbd |STR_LEN: 134 |STR_TIME: 14.72114896774292
> STR_ID: 2tbs |STR_LEN: 388 |STR_TIME: 0.5609891414642334
> STR_ID: 2tbv |STR_LEN: 901 |STR_TIME: 1.8412847518920898
> STR_ID: 3tb0 |STR_LEN: 381 |STR_TIME: 0.4634571075439453
> STR_ID: 3tb2 |STR_LEN: 1534 |STR_TIME: 2.1411659717559814
> STR_ID: 3tb3 |STR_LEN: 453 |STR_TIME: 1.4776220321655273
> STR_ID: 3tb4 |STR_LEN: 490 |STR_TIME: 1.316845178604126
> STR_ID: 3tb5 |STR_LEN: 876 |STR_TIME: 1.471318006515503
> STR_ID: 3tb6 |STR_LEN: 815 |STR_TIME: 2.2300620079040527
> STR_ID: 3tb7 |STR_LEN: 218 |STR_TIME: 0.42551088333129883
> STR_ID: 3tb8 |STR_LEN: 203 |STR_TIME: 0.10785722732543945
> STR_ID: 3tb9 |STR_LEN: 760 |STR_TIME: 1.4002330303192139
> STR_ID: 3tba |STR_LEN: 724 |STR_TIME: 1.386829137802124
> STR_ID: 3tbb |STR_LEN: 1419 |STR_TIME: 1.8098931312561035
> STR_ID: 3tbc |STR_LEN: 1170 |STR_TIME: 1.8127140998840332
> STR_ID: 3tbd |STR_LEN: 752 |STR_TIME: 0.8796131610870361
> STR_ID: 3tbe |STR_LEN: 1270 |STR_TIME: 2.2641279697418213
> STR_ID: 3tbf |STR_LEN: 3470 |STR_TIME: 10.036318063735962
> STR_ID: 3tbg |STR_LEN: 2377 |STR_TIME: 4.009992837905884
> STR_ID: 3tbh |STR_LEN: 537 |STR_TIME: 0.7275490760803223
> STR_ID: 3tbi |STR_LEN: 299 |STR_TIME: 1.1329100131988525
> STR_ID: 3tbj |STR_LEN: 523 |STR_TIME: 1.0601811408996582
> STR_ID: 3tbk |STR_LEN: 832 |STR_TIME: 1.1798350811004639
> STR_ID: 3tbl |STR_LEN: 897 |STR_TIME: 3.202531099319458
> STR_ID: 3tbm |STR_LEN: 220 |STR_TIME: 0.5606510639190674
> STR_ID: 3tbn |STR_LEN: 241 |STR_TIME: 0.557013988494873
> STR_ID: 3tbo |STR_LEN: 95 |STR_TIME: 0.17563104629516602
> STR_ID: 3tbs |STR_LEN: 910 |STR_TIME: 2.8115768432617188
> STR_ID: 3tbt |STR_LEN: 2237 |STR_TIME: 3.2510221004486084
> STR_ID: 3tbv |STR_LEN: 2437 |STR_TIME: 3.335113048553467
> STR_ID: 3tbw |STR_LEN: 2095 |STR_TIME: 3.262192964553833
> STR_ID: 3tby |STR_LEN: 1722 |STR_TIME: 5.603612899780273
> STR_ID: 5tb0 |STR_LEN: 17208 |STR_TIME: 33.42129302024841
> STR_ID: 5tb1 |STR_LEN: 17208 |STR_TIME: 33.51903009414673
> STR_ID: 5tb2 |STR_LEN: 17208 |STR_TIME: 37.8583779335022
> STR_ID: 5tb3 |STR_LEN: 17216 |STR_TIME: 35.372971057891846
> STR_ID: 5tb4 |STR_LEN: 17208 |STR_TIME: 31.71224594116211
> STR_ID: 5tb5 |STR_LEN: 807 |STR_TIME: 2.415318012237549
> STR_ID: 5tb6 |STR_LEN: 278 |STR_TIME: 0.5342400074005127
> STR_ID: 5tb7 |STR_LEN: 1429 |STR_TIME: 3.7421300411224365
> STR_ID: 5tb8 |STR_LEN: 580 |STR_TIME: 0.9894049167633057
> STR_ID: 5tb9 |STR_LEN: 446 |STR_TIME: 0.8764500617980957
> STR_ID: 5tba |STR_LEN: 414 |STR_TIME: 0.84403395652771
> STR_ID: 5tbb |STR_LEN: 371 |STR_TIME: 0.8763701915740967
> STR_ID: 5tbc |STR_LEN: 584 |STR_TIME: 0.8925318717956543
> STR_ID: 5tbd |STR_LEN: 1303 |STR_TIME: 3.0602800846099854
> STR_ID: 5tbe |STR_LEN: 369 |STR_TIME: 0.6223187446594238
> STR_ID: 5tbf |STR_LEN: 553 |STR_TIME: 1.065246820449829
> STR_ID: 5tbm |STR_LEN: 233 |STR_TIME: 0.48021507263183594
> STR_ID: 5tbn |STR_LEN: 71 |STR_TIME: 4.580939054489136
> STR_ID: 5tbo |STR_LEN: 483 |STR_TIME: 1.9436779022216797
> STR_ID: 5tbx |STR_LEN: 298 |STR_TIME: 0.9649789333343506
> STR_ID: 5tbz |STR_LEN: 6421 |STR_TIME: 21.11332130432129
>> FINISH_DIR: ./data/t/tb/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'> |STR_COUNT: 1105 |DIR_TIME: 356.7645592689514 

>> START_DIR: ./data/t/tc/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1tc0 |STR_LEN: 628 |STR_TIME: 0.926720142364502
> STR_ID: 1tc1 |STR_LEN: 513 |STR_TIME: 0.7435293197631836
> STR_ID: 1tc2 |STR_LEN: 583 |STR_TIME: 0.7959837913513184
> STR_ID: 1tc3 |STR_LEN: 141 |STR_TIME: 0.36487579345703125
> STR_ID: 1tc5 |STR_LEN: 1128 |STR_TIME: 1.4375979900360107
> STR_ID: 1tc6 |STR_LEN: 704 |STR_TIME: 1.0185050964355469
> STR_ID: 1tc8 |STR_LEN: 180 |STR_TIME: 0.27726078033447266
> STR_ID: 1tca |STR_LEN: 605 |STR_TIME: 0.6281921863555908
> STR_ID: 1tcb |STR_LEN: 1108 |STR_TIME: 1.2094361782073975
> STR_ID: 1tcc |STR_LEN: 796 |STR_TIME: 1.1136667728424072
> STR_ID: 1tcd |STR_LEN: 662 |STR_TIME: 0.9028451442718506
> STR_ID: 1tce |STR_LEN: 121 |STR_TIME: 0.4293959140777588
> STR_ID: 1tcf |STR_LEN: 358 |STR_TIME: 0.3870120048522949
> STR_ID: 1tcg |STR_LEN: 23 |STR_TIME: 0.10451626777648926
> STR_ID: 1tch |STR_LEN: 23 |STR_TIME: 0.10254979133605957
> STR_ID: 1tcj |STR_LEN: 23 |STR_TIME: 0.7850208282470703
> STR_ID: 1tck |STR_LEN: 23 |STR_TIME: 0.7123908996582031
> STR_ID: 1tcm |STR_LEN: 1641 |STR_TIME: 2.4395740032196045
> STR_ID: 1tco |STR_LEN: 1347 |STR_TIME: 1.408696174621582
> STR_ID: 1tcp |STR_LEN: 60 |STR_TIME: 1.3427422046661377
> STR_ID: 1tcr |STR_LEN: 474 |STR_TIME: 0.8481960296630859
> STR_ID: 1tcs |STR_LEN: 393 |STR_TIME: 0.5300981998443604
> STR_ID: 1tcu |STR_LEN: 1456 |STR_TIME: 1.5994031429290771
> STR_ID: 1tcv |STR_LEN: 1556 |STR_TIME: 1.6639249324798584
> STR_ID: 1tcw |STR_LEN: 235 |STR_TIME: 0.39038681983947754
> STR_ID: 1tcx |STR_LEN: 236 |STR_TIME: 0.3907179832458496
> STR_ID: 1tcy |STR_LEN: 205 |STR_TIME: 0.28614211082458496
> STR_ID: 1tcz |STR_LEN: 1255 |STR_TIME: 1.12772798538208
> STR_ID: 2tci |STR_LEN: 210 |STR_TIME: 0.2501368522644043
> STR_ID: 2tcl |STR_LEN: 234 |STR_TIME: 0.3522188663482666
> STR_ID: 2tct |STR_LEN: 335 |STR_TIME: 0.43373703956604004
> STR_ID: 3tc1 |STR_LEN: 1133 |STR_TIME: 1.2492451667785645
> STR_ID: 3tc2 |STR_LEN: 1037 |STR_TIME: 2.260806083679199
> STR_ID: 3tc3 |STR_LEN: 1158 |STR_TIME: 2.886436939239502
> STR_ID: 3tc5 |STR_LEN: 412 |STR_TIME: 0.6962759494781494
> STR_ID: 3tc6 |STR_LEN: 466 |STR_TIME: 0.9844579696655273
> STR_ID: 3tc7 |STR_LEN: 435 |STR_TIME: 0.9572079181671143
> STR_ID: 3tc8 |STR_LEN: 1650 |STR_TIME: 2.6867740154266357
> STR_ID: 3tc9 |STR_LEN: 1242 |STR_TIME: 3.2012031078338623
> STR_ID: 3tca |STR_LEN: 730 |STR_TIME: 1.962249994277954
> STR_ID: 3tce |STR_LEN: 924 |STR_TIME: 1.1801788806915283
> STR_ID: 3tcf |STR_LEN: 6568 |STR_TIME: 15.404270887374878
> STR_ID: 3tcg |STR_LEN: 7119 |STR_TIME: 15.688844919204712
> STR_ID: 3tch |STR_LEN: 997 |STR_TIME: 2.2898499965667725
> STR_ID: 3tci |STR_LEN: 21 |STR_TIME: 0.12073993682861328
> STR_ID: 3tcj |STR_LEN: 446 |STR_TIME: 0.9269146919250488
> STR_ID: 3tck |STR_LEN: 448 |STR_TIME: 0.4750950336456299
> STR_ID: 3tcl |STR_LEN: 1510 |STR_TIME: 3.191260814666748
> STR_ID: 3tcm |STR_LEN: 1021 |STR_TIME: 1.8304338455200195
> STR_ID: 3tcn |STR_LEN: 712 |STR_TIME: 0.9196691513061523
> STR_ID: 3tco |STR_LEN: 559 |STR_TIME: 0.714907169342041
> STR_ID: 3tcp |STR_LEN: 550 |STR_TIME: 1.8882732391357422
> STR_ID: 3tcq |STR_LEN: 387 |STR_TIME: 0.9091410636901855
> STR_ID: 3tcr |STR_LEN: 497 |STR_TIME: 1.0979371070861816
> STR_ID: 3tcs |STR_LEN: 974 |STR_TIME: 1.5202698707580566
> STR_ID: 3tct |STR_LEN: 372 |STR_TIME: 1.013366937637329
> STR_ID: 3tcu |STR_LEN: 249 |STR_TIME: 0.7244150638580322
> STR_ID: 3tcv |STR_LEN: 1069 |STR_TIME: 1.9655508995056152
> STR_ID: 3tcx |STR_LEN: 3724 |STR_TIME: 13.026691198348999
> STR_ID: 3tcy |STR_LEN: 496 |STR_TIME: 1.2008180618286133
> STR_ID: 3tcz |STR_LEN: 235 |STR_TIME: 0.3775148391723633
> STR_ID: 5tc0 |STR_LEN: 523 |STR_TIME: 1.9434638023376465
> STR_ID: 5tc1 |STR_LEN: 1594 |STR_TIME: 4.46127724647522
> STR_ID: 5tc4 |STR_LEN: 509 |STR_TIME: 1.1646192073822021
> STR_ID: 5tc9 |STR_LEN: 895 |STR_TIME: 1.7533440589904785
> STR_ID: 5tca |STR_LEN: 1698 |STR_TIME: 3.0620858669281006
> STR_ID: 5tcc |STR_LEN: 1603 |STR_TIME: 2.9330880641937256
> STR_ID: 5tcd |STR_LEN: 645 |STR_TIME: 2.1075820922851562
> STR_ID: 5tcf |STR_LEN: 3089 |STR_TIME: 8.14040493965149
> STR_ID: 5tcg |STR_LEN: 3519 |STR_TIME: 8.080275058746338
> STR_ID: 5tch |STR_LEN: 3421 |STR_TIME: 8.013921022415161
> STR_ID: 5tci |STR_LEN: 3139 |STR_TIME: 8.17886209487915
> STR_ID: 5tcj |STR_LEN: 3352 |STR_TIME: 8.217535972595215
> STR_ID: 5tck |STR_LEN: 455 |STR_TIME: 2.132633686065674
> STR_ID: 5tcm |STR_LEN: 566 |STR_TIME: 1.413888931274414
> STR_ID: 5tco |STR_LEN: 388 |STR_TIME: 0.8049030303955078
> STR_ID: 5tcp |STR_LEN: 9072 |STR_TIME: 16.827123880386353
> STR_ID: 5tcq |STR_LEN: 5040 |STR_TIME: 9.37959599494934
> STR_ID: 5tcr |STR_LEN: 16182 |STR_TIME: 30.19867706298828
> STR_ID: 5tcs |STR_LEN: 728 |STR_TIME: 3.6732921600341797
> STR_ID: 5tct |STR_LEN: 2253 |STR_TIME: 4.71419882774353
> STR_ID: 5tcu |STR_LEN: 9758 |STR_TIME: 29.831199884414673
> STR_ID: 5tcx |STR_LEN: 212 |STR_TIME: 0.4904618263244629
> STR_ID: 5tcy |STR_LEN: 1039 |STR_TIME: 1.8496942520141602
> STR_ID: 5tcz |STR_LEN: 32 |STR_TIME: 2.1617650985717773
>> FINISH_DIR: ./data/t/tc/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'> |STR_COUNT: 1190 |DIR_TIME: 271.1916449069977 

>> START_DIR: ./data/t/td/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1td0 |STR_LEN: 1033 |STR_TIME: 0.876511812210083
> STR_ID: 1td1 |STR_LEN: 1422 |STR_TIME: 1.649017095565796
