>> START_DIR: ./data/k/k0/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1k01 |STR_LEN: 3163 |STR_TIME: 14.32282280921936
> STR_ID: 2k87 |STR_LEN: 116 |STR_TIME: 7.674377918243408
> STR_ID: 2k88 |STR_LEN: 60 |STR_TIME: 2.0309529304504395
> STR_ID: 2k89 |STR_LEN: 80 |STR_TIME: 3.934999704360962
> STR_ID: 2k8a |STR_LEN: 80 |STR_TIME: 3.9239349365234375
> STR_ID: 2k8b |STR_LEN: 156 |STR_TIME: 5.06572699546814
> STR_ID: 2k8c |STR_LEN: 156 |STR_TIME: 5.048949956893921
> STR_ID: 2k8d |STR_LEN: 152 |STR_TIME: 9.760198831558228
> STR_ID: 2k8e |STR_LEN: 116 |STR_TIME: 7.2594170570373535
> STR_ID: 2k8f |STR_LEN: 129 |STR_TIME: 4.077351093292236
> STR_ID: 2k8g |STR_LEN: 95 |STR_TIME: 7.8590240478515625
> STR_ID: 2k8h |STR_LEN: 102 |STR_TIME: 6.382690906524658
> STR_ID: 2k8i |STR_LEN: 171 |STR_TIME: 5.377995729446411
> STR_ID: 2k8j |STR_LEN: 29 |STR_TIME: 2.8593900203704834
> STR_ID: 2k8m |STR_LEN: 452 |STR_TIME: 31.692744970321655
> STR_ID: 2k8o |STR_LEN: 60 |STR_TIME: 1.8494949340820312
> STR_ID: 2k8p |STR_LEN: 189 |STR_TIME: 23.083651065826416
> STR_ID: 2k8q |STR_LEN: 134 |STR_TIME: 9.213824987411499
> STR_ID: 2k8r |STR_LEN: 134 |STR_TIME: 9.251626968383789
> STR_ID: 2k8s |STR_LEN: 160 |STR_TIME: 9.431208848953247
> STR_ID: 2k8t |STR_LEN: 25 |STR_TIME: 0.22840189933776855
> STR_ID: 2k8u |STR_LEN: 25 |STR_TIME: 0.20344018936157227
> STR_ID: 2k8v |STR_LEN: 157 |STR_TIME: 20.580780029296875
> STR_ID: 2k8x |STR_LEN: 76 |STR_TIME: 2.662633180618286
> STR_ID: 2k8y |STR_LEN: 150 |STR_TIME: 4.880539178848267
> STR_ID: 2k8z |STR_LEN: 16 |STR_TIME: 1.256546974182129
> STR_ID: 3k80 |STR_LEN: 484 |STR_TIME: 0.8064961433410645
> STR_ID: 3k81 |STR_LEN: 449 |STR_TIME: 1.3363771438598633
> STR_ID: 3k82 |STR_LEN: 185 |STR_TIME: 0.24464797973632812
> STR_ID: 3k83 |STR_LEN: 1889 |STR_TIME: 3.6641838550567627
> STR_ID: 3k84 |STR_LEN: 1776 |STR_TIME: 3.716494083404541
> STR_ID: 3k85 |STR_LEN: 749 |STR_TIME: 1.1587791442871094
> STR_ID: 3k86 |STR_LEN: 763 |STR_TIME: 0.732647180557251
> STR_ID: 3k87 |STR_LEN: 708 |STR_TIME: 0.745837926864624
> STR_ID: 3k88 |STR_LEN: 589 |STR_TIME: 0.7296390533447266
> STR_ID: 3k89 |STR_LEN: 715 |STR_TIME: 0.6592466831207275
> STR_ID: 3k8a |STR_LEN: 211 |STR_TIME: 0.464846134185791
> STR_ID: 3k8b |STR_LEN: 726 |STR_TIME: 1.1002469062805176
> STR_ID: 3k8c |STR_LEN: 395 |STR_TIME: 1.022449016571045
> STR_ID: 3k8d |STR_LEN: 2251 |STR_TIME: 2.2212719917297363
> STR_ID: 3k8e |STR_LEN: 1112 |STR_TIME: 1.7776236534118652
> STR_ID: 3k8g |STR_LEN: 706 |STR_TIME: 0.9653728008270264
> STR_ID: 3k8h |STR_LEN: 633 |STR_TIME: 0.9826390743255615
> STR_ID: 3k8i |STR_LEN: 324 |STR_TIME: 0.5192580223083496
> STR_ID: 3k8j |STR_LEN: 372 |STR_TIME: 0.5208849906921387
> STR_ID: 3k8k |STR_LEN: 1786 |STR_TIME: 2.556365966796875
> STR_ID: 3k8l |STR_LEN: 1853 |STR_TIME: 2.497103691101074
> STR_ID: 3k8m |STR_LEN: 1479 |STR_TIME: 2.460991144180298
> STR_ID: 3k8n |STR_LEN: 251 |STR_TIME: 0.3527069091796875
> STR_ID: 3k8o |STR_LEN: 1871 |STR_TIME: 3.1015539169311523
> STR_ID: 3k8p |STR_LEN: 892 |STR_TIME: 3.1128461360931396
> STR_ID: 3k8q |STR_LEN: 321 |STR_TIME: 0.6549198627471924
> STR_ID: 3k8r |STR_LEN: 174 |STR_TIME: 0.34652018547058105
> STR_ID: 3k8s |STR_LEN: 538 |STR_TIME: 1.0062720775604248
> STR_ID: 3k8t |STR_LEN: 779 |STR_TIME: 1.3093092441558838
> STR_ID: 3k8u |STR_LEN: 232 |STR_TIME: 0.30747199058532715
> STR_ID: 3k8v |STR_LEN: 942 |STR_TIME: 1.1642329692840576
> STR_ID: 3k8w |STR_LEN: 606 |STR_TIME: 0.6100928783416748
> STR_ID: 3k8x |STR_LEN: 3351 |STR_TIME: 4.172930002212524
> STR_ID: 3k8y |STR_LEN: 356 |STR_TIME: 0.41808199882507324
> STR_ID: 3k8z |STR_LEN: 2851 |STR_TIME: 4.186990261077881
> STR_ID: 4k80 |STR_LEN: 444 |STR_TIME: 0.46027112007141113
> STR_ID: 4k81 |STR_LEN: 1858 |STR_TIME: 5.728587865829468
> STR_ID: 4k82 |STR_LEN: 420 |STR_TIME: 0.4809441566467285
> STR_ID: 4k83 |STR_LEN: 407 |STR_TIME: 0.4925870895385742
> STR_ID: 4k84 |STR_LEN: 854 |STR_TIME: 0.9050009250640869
> STR_ID: 4k85 |STR_LEN: 1518 |STR_TIME: 1.7104337215423584
> STR_ID: 4k86 |STR_LEN: 496 |STR_TIME: 0.9991137981414795
> STR_ID: 4k87 |STR_LEN: 557 |STR_TIME: 0.9726951122283936
> STR_ID: 4k88 |STR_LEN: 567 |STR_TIME: 0.9524128437042236
> STR_ID: 4k89 |STR_LEN: 493 |STR_TIME: 0.6397078037261963
> STR_ID: 4k8a |STR_LEN: 532 |STR_TIME: 1.747161865234375
> STR_ID: 4k8b |STR_LEN: 476 |STR_TIME: 1.2120449542999268
> STR_ID: 4k8c |STR_LEN: 1386 |STR_TIME: 2.530153274536133
> STR_ID: 4k8d |STR_LEN: 879 |STR_TIME: 0.9839751720428467
> STR_ID: 4k8e |STR_LEN: 1056 |STR_TIME: 3.105319023132324
> STR_ID: 4k8f |STR_LEN: 560 |STR_TIME: 1.014327049255371
> STR_ID: 4k8g |STR_LEN: 922 |STR_TIME: 1.4935739040374756
> STR_ID: 4k8h |STR_LEN: 949 |STR_TIME: 2.2938709259033203
> STR_ID: 4k8i |STR_LEN: 175 |STR_TIME: 0.30544114112854004
> STR_ID: 4k8j |STR_LEN: 180 |STR_TIME: 0.30272603034973145
> STR_ID: 4k8k |STR_LEN: 1421 |STR_TIME: 2.5838699340820312
> STR_ID: 4k8l |STR_LEN: 496 |STR_TIME: 1.5048151016235352
> STR_ID: 4k8m |STR_LEN: 188 |STR_TIME: 0.42644190788269043
> STR_ID: 4k8n |STR_LEN: 1258 |STR_TIME: 4.1743998527526855
> STR_ID: 4k8o |STR_LEN: 278 |STR_TIME: 0.8847968578338623
> STR_ID: 4k8p |STR_LEN: 1200 |STR_TIME: 2.466545820236206
> STR_ID: 4k8r |STR_LEN: 1743 |STR_TIME: 4.678102731704712
> STR_ID: 4k8s |STR_LEN: 1116 |STR_TIME: 2.0115878582000732
> STR_ID: 4k8t |STR_LEN: 1096 |STR_TIME: 2.4441652297973633
> STR_ID: 4k8u |STR_LEN: 576 |STR_TIME: 1.031282901763916
> STR_ID: 4k8v |STR_LEN: 2809 |STR_TIME: 5.349968910217285
> STR_ID: 4k8w |STR_LEN: 225 |STR_TIME: 0.3066418170928955
> STR_ID: 4k8x |STR_LEN: 935 |STR_TIME: 2.834808111190796
> STR_ID: 4k8y |STR_LEN: 562 |STR_TIME: 0.9245567321777344
> STR_ID: 4k8z |STR_LEN: 1153 |STR_TIME: 2.983704090118408
> STR_ID: 5k81 |STR_LEN: 1779 |STR_TIME: 2.391481876373291
> STR_ID: 5k82 |STR_LEN: 759 |STR_TIME: 1.4743659496307373
> STR_ID: 5k83 |STR_LEN: 1418 |STR_TIME: 2.3122732639312744
> STR_ID: 5k85 |STR_LEN: 2639 |STR_TIME: 6.461036682128906
> STR_ID: 5k87 |STR_LEN: 1893 |STR_TIME: 1.536491870880127
> STR_ID: 5k89 |STR_LEN: 284 |STR_TIME: 0.9465088844299316
> STR_ID: 5k8b |STR_LEN: 2296 |STR_TIME: 3.095146894454956
> STR_ID: 5k8c |STR_LEN: 803 |STR_TIME: 0.8618011474609375
> STR_ID: 5k8e |STR_LEN: 856 |STR_TIME: 1.7491130828857422
> STR_ID: 5k8f |STR_LEN: 2354 |STR_TIME: 6.606957912445068
> STR_ID: 5k8h |STR_LEN: 11 |STR_TIME: 0.11044502258300781
> STR_ID: 5k8i |STR_LEN: 694 |STR_TIME: 0.9348611831665039
> STR_ID: 5k8j |STR_LEN: 756 |STR_TIME: 1.9068949222564697
> STR_ID: 5k8k |STR_LEN: 263 |STR_TIME: 0.871088981628418
> STR_ID: 5k8l |STR_LEN: 796 |STR_TIME: 0.9866471290588379
> STR_ID: 5k8m |STR_LEN: 1594 |STR_TIME: 2.853701114654541
> STR_ID: 5k8n |STR_LEN: 3368 |STR_TIME: 5.829099893569946
> STR_ID: 5k8o |STR_LEN: 3394 |STR_TIME: 5.947674989700317
> STR_ID: 5k8p |STR_LEN: 5144 |STR_TIME: 6.575049877166748
> STR_ID: 5k8q |STR_LEN: 305 |STR_TIME: 0.6913859844207764
> STR_ID: 5k8r |STR_LEN: 548 |STR_TIME: 0.8666946887969971
> STR_ID: 5k8s |STR_LEN: 651 |STR_TIME: 1.3104548454284668
> STR_ID: 5k8t |STR_LEN: 600 |STR_TIME: 0.8882410526275635
> STR_ID: 5k8u |STR_LEN: 820 |STR_TIME: 0.9682250022888184
> STR_ID: 5k8v |STR_LEN: 1984 |STR_TIME: 7.009799957275391
> STR_ID: 5k8y |STR_LEN: 358 |STR_TIME: 0.6389455795288086
>> FINISH_DIR: ./data/k/k8/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'> |STR_COUNT: 1431 |DIR_TIME: 460.4301998615265 

>> START_DIR: ./data/k/k9/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1k90 |STR_LEN: 1937 |STR_TIME: 3.4772891998291016
> STR_ID: 1k91 |STR_LEN: 37 |STR_TIME: 2.3975632190704346
> STR_ID: 1k92 |STR_LEN: 945 |STR_TIME: 1.008984088897705
> STR_ID: 1k93 |STR_LEN: 1892 |STR_TIME: 3.5146639347076416
> STR_ID: 1k94 |STR_LEN: 589 |STR_TIME: 0.668475866317749
> STR_ID: 1k95 |STR_LEN: 293 |STR_TIME: 0.3594200611114502
> STR_ID: 1k96 |STR_LEN: 179 |STR_TIME: 0.22298121452331543
> STR_ID: 1k97 |STR_LEN: 765 |STR_TIME: 0.8882920742034912
> STR_ID: 1k98 |STR_LEN: 579 |STR_TIME: 1.1014690399169922
> STR_ID: 1k99 |STR_LEN: 91 |STR_TIME: 6.631968975067139
> STR_ID: 1k9a |STR_LEN: 3055 |STR_TIME: 4.800433158874512
> STR_ID: 1k9b |STR_LEN: 75 |STR_TIME: 0.17330002784729004
> STR_ID: 1k9c |STR_LEN: 74 |STR_TIME: 4.935212135314941
> STR_ID: 1k9d |STR_LEN: 1333 |STR_TIME: 1.5033719539642334
> STR_ID: 1k9e |STR_LEN: 1166 |STR_TIME: 1.4790639877319336
> STR_ID: 1k9f |STR_LEN: 1131 |STR_TIME: 1.4077098369598389
> STR_ID: 1k9g |STR_LEN: 45 |STR_TIME: 0.10252499580383301
> STR_ID: 1k9h |STR_LEN: 28 |STR_TIME: 0.23232793807983398
> STR_ID: 1k9i |STR_LEN: 1590 |STR_TIME: 2.681372880935669
> STR_ID: 1k9j |STR_LEN: 494 |STR_TIME: 0.6084647178649902
> STR_ID: 1k9k |STR_LEN: 335 |STR_TIME: 0.40401577949523926
> STR_ID: 1k9l |STR_LEN: 28 |STR_TIME: 0.2252962589263916
> STR_ID: 1k9m |STR_LEN: 14689 |STR_TIME: 24.906260013580322
> STR_ID: 1k9o |STR_LEN: 781 |STR_TIME: 1.1667671203613281
> STR_ID: 1k9p |STR_LEN: 161 |STR_TIME: 0.2079169750213623
> STR_ID: 1k9q |STR_LEN: 47 |STR_TIME: 3.1409249305725098
> STR_ID: 1k9r |STR_LEN: 46 |STR_TIME: 2.941007137298584
> STR_ID: 1k9s |STR_LEN: 2672 |STR_TIME: 2.9085090160369873
> STR_ID: 1k9t |STR_LEN: 1303 |STR_TIME: 1.218519926071167
> STR_ID: 1k9u |STR_LEN: 316 |STR_TIME: 0.3740501403808594
> STR_ID: 1k9v |STR_LEN: 266 |STR_TIME: 0.4351627826690674
> STR_ID: 1k9w |STR_LEN: 96 |STR_TIME: 0.4796578884124756
> STR_ID: 1k9x |STR_LEN: 2597 |STR_TIME: 3.8084359169006348
> STR_ID: 1k9y |STR_LEN: 595 |STR_TIME: 0.7507138252258301
> STR_ID: 1k9z |STR_LEN: 666 |STR_TIME: 0.7258858680725098
> STR_ID: 2k90 |STR_LEN: 16 |STR_TIME: 1.0336906909942627
> STR_ID: 2k91 |STR_LEN: 51 |STR_TIME: 3.0949032306671143
> STR_ID: 2k92 |STR_LEN: 77 |STR_TIME: 4.831946134567261
> STR_ID: 2k93 |STR_LEN: 77 |STR_TIME: 4.873477935791016
> STR_ID: 2k94 |STR_LEN: 77 |STR_TIME: 4.875338077545166
> STR_ID: 2k95 |STR_LEN: 48 |STR_TIME: 6.318691968917847
> STR_ID: 2k96 |STR_LEN: 47 |STR_TIME: 6.182707071304321
> STR_ID: 2k97 |STR_LEN: 16 |STR_TIME: 1.045370101928711
> STR_ID: 2k98 |STR_LEN: 24 |STR_TIME: 1.5653908252716064
> STR_ID: 2k9a |STR_LEN: 136 |STR_TIME: 23.0312340259552
> STR_ID: 2k9b |STR_LEN: 34 |STR_TIME: 1.897369146347046
> STR_ID: 2k9c |STR_LEN: 153 |STR_TIME: 9.78841495513916
> STR_ID: 2k9d |STR_LEN: 44 |STR_TIME: 3.083282947540283
> STR_ID: 2k9e |STR_LEN: 37 |STR_TIME: 2.603020191192627
> STR_ID: 2k9f |STR_LEN: 272 |STR_TIME: 6.41756796836853
> STR_ID: 2k9g |STR_LEN: 73 |STR_TIME: 4.892296075820923
> STR_ID: 2k9h |STR_LEN: 59 |STR_TIME: 3.4391908645629883
> STR_ID: 2k9i |STR_LEN: 110 |STR_TIME: 7.770714998245239
> STR_ID: 2k9j |STR_LEN: 85 |STR_TIME: 6.170082092285156
> STR_ID: 2k9k |STR_LEN: 106 |STR_TIME: 6.976624965667725
> STR_ID: 2k9l |STR_LEN: 76 |STR_TIME: 5.190108060836792
> STR_ID: 2k9m |STR_LEN: 130 |STR_TIME: 8.8957679271698
> STR_ID: 2k9n |STR_LEN: 107 |STR_TIME: 7.526171922683716
> STR_ID: 2k9o |STR_LEN: 36 |STR_TIME: 2.0721609592437744
> STR_ID: 2k9p |STR_LEN: 80 |STR_TIME: 5.300369024276733
> STR_ID: 2k9q |STR_LEN: 154 |STR_TIME: 10.101568937301636
> STR_ID: 2k9r |STR_LEN: 51 |STR_TIME: 3.2149088382720947
> STR_ID: 2k9s |STR_LEN: 107 |STR_TIME: 6.884636163711548
> STR_ID: 2k9u |STR_LEN: 143 |STR_TIME: 8.751337051391602
> STR_ID: 2k9x |STR_LEN: 102 |STR_TIME: 6.341241836547852
> STR_ID: 2k9y |STR_LEN: 82 |STR_TIME: 4.447340965270996
> STR_ID: 2k9z |STR_LEN: 89 |STR_TIME: 6.2401442527771
> STR_ID: 3k90 |STR_LEN: 1261 |STR_TIME: 1.5798017978668213
> STR_ID: 3k91 |STR_LEN: 532 |STR_TIME: 0.5799553394317627
> STR_ID: 3k92 |STR_LEN: 3262 |STR_TIME: 4.507418155670166
> STR_ID: 3k93 |STR_LEN: 351 |STR_TIME: 0.5164389610290527
> STR_ID: 3k94 |STR_LEN: 681 |STR_TIME: 1.5320000648498535
> STR_ID: 3k96 |STR_LEN: 1135 |STR_TIME: 1.3411362171173096
> STR_ID: 3k97 |STR_LEN: 362 |STR_TIME: 0.4837801456451416
> STR_ID: 3k98 |STR_LEN: 571 |STR_TIME: 0.8560528755187988
> STR_ID: 3k99 |STR_LEN: 1260 |STR_TIME: 1.7345390319824219
> STR_ID: 3k9a |STR_LEN: 101 |STR_TIME: 0.1899411678314209
> STR_ID: 3k9b |STR_LEN: 1506 |STR_TIME: 2.6126420497894287
> STR_ID: 3k9c |STR_LEN: 781 |STR_TIME: 0.9885959625244141
> STR_ID: 3k9d |STR_LEN: 2295 |STR_TIME: 3.236281156539917
> STR_ID: 3k9e |STR_LEN: 792 |STR_TIME: 1.1589992046356201
> STR_ID: 3k9f |STR_LEN: 1460 |STR_TIME: 4.952311992645264
> STR_ID: 3k9g |STR_LEN: 330 |STR_TIME: 0.4902210235595703
> STR_ID: 3k9h |STR_LEN: 677 |STR_TIME: 0.9761009216308594
> STR_ID: 3k9i |STR_LEN: 110 |STR_TIME: 0.25273823738098145
> STR_ID: 3k9j |STR_LEN: 662 |STR_TIME: 0.9021871089935303
> STR_ID: 3k9k |STR_LEN: 520 |STR_TIME: 0.8657989501953125
> STR_ID: 3k9l |STR_LEN: 719 |STR_TIME: 0.974952220916748
> STR_ID: 3k9m |STR_LEN: 831 |STR_TIME: 1.302337884902954
> STR_ID: 3k9n |STR_LEN: 211 |STR_TIME: 0.36287689208984375
> STR_ID: 3k9o |STR_LEN: 438 |STR_TIME: 0.582988977432251
> STR_ID: 3k9p |STR_LEN: 271 |STR_TIME: 0.5060720443725586
> STR_ID: 3k9q |STR_LEN: 1704 |STR_TIME: 2.4210591316223145
> STR_ID: 3k9r |STR_LEN: 693 |STR_TIME: 0.8471128940582275
> STR_ID: 3k9s |STR_LEN: 1305 |STR_TIME: 2.9452600479125977
> STR_ID: 3k9t |STR_LEN: 651 |STR_TIME: 0.9356186389923096
> STR_ID: 3k9u |STR_LEN: 400 |STR_TIME: 0.6898369789123535
> STR_ID: 3k9v |STR_LEN: 1201 |STR_TIME: 1.875821828842163
> STR_ID: 3k9w |STR_LEN: 305 |STR_TIME: 0.4177579879760742
> STR_ID: 3k9x |STR_LEN: 1324 |STR_TIME: 1.415583848953247
> STR_ID: 3k9y |STR_LEN: 927 |STR_TIME: 1.765787124633789
> STR_ID: 3k9z |STR_LEN: 281 |STR_TIME: 0.36532092094421387
> STR_ID: 4k90 |STR_LEN: 1129 |STR_TIME: 1.2498857975006104
> STR_ID: 4k91 |STR_LEN: 842 |STR_TIME: 1.2780628204345703
> STR_ID: 4k92 |STR_LEN: 863 |STR_TIME: 1.8210439682006836
> STR_ID: 4k93 |STR_LEN: 1276 |STR_TIME: 2.5616259574890137
> STR_ID: 4k94 |STR_LEN: 717 |STR_TIME: 2.026240110397339
> STR_ID: 4k95 |STR_LEN: 4596 |STR_TIME: 8.51059603691101
> STR_ID: 4k96 |STR_LEN: 1505 |STR_TIME: 3.2112843990325928
> STR_ID: 4k97 |STR_LEN: 507 |STR_TIME: 1.5695579051971436
> STR_ID: 4k98 |STR_LEN: 749 |STR_TIME: 1.6593220233917236
> STR_ID: 4k99 |STR_LEN: 702 |STR_TIME: 1.7470040321350098
> STR_ID: 4k9a |STR_LEN: 586 |STR_TIME: 1.56724214553833
> STR_ID: 4k9b |STR_LEN: 553 |STR_TIME: 1.577319860458374
> STR_ID: 4k9c |STR_LEN: 1095 |STR_TIME: 2.458712100982666
> STR_ID: 4k9d |STR_LEN: 3607 |STR_TIME: 8.405671119689941
> STR_ID: 4k9e |STR_LEN: 714 |STR_TIME: 2.0319948196411133
> STR_ID: 4k9f |STR_LEN: 112 |STR_TIME: 0.24460291862487793
> STR_ID: 4k9g |STR_LEN: 634 |STR_TIME: 1.1669561862945557
> STR_ID: 4k9h |STR_LEN: 1120 |STR_TIME: 2.0301530361175537
> STR_ID: 4k9i |STR_LEN: 1222 |STR_TIME: 2.4249610900878906
> STR_ID: 4k9j |STR_LEN: 204 |STR_TIME: 0.639437198638916
> STR_ID: 4k9k |STR_LEN: 1151 |STR_TIME: 2.03011417388916
> STR_ID: 4k9l |STR_LEN: 967 |STR_TIME: 1.9693589210510254
> STR_ID: 4k9m |STR_LEN: 1155 |STR_TIME: 2.057528018951416
> STR_ID: 4k9n |STR_LEN: 3758 |STR_TIME: 4.188662052154541
> STR_ID: 4k9o |STR_LEN: 3423 |STR_TIME: 4.087346792221069
> STR_ID: 4k9p |STR_LEN: 3031 |STR_TIME: 3.9256181716918945
> STR_ID: 4k9q |STR_LEN: 2176 |STR_TIME: 2.2567367553710938
> STR_ID: 4k9r |STR_LEN: 469 |STR_TIME: 0.7404680252075195
> STR_ID: 4k9s |STR_LEN: 1094 |STR_TIME: 1.3144147396087646
> STR_ID: 4k9t |STR_LEN: 489 |STR_TIME: 1.5364229679107666
> STR_ID: 4k9u |STR_LEN: 453 |STR_TIME: 1.4989161491394043
> STR_ID: 4k9v |STR_LEN: 467 |STR_TIME: 1.5240261554718018
> STR_ID: 4k9w |STR_LEN: 1861 |STR_TIME: 6.296683073043823
> STR_ID: 4k9x |STR_LEN: 451 |STR_TIME: 1.5648682117462158
> STR_ID: 4k9y |STR_LEN: 525 |STR_TIME: 1.0393540859222412
> STR_ID: 4k9z |STR_LEN: 232 |STR_TIME: 0.558142900466919
> STR_ID: 5k92 |STR_LEN: 160 |STR_TIME: 0.4045708179473877
> STR_ID: 5k93 |STR_LEN: 420 |STR_TIME: 0.854928731918335
> STR_ID: 5k95 |STR_LEN: 603 |STR_TIME: 0.9860439300537109
> STR_ID: 5k98 |STR_LEN: 1016 |STR_TIME: 2.025266170501709
> STR_ID: 5k99 |STR_LEN: 1650 |STR_TIME: 3.8037948608398438
> STR_ID: 5k9a |STR_LEN: 382 |STR_TIME: 0.8402969837188721
> STR_ID: 5k9c |STR_LEN: 706 |STR_TIME: 2.0035388469696045
> STR_ID: 5k9d |STR_LEN: 766 |STR_TIME: 1.9946961402893066
> STR_ID: 5k9f |STR_LEN: 261 |STR_TIME: 0.48415422439575195
> STR_ID: 5k9g |STR_LEN: 883 |STR_TIME: 1.0827510356903076
> STR_ID: 5k9h |STR_LEN: 1167 |STR_TIME: 1.2705793380737305
> STR_ID: 5k9i |STR_LEN: 588 |STR_TIME: 1.0277149677276611
> STR_ID: 5k9j |STR_LEN: 585 |STR_TIME: 1.513599157333374
> STR_ID: 5k9k |STR_LEN: 1915 |STR_TIME: 6.228895902633667
> STR_ID: 5k9l |STR_LEN: 417 |STR_TIME: 1.1412858963012695
> STR_ID: 5k9m |STR_LEN: 781 |STR_TIME: 1.4313898086547852
> STR_ID: 5k9o |STR_LEN: 1808 |STR_TIME: 5.154306650161743
> STR_ID: 5k9p |STR_LEN: 129 |STR_TIME: 0.3585090637207031
> STR_ID: 5k9q |STR_LEN: 7287 |STR_TIME: 18.576502084732056
> STR_ID: 5k9r |STR_LEN: 689 |STR_TIME: 1.2678358554840088
> STR_ID: 5k9s |STR_LEN: 500 |STR_TIME: 2.2208311557769775
> STR_ID: 5k9v |STR_LEN: 502 |STR_TIME: 0.6420767307281494
> STR_ID: 5k9w |STR_LEN: 477 |STR_TIME: 0.6806678771972656
> STR_ID: 5k9x |STR_LEN: 392 |STR_TIME: 0.9944241046905518
> STR_ID: 5k9y |STR_LEN: 579 |STR_TIME: 0.767657995223999
> STR_ID: 5k9z |STR_LEN: 1552 |STR_TIME: 3.2876529693603516
>> FINISH_DIR: ./data/k/k9/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'> |STR_COUNT: 1595 |DIR_TIME: 461.58192205429077 

>> START_DIR: ./data/k/ka/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1ka0 |STR_LEN: 628 |STR_TIME: 0.7688701152801514
> STR_ID: 1ka1 |STR_LEN: 804 |STR_TIME: 1.3251299858093262
> STR_ID: 1ka2 |STR_LEN: 607 |STR_TIME: 0.9940581321716309
> STR_ID: 1ka4 |STR_LEN: 581 |STR_TIME: 1.0120019912719727
> STR_ID: 1ka5 |STR_LEN: 88 |STR_TIME: 4.409968852996826
> STR_ID: 1ka6 |STR_LEN: 116 |STR_TIME: 0.44798707962036133
> STR_ID: 1ka7 |STR_LEN: 119 |STR_TIME: 0.4564220905303955
> STR_ID: 1ka8 |STR_LEN: 612 |STR_TIME: 1.1346261501312256
> STR_ID: 1ka9 |STR_LEN: 564 |STR_TIME: 0.8348112106323242
> STR_ID: 1kaa |STR_LEN: 199 |STR_TIME: 0.3123209476470947
> STR_ID: 1kab |STR_LEN: 196 |STR_TIME: 0.3061041831970215
> STR_ID: 1kac |STR_LEN: 379 |STR_TIME: 0.5931711196899414
> STR_ID: 1kae |STR_LEN: 1506 |STR_TIME: 1.7334198951721191
> STR_ID: 1kaf |STR_LEN: 1278 |STR_TIME: 1.3492670059204102
> STR_ID: 1kag |STR_LEN: 565 |STR_TIME: 0.6697549819946289
> STR_ID: 1kah |STR_LEN: 869 |STR_TIME: 1.4680440425872803
> STR_ID: 1kaj |STR_LEN: 32 |STR_TIME: 0.24265193939208984
> STR_ID: 1kak |STR_LEN: 442 |STR_TIME: 0.6304600238800049
> STR_ID: 1kal |STR_LEN: 29 |STR_TIME: 0.8302619457244873
> STR_ID: 1kam |STR_LEN: 847 |STR_TIME: 1.3526198863983154
> STR_ID: 1kan |STR_LEN: 506 |STR_TIME: 0.2528390884399414
> STR_ID: 1kao |STR_LEN: 240 |STR_TIME: 0.37093687057495117
> STR_ID: 1kap |STR_LEN: 775 |STR_TIME: 0.9447197914123535
> STR_ID: 1kaq |STR_LEN: 1093 |STR_TIME: 2.0551602840423584
> STR_ID: 1kar |STR_LEN: 866 |STR_TIME: 1.4874992370605469
> STR_ID: 1kas |STR_LEN: 442 |STR_TIME: 0.7700788974761963
> STR_ID: 1kat |STR_LEN: 236 |STR_TIME: 18.625581979751587
> STR_ID: 1kav |STR_LEN: 431 |STR_TIME: 0.6520750522613525
> STR_ID: 1kaw |STR_LEN: 419 |STR_TIME: 0.7357850074768066
> STR_ID: 1kax |STR_LEN: 823 |STR_TIME: 0.8487160205841064
> STR_ID: 1kay |STR_LEN: 820 |STR_TIME: 0.820570707321167
> STR_ID: 1kaz |STR_LEN: 814 |STR_TIME: 1.0194110870361328
> STR_ID: 2ka0 |STR_LEN: 124 |STR_TIME: 7.869600057601929
> STR_ID: 2ka1 |STR_LEN: 70 |STR_TIME: 4.6599249839782715
> STR_ID: 2ka2 |STR_LEN: 70 |STR_TIME: 4.636590242385864
> STR_ID: 2ka3 |STR_LEN: 393 |STR_TIME: 11.970870018005371
> STR_ID: 2ka4 |STR_LEN: 160 |STR_TIME: 10.4024817943573
> STR_ID: 2ka5 |STR_LEN: 125 |STR_TIME: 8.460932970046997
> STR_ID: 2ka6 |STR_LEN: 140 |STR_TIME: 8.898668050765991
> STR_ID: 2ka7 |STR_LEN: 124 |STR_TIME: 8.117398023605347
> STR_ID: 2ka9 |STR_LEN: 207 |STR_TIME: 13.022156953811646
> STR_ID: 2kaa |STR_LEN: 130 |STR_TIME: 8.560513973236084
> STR_ID: 2kac |STR_LEN: 64 |STR_TIME: 3.7736048698425293
> STR_ID: 2kad |STR_LEN: 101 |STR_TIME: 0.3902771472930908
> STR_ID: 2kae |STR_LEN: 97 |STR_TIME: 4.899922847747803
> STR_ID: 2kaf |STR_LEN: 67 |STR_TIME: 4.246202707290649
> STR_ID: 2kai |STR_LEN: 299 |STR_TIME: 0.5313689708709717
> STR_ID: 2kaj |STR_LEN: 97 |STR_TIME: 2.7980101108551025
