>> START_DIR: ./data/r/r0/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1r00 |STR_LEN: 433 |STR_TIME: 0.7098422050476074
> STR_ID: 1r7x |STR_LEN: 426 |STR_TIME: 0.591773271560669
> STR_ID: 1r7y |STR_LEN: 412 |STR_TIME: 0.5779447555541992
> STR_ID: 1r7z |STR_LEN: 34 |STR_TIME: 4.285382032394409
> STR_ID: 2r70 |STR_LEN: 889 |STR_TIME: 1.4083847999572754
> STR_ID: 2r71 |STR_LEN: 642 |STR_TIME: 0.7620680332183838
> STR_ID: 2r72 |STR_LEN: 771 |STR_TIME: 1.3730716705322266
> STR_ID: 2r73 |STR_LEN: 770 |STR_TIME: 1.145212173461914
> STR_ID: 2r74 |STR_LEN: 449 |STR_TIME: 0.6657969951629639
> STR_ID: 2r75 |STR_LEN: 608 |STR_TIME: 1.1925828456878662
> STR_ID: 2r76 |STR_LEN: 299 |STR_TIME: 0.5198190212249756
> STR_ID: 2r77 |STR_LEN: 433 |STR_TIME: 0.44532203674316406
> STR_ID: 2r78 |STR_LEN: 953 |STR_TIME: 1.694936752319336
> STR_ID: 2r79 |STR_LEN: 442 |STR_TIME: 0.5716767311096191
> STR_ID: 2r7a |STR_LEN: 1521 |STR_TIME: 1.9058020114898682
> STR_ID: 2r7b |STR_LEN: 296 |STR_TIME: 0.5538349151611328
> STR_ID: 2r7c |STR_LEN: 324 |STR_TIME: 0.5994522571563721
> STR_ID: 2r7d |STR_LEN: 2624 |STR_TIME: 2.754239797592163
> STR_ID: 2r7e |STR_LEN: 1355 |STR_TIME: 2.6162638664245605
> STR_ID: 2r7f |STR_LEN: 602 |STR_TIME: 0.8381009101867676
> STR_ID: 2r7g |STR_LEN: 1186 |STR_TIME: 1.4354088306427002
> STR_ID: 2r7h |STR_LEN: 446 |STR_TIME: 0.6351990699768066
> STR_ID: 2r7i |STR_LEN: 1326 |STR_TIME: 2.3969979286193848
> STR_ID: 2r7j |STR_LEN: 367 |STR_TIME: 0.5933377742767334
> STR_ID: 2r7k |STR_LEN: 471 |STR_TIME: 0.7204499244689941
> STR_ID: 2r7l |STR_LEN: 488 |STR_TIME: 0.7169532775878906
> STR_ID: 2r7m |STR_LEN: 454 |STR_TIME: 0.6849839687347412
> STR_ID: 2r7n |STR_LEN: 417 |STR_TIME: 0.6887688636779785
> STR_ID: 2r7o |STR_LEN: 1071 |STR_TIME: 1.9711859226226807
> STR_ID: 2r7p |STR_LEN: 357 |STR_TIME: 0.6173770427703857
> STR_ID: 2r7q |STR_LEN: 1072 |STR_TIME: 1.946052074432373
> STR_ID: 2r7r |STR_LEN: 1080 |STR_TIME: 1.970733642578125
> STR_ID: 2r7s |STR_LEN: 1080 |STR_TIME: 2.0827059745788574
> STR_ID: 2r7t |STR_LEN: 1080 |STR_TIME: 1.9739415645599365
> STR_ID: 2r7u |STR_LEN: 1078 |STR_TIME: 2.0358099937438965
> STR_ID: 2r7v |STR_LEN: 1078 |STR_TIME: 1.9835989475250244
> STR_ID: 2r7w |STR_LEN: 1081 |STR_TIME: 2.042848587036133
> STR_ID: 2r7x |STR_LEN: 2162 |STR_TIME: 4.765643835067749
> STR_ID: 2r7y |STR_LEN: 325 |STR_TIME: 0.435136079788208
> STR_ID: 2r7z |STR_LEN: 3957 |STR_TIME: 8.269051790237427
> STR_ID: 3r71 |STR_LEN: 541 |STR_TIME: 0.6689889430999756
> STR_ID: 3r72 |STR_LEN: 378 |STR_TIME: 1.2840120792388916
> STR_ID: 3r73 |STR_LEN: 503 |STR_TIME: 0.7051517963409424
> STR_ID: 3r74 |STR_LEN: 1313 |STR_TIME: 3.763578176498413
> STR_ID: 3r75 |STR_LEN: 2037 |STR_TIME: 4.359932899475098
> STR_ID: 3r76 |STR_LEN: 1485 |STR_TIME: 3.8813748359680176
> STR_ID: 3r77 |STR_LEN: 871 |STR_TIME: 1.524794101715088
> STR_ID: 3r79 |STR_LEN: 617 |STR_TIME: 0.8715810775756836
> STR_ID: 3r7a |STR_LEN: 779 |STR_TIME: 1.6723408699035645
> STR_ID: 3r7b |STR_LEN: 952 |STR_TIME: 1.1440191268920898
> STR_ID: 3r7c |STR_LEN: 702 |STR_TIME: 1.706334114074707
> STR_ID: 3r7d |STR_LEN: 1462 |STR_TIME: 1.7348098754882812
> STR_ID: 3r7e |STR_LEN: 481 |STR_TIME: 0.6555650234222412
> STR_ID: 3r7f |STR_LEN: 1514 |STR_TIME: 1.7643978595733643
> STR_ID: 3r7g |STR_LEN: 258 |STR_TIME: 0.3844490051269531
> STR_ID: 3r7i |STR_LEN: 466 |STR_TIME: 0.6180729866027832
> STR_ID: 3r7k |STR_LEN: 1571 |STR_TIME: 4.6125428676605225
> STR_ID: 3r7l |STR_LEN: 2468 |STR_TIME: 3.3303279876708984
> STR_ID: 3r7m |STR_LEN: 376 |STR_TIME: 1.085287094116211
> STR_ID: 3r7n |STR_LEN: 731 |STR_TIME: 1.0055639743804932
> STR_ID: 3r7o |STR_LEN: 332 |STR_TIME: 0.6115560531616211
> STR_ID: 3r7p |STR_LEN: 394 |STR_TIME: 1.5181829929351807
> STR_ID: 3r7q |STR_LEN: 838 |STR_TIME: 2.840869188308716
> STR_ID: 3r7r |STR_LEN: 839 |STR_TIME: 2.6992459297180176
> STR_ID: 3r7s |STR_LEN: 646 |STR_TIME: 0.9762279987335205
> STR_ID: 3r7t |STR_LEN: 648 |STR_TIME: 1.4676330089569092
> STR_ID: 3r7u |STR_LEN: 493 |STR_TIME: 0.6214661598205566
> STR_ID: 3r7v |STR_LEN: 468 |STR_TIME: 0.6747221946716309
> STR_ID: 3r7w |STR_LEN: 1114 |STR_TIME: 2.086026906967163
> STR_ID: 3r7x |STR_LEN: 964 |STR_TIME: 1.0507488250732422
> STR_ID: 3r7y |STR_LEN: 469 |STR_TIME: 0.5990688800811768
> STR_ID: 4r70 |STR_LEN: 1009 |STR_TIME: 3.4497268199920654
> STR_ID: 4r71 |STR_LEN: 2725 |STR_TIME: 10.395114183425903
> STR_ID: 4r72 |STR_LEN: 751 |STR_TIME: 0.9695439338684082
> STR_ID: 4r73 |STR_LEN: 1375 |STR_TIME: 1.9196500778198242
> STR_ID: 4r74 |STR_LEN: 2264 |STR_TIME: 2.780374050140381
> STR_ID: 4r75 |STR_LEN: 789 |STR_TIME: 0.8488671779632568
> STR_ID: 4r76 |STR_LEN: 8021 |STR_TIME: 25.015640258789062
> STR_ID: 4r77 |STR_LEN: 845 |STR_TIME: 1.2840502262115479
> STR_ID: 4r78 |STR_LEN: 616 |STR_TIME: 0.8202011585235596
> STR_ID: 4r79 |STR_LEN: 839 |STR_TIME: 2.3114919662475586
> STR_ID: 4r7a |STR_LEN: 643 |STR_TIME: 0.9596741199493408
> STR_ID: 4r7b |STR_LEN: 887 |STR_TIME: 1.7947077751159668
> STR_ID: 4r7c |STR_LEN: 496 |STR_TIME: 0.7712581157684326
> STR_ID: 4r7d |STR_LEN: 3789 |STR_TIME: 6.481811046600342
> STR_ID: 4r7e |STR_LEN: 80 |STR_TIME: 0.18805932998657227
> STR_ID: 4r7f |STR_LEN: 681 |STR_TIME: 2.236837148666382
> STR_ID: 4r7g |STR_LEN: 1514 |STR_TIME: 3.1217849254608154
> STR_ID: 4r7h |STR_LEN: 352 |STR_TIME: 0.7893681526184082
> STR_ID: 4r7i |STR_LEN: 346 |STR_TIME: 1.3425369262695312
> STR_ID: 4r7j |STR_LEN: 483 |STR_TIME: 1.5317888259887695
> STR_ID: 4r7k |STR_LEN: 1120 |STR_TIME: 3.769066095352173
> STR_ID: 4r7l |STR_LEN: 1042 |STR_TIME: 1.5703017711639404
> STR_ID: 4r7m |STR_LEN: 6435 |STR_TIME: 21.366310834884644
> STR_ID: 4r7n |STR_LEN: 4292 |STR_TIME: 14.606988191604614
> STR_ID: 4r7o |STR_LEN: 2611 |STR_TIME: 7.304476022720337
> STR_ID: 4r7p |STR_LEN: 2094 |STR_TIME: 7.078201055526733
> STR_ID: 4r7q |STR_LEN: 308 |STR_TIME: 0.8493220806121826
> STR_ID: 4r7r |STR_LEN: 156 |STR_TIME: 0.5146129131317139
> STR_ID: 4r7s |STR_LEN: 420 |STR_TIME: 1.028719186782837
> STR_ID: 4r7t |STR_LEN: 986 |STR_TIME: 2.927060127258301
> STR_ID: 4r7u |STR_LEN: 1982 |STR_TIME: 5.730913162231445
> STR_ID: 4r7v |STR_LEN: 210 |STR_TIME: 0.8974981307983398
> STR_ID: 4r7w |STR_LEN: 4005 |STR_TIME: 9.517859935760498
> STR_ID: 4r7x |STR_LEN: 323 |STR_TIME: 1.1768958568572998
> STR_ID: 4r7y |STR_LEN: 1194 |STR_TIME: 2.4323229789733887
> STR_ID: 4r7z |STR_LEN: 5088 |STR_TIME: 9.673755884170532
>> FINISH_DIR: ./data/r/r7/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'> |STR_COUNT: 1085 |DIR_TIME: 315.09530329704285 

>> START_DIR: ./data/r/r8/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1r80 |STR_LEN: 418 |STR_TIME: 0.6651670932769775
> STR_ID: 1r81 |STR_LEN: 397 |STR_TIME: 0.6031112670898438
> STR_ID: 1r82 |STR_LEN: 465 |STR_TIME: 0.6374270915985107
> STR_ID: 1r84 |STR_LEN: 237 |STR_TIME: 10.000120878219604
> STR_ID: 1r85 |STR_LEN: 896 |STR_TIME: 1.8747198581695557
> STR_ID: 1r86 |STR_LEN: 707 |STR_TIME: 0.9540278911590576
> STR_ID: 1r87 |STR_LEN: 689 |STR_TIME: 1.0670149326324463
> STR_ID: 1r88 |STR_LEN: 934 |STR_TIME: 1.0913019180297852
> STR_ID: 1r89 |STR_LEN: 775 |STR_TIME: 1.0326018333435059
> STR_ID: 1r8a |STR_LEN: 768 |STR_TIME: 0.9946799278259277
> STR_ID: 1r8b |STR_LEN: 774 |STR_TIME: 1.033757209777832
> STR_ID: 1r8c |STR_LEN: 773 |STR_TIME: 1.0682039260864258
> STR_ID: 1r8d |STR_LEN: 306 |STR_TIME: 0.7496500015258789
> STR_ID: 1r8e |STR_LEN: 446 |STR_TIME: 0.7965860366821289
> STR_ID: 1r8g |STR_LEN: 1366 |STR_TIME: 1.5741288661956787
> STR_ID: 1r8h |STR_LEN: 911 |STR_TIME: 1.2661323547363281
> STR_ID: 1r8i |STR_LEN: 187 |STR_TIME: 0.37571191787719727
> STR_ID: 1r8j |STR_LEN: 782 |STR_TIME: 1.2284140586853027
> STR_ID: 1r8k |STR_LEN: 1078 |STR_TIME: 1.324059009552002
> STR_ID: 1r8l |STR_LEN: 899 |STR_TIME: 1.4823451042175293
> STR_ID: 1r8m |STR_LEN: 317 |STR_TIME: 0.4691143035888672
> STR_ID: 1r8n |STR_LEN: 368 |STR_TIME: 0.43933606147766113
> STR_ID: 1r8o |STR_LEN: 349 |STR_TIME: 0.4078350067138672
> STR_ID: 1r8p |STR_LEN: 162 |STR_TIME: 11.708119869232178
> STR_ID: 1r8q |STR_LEN: 1095 |STR_TIME: 1.6799917221069336
> STR_ID: 1r8s |STR_LEN: 704 |STR_TIME: 0.9855527877807617
> STR_ID: 1r8t |STR_LEN: 15 |STR_TIME: 1.399925947189331
> STR_ID: 1r8u |STR_LEN: 153 |STR_TIME: 10.708112955093384
> STR_ID: 1r8w |STR_LEN: 2083 |STR_TIME: 3.1329197883605957
> STR_ID: 1r8x |STR_LEN: 594 |STR_TIME: 1.1364588737487793
> STR_ID: 1r8y |STR_LEN: 2289 |STR_TIME: 4.3563830852508545
> STR_ID: 2r80 |STR_LEN: 1146 |STR_TIME: 1.3018813133239746
> STR_ID: 2r82 |STR_LEN: 874 |STR_TIME: 1.676542043685913
> STR_ID: 2r83 |STR_LEN: 609 |STR_TIME: 1.1037487983703613
> STR_ID: 2r84 |STR_LEN: 1277 |STR_TIME: 1.6082932949066162
> STR_ID: 2r85 |STR_LEN: 1323 |STR_TIME: 1.706587791442871
> STR_ID: 2r86 |STR_LEN: 795 |STR_TIME: 1.431412935256958
> STR_ID: 2r87 |STR_LEN: 2570 |STR_TIME: 4.144928932189941
> STR_ID: 2r88 |STR_LEN: 730 |STR_TIME: 1.43892502784729
> STR_ID: 2r89 |STR_LEN: 726 |STR_TIME: 1.3750040531158447
> STR_ID: 2r8a |STR_LEN: 724 |STR_TIME: 1.3690330982208252
> STR_ID: 2r8b |STR_LEN: 427 |STR_TIME: 0.8170878887176514
> STR_ID: 2r8d |STR_LEN: 149 |STR_TIME: 0.23689889907836914
> STR_ID: 2r8e |STR_LEN: 3660 |STR_TIME: 5.929790019989014
> STR_ID: 2r8f |STR_LEN: 408 |STR_TIME: 0.6942670345306396
> STR_ID: 2r8g |STR_LEN: 492 |STR_TIME: 0.8879358768463135
> STR_ID: 2r8h |STR_LEN: 474 |STR_TIME: 0.9091360569000244
> STR_ID: 2r8i |STR_LEN: 480 |STR_TIME: 0.9164798259735107
> STR_ID: 2r8j |STR_LEN: 1189 |STR_TIME: 2.3781330585479736
> STR_ID: 2r8k |STR_LEN: 1068 |STR_TIME: 2.253399133682251
> STR_ID: 2r8n |STR_LEN: 267 |STR_TIME: 0.46170711517333984
> STR_ID: 2r8o |STR_LEN: 2546 |STR_TIME: 2.903496026992798
> STR_ID: 2r8p |STR_LEN: 2294 |STR_TIME: 2.8365540504455566
> STR_ID: 2r8q |STR_LEN: 1177 |STR_TIME: 1.4433488845825195
> STR_ID: 2r8r |STR_LEN: 860 |STR_TIME: 1.0333809852600098
> STR_ID: 2r8s |STR_LEN: 1125 |STR_TIME: 1.898449182510376
> STR_ID: 2r8t |STR_LEN: 464 |STR_TIME: 0.6537940502166748
> STR_ID: 2r8u |STR_LEN: 528 |STR_TIME: 1.1120901107788086
> STR_ID: 2r8v |STR_LEN: 542 |STR_TIME: 0.8853549957275391
> STR_ID: 2r8w |STR_LEN: 1170 |STR_TIME: 1.358591079711914
> STR_ID: 2r8x |STR_LEN: 3579 |STR_TIME: 5.352024793624878
> STR_ID: 2r8y |STR_LEN: 3904 |STR_TIME: 5.504302024841309
> STR_ID: 2r8z |STR_LEN: 5520 |STR_TIME: 6.0879762172698975
> STR_ID: 3r83 |STR_LEN: 563 |STR_TIME: 0.7282438278198242
> STR_ID: 3r84 |STR_LEN: 2855 |STR_TIME: 6.932745933532715
> STR_ID: 3r85 |STR_LEN: 806 |STR_TIME: 2.4589779376983643
> STR_ID: 3r86 |STR_LEN: 34 |STR_TIME: 0.1708838939666748
> STR_ID: 3r87 |STR_LEN: 243 |STR_TIME: 0.5940301418304443
> STR_ID: 3r88 |STR_LEN: 1385 |STR_TIME: 1.4943418502807617
> STR_ID: 3r89 |STR_LEN: 1018 |STR_TIME: 2.323936939239502
> STR_ID: 3r8a |STR_LEN: 585 |STR_TIME: 1.0170519351959229
> STR_ID: 3r8b |STR_LEN: 2737 |STR_TIME: 5.32602596282959
> STR_ID: 3r8c |STR_LEN: 603 |STR_TIME: 1.3851063251495361
> STR_ID: 3r8d |STR_LEN: 280 |STR_TIME: 0.646385908126831
> STR_ID: 3r8e |STR_LEN: 508 |STR_TIME: 1.2942650318145752
> STR_ID: 3r8f |STR_LEN: 1318 |STR_TIME: 4.759872198104858
> STR_ID: 3r8g |STR_LEN: 435 |STR_TIME: 1.1944458484649658
> STR_ID: 3r8h |STR_LEN: 430 |STR_TIME: 1.1715149879455566
> STR_ID: 3r8i |STR_LEN: 686 |STR_TIME: 1.1743128299713135
> STR_ID: 3r8j |STR_LEN: 755 |STR_TIME: 1.4833109378814697
> STR_ID: 3r8k |STR_LEN: 706 |STR_TIME: 1.428056240081787
> STR_ID: 3r8l |STR_LEN: 416 |STR_TIME: 0.6321930885314941
> STR_ID: 3r8m |STR_LEN: 457 |STR_TIME: 0.6206133365631104
> STR_ID: 3r8p |STR_LEN: 502 |STR_TIME: 0.6625990867614746
> STR_ID: 3r8q |STR_LEN: 394 |STR_TIME: 0.5433509349822998
> STR_ID: 3r8r |STR_LEN: 7623 |STR_TIME: 13.842041015625
> STR_ID: 3r8u |STR_LEN: 458 |STR_TIME: 0.6809661388397217
> STR_ID: 3r8v |STR_LEN: 466 |STR_TIME: 0.6404030323028564
> STR_ID: 3r8w |STR_LEN: 1903 |STR_TIME: 4.695802211761475
> STR_ID: 3r8x |STR_LEN: 457 |STR_TIME: 1.15482497215271
> STR_ID: 3r8y |STR_LEN: 2971 |STR_TIME: 4.2465949058532715
> STR_ID: 3r8z |STR_LEN: 432 |STR_TIME: 0.6406090259552002
> STR_ID: 4r80 |STR_LEN: 211 |STR_TIME: 0.3817470073699951
> STR_ID: 4r81 |STR_LEN: 1224 |STR_TIME: 2.847219944000244
> STR_ID: 4r82 |STR_LEN: 583 |STR_TIME: 1.2419610023498535
> STR_ID: 4r83 |STR_LEN: 3294 |STR_TIME: 6.7369420528411865
> STR_ID: 4r84 |STR_LEN: 4345 |STR_TIME: 7.154851675033569
> STR_ID: 4r85 |STR_LEN: 4213 |STR_TIME: 10.235320806503296
> STR_ID: 4r86 |STR_LEN: 592 |STR_TIME: 2.02089524269104
> STR_ID: 4r87 |STR_LEN: 2399 |STR_TIME: 7.811081886291504
> STR_ID: 4r88 |STR_LEN: 3675 |STR_TIME: 9.281287908554077
> STR_ID: 4r89 |STR_LEN: 1172 |STR_TIME: 4.863224983215332
> STR_ID: 4r8a |STR_LEN: 1170 |STR_TIME: 4.732241153717041
> STR_ID: 4r8c |STR_LEN: 221 |STR_TIME: 0.40610194206237793
> STR_ID: 4r8d |STR_LEN: 1013 |STR_TIME: 1.5804879665374756
> STR_ID: 4r8e |STR_LEN: 839 |STR_TIME: 2.7805299758911133
> STR_ID: 4r8f |STR_LEN: 1826 |STR_TIME: 3.3341870307922363
> STR_ID: 4r8g |STR_LEN: 751 |STR_TIME: 1.9663610458374023
> STR_ID: 4r8h |STR_LEN: 667 |STR_TIME: 1.2020800113677979
> STR_ID: 4r8i |STR_LEN: 226 |STR_TIME: 0.6419436931610107
> STR_ID: 4r8j |STR_LEN: 86 |STR_TIME: 0.3215372562408447
> STR_ID: 4r8k |STR_LEN: 3727 |STR_TIME: 5.7958900928497314
> STR_ID: 4r8l |STR_LEN: 1632 |STR_TIME: 2.6639180183410645
> STR_ID: 4r8m |STR_LEN: 612 |STR_TIME: 3.5403380393981934
> STR_ID: 4r8n |STR_LEN: 209 |STR_TIME: 0.8304660320281982
> STR_ID: 4r8o |STR_LEN: 213 |STR_TIME: 0.8669531345367432
> STR_ID: 4r8p |STR_LEN: 1770 |STR_TIME: 10.646482944488525
> STR_ID: 4r8q |STR_LEN: 351 |STR_TIME: 2.5287609100341797
> STR_ID: 4r8r |STR_LEN: 1310 |STR_TIME: 1.296692132949829
> STR_ID: 4r8s |STR_LEN: 1306 |STR_TIME: 1.5550642013549805
> STR_ID: 4r8t |STR_LEN: 267 |STR_TIME: 0.8620216846466064
> STR_ID: 4r8u |STR_LEN: 813 |STR_TIME: 3.1880383491516113
> STR_ID: 4r8v |STR_LEN: 396 |STR_TIME: 1.4556639194488525
> STR_ID: 4r8w |STR_LEN: 750 |STR_TIME: 3.223313093185425
> STR_ID: 4r8x |STR_LEN: 3173 |STR_TIME: 6.4887120723724365
> STR_ID: 4r8y |STR_LEN: 1632 |STR_TIME: 1.845170021057129
> STR_ID: 4r8z |STR_LEN: 639 |STR_TIME: 1.0625169277191162
>> FINISH_DIR: ./data/r/r8/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'> |STR_COUNT: 1212 |DIR_TIME: 312.72730588912964 

>> START_DIR: ./data/r/r9/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1r94 |STR_LEN: 281 |STR_TIME: 0.43889379501342773
> STR_ID: 1r95 |STR_LEN: 255 |STR_TIME: 0.6660711765289307
> STR_ID: 1r9c |STR_LEN: 366 |STR_TIME: 0.6823427677154541
> STR_ID: 1r9d |STR_LEN: 2543 |STR_TIME: 4.09932017326355
> STR_ID: 1r9f |STR_LEN: 233 |STR_TIME: 0.6150836944580078
> STR_ID: 1r9g |STR_LEN: 671 |STR_TIME: 0.9362571239471436
> STR_ID: 1r9h |STR_LEN: 228 |STR_TIME: 0.3240511417388916
> STR_ID: 1r9i |STR_LEN: 22 |STR_TIME: 1.7924139499664307
> STR_ID: 1r9j |STR_LEN: 2256 |STR_TIME: 3.686760902404785
> STR_ID: 1r9k |STR_LEN: 168 |STR_TIME: 0.927325963973999
> STR_ID: 1r9l |STR_LEN: 740 |STR_TIME: 0.9888389110565186
> STR_ID: 1r9m |STR_LEN: 4633 |STR_TIME: 8.726590871810913
> STR_ID: 1r9n |STR_LEN: 4206 |STR_TIME: 11.313193798065186
> STR_ID: 1r9o |STR_LEN: 713 |STR_TIME: 1.1359758377075195
> STR_ID: 1r9p |STR_LEN: 135 |STR_TIME: 9.811755895614624
> STR_ID: 1r9q |STR_LEN: 370 |STR_TIME: 0.6659021377563477
> STR_ID: 1r9s |STR_LEN: 3554 |STR_TIME: 7.741189002990723
> STR_ID: 1r9t |STR_LEN: 3605 |STR_TIME: 8.269415855407715
> STR_ID: 1r9u |STR_LEN: 17 |STR_TIME: 1.677150011062622
> STR_ID: 1r9v |STR_LEN: 12 |STR_TIME: 0.2931172847747803
> STR_ID: 1r9w |STR_LEN: 247 |STR_TIME: 0.3533139228820801
> STR_ID: 1r9x |STR_LEN: 893 |STR_TIME: 1.0591380596160889
> STR_ID: 1r9y |STR_LEN: 896 |STR_TIME: 1.0110950469970703
> STR_ID: 1r9z |STR_LEN: 900 |STR_TIME: 1.0258030891418457
> STR_ID: 2r90 |STR_LEN: 850 |STR_TIME: 1.4408540725708008
> STR_ID: 2r91 |STR_LEN: 1838 |STR_TIME: 2.471874952316284
> STR_ID: 2r92 |STR_LEN: 3954 |STR_TIME: 8.193670988082886
> STR_ID: 2r93 |STR_LEN: 3949 |STR_TIME: 8.234977960586548
> STR_ID: 2r94 |STR_LEN: 1453 |STR_TIME: 2.38755202293396
> STR_ID: 2r96 |STR_LEN: 511 |STR_TIME: 0.8578369617462158
> STR_ID: 2r97 |STR_LEN: 548 |STR_TIME: 0.8275680541992188
> STR_ID: 2r98 |STR_LEN: 517 |STR_TIME: 0.888904333114624
> STR_ID: 2r99 |STR_LEN: 379 |STR_TIME: 0.7158489227294922
> STR_ID: 2r9a |STR_LEN: 715 |STR_TIME: 0.9456210136413574
> STR_ID: 2r9b |STR_LEN: 721 |STR_TIME: 1.5520148277282715
> STR_ID: 2r9c |STR_LEN: 635 |STR_TIME: 0.7923679351806641
> STR_ID: 2r9e |STR_LEN: 2895 |STR_TIME: 3.3739190101623535
> STR_ID: 2r9f |STR_LEN: 598 |STR_TIME: 0.8597650527954102
> STR_ID: 2r9g |STR_LEN: 4247 |STR_TIME: 6.284271240234375
> STR_ID: 2r9h |STR_LEN: 1753 |STR_TIME: 3.2960612773895264
> STR_ID: 2r9i |STR_LEN: 81 |STR_TIME: 0.18926310539245605
> STR_ID: 2r9j |STR_LEN: 524 |STR_TIME: 0.7023999691009521
> STR_ID: 2r9k |STR_LEN: 598 |STR_TIME: 1.0868651866912842
> STR_ID: 2r9l |STR_LEN: 707 |STR_TIME: 1.287787914276123
> STR_ID: 2r9m |STR_LEN: 885 |STR_TIME: 0.9322910308837891
> STR_ID: 2r9n |STR_LEN: 748 |STR_TIME: 0.8889920711517334
> STR_ID: 2r9o |STR_LEN: 773 |STR_TIME: 0.9033081531524658
> STR_ID: 2r9p |STR_LEN: 1781 |STR_TIME: 2.258427143096924
> STR_ID: 2r9q |STR_LEN: 1968 |STR_TIME: 4.600404977798462
> STR_ID: 2r9r |STR_LEN: 1747 |STR_TIME: 3.6245501041412354
> STR_ID: 2r9s |STR_LEN: 875 |STR_TIME: 1.6609296798706055
> STR_ID: 2r9u |STR_LEN: 1017 |STR_TIME: 1.491529941558838
> STR_ID: 2r9v |STR_LEN: 956 |STR_TIME: 1.1997158527374268
> STR_ID: 2r9w |STR_LEN: 1336 |STR_TIME: 1.7524800300598145
> STR_ID: 2r9x |STR_LEN: 1370 |STR_TIME: 1.6786670684814453
> STR_ID: 2r9y |STR_LEN: 447 |STR_TIME: 0.7764480113983154
> STR_ID: 2r9z |STR_LEN: 1367 |STR_TIME: 1.8867480754852295
> STR_ID: 3r90 |STR_LEN: 3775 |STR_TIME: 5.006541013717651
> STR_ID: 3r91 |STR_LEN: 518 |STR_TIME: 0.5718529224395752
> STR_ID: 3r92 |STR_LEN: 551 |STR_TIME: 0.557945966720581
> STR_ID: 3r93 |STR_LEN: 377 |STR_TIME: 1.1514930725097656
> STR_ID: 3r94 |STR_LEN: 377 |STR_TIME: 1.182448148727417
> STR_ID: 3r95 |STR_LEN: 766 |STR_TIME: 0.8518800735473633
> STR_ID: 3r96 |STR_LEN: 1053 |STR_TIME: 1.5475609302520752
> STR_ID: 3r97 |STR_LEN: 474 |STR_TIME: 0.6672019958496094
> STR_ID: 3r98 |STR_LEN: 468 |STR_TIME: 1.4118139743804932
> STR_ID: 3r99 |STR_LEN: 468 |STR_TIME: 1.461549997329712
> STR_ID: 3r9a |STR_LEN: 2189 |STR_TIME: 5.194126129150391
> STR_ID: 3r9b |STR_LEN: 1907 |STR_TIME: 2.7053439617156982
> STR_ID: 3r9c |STR_LEN: 525 |STR_TIME: 1.5460641384124756
> STR_ID: 3r9d |STR_LEN: 412 |STR_TIME: 0.7007169723510742
> STR_ID: 3r9e |STR_LEN: 974 |STR_TIME: 1.593435287475586
> STR_ID: 3r9f |STR_LEN: 1029 |STR_TIME: 1.5598502159118652
> STR_ID: 3r9g |STR_LEN: 874 |STR_TIME: 1.5442471504211426
> STR_ID: 3r9h |STR_LEN: 412 |STR_TIME: 0.7062981128692627
> STR_ID: 3r9i |STR_LEN: 1258 |STR_TIME: 2.247663736343384
> STR_ID: 3r9j |STR_LEN: 642 |STR_TIME: 1.2958247661590576
> STR_ID: 3r9k |STR_LEN: 420 |STR_TIME: 0.5443317890167236
> STR_ID: 3r9l |STR_LEN: 126 |STR_TIME: 0.4327061176300049
> STR_ID: 3r9m |STR_LEN: 847 |STR_TIME: 1.5613458156585693
> STR_ID: 3r9n |STR_LEN: 507 |STR_TIME: 0.7020280361175537
> STR_ID: 3r9o |STR_LEN: 384 |STR_TIME: 0.7183690071105957
> STR_ID: 3r9p |STR_LEN: 1346 |STR_TIME: 2.7721409797668457
> STR_ID: 3r9q |STR_LEN: 1439 |STR_TIME: 2.584864854812622
> STR_ID: 3r9r |STR_LEN: 559 |STR_TIME: 1.1079468727111816
> STR_ID: 3r9s |STR_LEN: 1231 |STR_TIME: 2.7532689571380615
> STR_ID: 3r9t |STR_LEN: 1284 |STR_TIME: 2.6828348636627197
> STR_ID: 3r9u |STR_LEN: 714 |STR_TIME: 2.273984909057617
> STR_ID: 3r9v |STR_LEN: 592 |STR_TIME: 0.8473548889160156
> STR_ID: 3r9w |STR_LEN: 437 |STR_TIME: 1.5487358570098877
> STR_ID: 3r9x |STR_LEN: 661 |STR_TIME: 2.4370970726013184
> STR_ID: 3r9y |STR_LEN: 205 |STR_TIME: 0.3862600326538086
> STR_ID: 3r9z |STR_LEN: 365 |STR_TIME: 0.6928718090057373
> STR_ID: 4r90 |STR_LEN: 1003 |STR_TIME: 1.740752935409546
> STR_ID: 4r91 |STR_LEN: 1667 |STR_TIME: 1.7673799991607666
> STR_ID: 4r92 |STR_LEN: 1604 |STR_TIME: 1.7936487197875977
> STR_ID: 4r93 |STR_LEN: 1693 |STR_TIME: 1.7942161560058594
> STR_ID: 4r94 |STR_LEN: 507 |STR_TIME: 0.6156830787658691
