>> START_DIR: ./data/q/q0/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1q01 |STR_LEN: 38 |STR_TIME: 2.9323911666870117
> STR_ID: 1q6d |STR_LEN: 784 |STR_TIME: 1.101654052734375
> STR_ID: 1q6e |STR_LEN: 808 |STR_TIME: 0.9476099014282227
> STR_ID: 1q6f |STR_LEN: 744 |STR_TIME: 0.9505558013916016
> STR_ID: 1q6g |STR_LEN: 790 |STR_TIME: 0.9566810131072998
> STR_ID: 1q6h |STR_LEN: 888 |STR_TIME: 0.8691279888153076
> STR_ID: 1q6i |STR_LEN: 652 |STR_TIME: 0.8733179569244385
> STR_ID: 1q6j |STR_LEN: 406 |STR_TIME: 0.568169116973877
> STR_ID: 1q6k |STR_LEN: 359 |STR_TIME: 0.4326908588409424
> STR_ID: 1q6l |STR_LEN: 752 |STR_TIME: 0.823695182800293
> STR_ID: 1q6m |STR_LEN: 405 |STR_TIME: 0.5723628997802734
> STR_ID: 1q6n |STR_LEN: 825 |STR_TIME: 1.1356630325317383
> STR_ID: 1q6o |STR_LEN: 993 |STR_TIME: 1.5594608783721924
> STR_ID: 1q6p |STR_LEN: 786 |STR_TIME: 1.1220710277557373
> STR_ID: 1q6q |STR_LEN: 841 |STR_TIME: 0.8236861228942871
> STR_ID: 1q6r |STR_LEN: 736 |STR_TIME: 0.815129280090332
> STR_ID: 1q6s |STR_LEN: 982 |STR_TIME: 1.1671979427337646
> STR_ID: 1q6t |STR_LEN: 787 |STR_TIME: 1.0979468822479248
> STR_ID: 1q6u |STR_LEN: 330 |STR_TIME: 0.41993021965026855
> STR_ID: 1q6v |STR_LEN: 225 |STR_TIME: 0.32212305068969727
> STR_ID: 1q6w |STR_LEN: 1802 |STR_TIME: 2.9518771171569824
> STR_ID: 1q6x |STR_LEN: 1547 |STR_TIME: 2.1474509239196777
> STR_ID: 1q6y |STR_LEN: 701 |STR_TIME: 0.7975621223449707
> STR_ID: 1q6z |STR_LEN: 1117 |STR_TIME: 1.0579328536987305
> STR_ID: 2q60 |STR_LEN: 971 |STR_TIME: 1.3848941326141357
> STR_ID: 2q61 |STR_LEN: 673 |STR_TIME: 0.9871318340301514
> STR_ID: 2q62 |STR_LEN: 3467 |STR_TIME: 3.5141990184783936
> STR_ID: 2q63 |STR_LEN: 317 |STR_TIME: 0.43109726905822754
> STR_ID: 2q64 |STR_LEN: 254 |STR_TIME: 0.3984839916229248
> STR_ID: 2q66 |STR_LEN: 1052 |STR_TIME: 1.1473941802978516
> STR_ID: 2q67 |STR_LEN: 250 |STR_TIME: 0.4426391124725342
> STR_ID: 2q68 |STR_LEN: 229 |STR_TIME: 0.3901040554046631
> STR_ID: 2q69 |STR_LEN: 244 |STR_TIME: 0.3967270851135254
> STR_ID: 2q6a |STR_LEN: 229 |STR_TIME: 0.3870248794555664
> STR_ID: 2q6b |STR_LEN: 2777 |STR_TIME: 2.982985019683838
> STR_ID: 2q6c |STR_LEN: 2796 |STR_TIME: 3.013389825820923
> STR_ID: 2q6d |STR_LEN: 1471 |STR_TIME: 1.621877908706665
> STR_ID: 2q6e |STR_LEN: 1437 |STR_TIME: 2.269994020462036
> STR_ID: 2q6f |STR_LEN: 1020 |STR_TIME: 1.1199009418487549
> STR_ID: 2q6g |STR_LEN: 862 |STR_TIME: 1.0858759880065918
> STR_ID: 2q6h |STR_LEN: 656 |STR_TIME: 0.9605510234832764
> STR_ID: 2q6i |STR_LEN: 323 |STR_TIME: 0.5140941143035889
> STR_ID: 2q6j |STR_LEN: 498 |STR_TIME: 0.9503509998321533
> STR_ID: 2q6k |STR_LEN: 467 |STR_TIME: 0.5544662475585938
> STR_ID: 2q6l |STR_LEN: 307 |STR_TIME: 0.4785451889038086
> STR_ID: 2q6m |STR_LEN: 556 |STR_TIME: 0.8087751865386963
> STR_ID: 2q6n |STR_LEN: 3269 |STR_TIME: 5.561630964279175
> STR_ID: 2q6o |STR_LEN: 659 |STR_TIME: 0.9629030227661133
> STR_ID: 2q6p |STR_LEN: 341 |STR_TIME: 0.4708268642425537
> STR_ID: 2q6q |STR_LEN: 250 |STR_TIME: 0.29770803451538086
> STR_ID: 2q6r |STR_LEN: 619 |STR_TIME: 1.5831999778747559
> STR_ID: 2q6s |STR_LEN: 659 |STR_TIME: 1.0224721431732178
> STR_ID: 2q6t |STR_LEN: 1670 |STR_TIME: 2.708034038543701
> STR_ID: 2q6u |STR_LEN: 637 |STR_TIME: 0.7721378803253174
> STR_ID: 2q6v |STR_LEN: 792 |STR_TIME: 0.8158588409423828
> STR_ID: 2q6w |STR_LEN: 1246 |STR_TIME: 1.413985013961792
> STR_ID: 2q6z |STR_LEN: 733 |STR_TIME: 0.7332768440246582
> STR_ID: 3q60 |STR_LEN: 630 |STR_TIME: 0.7079219818115234
> STR_ID: 3q61 |STR_LEN: 96 |STR_TIME: 0.22504210472106934
> STR_ID: 3q62 |STR_LEN: 777 |STR_TIME: 1.2125279903411865
> STR_ID: 3q63 |STR_LEN: 1507 |STR_TIME: 1.658111810684204
> STR_ID: 3q64 |STR_LEN: 422 |STR_TIME: 0.6286478042602539
> STR_ID: 3q65 |STR_LEN: 980 |STR_TIME: 2.100095272064209
> STR_ID: 3q66 |STR_LEN: 1005 |STR_TIME: 2.8757688999176025
> STR_ID: 3q67 |STR_LEN: 1354 |STR_TIME: 2.2355690002441406
> STR_ID: 3q68 |STR_LEN: 948 |STR_TIME: 2.7964181900024414
> STR_ID: 3q69 |STR_LEN: 168 |STR_TIME: 0.24377989768981934
> STR_ID: 3q6a |STR_LEN: 1627 |STR_TIME: 1.9127681255340576
> STR_ID: 3q6b |STR_LEN: 296 |STR_TIME: 0.600182056427002
> STR_ID: 3q6c |STR_LEN: 1450 |STR_TIME: 1.9905080795288086
> STR_ID: 3q6d |STR_LEN: 2074 |STR_TIME: 4.4380669593811035
> STR_ID: 3q6e |STR_LEN: 161 |STR_TIME: 0.4335310459136963
> STR_ID: 3q6f |STR_LEN: 2649 |STR_TIME: 4.352638006210327
> STR_ID: 3q6g |STR_LEN: 1749 |STR_TIME: 1.6724350452423096
> STR_ID: 3q6i |STR_LEN: 1900 |STR_TIME: 2.677414894104004
> STR_ID: 3q6j |STR_LEN: 2118 |STR_TIME: 2.091115951538086
> STR_ID: 3q6k |STR_LEN: 825 |STR_TIME: 2.45215106010437
> STR_ID: 3q6l |STR_LEN: 276 |STR_TIME: 0.49480390548706055
> STR_ID: 3q6m |STR_LEN: 1251 |STR_TIME: 3.6214599609375
> STR_ID: 3q6n |STR_LEN: 2442 |STR_TIME: 7.057408094406128
> STR_ID: 3q6o |STR_LEN: 476 |STR_TIME: 0.5107860565185547
> STR_ID: 3q6p |STR_LEN: 828 |STR_TIME: 2.400501012802124
> STR_ID: 3q6q |STR_LEN: 1398 |STR_TIME: 2.1265149116516113
> STR_ID: 3q6r |STR_LEN: 1610 |STR_TIME: 2.2230288982391357
> STR_ID: 3q6s |STR_LEN: 450 |STR_TIME: 0.9767279624938965
> STR_ID: 3q6t |STR_LEN: 811 |STR_TIME: 2.3783512115478516
> STR_ID: 3q6u |STR_LEN: 533 |STR_TIME: 0.5981791019439697
> STR_ID: 3q6v |STR_LEN: 886 |STR_TIME: 1.7120869159698486
> STR_ID: 3q6w |STR_LEN: 460 |STR_TIME: 0.6742310523986816
> STR_ID: 3q6x |STR_LEN: 1031 |STR_TIME: 1.5928809642791748
> STR_ID: 3q6y |STR_LEN: 533 |STR_TIME: 0.5936670303344727
> STR_ID: 3q6z |STR_LEN: 246 |STR_TIME: 0.37837791442871094
> STR_ID: 4q60 |STR_LEN: 1074 |STR_TIME: 1.9570300579071045
> STR_ID: 4q62 |STR_LEN: 645 |STR_TIME: 1.359726905822754
> STR_ID: 4q63 |STR_LEN: 151 |STR_TIME: 0.3797891139984131
> STR_ID: 4q65 |STR_LEN: 437 |STR_TIME: 1.4059159755706787
> STR_ID: 4q66 |STR_LEN: 3274 |STR_TIME: 10.423611879348755
> STR_ID: 4q67 |STR_LEN: 261 |STR_TIME: 0.6119208335876465
> STR_ID: 4q68 |STR_LEN: 815 |STR_TIME: 1.0832569599151611
> STR_ID: 4q69 |STR_LEN: 1205 |STR_TIME: 2.8808131217956543
> STR_ID: 4q6a |STR_LEN: 293 |STR_TIME: 0.3793299198150635
> STR_ID: 4q6b |STR_LEN: 539 |STR_TIME: 1.1203641891479492
> STR_ID: 4q6d |STR_LEN: 560 |STR_TIME: 1.0780091285705566
> STR_ID: 4q6e |STR_LEN: 583 |STR_TIME: 1.1692421436309814
> STR_ID: 4q6f |STR_LEN: 309 |STR_TIME: 0.7720692157745361
> STR_ID: 4q6g |STR_LEN: 381 |STR_TIME: 0.5595557689666748
> STR_ID: 4q6h |STR_LEN: 145 |STR_TIME: 0.34361910820007324
> STR_ID: 4q6i |STR_LEN: 2488 |STR_TIME: 11.190710067749023
> STR_ID: 4q6j |STR_LEN: 902 |STR_TIME: 1.9374780654907227
> STR_ID: 4q6k |STR_LEN: 4318 |STR_TIME: 7.105656862258911
> STR_ID: 4q6l |STR_LEN: 147 |STR_TIME: 0.4488239288330078
> STR_ID: 4q6m |STR_LEN: 858 |STR_TIME: 0.9340620040893555
> STR_ID: 4q6n |STR_LEN: 870 |STR_TIME: 0.8771467208862305
> STR_ID: 4q6o |STR_LEN: 1133 |STR_TIME: 0.9862327575683594
> STR_ID: 4q6p |STR_LEN: 541 |STR_TIME: 0.8037707805633545
> STR_ID: 4q6q |STR_LEN: 645 |STR_TIME: 0.8232638835906982
> STR_ID: 4q6r |STR_LEN: 1236 |STR_TIME: 1.647873878479004
> STR_ID: 4q6s |STR_LEN: 448 |STR_TIME: 0.730842113494873
> STR_ID: 4q6t |STR_LEN: 729 |STR_TIME: 1.2768468856811523
> STR_ID: 4q6u |STR_LEN: 1086 |STR_TIME: 2.1192522048950195
> STR_ID: 4q6v |STR_LEN: 162 |STR_TIME: 0.27002787590026855
> STR_ID: 4q6w |STR_LEN: 1352 |STR_TIME: 2.486203908920288
> STR_ID: 4q6x |STR_LEN: 401 |STR_TIME: 0.9861891269683838
> STR_ID: 4q6y |STR_LEN: 841 |STR_TIME: 1.550934076309204
> STR_ID: 4q6z |STR_LEN: 294 |STR_TIME: 0.4673759937286377
>> FINISH_DIR: ./data/q/q6/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'> |STR_COUNT: 934 |DIR_TIME: 227.37736296653748 

>> START_DIR: ./data/q/q7/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1q71 |STR_LEN: 21 |STR_TIME: 1.086648941040039
> STR_ID: 1q72 |STR_LEN: 773 |STR_TIME: 0.8557698726654053
> STR_ID: 1q73 |STR_LEN: 482 |STR_TIME: 0.4889378547668457
> STR_ID: 1q74 |STR_LEN: 1886 |STR_TIME: 2.0608129501342773
> STR_ID: 1q75 |STR_LEN: 15 |STR_TIME: 1.8132171630859375
> STR_ID: 1q77 |STR_LEN: 309 |STR_TIME: 0.5091803073883057
> STR_ID: 1q78 |STR_LEN: 595 |STR_TIME: 0.905937910079956
> STR_ID: 1q79 |STR_LEN: 853 |STR_TIME: 1.0383210182189941
> STR_ID: 1q7a |STR_LEN: 236 |STR_TIME: 0.2843170166015625
> STR_ID: 1q7b |STR_LEN: 1484 |STR_TIME: 1.6982169151306152
> STR_ID: 1q7c |STR_LEN: 548 |STR_TIME: 0.8090519905090332
> STR_ID: 1q7d |STR_LEN: 161 |STR_TIME: 0.16030073165893555
> STR_ID: 1q7e |STR_LEN: 781 |STR_TIME: 0.8604249954223633
> STR_ID: 1q7f |STR_LEN: 1221 |STR_TIME: 1.1754140853881836
> STR_ID: 1q7g |STR_LEN: 760 |STR_TIME: 1.2171740531921387
> STR_ID: 1q7h |STR_LEN: 328 |STR_TIME: 0.34450817108154297
> STR_ID: 1q7i |STR_LEN: 68 |STR_TIME: 3.734039068222046
> STR_ID: 1q7j |STR_LEN: 68 |STR_TIME: 3.678825855255127
> STR_ID: 1q7l |STR_LEN: 1228 |STR_TIME: 2.0483391284942627
> STR_ID: 1q7m |STR_LEN: 1312 |STR_TIME: 1.9775867462158203
> STR_ID: 1q7o |STR_LEN: 3 |STR_TIME: 0.2523620128631592
> STR_ID: 1q7q |STR_LEN: 1311 |STR_TIME: 1.9064419269561768
> STR_ID: 1q7r |STR_LEN: 331 |STR_TIME: 0.44149017333984375
> STR_ID: 1q7s |STR_LEN: 354 |STR_TIME: 0.4228370189666748
> STR_ID: 1q7t |STR_LEN: 932 |STR_TIME: 1.139807939529419
> STR_ID: 1q7x |STR_LEN: 108 |STR_TIME: 6.26449990272522
> STR_ID: 1q7y |STR_LEN: 14685 |STR_TIME: 23.528425931930542
> STR_ID: 1q7z |STR_LEN: 1461 |STR_TIME: 2.0314300060272217
> STR_ID: 2q70 |STR_LEN: 492 |STR_TIME: 0.8334119319915771
> STR_ID: 2q71 |STR_LEN: 740 |STR_TIME: 0.833035945892334
> STR_ID: 2q72 |STR_LEN: 667 |STR_TIME: 1.0256149768829346
> STR_ID: 2q73 |STR_LEN: 504 |STR_TIME: 0.922551155090332
> STR_ID: 2q74 |STR_LEN: 857 |STR_TIME: 1.1977427005767822
> STR_ID: 2q76 |STR_LEN: 1364 |STR_TIME: 1.522658109664917
> STR_ID: 2q78 |STR_LEN: 1348 |STR_TIME: 2.0521678924560547
> STR_ID: 2q79 |STR_LEN: 115 |STR_TIME: 0.1897110939025879
> STR_ID: 2q7a |STR_LEN: 640 |STR_TIME: 0.7120909690856934
> STR_ID: 2q7b |STR_LEN: 258 |STR_TIME: 0.3870558738708496
> STR_ID: 2q7c |STR_LEN: 226 |STR_TIME: 0.3025391101837158
> STR_ID: 2q7d |STR_LEN: 1400 |STR_TIME: 1.4465949535369873
> STR_ID: 2q7e |STR_LEN: 483 |STR_TIME: 0.593735933303833
> STR_ID: 2q7f |STR_LEN: 444 |STR_TIME: 0.7177557945251465
> STR_ID: 2q7g |STR_LEN: 515 |STR_TIME: 0.6097478866577148
> STR_ID: 2q7h |STR_LEN: 458 |STR_TIME: 0.6249620914459229
> STR_ID: 2q7i |STR_LEN: 438 |STR_TIME: 0.5324568748474121
> STR_ID: 2q7j |STR_LEN: 421 |STR_TIME: 0.5446116924285889
> STR_ID: 2q7k |STR_LEN: 426 |STR_TIME: 0.5324850082397461
> STR_ID: 2q7l |STR_LEN: 413 |STR_TIME: 0.5221171379089355
> STR_ID: 2q7m |STR_LEN: 878 |STR_TIME: 1.528785228729248
> STR_ID: 2q7n |STR_LEN: 1365 |STR_TIME: 2.39117693901062
> STR_ID: 2q7o |STR_LEN: 307 |STR_TIME: 0.5395259857177734
> STR_ID: 2q7q |STR_LEN: 2167 |STR_TIME: 1.892967939376831
> STR_ID: 2q7r |STR_LEN: 880 |STR_TIME: 1.5589618682861328
> STR_ID: 2q7s |STR_LEN: 850 |STR_TIME: 1.1224110126495361
> STR_ID: 2q7t |STR_LEN: 692 |STR_TIME: 1.008103847503662
> STR_ID: 2q7u |STR_LEN: 579 |STR_TIME: 0.9523050785064697
> STR_ID: 2q7v |STR_LEN: 1145 |STR_TIME: 1.2266180515289307
> STR_ID: 2q7w |STR_LEN: 821 |STR_TIME: 1.5594532489776611
> STR_ID: 2q7x |STR_LEN: 906 |STR_TIME: 1.226365089416504
> STR_ID: 2q7y |STR_LEN: 1101 |STR_TIME: 2.5372369289398193
> STR_ID: 2q7z |STR_LEN: 1931 |STR_TIME: 2.2352418899536133
> STR_ID: 3q70 |STR_LEN: 548 |STR_TIME: 0.6445331573486328
> STR_ID: 3q71 |STR_LEN: 292 |STR_TIME: 0.411470890045166
> STR_ID: 3q72 |STR_LEN: 415 |STR_TIME: 0.5755059719085693
> STR_ID: 3q73 |STR_LEN: 1420 |STR_TIME: 2.781893730163574
> STR_ID: 3q74 |STR_LEN: 925 |STR_TIME: 1.546703815460205
> STR_ID: 3q75 |STR_LEN: 1281 |STR_TIME: 2.5769481658935547
> STR_ID: 3q76 |STR_LEN: 783 |STR_TIME: 0.8647987842559814
> STR_ID: 3q77 |STR_LEN: 359 |STR_TIME: 0.44321179389953613
> STR_ID: 3q78 |STR_LEN: 1147 |STR_TIME: 2.7515640258789062
> STR_ID: 3q79 |STR_LEN: 1192 |STR_TIME: 2.7166850566864014
> STR_ID: 3q7a |STR_LEN: 1531 |STR_TIME: 2.7293460369110107
> STR_ID: 3q7b |STR_LEN: 416 |STR_TIME: 0.7415549755096436
> STR_ID: 3q7c |STR_LEN: 518 |STR_TIME: 0.7565648555755615
> STR_ID: 3q7d |STR_LEN: 1721 |STR_TIME: 2.1924939155578613
> STR_ID: 3q7e |STR_LEN: 519 |STR_TIME: 1.099250316619873
> STR_ID: 3q7f |STR_LEN: 1296 |STR_TIME: 2.6710128784179688
> STR_ID: 3q7g |STR_LEN: 563 |STR_TIME: 1.3021900653839111
> STR_ID: 3q7h |STR_LEN: 4073 |STR_TIME: 4.926087856292725
> STR_ID: 3q7i |STR_LEN: 1075 |STR_TIME: 2.1409192085266113
> STR_ID: 3q7j |STR_LEN: 1580 |STR_TIME: 2.7356858253479004
> STR_ID: 3q7k |STR_LEN: 2548 |STR_TIME: 4.221786022186279
> STR_ID: 3q7l |STR_LEN: 676 |STR_TIME: 0.7601871490478516
> STR_ID: 3q7m |STR_LEN: 675 |STR_TIME: 1.093322992324829
> STR_ID: 3q7n |STR_LEN: 715 |STR_TIME: 1.1910772323608398
> STR_ID: 3q7o |STR_LEN: 492 |STR_TIME: 1.1130146980285645
> STR_ID: 3q7p |STR_LEN: 321 |STR_TIME: 0.6424157619476318
> STR_ID: 3q7q |STR_LEN: 330 |STR_TIME: 0.5604588985443115
> STR_ID: 3q7r |STR_LEN: 315 |STR_TIME: 0.7524590492248535
> STR_ID: 3q7s |STR_LEN: 283 |STR_TIME: 0.4183831214904785
> STR_ID: 3q7t |STR_LEN: 239 |STR_TIME: 0.40955686569213867
> STR_ID: 3q7u |STR_LEN: 848 |STR_TIME: 1.4435689449310303
> STR_ID: 3q7v |STR_LEN: 786 |STR_TIME: 1.0000898838043213
> STR_ID: 3q7w |STR_LEN: 280 |STR_TIME: 0.28675413131713867
> STR_ID: 3q7x |STR_LEN: 344 |STR_TIME: 0.31405210494995117
> STR_ID: 3q7y |STR_LEN: 263 |STR_TIME: 0.2819840908050537
> STR_ID: 3q7z |STR_LEN: 732 |STR_TIME: 1.7916829586029053
> STR_ID: 4q70 |STR_LEN: 526 |STR_TIME: 1.5775790214538574
> STR_ID: 4q71 |STR_LEN: 2485 |STR_TIME: 5.799294948577881
> STR_ID: 4q72 |STR_LEN: 2247 |STR_TIME: 5.786082029342651
> STR_ID: 4q73 |STR_LEN: 2374 |STR_TIME: 5.862260818481445
> STR_ID: 4q74 |STR_LEN: 788 |STR_TIME: 0.9184551239013672
> STR_ID: 4q75 |STR_LEN: 1680 |STR_TIME: 2.755535840988159
> STR_ID: 4q76 |STR_LEN: 1504 |STR_TIME: 2.8235208988189697
> STR_ID: 4q77 |STR_LEN: 391 |STR_TIME: 0.8836338520050049
> STR_ID: 4q78 |STR_LEN: 470 |STR_TIME: 0.9631328582763672
> STR_ID: 4q79 |STR_LEN: 1740 |STR_TIME: 2.844088077545166
> STR_ID: 4q7a |STR_LEN: 2492 |STR_TIME: 4.43354868888855
> STR_ID: 4q7b |STR_LEN: 687 |STR_TIME: 1.2232136726379395
> STR_ID: 4q7c |STR_LEN: 689 |STR_TIME: 1.206798791885376
> STR_ID: 4q7d |STR_LEN: 596 |STR_TIME: 0.859931230545044
> STR_ID: 4q7e |STR_LEN: 535 |STR_TIME: 1.1020240783691406
> STR_ID: 4q7f |STR_LEN: 893 |STR_TIME: 1.8155531883239746
> STR_ID: 4q7g |STR_LEN: 682 |STR_TIME: 1.1878342628479004
> STR_ID: 4q7h |STR_LEN: 1857 |STR_TIME: 3.1563000679016113
> STR_ID: 4q7i |STR_LEN: 1057 |STR_TIME: 1.9709069728851318
> STR_ID: 4q7j |STR_LEN: 2987 |STR_TIME: 4.575697183609009
> STR_ID: 4q7k |STR_LEN: 249 |STR_TIME: 0.6394960880279541
> STR_ID: 4q7l |STR_LEN: 961 |STR_TIME: 2.393087863922119
> STR_ID: 4q7m |STR_LEN: 383 |STR_TIME: 0.8585789203643799
> STR_ID: 4q7n |STR_LEN: 682 |STR_TIME: 0.7262790203094482
> STR_ID: 4q7o |STR_LEN: 562 |STR_TIME: 0.9973886013031006
> STR_ID: 4q7p |STR_LEN: 405 |STR_TIME: 0.5145590305328369
> STR_ID: 4q7q |STR_LEN: 983 |STR_TIME: 1.8653490543365479
> STR_ID: 4q7r |STR_LEN: 766 |STR_TIME: 1.7106943130493164
> STR_ID: 4q7s |STR_LEN: 342 |STR_TIME: 0.5127072334289551
> STR_ID: 4q7t |STR_LEN: 592 |STR_TIME: 0.8174951076507568
> STR_ID: 4q7u |STR_LEN: 430 |STR_TIME: 0.9136912822723389
> STR_ID: 4q7v |STR_LEN: 422 |STR_TIME: 0.5512161254882812
> STR_ID: 4q7w |STR_LEN: 445 |STR_TIME: 0.5371348857879639
> STR_ID: 4q7x |STR_LEN: 585 |STR_TIME: 1.4973738193511963
> STR_ID: 4q7y |STR_LEN: 254 |STR_TIME: 0.7374041080474854
> STR_ID: 4q7z |STR_LEN: 485 |STR_TIME: 0.8356268405914307
>> FINISH_DIR: ./data/q/q7/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'> |STR_COUNT: 1067 |DIR_TIME: 220.35368990898132 

>> START_DIR: ./data/q/q8/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1q80 |STR_LEN: 174 |STR_TIME: 8.939784049987793
> STR_ID: 1q81 |STR_LEN: 14681 |STR_TIME: 23.616018295288086
> STR_ID: 1q82 |STR_LEN: 14678 |STR_TIME: 23.505701780319214
> STR_ID: 1q83 |STR_LEN: 1347 |STR_TIME: 2.0020313262939453
> STR_ID: 1q84 |STR_LEN: 1410 |STR_TIME: 1.9137749671936035
> STR_ID: 1q85 |STR_LEN: 1256 |STR_TIME: 1.89811372756958
> STR_ID: 1q86 |STR_LEN: 14687 |STR_TIME: 23.869179248809814
> STR_ID: 1q87 |STR_LEN: 439 |STR_TIME: 0.8597500324249268
> STR_ID: 1q88 |STR_LEN: 417 |STR_TIME: 0.712028980255127
> STR_ID: 1q89 |STR_LEN: 198 |STR_TIME: 0.38430190086364746
> STR_ID: 1q8a |STR_LEN: 1343 |STR_TIME: 1.915963888168335
> STR_ID: 1q8b |STR_LEN: 213 |STR_TIME: 0.24107909202575684
> STR_ID: 1q8c |STR_LEN: 205 |STR_TIME: 0.2928040027618408
> STR_ID: 1q8d |STR_LEN: 198 |STR_TIME: 0.235184907913208
> STR_ID: 1q8f |STR_LEN: 2307 |STR_TIME: 2.561171054840088
> STR_ID: 1q8g |STR_LEN: 166 |STR_TIME: 10.297475099563599
> STR_ID: 1q8h |STR_LEN: 101 |STR_TIME: 0.16358113288879395
> STR_ID: 1q8i |STR_LEN: 1124 |STR_TIME: 1.3579740524291992
> STR_ID: 1q8j |STR_LEN: 1460 |STR_TIME: 1.9938008785247803
> STR_ID: 1q8k |STR_LEN: 300 |STR_TIME: 14.467849254608154
> STR_ID: 1q8l |STR_LEN: 84 |STR_TIME: 5.271560907363892
> STR_ID: 1q8m |STR_LEN: 654 |STR_TIME: 0.9147748947143555
> STR_ID: 1q8n |STR_LEN: 39 |STR_TIME: 6.250442981719971
> STR_ID: 1q8o |STR_LEN: 673 |STR_TIME: 0.8842060565948486
> STR_ID: 1q8p |STR_LEN: 728 |STR_TIME: 0.9044191837310791
> STR_ID: 1q8q |STR_LEN: 699 |STR_TIME: 0.9592108726501465
> STR_ID: 1q8r |STR_LEN: 358 |STR_TIME: 0.43708205223083496
> STR_ID: 1q8s |STR_LEN: 708 |STR_TIME: 0.8966379165649414
> STR_ID: 1q8t |STR_LEN: 582 |STR_TIME: 0.7556569576263428
> STR_ID: 1q8u |STR_LEN: 599 |STR_TIME: 0.7660617828369141
> STR_ID: 1q8v |STR_LEN: 717 |STR_TIME: 0.9241247177124023
> STR_ID: 1q8w |STR_LEN: 444 |STR_TIME: 0.7207498550415039
> STR_ID: 1q8x |STR_LEN: 166 |STR_TIME: 10.34855580329895
> STR_ID: 1q8y |STR_LEN: 981 |STR_TIME: 1.4245269298553467
> STR_ID: 1q8z |STR_LEN: 857 |STR_TIME: 1.2986259460449219
> STR_ID: 2q80 |STR_LEN: 1748 |STR_TIME: 3.039484977722168
> STR_ID: 2q81 |STR_LEN: 697 |STR_TIME: 0.9674482345581055
> STR_ID: 2q82 |STR_LEN: 302 |STR_TIME: 0.28185296058654785
> STR_ID: 2q83 |STR_LEN: 866 |STR_TIME: 1.2528729438781738
> STR_ID: 2q85 |STR_LEN: 559 |STR_TIME: 0.6748299598693848
> STR_ID: 2q86 |STR_LEN: 1401 |STR_TIME: 2.7335801124572754
> STR_ID: 2q87 |STR_LEN: 534 |STR_TIME: 1.156554937362671
> STR_ID: 2q88 |STR_LEN: 385 |STR_TIME: 0.48557281494140625
> STR_ID: 2q89 |STR_LEN: 319 |STR_TIME: 0.4662330150604248
> STR_ID: 2q8a |STR_LEN: 976 |STR_TIME: 1.3422479629516602
> STR_ID: 2q8b |STR_LEN: 924 |STR_TIME: 1.2300989627838135
> STR_ID: 2q8c |STR_LEN: 897 |STR_TIME: 1.2834348678588867
> STR_ID: 2q8d |STR_LEN: 924 |STR_TIME: 1.3784329891204834
> STR_ID: 2q8e |STR_LEN: 988 |STR_TIME: 1.3669178485870361
> STR_ID: 2q8f |STR_LEN: 578 |STR_TIME: 0.7220890522003174
> STR_ID: 2q8g |STR_LEN: 685 |STR_TIME: 0.7623288631439209
> STR_ID: 2q8h |STR_LEN: 609 |STR_TIME: 0.7205710411071777
> STR_ID: 2q8i |STR_LEN: 547 |STR_TIME: 0.9551479816436768
> STR_ID: 2q8j |STR_LEN: 510 |STR_TIME: 0.687978982925415
> STR_ID: 2q8k |STR_LEN: 848 |STR_TIME: 1.369128942489624
> STR_ID: 2q8l |STR_LEN: 457 |STR_TIME: 0.6138687133789062
> STR_ID: 2q8m |STR_LEN: 944 |STR_TIME: 1.1973750591278076
> STR_ID: 2q8n |STR_LEN: 1975 |STR_TIME: 2.483238935470581
> STR_ID: 2q8o |STR_LEN: 502 |STR_TIME: 0.5722668170928955
> STR_ID: 2q8p |STR_LEN: 442 |STR_TIME: 0.5472466945648193
> STR_ID: 2q8q |STR_LEN: 505 |STR_TIME: 0.5497567653656006
> STR_ID: 2q8r |STR_LEN: 620 |STR_TIME: 0.5589299201965332
> STR_ID: 2q8s |STR_LEN: 567 |STR_TIME: 0.9189059734344482
> STR_ID: 2q8t |STR_LEN: 440 |STR_TIME: 0.5419130325317383
> STR_ID: 2q8u |STR_LEN: 761 |STR_TIME: 1.1930179595947266
> STR_ID: 2q8v |STR_LEN: 122 |STR_TIME: 0.22228479385375977
> STR_ID: 2q8w |STR_LEN: 726 |STR_TIME: 0.5912911891937256
> STR_ID: 2q8x |STR_LEN: 1352 |STR_TIME: 2.49727725982666
> STR_ID: 2q8y |STR_LEN: 447 |STR_TIME: 0.49776315689086914
> STR_ID: 2q8z |STR_LEN: 915 |STR_TIME: 1.2886030673980713
> STR_ID: 3q80 |STR_LEN: 801 |STR_TIME: 1.498673915863037
> STR_ID: 3q81 |STR_LEN: 669 |STR_TIME: 1.717663049697876
> STR_ID: 3q82 |STR_LEN: 638 |STR_TIME: 1.6686532497406006
> STR_ID: 3q83 |STR_LEN: 1323 |STR_TIME: 1.5678610801696777
> STR_ID: 3q84 |STR_LEN: 1905 |STR_TIME: 3.0388379096984863
