>> START_DIR: ./data/b/b0/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1b00 |STR_LEN: 375 |STR_TIME: 0.4944469928741455
> STR_ID: 1b6h |STR_LEN: 1077 |STR_TIME: 1.0900542736053467
> STR_ID: 1b6i |STR_LEN: 250 |STR_TIME: 0.34217286109924316
> STR_ID: 1b6j |STR_LEN: 327 |STR_TIME: 0.4277160167694092
> STR_ID: 1b6k |STR_LEN: 297 |STR_TIME: 0.40404295921325684
> STR_ID: 1b6l |STR_LEN: 301 |STR_TIME: 0.4317781925201416
> STR_ID: 1b6m |STR_LEN: 297 |STR_TIME: 0.4222548007965088
> STR_ID: 1b6p |STR_LEN: 301 |STR_TIME: 0.42305588722229004
> STR_ID: 1b6q |STR_LEN: 111 |STR_TIME: 0.16194891929626465
> STR_ID: 1b6r |STR_LEN: 442 |STR_TIME: 0.7760310173034668
> STR_ID: 1b6s |STR_LEN: 1905 |STR_TIME: 2.7710177898406982
> STR_ID: 1b6t |STR_LEN: 640 |STR_TIME: 0.7030129432678223
> STR_ID: 1b6u |STR_LEN: 199 |STR_TIME: 0.39104294776916504
> STR_ID: 1b6v |STR_LEN: 350 |STR_TIME: 0.4888796806335449
> STR_ID: 1b6w |STR_LEN: 82 |STR_TIME: 0.16010618209838867
> STR_ID: 1b6x |STR_LEN: 22 |STR_TIME: 0.5798249244689941
> STR_ID: 1b6y |STR_LEN: 22 |STR_TIME: 0.31276392936706543
> STR_ID: 1b6z |STR_LEN: 433 |STR_TIME: 0.5949678421020508
> STR_ID: 2b60 |STR_LEN: 275 |STR_TIME: 0.4322092533111572
> STR_ID: 2b61 |STR_LEN: 782 |STR_TIME: 0.8059120178222656
> STR_ID: 2b63 |STR_LEN: 3958 |STR_TIME: 7.398713111877441
> STR_ID: 2b65 |STR_LEN: 797 |STR_TIME: 0.861670970916748
> STR_ID: 2b67 |STR_LEN: 1560 |STR_TIME: 1.7746789455413818
> STR_ID: 2b68 |STR_LEN: 43 |STR_TIME: 1.2217233180999756
> STR_ID: 2b69 |STR_LEN: 668 |STR_TIME: 1.2913479804992676
> STR_ID: 2b6a |STR_LEN: 986 |STR_TIME: 1.7576398849487305
> STR_ID: 2b6b |STR_LEN: 1295 |STR_TIME: 0.45850086212158203
> STR_ID: 2b6c |STR_LEN: 745 |STR_TIME: 0.9713099002838135
> STR_ID: 2b6e |STR_LEN: 1617 |STR_TIME: 2.0483956336975098
> STR_ID: 2b6f |STR_LEN: 123 |STR_TIME: 7.6441967487335205
> STR_ID: 2b6g |STR_LEN: 100 |STR_TIME: 0.4834938049316406
> STR_ID: 2b6h |STR_LEN: 279 |STR_TIME: 0.4063398838043213
> STR_ID: 2b6m |STR_LEN: 387 |STR_TIME: 0.7601280212402344
> STR_ID: 2b6n |STR_LEN: 493 |STR_TIME: 0.5497288703918457
> STR_ID: 2b6o |STR_LEN: 323 |STR_TIME: 0.536095142364502
> STR_ID: 2b6p |STR_LEN: 390 |STR_TIME: 0.5024969577789307
> STR_ID: 2b6t |STR_LEN: 364 |STR_TIME: 0.38076114654541016
> STR_ID: 2b6w |STR_LEN: 354 |STR_TIME: 0.37264513969421387
> STR_ID: 2b6x |STR_LEN: 373 |STR_TIME: 0.3847830295562744
> STR_ID: 2b6y |STR_LEN: 276 |STR_TIME: 0.3536391258239746
> STR_ID: 2b6z |STR_LEN: 287 |STR_TIME: 0.36499786376953125
> STR_ID: 3b60 |STR_LEN: 2292 |STR_TIME: 4.07251501083374
> STR_ID: 3b61 |STR_LEN: 856 |STR_TIME: 0.29010891914367676
> STR_ID: 3b62 |STR_LEN: 366 |STR_TIME: 0.16662287712097168
> STR_ID: 3b63 |STR_LEN: 5093 |STR_TIME: 8.713021993637085
> STR_ID: 3b64 |STR_LEN: 233 |STR_TIME: 0.45949292182922363
> STR_ID: 3b65 |STR_LEN: 440 |STR_TIME: 0.5626182556152344
> STR_ID: 3b66 |STR_LEN: 410 |STR_TIME: 0.5247070789337158
> STR_ID: 3b67 |STR_LEN: 427 |STR_TIME: 0.5210130214691162
> STR_ID: 3b68 |STR_LEN: 394 |STR_TIME: 0.5228338241577148
> STR_ID: 3b69 |STR_LEN: 1007 |STR_TIME: 1.2210862636566162
> STR_ID: 3b6a |STR_LEN: 1696 |STR_TIME: 5.298886060714722
> STR_ID: 3b6b |STR_LEN: 1123 |STR_TIME: 1.5804669857025146
> STR_ID: 3b6c |STR_LEN: 554 |STR_TIME: 1.3276348114013672
> STR_ID: 3b6d |STR_LEN: 1060 |STR_TIME: 3.0232081413269043
> STR_ID: 3b6e |STR_LEN: 357 |STR_TIME: 0.4397909641265869
> STR_ID: 3b6f |STR_LEN: 1084 |STR_TIME: 2.7968380451202393
> STR_ID: 3b6g |STR_LEN: 1084 |STR_TIME: 2.9157280921936035
> STR_ID: 3b6h |STR_LEN: 1710 |STR_TIME: 1.9522769451141357
> STR_ID: 3b6i |STR_LEN: 863 |STR_TIME: 0.8674271106719971
> STR_ID: 3b6j |STR_LEN: 766 |STR_TIME: 0.8616988658905029
> STR_ID: 3b6k |STR_LEN: 809 |STR_TIME: 0.906653881072998
> STR_ID: 3b6l |STR_LEN: 194 |STR_TIME: 0.29889512062072754
> STR_ID: 3b6m |STR_LEN: 582 |STR_TIME: 0.7428197860717773
> STR_ID: 3b6n |STR_LEN: 191 |STR_TIME: 0.3306241035461426
> STR_ID: 3b6o |STR_LEN: 1296 |STR_TIME: 1.6902790069580078
> STR_ID: 3b6p |STR_LEN: 1351 |STR_TIME: 1.734084129333496
> STR_ID: 3b6q |STR_LEN: 411 |STR_TIME: 0.5326457023620605
> STR_ID: 3b6r |STR_LEN: 1344 |STR_TIME: 1.4694960117340088
> STR_ID: 3b6s |STR_LEN: 940 |STR_TIME: 0.8767409324645996
> STR_ID: 3b6t |STR_LEN: 417 |STR_TIME: 0.5492222309112549
> STR_ID: 3b6u |STR_LEN: 1036 |STR_TIME: 1.3036980628967285
> STR_ID: 3b6v |STR_LEN: 631 |STR_TIME: 1.185467004776001
> STR_ID: 3b6w |STR_LEN: 1619 |STR_TIME: 1.9676430225372314
> STR_ID: 3b6x |STR_LEN: 511 |STR_TIME: 0.5722579956054688
> STR_ID: 3b6y |STR_LEN: 388 |STR_TIME: 0.7103478908538818
> STR_ID: 3b6z |STR_LEN: 574 |STR_TIME: 1.235598087310791
> STR_ID: 4b60 |STR_LEN: 1026 |STR_TIME: 2.029221296310425
> STR_ID: 4b61 |STR_LEN: 1103 |STR_TIME: 2.9454619884490967
> STR_ID: 4b62 |STR_LEN: 326 |STR_TIME: 0.5832028388977051
> STR_ID: 4b63 |STR_LEN: 721 |STR_TIME: 1.5990757942199707
> STR_ID: 4b64 |STR_LEN: 645 |STR_TIME: 1.5933120250701904
> STR_ID: 4b65 |STR_LEN: 657 |STR_TIME: 1.6348938941955566
> STR_ID: 4b66 |STR_LEN: 525 |STR_TIME: 1.597574234008789
> STR_ID: 4b67 |STR_LEN: 499 |STR_TIME: 1.535991907119751
> STR_ID: 4b68 |STR_LEN: 711 |STR_TIME: 1.6162109375
> STR_ID: 4b69 |STR_LEN: 578 |STR_TIME: 1.5423319339752197
> STR_ID: 4b6c |STR_LEN: 444 |STR_TIME: 1.1587278842926025
> STR_ID: 4b6d |STR_LEN: 530 |STR_TIME: 1.2357079982757568
> STR_ID: 4b6e |STR_LEN: 1638 |STR_TIME: 2.362452983856201
> STR_ID: 4b6f |STR_LEN: 1451 |STR_TIME: 2.2549538612365723
> STR_ID: 4b6g |STR_LEN: 1284 |STR_TIME: 2.9789040088653564
> STR_ID: 4b6h |STR_LEN: 325 |STR_TIME: 0.9693028926849365
> STR_ID: 4b6i |STR_LEN: 564 |STR_TIME: 1.3695969581604004
> STR_ID: 4b6j |STR_LEN: 800 |STR_TIME: 1.3859190940856934
> STR_ID: 4b6l |STR_LEN: 511 |STR_TIME: 1.0109031200408936
> STR_ID: 4b6m |STR_LEN: 395 |STR_TIME: 0.409682035446167
> STR_ID: 4b6o |STR_LEN: 263 |STR_TIME: 0.35007405281066895
> STR_ID: 4b6p |STR_LEN: 207 |STR_TIME: 0.30944299697875977
> STR_ID: 4b6q |STR_LEN: 272 |STR_TIME: 0.6319692134857178
> STR_ID: 4b6r |STR_LEN: 654 |STR_TIME: 0.9163010120391846
> STR_ID: 4b6s |STR_LEN: 711 |STR_TIME: 0.9131579399108887
> STR_ID: 4b6u |STR_LEN: 208 |STR_TIME: 6.707853078842163
> STR_ID: 4b6v |STR_LEN: 207 |STR_TIME: 6.569689989089966
> STR_ID: 4b6w |STR_LEN: 147 |STR_TIME: 0.3707091808319092
> STR_ID: 4b6x |STR_LEN: 221 |STR_TIME: 0.47598910331726074
> STR_ID: 4b6z |STR_LEN: 2595 |STR_TIME: 5.420185089111328
> STR_ID: 5b60 |STR_LEN: 247 |STR_TIME: 0.46082305908203125
> STR_ID: 5b62 |STR_LEN: 580 |STR_TIME: 0.8358511924743652
> STR_ID: 5b63 |STR_LEN: 1275 |STR_TIME: 4.33161187171936
> STR_ID: 5b64 |STR_LEN: 333 |STR_TIME: 1.05116605758667
> STR_ID: 5b66 |STR_LEN: 9504 |STR_TIME: 13.269351959228516
> STR_ID: 5b68 |STR_LEN: 1307 |STR_TIME: 1.4750990867614746
> STR_ID: 5b6a |STR_LEN: 366 |STR_TIME: 0.9736299514770508
> STR_ID: 5b6b |STR_LEN: 2014 |STR_TIME: 3.912353038787842
> STR_ID: 5b6c |STR_LEN: 459 |STR_TIME: 0.46295666694641113
> STR_ID: 5b6d |STR_LEN: 1182 |STR_TIME: 2.3150289058685303
> STR_ID: 5b6e |STR_LEN: 840 |STR_TIME: 2.224196195602417
> STR_ID: 5b6f |STR_LEN: 2983 |STR_TIME: 3.1341092586517334
> STR_ID: 5b6g |STR_LEN: 582 |STR_TIME: 0.7222518920898438
> STR_ID: 5b6h |STR_LEN: 220 |STR_TIME: 0.599707841873169
> STR_ID: 5b6i |STR_LEN: 1264 |STR_TIME: 2.07790207862854
> STR_ID: 5b6j |STR_LEN: 499 |STR_TIME: 0.7517948150634766
> STR_ID: 5b6k |STR_LEN: 689 |STR_TIME: 0.6655769348144531
> STR_ID: 5b6l |STR_LEN: 334 |STR_TIME: 0.9481618404388428
> STR_ID: 5b6m |STR_LEN: 1435 |STR_TIME: 2.3661680221557617
> STR_ID: 5b6n |STR_LEN: 1472 |STR_TIME: 2.3524391651153564
> STR_ID: 5b6o |STR_LEN: 739 |STR_TIME: 1.14573073387146
> STR_ID: 5b6p |STR_LEN: 2521 |STR_TIME: 3.3508830070495605
> STR_ID: 5b6q |STR_LEN: 317 |STR_TIME: 0.37502598762512207
> STR_ID: 5b6s |STR_LEN: 1318 |STR_TIME: 1.3605990409851074
> STR_ID: 5b6t |STR_LEN: 1262 |STR_TIME: 1.3365471363067627
> STR_ID: 5b6v |STR_LEN: 264 |STR_TIME: 1.052203893661499
> STR_ID: 5b6w |STR_LEN: 264 |STR_TIME: 1.0042579174041748
> STR_ID: 5b6x |STR_LEN: 266 |STR_TIME: 1.055953025817871
> STR_ID: 5b6y |STR_LEN: 268 |STR_TIME: 1.171511173248291
> STR_ID: 5b6z |STR_LEN: 269 |STR_TIME: 1.2533738613128662
>> FINISH_DIR: ./data/b/b6/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'> |STR_COUNT: 1111 |DIR_TIME: 241.7644979953766 

>> START_DIR: ./data/b/b7/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1b70 |STR_LEN: 1176 |STR_TIME: 1.9555511474609375
> STR_ID: 1b71 |STR_LEN: 365 |STR_TIME: 0.7540311813354492
> STR_ID: 1b72 |STR_LEN: 242 |STR_TIME: 0.4876129627227783
> STR_ID: 1b73 |STR_LEN: 359 |STR_TIME: 0.4796898365020752
> STR_ID: 1b74 |STR_LEN: 357 |STR_TIME: 0.4883239269256592
> STR_ID: 1b75 |STR_LEN: 94 |STR_TIME: 3.1456007957458496
> STR_ID: 1b76 |STR_LEN: 888 |STR_TIME: 1.8150458335876465
> STR_ID: 1b77 |STR_LEN: 1397 |STR_TIME: 1.3810451030731201
> STR_ID: 1b78 |STR_LEN: 648 |STR_TIME: 0.7544260025024414
> STR_ID: 1b79 |STR_LEN: 453 |STR_TIME: 0.8173911571502686
> STR_ID: 1b7a |STR_LEN: 538 |STR_TIME: 0.7668647766113281
> STR_ID: 1b7b |STR_LEN: 1300 |STR_TIME: 2.0911920070648193
> STR_ID: 1b7d |STR_LEN: 127 |STR_TIME: 0.1677412986755371
> STR_ID: 1b7e |STR_LEN: 430 |STR_TIME: 0.704416036605835
> STR_ID: 1b7f |STR_LEN: 442 |STR_TIME: 0.7312610149383545
> STR_ID: 1b7g |STR_LEN: 1208 |STR_TIME: 1.3880467414855957
> STR_ID: 1b7h |STR_LEN: 795 |STR_TIME: 1.0313899517059326
> STR_ID: 1b7i |STR_LEN: 114 |STR_TIME: 0.15952682495117188
> STR_ID: 1b7j |STR_LEN: 117 |STR_TIME: 0.16341924667358398
> STR_ID: 1b7k |STR_LEN: 108 |STR_TIME: 0.16020584106445312
> STR_ID: 1b7l |STR_LEN: 387 |STR_TIME: 0.3411567211151123
> STR_ID: 1b7m |STR_LEN: 298 |STR_TIME: 0.33741307258605957
> STR_ID: 1b7n |STR_LEN: 398 |STR_TIME: 0.3577747344970703
> STR_ID: 1b7o |STR_LEN: 397 |STR_TIME: 0.3478410243988037
> STR_ID: 1b7p |STR_LEN: 359 |STR_TIME: 0.32372617721557617
> STR_ID: 1b7q |STR_LEN: 376 |STR_TIME: 0.3368818759918213
> STR_ID: 1b7r |STR_LEN: 333 |STR_TIME: 0.31289100646972656
> STR_ID: 1b7s |STR_LEN: 298 |STR_TIME: 0.31683778762817383
> STR_ID: 1b7t |STR_LEN: 1165 |STR_TIME: 1.9374830722808838
> STR_ID: 1b7u |STR_LEN: 689 |STR_TIME: 1.1916759014129639
> STR_ID: 1b7v |STR_LEN: 200 |STR_TIME: 0.19808006286621094
> STR_ID: 1b7x |STR_LEN: 421 |STR_TIME: 0.552609920501709
> STR_ID: 1b7y |STR_LEN: 1281 |STR_TIME: 2.00610613822937
> STR_ID: 1b7z |STR_LEN: 763 |STR_TIME: 1.218404769897461
> STR_ID: 2b70 |STR_LEN: 258 |STR_TIME: 0.35473084449768066
> STR_ID: 2b71 |STR_LEN: 296 |STR_TIME: 0.3735671043395996
> STR_ID: 2b72 |STR_LEN: 330 |STR_TIME: 0.3744199275970459
> STR_ID: 2b73 |STR_LEN: 323 |STR_TIME: 0.38121485710144043
> STR_ID: 2b74 |STR_LEN: 367 |STR_TIME: 0.38287997245788574
> STR_ID: 2b75 |STR_LEN: 342 |STR_TIME: 0.3791220188140869
> STR_ID: 2b76 |STR_LEN: 2145 |STR_TIME: 3.914541006088257
> STR_ID: 2b77 |STR_LEN: 446 |STR_TIME: 0.5012097358703613
> STR_ID: 2b78 |STR_LEN: 596 |STR_TIME: 0.7582137584686279
> STR_ID: 2b7a |STR_LEN: 972 |STR_TIME: 1.1956942081451416
> STR_ID: 2b7b |STR_LEN: 799 |STR_TIME: 1.0139110088348389
> STR_ID: 2b7c |STR_LEN: 1063 |STR_TIME: 1.1236240863800049
> STR_ID: 2b7d |STR_LEN: 804 |STR_TIME: 1.031855821609497
> STR_ID: 2b7e |STR_LEN: 59 |STR_TIME: 2.4059269428253174
> STR_ID: 2b7f |STR_LEN: 898 |STR_TIME: 1.382857084274292
> STR_ID: 2b7g |STR_LEN: 19 |STR_TIME: 1.1775150299072266
> STR_ID: 2b7h |STR_LEN: 1020 |STR_TIME: 1.1378979682922363
> STR_ID: 2b7j |STR_LEN: 818 |STR_TIME: 1.2359280586242676
> STR_ID: 2b7k |STR_LEN: 1067 |STR_TIME: 1.276454210281372
> STR_ID: 2b7l |STR_LEN: 454 |STR_TIME: 0.9203650951385498
> STR_ID: 2b7m |STR_LEN: 2074 |STR_TIME: 3.715095043182373
> STR_ID: 2b7n |STR_LEN: 1035 |STR_TIME: 1.5761001110076904
> STR_ID: 2b7o |STR_LEN: 1245 |STR_TIME: 1.7247810363769531
> STR_ID: 2b7p |STR_LEN: 915 |STR_TIME: 1.5150938034057617
> STR_ID: 2b7q |STR_LEN: 840 |STR_TIME: 1.5526530742645264
> STR_ID: 2b7r |STR_LEN: 1659 |STR_TIME: 1.4085352420806885
> STR_ID: 2b7s |STR_LEN: 1348 |STR_TIME: 1.2796988487243652
> STR_ID: 2b7t |STR_LEN: 73 |STR_TIME: 4.60361909866333
> STR_ID: 2b7u |STR_LEN: 505 |STR_TIME: 0.5736970901489258
> STR_ID: 2b7v |STR_LEN: 71 |STR_TIME: 4.475070953369141
> STR_ID: 2b7x |STR_LEN: 639 |STR_TIME: 1.144740104675293
> STR_ID: 2b7y |STR_LEN: 472 |STR_TIME: 0.8597331047058105
> STR_ID: 2b7z |STR_LEN: 289 |STR_TIME: 0.429412841796875
> STR_ID: 3b70 |STR_LEN: 485 |STR_TIME: 0.6931469440460205
> STR_ID: 3b71 |STR_LEN: 443 |STR_TIME: 0.7947368621826172
> STR_ID: 3b72 |STR_LEN: 252 |STR_TIME: 0.31818127632141113
> STR_ID: 3b73 |STR_LEN: 234 |STR_TIME: 0.46486926078796387
> STR_ID: 3b74 |STR_LEN: 533 |STR_TIME: 0.6716489791870117
> STR_ID: 3b75 |STR_LEN: 1929 |STR_TIME: 2.633906841278076
> STR_ID: 3b76 |STR_LEN: 330 |STR_TIME: 0.4327237606048584
> STR_ID: 3b77 |STR_LEN: 1279 |STR_TIME: 2.069559097290039
> STR_ID: 3b78 |STR_LEN: 3591 |STR_TIME: 9.8037588596344
> STR_ID: 3b79 |STR_LEN: 298 |STR_TIME: 0.6106879711151123
> STR_ID: 3b7a |STR_LEN: 398 |STR_TIME: 0.52268385887146
> STR_ID: 3b7b |STR_LEN: 496 |STR_TIME: 0.8295159339904785
> STR_ID: 3b7c |STR_LEN: 290 |STR_TIME: 0.3525080680847168
> STR_ID: 3b7d |STR_LEN: 2638 |STR_TIME: 3.7483389377593994
> STR_ID: 3b7e |STR_LEN: 1728 |STR_TIME: 1.6335439682006836
> STR_ID: 3b7f |STR_LEN: 655 |STR_TIME: 0.7732250690460205
> STR_ID: 3b7g |STR_LEN: 727 |STR_TIME: 0.8929617404937744
> STR_ID: 3b7h |STR_LEN: 136 |STR_TIME: 0.3133368492126465
> STR_ID: 3b7i |STR_LEN: 549 |STR_TIME: 0.6618099212646484
> STR_ID: 3b7j |STR_LEN: 1412 |STR_TIME: 1.7795889377593994
> STR_ID: 3b7k |STR_LEN: 772 |STR_TIME: 1.3948757648468018
> STR_ID: 3b7l |STR_LEN: 616 |STR_TIME: 0.7679309844970703
> STR_ID: 3b7m |STR_LEN: 1157 |STR_TIME: 1.6404049396514893
> STR_ID: 3b7n |STR_LEN: 576 |STR_TIME: 0.6913037300109863
> STR_ID: 3b7o |STR_LEN: 514 |STR_TIME: 0.5837459564208984
> STR_ID: 3b7p |STR_LEN: 1422 |STR_TIME: 1.7055120468139648
> STR_ID: 3b7q |STR_LEN: 1013 |STR_TIME: 1.278327226638794
> STR_ID: 3b7r |STR_LEN: 1282 |STR_TIME: 1.3719029426574707
> STR_ID: 3b7s |STR_LEN: 1222 |STR_TIME: 2.312786102294922
> STR_ID: 3b7t |STR_LEN: 648 |STR_TIME: 1.0979509353637695
> STR_ID: 3b7u |STR_LEN: 1037 |STR_TIME: 1.2492871284484863
> STR_ID: 3b7v |STR_LEN: 380 |STR_TIME: 0.7926766872406006
> STR_ID: 3b7w |STR_LEN: 1001 |STR_TIME: 1.127681016921997
> STR_ID: 3b7x |STR_LEN: 172 |STR_TIME: 0.2709639072418213
> STR_ID: 3b7y |STR_LEN: 511 |STR_TIME: 1.0575151443481445
> STR_ID: 3b7z |STR_LEN: 516 |STR_TIME: 0.7036027908325195
> STR_ID: 4b70 |STR_LEN: 698 |STR_TIME: 0.8102869987487793
> STR_ID: 4b71 |STR_LEN: 1813 |STR_TIME: 2.3372979164123535
> STR_ID: 4b72 |STR_LEN: 644 |STR_TIME: 0.7961318492889404
> STR_ID: 4b73 |STR_LEN: 1534 |STR_TIME: 2.231438159942627
> STR_ID: 4b74 |STR_LEN: 1984 |STR_TIME: 2.4166958332061768
> STR_ID: 4b75 |STR_LEN: 1694 |STR_TIME: 2.3790910243988037
> STR_ID: 4b76 |STR_LEN: 1844 |STR_TIME: 2.3271889686584473
> STR_ID: 4b77 |STR_LEN: 600 |STR_TIME: 0.8554518222808838
> STR_ID: 4b78 |STR_LEN: 746 |STR_TIME: 0.8025598526000977
> STR_ID: 4b79 |STR_LEN: 648 |STR_TIME: 1.5779788494110107
> STR_ID: 4b7a |STR_LEN: 4220 |STR_TIME: 5.455471038818359
> STR_ID: 4b7b |STR_LEN: 552 |STR_TIME: 0.7528691291809082
> STR_ID: 4b7c |STR_LEN: 4809 |STR_TIME: 6.700925827026367
> STR_ID: 4b7d |STR_LEN: 1239 |STR_TIME: 1.5994770526885986
> STR_ID: 4b7e |STR_LEN: 542 |STR_TIME: 0.7526049613952637
> STR_ID: 4b7f |STR_LEN: 3194 |STR_TIME: 4.207705974578857
> STR_ID: 4b7g |STR_LEN: 4407 |STR_TIME: 4.380876064300537
> STR_ID: 4b7h |STR_LEN: 3788 |STR_TIME: 7.439807176589966
> STR_ID: 4b7i |STR_LEN: 625 |STR_TIME: 1.499955177307129
> STR_ID: 4b7j |STR_LEN: 623 |STR_TIME: 1.3327052593231201
> STR_ID: 4b7k |STR_LEN: 443 |STR_TIME: 0.7149910926818848
> STR_ID: 4b7l |STR_LEN: 1079 |STR_TIME: 3.3750972747802734
> STR_ID: 4b7m |STR_LEN: 1028 |STR_TIME: 1.5244920253753662
> STR_ID: 4b7n |STR_LEN: 501 |STR_TIME: 0.7633798122406006
> STR_ID: 4b7o |STR_LEN: 728 |STR_TIME: 1.2028541564941406
> STR_ID: 4b7p |STR_LEN: 375 |STR_TIME: 0.49530792236328125
> STR_ID: 4b7q |STR_LEN: 1951 |STR_TIME: 5.140189170837402
> STR_ID: 4b7r |STR_LEN: 2534 |STR_TIME: 5.312208890914917
> STR_ID: 4b7s |STR_LEN: 1536 |STR_TIME: 1.6994433403015137
> STR_ID: 4b7t |STR_LEN: 422 |STR_TIME: 1.2885160446166992
> STR_ID: 4b7u |STR_LEN: 2092 |STR_TIME: 2.391984224319458
> STR_ID: 4b7v |STR_LEN: 1454 |STR_TIME: 1.6282110214233398
> STR_ID: 4b7w |STR_LEN: 804 |STR_TIME: 1.4501838684082031
> STR_ID: 4b7x |STR_LEN: 4471 |STR_TIME: 6.793500185012817
> STR_ID: 4b7y |STR_LEN: 291 |STR_TIME: 0.9766566753387451
> STR_ID: 4b7z |STR_LEN: 1838 |STR_TIME: 3.6678762435913086
> STR_ID: 5b70 |STR_LEN: 1023 |STR_TIME: 1.5019690990447998
> STR_ID: 5b71 |STR_LEN: 1379 |STR_TIME: 1.6862571239471436
> STR_ID: 5b72 |STR_LEN: 877 |STR_TIME: 1.241981029510498
> STR_ID: 5b73 |STR_LEN: 495 |STR_TIME: 0.7000167369842529
> STR_ID: 5b75 |STR_LEN: 337 |STR_TIME: 0.6581699848175049
> STR_ID: 5b76 |STR_LEN: 333 |STR_TIME: 0.8265690803527832
> STR_ID: 5b77 |STR_LEN: 334 |STR_TIME: 0.5811183452606201
> STR_ID: 5b78 |STR_LEN: 374 |STR_TIME: 0.6190340518951416
> STR_ID: 5b79 |STR_LEN: 132 |STR_TIME: 0.28148889541625977
> STR_ID: 5b7b |STR_LEN: 2535 |STR_TIME: 4.446566820144653
> STR_ID: 5b7c |STR_LEN: 252 |STR_TIME: 0.46697402000427246
> STR_ID: 5b7d |STR_LEN: 1108 |STR_TIME: 1.4606201648712158
> STR_ID: 5b7e |STR_LEN: 1039 |STR_TIME: 1.9057211875915527
> STR_ID: 5b7f |STR_LEN: 954 |STR_TIME: 1.7657530307769775
> STR_ID: 5b7g |STR_LEN: 1284 |STR_TIME: 1.1752169132232666
> STR_ID: 5b7i |STR_LEN: 1407 |STR_TIME: 2.5092990398406982
> STR_ID: 5b7j |STR_LEN: 135 |STR_TIME: 9.580747127532959
> STR_ID: 5b7m |STR_LEN: 2164 |STR_TIME: 4.638975143432617
> STR_ID: 5b7n |STR_LEN: 1249 |STR_TIME: 1.29349684715271
> STR_ID: 5b7o |STR_LEN: 1499 |STR_TIME: 2.6062331199645996
> STR_ID: 5b7p |STR_LEN: 1258 |STR_TIME: 1.8838260173797607
> STR_ID: 5b7q |STR_LEN: 1210 |STR_TIME: 1.9290030002593994
> STR_ID: 5b7v |STR_LEN: 637 |STR_TIME: 1.101027250289917
> STR_ID: 5b7w |STR_LEN: 438 |STR_TIME: 1.1151130199432373
> STR_ID: 5b7x |STR_LEN: 158 |STR_TIME: 9.34362530708313
> STR_ID: 5b7y |STR_LEN: 1223 |STR_TIME: 1.2644472122192383
> STR_ID: 5b7z |STR_LEN: 1218 |STR_TIME: 1.2385759353637695
>> FINISH_DIR: ./data/b/b7/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'> |STR_COUNT: 1277 |DIR_TIME: 271.5792980194092 

>> START_DIR: ./data/b/b8/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1b80 |STR_LEN: 1273 |STR_TIME: 1.4914638996124268
> STR_ID: 1b82 |STR_LEN: 1248 |STR_TIME: 1.3357999324798584
> STR_ID: 1b85 |STR_LEN: 1335 |STR_TIME: 1.3504431247711182
> STR_ID: 1b86 |STR_LEN: 717 |STR_TIME: 1.0969750881195068
> STR_ID: 1b87 |STR_LEN: 210 |STR_TIME: 0.3841261863708496
> STR_ID: 1b88 |STR_LEN: 252 |STR_TIME: 0.591771125793457
> STR_ID: 1b89 |STR_LEN: 321 |STR_TIME: 0.621600866317749
> STR_ID: 1b8a |STR_LEN: 2114 |STR_TIME: 1.9819929599761963
> STR_ID: 1b8c |STR_LEN: 473 |STR_TIME: 0.45689916610717773
> STR_ID: 1b8d |STR_LEN: 1030 |STR_TIME: 1.690812110900879
> STR_ID: 1b8e |STR_LEN: 256 |STR_TIME: 0.3802909851074219
> STR_ID: 1b8f |STR_LEN: 719 |STR_TIME: 0.9451439380645752
> STR_ID: 1b8g |STR_LEN: 1022 |STR_TIME: 1.5532121658325195
> STR_ID: 1b8h |STR_LEN: 695 |STR_TIME: 1.148177146911621
> STR_ID: 1b8i |STR_LEN: 260 |STR_TIME: 0.4414961338043213
> STR_ID: 1b8j |STR_LEN: 1851 |STR_TIME: 1.8397550582885742
> STR_ID: 1b8k |STR_LEN: 114 |STR_TIME: 0.20509886741638184
> STR_ID: 1b8l |STR_LEN: 269 |STR_TIME: 0.26810693740844727
> STR_ID: 1b8m |STR_LEN: 281 |STR_TIME: 0.4433920383453369
> STR_ID: 1b8n |STR_LEN: 426 |STR_TIME: 0.5873448848724365
> STR_ID: 1b8o |STR_LEN: 480 |STR_TIME: 0.5840311050415039
> STR_ID: 1b8p |STR_LEN: 539 |STR_TIME: 0.6402397155761719
> STR_ID: 1b8q |STR_LEN: 134 |STR_TIME: 6.279268980026245
> STR_ID: 1b8r |STR_LEN: 199 |STR_TIME: 0.2486860752105713
> STR_ID: 1b8s |STR_LEN: 970 |STR_TIME: 1.0381739139556885
> STR_ID: 1b8t |STR_LEN: 196 |STR_TIME: 21.78781223297119
> STR_ID: 1b8u |STR_LEN: 391 |STR_TIME: 0.654541015625
> STR_ID: 1b8v |STR_LEN: 455 |STR_TIME: 0.640791654586792
> STR_ID: 1b8w |STR_LEN: 42 |STR_TIME: 2.866696357727051
