>> START_DIR: ./data/o/o0/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1o00 |STR_LEN: 5748 |STR_TIME: 7.231147050857544
> STR_ID: 3o9g |STR_LEN: 338 |STR_TIME: 0.6879251003265381
> STR_ID: 3o9h |STR_LEN: 359 |STR_TIME: 0.6941020488739014
> STR_ID: 3o9i |STR_LEN: 385 |STR_TIME: 0.7013041973114014
> STR_ID: 3o9j |STR_LEN: 710 |STR_TIME: 0.8063080310821533
> STR_ID: 3o9k |STR_LEN: 388 |STR_TIME: 0.6877727508544922
> STR_ID: 3o9l |STR_LEN: 721 |STR_TIME: 1.2313871383666992
> STR_ID: 3o9m |STR_LEN: 1066 |STR_TIME: 1.8501887321472168
> STR_ID: 3o9n |STR_LEN: 457 |STR_TIME: 0.5547988414764404
> STR_ID: 3o9o |STR_LEN: 328 |STR_TIME: 0.3840608596801758
> STR_ID: 3o9p |STR_LEN: 852 |STR_TIME: 0.9890108108520508
> STR_ID: 3o9q |STR_LEN: 298 |STR_TIME: 0.4543929100036621
> STR_ID: 3o9r |STR_LEN: 442 |STR_TIME: 0.5238900184631348
> STR_ID: 3o9s |STR_LEN: 305 |STR_TIME: 0.4573638439178467
> STR_ID: 3o9t |STR_LEN: 368 |STR_TIME: 0.49306488037109375
> STR_ID: 3o9u |STR_LEN: 926 |STR_TIME: 1.5747418403625488
> STR_ID: 3o9v |STR_LEN: 3389 |STR_TIME: 5.346647024154663
> STR_ID: 3o9w |STR_LEN: 873 |STR_TIME: 2.6330039501190186
> STR_ID: 3o9x |STR_LEN: 605 |STR_TIME: 0.8286042213439941
> STR_ID: 3o9z |STR_LEN: 2470 |STR_TIME: 2.578065872192383
> STR_ID: 4o90 |STR_LEN: 760 |STR_TIME: 1.0688540935516357
> STR_ID: 4o91 |STR_LEN: 405 |STR_TIME: 0.5720021724700928
> STR_ID: 4o92 |STR_LEN: 217 |STR_TIME: 0.3907918930053711
> STR_ID: 4o93 |STR_LEN: 719 |STR_TIME: 1.1795401573181152
> STR_ID: 4o94 |STR_LEN: 2210 |STR_TIME: 6.090802192687988
> STR_ID: 4o95 |STR_LEN: 655 |STR_TIME: 1.6798820495605469
> STR_ID: 4o96 |STR_LEN: 827 |STR_TIME: 2.085973024368286
> STR_ID: 4o97 |STR_LEN: 453 |STR_TIME: 0.5441441535949707
> STR_ID: 4o98 |STR_LEN: 821 |STR_TIME: 1.1062312126159668
> STR_ID: 4o99 |STR_LEN: 2576 |STR_TIME: 2.8725361824035645
> STR_ID: 4o9a |STR_LEN: 1876 |STR_TIME: 2.5259430408477783
> STR_ID: 4o9b |STR_LEN: 425 |STR_TIME: 1.2147290706634521
> STR_ID: 4o9c |STR_LEN: 4067 |STR_TIME: 5.1285319328308105
> STR_ID: 4o9d |STR_LEN: 1142 |STR_TIME: 1.4548420906066895
> STR_ID: 4o9e |STR_LEN: 401 |STR_TIME: 0.5962040424346924
> STR_ID: 4o9f |STR_LEN: 168 |STR_TIME: 0.35039782524108887
> STR_ID: 4o9g |STR_LEN: 453 |STR_TIME: 0.5925359725952148
> STR_ID: 4o9h |STR_LEN: 841 |STR_TIME: 1.776993989944458
> STR_ID: 4o9i |STR_LEN: 201 |STR_TIME: 0.639070987701416
> STR_ID: 4o9k |STR_LEN: 468 |STR_TIME: 0.8905637264251709
> STR_ID: 4o9l |STR_LEN: 252 |STR_TIME: 0.3739583492279053
> STR_ID: 4o9m |STR_LEN: 661 |STR_TIME: 0.857863187789917
> STR_ID: 4o9p |STR_LEN: 707 |STR_TIME: 1.210165023803711
> STR_ID: 4o9r |STR_LEN: 442 |STR_TIME: 0.7764439582824707
> STR_ID: 4o9s |STR_LEN: 612 |STR_TIME: 0.7830100059509277
> STR_ID: 4o9t |STR_LEN: 1410 |STR_TIME: 2.1569433212280273
> STR_ID: 4o9u |STR_LEN: 1806 |STR_TIME: 3.035324811935425
> STR_ID: 4o9v |STR_LEN: 530 |STR_TIME: 0.5504539012908936
> STR_ID: 4o9w |STR_LEN: 279 |STR_TIME: 0.4532301425933838
> STR_ID: 4o9x |STR_LEN: 3074 |STR_TIME: 7.136411905288696
> STR_ID: 4o9y |STR_LEN: 24898 |STR_TIME: 80.035395860672
>> FINISH_DIR: ./data/o/o9/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'> |STR_COUNT: 1338 |DIR_TIME: 268.96965408325195 

>> START_DIR: ./data/o/oa/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1oa0 |STR_LEN: 3357 |STR_TIME: 2.852522850036621
> STR_ID: 1oa1 |STR_LEN: 1376 |STR_TIME: 1.207298994064331
> STR_ID: 1oa2 |STR_LEN: 1955 |STR_TIME: 2.3396639823913574
> STR_ID: 1oa3 |STR_LEN: 1472 |STR_TIME: 1.6214721202850342
> STR_ID: 1oa4 |STR_LEN: 339 |STR_TIME: 0.43776988983154297
> STR_ID: 1oa5 |STR_LEN: 62 |STR_TIME: 0.5791807174682617
> STR_ID: 1oa6 |STR_LEN: 62 |STR_TIME: 0.5862569808959961
> STR_ID: 1oa7 |STR_LEN: 432 |STR_TIME: 0.4613971710205078
> STR_ID: 1oa8 |STR_LEN: 899 |STR_TIME: 1.031843900680542
> STR_ID: 1oa9 |STR_LEN: 360 |STR_TIME: 0.4367849826812744
> STR_ID: 1oaa |STR_LEN: 730 |STR_TIME: 0.6209890842437744
> STR_ID: 1oab |STR_LEN: 1103 |STR_TIME: 1.3156459331512451
> STR_ID: 1oac |STR_LEN: 2417 |STR_TIME: 3.073883056640625
> STR_ID: 1oad |STR_LEN: 1694 |STR_TIME: 1.6359920501708984
> STR_ID: 1oae |STR_LEN: 531 |STR_TIME: 0.5608651638031006
> STR_ID: 1oaf |STR_LEN: 758 |STR_TIME: 1.1147289276123047
> STR_ID: 1oag |STR_LEN: 729 |STR_TIME: 0.6087453365325928
> STR_ID: 1oah |STR_LEN: 1476 |STR_TIME: 1.9512531757354736
> STR_ID: 1oai |STR_LEN: 195 |STR_TIME: 0.3090708255767822
> STR_ID: 1oaj |STR_LEN: 244 |STR_TIME: 0.31252193450927734
> STR_ID: 1oak |STR_LEN: 992 |STR_TIME: 1.1835830211639404
> STR_ID: 1oal |STR_LEN: 253 |STR_TIME: 0.31577396392822266
> STR_ID: 1oan |STR_LEN: 844 |STR_TIME: 1.4581949710845947
> STR_ID: 1oao |STR_LEN: 4131 |STR_TIME: 5.202811241149902
> STR_ID: 1oap |STR_LEN: 196 |STR_TIME: 0.2674870491027832
> STR_ID: 1oaq |STR_LEN: 505 |STR_TIME: 0.49782800674438477
> STR_ID: 1oar |STR_LEN: 1237 |STR_TIME: 1.617898941040039
> STR_ID: 1oas |STR_LEN: 1040 |STR_TIME: 1.141658067703247
> STR_ID: 1oat |STR_LEN: 1641 |STR_TIME: 2.2367217540740967
> STR_ID: 1oau |STR_LEN: 1087 |STR_TIME: 1.3073499202728271
> STR_ID: 1oav |STR_LEN: 48 |STR_TIME: 0.1711418628692627
> STR_ID: 1oaw |STR_LEN: 48 |STR_TIME: 1.9821457862854004
> STR_ID: 1oax |STR_LEN: 747 |STR_TIME: 1.2268970012664795
> STR_ID: 1oay |STR_LEN: 954 |STR_TIME: 1.153074026107788
> STR_ID: 1oaz |STR_LEN: 1051 |STR_TIME: 1.2448949813842773
> STR_ID: 2oa0 |STR_LEN: 983 |STR_TIME: 1.6858267784118652
> STR_ID: 2oa1 |STR_LEN: 2115 |STR_TIME: 2.273149013519287
> STR_ID: 2oa2 |STR_LEN: 275 |STR_TIME: 0.33597683906555176
> STR_ID: 2oa4 |STR_LEN: 101 |STR_TIME: 6.425981283187866
> STR_ID: 2oa5 |STR_LEN: 389 |STR_TIME: 0.44562482833862305
> STR_ID: 2oa6 |STR_LEN: 1433 |STR_TIME: 2.209624767303467
> STR_ID: 2oa7 |STR_LEN: 653 |STR_TIME: 0.8320119380950928
> STR_ID: 2oa8 |STR_LEN: 746 |STR_TIME: 0.9021940231323242
> STR_ID: 2oa9 |STR_LEN: 778 |STR_TIME: 0.9643890857696533
> STR_ID: 2oaa |STR_LEN: 1121 |STR_TIME: 1.2831628322601318
> STR_ID: 2oac |STR_LEN: 601 |STR_TIME: 0.852262020111084
> STR_ID: 2oad |STR_LEN: 771 |STR_TIME: 0.8517570495605469
> STR_ID: 2oae |STR_LEN: 1462 |STR_TIME: 2.541005849838257
> STR_ID: 2oaf |STR_LEN: 504 |STR_TIME: 0.6167449951171875
> STR_ID: 2oag |STR_LEN: 6220 |STR_TIME: 6.153436183929443
> STR_ID: 2oah |STR_LEN: 722 |STR_TIME: 0.7910721302032471
> STR_ID: 2oai |STR_LEN: 170 |STR_TIME: 0.2297048568725586
> STR_ID: 2oaj |STR_LEN: 1163 |STR_TIME: 1.6284868717193604
> STR_ID: 2oal |STR_LEN: 1630 |STR_TIME: 2.0449397563934326
> STR_ID: 2oam |STR_LEN: 1621 |STR_TIME: 2.024095296859741
> STR_ID: 2oan |STR_LEN: 1950 |STR_TIME: 4.632508277893066
> STR_ID: 2oap |STR_LEN: 1004 |STR_TIME: 1.9049890041351318
> STR_ID: 2oaq |STR_LEN: 1005 |STR_TIME: 1.7509350776672363
> STR_ID: 2oar |STR_LEN: 628 |STR_TIME: 1.0876810550689697
> STR_ID: 2oas |STR_LEN: 1007 |STR_TIME: 1.5104038715362549
> STR_ID: 2oat |STR_LEN: 1959 |STR_TIME: 2.228825092315674
> STR_ID: 2oau |STR_LEN: 1778 |STR_TIME: 2.947472095489502
> STR_ID: 2oaw |STR_LEN: 403 |STR_TIME: 0.9629459381103516
> STR_ID: 2oax |STR_LEN: 1750 |STR_TIME: 2.6385750770568848
> STR_ID: 2oay |STR_LEN: 442 |STR_TIME: 0.6959590911865234
> STR_ID: 2oaz |STR_LEN: 662 |STR_TIME: 0.6996550559997559
> STR_ID: 3oa0 |STR_LEN: 1691 |STR_TIME: 2.387716770172119
> STR_ID: 3oa1 |STR_LEN: 343 |STR_TIME: 0.7732961177825928
> STR_ID: 3oa2 |STR_LEN: 2235 |STR_TIME: 2.442996025085449
> STR_ID: 3oa3 |STR_LEN: 1014 |STR_TIME: 1.7647998332977295
> STR_ID: 3oa4 |STR_LEN: 197 |STR_TIME: 0.5065710544586182
> STR_ID: 3oa5 |STR_LEN: 1871 |STR_TIME: 1.9830982685089111
> STR_ID: 3oa6 |STR_LEN: 346 |STR_TIME: 1.1822919845581055
> STR_ID: 3oa7 |STR_LEN: 211 |STR_TIME: 0.6544601917266846
> STR_ID: 3oa8 |STR_LEN: 2067 |STR_TIME: 4.0861921310424805
> STR_ID: 3oa9 |STR_LEN: 244 |STR_TIME: 0.43506598472595215
> STR_ID: 3oaa |STR_LEN: 13141 |STR_TIME: 40.394628286361694
> STR_ID: 3oab |STR_LEN: 1710 |STR_TIME: 2.1047091484069824
> STR_ID: 3oac |STR_LEN: 1242 |STR_TIME: 2.0516130924224854
> STR_ID: 3oad |STR_LEN: 818 |STR_TIME: 1.2436997890472412
> STR_ID: 3oae |STR_LEN: 2133 |STR_TIME: 3.6679999828338623
> STR_ID: 3oaf |STR_LEN: 289 |STR_TIME: 0.4749622344970703
> STR_ID: 3oag |STR_LEN: 853 |STR_TIME: 1.2181389331817627
> STR_ID: 3oah |STR_LEN: 532 |STR_TIME: 0.9883410930633545
> STR_ID: 3oai |STR_LEN: 1482 |STR_TIME: 2.3617138862609863
> STR_ID: 3oaj |STR_LEN: 1319 |STR_TIME: 2.624006986618042
> STR_ID: 3oak |STR_LEN: 630 |STR_TIME: 2.0567798614501953
> STR_ID: 3oam |STR_LEN: 1695 |STR_TIME: 3.7828290462493896
> STR_ID: 3oan |STR_LEN: 154 |STR_TIME: 0.48435211181640625
> STR_ID: 3oao |STR_LEN: 144 |STR_TIME: 0.5169968605041504
> STR_ID: 3oap |STR_LEN: 370 |STR_TIME: 0.5229978561401367
> STR_ID: 3oau |STR_LEN: 630 |STR_TIME: 1.6159160137176514
> STR_ID: 3oaw |STR_LEN: 871 |STR_TIME: 1.6847419738769531
> STR_ID: 3oax |STR_LEN: 842 |STR_TIME: 1.532263994216919
> STR_ID: 3oay |STR_LEN: 1430 |STR_TIME: 3.1179049015045166
> STR_ID: 3oaz |STR_LEN: 1906 |STR_TIME: 3.4403879642486572
> STR_ID: 4oa3 |STR_LEN: 312 |STR_TIME: 0.6283457279205322
> STR_ID: 4oa4 |STR_LEN: 3276 |STR_TIME: 7.112349033355713
> STR_ID: 4oa5 |STR_LEN: 2259 |STR_TIME: 8.48881196975708
> STR_ID: 4oa7 |STR_LEN: 1179 |STR_TIME: 7.044766902923584
> STR_ID: 4oa8 |STR_LEN: 607 |STR_TIME: 3.0223631858825684
> STR_ID: 4oaa |STR_LEN: 784 |STR_TIME: 5.815505027770996
> STR_ID: 4oad |STR_LEN: 391 |STR_TIME: 0.6724197864532471
> STR_ID: 4oae |STR_LEN: 418 |STR_TIME: 0.7782621383666992
> STR_ID: 4oaf |STR_LEN: 1755 |STR_TIME: 5.603156089782715
> STR_ID: 4oag |STR_LEN: 1186 |STR_TIME: 2.243864059448242
> STR_ID: 4oah |STR_LEN: 2477 |STR_TIME: 4.441563129425049
> STR_ID: 4oai |STR_LEN: 631 |STR_TIME: 1.1499693393707275
> STR_ID: 4oaj |STR_LEN: 113 |STR_TIME: 0.3345370292663574
> STR_ID: 4oak |STR_LEN: 724 |STR_TIME: 1.4161531925201416
> STR_ID: 4oal |STR_LEN: 1392 |STR_TIME: 3.0215790271759033
> STR_ID: 4oan |STR_LEN: 1540 |STR_TIME: 3.2321228981018066
> STR_ID: 4oao |STR_LEN: 826 |STR_TIME: 0.9030828475952148
> STR_ID: 4oap |STR_LEN: 885 |STR_TIME: 0.9264729022979736
> STR_ID: 4oaq |STR_LEN: 1302 |STR_TIME: 2.3480892181396484
> STR_ID: 4oar |STR_LEN: 295 |STR_TIME: 0.5065970420837402
> STR_ID: 4oas |STR_LEN: 624 |STR_TIME: 0.6968908309936523
> STR_ID: 4oat |STR_LEN: 1677 |STR_TIME: 2.6582980155944824
> STR_ID: 4oau |STR_LEN: 837 |STR_TIME: 2.3678929805755615
> STR_ID: 4oav |STR_LEN: 2279 |STR_TIME: 4.779809951782227
> STR_ID: 4oaw |STR_LEN: 1072 |STR_TIME: 1.5432958602905273
> STR_ID: 4oay |STR_LEN: 1388 |STR_TIME: 3.560276985168457
> STR_ID: 4oaz |STR_LEN: 173 |STR_TIME: 0.5605587959289551
>> FINISH_DIR: ./data/o/oa/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'> |STR_COUNT: 1461 |DIR_TIME: 269.28762912750244 

>> START_DIR: ./data/o/ob/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1ob0 |STR_LEN: 809 |STR_TIME: 1.0111820697784424
> STR_ID: 1ob1 |STR_LEN: 1063 |STR_TIME: 1.8134748935699463
> STR_ID: 1ob2 |STR_LEN: 474 |STR_TIME: 1.1113629341125488
> STR_ID: 1ob3 |STR_LEN: 858 |STR_TIME: 1.882990837097168
> STR_ID: 1ob4 |STR_LEN: 33 |STR_TIME: 0.13811898231506348
> STR_ID: 1ob5 |STR_LEN: 1440 |STR_TIME: 3.268203020095825
> STR_ID: 1ob6 |STR_LEN: 63 |STR_TIME: 0.23611116409301758
> STR_ID: 1ob7 |STR_LEN: 31 |STR_TIME: 0.12921404838562012
> STR_ID: 1ob8 |STR_LEN: 506 |STR_TIME: 0.5935568809509277
> STR_ID: 1ob9 |STR_LEN: 283 |STR_TIME: 0.31473827362060547
> STR_ID: 1oba |STR_LEN: 597 |STR_TIME: 0.737191915512085
> STR_ID: 1obb |STR_LEN: 1606 |STR_TIME: 1.9032890796661377
> STR_ID: 1obc |STR_LEN: 1304 |STR_TIME: 1.623741865158081
> STR_ID: 1obd |STR_LEN: 831 |STR_TIME: 1.3020648956298828
> STR_ID: 1obf |STR_LEN: 1177 |STR_TIME: 1.285837173461914
> STR_ID: 1obg |STR_LEN: 583 |STR_TIME: 0.6457400321960449
> STR_ID: 1obh |STR_LEN: 970 |STR_TIME: 1.4564297199249268
> STR_ID: 1obi |STR_LEN: 1673 |STR_TIME: 1.5875909328460693
> STR_ID: 1obj |STR_LEN: 1751 |STR_TIME: 1.6298742294311523
> STR_ID: 1obk |STR_LEN: 1751 |STR_TIME: 1.5569169521331787
> STR_ID: 1obl |STR_LEN: 1739 |STR_TIME: 1.5724871158599854
> STR_ID: 1obm |STR_LEN: 308 |STR_TIME: 0.3516051769256592
> STR_ID: 1obn |STR_LEN: 588 |STR_TIME: 0.7454609870910645
> STR_ID: 1obo |STR_LEN: 650 |STR_TIME: 0.693413257598877
> STR_ID: 1obp |STR_LEN: 651 |STR_TIME: 1.0441169738769531
> STR_ID: 1obq |STR_LEN: 517 |STR_TIME: 0.7142801284790039
> STR_ID: 1obr |STR_LEN: 447 |STR_TIME: 0.6388232707977295
> STR_ID: 1obs |STR_LEN: 344 |STR_TIME: 0.49835968017578125
> STR_ID: 1obt |STR_LEN: 337 |STR_TIME: 0.6424582004547119
> STR_ID: 1obu |STR_LEN: 507 |STR_TIME: 0.8255212306976318
> STR_ID: 1obv |STR_LEN: 313 |STR_TIME: 0.46012330055236816
> STR_ID: 1obw |STR_LEN: 782 |STR_TIME: 1.013873815536499
> STR_ID: 1obx |STR_LEN: 226 |STR_TIME: 0.36192893981933594
> STR_ID: 1oby |STR_LEN: 308 |STR_TIME: 0.3871431350708008
> STR_ID: 1obz |STR_LEN: 994 |STR_TIME: 1.2412350177764893
> STR_ID: 2ob0 |STR_LEN: 806 |STR_TIME: 1.7143397331237793
> STR_ID: 2ob1 |STR_LEN: 1873 |STR_TIME: 1.971684217453003
> STR_ID: 2ob2 |STR_LEN: 1611 |STR_TIME: 2.05531907081604
> STR_ID: 2ob3 |STR_LEN: 1521 |STR_TIME: 2.714543104171753
> STR_ID: 2ob4 |STR_LEN: 227 |STR_TIME: 0.340487003326416
> STR_ID: 2ob5 |STR_LEN: 284 |STR_TIME: 0.3344283103942871
> STR_ID: 2ob7 |STR_LEN: 651 |STR_TIME: 0.2362959384918213
> STR_ID: 2ob9 |STR_LEN: 264 |STR_TIME: 0.49101805686950684
> STR_ID: 2oba |STR_LEN: 989 |STR_TIME: 1.3852148056030273
> STR_ID: 2obb |STR_LEN: 205 |STR_TIME: 0.29468297958374023
> STR_ID: 2obc |STR_LEN: 765 |STR_TIME: 1.2721459865570068
> STR_ID: 2obd |STR_LEN: 900 |STR_TIME: 1.0232410430908203
> STR_ID: 2obe |STR_LEN: 4297 |STR_TIME: 5.176573276519775
> STR_ID: 2obf |STR_LEN: 804 |STR_TIME: 1.089064121246338
> STR_ID: 2obg |STR_LEN: 534 |STR_TIME: 0.8122889995574951
> STR_ID: 2obh |STR_LEN: 709 |STR_TIME: 0.7262036800384521
> STR_ID: 2obi |STR_LEN: 316 |STR_TIME: 0.3684110641479492
> STR_ID: 2obj |STR_LEN: 342 |STR_TIME: 0.5613460540771484
> STR_ID: 2obk |STR_LEN: 800 |STR_TIME: 1.2168128490447998
> STR_ID: 2obl |STR_LEN: 581 |STR_TIME: 0.6993060111999512
> STR_ID: 2obm |STR_LEN: 475 |STR_TIME: 0.6855390071868896
> STR_ID: 2obn |STR_LEN: 1905 |STR_TIME: 2.433342933654785
> STR_ID: 2obo |STR_LEN: 514 |STR_TIME: 0.7048709392547607
> STR_ID: 2obp |STR_LEN: 330 |STR_TIME: 0.37285494804382324
> STR_ID: 2obq |STR_LEN: 532 |STR_TIME: 0.7047328948974609
> STR_ID: 2obr |STR_LEN: 522 |STR_TIME: 0.5946760177612305
> STR_ID: 2obs |STR_LEN: 519 |STR_TIME: 0.6269118785858154
> STR_ID: 2obt |STR_LEN: 546 |STR_TIME: 0.6905357837677002
> STR_ID: 2obu |STR_LEN: 42 |STR_TIME: 2.6734399795532227
> STR_ID: 2obv |STR_LEN: 685 |STR_TIME: 0.7942500114440918
> STR_ID: 2obx |STR_LEN: 1709 |STR_TIME: 2.560492992401123
> STR_ID: 2oby |STR_LEN: 1678 |STR_TIME: 2.7456700801849365
> STR_ID: 2obz |STR_LEN: 66 |STR_TIME: 0.15438604354858398
> STR_ID: 3ob0 |STR_LEN: 874 |STR_TIME: 1.507465124130249
> STR_ID: 3ob1 |STR_LEN: 468 |STR_TIME: 1.04689621925354
> STR_ID: 3ob2 |STR_LEN: 621 |STR_TIME: 0.6741518974304199
> STR_ID: 3ob4 |STR_LEN: 552 |STR_TIME: 0.8515820503234863
> STR_ID: 3ob6 |STR_LEN: 868 |STR_TIME: 2.547755002975464
> STR_ID: 3ob7 |STR_LEN: 1472 |STR_TIME: 2.5433878898620605
> STR_ID: 3ob8 |STR_LEN: 5171 |STR_TIME: 7.662141799926758
> STR_ID: 3ob9 |STR_LEN: 513 |STR_TIME: 1.490713119506836
> STR_ID: 3oba |STR_LEN: 5776 |STR_TIME: 7.708014249801636
> STR_ID: 3obb |STR_LEN: 378 |STR_TIME: 0.9470598697662354
> STR_ID: 3obe |STR_LEN: 1162 |STR_TIME: 2.068424940109253
> STR_ID: 3obf |STR_LEN: 467 |STR_TIME: 1.143841028213501
> STR_ID: 3obg |STR_LEN: 358 |STR_TIME: 0.6310410499572754
> STR_ID: 3obh |STR_LEN: 183 |STR_TIME: 0.48986387252807617
> STR_ID: 3obi |STR_LEN: 2168 |STR_TIME: 4.126554250717163
> STR_ID: 3obj |STR_LEN: 442 |STR_TIME: 0.6754541397094727
> STR_ID: 3obk |STR_LEN: 3453 |STR_TIME: 8.7450270652771
> STR_ID: 3obl |STR_LEN: 612 |STR_TIME: 1.0543968677520752
> STR_ID: 3obp |STR_LEN: 548 |STR_TIME: 0.6420998573303223
> STR_ID: 3obq |STR_LEN: 348 |STR_TIME: 0.37209177017211914
> STR_ID: 3obr |STR_LEN: 943 |STR_TIME: 1.0053529739379883
> STR_ID: 3obs |STR_LEN: 357 |STR_TIME: 0.3446168899536133
> STR_ID: 3obt |STR_LEN: 741 |STR_TIME: 0.8993539810180664
> STR_ID: 3obu |STR_LEN: 307 |STR_TIME: 0.3435850143432617
> STR_ID: 3obv |STR_LEN: 2975 |STR_TIME: 9.789729118347168
> STR_ID: 3obw |STR_LEN: 330 |STR_TIME: 0.6701149940490723
> STR_ID: 3obx |STR_LEN: 272 |STR_TIME: 0.3420448303222656
> STR_ID: 3oby |STR_LEN: 845 |STR_TIME: 1.217864990234375
> STR_ID: 3obz |STR_LEN: 481 |STR_TIME: 0.6124348640441895
> STR_ID: 4ob0 |STR_LEN: 1062 |STR_TIME: 1.9151082038879395
> STR_ID: 4ob1 |STR_LEN: 1181 |STR_TIME: 1.7344491481781006
> STR_ID: 4ob2 |STR_LEN: 1015 |STR_TIME: 1.6405351161956787
> STR_ID: 4ob3 |STR_LEN: 895 |STR_TIME: 0.9204919338226318
> STR_ID: 4ob4 |STR_LEN: 213 |STR_TIME: 0.36770200729370117
> STR_ID: 4ob5 |STR_LEN: 380 |STR_TIME: 0.7717230319976807
> STR_ID: 4ob6 |STR_LEN: 545 |STR_TIME: 0.6473007202148438
> STR_ID: 4ob7 |STR_LEN: 614 |STR_TIME: 0.690148115158081
> STR_ID: 4ob8 |STR_LEN: 686 |STR_TIME: 0.6849360466003418
> STR_ID: 4ob9 |STR_LEN: 837 |STR_TIME: 1.1041908264160156
> STR_ID: 4oba |STR_LEN: 340 |STR_TIME: 0.9136917591094971
> STR_ID: 4obb |STR_LEN: 1571 |STR_TIME: 2.573045015335083
> STR_ID: 4obc |STR_LEN: 765 |STR_TIME: 1.0081229209899902
> STR_ID: 4obd |STR_LEN: 500 |STR_TIME: 1.0015099048614502
> STR_ID: 4obe |STR_LEN: 698 |STR_TIME: 1.7972190380096436
> STR_ID: 4obf |STR_LEN: 617 |STR_TIME: 1.0217747688293457
> STR_ID: 4obg |STR_LEN: 628 |STR_TIME: 1.0001280307769775
> STR_ID: 4obh |STR_LEN: 652 |STR_TIME: 1.0327019691467285
> STR_ID: 4obi |STR_LEN: 168 |STR_TIME: 0.3483772277832031
> STR_ID: 4obj |STR_LEN: 380 |STR_TIME: 0.6892578601837158
> STR_ID: 4obk |STR_LEN: 358 |STR_TIME: 0.7377810478210449
> STR_ID: 4obm |STR_LEN: 415 |STR_TIME: 0.8889801502227783
> STR_ID: 4obo |STR_LEN: 806 |STR_TIME: 1.1192519664764404
> STR_ID: 4obp |STR_LEN: 899 |STR_TIME: 1.161470890045166
> STR_ID: 4obq |STR_LEN: 793 |STR_TIME: 1.1084442138671875
> STR_ID: 4obr |STR_LEN: 1344 |STR_TIME: 2.328299045562744
> STR_ID: 4obs |STR_LEN: 753 |STR_TIME: 1.1566078662872314
> STR_ID: 4obt |STR_LEN: 872 |STR_TIME: 1.5821130275726318
> STR_ID: 4obu |STR_LEN: 4118 |STR_TIME: 6.343354940414429
> STR_ID: 4obv |STR_LEN: 1889 |STR_TIME: 3.3200061321258545
> STR_ID: 4obw |STR_LEN: 1305 |STR_TIME: 1.8010358810424805
> STR_ID: 4obx |STR_LEN: 1377 |STR_TIME: 1.8585178852081299
> STR_ID: 4oby |STR_LEN: 595 |STR_TIME: 1.7196221351623535
> STR_ID: 4obz |STR_LEN: 719 |STR_TIME: 2.0873870849609375
>> FINISH_DIR: ./data/o/ob/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'> |STR_COUNT: 1592 |DIR_TIME: 187.7713189125061 

>> START_DIR: ./data/o/oc/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1oc0 |STR_LEN: 538 |STR_TIME: 0.7754628658294678
> STR_ID: 1oc1 |STR_LEN: 537 |STR_TIME: 0.6900548934936523
> STR_ID: 1oc2 |STR_LEN: 1457 |STR_TIME: 2.684680938720703
> STR_ID: 1oc3 |STR_LEN: 548 |STR_TIME: 0.8417980670928955
> STR_ID: 1oc4 |STR_LEN: 831 |STR_TIME: 1.167207956314087
> STR_ID: 1oc5 |STR_LEN: 846 |STR_TIME: 0.8226196765899658
> STR_ID: 1oc6 |STR_LEN: 838 |STR_TIME: 1.434385061264038
> STR_ID: 1oc7 |STR_LEN: 979 |STR_TIME: 1.4882738590240479
> STR_ID: 1oc8 |STR_LEN: 613 |STR_TIME: 0.6672520637512207
> STR_ID: 1oc9 |STR_LEN: 432 |STR_TIME: 0.5876450538635254
> STR_ID: 1oca |STR_LEN: 165 |STR_TIME: 9.91460394859314
> STR_ID: 1ocb |STR_LEN: 1456 |STR_TIME: 1.5637409687042236
> STR_ID: 1occ |STR_LEN: 3574 |STR_TIME: 6.256232976913452
> STR_ID: 1ocd |STR_LEN: 111 |STR_TIME: 0.3923468589782715
> STR_ID: 1oce |STR_LEN: 685 |STR_TIME: 0.956859827041626
> STR_ID: 1och |STR_LEN: 1707 |STR_TIME: 1.6480560302734375
> STR_ID: 1oci |STR_LEN: 18 |STR_TIME: 4.4670469760894775
> STR_ID: 1ocj |STR_LEN: 770 |STR_TIME: 1.415503740310669
> STR_ID: 1ock |STR_LEN: 1763 |STR_TIME: 1.5498380661010742
> STR_ID: 1ocl |STR_LEN: 1339 |STR_TIME: 1.4500527381896973
> STR_ID: 1ocm |STR_LEN: 1753 |STR_TIME: 1.573422908782959
> STR_ID: 1ocn |STR_LEN: 888 |STR_TIME: 1.485496997833252
> STR_ID: 1oco |STR_LEN: 3578 |STR_TIME: 6.225648880004883
> STR_ID: 1ocp |STR_LEN: 67 |STR_TIME: 4.591976881027222
> STR_ID: 1ocq |STR_LEN: 750 |STR_TIME: 1.1976938247680664
> STR_ID: 1ocr |STR_LEN: 3588 |STR_TIME: 6.2740159034729
