>> START_DIR: ./data/v/v0/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1v00 |STR_LEN: 2092 |STR_TIME: 2.134477138519287
> STR_ID: 2v5s |STR_LEN: 1036 |STR_TIME: 1.670886754989624
> STR_ID: 2v5t |STR_LEN: 402 |STR_TIME: 0.4382338523864746
> STR_ID: 2v5u |STR_LEN: 536 |STR_TIME: 0.77604079246521
> STR_ID: 2v5v |STR_LEN: 576 |STR_TIME: 0.7336502075195312
> STR_ID: 2v5w |STR_LEN: 1497 |STR_TIME: 1.6393420696258545
> STR_ID: 2v5x |STR_LEN: 1048 |STR_TIME: 1.451488971710205
> STR_ID: 2v5y |STR_LEN: 573 |STR_TIME: 1.303433895111084
> STR_ID: 2v5z |STR_LEN: 1714 |STR_TIME: 2.5611326694488525
> STR_ID: 3v50 |STR_LEN: 516 |STR_TIME: 0.6289782524108887
> STR_ID: 3v51 |STR_LEN: 536 |STR_TIME: 1.7767269611358643
> STR_ID: 3v52 |STR_LEN: 787 |STR_TIME: 1.554527997970581
> STR_ID: 3v53 |STR_LEN: 537 |STR_TIME: 1.7112059593200684
> STR_ID: 3v55 |STR_LEN: 594 |STR_TIME: 0.8113231658935547
> STR_ID: 3v56 |STR_LEN: 976 |STR_TIME: 3.43877911567688
> STR_ID: 3v57 |STR_LEN: 1246 |STR_TIME: 2.0029308795928955
> STR_ID: 3v58 |STR_LEN: 1233 |STR_TIME: 1.437056064605713
> STR_ID: 3v5a |STR_LEN: 821 |STR_TIME: 0.89534592628479
> STR_ID: 3v5b |STR_LEN: 74 |STR_TIME: 0.18192195892333984
> STR_ID: 3v5c |STR_LEN: 3034 |STR_TIME: 3.1792421340942383
> STR_ID: 3v5d |STR_LEN: 1174 |STR_TIME: 2.9703590869903564
> STR_ID: 3v5e |STR_LEN: 2671 |STR_TIME: 8.553699016571045
> STR_ID: 3v5f |STR_LEN: 752 |STR_TIME: 0.9136049747467041
> STR_ID: 3v5g |STR_LEN: 708 |STR_TIME: 0.6370260715484619
> STR_ID: 3v5h |STR_LEN: 1733 |STR_TIME: 3.1594250202178955
> STR_ID: 3v5i |STR_LEN: 5829 |STR_TIME: 18.712156295776367
> STR_ID: 3v5j |STR_LEN: 540 |STR_TIME: 1.0859661102294922
> STR_ID: 3v5k |STR_LEN: 1058 |STR_TIME: 2.623708963394165
> STR_ID: 3v5l |STR_LEN: 1400 |STR_TIME: 1.9655840396881104
> STR_ID: 3v5m |STR_LEN: 554 |STR_TIME: 0.6230251789093018
> STR_ID: 3v5n |STR_LEN: 1495 |STR_TIME: 3.4676671028137207
> STR_ID: 3v5o |STR_LEN: 550 |STR_TIME: 2.0355520248413086
> STR_ID: 3v5p |STR_LEN: 515 |STR_TIME: 1.5179481506347656
> STR_ID: 3v5q |STR_LEN: 720 |STR_TIME: 1.119333028793335
> STR_ID: 3v5r |STR_LEN: 1801 |STR_TIME: 3.744428873062134
> STR_ID: 3v5s |STR_LEN: 291 |STR_TIME: 0.694007158279419
> STR_ID: 3v5t |STR_LEN: 505 |STR_TIME: 1.6380040645599365
> STR_ID: 3v5u |STR_LEN: 420 |STR_TIME: 0.6356358528137207
> STR_ID: 3v5v |STR_LEN: 2192 |STR_TIME: 3.154121160507202
> STR_ID: 3v5w |STR_LEN: 1317 |STR_TIME: 3.699575901031494
> STR_ID: 3v5x |STR_LEN: 467 |STR_TIME: 1.7345671653747559
> STR_ID: 3v5y |STR_LEN: 855 |STR_TIME: 3.4945590496063232
> STR_ID: 3v5z |STR_LEN: 357 |STR_TIME: 1.2832880020141602
> STR_ID: 4v50 |STR_LEN: 22524 |STR_TIME: 81.54766583442688
> STR_ID: 4v51 |STR_LEN: 22359 |STR_TIME: 85.75787377357483
> STR_ID: 4v52 |STR_LEN: 22393 |STR_TIME: 79.93487572669983
> STR_ID: 4v53 |STR_LEN: 22397 |STR_TIME: 85.38413691520691
> STR_ID: 4v54 |STR_LEN: 22759 |STR_TIME: 84.45107102394104
> STR_ID: 4v55 |STR_LEN: 22763 |STR_TIME: 84.68590307235718
> STR_ID: 4v56 |STR_LEN: 22374 |STR_TIME: 79.53503108024597
> STR_ID: 4v57 |STR_LEN: 22378 |STR_TIME: 78.1952588558197
> STR_ID: 4v58 |STR_LEN: 21133 |STR_TIME: 43.98897123336792
> STR_ID: 4v59 |STR_LEN: 21145 |STR_TIME: 42.467490911483765
> STR_ID: 4v5a |STR_LEN: 22664 |STR_TIME: 82.44753217697144
> STR_ID: 4v5b |STR_LEN: 22447 |STR_TIME: 78.8430688381195
> STR_ID: 4v5c |STR_LEN: 22740 |STR_TIME: 84.27340292930603
> STR_ID: 4v5d |STR_LEN: 22606 |STR_TIME: 88.86240792274475
> STR_ID: 4v5e |STR_LEN: 23568 |STR_TIME: 88.1773190498352
> STR_ID: 4v5f |STR_LEN: 23540 |STR_TIME: 86.47461080551147
> STR_ID: 4v5g |STR_LEN: 22576 |STR_TIME: 83.27922296524048
> STR_ID: 4v5h |STR_LEN: 10603 |STR_TIME: 43.585248708724976
> STR_ID: 4v5i |STR_LEN: 15288 |STR_TIME: 44.01463317871094
> STR_ID: 4v5j |STR_LEN: 23501 |STR_TIME: 86.21359205245972
> STR_ID: 4v5k |STR_LEN: 23900 |STR_TIME: 100.22995615005493
> STR_ID: 4v5l |STR_LEN: 11295 |STR_TIME: 42.969555139541626
> STR_ID: 4v5m |STR_LEN: 11365 |STR_TIME: 46.874640703201294
> STR_ID: 4v5n |STR_LEN: 11365 |STR_TIME: 44.36101484298706
> STR_ID: 4v5o |STR_LEN: 15022 |STR_TIME: 43.67835211753845
> STR_ID: 4v5p |STR_LEN: 22564 |STR_TIME: 84.25733399391174
> STR_ID: 4v5q |STR_LEN: 22566 |STR_TIME: 83.34184098243713
> STR_ID: 4v5r |STR_LEN: 22564 |STR_TIME: 84.91107678413391
> STR_ID: 4v5s |STR_LEN: 22566 |STR_TIME: 87.20067310333252
> STR_ID: 4v5t |STR_LEN: 30240 |STR_TIME: 71.22583198547363
> STR_ID: 4v5v |STR_LEN: 15280 |STR_TIME: 29.979289054870605
> STR_ID: 4v5w |STR_LEN: 30240 |STR_TIME: 74.65677499771118
> STR_ID: 4v5x |STR_LEN: 14498 |STR_TIME: 73.85293984413147
> STR_ID: 4v5y |STR_LEN: 22763 |STR_TIME: 77.56454133987427
> STR_ID: 4v5z |STR_LEN: 11528 |STR_TIME: 16.112671852111816
> STR_ID: 5v52 |STR_LEN: 462 |STR_TIME: 1.470526933670044
> STR_ID: 5v53 |STR_LEN: 2907 |STR_TIME: 4.770257949829102
> STR_ID: 5v56 |STR_LEN: 1271 |STR_TIME: 2.337419033050537
> STR_ID: 5v57 |STR_LEN: 1291 |STR_TIME: 4.178992748260498
> STR_ID: 5v5d |STR_LEN: 487 |STR_TIME: 2.0123589038848877
> STR_ID: 5v5e |STR_LEN: 415 |STR_TIME: 1.9419939517974854
> STR_ID: 5v5g |STR_LEN: 709 |STR_TIME: 2.9922070503234863
> STR_ID: 5v5h |STR_LEN: 468 |STR_TIME: 1.334733009338379
> STR_ID: 5v5i |STR_LEN: 615 |STR_TIME: 1.7368359565734863
> STR_ID: 5v5s |STR_LEN: 6435 |STR_TIME: 11.245270013809204
> STR_ID: 5v5z |STR_LEN: 490 |STR_TIME: 1.1764707565307617
>> FINISH_DIR: ./data/v/v5/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'> |STR_COUNT: 859 |DIR_TIME: 2809.928320646286 

>> START_DIR: ./data/v/v6/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1v60 |STR_LEN: 123 |STR_TIME: 7.683879852294922
> STR_ID: 1v61 |STR_LEN: 132 |STR_TIME: 8.53167986869812
> STR_ID: 1v62 |STR_LEN: 117 |STR_TIME: 7.9935853481292725
> STR_ID: 1v63 |STR_LEN: 101 |STR_TIME: 6.994134902954102
> STR_ID: 1v64 |STR_LEN: 108 |STR_TIME: 7.515050888061523
> STR_ID: 1v65 |STR_LEN: 64 |STR_TIME: 3.812094211578369
> STR_ID: 1v66 |STR_LEN: 65 |STR_TIME: 4.231328010559082
> STR_ID: 1v67 |STR_LEN: 313 |STR_TIME: 0.3940250873565674
> STR_ID: 1v6a |STR_LEN: 935 |STR_TIME: 1.2110352516174316
> STR_ID: 1v6b |STR_LEN: 118 |STR_TIME: 8.163928747177124
> STR_ID: 1v6c |STR_LEN: 1343 |STR_TIME: 1.883857250213623
> STR_ID: 1v6d |STR_LEN: 394 |STR_TIME: 0.49367809295654297
> STR_ID: 1v6e |STR_LEN: 95 |STR_TIME: 6.142636060714722
> STR_ID: 1v6f |STR_LEN: 151 |STR_TIME: 11.28871202468872
> STR_ID: 1v6g |STR_LEN: 83 |STR_TIME: 5.222728252410889
> STR_ID: 1v6h |STR_LEN: 696 |STR_TIME: 0.7121946811676025
> STR_ID: 1v6i |STR_LEN: 1367 |STR_TIME: 1.791123867034912
> STR_ID: 1v6j |STR_LEN: 1133 |STR_TIME: 1.7064900398254395
> STR_ID: 1v6k |STR_LEN: 1343 |STR_TIME: 1.9712481498718262
> STR_ID: 1v6l |STR_LEN: 1306 |STR_TIME: 1.7496650218963623
> STR_ID: 1v6m |STR_LEN: 2232 |STR_TIME: 3.3714208602905273
> STR_ID: 1v6n |STR_LEN: 2079 |STR_TIME: 3.3449270725250244
> STR_ID: 1v6o |STR_LEN: 2132 |STR_TIME: 3.530080795288086
> STR_ID: 1v6p |STR_LEN: 389 |STR_TIME: 1.0582618713378906
> STR_ID: 1v6q |STR_LEN: 63 |STR_TIME: 0.28963303565979004
> STR_ID: 1v6r |STR_LEN: 21 |STR_TIME: 2.202188014984131
> STR_ID: 1v6s |STR_LEN: 1521 |STR_TIME: 2.4261372089385986
> STR_ID: 1v6t |STR_LEN: 426 |STR_TIME: 1.056704044342041
> STR_ID: 1v6u |STR_LEN: 1518 |STR_TIME: 2.1105761528015137
> STR_ID: 1v6v |STR_LEN: 1834 |STR_TIME: 2.0652568340301514
> STR_ID: 1v6w |STR_LEN: 1837 |STR_TIME: 1.9416992664337158
> STR_ID: 1v6x |STR_LEN: 1636 |STR_TIME: 1.7394840717315674
> STR_ID: 1v6y |STR_LEN: 556 |STR_TIME: 0.7527589797973633
> STR_ID: 1v6z |STR_LEN: 951 |STR_TIME: 1.0196888446807861
> STR_ID: 2v60 |STR_LEN: 1753 |STR_TIME: 3.089905023574829
> STR_ID: 2v61 |STR_LEN: 1918 |STR_TIME: 2.178386926651001
> STR_ID: 2v62 |STR_LEN: 958 |STR_TIME: 1.1906490325927734
> STR_ID: 2v63 |STR_LEN: 7798 |STR_TIME: 10.083878993988037
> STR_ID: 2v64 |STR_LEN: 1202 |STR_TIME: 3.396719217300415
> STR_ID: 2v65 |STR_LEN: 956 |STR_TIME: 2.4214792251586914
> STR_ID: 2v66 |STR_LEN: 569 |STR_TIME: 1.2971830368041992
> STR_ID: 2v67 |STR_LEN: 7712 |STR_TIME: 10.51343822479248
> STR_ID: 2v68 |STR_LEN: 7191 |STR_TIME: 11.908301830291748
> STR_ID: 2v69 |STR_LEN: 5236 |STR_TIME: 11.82383418083191
> STR_ID: 2v6a |STR_LEN: 8416 |STR_TIME: 11.655395269393921
> STR_ID: 2v6b |STR_LEN: 1237 |STR_TIME: 1.948376178741455
> STR_ID: 2v6c |STR_LEN: 408 |STR_TIME: 0.8365659713745117
> STR_ID: 2v6e |STR_LEN: 1154 |STR_TIME: 2.5297789573669434
> STR_ID: 2v6f |STR_LEN: 495 |STR_TIME: 1.2392749786376953
> STR_ID: 2v6g |STR_LEN: 524 |STR_TIME: 1.6366472244262695
> STR_ID: 2v6h |STR_LEN: 274 |STR_TIME: 0.2856440544128418
> STR_ID: 2v6i |STR_LEN: 593 |STR_TIME: 0.8781447410583496
> STR_ID: 2v6j |STR_LEN: 514 |STR_TIME: 0.9264540672302246
> STR_ID: 2v6k |STR_LEN: 1151 |STR_TIME: 1.1066887378692627
> STR_ID: 2v6l |STR_LEN: 2296 |STR_TIME: 0.7110631465911865
> STR_ID: 2v6m |STR_LEN: 1742 |STR_TIME: 2.235123872756958
> STR_ID: 2v6n |STR_LEN: 670 |STR_TIME: 0.7833349704742432
> STR_ID: 2v6o |STR_LEN: 904 |STR_TIME: 1.2504689693450928
> STR_ID: 2v6q |STR_LEN: 211 |STR_TIME: 0.7123532295227051
> STR_ID: 2v6s |STR_LEN: 419 |STR_TIME: 0.4705839157104492
> STR_ID: 2v6t |STR_LEN: 212 |STR_TIME: 0.5144219398498535
> STR_ID: 2v6u |STR_LEN: 490 |STR_TIME: 0.5499956607818604
> STR_ID: 2v6v |STR_LEN: 710 |STR_TIME: 0.6968839168548584
> STR_ID: 2v6w |STR_LEN: 89 |STR_TIME: 0.1337108612060547
> STR_ID: 2v6x |STR_LEN: 156 |STR_TIME: 0.30672383308410645
> STR_ID: 2v6y |STR_LEN: 157 |STR_TIME: 0.5356290340423584
> STR_ID: 2v6z |STR_LEN: 75 |STR_TIME: 6.960724115371704
> STR_ID: 3v60 |STR_LEN: 441 |STR_TIME: 0.8676211833953857
> STR_ID: 3v61 |STR_LEN: 436 |STR_TIME: 0.8036360740661621
> STR_ID: 3v62 |STR_LEN: 769 |STR_TIME: 1.6211328506469727
> STR_ID: 3v64 |STR_LEN: 1174 |STR_TIME: 4.060820817947388
> STR_ID: 3v65 |STR_LEN: 1091 |STR_TIME: 4.112022876739502
> STR_ID: 3v66 |STR_LEN: 674 |STR_TIME: 0.9242691993713379
> STR_ID: 3v67 |STR_LEN: 363 |STR_TIME: 1.0969488620758057
> STR_ID: 3v68 |STR_LEN: 494 |STR_TIME: 0.5938019752502441
> STR_ID: 3v69 |STR_LEN: 356 |STR_TIME: 0.9599292278289795
> STR_ID: 3v6a |STR_LEN: 480 |STR_TIME: 0.9168729782104492
> STR_ID: 3v6b |STR_LEN: 281 |STR_TIME: 1.082183837890625
> STR_ID: 3v6c |STR_LEN: 702 |STR_TIME: 1.9231488704681396
> STR_ID: 3v6d |STR_LEN: 2021 |STR_TIME: 5.1903979778289795
> STR_ID: 3v6e |STR_LEN: 610 |STR_TIME: 0.9772751331329346
> STR_ID: 3v6f |STR_LEN: 2202 |STR_TIME: 6.086100816726685
> STR_ID: 3v6g |STR_LEN: 411 |STR_TIME: 1.2553889751434326
> STR_ID: 3v6h |STR_LEN: 957 |STR_TIME: 3.1812307834625244
> STR_ID: 3v6i |STR_LEN: 676 |STR_TIME: 1.9068028926849365
> STR_ID: 3v6j |STR_LEN: 908 |STR_TIME: 3.2927119731903076
> STR_ID: 3v6k |STR_LEN: 768 |STR_TIME: 3.3807480335235596
> STR_ID: 3v6l |STR_LEN: 756 |STR_TIME: 1.9704058170318604
> STR_ID: 3v6m |STR_LEN: 1700 |STR_TIME: 6.886137247085571
> STR_ID: 3v6n |STR_LEN: 580 |STR_TIME: 1.798509120941162
> STR_ID: 3v6o |STR_LEN: 2117 |STR_TIME: 4.706721067428589
> STR_ID: 3v6p |STR_LEN: 422 |STR_TIME: 1.2560250759124756
> STR_ID: 3v6q |STR_LEN: 1128 |STR_TIME: 1.3269011974334717
> STR_ID: 3v6r |STR_LEN: 954 |STR_TIME: 2.4301578998565674
> STR_ID: 3v6s |STR_LEN: 907 |STR_TIME: 2.5094518661499023
> STR_ID: 3v6t |STR_LEN: 2092 |STR_TIME: 4.284187078475952
> STR_ID: 3v6y |STR_LEN: 512 |STR_TIME: 1.630298137664795
> STR_ID: 3v6z |STR_LEN: 1176 |STR_TIME: 3.777662992477417
> STR_ID: 4v60 |STR_LEN: 31668 |STR_TIME: 61.54990887641907
> STR_ID: 4v61 |STR_LEN: 10362 |STR_TIME: 39.76826095581055
> STR_ID: 4v62 |STR_LEN: 5454 |STR_TIME: 13.73970079421997
> STR_ID: 4v63 |STR_LEN: 24041 |STR_TIME: 95.03336787223816
> STR_ID: 4v64 |STR_LEN: 22391 |STR_TIME: 72.47093915939331
> STR_ID: 4v65 |STR_LEN: 10740 |STR_TIME: 40.389259815216064
> STR_ID: 4v66 |STR_LEN: 10740 |STR_TIME: 54.043586015701294
> STR_ID: 4v67 |STR_LEN: 24054 |STR_TIME: 101.59665107727051
> STR_ID: 4v68 |STR_LEN: 11173 |STR_TIME: 43.37433195114136
> STR_ID: 4v69 |STR_LEN: 11135 |STR_TIME: 49.72225308418274
> STR_ID: 4v6a |STR_LEN: 22328 |STR_TIME: 87.5817883014679
> STR_ID: 4v6b |STR_LEN: 25706 |STR_TIME: 50.15951204299927
> STR_ID: 4v6c |STR_LEN: 22514 |STR_TIME: 95.73224973678589
> STR_ID: 4v6d |STR_LEN: 22560 |STR_TIME: 95.59456515312195
> STR_ID: 4v6e |STR_LEN: 22594 |STR_TIME: 92.76252484321594
> STR_ID: 4v6f |STR_LEN: 26945 |STR_TIME: 80.02614903450012
> STR_ID: 4v6g |STR_LEN: 23694 |STR_TIME: 84.7340087890625
> STR_ID: 4v6h |STR_LEN: 16828 |STR_TIME: 29.647870302200317
> STR_ID: 4v6i |STR_LEN: 16104 |STR_TIME: 55.237744092941284
> STR_ID: 4v6k |STR_LEN: 11394 |STR_TIME: 41.49604797363281
> STR_ID: 4v6l |STR_LEN: 11394 |STR_TIME: 42.21317100524902
> STR_ID: 4v6m |STR_LEN: 12025 |STR_TIME: 45.93494391441345
> STR_ID: 4v6n |STR_LEN: 11191 |STR_TIME: 45.259804010391235
> STR_ID: 4v6o |STR_LEN: 11191 |STR_TIME: 46.44534397125244
> STR_ID: 4v6p |STR_LEN: 11191 |STR_TIME: 46.250977754592896
> STR_ID: 4v6q |STR_LEN: 11191 |STR_TIME: 48.192445039749146
> STR_ID: 4v6r |STR_LEN: 11191 |STR_TIME: 46.11605477333069
> STR_ID: 4v6s |STR_LEN: 11113 |STR_TIME: 40.73509907722473
> STR_ID: 4v6t |STR_LEN: 11478 |STR_TIME: 38.12399101257324
> STR_ID: 4v6u |STR_LEN: 13611 |STR_TIME: 43.563464879989624
> STR_ID: 4v6v |STR_LEN: 11752 |STR_TIME: 38.30628299713135
> STR_ID: 4v6w |STR_LEN: 19288 |STR_TIME: 57.72997689247131
> STR_ID: 4v6x |STR_LEN: 19850 |STR_TIME: 60.20024919509888
> STR_ID: 4v6y |STR_LEN: 10696 |STR_TIME: 36.19916796684265
> STR_ID: 4v6z |STR_LEN: 10696 |STR_TIME: 34.75289011001587
> STR_ID: 5v68 |STR_LEN: 1675 |STR_TIME: 2.7831227779388428
> STR_ID: 5v69 |STR_LEN: 496 |STR_TIME: 0.6830546855926514
> STR_ID: 5v6a |STR_LEN: 418 |STR_TIME: 1.2181880474090576
> STR_ID: 5v6b |STR_LEN: 1168 |STR_TIME: 1.6080608367919922
> STR_ID: 5v6d |STR_LEN: 4502 |STR_TIME: 7.6418678760528564
> STR_ID: 5v6e |STR_LEN: 596 |STR_TIME: 1.7257301807403564
> STR_ID: 5v6g |STR_LEN: 1449 |STR_TIME: 1.2935130596160889
> STR_ID: 5v6h |STR_LEN: 591 |STR_TIME: 1.6182329654693604
> STR_ID: 5v6q |STR_LEN: 2126 |STR_TIME: 4.094698905944824
> STR_ID: 5v6r |STR_LEN: 1106 |STR_TIME: 2.904330015182495
> STR_ID: 5v6t |STR_LEN: 703 |STR_TIME: 1.987227201461792
>> FINISH_DIR: ./data/v/v6/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'> |STR_COUNT: 1003 |DIR_TIME: 2281.6483249664307 

>> START_DIR: ./data/v/v7/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1v70 |STR_LEN: 228 |STR_TIME: 0.30644679069519043
> STR_ID: 1v71 |STR_LEN: 576 |STR_TIME: 0.6221818923950195
> STR_ID: 1v72 |STR_LEN: 553 |STR_TIME: 0.6317639350891113
> STR_ID: 1v73 |STR_LEN: 781 |STR_TIME: 0.725970983505249
> STR_ID: 1v74 |STR_LEN: 390 |STR_TIME: 0.40286684036254883
> STR_ID: 1v75 |STR_LEN: 697 |STR_TIME: 0.6244361400604248
> STR_ID: 1v76 |STR_LEN: 329 |STR_TIME: 0.3812742233276367
> STR_ID: 1v77 |STR_LEN: 427 |STR_TIME: 0.4372098445892334
> STR_ID: 1v79 |STR_LEN: 497 |STR_TIME: 0.6750831604003906
> STR_ID: 1v7a |STR_LEN: 537 |STR_TIME: 0.7181229591369629
> STR_ID: 1v7c |STR_LEN: 2293 |STR_TIME: 2.420462131500244
> STR_ID: 1v7f |STR_LEN: 30 |STR_TIME: 2.3594069480895996
> STR_ID: 1v7h |STR_LEN: 70 |STR_TIME: 0.10701179504394531
> STR_ID: 1v7l |STR_LEN: 619 |STR_TIME: 0.6438798904418945
> STR_ID: 1v7m |STR_LEN: 1304 |STR_TIME: 1.899582862854004
> STR_ID: 1v7n |STR_LEN: 2447 |STR_TIME: 3.728008985519409
> STR_ID: 1v7o |STR_LEN: 415 |STR_TIME: 0.591684103012085
> STR_ID: 1v7p |STR_LEN: 921 |STR_TIME: 0.9510672092437744
> STR_ID: 1v7q |STR_LEN: 296 |STR_TIME: 0.3411850929260254
> STR_ID: 1v7r |STR_LEN: 389 |STR_TIME: 0.41114306449890137
> STR_ID: 1v7s |STR_LEN: 297 |STR_TIME: 0.5191748142242432
> STR_ID: 1v7t |STR_LEN: 488 |STR_TIME: 0.9229178428649902
> STR_ID: 1v7u |STR_LEN: 906 |STR_TIME: 0.9727802276611328
> STR_ID: 1v7v |STR_LEN: 1458 |STR_TIME: 1.5020778179168701
> STR_ID: 1v7w |STR_LEN: 1697 |STR_TIME: 1.5903129577636719
> STR_ID: 1v7x |STR_LEN: 1337 |STR_TIME: 1.566112995147705
> STR_ID: 1v7y |STR_LEN: 586 |STR_TIME: 0.8448078632354736
> STR_ID: 1v7z |STR_LEN: 3413 |STR_TIME: 3.0587410926818848
> STR_ID: 2v70 |STR_LEN: 844 |STR_TIME: 1.4997460842132568
> STR_ID: 2v71 |STR_LEN: 320 |STR_TIME: 0.5962660312652588
> STR_ID: 2v72 |STR_LEN: 181 |STR_TIME: 0.26950573921203613
> STR_ID: 2v73 |STR_LEN: 586 |STR_TIME: 0.7247343063354492
> STR_ID: 2v74 |STR_LEN: 1591 |STR_TIME: 2.351954936981201
> STR_ID: 2v75 |STR_LEN: 149 |STR_TIME: 0.20625710487365723
> STR_ID: 2v76 |STR_LEN: 799 |STR_TIME: 1.5477221012115479
> STR_ID: 2v77 |STR_LEN: 1400 |STR_TIME: 1.2975080013275146
> STR_ID: 2v78 |STR_LEN: 1395 |STR_TIME: 1.7253539562225342
> STR_ID: 2v79 |STR_LEN: 477 |STR_TIME: 0.5359418392181396
> STR_ID: 2v7a |STR_LEN: 711 |STR_TIME: 1.0707340240478516
> STR_ID: 2v7b |STR_LEN: 2042 |STR_TIME: 1.8599820137023926
> STR_ID: 2v7c |STR_LEN: 401 |STR_TIME: 0.6483421325683594
> STR_ID: 2v7d |STR_LEN: 1098 |STR_TIME: 1.692992925643921
> STR_ID: 2v7e |STR_LEN: 751 |STR_TIME: 1.2092342376708984
> STR_ID: 2v7f |STR_LEN: 318 |STR_TIME: 0.5930399894714355
> STR_ID: 2v7g |STR_LEN: 3542 |STR_TIME: 3.925199031829834
> STR_ID: 2v7h |STR_LEN: 970 |STR_TIME: 1.4957759380340576
> STR_ID: 2v7i |STR_LEN: 721 |STR_TIME: 0.7231922149658203
> STR_ID: 2v7j |STR_LEN: 468 |STR_TIME: 0.6568880081176758
> STR_ID: 2v7k |STR_LEN: 565 |STR_TIME: 0.6945137977600098
> STR_ID: 2v7l |STR_LEN: 503 |STR_TIME: 0.6810951232910156
> STR_ID: 2v7m |STR_LEN: 542 |STR_TIME: 0.6827430725097656
> STR_ID: 2v7n |STR_LEN: 2240 |STR_TIME: 2.9994139671325684
> STR_ID: 2v7o |STR_LEN: 419 |STR_TIME: 0.6267361640930176
> STR_ID: 2v7p |STR_LEN: 1762 |STR_TIME: 2.1322848796844482
> STR_ID: 2v7q |STR_LEN: 5274 |STR_TIME: 6.150507211685181
> STR_ID: 2v7r |STR_LEN: 99 |STR_TIME: 0.20265865325927734
> STR_ID: 2v7s |STR_LEN: 234 |STR_TIME: 0.34743690490722656
> STR_ID: 2v7t |STR_LEN: 1327 |STR_TIME: 1.569615125656128
> STR_ID: 2v7u |STR_LEN: 1623 |STR_TIME: 1.7512810230255127
> STR_ID: 2v7v |STR_LEN: 1600 |STR_TIME: 1.6819510459899902
> STR_ID: 2v7w |STR_LEN: 1461 |STR_TIME: 1.5996158123016357
> STR_ID: 2v7x |STR_LEN: 1219 |STR_TIME: 1.5834579467773438
> STR_ID: 2v7y |STR_LEN: 673 |STR_TIME: 0.8981931209564209
> STR_ID: 2v7z |STR_LEN: 862 |STR_TIME: 1.3663818836212158
> STR_ID: 3v70 |STR_LEN: 476 |STR_TIME: 1.3419189453125
> STR_ID: 3v71 |STR_LEN: 372 |STR_TIME: 0.6747770309448242
> STR_ID: 3v72 |STR_LEN: 432 |STR_TIME: 0.7180616855621338
> STR_ID: 3v74 |STR_LEN: 723 |STR_TIME: 1.410336971282959
> STR_ID: 3v75 |STR_LEN: 643 |STR_TIME: 1.1122229099273682
> STR_ID: 3v76 |STR_LEN: 495 |STR_TIME: 0.7502760887145996
> STR_ID: 3v77 |STR_LEN: 2541 |STR_TIME: 4.27808403968811
> STR_ID: 3v78 |STR_LEN: 411 |STR_TIME: 1.0904598236083984
> STR_ID: 3v79 |STR_LEN: 752 |STR_TIME: 1.5077729225158691
> STR_ID: 3v7a |STR_LEN: 1494 |STR_TIME: 4.426329135894775
> STR_ID: 3v7b |STR_LEN: 533 |STR_TIME: 1.0032870769500732
> STR_ID: 3v7c |STR_LEN: 469 |STR_TIME: 0.6340081691741943
> STR_ID: 3v7d |STR_LEN: 1505 |STR_TIME: 3.8376848697662354
> STR_ID: 3v7e |STR_LEN: 467 |STR_TIME: 1.519521951675415
> STR_ID: 3v7f |STR_LEN: 468 |STR_TIME: 0.7838478088378906
> STR_ID: 3v7i |STR_LEN: 408 |STR_TIME: 1.1320886611938477
> STR_ID: 3v7j |STR_LEN: 715 |STR_TIME: 1.3792822360992432
> STR_ID: 3v7k |STR_LEN: 481 |STR_TIME: 1.3218810558319092
> STR_ID: 3v7l |STR_LEN: 410 |STR_TIME: 1.0515708923339844
> STR_ID: 3v7m |STR_LEN: 366 |STR_TIME: 0.4761841297149658
> STR_ID: 3v7n |STR_LEN: 951 |STR_TIME: 1.5644850730895996
> STR_ID: 3v7o |STR_LEN: 481 |STR_TIME: 1.1007912158966064
> STR_ID: 3v7p |STR_LEN: 645 |STR_TIME: 1.4436030387878418
> STR_ID: 3v7q |STR_LEN: 542 |STR_TIME: 0.6075038909912109
> STR_ID: 3v7r |STR_LEN: 469 |STR_TIME: 0.6864578723907471
> STR_ID: 3v7s |STR_LEN: 380 |STR_TIME: 0.6387178897857666
> STR_ID: 3v7t |STR_LEN: 1562 |STR_TIME: 1.785794973373413
> STR_ID: 3v7u |STR_LEN: 377 |STR_TIME: 0.9462530612945557
> STR_ID: 3v7v |STR_LEN: 401 |STR_TIME: 0.42792820930480957
> STR_ID: 3v7w |STR_LEN: 353 |STR_TIME: 0.930300235748291
> STR_ID: 3v7x |STR_LEN: 616 |STR_TIME: 1.083043098449707
> STR_ID: 3v7y |STR_LEN: 364 |STR_TIME: 0.9417388439178467
> STR_ID: 3v7z |STR_LEN: 691 |STR_TIME: 1.3388099670410156
> STR_ID: 4v70 |STR_LEN: 10696 |STR_TIME: 34.933736085891724
> STR_ID: 4v71 |STR_LEN: 10696 |STR_TIME: 34.76818299293518
> STR_ID: 4v72 |STR_LEN: 10696 |STR_TIME: 34.575173139572144
