>> START_DIR: ./data/f/f0/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1f00 |STR_LEN: 472 |STR_TIME: 0.5687499046325684
> STR_ID: 4f9c |STR_LEN: 477 |STR_TIME: 0.7932820320129395
> STR_ID: 4f9d |STR_LEN: 2201 |STR_TIME: 4.2486560344696045
> STR_ID: 4f9e |STR_LEN: 194 |STR_TIME: 0.37960290908813477
> STR_ID: 4f9f |STR_LEN: 2990 |STR_TIME: 4.991750955581665
> STR_ID: 4f9g |STR_LEN: 340 |STR_TIME: 0.6858780384063721
> STR_ID: 4f9j |STR_LEN: 1867 |STR_TIME: 4.090329647064209
> STR_ID: 4f9k |STR_LEN: 228 |STR_TIME: 0.8953969478607178
> STR_ID: 4f9l |STR_LEN: 893 |STR_TIME: 2.6580259799957275
> STR_ID: 4f9m |STR_LEN: 418 |STR_TIME: 0.5960829257965088
> STR_ID: 4f9n |STR_LEN: 360 |STR_TIME: 0.49762988090515137
> STR_ID: 4f9o |STR_LEN: 2115 |STR_TIME: 3.283898115158081
> STR_ID: 4f9p |STR_LEN: 859 |STR_TIME: 1.3713490962982178
> STR_ID: 4f9t |STR_LEN: 545 |STR_TIME: 1.0282008647918701
> STR_ID: 4f9u |STR_LEN: 1187 |STR_TIME: 1.3071930408477783
> STR_ID: 4f9v |STR_LEN: 1306 |STR_TIME: 1.3150150775909424
> STR_ID: 4f9w |STR_LEN: 525 |STR_TIME: 1.3069610595703125
> STR_ID: 4f9y |STR_LEN: 637 |STR_TIME: 1.3857100009918213
> STR_ID: 4f9z |STR_LEN: 1756 |STR_TIME: 3.7375271320343018
> STR_ID: 5f90 |STR_LEN: 739 |STR_TIME: 1.3253519535064697
> STR_ID: 5f91 |STR_LEN: 3344 |STR_TIME: 3.5433461666107178
> STR_ID: 5f92 |STR_LEN: 3431 |STR_TIME: 3.5782978534698486
> STR_ID: 5f93 |STR_LEN: 2214 |STR_TIME: 6.751194000244141
> STR_ID: 5f94 |STR_LEN: 735 |STR_TIME: 2.3376450538635254
> STR_ID: 5f95 |STR_LEN: 754 |STR_TIME: 2.1430611610412598
> STR_ID: 5f96 |STR_LEN: 981 |STR_TIME: 2.60040283203125
> STR_ID: 5f97 |STR_LEN: 2259 |STR_TIME: 6.809195041656494
> STR_ID: 5f98 |STR_LEN: 4039 |STR_TIME: 7.785238027572632
> STR_ID: 5f99 |STR_LEN: 2038 |STR_TIME: 3.2562408447265625
> STR_ID: 5f9a |STR_LEN: 582 |STR_TIME: 1.7467436790466309
> STR_ID: 5f9b |STR_LEN: 603 |STR_TIME: 0.9814009666442871
> STR_ID: 5f9c |STR_LEN: 1179 |STR_TIME: 3.295659065246582
> STR_ID: 5f9d |STR_LEN: 556 |STR_TIME: 1.840390920639038
> STR_ID: 5f9e |STR_LEN: 796 |STR_TIME: 2.2614541053771973
> STR_ID: 5f9f |STR_LEN: 4327 |STR_TIME: 14.73312497138977
> STR_ID: 5f9g |STR_LEN: 245 |STR_TIME: 0.517263650894165
> STR_ID: 5f9h |STR_LEN: 4023 |STR_TIME: 7.91149377822876
> STR_ID: 5f9i |STR_LEN: 84 |STR_TIME: 0.744042158126831
> STR_ID: 5f9j |STR_LEN: 455 |STR_TIME: 0.7457399368286133
> STR_ID: 5f9k |STR_LEN: 562 |STR_TIME: 0.7856972217559814
> STR_ID: 5f9l |STR_LEN: 618 |STR_TIME: 1.0077338218688965
> STR_ID: 5f9m |STR_LEN: 1536 |STR_TIME: 4.660230875015259
> STR_ID: 5f9n |STR_LEN: 727 |STR_TIME: 1.0626280307769775
> STR_ID: 5f9o |STR_LEN: 1246 |STR_TIME: 2.7711422443389893
> STR_ID: 5f9p |STR_LEN: 792 |STR_TIME: 0.9605939388275146
> STR_ID: 5f9q |STR_LEN: 284 |STR_TIME: 0.6898119449615479
> STR_ID: 5f9r |STR_LEN: 1530 |STR_TIME: 3.3297808170318604
> STR_ID: 5f9s |STR_LEN: 1575 |STR_TIME: 2.8468868732452393
> STR_ID: 5f9t |STR_LEN: 1876 |STR_TIME: 4.55757999420166
> STR_ID: 5f9u |STR_LEN: 254 |STR_TIME: 0.3425731658935547
> STR_ID: 5f9w |STR_LEN: 1648 |STR_TIME: 5.157205104827881
> STR_ID: 5f9x |STR_LEN: 249 |STR_TIME: 0.3508341312408447
> STR_ID: 5f9y |STR_LEN: 997 |STR_TIME: 3.154127836227417
> STR_ID: 5f9z |STR_LEN: 1426 |STR_TIME: 3.4260590076446533
>> FINISH_DIR: ./data/f/f9/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'> |STR_COUNT: 1649 |DIR_TIME: 303.76512598991394 

>> START_DIR: ./data/f/fa/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1fa0 |STR_LEN: 1111 |STR_TIME: 1.9336400032043457
> STR_ID: 1fa2 |STR_LEN: 638 |STR_TIME: 0.9792368412017822
> STR_ID: 1fa3 |STR_LEN: 96 |STR_TIME: 6.481345176696777
> STR_ID: 1fa4 |STR_LEN: 106 |STR_TIME: 6.577414035797119
> STR_ID: 1fa5 |STR_LEN: 488 |STR_TIME: 0.5664117336273193
> STR_ID: 1fa6 |STR_LEN: 512 |STR_TIME: 0.556419849395752
> STR_ID: 1fa7 |STR_LEN: 517 |STR_TIME: 0.5479741096496582
> STR_ID: 1fa8 |STR_LEN: 534 |STR_TIME: 0.5427250862121582
> STR_ID: 1fa9 |STR_LEN: 1079 |STR_TIME: 1.781505823135376
> STR_ID: 1faa |STR_LEN: 155 |STR_TIME: 0.2709498405456543
> STR_ID: 1fac |STR_LEN: 21 |STR_TIME: 0.0915822982788086
> STR_ID: 1fad |STR_LEN: 95 |STR_TIME: 6.353227138519287
> STR_ID: 1fae |STR_LEN: 980 |STR_TIME: 1.2596731185913086
> STR_ID: 1faf |STR_LEN: 79 |STR_TIME: 12.18927001953125
> STR_ID: 1fag |STR_LEN: 1828 |STR_TIME: 3.4109151363372803
> STR_ID: 1fah |STR_LEN: 1309 |STR_TIME: 1.7347259521484375
> STR_ID: 1fai |STR_LEN: 435 |STR_TIME: 0.762000322341919
> STR_ID: 1faj |STR_LEN: 249 |STR_TIME: 0.3543109893798828
> STR_ID: 1fak |STR_LEN: 941 |STR_TIME: 1.3366889953613281
> STR_ID: 1fan |STR_LEN: 114 |STR_TIME: 0.15545177459716797
> STR_ID: 1fao |STR_LEN: 206 |STR_TIME: 0.2656888961791992
> STR_ID: 1fap |STR_LEN: 226 |STR_TIME: 0.4886631965637207
> STR_ID: 1faq |STR_LEN: 54 |STR_TIME: 4.6751158237457275
> STR_ID: 1far |STR_LEN: 54 |STR_TIME: 0.22072505950927734
> STR_ID: 1fas |STR_LEN: 166 |STR_TIME: 0.17298483848571777
> STR_ID: 1fat |STR_LEN: 956 |STR_TIME: 1.6464810371398926
> STR_ID: 1fav |STR_LEN: 109 |STR_TIME: 0.2452559471130371
> STR_ID: 1faw |STR_LEN: 582 |STR_TIME: 1.0703680515289307
> STR_ID: 1fax |STR_LEN: 292 |STR_TIME: 0.694951057434082
> STR_ID: 1fay |STR_LEN: 2004 |STR_TIME: 3.346392869949341
> STR_ID: 1faz |STR_LEN: 249 |STR_TIME: 0.29040002822875977
> STR_ID: 2fa0 |STR_LEN: 550 |STR_TIME: 1.5480570793151855
> STR_ID: 2fa1 |STR_LEN: 646 |STR_TIME: 0.7037718296051025
> STR_ID: 2fa2 |STR_LEN: 698 |STR_TIME: 1.2330069541931152
> STR_ID: 2fa3 |STR_LEN: 584 |STR_TIME: 1.5205860137939453
> STR_ID: 2fa4 |STR_LEN: 294 |STR_TIME: 0.4131782054901123
> STR_ID: 2fa5 |STR_LEN: 596 |STR_TIME: 0.6440460681915283
> STR_ID: 2fa7 |STR_LEN: 640 |STR_TIME: 0.7944009304046631
> STR_ID: 2fa8 |STR_LEN: 533 |STR_TIME: 0.7015109062194824
> STR_ID: 2fa9 |STR_LEN: 474 |STR_TIME: 0.7104032039642334
> STR_ID: 2fac |STR_LEN: 391 |STR_TIME: 0.3880040645599365
> STR_ID: 2fad |STR_LEN: 356 |STR_TIME: 0.3645591735839844
> STR_ID: 2fae |STR_LEN: 401 |STR_TIME: 0.38565993309020996
> STR_ID: 2faf |STR_LEN: 2177 |STR_TIME: 2.5212559700012207
> STR_ID: 2fah |STR_LEN: 3901 |STR_TIME: 4.8021240234375
> STR_ID: 2fai |STR_LEN: 528 |STR_TIME: 0.9874181747436523
> STR_ID: 2fak |STR_LEN: 7391 |STR_TIME: 11.449000835418701
> STR_ID: 2fal |STR_LEN: 237 |STR_TIME: 0.34902501106262207
> STR_ID: 2fam |STR_LEN: 242 |STR_TIME: 0.3303077220916748
> STR_ID: 2fao |STR_LEN: 1093 |STR_TIME: 1.2750508785247803
> STR_ID: 2fap |STR_LEN: 328 |STR_TIME: 0.4356880187988281
> STR_ID: 2faq |STR_LEN: 1061 |STR_TIME: 1.2253568172454834
> STR_ID: 2far |STR_LEN: 1094 |STR_TIME: 1.2140429019927979
> STR_ID: 2fat |STR_LEN: 604 |STR_TIME: 0.8171908855438232
> STR_ID: 2fau |STR_LEN: 371 |STR_TIME: 0.5838737487792969
> STR_ID: 2fav |STR_LEN: 947 |STR_TIME: 1.057912826538086
> STR_ID: 2faw |STR_LEN: 1408 |STR_TIME: 2.1533682346343994
> STR_ID: 2fax |STR_LEN: 324 |STR_TIME: 0.33643269538879395
> STR_ID: 2faz |STR_LEN: 231 |STR_TIME: 0.343886137008667
> STR_ID: 3fa0 |STR_LEN: 387 |STR_TIME: 0.694969892501831
> STR_ID: 3fa1 |STR_LEN: 36 |STR_TIME: 0.09599781036376953
> STR_ID: 3fa2 |STR_LEN: 501 |STR_TIME: 0.8115448951721191
> STR_ID: 3fa3 |STR_LEN: 5534 |STR_TIME: 8.218698978424072
> STR_ID: 3fa4 |STR_LEN: 4581 |STR_TIME: 5.964914798736572
> STR_ID: 3fa5 |STR_LEN: 985 |STR_TIME: 1.1426186561584473
> STR_ID: 3fa6 |STR_LEN: 641 |STR_TIME: 1.118952989578247
> STR_ID: 3fa7 |STR_LEN: 520 |STR_TIME: 0.5966532230377197
> STR_ID: 3fa8 |STR_LEN: 548 |STR_TIME: 0.5878472328186035
> STR_ID: 3fa9 |STR_LEN: 435 |STR_TIME: 0.6764628887176514
> STR_ID: 3faa |STR_LEN: 1660 |STR_TIME: 2.903592824935913
> STR_ID: 3fac |STR_LEN: 1199 |STR_TIME: 1.604466199874878
> STR_ID: 3fad |STR_LEN: 389 |STR_TIME: 0.6895589828491211
> STR_ID: 3fah |STR_LEN: 2027 |STR_TIME: 1.9770376682281494
> STR_ID: 3fai |STR_LEN: 498 |STR_TIME: 0.5479118824005127
> STR_ID: 3faj |STR_LEN: 220 |STR_TIME: 0.26107001304626465
> STR_ID: 3fak |STR_LEN: 494 |STR_TIME: 0.5879089832305908
> STR_ID: 3fal |STR_LEN: 894 |STR_TIME: 1.5795481204986572
> STR_ID: 3fan |STR_LEN: 401 |STR_TIME: 0.42489004135131836
> STR_ID: 3fao |STR_LEN: 308 |STR_TIME: 0.4258601665496826
> STR_ID: 3fap |STR_LEN: 395 |STR_TIME: 0.45406317710876465
> STR_ID: 3faq |STR_LEN: 892 |STR_TIME: 1.2362298965454102
> STR_ID: 3far |STR_LEN: 97 |STR_TIME: 0.28195619583129883
> STR_ID: 3fas |STR_LEN: 1427 |STR_TIME: 2.2423670291900635
> STR_ID: 3fat |STR_LEN: 1432 |STR_TIME: 1.6282649040222168
> STR_ID: 3fau |STR_LEN: 612 |STR_TIME: 0.6872739791870117
> STR_ID: 3fav |STR_LEN: 630 |STR_TIME: 1.0633471012115479
> STR_ID: 3faw |STR_LEN: 1223 |STR_TIME: 1.5206608772277832
> STR_ID: 3fax |STR_LEN: 842 |STR_TIME: 1.41788911819458
> STR_ID: 3fay |STR_LEN: 527 |STR_TIME: 0.790820837020874
> STR_ID: 3faz |STR_LEN: 1414 |STR_TIME: 2.9780972003936768
> STR_ID: 4fa0 |STR_LEN: 102 |STR_TIME: 0.24397826194763184
> STR_ID: 4fa1 |STR_LEN: 2734 |STR_TIME: 5.89397406578064
> STR_ID: 4fa2 |STR_LEN: 521 |STR_TIME: 1.3753950595855713
> STR_ID: 4fa3 |STR_LEN: 412 |STR_TIME: 0.6217629909515381
> STR_ID: 4fa4 |STR_LEN: 2799 |STR_TIME: 5.9005889892578125
> STR_ID: 4fa5 |STR_LEN: 3036 |STR_TIME: 5.970190048217773
> STR_ID: 4fa6 |STR_LEN: 847 |STR_TIME: 1.5802428722381592
> STR_ID: 4fa7 |STR_LEN: 873 |STR_TIME: 1.5216131210327148
> STR_ID: 4fa8 |STR_LEN: 1457 |STR_TIME: 3.4175360202789307
> STR_ID: 4fa9 |STR_LEN: 2606 |STR_TIME: 5.842191219329834
> STR_ID: 4faa |STR_LEN: 850 |STR_TIME: 1.4533209800720215
> STR_ID: 4fab |STR_LEN: 437 |STR_TIME: 0.8089728355407715
> STR_ID: 4fad |STR_LEN: 845 |STR_TIME: 1.5802409648895264
> STR_ID: 4fae |STR_LEN: 390 |STR_TIME: 0.4359779357910156
> STR_ID: 4faf |STR_LEN: 459 |STR_TIME: 0.4631469249725342
> STR_ID: 4fag |STR_LEN: 573 |STR_TIME: 0.8139157295227051
> STR_ID: 4fah |STR_LEN: 685 |STR_TIME: 0.7281579971313477
> STR_ID: 4fai |STR_LEN: 1059 |STR_TIME: 1.2483608722686768
> STR_ID: 4faj |STR_LEN: 942 |STR_TIME: 1.9130332469940186
> STR_ID: 4fak |STR_LEN: 343 |STR_TIME: 0.41808319091796875
> STR_ID: 4fal |STR_LEN: 472 |STR_TIME: 0.6658182144165039
> STR_ID: 4fam |STR_LEN: 1213 |STR_TIME: 1.3742940425872803
> STR_ID: 4fan |STR_LEN: 2655 |STR_TIME: 5.811222076416016
> STR_ID: 4fao |STR_LEN: 3263 |STR_TIME: 10.57030987739563
> STR_ID: 4fap |STR_LEN: 202 |STR_TIME: 0.4437990188598633
> STR_ID: 4faq |STR_LEN: 493 |STR_TIME: 3.6265599727630615
> STR_ID: 4far |STR_LEN: 500 |STR_TIME: 3.533785820007324
> STR_ID: 4fas |STR_LEN: 2502 |STR_TIME: 6.134593963623047
> STR_ID: 4fat |STR_LEN: 662 |STR_TIME: 0.6640820503234863
> STR_ID: 4fau |STR_LEN: 476 |STR_TIME: 3.545306921005249
> STR_ID: 4fav |STR_LEN: 2493 |STR_TIME: 5.799172878265381
> STR_ID: 4faw |STR_LEN: 473 |STR_TIME: 3.589231014251709
> STR_ID: 4fax |STR_LEN: 456 |STR_TIME: 3.4928410053253174
> STR_ID: 4fay |STR_LEN: 1100 |STR_TIME: 1.3740839958190918
> STR_ID: 4faz |STR_LEN: 248 |STR_TIME: 0.3531630039215088
> STR_ID: 5fa0 |STR_LEN: 1345 |STR_TIME: 2.724411725997925
> STR_ID: 5fa1 |STR_LEN: 1619 |STR_TIME: 2.8230268955230713
> STR_ID: 5fa2 |STR_LEN: 1113 |STR_TIME: 1.4281842708587646
> STR_ID: 5fa3 |STR_LEN: 641 |STR_TIME: 0.8236629962921143
> STR_ID: 5fa4 |STR_LEN: 469 |STR_TIME: 0.7733969688415527
> STR_ID: 5fa5 |STR_LEN: 1096 |STR_TIME: 3.161555290222168
> STR_ID: 5fa6 |STR_LEN: 1413 |STR_TIME: 2.353046178817749
> STR_ID: 5fa7 |STR_LEN: 1040 |STR_TIME: 3.29072904586792
> STR_ID: 5fa8 |STR_LEN: 373 |STR_TIME: 0.6723570823669434
> STR_ID: 5fa9 |STR_LEN: 855 |STR_TIME: 1.1805469989776611
> STR_ID: 5faa |STR_LEN: 268 |STR_TIME: 0.5506019592285156
> STR_ID: 5fac |STR_LEN: 1708 |STR_TIME: 2.6632049083709717
> STR_ID: 5fad |STR_LEN: 284 |STR_TIME: 0.39767026901245117
> STR_ID: 5fae |STR_LEN: 196 |STR_TIME: 0.4766242504119873
> STR_ID: 5faf |STR_LEN: 311 |STR_TIME: 0.6041650772094727
> STR_ID: 5fag |STR_LEN: 2359 |STR_TIME: 2.949514150619507
> STR_ID: 5fah |STR_LEN: 443 |STR_TIME: 0.8592171669006348
> STR_ID: 5fai |STR_LEN: 382 |STR_TIME: 0.519921064376831
> STR_ID: 5faj |STR_LEN: 2306 |STR_TIME: 2.850400924682617
> STR_ID: 5fak |STR_LEN: 2990 |STR_TIME: 5.74042010307312
> STR_ID: 5fal |STR_LEN: 854 |STR_TIME: 2.263277053833008
> STR_ID: 5fan |STR_LEN: 861 |STR_TIME: 2.350191116333008
> STR_ID: 5fao |STR_LEN: 553 |STR_TIME: 0.9357092380523682
> STR_ID: 5fap |STR_LEN: 603 |STR_TIME: 0.9290592670440674
> STR_ID: 5faq |STR_LEN: 918 |STR_TIME: 1.1080210208892822
> STR_ID: 5far |STR_LEN: 1101 |STR_TIME: 3.322134017944336
> STR_ID: 5fas |STR_LEN: 954 |STR_TIME: 1.1736352443695068
> STR_ID: 5fat |STR_LEN: 794 |STR_TIME: 1.0730807781219482
> STR_ID: 5fau |STR_LEN: 5677 |STR_TIME: 16.294613122940063
> STR_ID: 5fav |STR_LEN: 3988 |STR_TIME: 8.865426063537598
> STR_ID: 5faw |STR_LEN: 3993 |STR_TIME: 8.819340944290161
> STR_ID: 5fax |STR_LEN: 1534 |STR_TIME: 1.702138900756836
> STR_ID: 5fay |STR_LEN: 3966 |STR_TIME: 9.033691883087158
> STR_ID: 5faz |STR_LEN: 588 |STR_TIME: 0.6612129211425781
> STR_ID: 6fab |STR_LEN: 506 |STR_TIME: 0.7833378314971924
> STR_ID: 7fab |STR_LEN: 642 |STR_TIME: 0.7771399021148682
> STR_ID: 8fab |STR_LEN: 1517 |STR_TIME: 1.6154580116271973
>> FINISH_DIR: ./data/f/fa/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'> |STR_COUNT: 1811 |DIR_TIME: 338.7037889957428 

>> START_DIR: ./data/f/fb/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1fb0 |STR_LEN: 322 |STR_TIME: 0.4174818992614746
> STR_ID: 1fb1 |STR_LEN: 990 |STR_TIME: 1.8488128185272217
> STR_ID: 1fb2 |STR_LEN: 455 |STR_TIME: 0.5181200504302979
> STR_ID: 1fb5 |STR_LEN: 324 |STR_TIME: 0.6064949035644531
> STR_ID: 1fb6 |STR_LEN: 329 |STR_TIME: 0.4125378131866455
> STR_ID: 1fb7 |STR_LEN: 137 |STR_TIME: 0.22918915748596191
> STR_ID: 1fb8 |STR_LEN: 136 |STR_TIME: 0.2535238265991211
> STR_ID: 1fb9 |STR_LEN: 33 |STR_TIME: 0.9704391956329346
> STR_ID: 1fba |STR_LEN: 3260 |STR_TIME: 2.9319379329681396
> STR_ID: 1fbb |STR_LEN: 225 |STR_TIME: 0.43356990814208984
> STR_ID: 1fbc |STR_LEN: 729 |STR_TIME: 1.378835916519165
> STR_ID: 1fbd |STR_LEN: 634 |STR_TIME: 1.3360202312469482
> STR_ID: 1fbe |STR_LEN: 634 |STR_TIME: 1.379796028137207
> STR_ID: 1fbf |STR_LEN: 676 |STR_TIME: 1.3816239833831787
> STR_ID: 1fbg |STR_LEN: 632 |STR_TIME: 1.308732032775879
> STR_ID: 1fbh |STR_LEN: 749 |STR_TIME: 1.4099929332733154
> STR_ID: 1fbi |STR_LEN: 1128 |STR_TIME: 1.9658129215240479
> STR_ID: 1fbk |STR_LEN: 226 |STR_TIME: 0.4542529582977295
> STR_ID: 1fbl |STR_LEN: 669 |STR_TIME: 0.7860653400421143
> STR_ID: 1fbm |STR_LEN: 383 |STR_TIME: 0.46549510955810547
> STR_ID: 1fbn |STR_LEN: 416 |STR_TIME: 0.5026299953460693
> STR_ID: 1fbo |STR_LEN: 895 |STR_TIME: 1.2080211639404297
> STR_ID: 1fbp |STR_LEN: 640 |STR_TIME: 1.4627668857574463
> STR_ID: 1fbq |STR_LEN: 327 |STR_TIME: 0.42178797721862793
> STR_ID: 1fbr |STR_LEN: 93 |STR_TIME: 0.3263709545135498
> STR_ID: 1fbs |STR_LEN: 371 |STR_TIME: 0.4025599956512451
> STR_ID: 1fbt |STR_LEN: 543 |STR_TIME: 0.7714178562164307
> STR_ID: 1fbu |STR_LEN: 308 |STR_TIME: 0.39531707763671875
> STR_ID: 1fbv |STR_LEN: 548 |STR_TIME: 0.9982242584228516
> STR_ID: 1fbw |STR_LEN: 957 |STR_TIME: 1.2446849346160889
> STR_ID: 1fbx |STR_LEN: 3360 |STR_TIME: 5.793472051620483
> STR_ID: 1fby |STR_LEN: 634 |STR_TIME: 0.8492598533630371
> STR_ID: 1fbz |STR_LEN: 250 |STR_TIME: 0.5349068641662598
> STR_ID: 2fb0 |STR_LEN: 185 |STR_TIME: 0.2650110721588135
> STR_ID: 2fb2 |STR_LEN: 838 |STR_TIME: 1.286034107208252
> STR_ID: 2fb3 |STR_LEN: 791 |STR_TIME: 1.2908427715301514
> STR_ID: 2fb4 |STR_LEN: 550 |STR_TIME: 0.8155357837677002
> STR_ID: 2fb5 |STR_LEN: 1458 |STR_TIME: 1.3785889148712158
> STR_ID: 2fb6 |STR_LEN: 249 |STR_TIME: 0.5316526889801025
> STR_ID: 2fb7 |STR_LEN: 80 |STR_TIME: 2.5840189456939697
> STR_ID: 2fb8 |STR_LEN: 556 |STR_TIME: 0.9874870777130127
> STR_ID: 2fb9 |STR_LEN: 437 |STR_TIME: 0.6721317768096924
> STR_ID: 2fba |STR_LEN: 1443 |STR_TIME: 2.031636953353882
> STR_ID: 2fbb |STR_LEN: 315 |STR_TIME: 0.34643006324768066
> STR_ID: 2fbd |STR_LEN: 560 |STR_TIME: 0.5683341026306152
> STR_ID: 2fbe |STR_LEN: 983 |STR_TIME: 1.4446079730987549
> STR_ID: 2fbh |STR_LEN: 270 |STR_TIME: 0.33411216735839844
> STR_ID: 2fbi |STR_LEN: 230 |STR_TIME: 0.3252232074737549
> STR_ID: 2fbj |STR_LEN: 814 |STR_TIME: 0.8752861022949219
> STR_ID: 2fbk |STR_LEN: 501 |STR_TIME: 0.6525719165802002
> STR_ID: 2fbl |STR_LEN: 594 |STR_TIME: 0.6695289611816406
> STR_ID: 2fbm |STR_LEN: 1109 |STR_TIME: 1.464137077331543
> STR_ID: 2fbn |STR_LEN: 658 |STR_TIME: 0.6867542266845703
> STR_ID: 2fbo |STR_LEN: 527 |STR_TIME: 0.5578837394714355
> STR_ID: 2fbp |STR_LEN: 634 |STR_TIME: 1.305445909500122
> STR_ID: 2fbq |STR_LEN: 455 |STR_TIME: 0.549109935760498
> STR_ID: 2fbr |STR_LEN: 411 |STR_TIME: 0.4945547580718994
> STR_ID: 2fbs |STR_LEN: 14 |STR_TIME: 1.029217004776001
> STR_ID: 2fbt |STR_LEN: 455 |STR_TIME: 0.45130395889282227
> STR_ID: 2fbu |STR_LEN: 12 |STR_TIME: 0.22819304466247559
> STR_ID: 2fbv |STR_LEN: 379 |STR_TIME: 0.43315887451171875
> STR_ID: 2fbw |STR_LEN: 4307 |STR_TIME: 4.6604180335998535
> STR_ID: 2fbx |STR_LEN: 400 |STR_TIME: 0.4534108638763428
> STR_ID: 2fby |STR_LEN: 326 |STR_TIME: 0.42514705657958984
> STR_ID: 2fbz |STR_LEN: 663 |STR_TIME: 0.8209779262542725
> STR_ID: 3fb0 |STR_LEN: 594 |STR_TIME: 0.6949629783630371
> STR_ID: 3fb1 |STR_LEN: 1210 |STR_TIME: 2.8324618339538574
> STR_ID: 3fb2 |STR_LEN: 670 |STR_TIME: 0.8081629276275635
> STR_ID: 3fb3 |STR_LEN: 423 |STR_TIME: 0.5812127590179443
> STR_ID: 3fb4 |STR_LEN: 472 |STR_TIME: 0.4994220733642578
> STR_ID: 3fb5 |STR_LEN: 529 |STR_TIME: 0.9153449535369873
> STR_ID: 3fb6 |STR_LEN: 526 |STR_TIME: 0.9521138668060303
> STR_ID: 3fb7 |STR_LEN: 524 |STR_TIME: 0.9528050422668457
> STR_ID: 3fb8 |STR_LEN: 526 |STR_TIME: 0.9138121604919434
> STR_ID: 3fb9 |STR_LEN: 371 |STR_TIME: 0.3959836959838867
> STR_ID: 3fba |STR_LEN: 199 |STR_TIME: 0.33857011795043945
> STR_ID: 3fbb |STR_LEN: 983 |STR_TIME: 1.5289638042449951
> STR_ID: 3fbc |STR_LEN: 908 |STR_TIME: 1.506317138671875
> STR_ID: 3fbd |STR_LEN: 406 |STR_TIME: 0.9146692752838135
> STR_ID: 3fbe |STR_LEN: 949 |STR_TIME: 1.4731459617614746
> STR_ID: 3fbf |STR_LEN: 941 |STR_TIME: 1.4699110984802246
> STR_ID: 3fbg |STR_LEN: 1256 |STR_TIME: 1.3182222843170166
> STR_ID: 3fbi |STR_LEN: 297 |STR_TIME: 1.0141749382019043
> STR_ID: 3fbk |STR_LEN: 448 |STR_TIME: 0.6386981010437012
> STR_ID: 3fbl |STR_LEN: 189 |STR_TIME: 0.21580910682678223
> STR_ID: 3fbm |STR_LEN: 429 |STR_TIME: 0.792382001876831
> STR_ID: 3fbn |STR_LEN: 295 |STR_TIME: 1.0326111316680908
> STR_ID: 3fbo |STR_LEN: 444 |STR_TIME: 0.6368951797485352
> STR_ID: 3fbp |STR_LEN: 634 |STR_TIME: 1.3328051567077637
> STR_ID: 3fbq |STR_LEN: 310 |STR_TIME: 0.5323519706726074
> STR_ID: 3fbr |STR_LEN: 448 |STR_TIME: 0.7953763008117676
> STR_ID: 3fbs |STR_LEN: 921 |STR_TIME: 1.1621358394622803
> STR_ID: 3fbt |STR_LEN: 1243 |STR_TIME: 1.9307830333709717
> STR_ID: 3fbu |STR_LEN: 514 |STR_TIME: 0.7110941410064697
> STR_ID: 3fbv |STR_LEN: 5876 |STR_TIME: 19.880207777023315
> STR_ID: 3fbw |STR_LEN: 756 |STR_TIME: 1.3509521484375
> STR_ID: 3fbx |STR_LEN: 828 |STR_TIME: 1.0894579887390137
> STR_ID: 3fby |STR_LEN: 1721 |STR_TIME: 3.1527857780456543
> STR_ID: 3fbz |STR_LEN: 745 |STR_TIME: 1.0464320182800293
> STR_ID: 4fb0 |STR_LEN: 469 |STR_TIME: 3.5488860607147217
> STR_ID: 4fb1 |STR_LEN: 2378 |STR_TIME: 5.788831949234009
> STR_ID: 4fb2 |STR_LEN: 3417 |STR_TIME: 8.261045694351196
> STR_ID: 4fb3 |STR_LEN: 395 |STR_TIME: 1.6480021476745605
> STR_ID: 4fb4 |STR_LEN: 489 |STR_TIME: 1.206860065460205
> STR_ID: 4fb5 |STR_LEN: 794 |STR_TIME: 1.4188709259033203
> STR_ID: 4fb7 |STR_LEN: 583 |STR_TIME: 1.0223639011383057
> STR_ID: 4fb8 |STR_LEN: 867 |STR_TIME: 2.5718460083007812
> STR_ID: 4fb9 |STR_LEN: 2936 |STR_TIME: 2.414322853088379
> STR_ID: 4fba |STR_LEN: 2478 |STR_TIME: 2.2251129150390625
> STR_ID: 4fbb |STR_LEN: 2362 |STR_TIME: 2.17655611038208
> STR_ID: 4fbc |STR_LEN: 3086 |STR_TIME: 2.481559991836548
> STR_ID: 4fbd |STR_LEN: 501 |STR_TIME: 1.3998911380767822
> STR_ID: 4fbe |STR_LEN: 1033 |STR_TIME: 1.249419927597046
> STR_ID: 4fbf |STR_LEN: 496 |STR_TIME: 0.7364349365234375
> STR_ID: 4fbg |STR_LEN: 6380 |STR_TIME: 11.092972993850708
> STR_ID: 4fbh |STR_LEN: 361 |STR_TIME: 0.5296308994293213
> STR_ID: 4fbi |STR_LEN: 558 |STR_TIME: 0.7125158309936523
> STR_ID: 4fbj |STR_LEN: 701 |STR_TIME: 1.174736738204956
