>> START_DIR: ./data/c/c0/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1c01 |STR_LEN: 76 |STR_TIME: 4.4108357429504395
> STR_ID: 5c9n |STR_LEN: 164 |STR_TIME: 0.55867600440979
> STR_ID: 5c9o |STR_LEN: 776 |STR_TIME: 0.8689961433410645
> STR_ID: 5c9p |STR_LEN: 751 |STR_TIME: 0.8325150012969971
> STR_ID: 5c9r |STR_LEN: 1358 |STR_TIME: 1.4777591228485107
> STR_ID: 5c9s |STR_LEN: 330 |STR_TIME: 0.6296782493591309
> STR_ID: 5c9u |STR_LEN: 1337 |STR_TIME: 1.5080571174621582
> STR_ID: 5c9v |STR_LEN: 404 |STR_TIME: 1.0943210124969482
> STR_ID: 5c9w |STR_LEN: 1310 |STR_TIME: 1.4140701293945312
> STR_ID: 5c9x |STR_LEN: 1315 |STR_TIME: 1.4125502109527588
> STR_ID: 5c9y |STR_LEN: 299 |STR_TIME: 0.5989558696746826
> STR_ID: 5c9z |STR_LEN: 1064 |STR_TIME: 1.864682912826538
>> FINISH_DIR: ./data/c/c9/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'> |STR_COUNT: 1680 |DIR_TIME: 285.928019285202 

>> START_DIR: ./data/c/ca/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1ca0 |STR_LEN: 848 |STR_TIME: 1.0380690097808838
> STR_ID: 1ca1 |STR_LEN: 556 |STR_TIME: 0.7823071479797363
> STR_ID: 1ca2 |STR_LEN: 424 |STR_TIME: 0.5345258712768555
> STR_ID: 1ca3 |STR_LEN: 369 |STR_TIME: 0.5128538608551025
> STR_ID: 1ca4 |STR_LEN: 1751 |STR_TIME: 1.942885160446167
> STR_ID: 1ca5 |STR_LEN: 183 |STR_TIME: 0.32559680938720703
> STR_ID: 1ca6 |STR_LEN: 154 |STR_TIME: 0.2718238830566406
> STR_ID: 1ca7 |STR_LEN: 363 |STR_TIME: 0.6091830730438232
> STR_ID: 1ca8 |STR_LEN: 420 |STR_TIME: 0.5991969108581543
> STR_ID: 1ca9 |STR_LEN: 2058 |STR_TIME: 2.156569004058838
> STR_ID: 1caa |STR_LEN: 115 |STR_TIME: 0.14992308616638184
> STR_ID: 1cad |STR_LEN: 90 |STR_TIME: 0.1471560001373291
> STR_ID: 1cag |STR_LEN: 179 |STR_TIME: 0.25542593002319336
> STR_ID: 1cah |STR_LEN: 477 |STR_TIME: 0.5742650032043457
> STR_ID: 1cai |STR_LEN: 466 |STR_TIME: 0.577186107635498
> STR_ID: 1caj |STR_LEN: 468 |STR_TIME: 0.5539870262145996
> STR_ID: 1cak |STR_LEN: 470 |STR_TIME: 0.5746078491210938
> STR_ID: 1cal |STR_LEN: 468 |STR_TIME: 0.5780270099639893
> STR_ID: 1cam |STR_LEN: 474 |STR_TIME: 0.5545918941497803
> STR_ID: 1can |STR_LEN: 494 |STR_TIME: 0.5709021091461182
> STR_ID: 1cao |STR_LEN: 492 |STR_TIME: 0.5966038703918457
> STR_ID: 1cap |STR_LEN: 12 |STR_TIME: 0.0897831916809082
> STR_ID: 1caq |STR_LEN: 249 |STR_TIME: 0.38026976585388184
> STR_ID: 1car |STR_LEN: 12 |STR_TIME: 0.06529402732849121
> STR_ID: 1cau |STR_LEN: 365 |STR_TIME: 0.7475850582122803
> STR_ID: 1cav |STR_LEN: 365 |STR_TIME: 0.67759108543396
> STR_ID: 1caw |STR_LEN: 365 |STR_TIME: 0.713648796081543
> STR_ID: 1cax |STR_LEN: 1095 |STR_TIME: 1.9451301097869873
> STR_ID: 1cay |STR_LEN: 477 |STR_TIME: 0.5688607692718506
> STR_ID: 1caz |STR_LEN: 471 |STR_TIME: 0.5647048950195312
> STR_ID: 2ca0 |STR_LEN: 853 |STR_TIME: 1.4443352222442627
> STR_ID: 2ca1 |STR_LEN: 258 |STR_TIME: 0.40129995346069336
> STR_ID: 2ca2 |STR_LEN: 431 |STR_TIME: 0.5328631401062012
> STR_ID: 2ca3 |STR_LEN: 812 |STR_TIME: 0.9499950408935547
> STR_ID: 2ca4 |STR_LEN: 835 |STR_TIME: 0.9227728843688965
> STR_ID: 2ca5 |STR_LEN: 176 |STR_TIME: 0.27547311782836914
> STR_ID: 2ca6 |STR_LEN: 965 |STR_TIME: 1.2907636165618896
> STR_ID: 2ca7 |STR_LEN: 60 |STR_TIME: 3.810230016708374
> STR_ID: 2ca8 |STR_LEN: 260 |STR_TIME: 0.4403228759765625
> STR_ID: 2ca9 |STR_LEN: 408 |STR_TIME: 0.5777528285980225
> STR_ID: 2cab |STR_LEN: 257 |STR_TIME: 0.4676039218902588
> STR_ID: 2cad |STR_LEN: 394 |STR_TIME: 0.5758552551269531
> STR_ID: 2cag |STR_LEN: 546 |STR_TIME: 0.9879920482635498
> STR_ID: 2cah |STR_LEN: 570 |STR_TIME: 0.9341392517089844
> STR_ID: 2cai |STR_LEN: 616 |STR_TIME: 0.8747949600219727
> STR_ID: 2caj |STR_LEN: 340 |STR_TIME: 0.5349631309509277
> STR_ID: 2cak |STR_LEN: 241 |STR_TIME: 0.5963578224182129
> STR_ID: 2cal |STR_LEN: 428 |STR_TIME: 0.8730161190032959
> STR_ID: 2cam |STR_LEN: 337 |STR_TIME: 0.5199689865112305
> STR_ID: 2can |STR_LEN: 1488 |STR_TIME: 2.6144959926605225
> STR_ID: 2caq |STR_LEN: 404 |STR_TIME: 0.5100269317626953
> STR_ID: 2car |STR_LEN: 1038 |STR_TIME: 1.6131060123443604
> STR_ID: 2cas |STR_LEN: 635 |STR_TIME: 1.0277550220489502
> STR_ID: 2cau |STR_LEN: 445 |STR_TIME: 0.658477783203125
> STR_ID: 2cav |STR_LEN: 510 |STR_TIME: 0.7490699291229248
> STR_ID: 2cax |STR_LEN: 315 |STR_TIME: 0.7888438701629639
> STR_ID: 2cay |STR_LEN: 441 |STR_TIME: 0.5490450859069824
> STR_ID: 2caz |STR_LEN: 442 |STR_TIME: 0.8298170566558838
> STR_ID: 3ca0 |STR_LEN: 614 |STR_TIME: 0.628582239151001
> STR_ID: 3ca1 |STR_LEN: 638 |STR_TIME: 1.148470163345337
> STR_ID: 3ca2 |STR_LEN: 420 |STR_TIME: 0.5583751201629639
> STR_ID: 3ca3 |STR_LEN: 608 |STR_TIME: 1.124420166015625
> STR_ID: 3ca4 |STR_LEN: 628 |STR_TIME: 1.2023909091949463
> STR_ID: 3ca5 |STR_LEN: 615 |STR_TIME: 1.1333000659942627
> STR_ID: 3ca6 |STR_LEN: 612 |STR_TIME: 1.1366119384765625
> STR_ID: 3ca7 |STR_LEN: 131 |STR_TIME: 0.1579279899597168
> STR_ID: 3ca8 |STR_LEN: 1265 |STR_TIME: 1.1908178329467773
> STR_ID: 3ca9 |STR_LEN: 277 |STR_TIME: 0.4858722686767578
> STR_ID: 3caa |STR_LEN: 413 |STR_TIME: 0.7108569145202637
> STR_ID: 3cab |STR_LEN: 232 |STR_TIME: 0.28464603424072266
> STR_ID: 3cad |STR_LEN: 318 |STR_TIME: 0.5128591060638428
> STR_ID: 3cae |STR_LEN: 1335 |STR_TIME: 2.432147979736328
> STR_ID: 3caf |STR_LEN: 154 |STR_TIME: 0.2514503002166748
> STR_ID: 3cag |STR_LEN: 834 |STR_TIME: 0.9422619342803955
> STR_ID: 3cah |STR_LEN: 617 |STR_TIME: 1.1391570568084717
> STR_ID: 3cai |STR_LEN: 1409 |STR_TIME: 1.5021908283233643
> STR_ID: 3caj |STR_LEN: 566 |STR_TIME: 0.6377201080322266
> STR_ID: 3cak |STR_LEN: 1511 |STR_TIME: 1.3908958435058594
> STR_ID: 3cal |STR_LEN: 418 |STR_TIME: 0.45218491554260254
> STR_ID: 3cam |STR_LEN: 150 |STR_TIME: 0.28308987617492676
> STR_ID: 3can |STR_LEN: 335 |STR_TIME: 0.39830684661865234
> STR_ID: 3cao |STR_LEN: 379 |STR_TIME: 0.36031198501586914
> STR_ID: 3cap |STR_LEN: 682 |STR_TIME: 1.263273000717163
> STR_ID: 3caq |STR_LEN: 936 |STR_TIME: 1.3322582244873047
> STR_ID: 3car |STR_LEN: 273 |STR_TIME: 0.31006884574890137
> STR_ID: 3cas |STR_LEN: 1122 |STR_TIME: 1.3281288146972656
> STR_ID: 3cau |STR_LEN: 7364 |STR_TIME: 2.206104040145874
> STR_ID: 3cav |STR_LEN: 1275 |STR_TIME: 1.4073371887207031
> STR_ID: 3caw |STR_LEN: 876 |STR_TIME: 1.1942057609558105
> STR_ID: 3cax |STR_LEN: 430 |STR_TIME: 0.7248711585998535
> STR_ID: 3cay |STR_LEN: 758 |STR_TIME: 1.3457438945770264
> STR_ID: 3caz |STR_LEN: 415 |STR_TIME: 0.8748149871826172
> STR_ID: 4ca0 |STR_LEN: 278 |STR_TIME: 0.8406808376312256
> STR_ID: 4ca1 |STR_LEN: 734 |STR_TIME: 1.583772897720337
> STR_ID: 4ca2 |STR_LEN: 359 |STR_TIME: 0.5091509819030762
> STR_ID: 4ca3 |STR_LEN: 88 |STR_TIME: 5.201023817062378
> STR_ID: 4ca4 |STR_LEN: 388 |STR_TIME: 0.6360831260681152
> STR_ID: 4ca5 |STR_LEN: 977 |STR_TIME: 2.170102119445801
> STR_ID: 4ca6 |STR_LEN: 1839 |STR_TIME: 4.377259016036987
> STR_ID: 4ca7 |STR_LEN: 1182 |STR_TIME: 2.24039888381958
> STR_ID: 4ca8 |STR_LEN: 978 |STR_TIME: 2.149784803390503
> STR_ID: 4ca9 |STR_LEN: 490 |STR_TIME: 31.607011079788208
> STR_ID: 4caa |STR_LEN: 366 |STR_TIME: 0.8370811939239502
> STR_ID: 4cab |STR_LEN: 2596 |STR_TIME: 6.8777759075164795
> STR_ID: 4cac |STR_LEN: 417 |STR_TIME: 0.5584392547607422
> STR_ID: 4cad |STR_LEN: 3064 |STR_TIME: 9.220293045043945
> STR_ID: 4cae |STR_LEN: 2443 |STR_TIME: 2.5526180267333984
> STR_ID: 4caf |STR_LEN: 2607 |STR_TIME: 2.761183261871338
> STR_ID: 4cag |STR_LEN: 836 |STR_TIME: 2.017508029937744
> STR_ID: 4cah |STR_LEN: 183 |STR_TIME: 0.45519208908081055
> STR_ID: 4cai |STR_LEN: 426 |STR_TIME: 1.1991908550262451
> STR_ID: 4caj |STR_LEN: 1033 |STR_TIME: 2.066152811050415
> STR_ID: 4cak |STR_LEN: 1611 |STR_TIME: 4.09521484375
> STR_ID: 4cam |STR_LEN: 1144 |STR_TIME: 2.8571250438690186
> STR_ID: 4can |STR_LEN: 1074 |STR_TIME: 2.892815113067627
> STR_ID: 4cao |STR_LEN: 1006 |STR_TIME: 2.790919303894043
> STR_ID: 4cap |STR_LEN: 1045 |STR_TIME: 2.849585771560669
> STR_ID: 4caq |STR_LEN: 1089 |STR_TIME: 2.889770984649658
> STR_ID: 4car |STR_LEN: 1209 |STR_TIME: 2.771406888961792
> STR_ID: 4cas |STR_LEN: 1191 |STR_TIME: 3.87036395072937
> STR_ID: 4cat |STR_LEN: 1320 |STR_TIME: 1.2731800079345703
> STR_ID: 4cau |STR_LEN: 1588 |STR_TIME: 0.5307128429412842
> STR_ID: 4cav |STR_LEN: 807 |STR_TIME: 1.45552396774292
> STR_ID: 4caw |STR_LEN: 485 |STR_TIME: 1.3741998672485352
> STR_ID: 4cax |STR_LEN: 688 |STR_TIME: 0.840601921081543
> STR_ID: 4cay |STR_LEN: 413 |STR_TIME: 0.7526719570159912
> STR_ID: 4caz |STR_LEN: 1537 |STR_TIME: 3.6066629886627197
> STR_ID: 5ca0 |STR_LEN: 2364 |STR_TIME: 7.574871063232422
> STR_ID: 5ca1 |STR_LEN: 2572 |STR_TIME: 4.217824220657349
> STR_ID: 5ca2 |STR_LEN: 376 |STR_TIME: 0.5308589935302734
> STR_ID: 5ca3 |STR_LEN: 2812 |STR_TIME: 3.187138080596924
> STR_ID: 5ca5 |STR_LEN: 648 |STR_TIME: 1.743037223815918
> STR_ID: 5ca6 |STR_LEN: 662 |STR_TIME: 0.7717437744140625
> STR_ID: 5ca7 |STR_LEN: 689 |STR_TIME: 1.0622642040252686
> STR_ID: 5ca8 |STR_LEN: 773 |STR_TIME: 2.292393207550049
> STR_ID: 5ca9 |STR_LEN: 774 |STR_TIME: 2.3031880855560303
> STR_ID: 5caa |STR_LEN: 346 |STR_TIME: 0.5917377471923828
> STR_ID: 5cab |STR_LEN: 282 |STR_TIME: 0.943676233291626
> STR_ID: 5cac |STR_LEN: 410 |STR_TIME: 0.5454537868499756
> STR_ID: 5cad |STR_LEN: 638 |STR_TIME: 0.7907876968383789
> STR_ID: 5cae |STR_LEN: 953 |STR_TIME: 1.275282859802246
> STR_ID: 5cag |STR_LEN: 293 |STR_TIME: 0.9781339168548584
> STR_ID: 5cah |STR_LEN: 1207 |STR_TIME: 1.455453872680664
> STR_ID: 5cai |STR_LEN: 564 |STR_TIME: 1.1813609600067139
> STR_ID: 5caj |STR_LEN: 1078 |STR_TIME: 1.9612030982971191
> STR_ID: 5cak |STR_LEN: 1414 |STR_TIME: 1.4465694427490234
> STR_ID: 5cal |STR_LEN: 301 |STR_TIME: 1.040898084640503
> STR_ID: 5cam |STR_LEN: 323 |STR_TIME: 1.2411577701568604
> STR_ID: 5can |STR_LEN: 307 |STR_TIME: 1.0937509536743164
> STR_ID: 5cao |STR_LEN: 306 |STR_TIME: 1.0945179462432861
> STR_ID: 5cap |STR_LEN: 348 |STR_TIME: 1.0864219665527344
> STR_ID: 5caq |STR_LEN: 382 |STR_TIME: 1.1465718746185303
> STR_ID: 5cas |STR_LEN: 435 |STR_TIME: 1.1002812385559082
> STR_ID: 5cau |STR_LEN: 400 |STR_TIME: 1.1113190650939941
> STR_ID: 5cav |STR_LEN: 309 |STR_TIME: 1.1289191246032715
> STR_ID: 5caw |STR_LEN: 819 |STR_TIME: 2.4763100147247314
> STR_ID: 5cax |STR_LEN: 496 |STR_TIME: 1.3681879043579102
> STR_ID: 5cay |STR_LEN: 472 |STR_TIME: 1.5988900661468506
> STR_ID: 5caz |STR_LEN: 353 |STR_TIME: 0.3996589183807373
> STR_ID: 6ca2 |STR_LEN: 340 |STR_TIME: 0.5106298923492432
> STR_ID: 7ca2 |STR_LEN: 346 |STR_TIME: 0.5113821029663086
> STR_ID: 7cat |STR_LEN: 1100 |STR_TIME: 1.8320069313049316
> STR_ID: 8ca2 |STR_LEN: 323 |STR_TIME: 0.5074701309204102
> STR_ID: 8cat |STR_LEN: 1098 |STR_TIME: 1.9458906650543213
> STR_ID: 9ca2 |STR_LEN: 333 |STR_TIME: 0.5308640003204346
>> FINISH_DIR: ./data/c/ca/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'> |STR_COUNT: 1845 |DIR_TIME: 250.4719259738922 

>> START_DIR: ./data/c/cb/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1cb0 |STR_LEN: 442 |STR_TIME: 0.5465810298919678
> STR_ID: 1cb1 |STR_LEN: 78 |STR_TIME: 3.148771047592163
> STR_ID: 1cb2 |STR_LEN: 1136 |STR_TIME: 1.426771879196167
> STR_ID: 1cb3 |STR_LEN: 13 |STR_TIME: 1.49503493309021
> STR_ID: 1cb4 |STR_LEN: 444 |STR_TIME: 0.570026159286499
> STR_ID: 1cb5 |STR_LEN: 1359 |STR_TIME: 2.4631009101867676
> STR_ID: 1cb6 |STR_LEN: 1050 |STR_TIME: 1.3631539344787598
> STR_ID: 1cb7 |STR_LEN: 2257 |STR_TIME: 2.472719669342041
> STR_ID: 1cb8 |STR_LEN: 1208 |STR_TIME: 1.4322741031646729
> STR_ID: 1cb9 |STR_LEN: 62 |STR_TIME: 3.7547619342803955
> STR_ID: 1cbf |STR_LEN: 377 |STR_TIME: 0.513592004776001
> STR_ID: 1cbg |STR_LEN: 926 |STR_TIME: 1.0664489269256592
> STR_ID: 1cbh |STR_LEN: 36 |STR_TIME: 0.13904523849487305
> STR_ID: 1cbi |STR_LEN: 343 |STR_TIME: 0.624859094619751
> STR_ID: 1cbj |STR_LEN: 538 |STR_TIME: 0.5841081142425537
> STR_ID: 1cbk |STR_LEN: 728 |STR_TIME: 0.7313251495361328
> STR_ID: 1cbl |STR_LEN: 663 |STR_TIME: 1.0867712497711182
> STR_ID: 1cbm |STR_LEN: 729 |STR_TIME: 1.1286230087280273
> STR_ID: 1cbn |STR_LEN: 47 |STR_TIME: 0.20797395706176758
> STR_ID: 1cbo |STR_LEN: 794 |STR_TIME: 1.036548137664795
> STR_ID: 1cbq |STR_LEN: 192 |STR_TIME: 0.2940237522125244
> STR_ID: 1cbr |STR_LEN: 302 |STR_TIME: 0.5125858783721924
> STR_ID: 1cbs |STR_LEN: 238 |STR_TIME: 0.3042449951171875
> STR_ID: 1cbu |STR_LEN: 744 |STR_TIME: 0.9988448619842529
> STR_ID: 1cbv |STR_LEN: 441 |STR_TIME: 0.7837262153625488
> STR_ID: 1cbw |STR_LEN: 754 |STR_TIME: 1.0323519706726074
> STR_ID: 1cbx |STR_LEN: 487 |STR_TIME: 0.6394307613372803
> STR_ID: 1cby |STR_LEN: 255 |STR_TIME: 0.49652814865112305
> STR_ID: 2cb0 |STR_LEN: 944 |STR_TIME: 1.2552547454833984
> STR_ID: 2cb1 |STR_LEN: 553 |STR_TIME: 0.7746639251708984
> STR_ID: 2cb2 |STR_LEN: 2325 |STR_TIME: 3.405916929244995
> STR_ID: 2cb3 |STR_LEN: 896 |STR_TIME: 1.389611005783081
> STR_ID: 2cb4 |STR_LEN: 4962 |STR_TIME: 6.990274906158447
> STR_ID: 2cb5 |STR_LEN: 1470 |STR_TIME: 1.8192429542541504
> STR_ID: 2cb6 |STR_LEN: 3833 |STR_TIME: 6.970311164855957
> STR_ID: 2cb8 |STR_LEN: 474 |STR_TIME: 0.7867882251739502
> STR_ID: 2cb9 |STR_LEN: 566 |STR_TIME: 0.5053081512451172
> STR_ID: 2cba |STR_LEN: 479 |STR_TIME: 0.5665321350097656
> STR_ID: 2cbb |STR_LEN: 479 |STR_TIME: 0.5542352199554443
> STR_ID: 2cbc |STR_LEN: 478 |STR_TIME: 0.5752830505371094
> STR_ID: 2cbd |STR_LEN: 477 |STR_TIME: 0.5719139575958252
> STR_ID: 2cbe |STR_LEN: 476 |STR_TIME: 0.5868880748748779
> STR_ID: 2cbf |STR_LEN: 235 |STR_TIME: 0.6103739738464355
> STR_ID: 2cbg |STR_LEN: 286 |STR_TIME: 0.43309807777404785
> STR_ID: 2cbh |STR_LEN: 36 |STR_TIME: 3.953530788421631
> STR_ID: 2cbi |STR_LEN: 1835 |STR_TIME: 3.9992330074310303
> STR_ID: 2cbj |STR_LEN: 1454 |STR_TIME: 3.8452088832855225
> STR_ID: 2cbl |STR_LEN: 656 |STR_TIME: 0.7082901000976562
> STR_ID: 2cbm |STR_LEN: 167 |STR_TIME: 0.23761510848999023
> STR_ID: 2cbn |STR_LEN: 308 |STR_TIME: 0.5304121971130371
> STR_ID: 2cbo |STR_LEN: 234 |STR_TIME: 0.34316396713256836
> STR_ID: 2cbp |STR_LEN: 219 |STR_TIME: 0.397763729095459
> STR_ID: 2cbq |STR_LEN: 771 |STR_TIME: 1.1376478672027588
> STR_ID: 2cbr |STR_LEN: 145 |STR_TIME: 0.3005099296569824
> STR_ID: 2cbs |STR_LEN: 191 |STR_TIME: 0.2863287925720215
> STR_ID: 2cbt |STR_LEN: 254 |STR_TIME: 0.4185001850128174
> STR_ID: 2cbu |STR_LEN: 1710 |STR_TIME: 1.8479700088500977
> STR_ID: 2cbv |STR_LEN: 1578 |STR_TIME: 1.8778629302978516
> STR_ID: 2cbx |STR_LEN: 1380 |STR_TIME: 2.9643430709838867
> STR_ID: 2cby |STR_LEN: 1486 |STR_TIME: 2.141937255859375
> STR_ID: 2cbz |STR_LEN: 517 |STR_TIME: 0.987011194229126
> STR_ID: 3cb0 |STR_LEN: 1855 |STR_TIME: 1.4579808712005615
> STR_ID: 3cb2 |STR_LEN: 1236 |STR_TIME: 1.604827880859375
> STR_ID: 3cb3 |STR_LEN: 1961 |STR_TIME: 2.695826292037964
> STR_ID: 3cb4 |STR_LEN: 3153 |STR_TIME: 5.453019857406616
> STR_ID: 3cb5 |STR_LEN: 1336 |STR_TIME: 1.681035041809082
> STR_ID: 3cb6 |STR_LEN: 793 |STR_TIME: 0.8919780254364014
> STR_ID: 3cb7 |STR_LEN: 537 |STR_TIME: 0.5629291534423828
> STR_ID: 3cb8 |STR_LEN: 269 |STR_TIME: 0.5128529071807861
> STR_ID: 3cb9 |STR_LEN: 540 |STR_TIME: 0.9203109741210938
> STR_ID: 3cba |STR_LEN: 572 |STR_TIME: 0.7707247734069824
> STR_ID: 3cbb |STR_LEN: 357 |STR_TIME: 0.5740339756011963
> STR_ID: 3cbc |STR_LEN: 829 |STR_TIME: 1.0955426692962646
> STR_ID: 3cbd |STR_LEN: 1195 |STR_TIME: 1.7120258808135986
> STR_ID: 3cbe |STR_LEN: 468 |STR_TIME: 0.9092411994934082
> STR_ID: 3cbf |STR_LEN: 1217 |STR_TIME: 1.521507978439331
> STR_ID: 3cbg |STR_LEN: 346 |STR_TIME: 0.5051519870758057
> STR_ID: 3cbh |STR_LEN: 365 |STR_TIME: 0.1405470371246338
> STR_ID: 3cbi |STR_LEN: 492 |STR_TIME: 0.900691032409668
> STR_ID: 3cbj |STR_LEN: 614 |STR_TIME: 0.7636070251464844
> STR_ID: 3cbk |STR_LEN: 430 |STR_TIME: 0.6832921504974365
> STR_ID: 3cbl |STR_LEN: 693 |STR_TIME: 0.7867639064788818
> STR_ID: 3cbm |STR_LEN: 409 |STR_TIME: 0.562567949295044
> STR_ID: 3cbn |STR_LEN: 270 |STR_TIME: 0.34490394592285156
> STR_ID: 3cbo |STR_LEN: 386 |STR_TIME: 0.5916440486907959
> STR_ID: 3cbp |STR_LEN: 365 |STR_TIME: 0.5326261520385742
> STR_ID: 3cbq |STR_LEN: 244 |STR_TIME: 0.3813309669494629
> STR_ID: 3cbr |STR_LEN: 465 |STR_TIME: 0.4644348621368408
> STR_ID: 3cbs |STR_LEN: 195 |STR_TIME: 0.29673171043395996
> STR_ID: 3cbt |STR_LEN: 533 |STR_TIME: 0.5131349563598633
> STR_ID: 3cbu |STR_LEN: 795 |STR_TIME: 0.8558089733123779
> STR_ID: 3cbw |STR_LEN: 1261 |STR_TIME: 2.4180660247802734
> STR_ID: 3cbx |STR_LEN: 328 |STR_TIME: 0.46129894256591797
> STR_ID: 3cby |STR_LEN: 399 |STR_TIME: 0.7586979866027832
> STR_ID: 3cbz |STR_LEN: 194 |STR_TIME: 0.4203207492828369
> STR_ID: 4cb0 |STR_LEN: 467 |STR_TIME: 1.584719181060791
> STR_ID: 4cb4 |STR_LEN: 398 |STR_TIME: 0.7314839363098145
> STR_ID: 4cb5 |STR_LEN: 239 |STR_TIME: 0.6632308959960938
> STR_ID: 4cb6 |STR_LEN: 487 |STR_TIME: 0.6736078262329102
> STR_ID: 4cb7 |STR_LEN: 447 |STR_TIME: 0.6588811874389648
> STR_ID: 4cb8 |STR_LEN: 496 |STR_TIME: 0.9126551151275635
> STR_ID: 4cb9 |STR_LEN: 484 |STR_TIME: 0.8998961448669434
> STR_ID: 4cba |STR_LEN: 494 |STR_TIME: 0.9507851600646973
> STR_ID: 4cbb |STR_LEN: 7627 |STR_TIME: 14.371064186096191
> STR_ID: 4cbc |STR_LEN: 472 |STR_TIME: 1.3635129928588867
> STR_ID: 4cbe |STR_LEN: 316 |STR_TIME: 0.4462852478027344
> STR_ID: 4cbf |STR_LEN: 1707 |STR_TIME: 0.6378171443939209
> STR_ID: 4cbg |STR_LEN: 1981 |STR_TIME: 6.021661996841431
> STR_ID: 4cbh |STR_LEN: 2146 |STR_TIME: 4.849299907684326
> STR_ID: 4cbi |STR_LEN: 1738 |STR_TIME: 5.551584005355835
> STR_ID: 4cbj |STR_LEN: 934 |STR_TIME: 1.5432047843933105
> STR_ID: 4cbk |STR_LEN: 995 |STR_TIME: 1.5135610103607178
> STR_ID: 4cbl |STR_LEN: 1891 |STR_TIME: 3.328423023223877
> STR_ID: 4cbm |STR_LEN: 1840 |STR_TIME: 3.255011796951294
> STR_ID: 4cbn |STR_LEN: 767 |STR_TIME: 1.5677480697631836
> STR_ID: 4cbo |STR_LEN: 719 |STR_TIME: 223.54822897911072
> STR_ID: 4cbp |STR_LEN: 872 |STR_TIME: 2.1718127727508545
> STR_ID: 4cbq |STR_LEN: 1054 |STR_TIME: 1.3474881649017334
> STR_ID: 4cbr |STR_LEN: 506 |STR_TIME: 1.3000597953796387
> STR_ID: 4cbs |STR_LEN: 468 |STR_TIME: 1.2582530975341797
> STR_ID: 4cbt |STR_LEN: 1066 |STR_TIME: 1.8164281845092773
> STR_ID: 4cbu |STR_LEN: 1260 |STR_TIME: 3.167870044708252
> STR_ID: 4cbv |STR_LEN: 1505 |STR_TIME: 5.971004009246826
> STR_ID: 4cbw |STR_LEN: 551 |STR_TIME: 2.456106185913086
> STR_ID: 4cbx |STR_LEN: 836 |STR_TIME: 1.7833693027496338
> STR_ID: 4cby |STR_LEN: 1634 |STR_TIME: 2.641050100326538
> STR_ID: 4cbz |STR_LEN: 606 |STR_TIME: 1.791600227355957
> STR_ID: 5cb0 |STR_LEN: 580 |STR_TIME: 1.0872609615325928
> STR_ID: 5cb1 |STR_LEN: 571 |STR_TIME: 1.0498418807983398
> STR_ID: 5cb2 |STR_LEN: 679 |STR_TIME: 2.277024030685425
> STR_ID: 5cb3 |STR_LEN: 309 |STR_TIME: 0.41787219047546387
> STR_ID: 5cb4 |STR_LEN: 3023 |STR_TIME: 7.872491121292114
> STR_ID: 5cb5 |STR_LEN: 3358 |STR_TIME: 5.614694356918335
> STR_ID: 5cb6 |STR_LEN: 1147 |STR_TIME: 3.535032033920288
> STR_ID: 5cb7 |STR_LEN: 931 |STR_TIME: 0.8381960391998291
> STR_ID: 5cb8 |STR_LEN: 915 |STR_TIME: 1.3857228755950928
> STR_ID: 5cb9 |STR_LEN: 219 |STR_TIME: 0.29772210121154785
> STR_ID: 5cba |STR_LEN: 725 |STR_TIME: 2.10556697845459
> STR_ID: 5cbb |STR_LEN: 1237 |STR_TIME: 1.406982183456421
> STR_ID: 5cbe |STR_LEN: 695 |STR_TIME: 1.9649112224578857
> STR_ID: 5cbf |STR_LEN: 615 |STR_TIME: 1.0842869281768799
> STR_ID: 5cbg |STR_LEN: 659 |STR_TIME: 1.1091022491455078
> STR_ID: 5cbh |STR_LEN: 621 |STR_TIME: 1.1513609886169434
> STR_ID: 5cbi |STR_LEN: 1175 |STR_TIME: 1.4171693325042725
> STR_ID: 5cbj |STR_LEN: 1246 |STR_TIME: 1.4130520820617676
> STR_ID: 5cbk |STR_LEN: 575 |STR_TIME: 1.0175487995147705
> STR_ID: 5cbl |STR_LEN: 847 |STR_TIME: 2.0089480876922607
> STR_ID: 5cbm |STR_LEN: 9496 |STR_TIME: 11.75797986984253
> STR_ID: 5cbn |STR_LEN: 652 |STR_TIME: 1.783033847808838
> STR_ID: 5cbo |STR_LEN: 2146 |STR_TIME: 6.675633907318115
> STR_ID: 5cbp |STR_LEN: 381 |STR_TIME: 0.6271407604217529
> STR_ID: 5cbq |STR_LEN: 2721 |STR_TIME: 3.999385118484497
> STR_ID: 5cbr |STR_LEN: 431 |STR_TIME: 0.6057960987091064
> STR_ID: 5cbs |STR_LEN: 2481 |STR_TIME: 2.2645211219787598
> STR_ID: 5cbt |STR_LEN: 294 |STR_TIME: 0.4235110282897949
> STR_ID: 5cbu |STR_LEN: 302 |STR_TIME: 0.4261651039123535
> STR_ID: 5cbv |STR_LEN: 303 |STR_TIME: 0.39783596992492676
