>> START_DIR: ./data/z/z0/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1z00 |STR_LEN: 168 |STR_TIME: 10.588670253753662
> STR_ID: 4z7i |STR_LEN: 1770 |STR_TIME: 3.183260917663574
> STR_ID: 4z7j |STR_LEN: 646 |STR_TIME: 1.2011868953704834
> STR_ID: 4z7k |STR_LEN: 438 |STR_TIME: 0.8621680736541748
> STR_ID: 4z7l |STR_LEN: 1236 |STR_TIME: 2.3699381351470947
> STR_ID: 4z7m |STR_LEN: 913 |STR_TIME: 1.0212669372558594
> STR_ID: 4z7n |STR_LEN: 3480 |STR_TIME: 12.688615083694458
> STR_ID: 4z7o |STR_LEN: 3326 |STR_TIME: 12.794320106506348
> STR_ID: 4z7p |STR_LEN: 78 |STR_TIME: 0.2238140106201172
> STR_ID: 4z7q |STR_LEN: 3741 |STR_TIME: 12.906312942504883
> STR_ID: 4z7r |STR_LEN: 817 |STR_TIME: 1.9009122848510742
> STR_ID: 4z7u |STR_LEN: 1893 |STR_TIME: 5.086815118789673
> STR_ID: 4z7v |STR_LEN: 1962 |STR_TIME: 5.222557067871094
> STR_ID: 4z7w |STR_LEN: 1740 |STR_TIME: 5.223780155181885
> STR_ID: 4z7x |STR_LEN: 872 |STR_TIME: 1.6511828899383545
> STR_ID: 4z7y |STR_LEN: 2031 |STR_TIME: 3.3070290088653564
> STR_ID: 4z7z |STR_LEN: 458 |STR_TIME: 1.2457778453826904
>> FINISH_DIR: ./data/z/z7/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'> |STR_COUNT: 780 |DIR_TIME: 199.70890498161316 

>> START_DIR: ./data/z/z8/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1z81 |STR_LEN: 202 |STR_TIME: 0.3739151954650879
> STR_ID: 1z82 |STR_LEN: 959 |STR_TIME: 1.299156904220581
> STR_ID: 1z83 |STR_LEN: 1057 |STR_TIME: 1.180271863937378
> STR_ID: 1z84 |STR_LEN: 1128 |STR_TIME: 1.2477688789367676
> STR_ID: 1z85 |STR_LEN: 726 |STR_TIME: 0.8270111083984375
> STR_ID: 1z86 |STR_LEN: 87 |STR_TIME: 5.225078105926514
> STR_ID: 1z87 |STR_LEN: 263 |STR_TIME: 11.441397905349731
> STR_ID: 1z88 |STR_LEN: 1369 |STR_TIME: 1.683077096939087
> STR_ID: 1z89 |STR_LEN: 663 |STR_TIME: 0.6933650970458984
> STR_ID: 1z8a |STR_LEN: 692 |STR_TIME: 1.2461018562316895
> STR_ID: 1z8c |STR_LEN: 310 |STR_TIME: 0.4155008792877197
> STR_ID: 1z8d |STR_LEN: 1193 |STR_TIME: 1.5327730178833008
> STR_ID: 1z8f |STR_LEN: 208 |STR_TIME: 0.34186816215515137
> STR_ID: 1z8g |STR_LEN: 833 |STR_TIME: 0.8919007778167725
> STR_ID: 1z8h |STR_LEN: 1628 |STR_TIME: 1.6042320728302002
> STR_ID: 1z8i |STR_LEN: 550 |STR_TIME: 0.6431882381439209
> STR_ID: 1z8j |STR_LEN: 538 |STR_TIME: 0.6121938228607178
> STR_ID: 1z8k |STR_LEN: 1263 |STR_TIME: 1.0927321910858154
> STR_ID: 1z8l |STR_LEN: 2848 |STR_TIME: 4.8319408893585205
> STR_ID: 1z8m |STR_LEN: 88 |STR_TIME: 8.655136108398438
> STR_ID: 1z8n |STR_LEN: 875 |STR_TIME: 1.1494958400726318
> STR_ID: 1z8o |STR_LEN: 680 |STR_TIME: 0.7800040245056152
> STR_ID: 1z8p |STR_LEN: 572 |STR_TIME: 0.8819019794464111
> STR_ID: 1z8q |STR_LEN: 579 |STR_TIME: 0.7526981830596924
> STR_ID: 1z8r |STR_LEN: 151 |STR_TIME: 7.380468130111694
> STR_ID: 1z8s |STR_LEN: 146 |STR_TIME: 4.70568585395813
> STR_ID: 1z8t |STR_LEN: 1352 |STR_TIME: 1.491152048110962
> STR_ID: 1z8u |STR_LEN: 841 |STR_TIME: 0.9356939792633057
> STR_ID: 1z8v |STR_LEN: 89 |STR_TIME: 0.1598348617553711
> STR_ID: 1z8w |STR_LEN: 1703 |STR_TIME: 1.6900842189788818
> STR_ID: 1z8x |STR_LEN: 1451 |STR_TIME: 1.5245623588562012
> STR_ID: 1z8y |STR_LEN: 2388 |STR_TIME: 3.779653787612915
> STR_ID: 2z80 |STR_LEN: 905 |STR_TIME: 1.1705090999603271
> STR_ID: 2z81 |STR_LEN: 869 |STR_TIME: 1.0597939491271973
> STR_ID: 2z82 |STR_LEN: 642 |STR_TIME: 1.0075159072875977
> STR_ID: 2z83 |STR_LEN: 837 |STR_TIME: 0.912182092666626
> STR_ID: 2z84 |STR_LEN: 321 |STR_TIME: 0.39751291275024414
> STR_ID: 2z85 |STR_LEN: 501 |STR_TIME: 0.5925087928771973
> STR_ID: 2z86 |STR_LEN: 2941 |STR_TIME: 4.383517026901245
> STR_ID: 2z87 |STR_LEN: 1341 |STR_TIME: 2.1314239501953125
> STR_ID: 2z8a |STR_LEN: 673 |STR_TIME: 1.1544067859649658
> STR_ID: 2z8c |STR_LEN: 307 |STR_TIME: 0.5892601013183594
> STR_ID: 2z8d |STR_LEN: 1761 |STR_TIME: 1.6033728122711182
> STR_ID: 2z8e |STR_LEN: 1663 |STR_TIME: 1.5199549198150635
> STR_ID: 2z8f |STR_LEN: 1790 |STR_TIME: 1.5733439922332764
> STR_ID: 2z8g |STR_LEN: 2290 |STR_TIME: 2.2609198093414307
> STR_ID: 2z8h |STR_LEN: 145 |STR_TIME: 0.26741981506347656
> STR_ID: 2z8i |STR_LEN: 1554 |STR_TIME: 1.8794760704040527
> STR_ID: 2z8j |STR_LEN: 1495 |STR_TIME: 1.8661341667175293
> STR_ID: 2z8k |STR_LEN: 1675 |STR_TIME: 1.8886048793792725
> STR_ID: 2z8l |STR_LEN: 309 |STR_TIME: 0.43629884719848633
> STR_ID: 2z8m |STR_LEN: 845 |STR_TIME: 0.8488802909851074
> STR_ID: 2z8n |STR_LEN: 931 |STR_TIME: 0.8822510242462158
> STR_ID: 2z8o |STR_LEN: 588 |STR_TIME: 0.8458108901977539
> STR_ID: 2z8p |STR_LEN: 483 |STR_TIME: 0.4998321533203125
> STR_ID: 2z8q |STR_LEN: 293 |STR_TIME: 0.3253769874572754
> STR_ID: 2z8r |STR_LEN: 2525 |STR_TIME: 2.4502511024475098
> STR_ID: 2z8s |STR_LEN: 1525 |STR_TIME: 2.048804759979248
> STR_ID: 2z8u |STR_LEN: 969 |STR_TIME: 1.2264058589935303
> STR_ID: 2z8v |STR_LEN: 1379 |STR_TIME: 1.7085249423980713
> STR_ID: 2z8w |STR_LEN: 1378 |STR_TIME: 1.7225940227508545
> STR_ID: 2z8x |STR_LEN: 1397 |STR_TIME: 1.2195367813110352
> STR_ID: 2z8y |STR_LEN: 6827 |STR_TIME: 9.668647050857544
> STR_ID: 2z8z |STR_LEN: 1125 |STR_TIME: 1.1961121559143066
> STR_ID: 4z80 |STR_LEN: 2364 |STR_TIME: 2.2131829261779785
> STR_ID: 4z81 |STR_LEN: 1675 |STR_TIME: 1.886535882949829
> STR_ID: 4z82 |STR_LEN: 430 |STR_TIME: 0.47403693199157715
> STR_ID: 4z83 |STR_LEN: 734 |STR_TIME: 1.8822338581085205
> STR_ID: 4z84 |STR_LEN: 817 |STR_TIME: 1.9976792335510254
> STR_ID: 4z85 |STR_LEN: 308 |STR_TIME: 0.47632503509521484
> STR_ID: 4z86 |STR_LEN: 681 |STR_TIME: 0.7802228927612305
> STR_ID: 4z87 |STR_LEN: 2446 |STR_TIME: 9.067337989807129
> STR_ID: 4z88 |STR_LEN: 985 |STR_TIME: 3.095207929611206
> STR_ID: 4z89 |STR_LEN: 892 |STR_TIME: 2.557905912399292
> STR_ID: 4z8a |STR_LEN: 202 |STR_TIME: 0.24737095832824707
> STR_ID: 4z8b |STR_LEN: 307 |STR_TIME: 1.2012279033660889
> STR_ID: 4z8c |STR_LEN: 26872 |STR_TIME: 72.39825105667114
> STR_ID: 4z8d |STR_LEN: 948 |STR_TIME: 1.3375320434570312
> STR_ID: 4z8e |STR_LEN: 240 |STR_TIME: 0.6061577796936035
> STR_ID: 4z8f |STR_LEN: 643 |STR_TIME: 0.8359200954437256
> STR_ID: 4z8g |STR_LEN: 297 |STR_TIME: 0.9724998474121094
> STR_ID: 4z8i |STR_LEN: 299 |STR_TIME: 0.7603631019592285
> STR_ID: 4z8j |STR_LEN: 288 |STR_TIME: 0.607673168182373
> STR_ID: 4z8k |STR_LEN: 435 |STR_TIME: 1.6087329387664795
> STR_ID: 4z8l |STR_LEN: 1071 |STR_TIME: 1.7407970428466797
> STR_ID: 4z8m |STR_LEN: 326 |STR_TIME: 0.5996370315551758
> STR_ID: 4z8n |STR_LEN: 782 |STR_TIME: 1.9575600624084473
> STR_ID: 4z8q |STR_LEN: 759 |STR_TIME: 0.8231401443481445
> STR_ID: 4z8s |STR_LEN: 925 |STR_TIME: 1.0205817222595215
> STR_ID: 4z8t |STR_LEN: 814 |STR_TIME: 0.8745999336242676
> STR_ID: 4z8u |STR_LEN: 757 |STR_TIME: 0.8446400165557861
> STR_ID: 4z8v |STR_LEN: 591 |STR_TIME: 1.2594571113586426
> STR_ID: 4z8w |STR_LEN: 192 |STR_TIME: 0.32178616523742676
> STR_ID: 4z8x |STR_LEN: 1284 |STR_TIME: 4.007803916931152
> STR_ID: 4z8y |STR_LEN: 679 |STR_TIME: 0.7352020740509033
> STR_ID: 4z8z |STR_LEN: 347 |STR_TIME: 1.099886178970337
>> FINISH_DIR: ./data/z/z8/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'> |STR_COUNT: 876 |DIR_TIME: 243.8864450454712 

>> START_DIR: ./data/z/z9/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1z90 |STR_LEN: 1336 |STR_TIME: 1.6573569774627686
> STR_ID: 1z91 |STR_LEN: 173 |STR_TIME: 0.3028690814971924
> STR_ID: 1z92 |STR_LEN: 244 |STR_TIME: 0.4701728820800781
> STR_ID: 1z93 |STR_LEN: 373 |STR_TIME: 0.5292680263519287
> STR_ID: 1z94 |STR_LEN: 1259 |STR_TIME: 1.510669231414795
> STR_ID: 1z95 |STR_LEN: 374 |STR_TIME: 0.4830658435821533
> STR_ID: 1z96 |STR_LEN: 168 |STR_TIME: 0.2904791831970215
> STR_ID: 1z97 |STR_LEN: 361 |STR_TIME: 0.5152671337127686
> STR_ID: 1z98 |STR_LEN: 704 |STR_TIME: 0.9256370067596436
> STR_ID: 1z99 |STR_LEN: 42 |STR_TIME: 2.5097718238830566
> STR_ID: 1z9a |STR_LEN: 2069 |STR_TIME: 2.420445203781128
> STR_ID: 1z9b |STR_LEN: 135 |STR_TIME: 8.12196683883667
> STR_ID: 1z9c |STR_LEN: 1169 |STR_TIME: 2.2438859939575195
> STR_ID: 1z9d |STR_LEN: 811 |STR_TIME: 1.3137297630310059
> STR_ID: 1z9e |STR_LEN: 83 |STR_TIME: 4.040841341018677
> STR_ID: 1z9f |STR_LEN: 103 |STR_TIME: 0.2760169506072998
> STR_ID: 1z9g |STR_LEN: 483 |STR_TIME: 0.6085100173950195
> STR_ID: 1z9h |STR_LEN: 1196 |STR_TIME: 1.8618028163909912
> STR_ID: 1z9i |STR_LEN: 53 |STR_TIME: 4.5372538566589355
> STR_ID: 1z9j |STR_LEN: 833 |STR_TIME: 1.5464842319488525
> STR_ID: 1z9k |STR_LEN: 831 |STR_TIME: 1.5042657852172852
> STR_ID: 1z9l |STR_LEN: 257 |STR_TIME: 0.31028294563293457
> STR_ID: 1z9m |STR_LEN: 405 |STR_TIME: 0.5243239402770996
> STR_ID: 1z9n |STR_LEN: 1712 |STR_TIME: 1.3472073078155518
> STR_ID: 1z9o |STR_LEN: 953 |STR_TIME: 1.3818609714508057
> STR_ID: 1z9p |STR_LEN: 807 |STR_TIME: 0.668004035949707
> STR_ID: 1z9q |STR_LEN: 66 |STR_TIME: 4.0784618854522705
> STR_ID: 1z9s |STR_LEN: 702 |STR_TIME: 0.8713827133178711
> STR_ID: 1z9t |STR_LEN: 479 |STR_TIME: 0.5132689476013184
> STR_ID: 1z9u |STR_LEN: 605 |STR_TIME: 0.6976346969604492
> STR_ID: 1z9v |STR_LEN: 102 |STR_TIME: 6.4272918701171875
> STR_ID: 1z9w |STR_LEN: 133 |STR_TIME: 0.25110888481140137
> STR_ID: 1z9x |STR_LEN: 909 |STR_TIME: 1.556562900543213
> STR_ID: 1z9y |STR_LEN: 501 |STR_TIME: 0.5479741096496582
> STR_ID: 1z9z |STR_LEN: 303 |STR_TIME: 0.29986023902893066
> STR_ID: 2z90 |STR_LEN: 1062 |STR_TIME: 1.1647558212280273
> STR_ID: 2z91 |STR_LEN: 932 |STR_TIME: 1.4968338012695312
> STR_ID: 2z92 |STR_LEN: 564 |STR_TIME: 0.7648031711578369
> STR_ID: 2z93 |STR_LEN: 668 |STR_TIME: 0.9846322536468506
> STR_ID: 2z94 |STR_LEN: 761 |STR_TIME: 0.6540298461914062
> STR_ID: 2z95 |STR_LEN: 1608 |STR_TIME: 2.3925321102142334
> STR_ID: 2z97 |STR_LEN: 1121 |STR_TIME: 0.9797730445861816
> STR_ID: 2z98 |STR_LEN: 314 |STR_TIME: 0.40181922912597656
> STR_ID: 2z99 |STR_LEN: 246 |STR_TIME: 0.3180978298187256
> STR_ID: 2z9a |STR_LEN: 186 |STR_TIME: 0.2977621555328369
> STR_ID: 2z9b |STR_LEN: 305 |STR_TIME: 0.3910548686981201
> STR_ID: 2z9c |STR_LEN: 268 |STR_TIME: 0.38978004455566406
> STR_ID: 2z9d |STR_LEN: 566 |STR_TIME: 0.7206568717956543
> STR_ID: 2z9g |STR_LEN: 867 |STR_TIME: 0.6958048343658447
> STR_ID: 2z9h |STR_LEN: 577 |STR_TIME: 0.9565191268920898
> STR_ID: 2z9i |STR_LEN: 1162 |STR_TIME: 1.3414621353149414
> STR_ID: 2z9j |STR_LEN: 1344 |STR_TIME: 1.214775800704956
> STR_ID: 2z9k |STR_LEN: 1392 |STR_TIME: 1.2608380317687988
> STR_ID: 2z9l |STR_LEN: 1100 |STR_TIME: 1.2015609741210938
> STR_ID: 2z9n |STR_LEN: 768 |STR_TIME: 1.1567049026489258
> STR_ID: 2z9o |STR_LEN: 506 |STR_TIME: 1.1075549125671387
> STR_ID: 2z9q |STR_LEN: 75 |STR_TIME: 0.05790996551513672
> STR_ID: 2z9s |STR_LEN: 1970 |STR_TIME: 3.2565581798553467
> STR_ID: 2z9t |STR_LEN: 199 |STR_TIME: 0.26180291175842285
> STR_ID: 2z9u |STR_LEN: 1344 |STR_TIME: 1.404707908630371
> STR_ID: 2z9v |STR_LEN: 1548 |STR_TIME: 1.455291986465454
> STR_ID: 2z9w |STR_LEN: 1578 |STR_TIME: 1.555312156677246
> STR_ID: 2z9x |STR_LEN: 1422 |STR_TIME: 1.4533660411834717
> STR_ID: 2z9y |STR_LEN: 294 |STR_TIME: 0.4499530792236328
> STR_ID: 2z9z |STR_LEN: 301 |STR_TIME: 0.4602792263031006
> STR_ID: 4z90 |STR_LEN: 3524 |STR_TIME: 5.53222918510437
> STR_ID: 4z91 |STR_LEN: 3205 |STR_TIME: 5.408681154251099
> STR_ID: 4z92 |STR_LEN: 694 |STR_TIME: 1.2529847621917725
> STR_ID: 4z93 |STR_LEN: 233 |STR_TIME: 0.88368821144104
> STR_ID: 4z94 |STR_LEN: 864 |STR_TIME: 3.324502944946289
> STR_ID: 4z95 |STR_LEN: 716 |STR_TIME: 0.8319320678710938
> STR_ID: 4z96 |STR_LEN: 531 |STR_TIME: 1.7054500579833984
> STR_ID: 4z97 |STR_LEN: 530 |STR_TIME: 1.68937087059021
> STR_ID: 4z98 |STR_LEN: 210 |STR_TIME: 0.7744870185852051
> STR_ID: 4z99 |STR_LEN: 286 |STR_TIME: 0.5980572700500488
> STR_ID: 4z9a |STR_LEN: 246 |STR_TIME: 0.5835418701171875
> STR_ID: 4z9b |STR_LEN: 227 |STR_TIME: 0.5641701221466064
> STR_ID: 4z9c |STR_LEN: 863 |STR_TIME: 2.586313009262085
> STR_ID: 4z9d |STR_LEN: 1302 |STR_TIME: 1.4234538078308105
> STR_ID: 4z9e |STR_LEN: 380 |STR_TIME: 0.6093049049377441
> STR_ID: 4z9f |STR_LEN: 3296 |STR_TIME: 3.5414628982543945
> STR_ID: 4z9g |STR_LEN: 1255 |STR_TIME: 4.081012964248657
> STR_ID: 4z9h |STR_LEN: 563 |STR_TIME: 0.6977388858795166
> STR_ID: 4z9i |STR_LEN: 605 |STR_TIME: 0.6905579566955566
> STR_ID: 4z9j |STR_LEN: 530 |STR_TIME: 0.6713500022888184
> STR_ID: 4z9k |STR_LEN: 709 |STR_TIME: 1.3830630779266357
> STR_ID: 4z9l |STR_LEN: 405 |STR_TIME: 1.190201997756958
> STR_ID: 4z9m |STR_LEN: 3746 |STR_TIME: 5.196018218994141
> STR_ID: 4z9n |STR_LEN: 3845 |STR_TIME: 6.539841890335083
> STR_ID: 4z9o |STR_LEN: 913 |STR_TIME: 1.0548100471496582
> STR_ID: 4z9p |STR_LEN: 504 |STR_TIME: 1.0543017387390137
> STR_ID: 4z9q |STR_LEN: 286 |STR_TIME: 0.7651820182800293
> STR_ID: 4z9r |STR_LEN: 1060 |STR_TIME: 1.7810308933258057
> STR_ID: 4z9s |STR_LEN: 462 |STR_TIME: 0.6806280612945557
> STR_ID: 4z9v |STR_LEN: 479 |STR_TIME: 1.3652100563049316
> STR_ID: 4z9w |STR_LEN: 1068 |STR_TIME: 1.0428118705749512
> STR_ID: 4z9x |STR_LEN: 353 |STR_TIME: 0.4768860340118408
> STR_ID: 4z9y |STR_LEN: 1941 |STR_TIME: 1.9302458763122559
>> FINISH_DIR: ./data/z/z9/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'> |STR_COUNT: 974 |DIR_TIME: 150.06201100349426 

>> START_DIR: ./data/z/za/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1za0 |STR_LEN: 351 |STR_TIME: 0.4733591079711914
> STR_ID: 1za1 |STR_LEN: 1531 |STR_TIME: 1.7252509593963623
> STR_ID: 1za2 |STR_LEN: 1298 |STR_TIME: 1.6644790172576904
> STR_ID: 1za3 |STR_LEN: 1071 |STR_TIME: 1.807816982269287
> STR_ID: 1za4 |STR_LEN: 289 |STR_TIME: 0.4079017639160156
> STR_ID: 1za5 |STR_LEN: 849 |STR_TIME: 0.7748041152954102
> STR_ID: 1za6 |STR_LEN: 2176 |STR_TIME: 3.4969160556793213
> STR_ID: 1za7 |STR_LEN: 607 |STR_TIME: 0.8598878383636475
> STR_ID: 1za8 |STR_LEN: 31 |STR_TIME: 1.674903154373169
> STR_ID: 1zaa |STR_LEN: 239 |STR_TIME: 0.33652806282043457
> STR_ID: 1zab |STR_LEN: 862 |STR_TIME: 1.0284490585327148
> STR_ID: 1zac |STR_LEN: 90 |STR_TIME: 0.35552096366882324
> STR_ID: 1zad |STR_LEN: 60 |STR_TIME: 3.633315086364746
> STR_ID: 1zae |STR_LEN: 140 |STR_TIME: 11.335591077804565
> STR_ID: 1zaf |STR_LEN: 651 |STR_TIME: 0.9065737724304199
> STR_ID: 1zag |STR_LEN: 1116 |STR_TIME: 2.0916688442230225
> STR_ID: 1zah |STR_LEN: 3879 |STR_TIME: 2.9476850032806396
> STR_ID: 1zai |STR_LEN: 3864 |STR_TIME: 2.9841508865356445
> STR_ID: 1zaj |STR_LEN: 4089 |STR_TIME: 3.1148951053619385
> STR_ID: 1zak |STR_LEN: 442 |STR_TIME: 0.7638490200042725
> STR_ID: 1zal |STR_LEN: 3675 |STR_TIME: 2.9985549449920654
> STR_ID: 1zan |STR_LEN: 834 |STR_TIME: 0.8391780853271484
> STR_ID: 1zao |STR_LEN: 604 |STR_TIME: 0.6231119632720947
> STR_ID: 1zap |STR_LEN: 532 |STR_TIME: 0.8103508949279785
> STR_ID: 1zaq |STR_LEN: 44 |STR_TIME: 1.535161018371582
> STR_ID: 1zar |STR_LEN: 599 |STR_TIME: 0.6483678817749023
> STR_ID: 1zat |STR_LEN: 545 |STR_TIME: 0.5152409076690674
> STR_ID: 1zau |STR_LEN: 326 |STR_TIME: 0.5495307445526123
> STR_ID: 1zav |STR_LEN: 766 |STR_TIME: 0.7139708995819092
> STR_ID: 1zaw |STR_LEN: 576 |STR_TIME: 0.687762975692749
> STR_ID: 1zax |STR_LEN: 673 |STR_TIME: 0.6872141361236572
> STR_ID: 1zay |STR_LEN: 381 |STR_TIME: 0.6912498474121094
> STR_ID: 2za0 |STR_LEN: 752 |STR_TIME: 0.7886497974395752
> STR_ID: 2za1 |STR_LEN: 753 |STR_TIME: 1.148651123046875
> STR_ID: 2za2 |STR_LEN: 654 |STR_TIME: 1.067012071609497
> STR_ID: 2za3 |STR_LEN: 680 |STR_TIME: 1.134216070175171
> STR_ID: 2za4 |STR_LEN: 840 |STR_TIME: 0.797095775604248
> STR_ID: 2za5 |STR_LEN: 1407 |STR_TIME: 1.8049306869506836
> STR_ID: 2za6 |STR_LEN: 347 |STR_TIME: 0.3866307735443115
> STR_ID: 2za7 |STR_LEN: 355 |STR_TIME: 0.3723869323730469
> STR_ID: 2za8 |STR_LEN: 344 |STR_TIME: 0.37596583366394043
> STR_ID: 2za9 |STR_LEN: 414 |STR_TIME: 0.46793222427368164
> STR_ID: 2zaa |STR_LEN: 498 |STR_TIME: 0.5214190483093262
> STR_ID: 2zab |STR_LEN: 505 |STR_TIME: 0.5080680847167969
> STR_ID: 2zac |STR_LEN: 576 |STR_TIME: 0.5370199680328369
> STR_ID: 2zad |STR_LEN: 2613 |STR_TIME: 2.7405648231506348
> STR_ID: 2zae |STR_LEN: 600 |STR_TIME: 0.8309111595153809
> STR_ID: 2zaf |STR_LEN: 1724 |STR_TIME: 2.8593099117279053
> STR_ID: 2zag |STR_LEN: 1921 |STR_TIME: 3.258755922317505
> STR_ID: 2zah |STR_LEN: 967 |STR_TIME: 1.5280189514160156
> STR_ID: 2zai |STR_LEN: 1923 |STR_TIME: 3.1942636966705322
> STR_ID: 2zaj |STR_LEN: 49 |STR_TIME: 2.7583250999450684
> STR_ID: 2zak |STR_LEN: 736 |STR_TIME: 1.0218229293823242
> STR_ID: 2zal |STR_LEN: 849 |STR_TIME: 1.0536351203918457
> STR_ID: 2zam |STR_LEN: 308 |STR_TIME: 0.570415735244751
> STR_ID: 2zan |STR_LEN: 319 |STR_TIME: 0.5906968116760254
> STR_ID: 2zao |STR_LEN: 313 |STR_TIME: 0.5776031017303467
> STR_ID: 2zas |STR_LEN: 378 |STR_TIME: 0.4798920154571533
> STR_ID: 2zat |STR_LEN: 1780 |STR_TIME: 1.865889072418213
> STR_ID: 2zau |STR_LEN: 1358 |STR_TIME: 1.6508941650390625
> STR_ID: 2zav |STR_LEN: 970 |STR_TIME: 1.1195635795593262
> STR_ID: 2zaw |STR_LEN: 1205 |STR_TIME: 1.1107392311096191
> STR_ID: 2zax |STR_LEN: 970 |STR_TIME: 1.0147829055786133
> STR_ID: 2zay |STR_LEN: 303 |STR_TIME: 0.47449803352355957
> STR_ID: 2zaz |STR_LEN: 711 |STR_TIME: 0.7467730045318604
> STR_ID: 4za0 |STR_LEN: 1360 |STR_TIME: 1.5745868682861328
> STR_ID: 4za1 |STR_LEN: 410 |STR_TIME: 0.5773961544036865
> STR_ID: 4za2 |STR_LEN: 1577 |STR_TIME: 1.772495985031128
> STR_ID: 4za3 |STR_LEN: 1091 |STR_TIME: 1.0389981269836426
> STR_ID: 4za4 |STR_LEN: 951 |STR_TIME: 1.9411227703094482
> STR_ID: 4za5 |STR_LEN: 975 |STR_TIME: 1.9727380275726318
> STR_ID: 4za6 |STR_LEN: 703 |STR_TIME: 1.3501980304718018
> STR_ID: 4za7 |STR_LEN: 971 |STR_TIME: 1.9621360301971436
> STR_ID: 4za8 |STR_LEN: 983 |STR_TIME: 1.9632878303527832
> STR_ID: 4za9 |STR_LEN: 966 |STR_TIME: 1.8785691261291504
> STR_ID: 4zaa |STR_LEN: 971 |STR_TIME: 1.9899630546569824
> STR_ID: 4zab |STR_LEN: 991 |STR_TIME: 1.9745070934295654
> STR_ID: 4zac |STR_LEN: 3472 |STR_TIME: 3.98244571685791
> STR_ID: 4zad |STR_LEN: 1117 |STR_TIME: 1.853896141052246
> STR_ID: 4zae |STR_LEN: 552 |STR_TIME: 1.9366869926452637
> STR_ID: 4zaf |STR_LEN: 353 |STR_TIME: 0.4910259246826172
> STR_ID: 4zag |STR_LEN: 352 |STR_TIME: 0.4695141315460205
> STR_ID: 4zah |STR_LEN: 3639 |STR_TIME: 9.600123882293701
> STR_ID: 4zai |STR_LEN: 117 |STR_TIME: 0.24448108673095703
> STR_ID: 4zaj |STR_LEN: 683 |STR_TIME: 1.0868558883666992
> STR_ID: 4zak |STR_LEN: 812 |STR_TIME: 1.3903741836547852
> STR_ID: 4zal |STR_LEN: 350 |STR_TIME: 0.49498414993286133
> STR_ID: 4zam |STR_LEN: 551 |STR_TIME: 0.5809471607208252
> STR_ID: 4zan |STR_LEN: 328 |STR_TIME: 0.4534120559692383
> STR_ID: 4zao |STR_LEN: 427 |STR_TIME: 0.9466598033905029
> STR_ID: 4zar |STR_LEN: 594 |STR_TIME: 1.8524322509765625
> STR_ID: 4zas |STR_LEN: 2722 |STR_TIME: 6.962079048156738
> STR_ID: 4zau |STR_LEN: 288 |STR_TIME: 0.9530460834503174
> STR_ID: 4zav |STR_LEN: 409 |STR_TIME: 0.8121249675750732
> STR_ID: 4zaw |STR_LEN: 311 |STR_TIME: 0.43893003463745117
> STR_ID: 4zax |STR_LEN: 339 |STR_TIME: 0.47220396995544434
> STR_ID: 4zay |STR_LEN: 357 |STR_TIME: 0.5657680034637451
> STR_ID: 4zaz |STR_LEN: 369 |STR_TIME: 0.822455883026123
>> FINISH_DIR: ./data/z/za/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'> |STR_COUNT: 1072 |DIR_TIME: 150.1919870376587 

>> START_DIR: ./data/z/zb/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1zb1 |STR_LEN: 1182 |STR_TIME: 1.3999388217926025
> STR_ID: 1zb5 |STR_LEN: 507 |STR_TIME: 0.7191140651702881
> STR_ID: 1zb6 |STR_LEN: 484 |STR_TIME: 0.5857980251312256
> STR_ID: 1zb7 |STR_LEN: 613 |STR_TIME: 0.7956879138946533
> STR_ID: 1zb8 |STR_LEN: 466 |STR_TIME: 0.5162270069122314
> STR_ID: 1zb9 |STR_LEN: 541 |STR_TIME: 0.5868148803710938
> STR_ID: 1zba |STR_LEN: 1121 |STR_TIME: 1.3199338912963867
> STR_ID: 1zbb |STR_LEN: 2282 |STR_TIME: 5.937114953994751
> STR_ID: 1zbc |STR_LEN: 511 |STR_TIME: 0.7055883407592773
> STR_ID: 1zbd |STR_LEN: 351 |STR_TIME: 0.5936040878295898
> STR_ID: 1zbe |STR_LEN: 668 |STR_TIME: 1.1507740020751953
> STR_ID: 1zbf |STR_LEN: 365 |STR_TIME: 0.3350949287414551
> STR_ID: 1zbg |STR_LEN: 362 |STR_TIME: 0.4450109004974365
> STR_ID: 1zbh |STR_LEN: 1090 |STR_TIME: 2.0888969898223877
> STR_ID: 1zbi |STR_LEN: 544 |STR_TIME: 0.6879439353942871
> STR_ID: 1zbj |STR_LEN: 59 |STR_TIME: 3.5218911170959473
> STR_ID: 1zbk |STR_LEN: 439 |STR_TIME: 0.6673998832702637
> STR_ID: 1zbl |STR_LEN: 414 |STR_TIME: 1.177778959274292
