>> START_DIR: ./data/a/a0/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1a00 |STR_LEN: 794 |STR_TIME: 0.10735487937927246
> STR_ID: 1a6q |STR_LEN: 569 |STR_TIME: 0.0878610610961914
> STR_ID: 1a6r |STR_LEN: 835 |STR_TIME: 0.07946586608886719
> STR_ID: 1a6s |STR_LEN: 87 |STR_TIME: 0.5783159732818604
> STR_ID: 1a6t |STR_LEN: 854 |STR_TIME: 0.15937280654907227
> STR_ID: 1a6u |STR_LEN: 384 |STR_TIME: 0.037911176681518555
> STR_ID: 1a6v |STR_LEN: 1166 |STR_TIME: 0.1184377670288086
> STR_ID: 1a6w |STR_LEN: 412 |STR_TIME: 0.10622620582580566
> STR_ID: 1a6x |STR_LEN: 87 |STR_TIME: 1.417943000793457
> STR_ID: 1a6y |STR_LEN: 440 |STR_TIME: 0.04446816444396973
> STR_ID: 1a6z |STR_LEN: 765 |STR_TIME: 0.12243390083312988
> STR_ID: 2a61 |STR_LEN: 970 |STR_TIME: 0.21881914138793945
> STR_ID: 2a62 |STR_LEN: 325 |STR_TIME: 0.04942202568054199
> STR_ID: 2a63 |STR_LEN: 66 |STR_TIME: 0.46842288970947266
> STR_ID: 2a64 |STR_LEN: 298 |STR_TIME: 0.15601205825805664
> STR_ID: 2a65 |STR_LEN: 728 |STR_TIME: 0.08768677711486816
> STR_ID: 2a66 |STR_LEN: 208 |STR_TIME: 0.02482128143310547
> STR_ID: 2a67 |STR_LEN: 1003 |STR_TIME: 0.1205601692199707
> STR_ID: 2a68 |STR_LEN: 14231 |STR_TIME: 1.5871961116790771
> STR_ID: 2a69 |STR_LEN: 13710 |STR_TIME: 1.6700782775878906
> STR_ID: 2a6a |STR_LEN: 405 |STR_TIME: 0.05733990669250488
> STR_ID: 2a6b |STR_LEN: 459 |STR_TIME: 0.038381099700927734
> STR_ID: 2a6c |STR_LEN: 228 |STR_TIME: 0.02566695213317871
> STR_ID: 2a6d |STR_LEN: 955 |STR_TIME: 0.1282212734222412
> STR_ID: 2a6e |STR_LEN: 11941 |STR_TIME: 1.8082952499389648
> STR_ID: 2a6h |STR_LEN: 14202 |STR_TIME: 1.6320619583129883
> STR_ID: 2a6i |STR_LEN: 497 |STR_TIME: 0.06754779815673828
> STR_ID: 2a6j |STR_LEN: 1009 |STR_TIME: 0.3451981544494629
> STR_ID: 2a6k |STR_LEN: 975 |STR_TIME: 0.13405108451843262
> STR_ID: 2a6l |STR_LEN: 1120 |STR_TIME: 0.09768080711364746
> STR_ID: 2a6m |STR_LEN: 343 |STR_TIME: 0.04771685600280762
> STR_ID: 2a6n |STR_LEN: 1182 |STR_TIME: 0.14463210105895996
> STR_ID: 2a6o |STR_LEN: 471 |STR_TIME: 0.0715949535369873
> STR_ID: 2a6p |STR_LEN: 496 |STR_TIME: 0.06200289726257324
> STR_ID: 2a6q |STR_LEN: 609 |STR_TIME: 0.07414793968200684
> STR_ID: 2a6r |STR_LEN: 857 |STR_TIME: 0.12465214729309082
> STR_ID: 2a6s |STR_LEN: 654 |STR_TIME: 0.06424212455749512
> STR_ID: 2a6t |STR_LEN: 510 |STR_TIME: 0.06917285919189453
> STR_ID: 2a6u |STR_LEN: 129 |STR_TIME: 0.018281936645507812
> STR_ID: 2a6v |STR_LEN: 864 |STR_TIME: 0.08090329170227051
> STR_ID: 2a6w |STR_LEN: 735 |STR_TIME: 0.11410212516784668
> STR_ID: 2a6x |STR_LEN: 863 |STR_TIME: 0.07710003852844238
> STR_ID: 2a6y |STR_LEN: 534 |STR_TIME: 0.053092241287231445
> STR_ID: 2a6z |STR_LEN: 542 |STR_TIME: 0.05083107948303223
> STR_ID: 3a60 |STR_LEN: 526 |STR_TIME: 0.12519288063049316
> STR_ID: 3a61 |STR_LEN: 255 |STR_TIME: 0.03807377815246582
> STR_ID: 3a62 |STR_LEN: 303 |STR_TIME: 0.04398798942565918
> STR_ID: 3a64 |STR_LEN: 841 |STR_TIME: 0.06843209266662598
> STR_ID: 3a65 |STR_LEN: 877 |STR_TIME: 0.07153701782226562
> STR_ID: 3a66 |STR_LEN: 790 |STR_TIME: 0.09960794448852539
> STR_ID: 3a67 |STR_LEN: 726 |STR_TIME: 0.05684399604797363
> STR_ID: 3a68 |STR_LEN: 9322 |STR_TIME: 1.1105101108551025
> STR_ID: 3a69 |STR_LEN: 347 |STR_TIME: 0.05033993721008301
> STR_ID: 3a6b |STR_LEN: 736 |STR_TIME: 0.06313300132751465
> STR_ID: 3a6c |STR_LEN: 743 |STR_TIME: 0.06020498275756836
> STR_ID: 3a6d |STR_LEN: 2664 |STR_TIME: 0.38843798637390137
> STR_ID: 3a6e |STR_LEN: 2489 |STR_TIME: 0.29523277282714844
> STR_ID: 3a6f |STR_LEN: 2324 |STR_TIME: 0.3065528869628906
> STR_ID: 3a6g |STR_LEN: 2107 |STR_TIME: 0.30611705780029297
> STR_ID: 3a6h |STR_LEN: 2338 |STR_TIME: 0.31558775901794434
> STR_ID: 3a6j |STR_LEN: 2422 |STR_TIME: 0.2654757499694824
> STR_ID: 3a6k |STR_LEN: 2088 |STR_TIME: 0.327852725982666
> STR_ID: 3a6l |STR_LEN: 2114 |STR_TIME: 0.299436092376709
> STR_ID: 3a6m |STR_LEN: 350 |STR_TIME: 0.04977917671203613
> STR_ID: 3a6n |STR_LEN: 1158 |STR_TIME: 0.30335211753845215
> STR_ID: 3a6o |STR_LEN: 1580 |STR_TIME: 0.18788695335388184
> STR_ID: 3a6p |STR_LEN: 2606 |STR_TIME: 0.508105993270874
> STR_ID: 3a6q |STR_LEN: 644 |STR_TIME: 0.042265892028808594
> STR_ID: 3a6r |STR_LEN: 1391 |STR_TIME: 0.09933710098266602
> STR_ID: 3a6s |STR_LEN: 438 |STR_TIME: 0.044965267181396484
> STR_ID: 3a6t |STR_LEN: 268 |STR_TIME: 0.09646415710449219
> STR_ID: 3a6u |STR_LEN: 221 |STR_TIME: 0.023253917694091797
> STR_ID: 3a6v |STR_LEN: 383 |STR_TIME: 0.043898820877075195
> STR_ID: 3a6z |STR_LEN: 1877 |STR_TIME: 0.20038890838623047
> STR_ID: 4a60 |STR_LEN: 391 |STR_TIME: 0.0598599910736084
> STR_ID: 4a61 |STR_LEN: 449 |STR_TIME: 0.0981590747833252
> STR_ID: 4a62 |STR_LEN: 1055 |STR_TIME: 0.11270809173583984
> STR_ID: 4a63 |STR_LEN: 3104 |STR_TIME: 0.4430840015411377
> STR_ID: 4a64 |STR_LEN: 1606 |STR_TIME: 0.3338940143585205
> STR_ID: 4a65 |STR_LEN: 1345 |STR_TIME: 0.1661388874053955
> STR_ID: 4a66 |STR_LEN: 960 |STR_TIME: 0.08718228340148926
> STR_ID: 4a67 |STR_LEN: 944 |STR_TIME: 0.08756113052368164
> STR_ID: 4a68 |STR_LEN: 954 |STR_TIME: 0.13266897201538086
> STR_ID: 4a69 |STR_LEN: 1236 |STR_TIME: 0.1351020336151123
> STR_ID: 4a6a |STR_LEN: 2301 |STR_TIME: 0.5288839340209961
> STR_ID: 4a6b |STR_LEN: 342 |STR_TIME: 0.035514116287231445
> STR_ID: 4a6c |STR_LEN: 357 |STR_TIME: 0.03370809555053711
> STR_ID: 4a6d |STR_LEN: 420 |STR_TIME: 0.0699617862701416
> STR_ID: 4a6e |STR_LEN: 404 |STR_TIME: 0.0691227912902832
> STR_ID: 4a6f |STR_LEN: 395 |STR_TIME: 0.048140764236450195
> STR_ID: 4a6g |STR_LEN: 1742 |STR_TIME: 0.28222107887268066
> STR_ID: 4a6h |STR_LEN: 817 |STR_TIME: 0.12651801109313965
> STR_ID: 4a6j |STR_LEN: 3220 |STR_TIME: 0.5795340538024902
> STR_ID: 4a6k |STR_LEN: 750 |STR_TIME: 0.0792551040649414
> STR_ID: 4a6l |STR_LEN: 1342 |STR_TIME: 0.23097991943359375
> STR_ID: 4a6n |STR_LEN: 1699 |STR_TIME: 0.355424165725708
> STR_ID: 4a6o |STR_LEN: 406 |STR_TIME: 0.06229901313781738
> STR_ID: 4a6p |STR_LEN: 652 |STR_TIME: 0.04840970039367676
> STR_ID: 4a6q |STR_LEN: 327 |STR_TIME: 0.03445911407470703
> STR_ID: 4a6r |STR_LEN: 1689 |STR_TIME: 0.2422010898590088
> STR_ID: 4a6s |STR_LEN: 726 |STR_TIME: 0.09580278396606445
> STR_ID: 4a6t |STR_LEN: 2932 |STR_TIME: 0.5088901519775391
> STR_ID: 4a6u |STR_LEN: 1400 |STR_TIME: 0.17167019844055176
> STR_ID: 4a6v |STR_LEN: 1377 |STR_TIME: 0.17269206047058105
> STR_ID: 4a6w |STR_LEN: 812 |STR_TIME: 0.06589198112487793
> STR_ID: 4a6x |STR_LEN: 1074 |STR_TIME: 0.09014773368835449
> STR_ID: 4a6y |STR_LEN: 981 |STR_TIME: 0.17554092407226562
> STR_ID: 4a6z |STR_LEN: 706 |STR_TIME: 0.07101202011108398
> STR_ID: 5a60 |STR_LEN: 723 |STR_TIME: 0.09267187118530273
> STR_ID: 5a61 |STR_LEN: 730 |STR_TIME: 0.1340620517730713
> STR_ID: 5a62 |STR_LEN: 482 |STR_TIME: 0.04703330993652344
> STR_ID: 5a63 |STR_LEN: 1245 |STR_TIME: 0.1968541145324707
> STR_ID: 5a64 |STR_LEN: 539 |STR_TIME: 0.11082315444946289
> STR_ID: 5a65 |STR_LEN: 542 |STR_TIME: 0.08591413497924805
> STR_ID: 5a66 |STR_LEN: 660 |STR_TIME: 0.09306693077087402
> STR_ID: 5a67 |STR_LEN: 452 |STR_TIME: 0.09000492095947266
> STR_ID: 5a68 |STR_LEN: 344 |STR_TIME: 0.04216504096984863
> STR_ID: 5a69 |STR_LEN: 625 |STR_TIME: 0.08682107925415039
> STR_ID: 5a6a |STR_LEN: 1299 |STR_TIME: 0.21347379684448242
> STR_ID: 5a6b |STR_LEN: 4420 |STR_TIME: 0.4918220043182373
> STR_ID: 5a6c |STR_LEN: 735 |STR_TIME: 0.14390015602111816
> STR_ID: 5a6d |STR_LEN: 492 |STR_TIME: 0.13862991333007812
> STR_ID: 5a6e |STR_LEN: 816 |STR_TIME: 0.23765206336975098
> STR_ID: 5a6f |STR_LEN: 583 |STR_TIME: 0.2165989875793457
> STR_ID: 5a6g |STR_LEN: 233 |STR_TIME: 0.05751609802246094
> STR_ID: 5a6h |STR_LEN: 538 |STR_TIME: 0.0573732852935791
> STR_ID: 5a6i |STR_LEN: 138 |STR_TIME: 0.020025968551635742
> STR_ID: 5a6j |STR_LEN: 4076 |STR_TIME: 0.5552849769592285
> STR_ID: 5a6k |STR_LEN: 2349 |STR_TIME: 0.23085474967956543
> STR_ID: 5a6l |STR_LEN: 806 |STR_TIME: 0.14257097244262695
> STR_ID: 5a6m |STR_LEN: 953 |STR_TIME: 0.09862923622131348
> STR_ID: 5a6n |STR_LEN: 841 |STR_TIME: 0.09889483451843262
> STR_ID: 5a6o |STR_LEN: 837 |STR_TIME: 0.13427400588989258
> STR_ID: 5a6p |STR_LEN: 190 |STR_TIME: 0.02670574188232422
> STR_ID: 5a6q |STR_LEN: 1117 |STR_TIME: 0.08226609230041504
> STR_ID: 5a6r |STR_LEN: 515 |STR_TIME: 0.1926889419555664
> STR_ID: 5a6s |STR_LEN: 839 |STR_TIME: 0.06752991676330566
> STR_ID: 5a6t |STR_LEN: 1438 |STR_TIME: 0.12616896629333496
> STR_ID: 5a6u |STR_LEN: 494 |STR_TIME: 0.17994022369384766
> STR_ID: 5a6v |STR_LEN: 1129 |STR_TIME: 0.09983491897583008
> STR_ID: 5a6w |STR_LEN: 370 |STR_TIME: 0.0431671142578125
> STR_ID: 5a6x |STR_LEN: 1227 |STR_TIME: 0.12369418144226074
> STR_ID: 5a6y |STR_LEN: 1154 |STR_TIME: 0.09964108467102051
> STR_ID: 5a6z |STR_LEN: 1346 |STR_TIME: 0.09179091453552246
>> FINISH_DIR: ./data/a/a6/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 1154 |DIR_TIME: 35.84707593917847 

>> START_DIR: ./data/a/a7/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1a70 |STR_LEN: 179 |STR_TIME: 0.015110254287719727
> STR_ID: 1a71 |STR_LEN: 935 |STR_TIME: 0.1598799228668213
> STR_ID: 1a72 |STR_LEN: 455 |STR_TIME: 0.05743908882141113
> STR_ID: 1a73 |STR_LEN: 763 |STR_TIME: 0.07797598838806152
> STR_ID: 1a74 |STR_LEN: 596 |STR_TIME: 0.0718390941619873
> STR_ID: 1a75 |STR_LEN: 454 |STR_TIME: 0.03504300117492676
> STR_ID: 1a76 |STR_LEN: 496 |STR_TIME: 0.08852100372314453
> STR_ID: 1a77 |STR_LEN: 459 |STR_TIME: 0.05107998847961426
> STR_ID: 1a78 |STR_LEN: 317 |STR_TIME: 0.043493032455444336
> STR_ID: 1a79 |STR_LEN: 743 |STR_TIME: 0.10825991630554199
> STR_ID: 1a7a |STR_LEN: 911 |STR_TIME: 0.1656801700592041
> STR_ID: 1a7b |STR_LEN: 372 |STR_TIME: 0.05507802963256836
> STR_ID: 1a7c |STR_LEN: 451 |STR_TIME: 0.060591697692871094
> STR_ID: 1a7d |STR_LEN: 343 |STR_TIME: 0.03529810905456543
> STR_ID: 1a7e |STR_LEN: 325 |STR_TIME: 0.03158974647521973
> STR_ID: 1a7f |STR_LEN: 50 |STR_TIME: 0.35357189178466797
> STR_ID: 1a7g |STR_LEN: 158 |STR_TIME: 0.015596151351928711
> STR_ID: 1a7h |STR_LEN: 222 |STR_TIME: 0.02982187271118164
> STR_ID: 1a7i |STR_LEN: 62 |STR_TIME: 0.015109062194824219
> STR_ID: 1a7j |STR_LEN: 314 |STR_TIME: 0.04591083526611328
> STR_ID: 1a7k |STR_LEN: 1444 |STR_TIME: 0.27277302742004395
> STR_ID: 1a7l |STR_LEN: 1165 |STR_TIME: 0.2007429599761963
> STR_ID: 1a7m |STR_LEN: 180 |STR_TIME: 1.375110149383545
> STR_ID: 1a7n |STR_LEN: 415 |STR_TIME: 0.039379119873046875
> STR_ID: 1a7o |STR_LEN: 354 |STR_TIME: 0.03453397750854492
> STR_ID: 1a7p |STR_LEN: 365 |STR_TIME: 0.03563094139099121
> STR_ID: 1a7q |STR_LEN: 269 |STR_TIME: 0.03381085395812988
> STR_ID: 1a7r |STR_LEN: 334 |STR_TIME: 0.03684091567993164
> STR_ID: 1a7s |STR_LEN: 563 |STR_TIME: 0.16582560539245605
> STR_ID: 1a7t |STR_LEN: 799 |STR_TIME: 0.06887412071228027
> STR_ID: 1a7u |STR_LEN: 953 |STR_TIME: 0.08737492561340332
> STR_ID: 1a7v |STR_LEN: 447 |STR_TIME: 0.038607120513916016
> STR_ID: 1a7w |STR_LEN: 116 |STR_TIME: 0.012178897857666016
> STR_ID: 1a7x |STR_LEN: 392 |STR_TIME: 0.07005906105041504
> STR_ID: 1a7y |STR_LEN: 41 |STR_TIME: 0.008436918258666992
> STR_ID: 1a7z |STR_LEN: 43 |STR_TIME: 0.009299993515014648
> STR_ID: 2a70 |STR_LEN: 1093 |STR_TIME: 0.10628795623779297
> STR_ID: 2a71 |STR_LEN: 1073 |STR_TIME: 0.14019489288330078
> STR_ID: 2a72 |STR_LEN: 498 |STR_TIME: 0.06920599937438965
> STR_ID: 2a73 |STR_LEN: 1618 |STR_TIME: 0.25876522064208984
> STR_ID: 2a74 |STR_LEN: 2855 |STR_TIME: 0.45554399490356445
> STR_ID: 2a75 |STR_LEN: 1250 |STR_TIME: 0.11514496803283691
> STR_ID: 2a77 |STR_LEN: 764 |STR_TIME: 0.07483625411987305
> STR_ID: 2a78 |STR_LEN: 709 |STR_TIME: 0.08096003532409668
> STR_ID: 2a79 |STR_LEN: 748 |STR_TIME: 0.16816210746765137
> STR_ID: 2a7a |STR_LEN: 363 |STR_TIME: 0.03917574882507324
> STR_ID: 2a7b |STR_LEN: 209 |STR_TIME: 0.021253108978271484
> STR_ID: 2a7c |STR_LEN: 466 |STR_TIME: 0.04332304000854492
> STR_ID: 2a7d |STR_LEN: 228 |STR_TIME: 0.02083301544189453
> STR_ID: 2a7e |STR_LEN: 40 |STR_TIME: 0.003556966781616211
> STR_ID: 2a7f |STR_LEN: 308 |STR_TIME: 0.02382802963256836
> STR_ID: 2a7g |STR_LEN: 504 |STR_TIME: 0.05380511283874512
> STR_ID: 2a7h |STR_LEN: 342 |STR_TIME: 0.03583097457885742
> STR_ID: 2a7i |STR_LEN: 362 |STR_TIME: 0.06841802597045898
> STR_ID: 2a7j |STR_LEN: 539 |STR_TIME: 0.0395359992980957
> STR_ID: 2a7k |STR_LEN: 2880 |STR_TIME: 0.472153902053833
> STR_ID: 2a7l |STR_LEN: 448 |STR_TIME: 0.03887224197387695
> STR_ID: 2a7m |STR_LEN: 441 |STR_TIME: 0.05380702018737793
> STR_ID: 2a7n |STR_LEN: 677 |STR_TIME: 0.10527706146240234
> STR_ID: 2a7o |STR_LEN: 100 |STR_TIME: 0.7688193321228027
> STR_ID: 2a7p |STR_LEN: 580 |STR_TIME: 0.06667208671569824
> STR_ID: 2a7q |STR_LEN: 281 |STR_TIME: 0.036984920501708984
> STR_ID: 2a7r |STR_LEN: 1342 |STR_TIME: 0.2737882137298584
> STR_ID: 2a7s |STR_LEN: 4310 |STR_TIME: 0.5849609375
> STR_ID: 2a7t |STR_LEN: 245 |STR_TIME: 0.02191305160522461
> STR_ID: 2a7u |STR_LEN: 127 |STR_TIME: 0.03659987449645996
> STR_ID: 2a7w |STR_LEN: 1431 |STR_TIME: 0.24769926071166992
> STR_ID: 2a7x |STR_LEN: 594 |STR_TIME: 0.04616403579711914
> STR_ID: 2a7y |STR_LEN: 80 |STR_TIME: 0.7154040336608887
> STR_ID: 3a70 |STR_LEN: 2373 |STR_TIME: 0.20908904075622559
> STR_ID: 3a71 |STR_LEN: 894 |STR_TIME: 0.14426422119140625
> STR_ID: 3a72 |STR_LEN: 901 |STR_TIME: 0.08340597152709961
> STR_ID: 3a73 |STR_LEN: 1441 |STR_TIME: 0.2362351417541504
> STR_ID: 3a74 |STR_LEN: 2768 |STR_TIME: 0.3933420181274414
> STR_ID: 3a75 |STR_LEN: 1875 |STR_TIME: 0.19208288192749023
> STR_ID: 3a76 |STR_LEN: 551 |STR_TIME: 0.1318378448486328
> STR_ID: 3a77 |STR_LEN: 1942 |STR_TIME: 0.16893911361694336
> STR_ID: 3a78 |STR_LEN: 627 |STR_TIME: 0.05146503448486328
> STR_ID: 3a79 |STR_LEN: 1102 |STR_TIME: 0.26983022689819336
> STR_ID: 3a7a |STR_LEN: 932 |STR_TIME: 0.17205405235290527
> STR_ID: 3a7b |STR_LEN: 823 |STR_TIME: 0.09359383583068848
> STR_ID: 3a7c |STR_LEN: 780 |STR_TIME: 0.0906062126159668
> STR_ID: 3a7d |STR_LEN: 311 |STR_TIME: 0.0367431640625
> STR_ID: 3a7e |STR_LEN: 261 |STR_TIME: 0.0346071720123291
> STR_ID: 3a7f |STR_LEN: 605 |STR_TIME: 0.10475516319274902
> STR_ID: 3a7g |STR_LEN: 1042 |STR_TIME: 0.09728097915649414
> STR_ID: 3a7h |STR_LEN: 1059 |STR_TIME: 0.10336804389953613
> STR_ID: 3a7i |STR_LEN: 705 |STR_TIME: 0.05450081825256348
> STR_ID: 3a7j |STR_LEN: 673 |STR_TIME: 0.08396077156066895
> STR_ID: 3a7k |STR_LEN: 950 |STR_TIME: 0.143524169921875
> STR_ID: 3a7l |STR_LEN: 204 |STR_TIME: 0.021596908569335938
> STR_ID: 3a7m |STR_LEN: 232 |STR_TIME: 0.03297686576843262
> STR_ID: 3a7n |STR_LEN: 428 |STR_TIME: 0.03720283508300781
> STR_ID: 3a7o |STR_LEN: 424 |STR_TIME: 0.08671212196350098
> STR_ID: 3a7p |STR_LEN: 192 |STR_TIME: 0.024168968200683594
> STR_ID: 3a7q |STR_LEN: 750 |STR_TIME: 0.11104512214660645
> STR_ID: 3a7r |STR_LEN: 849 |STR_TIME: 0.06732177734375
> STR_ID: 3a7s |STR_LEN: 215 |STR_TIME: 0.03327584266662598
> STR_ID: 3a7t |STR_LEN: 615 |STR_TIME: 0.0440371036529541
> STR_ID: 3a7u |STR_LEN: 325 |STR_TIME: 0.08612513542175293
> STR_ID: 3a7v |STR_LEN: 626 |STR_TIME: 0.045893192291259766
> STR_ID: 3a7w |STR_LEN: 622 |STR_TIME: 0.04122185707092285
> STR_ID: 3a7x |STR_LEN: 469 |STR_TIME: 0.0371096134185791
> STR_ID: 3a7y |STR_LEN: 630 |STR_TIME: 0.04122662544250488
> STR_ID: 3a7z |STR_LEN: 527 |STR_TIME: 0.0383610725402832
> STR_ID: 4a71 |STR_LEN: 790 |STR_TIME: 0.10268807411193848
> STR_ID: 4a72 |STR_LEN: 2292 |STR_TIME: 0.39936208724975586
> STR_ID: 4a73 |STR_LEN: 1409 |STR_TIME: 0.2803370952606201
> STR_ID: 4a75 |STR_LEN: 882 |STR_TIME: 0.0895082950592041
> STR_ID: 4a76 |STR_LEN: 714 |STR_TIME: 0.08321809768676758
> STR_ID: 4a78 |STR_LEN: 670 |STR_TIME: 0.06854891777038574
> STR_ID: 4a79 |STR_LEN: 1692 |STR_TIME: 0.24381422996520996
> STR_ID: 4a7a |STR_LEN: 1788 |STR_TIME: 0.21343207359313965
> STR_ID: 4a7b |STR_LEN: 552 |STR_TIME: 0.07035398483276367
> STR_ID: 4a7c |STR_LEN: 467 |STR_TIME: 0.045938968658447266
> STR_ID: 4a7d |STR_LEN: 322 |STR_TIME: 0.04697608947753906
> STR_ID: 4a7e |STR_LEN: 105 |STR_TIME: 0.015843868255615234
> STR_ID: 4a7f |STR_LEN: 4224 |STR_TIME: 0.8152148723602295
> STR_ID: 4a7g |STR_LEN: 707 |STR_TIME: 0.0710756778717041
> STR_ID: 4a7h |STR_LEN: 4224 |STR_TIME: 0.8381791114807129
> STR_ID: 4a7i |STR_LEN: 495 |STR_TIME: 0.04904603958129883
> STR_ID: 4a7j |STR_LEN: 554 |STR_TIME: 0.048296213150024414
> STR_ID: 4a7k |STR_LEN: 1441 |STR_TIME: 0.18902826309204102
> STR_ID: 4a7l |STR_LEN: 4224 |STR_TIME: 0.8718960285186768
> STR_ID: 4a7m |STR_LEN: 872 |STR_TIME: 0.0610959529876709
> STR_ID: 4a7n |STR_LEN: 1885 |STR_TIME: 0.3763430118560791
> STR_ID: 4a7p |STR_LEN: 860 |STR_TIME: 0.16426324844360352
> STR_ID: 4a7q |STR_LEN: 795 |STR_TIME: 0.07871699333190918
> STR_ID: 4a7s |STR_LEN: 782 |STR_TIME: 0.11916399002075195
> STR_ID: 4a7t |STR_LEN: 677 |STR_TIME: 0.05909395217895508
> STR_ID: 4a7u |STR_LEN: 600 |STR_TIME: 0.06717586517333984
> STR_ID: 4a7v |STR_LEN: 558 |STR_TIME: 0.06594300270080566
> STR_ID: 4a7w |STR_LEN: 772 |STR_TIME: 0.10955810546875
> STR_ID: 4a7x |STR_LEN: 1778 |STR_TIME: 0.3049352169036865
> STR_ID: 4a7y |STR_LEN: 946 |STR_TIME: 0.16872692108154297
> STR_ID: 4a7z |STR_LEN: 1076 |STR_TIME: 0.21323800086975098
> STR_ID: 5a70 |STR_LEN: 1088 |STR_TIME: 0.08838295936584473
> STR_ID: 5a71 |STR_LEN: 1667 |STR_TIME: 0.2002110481262207
> STR_ID: 5a72 |STR_LEN: 451 |STR_TIME: 0.0692899227142334
> STR_ID: 5a74 |STR_LEN: 571 |STR_TIME: 0.07239699363708496
> STR_ID: 5a76 |STR_LEN: 917 |STR_TIME: 0.21816396713256836
> STR_ID: 5a77 |STR_LEN: 382 |STR_TIME: 0.068511962890625
> STR_ID: 5a78 |STR_LEN: 387 |STR_TIME: 0.06856775283813477
> STR_ID: 5a79 |STR_LEN: 180 |STR_TIME: 0.02853107452392578
> STR_ID: 5a7a |STR_LEN: 178 |STR_TIME: 0.028936147689819336
> STR_ID: 5a7b |STR_LEN: 1014 |STR_TIME: 0.12299895286560059
> STR_ID: 5a7c |STR_LEN: 816 |STR_TIME: 0.08484911918640137
> STR_ID: 5a7d |STR_LEN: 5069 |STR_TIME: 0.9049232006072998
> STR_ID: 5a7e |STR_LEN: 1092 |STR_TIME: 0.12810587882995605
> STR_ID: 5a7f |STR_LEN: 805 |STR_TIME: 0.10991907119750977
> STR_ID: 5a7g |STR_LEN: 1225 |STR_TIME: 0.12265825271606445
> STR_ID: 5a7h |STR_LEN: 760 |STR_TIME: 0.17936110496520996
> STR_ID: 5a7i |STR_LEN: 348 |STR_TIME: 0.06609606742858887
> STR_ID: 5a7j |STR_LEN: 701 |STR_TIME: 0.12628889083862305
> STR_ID: 5a7l |STR_LEN: 119 |STR_TIME: 0.025091886520385742
> STR_ID: 5a7m |STR_LEN: 3493 |STR_TIME: 0.34017300605773926
> STR_ID: 5a7n |STR_LEN: 1005 |STR_TIME: 0.13605499267578125
> STR_ID: 5a7o |STR_LEN: 1040 |STR_TIME: 0.12585020065307617
> STR_ID: 5a7p |STR_LEN: 1064 |STR_TIME: 0.17464494705200195
> STR_ID: 5a7q |STR_LEN: 1038 |STR_TIME: 0.15587806701660156
> STR_ID: 5a7r |STR_LEN: 955 |STR_TIME: 0.09949898719787598
> STR_ID: 5a7s |STR_LEN: 1113 |STR_TIME: 0.17250514030456543
> STR_ID: 5a7t |STR_LEN: 284 |STR_TIME: 0.03895401954650879
> STR_ID: 5a7u |STR_LEN: 28 |STR_TIME: 0.007646799087524414
> STR_ID: 5a7v |STR_LEN: 1600 |STR_TIME: 0.21585893630981445
> STR_ID: 5a7w |STR_LEN: 782 |STR_TIME: 0.1123819351196289
> STR_ID: 5a7x |STR_LEN: 4149 |STR_TIME: 0.7584834098815918
> STR_ID: 5a7y |STR_LEN: 573 |STR_TIME: 0.10802602767944336
> STR_ID: 5a7z |STR_LEN: 279 |STR_TIME: 0.040589094161987305
>> FINISH_DIR: ./data/a/a7/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 1323 |DIR_TIME: 25.62937021255493 

>> START_DIR: ./data/a/a8/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1a80 |STR_LEN: 383 |STR_TIME: 0.10943412780761719
> STR_ID: 1a81 |STR_LEN: 1530 |STR_TIME: 0.24445104598999023
> STR_ID: 1a82 |STR_LEN: 446 |STR_TIME: 0.034741878509521484
> STR_ID: 1a83 |STR_LEN: 18 |STR_TIME: 0.08853006362915039
> STR_ID: 1a84 |STR_LEN: 25 |STR_TIME: 0.015435934066772461
> STR_ID: 1a85 |STR_LEN: 163 |STR_TIME: 0.03005814552307129
> STR_ID: 1a86 |STR_LEN: 163 |STR_TIME: 0.02447199821472168
> STR_ID: 1a87 |STR_LEN: 352 |STR_TIME: 0.04736685752868652
> STR_ID: 1a88 |STR_LEN: 1332 |STR_TIME: 0.13889694213867188
> STR_ID: 1a8a |STR_LEN: 445 |STR_TIME: 0.07944869995117188
> STR_ID: 1a8b |STR_LEN: 484 |STR_TIME: 0.04842519760131836
> STR_ID: 1a8c |STR_LEN: 82 |STR_TIME: 0.024155855178833008
> STR_ID: 1a8d |STR_LEN: 878 |STR_TIME: 0.09568929672241211
> STR_ID: 1a8e |STR_LEN: 469 |STR_TIME: 0.04933881759643555
> STR_ID: 1a8f |STR_LEN: 599 |STR_TIME: 0.05255603790283203
> STR_ID: 1a8g |STR_LEN: 268 |STR_TIME: 0.0627291202545166
> STR_ID: 1a8h |STR_LEN: 636 |STR_TIME: 0.07977080345153809
> STR_ID: 1a8i |STR_LEN: 1609 |STR_TIME: 0.14352679252624512
