>> START_DIR: ./data/w/w0/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1w00 |STR_LEN: 385 |STR_TIME: 0.035871028900146484
> STR_ID: 1w9z |STR_LEN: 968 |STR_TIME: 0.10587692260742188
> STR_ID: 2w90 |STR_LEN: 1700 |STR_TIME: 0.1849079132080078
> STR_ID: 2w91 |STR_LEN: 1615 |STR_TIME: 0.14260077476501465
> STR_ID: 2w92 |STR_LEN: 1573 |STR_TIME: 0.19086003303527832
> STR_ID: 2w93 |STR_LEN: 3654 |STR_TIME: 0.4032928943634033
> STR_ID: 2w94 |STR_LEN: 1754 |STR_TIME: 0.17141199111938477
> STR_ID: 2w95 |STR_LEN: 1834 |STR_TIME: 0.1315920352935791
> STR_ID: 2w96 |STR_LEN: 707 |STR_TIME: 0.07929205894470215
> STR_ID: 2w97 |STR_LEN: 562 |STR_TIME: 0.1319108009338379
> STR_ID: 2w98 |STR_LEN: 1213 |STR_TIME: 0.11957788467407227
> STR_ID: 2w99 |STR_LEN: 663 |STR_TIME: 0.07825613021850586
> STR_ID: 2w9a |STR_LEN: 443 |STR_TIME: 0.06244492530822754
> STR_ID: 2w9b |STR_LEN: 952 |STR_TIME: 0.16217899322509766
> STR_ID: 2w9c |STR_LEN: 859 |STR_TIME: 0.12108802795410156
> STR_ID: 2w9d |STR_LEN: 1094 |STR_TIME: 0.10273981094360352
> STR_ID: 2w9e |STR_LEN: 569 |STR_TIME: 0.07379674911499023
> STR_ID: 2w9f |STR_LEN: 568 |STR_TIME: 0.07163286209106445
> STR_ID: 2w9g |STR_LEN: 246 |STR_TIME: 0.027587175369262695
> STR_ID: 2w9h |STR_LEN: 252 |STR_TIME: 0.033670902252197266
> STR_ID: 2w9j |STR_LEN: 157 |STR_TIME: 0.023013830184936523
> STR_ID: 2w9l |STR_LEN: 3808 |STR_TIME: 0.6390678882598877
> STR_ID: 2w9m |STR_LEN: 1186 |STR_TIME: 0.18779802322387695
> STR_ID: 2w9n |STR_LEN: 180 |STR_TIME: 0.023632049560546875
> STR_ID: 2w9o |STR_LEN: 46 |STR_TIME: 0.5768508911132812
> STR_ID: 2w9p |STR_LEN: 1218 |STR_TIME: 0.22327399253845215
> STR_ID: 2w9q |STR_LEN: 147 |STR_TIME: 0.01345682144165039
> STR_ID: 2w9r |STR_LEN: 176 |STR_TIME: 0.020471811294555664
> STR_ID: 2w9s |STR_LEN: 1199 |STR_TIME: 0.2351219654083252
> STR_ID: 2w9t |STR_LEN: 454 |STR_TIME: 0.04952096939086914
> STR_ID: 2w9u |STR_LEN: 46 |STR_TIME: 0.5533208847045898
> STR_ID: 2w9v |STR_LEN: 44 |STR_TIME: 0.6243689060211182
> STR_ID: 2w9w |STR_LEN: 44 |STR_TIME: 0.5671401023864746
> STR_ID: 2w9x |STR_LEN: 1066 |STR_TIME: 0.17423796653747559
> STR_ID: 2w9y |STR_LEN: 319 |STR_TIME: 0.030211210250854492
> STR_ID: 2w9z |STR_LEN: 755 |STR_TIME: 0.08034300804138184
> STR_ID: 3w90 |STR_LEN: 368 |STR_TIME: 0.032280683517456055
> STR_ID: 3w91 |STR_LEN: 876 |STR_TIME: 0.21720027923583984
> STR_ID: 3w92 |STR_LEN: 220 |STR_TIME: 0.023474931716918945
> STR_ID: 3w93 |STR_LEN: 176 |STR_TIME: 0.018615007400512695
> STR_ID: 3w94 |STR_LEN: 763 |STR_TIME: 0.08707690238952637
> STR_ID: 3w95 |STR_LEN: 356 |STR_TIME: 0.04273176193237305
> STR_ID: 3w96 |STR_LEN: 1042 |STR_TIME: 0.24729490280151367
> STR_ID: 3w97 |STR_LEN: 1045 |STR_TIME: 0.24011921882629395
> STR_ID: 3w98 |STR_LEN: 1044 |STR_TIME: 0.2232053279876709
> STR_ID: 3w99 |STR_LEN: 1043 |STR_TIME: 0.2665140628814697
> STR_ID: 3w9a |STR_LEN: 1748 |STR_TIME: 0.19721770286560059
> STR_ID: 3w9b |STR_LEN: 1636 |STR_TIME: 0.2700798511505127
> STR_ID: 3w9c |STR_LEN: 549 |STR_TIME: 0.07378673553466797
> STR_ID: 3w9d |STR_LEN: 1400 |STR_TIME: 0.1356809139251709
> STR_ID: 3w9e |STR_LEN: 912 |STR_TIME: 0.15799212455749512
> STR_ID: 3w9f |STR_LEN: 1473 |STR_TIME: 0.20209598541259766
> STR_ID: 3w9g |STR_LEN: 1624 |STR_TIME: 0.23720502853393555
> STR_ID: 3w9h |STR_LEN: 3115 |STR_TIME: 0.5308129787445068
> STR_ID: 3w9i |STR_LEN: 6183 |STR_TIME: 1.046342134475708
> STR_ID: 3w9j |STR_LEN: 6177 |STR_TIME: 1.1368260383605957
> STR_ID: 3w9k |STR_LEN: 239 |STR_TIME: 0.02144002914428711
> STR_ID: 3w9p |STR_LEN: 496 |STR_TIME: 0.054833173751831055
> STR_ID: 3w9r |STR_LEN: 243 |STR_TIME: 0.17137408256530762
> STR_ID: 3w9s |STR_LEN: 661 |STR_TIME: 0.04307293891906738
> STR_ID: 3w9t |STR_LEN: 3194 |STR_TIME: 0.665665864944458
> STR_ID: 3w9u |STR_LEN: 429 |STR_TIME: 0.05031895637512207
> STR_ID: 3w9v |STR_LEN: 1880 |STR_TIME: 0.13381290435791016
> STR_ID: 3w9w |STR_LEN: 1962 |STR_TIME: 0.18194007873535156
> STR_ID: 3w9y |STR_LEN: 236 |STR_TIME: 0.033409833908081055
> STR_ID: 3w9z |STR_LEN: 400 |STR_TIME: 0.044677019119262695
> STR_ID: 4w90 |STR_LEN: 198 |STR_TIME: 0.0658411979675293
> STR_ID: 4w91 |STR_LEN: 4343 |STR_TIME: 0.8570880889892578
> STR_ID: 4w92 |STR_LEN: 195 |STR_TIME: 0.05887198448181152
> STR_ID: 4w93 |STR_LEN: 967 |STR_TIME: 0.08732986450195312
> STR_ID: 4w94 |STR_LEN: 259 |STR_TIME: 0.07976698875427246
> STR_ID: 4w96 |STR_LEN: 245 |STR_TIME: 0.021264314651489258
> STR_ID: 4w97 |STR_LEN: 492 |STR_TIME: 0.04351687431335449
> STR_ID: 4w98 |STR_LEN: 313 |STR_TIME: 0.0277559757232666
> STR_ID: 4w99 |STR_LEN: 1501 |STR_TIME: 0.11719608306884766
> STR_ID: 4w9a |STR_LEN: 379 |STR_TIME: 0.03913116455078125
> STR_ID: 4w9b |STR_LEN: 390 |STR_TIME: 0.06692028045654297
> STR_ID: 4w9c |STR_LEN: 1862 |STR_TIME: 0.2751457691192627
> STR_ID: 4w9d |STR_LEN: 1617 |STR_TIME: 0.25238466262817383
> STR_ID: 4w9e |STR_LEN: 1517 |STR_TIME: 0.2730691432952881
> STR_ID: 4w9f |STR_LEN: 1921 |STR_TIME: 0.29778599739074707
> STR_ID: 4w9g |STR_LEN: 1545 |STR_TIME: 0.28572702407836914
> STR_ID: 4w9h |STR_LEN: 1911 |STR_TIME: 0.29494214057922363
> STR_ID: 4w9i |STR_LEN: 1718 |STR_TIME: 0.2892148494720459
> STR_ID: 4w9j |STR_LEN: 1795 |STR_TIME: 0.30333900451660156
> STR_ID: 4w9k |STR_LEN: 1682 |STR_TIME: 0.29881811141967773
> STR_ID: 4w9l |STR_LEN: 1578 |STR_TIME: 0.29953789710998535
> STR_ID: 4w9m |STR_LEN: 1885 |STR_TIME: 0.30689358711242676
> STR_ID: 4w9n |STR_LEN: 1800 |STR_TIME: 0.46245479583740234
> STR_ID: 4w9o |STR_LEN: 554 |STR_TIME: 0.057115793228149414
> STR_ID: 4w9p |STR_LEN: 547 |STR_TIME: 0.12424516677856445
> STR_ID: 4w9q |STR_LEN: 347 |STR_TIME: 0.030146121978759766
> STR_ID: 4w9r |STR_LEN: 823 |STR_TIME: 0.1295170783996582
> STR_ID: 4w9s |STR_LEN: 358 |STR_TIME: 0.06785798072814941
> STR_ID: 4w9t |STR_LEN: 466 |STR_TIME: 0.07462096214294434
> STR_ID: 4w9u |STR_LEN: 1814 |STR_TIME: 0.2634921073913574
> STR_ID: 4w9w |STR_LEN: 545 |STR_TIME: 0.07700204849243164
> STR_ID: 4w9x |STR_LEN: 432 |STR_TIME: 0.057672977447509766
> STR_ID: 4w9y |STR_LEN: 1291 |STR_TIME: 0.2926640510559082
> STR_ID: 4w9z |STR_LEN: 396 |STR_TIME: 0.03213095664978027
>> FINISH_DIR: ./data/w/w9/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 1198 |DIR_TIME: 25.60471820831299 

>> START_DIR: ./data/w/wa/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1wa0 |STR_LEN: 757 |STR_TIME: 0.05510115623474121
> STR_ID: 1wa1 |STR_LEN: 692 |STR_TIME: 0.05387687683105469
> STR_ID: 1wa2 |STR_LEN: 671 |STR_TIME: 0.09300804138183594
> STR_ID: 1wa3 |STR_LEN: 1529 |STR_TIME: 0.1796882152557373
> STR_ID: 1wa4 |STR_LEN: 300 |STR_TIME: 0.034542083740234375
> STR_ID: 1wa5 |STR_LEN: 2046 |STR_TIME: 0.29358577728271484
> STR_ID: 1wa6 |STR_LEN: 374 |STR_TIME: 0.043431997299194336
> STR_ID: 1wa7 |STR_LEN: 82 |STR_TIME: 0.5749108791351318
> STR_ID: 1wa8 |STR_LEN: 194 |STR_TIME: 1.8173291683197021
> STR_ID: 1wa9 |STR_LEN: 643 |STR_TIME: 0.09059405326843262
> STR_ID: 1waa |STR_LEN: 1056 |STR_TIME: 0.08804678916931152
> STR_ID: 1wab |STR_LEN: 445 |STR_TIME: 0.0349581241607666
> STR_ID: 1wac |STR_LEN: 1986 |STR_TIME: 0.4788229465484619
> STR_ID: 1wad |STR_LEN: 218 |STR_TIME: 0.020045042037963867
> STR_ID: 1wae |STR_LEN: 516 |STR_TIME: 0.08218812942504883
> STR_ID: 1waf |STR_LEN: 1808 |STR_TIME: 0.26627302169799805
> STR_ID: 1waj |STR_LEN: 965 |STR_TIME: 0.1554708480834961
> STR_ID: 1wak |STR_LEN: 655 |STR_TIME: 0.05544304847717285
> STR_ID: 1wal |STR_LEN: 442 |STR_TIME: 0.04874610900878906
> STR_ID: 1wam |STR_LEN: 494 |STR_TIME: 0.06145906448364258
> STR_ID: 1wan |STR_LEN: 32 |STR_TIME: 0.17955398559570312
> STR_ID: 1wao |STR_LEN: 1885 |STR_TIME: 0.31258583068847656
> STR_ID: 1wap |STR_LEN: 3528 |STR_TIME: 0.3176729679107666
> STR_ID: 1waq |STR_LEN: 130 |STR_TIME: 0.014539003372192383
> STR_ID: 1war |STR_LEN: 375 |STR_TIME: 0.09026837348937988
> STR_ID: 1was |STR_LEN: 146 |STR_TIME: 0.02177882194519043
> STR_ID: 1wat |STR_LEN: 286 |STR_TIME: 0.041356801986694336
> STR_ID: 1wau |STR_LEN: 316 |STR_TIME: 0.03293800354003906
> STR_ID: 1wav |STR_LEN: 426 |STR_TIME: 0.11342382431030273
> STR_ID: 1waw |STR_LEN: 722 |STR_TIME: 0.06105685234069824
> STR_ID: 1wax |STR_LEN: 535 |STR_TIME: 0.049870967864990234
> STR_ID: 1way |STR_LEN: 685 |STR_TIME: 0.05158090591430664
> STR_ID: 1waz |STR_LEN: 46 |STR_TIME: 0.2220919132232666
> STR_ID: 2wa0 |STR_LEN: 256 |STR_TIME: 0.030898094177246094
> STR_ID: 2wa1 |STR_LEN: 777 |STR_TIME: 0.07768917083740234
> STR_ID: 2wa2 |STR_LEN: 785 |STR_TIME: 0.07555818557739258
> STR_ID: 2wa3 |STR_LEN: 421 |STR_TIME: 0.1025230884552002
> STR_ID: 2wa4 |STR_LEN: 390 |STR_TIME: 0.06336784362792969
> STR_ID: 2wa5 |STR_LEN: 523 |STR_TIME: 0.04417610168457031
> STR_ID: 2wa6 |STR_LEN: 388 |STR_TIME: 0.03585100173950195
> STR_ID: 2wa7 |STR_LEN: 433 |STR_TIME: 0.04000520706176758
> STR_ID: 2wa8 |STR_LEN: 298 |STR_TIME: 0.03539109230041504
> STR_ID: 2wa9 |STR_LEN: 616 |STR_TIME: 0.12718605995178223
> STR_ID: 2waa |STR_LEN: 778 |STR_TIME: 0.06351685523986816
> STR_ID: 2wab |STR_LEN: 720 |STR_TIME: 0.05791425704956055
> STR_ID: 2wac |STR_LEN: 735 |STR_TIME: 0.07633686065673828
> STR_ID: 2wad |STR_LEN: 2397 |STR_TIME: 0.3047611713409424
> STR_ID: 2wae |STR_LEN: 794 |STR_TIME: 0.10548591613769531
> STR_ID: 2waf |STR_LEN: 632 |STR_TIME: 0.08252406120300293
> STR_ID: 2wag |STR_LEN: 602 |STR_TIME: 0.06537914276123047
> STR_ID: 2wah |STR_LEN: 522 |STR_TIME: 0.06926083564758301
> STR_ID: 2waj |STR_LEN: 527 |STR_TIME: 0.11445808410644531
> STR_ID: 2wal |STR_LEN: 341 |STR_TIME: 0.041622161865234375
> STR_ID: 2wam |STR_LEN: 1091 |STR_TIME: 0.16030383110046387
> STR_ID: 2wan |STR_LEN: 1803 |STR_TIME: 0.16985392570495605
> STR_ID: 2wao |STR_LEN: 771 |STR_TIME: 0.06069016456604004
> STR_ID: 2wap |STR_LEN: 1133 |STR_TIME: 0.19892287254333496
> STR_ID: 2waq |STR_LEN: 3345 |STR_TIME: 0.7635390758514404
> STR_ID: 2war |STR_LEN: 244 |STR_TIME: 0.023962974548339844
> STR_ID: 2was |STR_LEN: 855 |STR_TIME: 0.09131789207458496
> STR_ID: 2wat |STR_LEN: 1235 |STR_TIME: 0.17213892936706543
> STR_ID: 2wau |STR_LEN: 549 |STR_TIME: 0.10127091407775879
> STR_ID: 2waw |STR_LEN: 404 |STR_TIME: 0.03329825401306152
> STR_ID: 2wax |STR_LEN: 629 |STR_TIME: 0.061933040618896484
> STR_ID: 2way |STR_LEN: 476 |STR_TIME: 0.05593585968017578
> STR_ID: 2waz |STR_LEN: 664 |STR_TIME: 0.09412407875061035
> STR_ID: 3wa0 |STR_LEN: 2336 |STR_TIME: 0.30344605445861816
> STR_ID: 3wa1 |STR_LEN: 829 |STR_TIME: 0.06380796432495117
> STR_ID: 3wa2 |STR_LEN: 1561 |STR_TIME: 0.3208949565887451
> STR_ID: 3wa3 |STR_LEN: 2999 |STR_TIME: 0.3263711929321289
> STR_ID: 3wa4 |STR_LEN: 168 |STR_TIME: 0.021804094314575195
> STR_ID: 3wa5 |STR_LEN: 1060 |STR_TIME: 0.08735513687133789
> STR_ID: 3wa6 |STR_LEN: 799 |STR_TIME: 0.06910586357116699
> STR_ID: 3wa7 |STR_LEN: 834 |STR_TIME: 0.13281917572021484
> STR_ID: 3wa8 |STR_LEN: 372 |STR_TIME: 0.0634920597076416
> STR_ID: 3wa9 |STR_LEN: 1045 |STR_TIME: 0.24415802955627441
> STR_ID: 3waa |STR_LEN: 1047 |STR_TIME: 0.22051525115966797
> STR_ID: 3wab |STR_LEN: 532 |STR_TIME: 0.08042335510253906
> STR_ID: 3wad |STR_LEN: 1221 |STR_TIME: 0.11947274208068848
> STR_ID: 3wae |STR_LEN: 1136 |STR_TIME: 0.096221923828125
> STR_ID: 3waf |STR_LEN: 912 |STR_TIME: 0.15433526039123535
> STR_ID: 3wag |STR_LEN: 1178 |STR_TIME: 0.12667584419250488
> STR_ID: 3wah |STR_LEN: 510 |STR_TIME: 0.0531468391418457
> STR_ID: 3wai |STR_LEN: 1264 |STR_TIME: 0.16982579231262207
> STR_ID: 3waj |STR_LEN: 946 |STR_TIME: 0.16463518142700195
> STR_ID: 3wak |STR_LEN: 865 |STR_TIME: 0.15837407112121582
> STR_ID: 3wal |STR_LEN: 204 |STR_TIME: 0.024178028106689453
> STR_ID: 3wam |STR_LEN: 230 |STR_TIME: 0.030515193939208984
> STR_ID: 3wan |STR_LEN: 509 |STR_TIME: 0.05525612831115723
> STR_ID: 3wao |STR_LEN: 498 |STR_TIME: 0.12620902061462402
> STR_ID: 3wap |STR_LEN: 124 |STR_TIME: 0.021350860595703125
> STR_ID: 3waq |STR_LEN: 192 |STR_TIME: 0.02873706817626953
> STR_ID: 3war |STR_LEN: 700 |STR_TIME: 0.0737450122833252
> STR_ID: 3was |STR_LEN: 2086 |STR_TIME: 0.1734311580657959
> STR_ID: 3wat |STR_LEN: 2141 |STR_TIME: 0.14613986015319824
> STR_ID: 3wau |STR_LEN: 1920 |STR_TIME: 0.17806291580200195
> STR_ID: 3wav |STR_LEN: 1261 |STR_TIME: 0.14081525802612305
> STR_ID: 3waw |STR_LEN: 1189 |STR_TIME: 0.17683887481689453
> STR_ID: 3wax |STR_LEN: 1261 |STR_TIME: 0.12845706939697266
> STR_ID: 3way |STR_LEN: 1270 |STR_TIME: 0.16754674911499023
> STR_ID: 3waz |STR_LEN: 475 |STR_TIME: 0.09567999839782715
> STR_ID: 4wa0 |STR_LEN: 908 |STR_TIME: 0.07139110565185547
> STR_ID: 4wa1 |STR_LEN: 6066 |STR_TIME: 0.7879269123077393
> STR_ID: 4wa2 |STR_LEN: 4041 |STR_TIME: 0.5237288475036621
> STR_ID: 4wa3 |STR_LEN: 728 |STR_TIME: 0.19144010543823242
> STR_ID: 4wa4 |STR_LEN: 714 |STR_TIME: 0.07136178016662598
> STR_ID: 4wa5 |STR_LEN: 431 |STR_TIME: 0.06877517700195312
> STR_ID: 4wa6 |STR_LEN: 1518 |STR_TIME: 0.32457494735717773
> STR_ID: 4wa7 |STR_LEN: 196 |STR_TIME: 0.04935026168823242
> STR_ID: 4wa8 |STR_LEN: 682 |STR_TIME: 0.14472723007202148
> STR_ID: 4wa9 |STR_LEN: 829 |STR_TIME: 0.10311388969421387
> STR_ID: 4waa |STR_LEN: 363 |STR_TIME: 0.04796600341796875
> STR_ID: 4wab |STR_LEN: 182 |STR_TIME: 0.030612945556640625
> STR_ID: 4wac |STR_LEN: 591 |STR_TIME: 0.11664009094238281
> STR_ID: 4wad |STR_LEN: 548 |STR_TIME: 0.07531189918518066
> STR_ID: 4wae |STR_LEN: 464 |STR_TIME: 0.06411600112915039
> STR_ID: 4waf |STR_LEN: 1556 |STR_TIME: 0.2642359733581543
> STR_ID: 4wag |STR_LEN: 463 |STR_TIME: 0.0637049674987793
> STR_ID: 4wai |STR_LEN: 368 |STR_TIME: 0.06729388236999512
> STR_ID: 4waj |STR_LEN: 477 |STR_TIME: 0.11164999008178711
> STR_ID: 4wak |STR_LEN: 458 |STR_TIME: 0.06273913383483887
> STR_ID: 4wal |STR_LEN: 226 |STR_TIME: 0.027111053466796875
> STR_ID: 4wam |STR_LEN: 508 |STR_TIME: 0.06634092330932617
> STR_ID: 4wan |STR_LEN: 1013 |STR_TIME: 0.1428990364074707
> STR_ID: 4was |STR_LEN: 1581 |STR_TIME: 0.256577730178833
> STR_ID: 4wat |STR_LEN: 416 |STR_TIME: 0.06295180320739746
> STR_ID: 4wau |STR_LEN: 646 |STR_TIME: 0.05425524711608887
> STR_ID: 4wav |STR_LEN: 617 |STR_TIME: 0.06606078147888184
>> FINISH_DIR: ./data/w/wa/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 1326 |DIR_TIME: 19.040092945098877 

>> START_DIR: ./data/w/wb/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1wb0 |STR_LEN: 600 |STR_TIME: 0.0592501163482666
> STR_ID: 1wb4 |STR_LEN: 1344 |STR_TIME: 0.17734932899475098
> STR_ID: 1wb5 |STR_LEN: 1250 |STR_TIME: 0.12214088439941406
> STR_ID: 1wb6 |STR_LEN: 1283 |STR_TIME: 0.1537189483642578
> STR_ID: 1wb7 |STR_LEN: 636 |STR_TIME: 0.07057690620422363
> STR_ID: 1wb8 |STR_LEN: 587 |STR_TIME: 0.06561517715454102
> STR_ID: 1wb9 |STR_LEN: 2534 |STR_TIME: 0.3060038089752197
> STR_ID: 1wba |STR_LEN: 258 |STR_TIME: 0.02664804458618164
> STR_ID: 1wbb |STR_LEN: 1864 |STR_TIME: 0.29905200004577637
> STR_ID: 1wbc |STR_LEN: 239 |STR_TIME: 0.0274658203125
> STR_ID: 1wbd |STR_LEN: 1826 |STR_TIME: 0.2767150402069092
> STR_ID: 1wbe |STR_LEN: 498 |STR_TIME: 0.03829193115234375
> STR_ID: 1wbf |STR_LEN: 765 |STR_TIME: 0.07740378379821777
> STR_ID: 1wbg |STR_LEN: 685 |STR_TIME: 0.08886599540710449
> STR_ID: 1wbh |STR_LEN: 1364 |STR_TIME: 0.11954712867736816
> STR_ID: 1wbi |STR_LEN: 2166 |STR_TIME: 0.20865988731384277
> STR_ID: 1wbj |STR_LEN: 1193 |STR_TIME: 0.11003899574279785
> STR_ID: 1wbk |STR_LEN: 283 |STR_TIME: 0.02988290786743164
> STR_ID: 1wbl |STR_LEN: 1525 |STR_TIME: 0.20823884010314941
> STR_ID: 1wbm |STR_LEN: 299 |STR_TIME: 0.03131699562072754
> STR_ID: 1wbn |STR_LEN: 905 |STR_TIME: 0.06824016571044922
> STR_ID: 1wbo |STR_LEN: 683 |STR_TIME: 0.05727195739746094
> STR_ID: 1wbp |STR_LEN: 359 |STR_TIME: 0.08568501472473145
> STR_ID: 1wbq |STR_LEN: 2603 |STR_TIME: 0.30293798446655273
> STR_ID: 1wbr |STR_LEN: 19 |STR_TIME: 0.17055702209472656
> STR_ID: 1wbs |STR_LEN: 749 |STR_TIME: 0.06140613555908203
> STR_ID: 1wbt |STR_LEN: 607 |STR_TIME: 0.056851863861083984
> STR_ID: 1wbu |STR_LEN: 472 |STR_TIME: 0.09128069877624512
> STR_ID: 1wbv |STR_LEN: 926 |STR_TIME: 0.06266593933105469
> STR_ID: 1wbw |STR_LEN: 619 |STR_TIME: 0.05490994453430176
> STR_ID: 1wbx |STR_LEN: 899 |STR_TIME: 0.07059097290039062
> STR_ID: 1wby |STR_LEN: 587 |STR_TIME: 0.08829808235168457
> STR_ID: 1wbz |STR_LEN: 1455 |STR_TIME: 0.12560796737670898
> STR_ID: 2wb0 |STR_LEN: 699 |STR_TIME: 0.05087780952453613
> STR_ID: 2wb1 |STR_LEN: 6664 |STR_TIME: 1.551490068435669
> STR_ID: 2wb2 |STR_LEN: 539 |STR_TIME: 0.1282360553741455
> STR_ID: 2wb3 |STR_LEN: 256 |STR_TIME: 0.0247800350189209
> STR_ID: 2wb4 |STR_LEN: 962 |STR_TIME: 0.13614702224731445
> STR_ID: 2wb5 |STR_LEN: 1819 |STR_TIME: 0.2794840335845947
> STR_ID: 2wb6 |STR_LEN: 198 |STR_TIME: 0.024574995040893555
> STR_ID: 2wb7 |STR_LEN: 1275 |STR_TIME: 0.16073012351989746
> STR_ID: 2wb8 |STR_LEN: 488 |STR_TIME: 0.09770393371582031
> STR_ID: 2wb9 |STR_LEN: 924 |STR_TIME: 0.08212614059448242
> STR_ID: 2wba |STR_LEN: 1779 |STR_TIME: 0.1647930145263672
> STR_ID: 2wbb |STR_LEN: 3238 |STR_TIME: 0.47404909133911133
> STR_ID: 2wbc |STR_LEN: 292 |STR_TIME: 0.037870168685913086
> STR_ID: 2wbd |STR_LEN: 3090 |STR_TIME: 0.4590108394622803
> STR_ID: 2wbe |STR_LEN: 1179 |STR_TIME: 0.21921300888061523
> STR_ID: 2wbf |STR_LEN: 525 |STR_TIME: 0.08984804153442383
> STR_ID: 2wbg |STR_LEN: 3544 |STR_TIME: 0.45452213287353516
> STR_ID: 2wbh |STR_LEN: 387 |STR_TIME: 0.058853864669799805
> STR_ID: 2wbi |STR_LEN: 834 |STR_TIME: 0.17917108535766602
> STR_ID: 2wbj |STR_LEN: 1647 |STR_TIME: 0.28650426864624023
> STR_ID: 2wbk |STR_LEN: 2885 |STR_TIME: 0.36027002334594727
> STR_ID: 2wbl |STR_LEN: 995 |STR_TIME: 0.14911293983459473
> STR_ID: 2wbm |STR_LEN: 882 |STR_TIME: 0.0816190242767334
> STR_ID: 2wbn |STR_LEN: 305 |STR_TIME: 0.03194713592529297
> STR_ID: 2wbo |STR_LEN: 629 |STR_TIME: 0.14057183265686035
> STR_ID: 2wbp |STR_LEN: 725 |STR_TIME: 0.07664990425109863
> STR_ID: 2wbq |STR_LEN: 795 |STR_TIME: 0.07843279838562012
> STR_ID: 2wbr |STR_LEN: 89 |STR_TIME: 0.7494699954986572
> STR_ID: 2wbs |STR_LEN: 236 |STR_TIME: 0.020763874053955078
> STR_ID: 2wbt |STR_LEN: 257 |STR_TIME: 0.0346531867980957
> STR_ID: 2wbu |STR_LEN: 129 |STR_TIME: 0.021886825561523438
> STR_ID: 2wbv |STR_LEN: 2267 |STR_TIME: 0.2552330493927002
> STR_ID: 2wbw |STR_LEN: 704 |STR_TIME: 0.05221915245056152
> STR_ID: 2wbx |STR_LEN: 208 |STR_TIME: 0.01648688316345215
> STR_ID: 2wby |STR_LEN: 2714 |STR_TIME: 0.36147403717041016
> STR_ID: 2wbz |STR_LEN: 506 |STR_TIME: 0.05520892143249512
> STR_ID: 3wb0 |STR_LEN: 1011 |STR_TIME: 0.12091684341430664
> STR_ID: 3wb1 |STR_LEN: 718 |STR_TIME: 0.11591315269470215
> STR_ID: 3wb2 |STR_LEN: 777 |STR_TIME: 0.16121721267700195
> STR_ID: 3wb4 |STR_LEN: 468 |STR_TIME: 0.062357187271118164
> STR_ID: 3wb5 |STR_LEN: 441 |STR_TIME: 0.06079697608947754
> STR_ID: 3wb8 |STR_LEN: 3239 |STR_TIME: 0.6466031074523926
> STR_ID: 3wb9 |STR_LEN: 2044 |STR_TIME: 0.1821298599243164
> STR_ID: 3wba |STR_LEN: 1018 |STR_TIME: 0.08967280387878418
> STR_ID: 3wbb |STR_LEN: 2272 |STR_TIME: 0.2154989242553711
> STR_ID: 3wbd |STR_LEN: 627 |STR_TIME: 0.06633710861206055
> STR_ID: 3wbe |STR_LEN: 975 |STR_TIME: 0.08536601066589355
> STR_ID: 3wbf |STR_LEN: 2319 |STR_TIME: 0.1987299919128418
> STR_ID: 3wbg |STR_LEN: 706 |STR_TIME: 0.08405113220214844
> STR_ID: 3wbh |STR_LEN: 1099 |STR_TIME: 0.1790778636932373
> STR_ID: 3wbi |STR_LEN: 681 |STR_TIME: 0.08443212509155273
> STR_ID: 3wbj |STR_LEN: 557 |STR_TIME: 0.08210992813110352
> STR_ID: 3wbk |STR_LEN: 1191 |STR_TIME: 0.21186113357543945
> STR_ID: 3wbl |STR_LEN: 393 |STR_TIME: 0.041706085205078125
> STR_ID: 3wbm |STR_LEN: 705 |STR_TIME: 0.07258868217468262
> STR_ID: 3wbn |STR_LEN: 535 |STR_TIME: 0.07960391044616699
> STR_ID: 3wbo |STR_LEN: 84 |STR_TIME: 0.050086021423339844
> STR_ID: 3wbp |STR_LEN: 281 |STR_TIME: 0.040274858474731445
> STR_ID: 3wbq |STR_LEN: 254 |STR_TIME: 0.034960269927978516
> STR_ID: 3wbr |STR_LEN: 1103 |STR_TIME: 0.15467000007629395
> STR_ID: 3wbw |STR_LEN: 850 |STR_TIME: 0.13045287132263184
> STR_ID: 3wbx |STR_LEN: 760 |STR_TIME: 0.10019421577453613
> STR_ID: 3wby |STR_LEN: 544 |STR_TIME: 0.07758116722106934
> STR_ID: 3wbz |STR_LEN: 2448 |STR_TIME: 0.5105130672454834
> STR_ID: 4wb0 |STR_LEN: 1285 |STR_TIME: 0.31455516815185547
> STR_ID: 4wb2 |STR_LEN: 812 |STR_TIME: 0.09870409965515137
> STR_ID: 4wb3 |STR_LEN: 669 |STR_TIME: 0.09449100494384766
> STR_ID: 4wb4 |STR_LEN: 122 |STR_TIME: 0.016531944274902344
> STR_ID: 4wb5 |STR_LEN: 766 |STR_TIME: 0.1439659595489502
> STR_ID: 4wb6 |STR_LEN: 923 |STR_TIME: 0.13612985610961914
