>> START_DIR: ./data/f/f0/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1f00 |STR_LEN: 472 |STR_TIME: 0.054080963134765625
> STR_ID: 4f50 |STR_LEN: 436 |STR_TIME: 0.1216890811920166
> STR_ID: 4f51 |STR_LEN: 206 |STR_TIME: 0.02352595329284668
> STR_ID: 4f52 |STR_LEN: 1722 |STR_TIME: 0.4005758762359619
> STR_ID: 4f53 |STR_LEN: 1834 |STR_TIME: 0.28132104873657227
> STR_ID: 4f54 |STR_LEN: 431 |STR_TIME: 0.04473710060119629
> STR_ID: 4f55 |STR_LEN: 282 |STR_TIME: 0.029486894607543945
> STR_ID: 4f56 |STR_LEN: 965 |STR_TIME: 0.12316393852233887
> STR_ID: 4f57 |STR_LEN: 971 |STR_TIME: 0.13854479789733887
> STR_ID: 4f58 |STR_LEN: 2430 |STR_TIME: 0.29323601722717285
> STR_ID: 4f59 |STR_LEN: 190 |STR_TIME: 0.05503201484680176
> STR_ID: 4f5a |STR_LEN: 172 |STR_TIME: 0.020940065383911133
> STR_ID: 4f5b |STR_LEN: 232 |STR_TIME: 0.02334117889404297
> STR_ID: 4f5c |STR_LEN: 2118 |STR_TIME: 0.5227241516113281
> STR_ID: 4f5d |STR_LEN: 381 |STR_TIME: 0.08277010917663574
> STR_ID: 4f5e |STR_LEN: 218 |STR_TIME: 0.037393808364868164
> STR_ID: 4f5f |STR_LEN: 1496 |STR_TIME: 0.22218704223632812
> STR_ID: 4f5g |STR_LEN: 1858 |STR_TIME: 0.2081291675567627
> STR_ID: 4f5h |STR_LEN: 1765 |STR_TIME: 0.18233990669250488
> STR_ID: 4f5i |STR_LEN: 1544 |STR_TIME: 0.21561002731323242
> STR_ID: 4f5j |STR_LEN: 1740 |STR_TIME: 0.2114112377166748
> STR_ID: 4f5k |STR_LEN: 1586 |STR_TIME: 0.17847704887390137
> STR_ID: 4f5l |STR_LEN: 2048 |STR_TIME: 0.25293993949890137
> STR_ID: 4f5m |STR_LEN: 1587 |STR_TIME: 0.2233288288116455
> STR_ID: 4f5n |STR_LEN: 921 |STR_TIME: 0.08413314819335938
> STR_ID: 4f5o |STR_LEN: 636 |STR_TIME: 0.07596969604492188
> STR_ID: 4f5p |STR_LEN: 653 |STR_TIME: 0.07009315490722656
> STR_ID: 4f5q |STR_LEN: 463 |STR_TIME: 0.08585596084594727
> STR_ID: 4f5r |STR_LEN: 1132 |STR_TIME: 0.212294340133667
> STR_ID: 4f5s |STR_LEN: 1494 |STR_TIME: 0.28588008880615234
> STR_ID: 4f5t |STR_LEN: 871 |STR_TIME: 0.1271069049835205
> STR_ID: 4f5u |STR_LEN: 936 |STR_TIME: 0.1706221103668213
> STR_ID: 4f5v |STR_LEN: 782 |STR_TIME: 0.1192009449005127
> STR_ID: 4f5w |STR_LEN: 231 |STR_TIME: 0.031012773513793945
> STR_ID: 4f5x |STR_LEN: 7732 |STR_TIME: 1.598520040512085
> STR_ID: 4f5y |STR_LEN: 527 |STR_TIME: 0.06994795799255371
> STR_ID: 4f5z |STR_LEN: 1039 |STR_TIME: 0.08735299110412598
> STR_ID: 5f51 |STR_LEN: 168 |STR_TIME: 0.13362908363342285
> STR_ID: 5f52 |STR_LEN: 2480 |STR_TIME: 0.2467331886291504
> STR_ID: 5f53 |STR_LEN: 137 |STR_TIME: 0.012866020202636719
> STR_ID: 5f54 |STR_LEN: 708 |STR_TIME: 0.19910073280334473
> STR_ID: 5f55 |STR_LEN: 728 |STR_TIME: 0.1685187816619873
> STR_ID: 5f56 |STR_LEN: 864 |STR_TIME: 0.17583990097045898
> STR_ID: 5f58 |STR_LEN: 508 |STR_TIME: 0.05510687828063965
> STR_ID: 5f59 |STR_LEN: 202 |STR_TIME: 0.027296066284179688
> STR_ID: 5f5a |STR_LEN: 694 |STR_TIME: 0.08954501152038574
> STR_ID: 5f5b |STR_LEN: 221 |STR_TIME: 0.029260873794555664
> STR_ID: 5f5c |STR_LEN: 752 |STR_TIME: 0.13128399848937988
> STR_ID: 5f5d |STR_LEN: 219 |STR_TIME: 0.03125405311584473
> STR_ID: 5f5e |STR_LEN: 292 |STR_TIME: 0.03366398811340332
> STR_ID: 5f5f |STR_LEN: 733 |STR_TIME: 0.16973423957824707
> STR_ID: 5f5g |STR_LEN: 215 |STR_TIME: 0.030030012130737305
> STR_ID: 5f5h |STR_LEN: 442 |STR_TIME: 0.11574792861938477
> STR_ID: 5f5i |STR_LEN: 849 |STR_TIME: 0.14777374267578125
> STR_ID: 5f5j |STR_LEN: 215 |STR_TIME: 0.027106046676635742
> STR_ID: 5f5k |STR_LEN: 232 |STR_TIME: 0.03157401084899902
> STR_ID: 5f5l |STR_LEN: 613 |STR_TIME: 0.10023903846740723
> STR_ID: 5f5m |STR_LEN: 678 |STR_TIME: 0.099761962890625
> STR_ID: 5f5n |STR_LEN: 1637 |STR_TIME: 0.13976502418518066
> STR_ID: 5f5o |STR_LEN: 1263 |STR_TIME: 0.18422603607177734
> STR_ID: 5f5p |STR_LEN: 936 |STR_TIME: 0.34529829025268555
> STR_ID: 5f5q |STR_LEN: 577 |STR_TIME: 0.08568620681762695
> STR_ID: 5f5r |STR_LEN: 959 |STR_TIME: 0.1022939682006836
> STR_ID: 5f5s |STR_LEN: 283 |STR_TIME: 0.1011362075805664
> STR_ID: 5f5t |STR_LEN: 676 |STR_TIME: 0.11124873161315918
> STR_ID: 5f5u |STR_LEN: 899 |STR_TIME: 0.20594286918640137
> STR_ID: 5f5v |STR_LEN: 565 |STR_TIME: 0.11536288261413574
> STR_ID: 5f5w |STR_LEN: 1408 |STR_TIME: 0.27894091606140137
> STR_ID: 5f5x |STR_LEN: 968 |STR_TIME: 0.25904321670532227
> STR_ID: 5f5y |STR_LEN: 142 |STR_TIME: 0.022817134857177734
> STR_ID: 5f5z |STR_LEN: 210 |STR_TIME: 0.10160684585571289
>> FINISH_DIR: ./data/f/f5/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 988 |DIR_TIME: 30.464618921279907 

>> START_DIR: ./data/f/f6/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1f60 |STR_LEN: 1263 |STR_TIME: 0.10484504699707031
> STR_ID: 1f61 |STR_LEN: 1530 |STR_TIME: 0.14803600311279297
> STR_ID: 1f62 |STR_LEN: 53 |STR_TIME: 0.34371495246887207
> STR_ID: 1f63 |STR_LEN: 246 |STR_TIME: 0.025672197341918945
> STR_ID: 1f65 |STR_LEN: 325 |STR_TIME: 0.07066798210144043
> STR_ID: 1f66 |STR_LEN: 1401 |STR_TIME: 0.2432420253753662
> STR_ID: 1f68 |STR_LEN: 103 |STR_TIME: 1.229482889175415
> STR_ID: 1f69 |STR_LEN: 32 |STR_TIME: 0.005064964294433594
> STR_ID: 1f6a |STR_LEN: 637 |STR_TIME: 0.21065592765808105
> STR_ID: 1f6b |STR_LEN: 662 |STR_TIME: 0.06361603736877441
> STR_ID: 1f6c |STR_LEN: 48 |STR_TIME: 0.011210918426513672
> STR_ID: 1f6d |STR_LEN: 2266 |STR_TIME: 0.27912282943725586
> STR_ID: 1f6e |STR_LEN: 162 |STR_TIME: 0.016407012939453125
> STR_ID: 1f6f |STR_LEN: 667 |STR_TIME: 0.08863520622253418
> STR_ID: 1f6g |STR_LEN: 640 |STR_TIME: 0.17147016525268555
> STR_ID: 1f6h |STR_LEN: 155 |STR_TIME: 0.02276611328125
> STR_ID: 1f6i |STR_LEN: 41 |STR_TIME: 0.005789756774902344
> STR_ID: 1f6j |STR_LEN: 40 |STR_TIME: 0.006350994110107422
> STR_ID: 1f6k |STR_LEN: 1477 |STR_TIME: 0.11562824249267578
> STR_ID: 1f6l |STR_LEN: 114 |STR_TIME: 0.017366886138916016
> STR_ID: 1f6m |STR_LEN: 1956 |STR_TIME: 0.3124959468841553
> STR_ID: 1f6n |STR_LEN: 937 |STR_TIME: 0.13985705375671387
> STR_ID: 1f6o |STR_LEN: 372 |STR_TIME: 0.07890892028808594
> STR_ID: 1f6p |STR_LEN: 1769 |STR_TIME: 0.19225502014160156
> STR_ID: 1f6r |STR_LEN: 894 |STR_TIME: 0.1821739673614502
> STR_ID: 1f6s |STR_LEN: 825 |STR_TIME: 0.13994884490966797
> STR_ID: 1f6t |STR_LEN: 834 |STR_TIME: 0.09302830696105957
> STR_ID: 1f6u |STR_LEN: 77 |STR_TIME: 0.7655067443847656
> STR_ID: 1f6v |STR_LEN: 91 |STR_TIME: 0.7857768535614014
> STR_ID: 1f6w |STR_LEN: 696 |STR_TIME: 0.10087132453918457
> STR_ID: 1f6x |STR_LEN: 27 |STR_TIME: 0.016727209091186523
> STR_ID: 1f6y |STR_LEN: 701 |STR_TIME: 0.0958402156829834
> STR_ID: 1f6z |STR_LEN: 27 |STR_TIME: 0.01902318000793457
> STR_ID: 2f60 |STR_LEN: 125 |STR_TIME: 0.013629913330078125
> STR_ID: 2f61 |STR_LEN: 1409 |STR_TIME: 0.3091127872467041
> STR_ID: 2f62 |STR_LEN: 648 |STR_TIME: 0.06447696685791016
> STR_ID: 2f63 |STR_LEN: 158 |STR_TIME: 1.4177281856536865
> STR_ID: 2f64 |STR_LEN: 696 |STR_TIME: 0.07780003547668457
> STR_ID: 2f65 |STR_LEN: 158 |STR_TIME: 1.5013649463653564
> STR_ID: 2f66 |STR_LEN: 505 |STR_TIME: 0.1457958221435547
> STR_ID: 2f67 |STR_LEN: 625 |STR_TIME: 0.06638407707214355
> STR_ID: 2f68 |STR_LEN: 466 |STR_TIME: 0.05433201789855957
> STR_ID: 2f69 |STR_LEN: 726 |STR_TIME: 0.07078790664672852
> STR_ID: 2f6a |STR_LEN: 1378 |STR_TIME: 0.3758273124694824
> STR_ID: 2f6b |STR_LEN: 457 |STR_TIME: 0.07277584075927734
> STR_ID: 2f6c |STR_LEN: 1175 |STR_TIME: 0.11701416969299316
> STR_ID: 2f6d |STR_LEN: 1307 |STR_TIME: 0.1878340244293213
> STR_ID: 2f6e |STR_LEN: 292 |STR_TIME: 0.027425050735473633
> STR_ID: 2f6f |STR_LEN: 557 |STR_TIME: 0.06429910659790039
> STR_ID: 2f6g |STR_LEN: 1020 |STR_TIME: 0.09499812126159668
> STR_ID: 2f6h |STR_LEN: 617 |STR_TIME: 0.11512494087219238
> STR_ID: 2f6i |STR_LEN: 1503 |STR_TIME: 0.2136549949645996
> STR_ID: 2f6j |STR_LEN: 964 |STR_TIME: 0.13698816299438477
> STR_ID: 2f6k |STR_LEN: 870 |STR_TIME: 0.11085391044616699
> STR_ID: 2f6l |STR_LEN: 693 |STR_TIME: 0.06609702110290527
> STR_ID: 2f6m |STR_LEN: 386 |STR_TIME: 0.060735225677490234
> STR_ID: 2f6n |STR_LEN: 662 |STR_TIME: 0.0687859058380127
> STR_ID: 2f6p |STR_LEN: 933 |STR_TIME: 0.15277791023254395
> STR_ID: 2f6q |STR_LEN: 875 |STR_TIME: 0.1275639533996582
> STR_ID: 2f6r |STR_LEN: 431 |STR_TIME: 0.04514598846435547
> STR_ID: 2f6s |STR_LEN: 599 |STR_TIME: 0.07309293746948242
> STR_ID: 2f6t |STR_LEN: 672 |STR_TIME: 0.10342001914978027
> STR_ID: 2f6u |STR_LEN: 804 |STR_TIME: 0.0821828842163086
> STR_ID: 2f6v |STR_LEN: 566 |STR_TIME: 0.05839419364929199
> STR_ID: 2f6w |STR_LEN: 631 |STR_TIME: 0.06308102607727051
> STR_ID: 2f6x |STR_LEN: 688 |STR_TIME: 0.12228608131408691
> STR_ID: 2f6y |STR_LEN: 630 |STR_TIME: 0.057987213134765625
> STR_ID: 2f6z |STR_LEN: 646 |STR_TIME: 0.06085801124572754
> STR_ID: 3f61 |STR_LEN: 460 |STR_TIME: 0.04962491989135742
> STR_ID: 3f62 |STR_LEN: 373 |STR_TIME: 0.050328969955444336
> STR_ID: 3f63 |STR_LEN: 768 |STR_TIME: 0.08191633224487305
> STR_ID: 3f64 |STR_LEN: 350 |STR_TIME: 0.0694129467010498
> STR_ID: 3f65 |STR_LEN: 1787 |STR_TIME: 0.3112192153930664
> STR_ID: 3f66 |STR_LEN: 1018 |STR_TIME: 0.15848112106323242
> STR_ID: 3f67 |STR_LEN: 539 |STR_TIME: 0.049346923828125
> STR_ID: 3f68 |STR_LEN: 392 |STR_TIME: 0.05106806755065918
> STR_ID: 3f69 |STR_LEN: 589 |STR_TIME: 0.13839197158813477
> STR_ID: 3f6a |STR_LEN: 474 |STR_TIME: 0.05450320243835449
> STR_ID: 3f6b |STR_LEN: 989 |STR_TIME: 0.11113381385803223
> STR_ID: 3f6c |STR_LEN: 583 |STR_TIME: 0.05656099319458008
> STR_ID: 3f6d |STR_LEN: 744 |STR_TIME: 0.07931900024414062
> STR_ID: 3f6e |STR_LEN: 988 |STR_TIME: 0.1331789493560791
> STR_ID: 3f6f |STR_LEN: 499 |STR_TIME: 0.04413008689880371
> STR_ID: 3f6g |STR_LEN: 415 |STR_TIME: 0.056220293045043945
> STR_ID: 3f6h |STR_LEN: 432 |STR_TIME: 0.05737614631652832
> STR_ID: 3f6i |STR_LEN: 395 |STR_TIME: 0.0709691047668457
> STR_ID: 3f6j |STR_LEN: 352 |STR_TIME: 0.06851911544799805
> STR_ID: 3f6k |STR_LEN: 973 |STR_TIME: 0.11195015907287598
> STR_ID: 3f6l |STR_LEN: 440 |STR_TIME: 0.07864022254943848
> STR_ID: 3f6m |STR_LEN: 176 |STR_TIME: 0.02963113784790039
> STR_ID: 3f6n |STR_LEN: 290 |STR_TIME: 0.04069113731384277
> STR_ID: 3f6o |STR_LEN: 350 |STR_TIME: 0.03376507759094238
> STR_ID: 3f6p |STR_LEN: 149 |STR_TIME: 0.048584938049316406
> STR_ID: 3f6q |STR_LEN: 625 |STR_TIME: 0.04735994338989258
> STR_ID: 3f6r |STR_LEN: 935 |STR_TIME: 0.0953531265258789
> STR_ID: 3f6s |STR_LEN: 1491 |STR_TIME: 0.21260809898376465
> STR_ID: 3f6t |STR_LEN: 1600 |STR_TIME: 0.18756794929504395
> STR_ID: 3f6u |STR_LEN: 488 |STR_TIME: 0.05347895622253418
> STR_ID: 3f6v |STR_LEN: 227 |STR_TIME: 0.024599075317382812
> STR_ID: 3f6w |STR_LEN: 996 |STR_TIME: 0.1463921070098877
> STR_ID: 3f6x |STR_LEN: 1287 |STR_TIME: 0.17435908317565918
> STR_ID: 3f6y |STR_LEN: 523 |STR_TIME: 0.0780940055847168
> STR_ID: 3f6z |STR_LEN: 1121 |STR_TIME: 0.08434295654296875
> STR_ID: 4f60 |STR_LEN: 791 |STR_TIME: 0.06951498985290527
> STR_ID: 4f61 |STR_LEN: 3697 |STR_TIME: 0.9637000560760498
> STR_ID: 4f62 |STR_LEN: 683 |STR_TIME: 0.09700202941894531
> STR_ID: 4f63 |STR_LEN: 583 |STR_TIME: 0.10335206985473633
> STR_ID: 4f64 |STR_LEN: 773 |STR_TIME: 0.1789228916168213
> STR_ID: 4f65 |STR_LEN: 764 |STR_TIME: 0.11854672431945801
> STR_ID: 4f66 |STR_LEN: 2109 |STR_TIME: 0.2687489986419678
> STR_ID: 4f67 |STR_LEN: 451 |STR_TIME: 0.0643010139465332
> STR_ID: 4f68 |STR_LEN: 228 |STR_TIME: 0.02266979217529297
> STR_ID: 4f69 |STR_LEN: 238 |STR_TIME: 0.020720243453979492
> STR_ID: 4f6a |STR_LEN: 642 |STR_TIME: 0.07589983940124512
> STR_ID: 4f6b |STR_LEN: 261 |STR_TIME: 0.02853083610534668
> STR_ID: 4f6c |STR_LEN: 740 |STR_TIME: 0.19246983528137207
> STR_ID: 4f6d |STR_LEN: 276 |STR_TIME: 0.022461891174316406
> STR_ID: 4f6e |STR_LEN: 1386 |STR_TIME: 0.2098369598388672
> STR_ID: 4f6f |STR_LEN: 280 |STR_TIME: 0.02403712272644043
> STR_ID: 4f6g |STR_LEN: 254 |STR_TIME: 0.023785114288330078
> STR_ID: 4f6h |STR_LEN: 406 |STR_TIME: 0.045662879943847656
> STR_ID: 4f6i |STR_LEN: 255 |STR_TIME: 0.025810956954956055
> STR_ID: 4f6j |STR_LEN: 255 |STR_TIME: 0.02142167091369629
> STR_ID: 4f6l |STR_LEN: 748 |STR_TIME: 0.1948680877685547
> STR_ID: 4f6m |STR_LEN: 240 |STR_TIME: 0.042295217514038086
> STR_ID: 4f6n |STR_LEN: 177 |STR_TIME: 0.043045759201049805
> STR_ID: 4f6o |STR_LEN: 537 |STR_TIME: 0.050151824951171875
> STR_ID: 4f6p |STR_LEN: 487 |STR_TIME: 0.05628800392150879
> STR_ID: 4f6r |STR_LEN: 1198 |STR_TIME: 0.2445082664489746
> STR_ID: 4f6s |STR_LEN: 696 |STR_TIME: 0.12101292610168457
> STR_ID: 4f6t |STR_LEN: 1046 |STR_TIME: 0.14880108833312988
> STR_ID: 4f6u |STR_LEN: 929 |STR_TIME: 0.13943004608154297
> STR_ID: 4f6v |STR_LEN: 409 |STR_TIME: 0.05502581596374512
> STR_ID: 4f6w |STR_LEN: 763 |STR_TIME: 0.18874883651733398
> STR_ID: 4f6x |STR_LEN: 463 |STR_TIME: 0.05771303176879883
> STR_ID: 4f6z |STR_LEN: 374 |STR_TIME: 0.048777103424072266
> STR_ID: 5f60 |STR_LEN: 322 |STR_TIME: 0.0519108772277832
> STR_ID: 5f61 |STR_LEN: 533 |STR_TIME: 0.13900375366210938
> STR_ID: 5f62 |STR_LEN: 288 |STR_TIME: 0.05080771446228027
> STR_ID: 5f63 |STR_LEN: 336 |STR_TIME: 0.05204892158508301
> STR_ID: 5f64 |STR_LEN: 923 |STR_TIME: 0.18958210945129395
> STR_ID: 5f66 |STR_LEN: 338 |STR_TIME: 0.02862405776977539
> STR_ID: 5f67 |STR_LEN: 499 |STR_TIME: 0.04771590232849121
> STR_ID: 5f68 |STR_LEN: 211 |STR_TIME: 0.02313995361328125
> STR_ID: 5f69 |STR_LEN: 246 |STR_TIME: 0.024023056030273438
> STR_ID: 5f6a |STR_LEN: 132 |STR_TIME: 0.021457910537719727
> STR_ID: 5f6b |STR_LEN: 617 |STR_TIME: 0.0667719841003418
> STR_ID: 5f6c |STR_LEN: 1031 |STR_TIME: 0.3799409866333008
> STR_ID: 5f6d |STR_LEN: 423 |STR_TIME: 0.03464770317077637
> STR_ID: 5f6e |STR_LEN: 449 |STR_TIME: 0.09100008010864258
> STR_ID: 5f6f |STR_LEN: 420 |STR_TIME: 0.06917285919189453
> STR_ID: 5f6h |STR_LEN: 1795 |STR_TIME: 0.3476860523223877
> STR_ID: 5f6i |STR_LEN: 503 |STR_TIME: 0.07994413375854492
> STR_ID: 5f6j |STR_LEN: 1516 |STR_TIME: 0.28142714500427246
> STR_ID: 5f6k |STR_LEN: 923 |STR_TIME: 0.14151310920715332
> STR_ID: 5f6l |STR_LEN: 713 |STR_TIME: 0.12789702415466309
> STR_ID: 5f6m |STR_LEN: 454 |STR_TIME: 0.04666590690612793
> STR_ID: 5f6q |STR_LEN: 533 |STR_TIME: 0.07127809524536133
> STR_ID: 5f6r |STR_LEN: 739 |STR_TIME: 0.08806014060974121
> STR_ID: 5f6t |STR_LEN: 218 |STR_TIME: 0.039411067962646484
> STR_ID: 5f6u |STR_LEN: 396 |STR_TIME: 0.0751810073852539
> STR_ID: 5f6v |STR_LEN: 385 |STR_TIME: 0.03839683532714844
> STR_ID: 5f6w |STR_LEN: 401 |STR_TIME: 0.030543088912963867
> STR_ID: 5f6x |STR_LEN: 430 |STR_TIME: 0.031419992446899414
> STR_ID: 5f6y |STR_LEN: 342 |STR_TIME: 0.03909015655517578
> STR_ID: 5f6z |STR_LEN: 996 |STR_TIME: 0.13037681579589844
>> FINISH_DIR: ./data/f/f6/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 1154 |DIR_TIME: 23.570093870162964 

>> START_DIR: ./data/f/f7/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1f70 |STR_LEN: 76 |STR_TIME: 0.24209880828857422
> STR_ID: 1f71 |STR_LEN: 67 |STR_TIME: 0.23168373107910156
> STR_ID: 1f73 |STR_LEN: 1776 |STR_TIME: 0.21746206283569336
> STR_ID: 1f74 |STR_LEN: 1438 |STR_TIME: 0.1703050136566162
> STR_ID: 1f75 |STR_LEN: 469 |STR_TIME: 0.06906008720397949
> STR_ID: 1f76 |STR_LEN: 2402 |STR_TIME: 0.2779860496520996
> STR_ID: 1f77 |STR_LEN: 622 |STR_TIME: 0.07440400123596191
> STR_ID: 1f78 |STR_LEN: 28 |STR_TIME: 0.014242887496948242
> STR_ID: 1f79 |STR_LEN: 28 |STR_TIME: 0.016623973846435547
> STR_ID: 1f7a |STR_LEN: 309 |STR_TIME: 0.03415393829345703
> STR_ID: 1f7b |STR_LEN: 1373 |STR_TIME: 0.1637260913848877
> STR_ID: 1f7c |STR_LEN: 229 |STR_TIME: 0.029010772705078125
> STR_ID: 1f7d |STR_LEN: 422 |STR_TIME: 0.04448103904724121
> STR_ID: 1f7e |STR_LEN: 46 |STR_TIME: 0.2859690189361572
> STR_ID: 1f7f |STR_LEN: 27 |STR_TIME: 0.1508619785308838
> STR_ID: 1f7g |STR_LEN: 27 |STR_TIME: 0.33432698249816895
> STR_ID: 1f7h |STR_LEN: 28 |STR_TIME: 0.17921996116638184
> STR_ID: 1f7i |STR_LEN: 28 |STR_TIME: 0.25321006774902344
> STR_ID: 1f7k |STR_LEN: 371 |STR_TIME: 0.038516998291015625
> STR_ID: 1f7l |STR_LEN: 220 |STR_TIME: 0.02020096778869629
> STR_ID: 1f7m |STR_LEN: 46 |STR_TIME: 0.01114511489868164
> STR_ID: 1f7n |STR_LEN: 318 |STR_TIME: 0.03652501106262207
> STR_ID: 1f7o |STR_LEN: 546 |STR_TIME: 0.05786299705505371
> STR_ID: 1f7p |STR_LEN: 445 |STR_TIME: 0.10823392868041992
> STR_ID: 1f7q |STR_LEN: 478 |STR_TIME: 0.058485984802246094
> STR_ID: 1f7r |STR_LEN: 189 |STR_TIME: 0.021553993225097656
> STR_ID: 1f7s |STR_LEN: 214 |STR_TIME: 0.02335810661315918
> STR_ID: 1f7t |STR_LEN: 1216 |STR_TIME: 0.12560510635375977
> STR_ID: 1f7u |STR_LEN: 1272 |STR_TIME: 0.1804368495941162
> STR_ID: 1f7v |STR_LEN: 723 |STR_TIME: 0.1306309700012207
> STR_ID: 1f7w |STR_LEN: 144 |STR_TIME: 0.048274993896484375
> STR_ID: 1f7x |STR_LEN: 144 |STR_TIME: 1.7382960319519043
> STR_ID: 1f7y |STR_LEN: 182 |STR_TIME: 0.06572484970092773
> STR_ID: 1f7z |STR_LEN: 425 |STR_TIME: 0.0481259822845459
> STR_ID: 2f70 |STR_LEN: 575 |STR_TIME: 0.19648504257202148
> STR_ID: 2f71 |STR_LEN: 651 |STR_TIME: 0.07101202011108398
> STR_ID: 2f73 |STR_LEN: 1122 |STR_TIME: 0.19124388694763184
> STR_ID: 2f74 |STR_LEN: 849 |STR_TIME: 0.17765569686889648
> STR_ID: 2f76 |STR_LEN: 100 |STR_TIME: 0.8358860015869141
> STR_ID: 2f77 |STR_LEN: 100 |STR_TIME: 0.704075813293457
> STR_ID: 2f78 |STR_LEN: 1029 |STR_TIME: 0.18443894386291504
> STR_ID: 2f7a |STR_LEN: 927 |STR_TIME: 0.0834360122680664
> STR_ID: 2f7b |STR_LEN: 578 |STR_TIME: 0.04365086555480957
> STR_ID: 2f7c |STR_LEN: 420 |STR_TIME: 0.040425777435302734
> STR_ID: 2f7d |STR_LEN: 313 |STR_TIME: 0.038516998291015625
> STR_ID: 2f7e |STR_LEN: 547 |STR_TIME: 0.06684517860412598
> STR_ID: 2f7f |STR_LEN: 884 |STR_TIME: 0.18627190589904785
> STR_ID: 2f7i |STR_LEN: 420 |STR_TIME: 0.04113197326660156
> STR_ID: 2f7k |STR_LEN: 853 |STR_TIME: 0.11021900177001953
> STR_ID: 2f7l |STR_LEN: 957 |STR_TIME: 0.18346691131591797
> STR_ID: 2f7m |STR_LEN: 396 |STR_TIME: 0.06183505058288574
> STR_ID: 2f7n |STR_LEN: 296 |STR_TIME: 0.033516883850097656
> STR_ID: 2f7o |STR_LEN: 2067 |STR_TIME: 0.24941706657409668
> STR_ID: 2f7p |STR_LEN: 2244 |STR_TIME: 0.20976591110229492
> STR_ID: 2f7q |STR_LEN: 2163 |STR_TIME: 0.2580411434173584
> STR_ID: 2f7r |STR_LEN: 2247 |STR_TIME: 0.25089406967163086
> STR_ID: 2f7s |STR_LEN: 372 |STR_TIME: 0.06074810028076172
> STR_ID: 2f7t |STR_LEN: 320 |STR_TIME: 0.036173105239868164
> STR_ID: 2f7v |STR_LEN: 730 |STR_TIME: 0.06628918647766113
> STR_ID: 2f7w |STR_LEN: 943 |STR_TIME: 0.09468388557434082
> STR_ID: 2f7x |STR_LEN: 552 |STR_TIME: 0.12636709213256836
> STR_ID: 2f7y |STR_LEN: 634 |STR_TIME: 0.08903002738952637
> STR_ID: 2f7z |STR_LEN: 357 |STR_TIME: 0.08607912063598633
> STR_ID: 3f70 |STR_LEN: 1094 |STR_TIME: 0.15105795860290527
> STR_ID: 3f71 |STR_LEN: 448 |STR_TIME: 0.09427309036254883
> STR_ID: 3f72 |STR_LEN: 768 |STR_TIME: 0.10727667808532715
> STR_ID: 3f73 |STR_LEN: 1422 |STR_TIME: 0.2961728572845459
> STR_ID: 3f74 |STR_LEN: 1251 |STR_TIME: 0.12646889686584473
> STR_ID: 3f75 |STR_LEN: 467 |STR_TIME: 0.05697202682495117
> STR_ID: 3f78 |STR_LEN: 1191 |STR_TIME: 0.12224102020263672
> STR_ID: 3f79 |STR_LEN: 1389 |STR_TIME: 0.3835880756378174
> STR_ID: 3f7a |STR_LEN: 750 |STR_TIME: 0.18950796127319336
> STR_ID: 3f7b |STR_LEN: 771 |STR_TIME: 0.09130024909973145
> STR_ID: 3f7c |STR_LEN: 322 |STR_TIME: 0.03659486770629883
> STR_ID: 3f7d |STR_LEN: 372 |STR_TIME: 0.055229902267456055
> STR_ID: 3f7e |STR_LEN: 593 |STR_TIME: 0.14254474639892578
> STR_ID: 3f7f |STR_LEN: 2816 |STR_TIME: 0.5536911487579346
> STR_ID: 3f7g |STR_LEN: 772 |STR_TIME: 0.08449006080627441
> STR_ID: 3f7h |STR_LEN: 400 |STR_TIME: 0.03633403778076172
> STR_ID: 3f7i |STR_LEN: 389 |STR_TIME: 0.03869795799255371
> STR_ID: 3f7j |STR_LEN: 1091 |STR_TIME: 0.17809605598449707
> STR_ID: 3f7k |STR_LEN: 455 |STR_TIME: 0.03666186332702637
> STR_ID: 3f7l |STR_LEN: 517 |STR_TIME: 0.04428386688232422
> STR_ID: 3f7m |STR_LEN: 526 |STR_TIME: 0.04525017738342285
> STR_ID: 3f7n |STR_LEN: 637 |STR_TIME: 0.04825091361999512
> STR_ID: 3f7o |STR_LEN: 1097 |STR_TIME: 0.13382411003112793
> STR_ID: 3f7p |STR_LEN: 1093 |STR_TIME: 0.22632980346679688
> STR_ID: 3f7q |STR_LEN: 939 |STR_TIME: 0.20264816284179688
> STR_ID: 3f7r |STR_LEN: 360 |STR_TIME: 0.07846379280090332
> STR_ID: 3f7s |STR_LEN: 210 |STR_TIME: 0.02276921272277832
> STR_ID: 3f7t |STR_LEN: 1060 |STR_TIME: 0.15894508361816406
> STR_ID: 3f7u |STR_LEN: 1291 |STR_TIME: 0.17733311653137207
> STR_ID: 3f7v |STR_LEN: 523 |STR_TIME: 0.0824732780456543
> STR_ID: 3f7w |STR_LEN: 620 |STR_TIME: 0.09668207168579102
