>> START_DIR: ./data/o/o0/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1o00 |STR_LEN: 5748 |STR_TIME: 0.7928590774536133
> STR_ID: 3o8h |STR_LEN: 410 |STR_TIME: 0.03447771072387695
> STR_ID: 3o8i |STR_LEN: 390 |STR_TIME: 0.048935890197753906
> STR_ID: 3o8j |STR_LEN: 4813 |STR_TIME: 0.8951349258422852
> STR_ID: 3o8l |STR_LEN: 1508 |STR_TIME: 0.2283179759979248
> STR_ID: 3o8m |STR_LEN: 1089 |STR_TIME: 0.1620950698852539
> STR_ID: 3o8n |STR_LEN: 1508 |STR_TIME: 0.22315573692321777
> STR_ID: 3o8o |STR_LEN: 6065 |STR_TIME: 1.0718111991882324
> STR_ID: 3o8p |STR_LEN: 626 |STR_TIME: 0.10655021667480469
> STR_ID: 3o8q |STR_LEN: 1067 |STR_TIME: 0.12449789047241211
> STR_ID: 3o8r |STR_LEN: 1608 |STR_TIME: 0.26741814613342285
> STR_ID: 3o8s |STR_LEN: 175 |STR_TIME: 0.025109052658081055
> STR_ID: 3o8t |STR_LEN: 496 |STR_TIME: 0.05036807060241699
> STR_ID: 3o8u |STR_LEN: 537 |STR_TIME: 0.05488705635070801
> STR_ID: 3o8v |STR_LEN: 103 |STR_TIME: 0.015338897705078125
> STR_ID: 3o8w |STR_LEN: 180 |STR_TIME: 0.017955780029296875
> STR_ID: 3o8x |STR_LEN: 920 |STR_TIME: 0.20053315162658691
> STR_ID: 3o8y |STR_LEN: 2020 |STR_TIME: 0.4385688304901123
> STR_ID: 3o8z |STR_LEN: 298 |STR_TIME: 0.04449295997619629
> STR_ID: 4o81 |STR_LEN: 622 |STR_TIME: 0.06879425048828125
> STR_ID: 4o82 |STR_LEN: 578 |STR_TIME: 0.12322998046875
> STR_ID: 4o83 |STR_LEN: 598 |STR_TIME: 0.06841802597045898
> STR_ID: 4o84 |STR_LEN: 610 |STR_TIME: 0.06770205497741699
> STR_ID: 4o86 |STR_LEN: 321 |STR_TIME: 0.037544965744018555
> STR_ID: 4o87 |STR_LEN: 1390 |STR_TIME: 0.17157411575317383
> STR_ID: 4o88 |STR_LEN: 815 |STR_TIME: 0.11591291427612305
> STR_ID: 4o89 |STR_LEN: 1230 |STR_TIME: 0.1342451572418213
> STR_ID: 4o8a |STR_LEN: 670 |STR_TIME: 0.08629512786865234
> STR_ID: 4o8b |STR_LEN: 151 |STR_TIME: 0.013948917388916016
> STR_ID: 4o8c |STR_LEN: 770 |STR_TIME: 0.20133185386657715
> STR_ID: 4o8e |STR_LEN: 473 |STR_TIME: 0.04270505905151367
> STR_ID: 4o8f |STR_LEN: 564 |STR_TIME: 0.07110214233398438
> STR_ID: 4o8g |STR_LEN: 540 |STR_TIME: 0.052001953125
> STR_ID: 4o8h |STR_LEN: 469 |STR_TIME: 0.03799700736999512
> STR_ID: 4o8i |STR_LEN: 298 |STR_TIME: 0.030733108520507812
> STR_ID: 4o8j |STR_LEN: 1307 |STR_TIME: 0.26693105697631836
> STR_ID: 4o8k |STR_LEN: 909 |STR_TIME: 0.09564208984375
> STR_ID: 4o8l |STR_LEN: 720 |STR_TIME: 0.14321112632751465
> STR_ID: 4o8m |STR_LEN: 6022 |STR_TIME: 1.0418360233306885
> STR_ID: 4o8n |STR_LEN: 846 |STR_TIME: 0.06459498405456543
> STR_ID: 4o8o |STR_LEN: 820 |STR_TIME: 0.06781506538391113
> STR_ID: 4o8p |STR_LEN: 784 |STR_TIME: 0.14484405517578125
> STR_ID: 4o8q |STR_LEN: 714 |STR_TIME: 0.09178495407104492
> STR_ID: 4o8r |STR_LEN: 3014 |STR_TIME: 0.6130642890930176
> STR_ID: 4o8s |STR_LEN: 308 |STR_TIME: 0.03514695167541504
> STR_ID: 4o8t |STR_LEN: 1262 |STR_TIME: 0.247359037399292
> STR_ID: 4o8u |STR_LEN: 1684 |STR_TIME: 0.2819681167602539
> STR_ID: 4o8v |STR_LEN: 827 |STR_TIME: 0.10697078704833984
> STR_ID: 4o8w |STR_LEN: 849 |STR_TIME: 0.16939520835876465
> STR_ID: 4o8x |STR_LEN: 627 |STR_TIME: 0.10489296913146973
> STR_ID: 4o8y |STR_LEN: 632 |STR_TIME: 0.10448503494262695
> STR_ID: 4o8z |STR_LEN: 491 |STR_TIME: 0.04322671890258789
>> FINISH_DIR: ./data/o/o8/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 1206 |DIR_TIME: 22.674860954284668 

>> START_DIR: ./data/o/o9/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1o90 |STR_LEN: 921 |STR_TIME: 0.15641379356384277
> STR_ID: 1o91 |STR_LEN: 663 |STR_TIME: 0.06275606155395508
> STR_ID: 1o92 |STR_LEN: 930 |STR_TIME: 0.10748505592346191
> STR_ID: 1o93 |STR_LEN: 930 |STR_TIME: 0.14147615432739258
> STR_ID: 1o94 |STR_LEN: 4462 |STR_TIME: 0.43192505836486816
> STR_ID: 1o95 |STR_LEN: 2313 |STR_TIME: 0.3746497631072998
> STR_ID: 1o96 |STR_LEN: 2289 |STR_TIME: 0.3951690196990967
> STR_ID: 1o97 |STR_LEN: 1224 |STR_TIME: 0.14444899559020996
> STR_ID: 1o98 |STR_LEN: 992 |STR_TIME: 0.09405279159545898
> STR_ID: 1o99 |STR_LEN: 638 |STR_TIME: 0.08192300796508789
> STR_ID: 1o9a |STR_LEN: 117 |STR_TIME: 0.6510539054870605
> STR_ID: 1o9b |STR_LEN: 723 |STR_TIME: 0.08265805244445801
> STR_ID: 1o9c |STR_LEN: 300 |STR_TIME: 0.03739500045776367
> STR_ID: 1o9d |STR_LEN: 412 |STR_TIME: 0.04028201103210449
> STR_ID: 1o9e |STR_LEN: 304 |STR_TIME: 0.034390926361083984
> STR_ID: 1o9f |STR_LEN: 301 |STR_TIME: 0.1054229736328125
> STR_ID: 1o9g |STR_LEN: 583 |STR_TIME: 0.05161714553833008
> STR_ID: 1o9h |STR_LEN: 278 |STR_TIME: 0.033056020736694336
> STR_ID: 1o9i |STR_LEN: 3086 |STR_TIME: 0.37482309341430664
> STR_ID: 1o9j |STR_LEN: 2436 |STR_TIME: 0.3211498260498047
> STR_ID: 1o9k |STR_LEN: 1674 |STR_TIME: 0.2633349895477295
> STR_ID: 1o9l |STR_LEN: 2303 |STR_TIME: 0.30675315856933594
> STR_ID: 1o9m |STR_LEN: 109 |STR_TIME: 0.017438888549804688
> STR_ID: 1o9n |STR_LEN: 1773 |STR_TIME: 0.13608503341674805
> STR_ID: 1o9o |STR_LEN: 1754 |STR_TIME: 0.20411896705627441
> STR_ID: 1o9p |STR_LEN: 1390 |STR_TIME: 0.1409609317779541
> STR_ID: 1o9q |STR_LEN: 1752 |STR_TIME: 0.17914199829101562
> STR_ID: 1o9r |STR_LEN: 1717 |STR_TIME: 0.16245484352111816
> STR_ID: 1o9s |STR_LEN: 1178 |STR_TIME: 0.15716814994812012
> STR_ID: 1o9t |STR_LEN: 921 |STR_TIME: 0.10701298713684082
> STR_ID: 1o9u |STR_LEN: 502 |STR_TIME: 0.05532693862915039
> STR_ID: 1o9v |STR_LEN: 279 |STR_TIME: 0.026354074478149414
> STR_ID: 1o9w |STR_LEN: 281 |STR_TIME: 0.02397012710571289
> STR_ID: 1o9x |STR_LEN: 586 |STR_TIME: 0.13470888137817383
> STR_ID: 1o9y |STR_LEN: 439 |STR_TIME: 0.0394740104675293
> STR_ID: 1o9z |STR_LEN: 329 |STR_TIME: 0.02799701690673828
> STR_ID: 2o90 |STR_LEN: 387 |STR_TIME: 0.030794143676757812
> STR_ID: 2o92 |STR_LEN: 418 |STR_TIME: 0.05666780471801758
> STR_ID: 2o93 |STR_LEN: 908 |STR_TIME: 0.17398595809936523
> STR_ID: 2o94 |STR_LEN: 272 |STR_TIME: 0.04348015785217285
> STR_ID: 2o95 |STR_LEN: 685 |STR_TIME: 0.07675600051879883
> STR_ID: 2o96 |STR_LEN: 319 |STR_TIME: 0.046392202377319336
> STR_ID: 2o97 |STR_LEN: 169 |STR_TIME: 0.020975112915039062
> STR_ID: 2o98 |STR_LEN: 704 |STR_TIME: 0.1349787712097168
> STR_ID: 2o99 |STR_LEN: 1352 |STR_TIME: 0.12135076522827148
> STR_ID: 2o9a |STR_LEN: 1566 |STR_TIME: 0.1516420841217041
> STR_ID: 2o9b |STR_LEN: 427 |STR_TIME: 0.050161123275756836
> STR_ID: 2o9c |STR_LEN: 621 |STR_TIME: 0.06025195121765137
> STR_ID: 2o9d |STR_LEN: 563 |STR_TIME: 0.06476998329162598
> STR_ID: 2o9e |STR_LEN: 297 |STR_TIME: 0.03590083122253418
> STR_ID: 2o9f |STR_LEN: 507 |STR_TIME: 0.06556391716003418
> STR_ID: 2o9g |STR_LEN: 377 |STR_TIME: 0.08152914047241211
> STR_ID: 2o9i |STR_LEN: 725 |STR_TIME: 0.08673405647277832
> STR_ID: 2o9j |STR_LEN: 1059 |STR_TIME: 0.13860583305358887
> STR_ID: 2o9k |STR_LEN: 1233 |STR_TIME: 0.12610197067260742
> STR_ID: 2o9l |STR_LEN: 91 |STR_TIME: 0.7350208759307861
> STR_ID: 2o9o |STR_LEN: 483 |STR_TIME: 0.05537009239196777
> STR_ID: 2o9p |STR_LEN: 583 |STR_TIME: 0.07096600532531738
> STR_ID: 2o9q |STR_LEN: 551 |STR_TIME: 0.03712296485900879
> STR_ID: 2o9r |STR_LEN: 576 |STR_TIME: 0.15294289588928223
> STR_ID: 2o9s |STR_LEN: 209 |STR_TIME: 0.020059823989868164
> STR_ID: 2o9t |STR_LEN: 573 |STR_TIME: 0.0645439624786377
> STR_ID: 2o9u |STR_LEN: 242 |STR_TIME: 0.029928922653198242
> STR_ID: 2o9v |STR_LEN: 170 |STR_TIME: 0.018287181854248047
> STR_ID: 2o9x |STR_LEN: 162 |STR_TIME: 0.01993703842163086
> STR_ID: 2o9z |STR_LEN: 1507 |STR_TIME: 0.19562697410583496
> STR_ID: 3o90 |STR_LEN: 1276 |STR_TIME: 0.1166532039642334
> STR_ID: 3o91 |STR_LEN: 1269 |STR_TIME: 0.12281012535095215
> STR_ID: 3o92 |STR_LEN: 1308 |STR_TIME: 0.16543912887573242
> STR_ID: 3o93 |STR_LEN: 1324 |STR_TIME: 0.12410235404968262
> STR_ID: 3o94 |STR_LEN: 1605 |STR_TIME: 0.16947317123413086
> STR_ID: 3o95 |STR_LEN: 3433 |STR_TIME: 0.5140180587768555
> STR_ID: 3o96 |STR_LEN: 389 |STR_TIME: 0.09200501441955566
> STR_ID: 3o97 |STR_LEN: 502 |STR_TIME: 0.05101513862609863
> STR_ID: 3o98 |STR_LEN: 1415 |STR_TIME: 0.18083810806274414
> STR_ID: 3o99 |STR_LEN: 297 |STR_TIME: 0.09654808044433594
> STR_ID: 3o9a |STR_LEN: 316 |STR_TIME: 0.03814697265625
> STR_ID: 3o9b |STR_LEN: 373 |STR_TIME: 0.04106616973876953
> STR_ID: 3o9c |STR_LEN: 321 |STR_TIME: 0.041387081146240234
> STR_ID: 3o9d |STR_LEN: 297 |STR_TIME: 0.03845405578613281
> STR_ID: 3o9e |STR_LEN: 352 |STR_TIME: 0.04350399971008301
> STR_ID: 3o9f |STR_LEN: 340 |STR_TIME: 0.03909778594970703
> STR_ID: 3o9g |STR_LEN: 338 |STR_TIME: 0.08452987670898438
> STR_ID: 3o9h |STR_LEN: 359 |STR_TIME: 0.04195594787597656
> STR_ID: 3o9i |STR_LEN: 385 |STR_TIME: 0.040467023849487305
> STR_ID: 3o9j |STR_LEN: 710 |STR_TIME: 0.06383800506591797
> STR_ID: 3o9k |STR_LEN: 388 |STR_TIME: 0.05540204048156738
> STR_ID: 3o9l |STR_LEN: 721 |STR_TIME: 0.12639784812927246
> STR_ID: 3o9m |STR_LEN: 1066 |STR_TIME: 0.1547536849975586
> STR_ID: 3o9n |STR_LEN: 457 |STR_TIME: 0.04034113883972168
> STR_ID: 3o9o |STR_LEN: 328 |STR_TIME: 0.03018784523010254
> STR_ID: 3o9p |STR_LEN: 852 |STR_TIME: 0.11646723747253418
> STR_ID: 3o9q |STR_LEN: 298 |STR_TIME: 0.03740525245666504
> STR_ID: 3o9r |STR_LEN: 442 |STR_TIME: 0.03631591796875
> STR_ID: 3o9s |STR_LEN: 305 |STR_TIME: 0.03849291801452637
> STR_ID: 3o9t |STR_LEN: 368 |STR_TIME: 0.03968000411987305
> STR_ID: 3o9u |STR_LEN: 926 |STR_TIME: 0.160444974899292
> STR_ID: 3o9v |STR_LEN: 3389 |STR_TIME: 0.5201611518859863
> STR_ID: 3o9w |STR_LEN: 873 |STR_TIME: 0.1895618438720703
> STR_ID: 3o9x |STR_LEN: 605 |STR_TIME: 0.06342387199401855
> STR_ID: 3o9z |STR_LEN: 2470 |STR_TIME: 0.29511594772338867
> STR_ID: 4o90 |STR_LEN: 760 |STR_TIME: 0.08912181854248047
> STR_ID: 4o91 |STR_LEN: 405 |STR_TIME: 0.04430389404296875
> STR_ID: 4o92 |STR_LEN: 217 |STR_TIME: 0.026859045028686523
> STR_ID: 4o93 |STR_LEN: 719 |STR_TIME: 0.15540409088134766
> STR_ID: 4o94 |STR_LEN: 2210 |STR_TIME: 0.46280813217163086
> STR_ID: 4o95 |STR_LEN: 655 |STR_TIME: 0.08863472938537598
> STR_ID: 4o96 |STR_LEN: 827 |STR_TIME: 0.16696810722351074
> STR_ID: 4o97 |STR_LEN: 453 |STR_TIME: 0.03926873207092285
> STR_ID: 4o98 |STR_LEN: 821 |STR_TIME: 0.0868992805480957
> STR_ID: 4o99 |STR_LEN: 2576 |STR_TIME: 0.27183985710144043
> STR_ID: 4o9a |STR_LEN: 1876 |STR_TIME: 0.2614607810974121
> STR_ID: 4o9b |STR_LEN: 425 |STR_TIME: 0.06775498390197754
> STR_ID: 4o9c |STR_LEN: 4067 |STR_TIME: 0.5541269779205322
> STR_ID: 4o9d |STR_LEN: 1142 |STR_TIME: 0.11932015419006348
> STR_ID: 4o9e |STR_LEN: 401 |STR_TIME: 0.048243045806884766
> STR_ID: 4o9f |STR_LEN: 168 |STR_TIME: 0.01981186866760254
> STR_ID: 4o9g |STR_LEN: 453 |STR_TIME: 0.047461748123168945
> STR_ID: 4o9h |STR_LEN: 841 |STR_TIME: 0.17733287811279297
> STR_ID: 4o9i |STR_LEN: 201 |STR_TIME: 0.03896808624267578
> STR_ID: 4o9k |STR_LEN: 468 |STR_TIME: 0.05048799514770508
> STR_ID: 4o9l |STR_LEN: 252 |STR_TIME: 0.020604848861694336
> STR_ID: 4o9m |STR_LEN: 661 |STR_TIME: 0.06635308265686035
> STR_ID: 4o9p |STR_LEN: 707 |STR_TIME: 0.12476897239685059
> STR_ID: 4o9r |STR_LEN: 442 |STR_TIME: 0.05997204780578613
> STR_ID: 4o9s |STR_LEN: 612 |STR_TIME: 0.057919979095458984
> STR_ID: 4o9t |STR_LEN: 1410 |STR_TIME: 0.22192001342773438
> STR_ID: 4o9u |STR_LEN: 1806 |STR_TIME: 0.27797698974609375
> STR_ID: 4o9v |STR_LEN: 530 |STR_TIME: 0.03994011878967285
> STR_ID: 4o9w |STR_LEN: 279 |STR_TIME: 0.033975839614868164
> STR_ID: 4o9x |STR_LEN: 3074 |STR_TIME: 0.491657018661499
> STR_ID: 4o9y |STR_LEN: 24898 |STR_TIME: 6.175328016281128
>> FINISH_DIR: ./data/o/o9/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 1338 |DIR_TIME: 24.203670978546143 

>> START_DIR: ./data/o/oa/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1oa0 |STR_LEN: 3357 |STR_TIME: 0.22061896324157715
> STR_ID: 1oa1 |STR_LEN: 1376 |STR_TIME: 0.41967225074768066
> STR_ID: 1oa2 |STR_LEN: 1955 |STR_TIME: 0.20636796951293945
> STR_ID: 1oa3 |STR_LEN: 1472 |STR_TIME: 0.18808293342590332
> STR_ID: 1oa4 |STR_LEN: 339 |STR_TIME: 0.03689694404602051
> STR_ID: 1oa5 |STR_LEN: 62 |STR_TIME: 0.04770398139953613
> STR_ID: 1oa6 |STR_LEN: 62 |STR_TIME: 0.04968690872192383
> STR_ID: 1oa7 |STR_LEN: 432 |STR_TIME: 0.03422999382019043
> STR_ID: 1oa8 |STR_LEN: 899 |STR_TIME: 0.1313788890838623
> STR_ID: 1oa9 |STR_LEN: 360 |STR_TIME: 0.03139376640319824
> STR_ID: 1oaa |STR_LEN: 730 |STR_TIME: 0.046415090560913086
> STR_ID: 1oab |STR_LEN: 1103 |STR_TIME: 0.11093282699584961
> STR_ID: 1oac |STR_LEN: 2417 |STR_TIME: 0.2678079605102539
> STR_ID: 1oad |STR_LEN: 1694 |STR_TIME: 0.14339399337768555
> STR_ID: 1oae |STR_LEN: 531 |STR_TIME: 0.08664774894714355
> STR_ID: 1oaf |STR_LEN: 758 |STR_TIME: 0.05664396286010742
> STR_ID: 1oag |STR_LEN: 729 |STR_TIME: 0.04620814323425293
> STR_ID: 1oah |STR_LEN: 1476 |STR_TIME: 0.19913125038146973
> STR_ID: 1oai |STR_LEN: 195 |STR_TIME: 0.014198064804077148
> STR_ID: 1oaj |STR_LEN: 244 |STR_TIME: 0.0205690860748291
> STR_ID: 1oak |STR_LEN: 992 |STR_TIME: 0.10036993026733398
> STR_ID: 1oal |STR_LEN: 253 |STR_TIME: 0.023582935333251953
> STR_ID: 1oan |STR_LEN: 844 |STR_TIME: 0.1537618637084961
> STR_ID: 1oao |STR_LEN: 4131 |STR_TIME: 0.4953789710998535
> STR_ID: 1oap |STR_LEN: 196 |STR_TIME: 0.017168045043945312
> STR_ID: 1oaq |STR_LEN: 505 |STR_TIME: 0.03828310966491699
> STR_ID: 1oar |STR_LEN: 1237 |STR_TIME: 0.19398188591003418
> STR_ID: 1oas |STR_LEN: 1040 |STR_TIME: 0.09288191795349121
> STR_ID: 1oat |STR_LEN: 1641 |STR_TIME: 0.21893715858459473
> STR_ID: 1oau |STR_LEN: 1087 |STR_TIME: 0.10652804374694824
> STR_ID: 1oav |STR_LEN: 48 |STR_TIME: 0.012865066528320312
> STR_ID: 1oaw |STR_LEN: 48 |STR_TIME: 0.2261049747467041
> STR_ID: 1oax |STR_LEN: 747 |STR_TIME: 0.0950918197631836
> STR_ID: 1oay |STR_LEN: 954 |STR_TIME: 0.09244990348815918
> STR_ID: 1oaz |STR_LEN: 1051 |STR_TIME: 0.14971208572387695
> STR_ID: 2oa0 |STR_LEN: 983 |STR_TIME: 0.14199495315551758
> STR_ID: 2oa1 |STR_LEN: 2115 |STR_TIME: 0.2195298671722412
> STR_ID: 2oa2 |STR_LEN: 275 |STR_TIME: 0.026520252227783203
> STR_ID: 2oa4 |STR_LEN: 101 |STR_TIME: 0.7322371006011963
> STR_ID: 2oa5 |STR_LEN: 389 |STR_TIME: 0.034415245056152344
> STR_ID: 2oa6 |STR_LEN: 1433 |STR_TIME: 0.25642824172973633
> STR_ID: 2oa7 |STR_LEN: 653 |STR_TIME: 0.06305098533630371
> STR_ID: 2oa8 |STR_LEN: 746 |STR_TIME: 0.06873965263366699
> STR_ID: 2oa9 |STR_LEN: 778 |STR_TIME: 0.07350397109985352
> STR_ID: 2oaa |STR_LEN: 1121 |STR_TIME: 0.1451859474182129
> STR_ID: 2oac |STR_LEN: 601 |STR_TIME: 0.06496119499206543
> STR_ID: 2oad |STR_LEN: 771 |STR_TIME: 0.07009577751159668
> STR_ID: 2oae |STR_LEN: 1462 |STR_TIME: 0.26047205924987793
> STR_ID: 2oaf |STR_LEN: 504 |STR_TIME: 0.04983091354370117
> STR_ID: 2oag |STR_LEN: 6220 |STR_TIME: 0.6219608783721924
> STR_ID: 2oah |STR_LEN: 722 |STR_TIME: 0.06342291831970215
> STR_ID: 2oai |STR_LEN: 170 |STR_TIME: 0.016635894775390625
> STR_ID: 2oaj |STR_LEN: 1163 |STR_TIME: 0.19598007202148438
> STR_ID: 2oal |STR_LEN: 1630 |STR_TIME: 0.16786408424377441
> STR_ID: 2oam |STR_LEN: 1621 |STR_TIME: 0.19189715385437012
> STR_ID: 2oan |STR_LEN: 1950 |STR_TIME: 0.3214728832244873
> STR_ID: 2oap |STR_LEN: 1004 |STR_TIME: 0.15516114234924316
> STR_ID: 2oaq |STR_LEN: 1005 |STR_TIME: 0.20763802528381348
> STR_ID: 2oar |STR_LEN: 628 |STR_TIME: 0.08344221115112305
> STR_ID: 2oas |STR_LEN: 1007 |STR_TIME: 0.12199592590332031
> STR_ID: 2oat |STR_LEN: 1959 |STR_TIME: 0.23375892639160156
> STR_ID: 2oau |STR_LEN: 1778 |STR_TIME: 0.27922892570495605
> STR_ID: 2oaw |STR_LEN: 403 |STR_TIME: 0.054850101470947266
> STR_ID: 2oax |STR_LEN: 1750 |STR_TIME: 0.2784910202026367
> STR_ID: 2oay |STR_LEN: 442 |STR_TIME: 0.05458402633666992
> STR_ID: 2oaz |STR_LEN: 662 |STR_TIME: 0.06134486198425293
> STR_ID: 3oa0 |STR_LEN: 1691 |STR_TIME: 0.24578380584716797
> STR_ID: 3oa1 |STR_LEN: 343 |STR_TIME: 0.04585695266723633
> STR_ID: 3oa2 |STR_LEN: 2235 |STR_TIME: 0.2511889934539795
> STR_ID: 3oa3 |STR_LEN: 1014 |STR_TIME: 0.10522294044494629
> STR_ID: 3oa4 |STR_LEN: 197 |STR_TIME: 0.025614023208618164
> STR_ID: 3oa5 |STR_LEN: 1871 |STR_TIME: 0.2129380702972412
> STR_ID: 3oa6 |STR_LEN: 346 |STR_TIME: 0.0637359619140625
> STR_ID: 3oa7 |STR_LEN: 211 |STR_TIME: 0.03660106658935547
> STR_ID: 3oa8 |STR_LEN: 2067 |STR_TIME: 0.28410983085632324
> STR_ID: 3oa9 |STR_LEN: 244 |STR_TIME: 0.03247499465942383
> STR_ID: 3oaa |STR_LEN: 13141 |STR_TIME: 3.015141248703003
> STR_ID: 3oab |STR_LEN: 1710 |STR_TIME: 0.16087913513183594
> STR_ID: 3oac |STR_LEN: 1242 |STR_TIME: 0.15657997131347656
> STR_ID: 3oad |STR_LEN: 818 |STR_TIME: 0.09746813774108887
> STR_ID: 3oae |STR_LEN: 2133 |STR_TIME: 0.4870150089263916
> STR_ID: 3oaf |STR_LEN: 289 |STR_TIME: 0.030448198318481445
> STR_ID: 3oag |STR_LEN: 853 |STR_TIME: 0.10056304931640625
> STR_ID: 3oah |STR_LEN: 532 |STR_TIME: 0.12560415267944336
> STR_ID: 3oai |STR_LEN: 1482 |STR_TIME: 0.15029406547546387
> STR_ID: 3oaj |STR_LEN: 1319 |STR_TIME: 0.1660013198852539
> STR_ID: 3oak |STR_LEN: 630 |STR_TIME: 0.1314539909362793
> STR_ID: 3oam |STR_LEN: 1695 |STR_TIME: 0.2376539707183838
> STR_ID: 3oan |STR_LEN: 154 |STR_TIME: 0.02321004867553711
> STR_ID: 3oao |STR_LEN: 144 |STR_TIME: 0.02343130111694336
> STR_ID: 3oap |STR_LEN: 370 |STR_TIME: 0.03647208213806152
> STR_ID: 3oau |STR_LEN: 630 |STR_TIME: 0.07861089706420898
> STR_ID: 3oaw |STR_LEN: 871 |STR_TIME: 0.16382312774658203
> STR_ID: 3oax |STR_LEN: 842 |STR_TIME: 0.11339306831359863
> STR_ID: 3oay |STR_LEN: 1430 |STR_TIME: 0.20884919166564941
> STR_ID: 3oaz |STR_LEN: 1906 |STR_TIME: 0.2114872932434082
> STR_ID: 4oa3 |STR_LEN: 312 |STR_TIME: 0.04540085792541504
> STR_ID: 4oa4 |STR_LEN: 3276 |STR_TIME: 0.5115938186645508
> STR_ID: 4oa5 |STR_LEN: 2259 |STR_TIME: 0.2943382263183594
> STR_ID: 4oa7 |STR_LEN: 1179 |STR_TIME: 0.22420597076416016
> STR_ID: 4oa8 |STR_LEN: 607 |STR_TIME: 0.07659316062927246
> STR_ID: 4oaa |STR_LEN: 784 |STR_TIME: 0.3097569942474365
> STR_ID: 4oad |STR_LEN: 391 |STR_TIME: 0.037911176681518555
> STR_ID: 4oae |STR_LEN: 418 |STR_TIME: 0.04188394546508789
> STR_ID: 4oaf |STR_LEN: 1755 |STR_TIME: 0.2941288948059082
> STR_ID: 4oag |STR_LEN: 1186 |STR_TIME: 0.16062116622924805
> STR_ID: 4oah |STR_LEN: 2477 |STR_TIME: 0.308804988861084
> STR_ID: 4oai |STR_LEN: 631 |STR_TIME: 0.062474966049194336
> STR_ID: 4oaj |STR_LEN: 113 |STR_TIME: 0.016277790069580078
> STR_ID: 4oak |STR_LEN: 724 |STR_TIME: 0.08198881149291992
> STR_ID: 4oal |STR_LEN: 1392 |STR_TIME: 0.22440004348754883
> STR_ID: 4oan |STR_LEN: 1540 |STR_TIME: 0.2490239143371582
> STR_ID: 4oao |STR_LEN: 826 |STR_TIME: 0.07628297805786133
> STR_ID: 4oap |STR_LEN: 885 |STR_TIME: 0.07431483268737793
> STR_ID: 4oaq |STR_LEN: 1302 |STR_TIME: 0.18864202499389648
> STR_ID: 4oar |STR_LEN: 295 |STR_TIME: 0.041055917739868164
> STR_ID: 4oas |STR_LEN: 624 |STR_TIME: 0.048357248306274414
> STR_ID: 4oat |STR_LEN: 1677 |STR_TIME: 0.19110894203186035
> STR_ID: 4oau |STR_LEN: 837 |STR_TIME: 0.13001608848571777
> STR_ID: 4oav |STR_LEN: 2279 |STR_TIME: 0.3250880241394043
> STR_ID: 4oaw |STR_LEN: 1072 |STR_TIME: 0.1582951545715332
> STR_ID: 4oay |STR_LEN: 1388 |STR_TIME: 0.34544897079467773
> STR_ID: 4oaz |STR_LEN: 173 |STR_TIME: 0.04324007034301758
>> FINISH_DIR: ./data/o/oa/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 1461 |DIR_TIME: 22.33825707435608 

>> START_DIR: ./data/o/ob/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1ob0 |STR_LEN: 809 |STR_TIME: 0.08520984649658203
> STR_ID: 1ob1 |STR_LEN: 1063 |STR_TIME: 0.20120620727539062
> STR_ID: 1ob2 |STR_LEN: 474 |STR_TIME: 0.08963608741760254
> STR_ID: 1ob3 |STR_LEN: 858 |STR_TIME: 0.1035456657409668
> STR_ID: 1ob4 |STR_LEN: 33 |STR_TIME: 0.0051691532135009766
> STR_ID: 1ob5 |STR_LEN: 1440 |STR_TIME: 0.310528039932251
> STR_ID: 1ob6 |STR_LEN: 63 |STR_TIME: 0.008040189743041992
> STR_ID: 1ob7 |STR_LEN: 31 |STR_TIME: 0.006329059600830078
> STR_ID: 1ob8 |STR_LEN: 506 |STR_TIME: 0.043431997299194336
> STR_ID: 1ob9 |STR_LEN: 283 |STR_TIME: 0.021313905715942383
> STR_ID: 1oba |STR_LEN: 597 |STR_TIME: 0.08974218368530273
> STR_ID: 1obb |STR_LEN: 1606 |STR_TIME: 0.15369009971618652
> STR_ID: 1obc |STR_LEN: 1304 |STR_TIME: 0.15567517280578613
> STR_ID: 1obd |STR_LEN: 831 |STR_TIME: 0.07038092613220215
> STR_ID: 1obf |STR_LEN: 1177 |STR_TIME: 0.10583972930908203
> STR_ID: 1obg |STR_LEN: 583 |STR_TIME: 0.053581953048706055
> STR_ID: 1obh |STR_LEN: 970 |STR_TIME: 0.1683032512664795
> STR_ID: 1obi |STR_LEN: 1673 |STR_TIME: 0.13881492614746094
> STR_ID: 1obj |STR_LEN: 1751 |STR_TIME: 0.17310595512390137
> STR_ID: 1obk |STR_LEN: 1751 |STR_TIME: 0.13230586051940918
