>> START_DIR: ./data/p/p0/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1p00 |STR_LEN: 44 |STR_TIME: 0.14609813690185547
> STR_ID: 3p6f |STR_LEN: 342 |STR_TIME: 0.034712791442871094
> STR_ID: 3p6g |STR_LEN: 340 |STR_TIME: 0.037999868392944336
> STR_ID: 3p6h |STR_LEN: 312 |STR_TIME: 0.032859086990356445
> STR_ID: 3p6i |STR_LEN: 280 |STR_TIME: 0.030221939086914062
> STR_ID: 3p6j |STR_LEN: 306 |STR_TIME: 0.030070066452026367
> STR_ID: 3p6k |STR_LEN: 1054 |STR_TIME: 0.1700611114501953
> STR_ID: 3p6l |STR_LEN: 445 |STR_TIME: 0.05427408218383789
> STR_ID: 3p6m |STR_LEN: 559 |STR_TIME: 0.06233024597167969
> STR_ID: 3p6n |STR_LEN: 703 |STR_TIME: 0.06481289863586426
> STR_ID: 3p6o |STR_LEN: 662 |STR_TIME: 0.09546279907226562
> STR_ID: 3p6p |STR_LEN: 632 |STR_TIME: 0.06506896018981934
> STR_ID: 3p6q |STR_LEN: 578 |STR_TIME: 0.06661796569824219
> STR_ID: 3p6r |STR_LEN: 481 |STR_TIME: 0.057061195373535156
> STR_ID: 3p6s |STR_LEN: 550 |STR_TIME: 0.08916687965393066
> STR_ID: 3p6t |STR_LEN: 574 |STR_TIME: 0.0631248950958252
> STR_ID: 3p6u |STR_LEN: 696 |STR_TIME: 0.06815004348754883
> STR_ID: 3p6v |STR_LEN: 511 |STR_TIME: 0.05888700485229492
> STR_ID: 3p6w |STR_LEN: 512 |STR_TIME: 0.05935311317443848
> STR_ID: 3p6x |STR_LEN: 692 |STR_TIME: 0.09697794914245605
> STR_ID: 3p6y |STR_LEN: 2288 |STR_TIME: 0.43827390670776367
> STR_ID: 3p6z |STR_LEN: 1106 |STR_TIME: 0.14054393768310547
> STR_ID: 4p60 |STR_LEN: 545 |STR_TIME: 0.09031391143798828
> STR_ID: 4p61 |STR_LEN: 1242 |STR_TIME: 0.1085202693939209
> STR_ID: 4p62 |STR_LEN: 487 |STR_TIME: 0.03919792175292969
> STR_ID: 4p63 |STR_LEN: 1655 |STR_TIME: 0.5239808559417725
> STR_ID: 4p65 |STR_LEN: 510 |STR_TIME: 0.10634803771972656
> STR_ID: 4p66 |STR_LEN: 251 |STR_TIME: 0.024290800094604492
> STR_ID: 4p67 |STR_LEN: 338 |STR_TIME: 0.08829498291015625
> STR_ID: 4p68 |STR_LEN: 204 |STR_TIME: 0.023483991622924805
> STR_ID: 4p69 |STR_LEN: 1970 |STR_TIME: 0.320253849029541
> STR_ID: 4p6a |STR_LEN: 297 |STR_TIME: 0.026317834854125977
> STR_ID: 4p6b |STR_LEN: 1667 |STR_TIME: 0.136030912399292
> STR_ID: 4p6c |STR_LEN: 776 |STR_TIME: 0.06949090957641602
> STR_ID: 4p6d |STR_LEN: 831 |STR_TIME: 0.11792492866516113
> STR_ID: 4p6e |STR_LEN: 858 |STR_TIME: 0.07599091529846191
> STR_ID: 4p6f |STR_LEN: 21751 |STR_TIME: 9.405077934265137
> STR_ID: 4p6g |STR_LEN: 1773 |STR_TIME: 0.154310941696167
> STR_ID: 4p6h |STR_LEN: 1239 |STR_TIME: 0.2093667984008789
> STR_ID: 4p6i |STR_LEN: 1816 |STR_TIME: 0.18905019760131836
> STR_ID: 4p6j |STR_LEN: 53 |STR_TIME: 0.007749080657958984
> STR_ID: 4p6k |STR_LEN: 26 |STR_TIME: 0.004148006439208984
> STR_ID: 4p6l |STR_LEN: 52 |STR_TIME: 0.007462739944458008
> STR_ID: 4p6p |STR_LEN: 863 |STR_TIME: 0.06989288330078125
> STR_ID: 4p6q |STR_LEN: 443 |STR_TIME: 0.05837893486022949
> STR_ID: 4p6r |STR_LEN: 803 |STR_TIME: 0.11545610427856445
> STR_ID: 4p6s |STR_LEN: 834 |STR_TIME: 0.11860203742980957
> STR_ID: 4p6t |STR_LEN: 735 |STR_TIME: 0.1101689338684082
> STR_ID: 4p6v |STR_LEN: 1781 |STR_TIME: 0.2515130043029785
> STR_ID: 4p6w |STR_LEN: 395 |STR_TIME: 0.04105806350708008
> STR_ID: 4p6x |STR_LEN: 2229 |STR_TIME: 0.7510421276092529
> STR_ID: 4p6y |STR_LEN: 6187 |STR_TIME: 0.7049739360809326
> STR_ID: 4p6z |STR_LEN: 1754 |STR_TIME: 0.39878129959106445
> STR_ID: 5p60 |STR_LEN: 549 |STR_TIME: 0.1528759002685547
> STR_ID: 5p61 |STR_LEN: 588 |STR_TIME: 0.10567617416381836
> STR_ID: 5p62 |STR_LEN: 569 |STR_TIME: 0.14007091522216797
> STR_ID: 5p63 |STR_LEN: 582 |STR_TIME: 0.0975801944732666
> STR_ID: 5p64 |STR_LEN: 586 |STR_TIME: 0.09592604637145996
> STR_ID: 5p65 |STR_LEN: 575 |STR_TIME: 0.13285183906555176
> STR_ID: 5p66 |STR_LEN: 563 |STR_TIME: 0.09590315818786621
> STR_ID: 5p67 |STR_LEN: 596 |STR_TIME: 0.09943723678588867
> STR_ID: 5p68 |STR_LEN: 554 |STR_TIME: 0.12478804588317871
> STR_ID: 5p69 |STR_LEN: 495 |STR_TIME: 0.09276890754699707
> STR_ID: 5p6a |STR_LEN: 586 |STR_TIME: 0.09582304954528809
> STR_ID: 5p6b |STR_LEN: 525 |STR_TIME: 0.1254432201385498
> STR_ID: 5p6c |STR_LEN: 550 |STR_TIME: 0.09917283058166504
> STR_ID: 5p6d |STR_LEN: 544 |STR_TIME: 0.09592223167419434
> STR_ID: 5p6e |STR_LEN: 558 |STR_TIME: 0.13097906112670898
> STR_ID: 5p6f |STR_LEN: 582 |STR_TIME: 0.0997002124786377
> STR_ID: 5p6g |STR_LEN: 606 |STR_TIME: 0.09613895416259766
> STR_ID: 5p6h |STR_LEN: 505 |STR_TIME: 0.16042017936706543
> STR_ID: 5p6i |STR_LEN: 566 |STR_TIME: 0.10498189926147461
> STR_ID: 5p6j |STR_LEN: 559 |STR_TIME: 0.10883927345275879
> STR_ID: 5p6k |STR_LEN: 498 |STR_TIME: 0.13481807708740234
> STR_ID: 5p6l |STR_LEN: 580 |STR_TIME: 0.10378003120422363
> STR_ID: 5p6m |STR_LEN: 540 |STR_TIME: 0.10140585899353027
> STR_ID: 5p6n |STR_LEN: 575 |STR_TIME: 0.13248276710510254
> STR_ID: 5p6o |STR_LEN: 510 |STR_TIME: 0.09297990798950195
> STR_ID: 5p6p |STR_LEN: 567 |STR_TIME: 0.09435606002807617
> STR_ID: 5p6q |STR_LEN: 569 |STR_TIME: 0.12355995178222656
> STR_ID: 5p6r |STR_LEN: 570 |STR_TIME: 0.09692001342773438
> STR_ID: 5p6s |STR_LEN: 544 |STR_TIME: 0.1246640682220459
> STR_ID: 5p6t |STR_LEN: 517 |STR_TIME: 0.09745478630065918
> STR_ID: 5p6u |STR_LEN: 606 |STR_TIME: 0.09512805938720703
> STR_ID: 5p6v |STR_LEN: 549 |STR_TIME: 0.12874412536621094
> STR_ID: 5p6w |STR_LEN: 504 |STR_TIME: 0.10399293899536133
> STR_ID: 5p6x |STR_LEN: 568 |STR_TIME: 0.0989840030670166
> STR_ID: 5p6y |STR_LEN: 582 |STR_TIME: 0.12900090217590332
> STR_ID: 5p6z |STR_LEN: 571 |STR_TIME: 0.09674692153930664
>> FINISH_DIR: ./data/p/p6/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 1194 |DIR_TIME: 35.398720026016235 

>> START_DIR: ./data/p/p7/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1p71 |STR_LEN: 423 |STR_TIME: 0.0439910888671875
> STR_ID: 1p72 |STR_LEN: 1109 |STR_TIME: 0.10025405883789062
> STR_ID: 1p73 |STR_LEN: 1454 |STR_TIME: 0.2181539535522461
> STR_ID: 1p74 |STR_LEN: 666 |STR_TIME: 0.074188232421875
> STR_ID: 1p75 |STR_LEN: 1497 |STR_TIME: 0.24927592277526855
> STR_ID: 1p77 |STR_LEN: 524 |STR_TIME: 0.0421292781829834
> STR_ID: 1p78 |STR_LEN: 319 |STR_TIME: 0.044219017028808594
> STR_ID: 1p79 |STR_LEN: 38 |STR_TIME: 0.004770040512084961
> STR_ID: 1p7a |STR_LEN: 38 |STR_TIME: 0.2568650245666504
> STR_ID: 1p7b |STR_LEN: 527 |STR_TIME: 0.07345104217529297
> STR_ID: 1p7c |STR_LEN: 962 |STR_TIME: 0.1272599697113037
> STR_ID: 1p7d |STR_LEN: 638 |STR_TIME: 0.10774111747741699
> STR_ID: 1p7e |STR_LEN: 56 |STR_TIME: 0.016096830368041992
> STR_ID: 1p7f |STR_LEN: 56 |STR_TIME: 0.015699148178100586
> STR_ID: 1p7g |STR_LEN: 7630 |STR_TIME: 0.9912629127502441
> STR_ID: 1p7h |STR_LEN: 1393 |STR_TIME: 0.24529004096984863
> STR_ID: 1p7i |STR_LEN: 310 |STR_TIME: 0.03415417671203613
> STR_ID: 1p7j |STR_LEN: 378 |STR_TIME: 0.03697991371154785
> STR_ID: 1p7k |STR_LEN: 1668 |STR_TIME: 0.14327287673950195
> STR_ID: 1p7l |STR_LEN: 1572 |STR_TIME: 0.32508397102355957
> STR_ID: 1p7m |STR_LEN: 189 |STR_TIME: 1.6595728397369385
> STR_ID: 1p7n |STR_LEN: 176 |STR_TIME: 0.022783994674682617
> STR_ID: 1p7o |STR_LEN: 1242 |STR_TIME: 0.11793708801269531
> STR_ID: 1p7p |STR_LEN: 1030 |STR_TIME: 0.24106502532958984
> STR_ID: 1p7q |STR_LEN: 561 |STR_TIME: 0.0797889232635498
> STR_ID: 1p7r |STR_LEN: 434 |STR_TIME: 0.06201004981994629
> STR_ID: 1p7s |STR_LEN: 341 |STR_TIME: 0.027479171752929688
> STR_ID: 1p7t |STR_LEN: 2003 |STR_TIME: 0.25196290016174316
> STR_ID: 1p7v |STR_LEN: 743 |STR_TIME: 0.09502196311950684
> STR_ID: 1p7w |STR_LEN: 725 |STR_TIME: 0.1317293643951416
> STR_ID: 1p7y |STR_LEN: 5679 |STR_TIME: 0.5311627388000488
> STR_ID: 1p7z |STR_LEN: 5645 |STR_TIME: 0.6003057956695557
> STR_ID: 2p70 |STR_LEN: 162 |STR_TIME: 0.018970251083374023
> STR_ID: 2p71 |STR_LEN: 160 |STR_TIME: 0.020933151245117188
> STR_ID: 2p72 |STR_LEN: 544 |STR_TIME: 0.1482410430908203
> STR_ID: 2p73 |STR_LEN: 244 |STR_TIME: 0.03143596649169922
> STR_ID: 2p74 |STR_LEN: 1531 |STR_TIME: 0.2086927890777588
> STR_ID: 2p75 |STR_LEN: 693 |STR_TIME: 0.07788729667663574
> STR_ID: 2p76 |STR_LEN: 2186 |STR_TIME: 0.3706800937652588
> STR_ID: 2p77 |STR_LEN: 747 |STR_TIME: 0.0555269718170166
> STR_ID: 2p78 |STR_LEN: 741 |STR_TIME: 0.05584287643432617
> STR_ID: 2p79 |STR_LEN: 708 |STR_TIME: 0.05571937561035156
> STR_ID: 2p7a |STR_LEN: 365 |STR_TIME: 0.03531503677368164
> STR_ID: 2p7c |STR_LEN: 106 |STR_TIME: 0.4716510772705078
> STR_ID: 2p7d |STR_LEN: 103 |STR_TIME: 0.02533102035522461
> STR_ID: 2p7e |STR_LEN: 126 |STR_TIME: 0.026391983032226562
> STR_ID: 2p7f |STR_LEN: 79 |STR_TIME: 0.02301788330078125
> STR_ID: 2p7g |STR_LEN: 396 |STR_TIME: 0.03726482391357422
> STR_ID: 2p7h |STR_LEN: 1605 |STR_TIME: 0.2051241397857666
> STR_ID: 2p7i |STR_LEN: 825 |STR_TIME: 0.07927584648132324
> STR_ID: 2p7j |STR_LEN: 864 |STR_TIME: 0.08927106857299805
> STR_ID: 2p7k |STR_LEN: 250 |STR_TIME: 0.03402900695800781
> STR_ID: 2p7l |STR_LEN: 860 |STR_TIME: 0.15450501441955566
> STR_ID: 2p7m |STR_LEN: 1032 |STR_TIME: 0.12222576141357422
> STR_ID: 2p7n |STR_LEN: 350 |STR_TIME: 0.046072959899902344
> STR_ID: 2p7o |STR_LEN: 423 |STR_TIME: 0.05206036567687988
> STR_ID: 2p7p |STR_LEN: 983 |STR_TIME: 0.1578810214996338
> STR_ID: 2p7q |STR_LEN: 869 |STR_TIME: 0.11630082130432129
> STR_ID: 2p7r |STR_LEN: 5 |STR_TIME: 0.014377832412719727
> STR_ID: 2p7s |STR_LEN: 190 |STR_TIME: 0.02029895782470703
> STR_ID: 2p7t |STR_LEN: 697 |STR_TIME: 0.1142740249633789
> STR_ID: 2p7u |STR_LEN: 385 |STR_TIME: 0.03523516654968262
> STR_ID: 2p7v |STR_LEN: 314 |STR_TIME: 0.03428006172180176
> STR_ID: 2p7z |STR_LEN: 311 |STR_TIME: 0.03229117393493652
> STR_ID: 3p70 |STR_LEN: 1188 |STR_TIME: 0.2528231143951416
> STR_ID: 3p71 |STR_LEN: 742 |STR_TIME: 0.12290716171264648
> STR_ID: 3p72 |STR_LEN: 499 |STR_TIME: 0.047673940658569336
> STR_ID: 3p73 |STR_LEN: 759 |STR_TIME: 0.12300920486450195
> STR_ID: 3p74 |STR_LEN: 989 |STR_TIME: 0.08568692207336426
> STR_ID: 3p75 |STR_LEN: 186 |STR_TIME: 0.02726602554321289
> STR_ID: 3p76 |STR_LEN: 479 |STR_TIME: 0.05706620216369629
> STR_ID: 3p77 |STR_LEN: 759 |STR_TIME: 0.11066579818725586
> STR_ID: 3p78 |STR_LEN: 334 |STR_TIME: 0.04756784439086914
> STR_ID: 3p79 |STR_LEN: 439 |STR_TIME: 0.05208110809326172
> STR_ID: 3p7a |STR_LEN: 366 |STR_TIME: 0.056629180908203125
> STR_ID: 3p7b |STR_LEN: 408 |STR_TIME: 0.053311824798583984
> STR_ID: 3p7c |STR_LEN: 334 |STR_TIME: 0.04794192314147949
> STR_ID: 3p7f |STR_LEN: 637 |STR_TIME: 0.13522982597351074
> STR_ID: 3p7g |STR_LEN: 1126 |STR_TIME: 0.11339998245239258
> STR_ID: 3p7h |STR_LEN: 736 |STR_TIME: 0.12364602088928223
> STR_ID: 3p7i |STR_LEN: 447 |STR_TIME: 0.05976104736328125
> STR_ID: 3p7j |STR_LEN: 158 |STR_TIME: 0.022284984588623047
> STR_ID: 3p7k |STR_LEN: 53 |STR_TIME: 0.006776094436645508
> STR_ID: 3p7l |STR_LEN: 1182 |STR_TIME: 0.14612889289855957
> STR_ID: 3p7m |STR_LEN: 1813 |STR_TIME: 0.27612900733947754
> STR_ID: 3p7n |STR_LEN: 475 |STR_TIME: 0.059012651443481445
> STR_ID: 3p7o |STR_LEN: 1158 |STR_TIME: 0.17800188064575195
> STR_ID: 3p7p |STR_LEN: 653 |STR_TIME: 0.04890704154968262
> STR_ID: 3p7q |STR_LEN: 641 |STR_TIME: 0.05121731758117676
> STR_ID: 3p7r |STR_LEN: 633 |STR_TIME: 0.08770394325256348
> STR_ID: 3p7s |STR_LEN: 614 |STR_TIME: 0.05243802070617676
> STR_ID: 3p7t |STR_LEN: 678 |STR_TIME: 0.05261802673339844
> STR_ID: 3p7u |STR_LEN: 628 |STR_TIME: 0.05440807342529297
> STR_ID: 3p7v |STR_LEN: 615 |STR_TIME: 0.04944610595703125
> STR_ID: 3p7w |STR_LEN: 579 |STR_TIME: 0.048983097076416016
> STR_ID: 3p7x |STR_LEN: 1149 |STR_TIME: 0.15833806991577148
> STR_ID: 3p7y |STR_LEN: 1110 |STR_TIME: 0.08743786811828613
> STR_ID: 3p7z |STR_LEN: 711 |STR_TIME: 0.12645602226257324
> STR_ID: 4p70 |STR_LEN: 21569 |STR_TIME: 7.500053882598877
> STR_ID: 4p71 |STR_LEN: 2133 |STR_TIME: 0.39363884925842285
> STR_ID: 4p72 |STR_LEN: 2149 |STR_TIME: 0.3826901912689209
> STR_ID: 4p73 |STR_LEN: 2116 |STR_TIME: 0.8263890743255615
> STR_ID: 4p74 |STR_LEN: 2144 |STR_TIME: 0.4573497772216797
> STR_ID: 4p75 |STR_LEN: 2111 |STR_TIME: 0.44800400733947754
> STR_ID: 4p76 |STR_LEN: 488 |STR_TIME: 0.0689239501953125
> STR_ID: 4p77 |STR_LEN: 710 |STR_TIME: 0.13190197944641113
> STR_ID: 4p78 |STR_LEN: 420 |STR_TIME: 0.048150062561035156
> STR_ID: 4p79 |STR_LEN: 204 |STR_TIME: 0.026052236557006836
> STR_ID: 4p7a |STR_LEN: 349 |STR_TIME: 0.055986881256103516
> STR_ID: 4p7b |STR_LEN: 994 |STR_TIME: 0.11689400672912598
> STR_ID: 4p7c |STR_LEN: 1144 |STR_TIME: 0.16883206367492676
> STR_ID: 4p7d |STR_LEN: 545 |STR_TIME: 0.08115601539611816
> STR_ID: 4p7e |STR_LEN: 837 |STR_TIME: 0.1176760196685791
> STR_ID: 4p7f |STR_LEN: 406 |STR_TIME: 0.07497596740722656
> STR_ID: 4p7g |STR_LEN: 957 |STR_TIME: 0.1509859561920166
> STR_ID: 4p7h |STR_LEN: 1932 |STR_TIME: 0.3119540214538574
> STR_ID: 4p7i |STR_LEN: 640 |STR_TIME: 0.14499306678771973
> STR_ID: 4p7j |STR_LEN: 437 |STR_TIME: 0.0456998348236084
> STR_ID: 4p7k |STR_LEN: 541 |STR_TIME: 0.0843210220336914
> STR_ID: 4p7l |STR_LEN: 638 |STR_TIME: 0.11129879951477051
> STR_ID: 4p7m |STR_LEN: 298 |STR_TIME: 0.040452003479003906
> STR_ID: 4p7n |STR_LEN: 755 |STR_TIME: 0.07569193840026855
> STR_ID: 4p7o |STR_LEN: 1505 |STR_TIME: 0.14165401458740234
> STR_ID: 4p7p |STR_LEN: 270 |STR_TIME: 0.0636749267578125
> STR_ID: 4p7q |STR_LEN: 665 |STR_TIME: 0.07188606262207031
> STR_ID: 4p7r |STR_LEN: 587 |STR_TIME: 0.07093191146850586
> STR_ID: 4p7s |STR_LEN: 299 |STR_TIME: 0.03810882568359375
> STR_ID: 4p7t |STR_LEN: 818 |STR_TIME: 0.10030293464660645
> STR_ID: 4p7u |STR_LEN: 193 |STR_TIME: 0.018919944763183594
> STR_ID: 4p7v |STR_LEN: 692 |STR_TIME: 0.06753277778625488
> STR_ID: 4p7w |STR_LEN: 420 |STR_TIME: 0.05440211296081543
> STR_ID: 4p7x |STR_LEN: 637 |STR_TIME: 0.06406593322753906
> STR_ID: 4p7y |STR_LEN: 601 |STR_TIME: 0.08763313293457031
> STR_ID: 5p70 |STR_LEN: 620 |STR_TIME: 0.09900212287902832
> STR_ID: 5p71 |STR_LEN: 601 |STR_TIME: 0.09656977653503418
> STR_ID: 5p72 |STR_LEN: 599 |STR_TIME: 0.12311911582946777
> STR_ID: 5p73 |STR_LEN: 628 |STR_TIME: 0.09742307662963867
> STR_ID: 5p74 |STR_LEN: 589 |STR_TIME: 0.10100913047790527
> STR_ID: 5p75 |STR_LEN: 503 |STR_TIME: 0.1284191608428955
> STR_ID: 5p76 |STR_LEN: 587 |STR_TIME: 0.09463810920715332
> STR_ID: 5p77 |STR_LEN: 568 |STR_TIME: 0.09559392929077148
> STR_ID: 5p78 |STR_LEN: 470 |STR_TIME: 0.12456607818603516
> STR_ID: 5p79 |STR_LEN: 574 |STR_TIME: 0.10538911819458008
> STR_ID: 5p7a |STR_LEN: 584 |STR_TIME: 0.09879684448242188
> STR_ID: 5p7b |STR_LEN: 491 |STR_TIME: 0.12803411483764648
> STR_ID: 5p7c |STR_LEN: 603 |STR_TIME: 0.10589218139648438
> STR_ID: 5p7d |STR_LEN: 602 |STR_TIME: 0.09942984580993652
> STR_ID: 5p7e |STR_LEN: 592 |STR_TIME: 0.1329188346862793
> STR_ID: 5p7f |STR_LEN: 619 |STR_TIME: 0.10149383544921875
> STR_ID: 5p7g |STR_LEN: 607 |STR_TIME: 0.1039118766784668
> STR_ID: 5p7h |STR_LEN: 585 |STR_TIME: 0.12604784965515137
> STR_ID: 5p7i |STR_LEN: 584 |STR_TIME: 0.09881901741027832
> STR_ID: 5p7j |STR_LEN: 576 |STR_TIME: 0.12341117858886719
> STR_ID: 5p7k |STR_LEN: 610 |STR_TIME: 0.09541201591491699
> STR_ID: 5p7l |STR_LEN: 606 |STR_TIME: 0.09521794319152832
> STR_ID: 5p7m |STR_LEN: 574 |STR_TIME: 0.12809300422668457
> STR_ID: 5p7n |STR_LEN: 481 |STR_TIME: 0.09265899658203125
> STR_ID: 5p7o |STR_LEN: 532 |STR_TIME: 0.09765887260437012
> STR_ID: 5p7p |STR_LEN: 551 |STR_TIME: 0.1321563720703125
> STR_ID: 5p7q |STR_LEN: 566 |STR_TIME: 0.09401702880859375
> STR_ID: 5p7r |STR_LEN: 522 |STR_TIME: 0.09368586540222168
> STR_ID: 5p7s |STR_LEN: 603 |STR_TIME: 0.13175010681152344
> STR_ID: 5p7t |STR_LEN: 529 |STR_TIME: 0.09425997734069824
> STR_ID: 5p7u |STR_LEN: 592 |STR_TIME: 0.1015770435333252
> STR_ID: 5p7v |STR_LEN: 577 |STR_TIME: 0.13669109344482422
> STR_ID: 5p7w |STR_LEN: 560 |STR_TIME: 0.09531402587890625
> STR_ID: 5p7x |STR_LEN: 557 |STR_TIME: 0.09473681449890137
> STR_ID: 5p7y |STR_LEN: 496 |STR_TIME: 0.13330388069152832
> STR_ID: 5p7z |STR_LEN: 591 |STR_TIME: 0.09876799583435059
>> FINISH_DIR: ./data/p/p7/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 1363 |DIR_TIME: 30.94768190383911 

>> START_DIR: ./data/p/p8/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1p80 |STR_LEN: 6133 |STR_TIME: 0.6129908561706543
> STR_ID: 1p81 |STR_LEN: 5984 |STR_TIME: 0.6451199054718018
> STR_ID: 1p82 |STR_LEN: 25 |STR_TIME: 0.1409149169921875
> STR_ID: 1p83 |STR_LEN: 25 |STR_TIME: 0.23395395278930664
> STR_ID: 1p84 |STR_LEN: 2519 |STR_TIME: 0.38385796546936035
> STR_ID: 1p88 |STR_LEN: 216 |STR_TIME: 0.7716491222381592
> STR_ID: 1p89 |STR_LEN: 216 |STR_TIME: 0.8396968841552734
> STR_ID: 1p8a |STR_LEN: 146 |STR_TIME: 1.2683188915252686
> STR_ID: 1p8b |STR_LEN: 37 |STR_TIME: 0.13767504692077637
> STR_ID: 1p8c |STR_LEN: 783 |STR_TIME: 0.10291600227355957
> STR_ID: 1p8d |STR_LEN: 609 |STR_TIME: 0.08094477653503418
> STR_ID: 1p8f |STR_LEN: 662 |STR_TIME: 0.23780202865600586
> STR_ID: 1p8g |STR_LEN: 73 |STR_TIME: 0.6793029308319092
> STR_ID: 1p8h |STR_LEN: 262 |STR_TIME: 0.07729578018188477
> STR_ID: 1p8i |STR_LEN: 262 |STR_TIME: 0.03583526611328125
> STR_ID: 1p8j |STR_LEN: 6200 |STR_TIME: 0.7922732830047607
> STR_ID: 1p8k |STR_LEN: 318 |STR_TIME: 0.060849905014038086
> STR_ID: 1p8l |STR_LEN: 279 |STR_TIME: 0.04158902168273926
> STR_ID: 1p8m |STR_LEN: 990 |STR_TIME: 0.20644521713256836
> STR_ID: 1p8n |STR_LEN: 998 |STR_TIME: 0.1290569305419922
> STR_ID: 1p8o |STR_LEN: 966 |STR_TIME: 0.1600351333618164
> STR_ID: 1p8p |STR_LEN: 1026 |STR_TIME: 0.12955999374389648
> STR_ID: 1p8q |STR_LEN: 998 |STR_TIME: 0.17758893966674805
> STR_ID: 1p8r |STR_LEN: 664 |STR_TIME: 0.08859395980834961
> STR_ID: 1p8s |STR_LEN: 981 |STR_TIME: 0.13425374031066895
> STR_ID: 1p8t |STR_LEN: 287 |STR_TIME: 0.04192829132080078
> STR_ID: 1p8u |STR_LEN: 264 |STR_TIME: 0.12045621871948242
> STR_ID: 1p8v |STR_LEN: 778 |STR_TIME: 0.09199285507202148
> STR_ID: 1p8x |STR_LEN: 2014 |STR_TIME: 0.1875293254852295
> STR_ID: 1p8z |STR_LEN: 674 |STR_TIME: 0.07271409034729004
> STR_ID: 2p80 |STR_LEN: 1146 |STR_TIME: 8.102860689163208
> STR_ID: 2p81 |STR_LEN: 44 |STR_TIME: 0.35913681983947754
> STR_ID: 2p82 |STR_LEN: 2106 |STR_TIME: 0.20644402503967285
> STR_ID: 2p83 |STR_LEN: 1285 |STR_TIME: 0.1667320728302002
> STR_ID: 2p84 |STR_LEN: 235 |STR_TIME: 0.02390122413635254
> STR_ID: 2p85 |STR_LEN: 3399 |STR_TIME: 0.4369699954986572
> STR_ID: 2p86 |STR_LEN: 629 |STR_TIME: 0.050315141677856445
> STR_ID: 2p87 |STR_LEN: 367 |STR_TIME: 0.03743314743041992
> STR_ID: 2p88 |STR_LEN: 3304 |STR_TIME: 1.1129069328308105
> STR_ID: 2p89 |STR_LEN: 48 |STR_TIME: 0.6118829250335693
> STR_ID: 2p8b |STR_LEN: 610 |STR_TIME: 0.056304931640625
> STR_ID: 2p8c |STR_LEN: 536 |STR_TIME: 0.14050912857055664
> STR_ID: 2p8d |STR_LEN: 100 |STR_TIME: 0.009814023971557617
> STR_ID: 2p8e |STR_LEN: 992 |STR_TIME: 0.08632087707519531
> STR_ID: 2p8g |STR_LEN: 424 |STR_TIME: 0.03578019142150879
> STR_ID: 2p8h |STR_LEN: 646 |STR_TIME: 0.06261682510375977
> STR_ID: 2p8i |STR_LEN: 1358 |STR_TIME: 0.12537121772766113
> STR_ID: 2p8j |STR_LEN: 745 |STR_TIME: 0.06838107109069824
> STR_ID: 2p8l |STR_LEN: 714 |STR_TIME: 0.06810283660888672
> STR_ID: 2p8m |STR_LEN: 439 |STR_TIME: 0.06286120414733887
> STR_ID: 2p8n |STR_LEN: 397 |STR_TIME: 0.03986692428588867
> STR_ID: 2p8o |STR_LEN: 445 |STR_TIME: 0.07595396041870117
> STR_ID: 2p8p |STR_LEN: 504 |STR_TIME: 0.0629720687866211
> STR_ID: 2p8q |STR_LEN: 1257 |STR_TIME: 0.13373398780822754
> STR_ID: 2p8r |STR_LEN: 413 |STR_TIME: 0.041181325912475586
> STR_ID: 2p8s |STR_LEN: 2478 |STR_TIME: 0.28316593170166016
> STR_ID: 2p8t |STR_LEN: 301 |STR_TIME: 0.02931976318359375
> STR_ID: 2p8u |STR_LEN: 1672 |STR_TIME: 0.18929004669189453
> STR_ID: 2p8v |STR_LEN: 192 |STR_TIME: 0.01688981056213379
> STR_ID: 2p8w |STR_LEN: 850 |STR_TIME: 0.12056183815002441
> STR_ID: 2p8x |STR_LEN: 851 |STR_TIME: 0.16092896461486816
> STR_ID: 2p8y |STR_LEN: 817 |STR_TIME: 0.1198110580444336
> STR_ID: 2p8z |STR_LEN: 852 |STR_TIME: 0.1587820053100586
> STR_ID: 3p80 |STR_LEN: 1074 |STR_TIME: 0.08415794372558594
> STR_ID: 3p81 |STR_LEN: 1143 |STR_TIME: 0.09091305732727051
> STR_ID: 3p82 |STR_LEN: 888 |STR_TIME: 0.10707592964172363
> STR_ID: 3p83 |STR_LEN: 1351 |STR_TIME: 0.236832857131958
> STR_ID: 3p84 |STR_LEN: 992 |STR_TIME: 0.10610675811767578
> STR_ID: 3p85 |STR_LEN: 439 |STR_TIME: 0.04469728469848633
> STR_ID: 3p86 |STR_LEN: 551 |STR_TIME: 0.0908362865447998
> STR_ID: 3p87 |STR_LEN: 1539 |STR_TIME: 0.26036906242370605
> STR_ID: 3p88 |STR_LEN: 255 |STR_TIME: 0.0339510440826416
> STR_ID: 3p89 |STR_LEN: 312 |STR_TIME: 0.04668688774108887
