>> START_DIR: ./data/l/l0/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1l00 |STR_LEN: 309 |STR_TIME: 0.026216983795166016
> STR_ID: 1l69 |STR_LEN: 306 |STR_TIME: 0.02880406379699707
> STR_ID: 1l6b |STR_LEN: 116 |STR_TIME: 0.011870145797729492
> STR_ID: 1l6e |STR_LEN: 92 |STR_TIME: 0.7505519390106201
> STR_ID: 1l6f |STR_LEN: 1058 |STR_TIME: 0.1140289306640625
> STR_ID: 1l6g |STR_LEN: 1013 |STR_TIME: 0.18831419944763184
> STR_ID: 1l6h |STR_LEN: 69 |STR_TIME: 0.015177011489868164
> STR_ID: 1l6i |STR_LEN: 2809 |STR_TIME: 0.3078482151031494
> STR_ID: 1l6j |STR_LEN: 601 |STR_TIME: 0.06455206871032715
> STR_ID: 1l6l |STR_LEN: 3441 |STR_TIME: 0.4562549591064453
> STR_ID: 1l6m |STR_LEN: 590 |STR_TIME: 0.10782837867736816
> STR_ID: 1l6n |STR_LEN: 288 |STR_TIME: 2.0112459659576416
> STR_ID: 1l6o |STR_LEN: 329 |STR_TIME: 0.11439228057861328
> STR_ID: 1l6p |STR_LEN: 366 |STR_TIME: 0.02969813346862793
> STR_ID: 1l6r |STR_LEN: 1171 |STR_TIME: 0.08700323104858398
> STR_ID: 1l6s |STR_LEN: 1149 |STR_TIME: 0.10054898262023926
> STR_ID: 1l6t |STR_LEN: 79 |STR_TIME: 0.3927450180053711
> STR_ID: 1l6u |STR_LEN: 109 |STR_TIME: 0.33365392684936523
> STR_ID: 1l6v |STR_LEN: 107 |STR_TIME: 0.34496188163757324
> STR_ID: 1l6w |STR_LEN: 3689 |STR_TIME: 0.39038896560668945
> STR_ID: 1l6x |STR_LEN: 611 |STR_TIME: 0.04385995864868164
> STR_ID: 1l6y |STR_LEN: 1088 |STR_TIME: 0.1713390350341797
> STR_ID: 1l6z |STR_LEN: 235 |STR_TIME: 0.02921605110168457
> STR_ID: 2l60 |STR_LEN: 41 |STR_TIME: 0.292985200881958
> STR_ID: 2l61 |STR_LEN: 28 |STR_TIME: 0.22608518600463867
> STR_ID: 2l62 |STR_LEN: 28 |STR_TIME: 0.2791430950164795
> STR_ID: 2l63 |STR_LEN: 33 |STR_TIME: 0.0900568962097168
> STR_ID: 2l64 |STR_LEN: 33 |STR_TIME: 0.14186906814575195
> STR_ID: 2l65 |STR_LEN: 161 |STR_TIME: 0.11888790130615234
> STR_ID: 2l66 |STR_LEN: 106 |STR_TIME: 0.5719039440155029
> STR_ID: 2l67 |STR_LEN: 126 |STR_TIME: 0.8720638751983643
> STR_ID: 2l68 |STR_LEN: 126 |STR_TIME: 0.9578449726104736
> STR_ID: 2l69 |STR_LEN: 134 |STR_TIME: 1.124291181564331
> STR_ID: 2l6a |STR_LEN: 102 |STR_TIME: 0.8285238742828369
> STR_ID: 2l6b |STR_LEN: 106 |STR_TIME: 0.8394150733947754
> STR_ID: 2l6c |STR_LEN: 104 |STR_TIME: 0.6931030750274658
> STR_ID: 2l6d |STR_LEN: 104 |STR_TIME: 0.7294280529022217
> STR_ID: 2l6e |STR_LEN: 108 |STR_TIME: 0.8489291667938232
> STR_ID: 2l6f |STR_LEN: 176 |STR_TIME: 1.3154211044311523
> STR_ID: 2l6g |STR_LEN: 161 |STR_TIME: 1.3200631141662598
> STR_ID: 2l6h |STR_LEN: 154 |STR_TIME: 1.296341896057129
> STR_ID: 2l6i |STR_LEN: 16 |STR_TIME: 0.406080961227417
> STR_ID: 2l6j |STR_LEN: 116 |STR_TIME: 0.9555377960205078
> STR_ID: 2l6k |STR_LEN: 115 |STR_TIME: 0.7884519100189209
> STR_ID: 2l6l |STR_LEN: 156 |STR_TIME: 1.090545892715454
> STR_ID: 2l6m |STR_LEN: 102 |STR_TIME: 0.8219039440155029
> STR_ID: 2l6n |STR_LEN: 132 |STR_TIME: 0.9495627880096436
> STR_ID: 2l6o |STR_LEN: 114 |STR_TIME: 0.8992660045623779
> STR_ID: 2l6p |STR_LEN: 124 |STR_TIME: 0.973297119140625
> STR_ID: 2l6q |STR_LEN: 62 |STR_TIME: 0.504310131072998
> STR_ID: 2l6r |STR_LEN: 62 |STR_TIME: 0.4680519104003906
> STR_ID: 2l6s |STR_LEN: 20 |STR_TIME: 0.13939189910888672
> STR_ID: 2l6t |STR_LEN: 20 |STR_TIME: 0.08213090896606445
> STR_ID: 2l6u |STR_LEN: 163 |STR_TIME: 1.2342579364776611
> STR_ID: 2l6w |STR_LEN: 78 |STR_TIME: 0.5553538799285889
> STR_ID: 2l6x |STR_LEN: 236 |STR_TIME: 1.718674898147583
> STR_ID: 2l6y |STR_LEN: 138 |STR_TIME: 0.5506069660186768
> STR_ID: 2l6z |STR_LEN: 175 |STR_TIME: 0.6351540088653564
> STR_ID: 3l60 |STR_LEN: 370 |STR_TIME: 0.03840804100036621
> STR_ID: 3l61 |STR_LEN: 804 |STR_TIME: 0.07300090789794922
> STR_ID: 3l62 |STR_LEN: 714 |STR_TIME: 0.15462303161621094
> STR_ID: 3l63 |STR_LEN: 860 |STR_TIME: 0.07436919212341309
> STR_ID: 3l64 |STR_LEN: 239 |STR_TIME: 0.024548053741455078
> STR_ID: 3l65 |STR_LEN: 965 |STR_TIME: 0.21181011199951172
> STR_ID: 3l66 |STR_LEN: 1002 |STR_TIME: 0.1815810203552246
> STR_ID: 3l67 |STR_LEN: 901 |STR_TIME: 0.08606433868408203
> STR_ID: 3l68 |STR_LEN: 786 |STR_TIME: 0.059069156646728516
> STR_ID: 3l6a |STR_LEN: 526 |STR_TIME: 0.0585331916809082
> STR_ID: 3l6b |STR_LEN: 542 |STR_TIME: 0.0628509521484375
> STR_ID: 3l6c |STR_LEN: 720 |STR_TIME: 0.09010815620422363
> STR_ID: 3l6d |STR_LEN: 902 |STR_TIME: 0.12589001655578613
> STR_ID: 3l6e |STR_LEN: 529 |STR_TIME: 0.06103014945983887
> STR_ID: 3l6f |STR_LEN: 580 |STR_TIME: 0.058197975158691406
> STR_ID: 3l6g |STR_LEN: 537 |STR_TIME: 0.04466676712036133
> STR_ID: 3l6h |STR_LEN: 397 |STR_TIME: 0.0870962142944336
> STR_ID: 3l6i |STR_LEN: 485 |STR_TIME: 0.06278395652770996
> STR_ID: 3l6j |STR_LEN: 448 |STR_TIME: 0.05490517616271973
> STR_ID: 3l6n |STR_LEN: 549 |STR_TIME: 0.04286599159240723
> STR_ID: 3l6o |STR_LEN: 1475 |STR_TIME: 0.21320605278015137
> STR_ID: 3l6p |STR_LEN: 235 |STR_TIME: 0.0289609432220459
> STR_ID: 3l6q |STR_LEN: 1162 |STR_TIME: 0.14542794227600098
> STR_ID: 3l6r |STR_LEN: 675 |STR_TIME: 0.10426998138427734
> STR_ID: 3l6t |STR_LEN: 826 |STR_TIME: 0.09299492835998535
> STR_ID: 3l6u |STR_LEN: 636 |STR_TIME: 0.08338189125061035
> STR_ID: 3l6v |STR_LEN: 794 |STR_TIME: 0.13032197952270508
> STR_ID: 3l6w |STR_LEN: 954 |STR_TIME: 0.021371126174926758
> STR_ID: 3l6x |STR_LEN: 573 |STR_TIME: 0.0735161304473877
> STR_ID: 3l6y |STR_LEN: 1236 |STR_TIME: 0.2048325538635254
> STR_ID: 4l60 |STR_LEN: 256 |STR_TIME: 0.04370617866516113
> STR_ID: 4l61 |STR_LEN: 1089 |STR_TIME: 0.1357109546661377
> STR_ID: 4l62 |STR_LEN: 3425 |STR_TIME: 0.6143009662628174
> STR_ID: 4l63 |STR_LEN: 1212 |STR_TIME: 0.153181791305542
> STR_ID: 4l64 |STR_LEN: 1047 |STR_TIME: 0.1923210620880127
> STR_ID: 4l65 |STR_LEN: 890 |STR_TIME: 0.13245391845703125
> STR_ID: 4l66 |STR_LEN: 505 |STR_TIME: 0.06568312644958496
> STR_ID: 4l67 |STR_LEN: 348 |STR_TIME: 0.04302620887756348
> STR_ID: 4l68 |STR_LEN: 1064 |STR_TIME: 0.11759591102600098
> STR_ID: 4l69 |STR_LEN: 263 |STR_TIME: 0.040112972259521484
> STR_ID: 4l6a |STR_LEN: 529 |STR_TIME: 0.08531498908996582
> STR_ID: 4l6b |STR_LEN: 658 |STR_TIME: 0.07529687881469727
> STR_ID: 4l6c |STR_LEN: 389 |STR_TIME: 0.04790973663330078
> STR_ID: 4l6d |STR_LEN: 6173 |STR_TIME: 0.7167868614196777
> STR_ID: 4l6e |STR_LEN: 161 |STR_TIME: 0.026267290115356445
> STR_ID: 4l6g |STR_LEN: 1773 |STR_TIME: 0.23015427589416504
> STR_ID: 4l6h |STR_LEN: 1410 |STR_TIME: 0.14487600326538086
> STR_ID: 4l6i |STR_LEN: 2360 |STR_TIME: 0.38194799423217773
> STR_ID: 4l6o |STR_LEN: 1128 |STR_TIME: 0.1316511631011963
> STR_ID: 4l6p |STR_LEN: 836 |STR_TIME: 0.18724489212036133
> STR_ID: 4l6q |STR_LEN: 784 |STR_TIME: 0.1357719898223877
> STR_ID: 4l6r |STR_LEN: 399 |STR_TIME: 0.0676119327545166
> STR_ID: 4l6s |STR_LEN: 1002 |STR_TIME: 0.16938996315002441
> STR_ID: 4l6t |STR_LEN: 1361 |STR_TIME: 0.18239784240722656
> STR_ID: 4l6u |STR_LEN: 592 |STR_TIME: 0.1069948673248291
> STR_ID: 4l6v |STR_LEN: 6891 |STR_TIME: 2.0435731410980225
> STR_ID: 4l6w |STR_LEN: 1026 |STR_TIME: 0.14412522315979004
> STR_ID: 4l6x |STR_LEN: 845 |STR_TIME: 0.1186821460723877
> STR_ID: 4l6y |STR_LEN: 877 |STR_TIME: 0.23047399520874023
> STR_ID: 4l6z |STR_LEN: 499 |STR_TIME: 0.06298971176147461
> STR_ID: 5l60 |STR_LEN: 6761 |STR_TIME: 1.4685630798339844
> STR_ID: 5l61 |STR_LEN: 6630 |STR_TIME: 1.58042311668396
> STR_ID: 5l62 |STR_LEN: 6653 |STR_TIME: 1.5907080173492432
> STR_ID: 5l63 |STR_LEN: 6695 |STR_TIME: 1.633958101272583
> STR_ID: 5l64 |STR_LEN: 6791 |STR_TIME: 1.6693708896636963
> STR_ID: 5l65 |STR_LEN: 6563 |STR_TIME: 1.6031370162963867
> STR_ID: 5l66 |STR_LEN: 6629 |STR_TIME: 1.6602590084075928
> STR_ID: 5l67 |STR_LEN: 6854 |STR_TIME: 1.6645607948303223
> STR_ID: 5l68 |STR_LEN: 6726 |STR_TIME: 1.6327359676361084
> STR_ID: 5l69 |STR_LEN: 6646 |STR_TIME: 1.6616020202636719
> STR_ID: 5l6a |STR_LEN: 6636 |STR_TIME: 1.6908750534057617
> STR_ID: 5l6b |STR_LEN: 6809 |STR_TIME: 1.6393013000488281
> STR_ID: 5l6c |STR_LEN: 6837 |STR_TIME: 1.6833698749542236
> STR_ID: 5l6d |STR_LEN: 839 |STR_TIME: 0.24096202850341797
> STR_ID: 5l6e |STR_LEN: 796 |STR_TIME: 0.13589715957641602
> STR_ID: 5l6f |STR_LEN: 886 |STR_TIME: 0.09860825538635254
> STR_ID: 5l6g |STR_LEN: 890 |STR_TIME: 0.19717884063720703
> STR_ID: 5l6k |STR_LEN: 943 |STR_TIME: 0.10744380950927734
> STR_ID: 5l6l |STR_LEN: 996 |STR_TIME: 0.20047688484191895
> STR_ID: 5l6m |STR_LEN: 1778 |STR_TIME: 0.25008535385131836
> STR_ID: 5l6n |STR_LEN: 542 |STR_TIME: 0.06194901466369629
> STR_ID: 5l6o |STR_LEN: 363 |STR_TIME: 0.05021834373474121
> STR_ID: 5l6p |STR_LEN: 353 |STR_TIME: 0.04895615577697754
> STR_ID: 5l6q |STR_LEN: 431 |STR_TIME: 0.045359134674072266
> STR_ID: 5l6r |STR_LEN: 145 |STR_TIME: 0.9994950294494629
> STR_ID: 5l6s |STR_LEN: 6257 |STR_TIME: 1.0874810218811035
> STR_ID: 5l6u |STR_LEN: 352 |STR_TIME: 0.05068016052246094
> STR_ID: 5l6v |STR_LEN: 8069 |STR_TIME: 1.3927700519561768
> STR_ID: 5l6w |STR_LEN: 456 |STR_TIME: 0.06202101707458496
> STR_ID: 5l6y |STR_LEN: 763 |STR_TIME: 0.19864797592163086
>> FINISH_DIR: ./data/l/l6/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 1136 |DIR_TIME: 70.43218994140625 

>> START_DIR: ./data/l/l7/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1l70 |STR_LEN: 305 |STR_TIME: 0.027357101440429688
> STR_ID: 1l71 |STR_LEN: 303 |STR_TIME: 0.02665090560913086
> STR_ID: 1l72 |STR_LEN: 303 |STR_TIME: 0.028483152389526367
> STR_ID: 1l73 |STR_LEN: 295 |STR_TIME: 0.026202917098999023
> STR_ID: 1l74 |STR_LEN: 306 |STR_TIME: 0.026559114456176758
> STR_ID: 1l75 |STR_LEN: 306 |STR_TIME: 0.02825021743774414
> STR_ID: 1l76 |STR_LEN: 307 |STR_TIME: 0.027388334274291992
> STR_ID: 1l77 |STR_LEN: 265 |STR_TIME: 0.06193995475769043
> STR_ID: 1l79 |STR_LEN: 298 |STR_TIME: 0.02659010887145996
> STR_ID: 1l7a |STR_LEN: 1139 |STR_TIME: 0.09999322891235352
> STR_ID: 1l7b |STR_LEN: 92 |STR_TIME: 0.2790961265563965
> STR_ID: 1l7c |STR_LEN: 792 |STR_TIME: 0.10164880752563477
> STR_ID: 1l7d |STR_LEN: 2359 |STR_TIME: 0.253248929977417
> STR_ID: 1l7e |STR_LEN: 2058 |STR_TIME: 0.2415313720703125
> STR_ID: 1l7f |STR_LEN: 1046 |STR_TIME: 0.07361221313476562
> STR_ID: 1l7g |STR_LEN: 977 |STR_TIME: 0.07300615310668945
> STR_ID: 1l7h |STR_LEN: 971 |STR_TIME: 0.07768893241882324
> STR_ID: 1l7i |STR_LEN: 830 |STR_TIME: 0.12978363037109375
> STR_ID: 1l7j |STR_LEN: 1446 |STR_TIME: 0.11414694786071777
> STR_ID: 1l7k |STR_LEN: 1140 |STR_TIME: 0.11089372634887695
> STR_ID: 1l7l |STR_LEN: 229 |STR_TIME: 0.04966592788696289
> STR_ID: 1l7m |STR_LEN: 841 |STR_TIME: 0.07293510437011719
> STR_ID: 1l7n |STR_LEN: 815 |STR_TIME: 0.07117199897766113
> STR_ID: 1l7o |STR_LEN: 553 |STR_TIME: 0.0623774528503418
> STR_ID: 1l7p |STR_LEN: 617 |STR_TIME: 0.06794404983520508
> STR_ID: 1l7q |STR_LEN: 1155 |STR_TIME: 0.1242680549621582
> STR_ID: 1l7r |STR_LEN: 1165 |STR_TIME: 0.09341597557067871
> STR_ID: 1l7t |STR_LEN: 730 |STR_TIME: 0.06545090675354004
> STR_ID: 1l7v |STR_LEN: 1112 |STR_TIME: 0.18660402297973633
> STR_ID: 1l7x |STR_LEN: 2074 |STR_TIME: 0.2774841785430908
> STR_ID: 1l7y |STR_LEN: 94 |STR_TIME: 0.7719180583953857
> STR_ID: 1l7z |STR_LEN: 228 |STR_TIME: 0.023198843002319336
> STR_ID: 2l70 |STR_LEN: 42 |STR_TIME: 0.1975860595703125
> STR_ID: 2l71 |STR_LEN: 42 |STR_TIME: 0.2798459529876709
> STR_ID: 2l72 |STR_LEN: 118 |STR_TIME: 0.3742067813873291
> STR_ID: 2l73 |STR_LEN: 143 |STR_TIME: 0.7432219982147217
> STR_ID: 2l74 |STR_LEN: 127 |STR_TIME: 0.9983289241790771
> STR_ID: 2l75 |STR_LEN: 69 |STR_TIME: 0.534848690032959
> STR_ID: 2l76 |STR_LEN: 95 |STR_TIME: 0.6628282070159912
> STR_ID: 2l77 |STR_LEN: 39 |STR_TIME: 0.19841313362121582
> STR_ID: 2l78 |STR_LEN: 306 |STR_TIME: 0.025099992752075195
> STR_ID: 2l79 |STR_LEN: 39 |STR_TIME: 0.11601519584655762
> STR_ID: 2l7a |STR_LEN: 131 |STR_TIME: 0.8675577640533447
> STR_ID: 2l7b |STR_LEN: 299 |STR_TIME: 2.2375590801239014
> STR_ID: 2l7c |STR_LEN: 19 |STR_TIME: 0.12599396705627441
> STR_ID: 2l7d |STR_LEN: 24 |STR_TIME: 0.06594729423522949
> STR_ID: 2l7e |STR_LEN: 123 |STR_TIME: 1.1207900047302246
> STR_ID: 2l7f |STR_LEN: 68 |STR_TIME: 0.5655159950256348
> STR_ID: 2l7h |STR_LEN: 116 |STR_TIME: 0.8096499443054199
> STR_ID: 2l7i |STR_LEN: 116 |STR_TIME: 0.7015728950500488
> STR_ID: 2l7j |STR_LEN: 95 |STR_TIME: 0.7019541263580322
> STR_ID: 2l7k |STR_LEN: 76 |STR_TIME: 0.6324207782745361
> STR_ID: 2l7l |STR_LEN: 174 |STR_TIME: 0.051113128662109375
> STR_ID: 2l7m |STR_LEN: 68 |STR_TIME: 0.5626130104064941
> STR_ID: 2l7n |STR_LEN: 168 |STR_TIME: 1.0927739143371582
> STR_ID: 2l7p |STR_LEN: 101 |STR_TIME: 0.7438080310821533
> STR_ID: 2l7q |STR_LEN: 124 |STR_TIME: 1.0154540538787842
> STR_ID: 2l7r |STR_LEN: 74 |STR_TIME: 0.515099048614502
> STR_ID: 2l7s |STR_LEN: 53 |STR_TIME: 0.3924520015716553
> STR_ID: 2l7t |STR_LEN: 11 |STR_TIME: 0.030836820602416992
> STR_ID: 2l7u |STR_LEN: 112 |STR_TIME: 0.9378721714019775
> STR_ID: 2l7v |STR_LEN: 26 |STR_TIME: 0.14332175254821777
> STR_ID: 2l7w |STR_LEN: 187 |STR_TIME: 1.355916976928711
> STR_ID: 2l7x |STR_LEN: 79 |STR_TIME: 0.023367881774902344
> STR_ID: 2l7y |STR_LEN: 89 |STR_TIME: 0.6390049457550049
> STR_ID: 2l7z |STR_LEN: 73 |STR_TIME: 0.39291810989379883
> STR_ID: 3l70 |STR_LEN: 4117 |STR_TIME: 0.8218080997467041
> STR_ID: 3l71 |STR_LEN: 4117 |STR_TIME: 0.8051619529724121
> STR_ID: 3l72 |STR_LEN: 4117 |STR_TIME: 0.8157660961151123
> STR_ID: 3l73 |STR_LEN: 4117 |STR_TIME: 0.8644888401031494
> STR_ID: 3l74 |STR_LEN: 4139 |STR_TIME: 0.795081377029419
> STR_ID: 3l75 |STR_LEN: 4139 |STR_TIME: 0.7766530513763428
> STR_ID: 3l76 |STR_LEN: 1349 |STR_TIME: 0.29549169540405273
> STR_ID: 3l77 |STR_LEN: 456 |STR_TIME: 0.05685710906982422
> STR_ID: 3l78 |STR_LEN: 163 |STR_TIME: 0.020238876342773438
> STR_ID: 3l79 |STR_LEN: 1186 |STR_TIME: 0.21008777618408203
> STR_ID: 3l7a |STR_LEN: 1160 |STR_TIME: 0.13574004173278809
> STR_ID: 3l7b |STR_LEN: 1087 |STR_TIME: 0.15375208854675293
> STR_ID: 3l7c |STR_LEN: 1201 |STR_TIME: 0.13559818267822266
> STR_ID: 3l7d |STR_LEN: 1103 |STR_TIME: 0.12792682647705078
> STR_ID: 3l7e |STR_LEN: 1036 |STR_TIME: 0.1673750877380371
> STR_ID: 3l7f |STR_LEN: 1530 |STR_TIME: 0.21187996864318848
> STR_ID: 3l7g |STR_LEN: 1583 |STR_TIME: 0.19307208061218262
> STR_ID: 3l7h |STR_LEN: 618 |STR_TIME: 0.07003092765808105
> STR_ID: 3l7i |STR_LEN: 1698 |STR_TIME: 0.3971409797668457
> STR_ID: 3l7j |STR_LEN: 1704 |STR_TIME: 0.3672060966491699
> STR_ID: 3l7k |STR_LEN: 1665 |STR_TIME: 0.382735013961792
> STR_ID: 3l7l |STR_LEN: 1666 |STR_TIME: 0.37702178955078125
> STR_ID: 3l7m |STR_LEN: 1677 |STR_TIME: 0.39297008514404297
> STR_ID: 3l7n |STR_LEN: 354 |STR_TIME: 0.0376582145690918
> STR_ID: 3l7o |STR_LEN: 1056 |STR_TIME: 0.15192580223083496
> STR_ID: 3l7p |STR_LEN: 686 |STR_TIME: 0.07386112213134766
> STR_ID: 3l7q |STR_LEN: 1346 |STR_TIME: 0.16500520706176758
> STR_ID: 3l7r |STR_LEN: 1106 |STR_TIME: 0.13854122161865234
> STR_ID: 3l7t |STR_LEN: 864 |STR_TIME: 0.08777594566345215
> STR_ID: 3l7u |STR_LEN: 752 |STR_TIME: 0.07329726219177246
> STR_ID: 3l7v |STR_LEN: 396 |STR_TIME: 0.07529497146606445
> STR_ID: 3l7w |STR_LEN: 211 |STR_TIME: 0.023398876190185547
> STR_ID: 3l7x |STR_LEN: 220 |STR_TIME: 0.030636072158813477
> STR_ID: 3l7y |STR_LEN: 429 |STR_TIME: 0.050581932067871094
> STR_ID: 3l7z |STR_LEN: 2131 |STR_TIME: 0.32505202293395996
> STR_ID: 4l70 |STR_LEN: 506 |STR_TIME: 0.068695068359375
> STR_ID: 4l71 |STR_LEN: 21558 |STR_TIME: 6.759845733642578
> STR_ID: 4l72 |STR_LEN: 944 |STR_TIME: 0.18453192710876465
> STR_ID: 4l73 |STR_LEN: 555 |STR_TIME: 0.4675309658050537
> STR_ID: 4l74 |STR_LEN: 821 |STR_TIME: 0.08352422714233398
> STR_ID: 4l75 |STR_LEN: 1584 |STR_TIME: 0.2914400100708008
> STR_ID: 4l76 |STR_LEN: 1356 |STR_TIME: 0.2778811454772949
> STR_ID: 4l77 |STR_LEN: 1853 |STR_TIME: 0.1854100227355957
> STR_ID: 4l78 |STR_LEN: 2205 |STR_TIME: 0.3022127151489258
> STR_ID: 4l79 |STR_LEN: 1341 |STR_TIME: 0.17385220527648926
> STR_ID: 4l7a |STR_LEN: 853 |STR_TIME: 0.10210490226745605
> STR_ID: 4l7b |STR_LEN: 828 |STR_TIME: 0.12250494956970215
> STR_ID: 4l7c |STR_LEN: 1065 |STR_TIME: 0.1306138038635254
> STR_ID: 4l7d |STR_LEN: 1141 |STR_TIME: 0.136336088180542
> STR_ID: 4l7e |STR_LEN: 493 |STR_TIME: 0.10952973365783691
> STR_ID: 4l7f |STR_LEN: 804 |STR_TIME: 0.0729677677154541
> STR_ID: 4l7g |STR_LEN: 754 |STR_TIME: 0.08517694473266602
> STR_ID: 4l7h |STR_LEN: 546 |STR_TIME: 0.10228586196899414
> STR_ID: 4l7i |STR_LEN: 1514 |STR_TIME: 0.13061904907226562
> STR_ID: 4l7j |STR_LEN: 617 |STR_TIME: 0.0765228271484375
> STR_ID: 4l7k |STR_LEN: 2443 |STR_TIME: 0.3454279899597168
> STR_ID: 4l7l |STR_LEN: 483 |STR_TIME: 0.08028912544250488
> STR_ID: 4l7m |STR_LEN: 589 |STR_TIME: 0.0952749252319336
> STR_ID: 4l7n |STR_LEN: 511 |STR_TIME: 0.06284904479980469
> STR_ID: 4l7o |STR_LEN: 491 |STR_TIME: 0.10347890853881836
> STR_ID: 4l7p |STR_LEN: 397 |STR_TIME: 0.06224799156188965
> STR_ID: 4l7q |STR_LEN: 2479 |STR_TIME: 0.2974209785461426
> STR_ID: 4l7r |STR_LEN: 424 |STR_TIME: 0.061955928802490234
> STR_ID: 4l7s |STR_LEN: 908 |STR_TIME: 0.09926891326904297
> STR_ID: 4l7t |STR_LEN: 954 |STR_TIME: 0.12212014198303223
> STR_ID: 4l7u |STR_LEN: 353 |STR_TIME: 0.06419706344604492
> STR_ID: 4l7v |STR_LEN: 244 |STR_TIME: 0.03492093086242676
> STR_ID: 4l7w |STR_LEN: 237 |STR_TIME: 0.03456568717956543
> STR_ID: 4l7x |STR_LEN: 141 |STR_TIME: 0.021034955978393555
> STR_ID: 4l7y |STR_LEN: 1227 |STR_TIME: 0.1349189281463623
> STR_ID: 4l7z |STR_LEN: 3041 |STR_TIME: 0.3513951301574707
> STR_ID: 5l71 |STR_LEN: 353 |STR_TIME: 0.03559303283691406
> STR_ID: 5l72 |STR_LEN: 1127 |STR_TIME: 0.1692972183227539
> STR_ID: 5l73 |STR_LEN: 478 |STR_TIME: 0.10005998611450195
> STR_ID: 5l74 |STR_LEN: 254 |STR_TIME: 0.029772043228149414
> STR_ID: 5l76 |STR_LEN: 507 |STR_TIME: 0.11533904075622559
> STR_ID: 5l77 |STR_LEN: 949 |STR_TIME: 0.09075212478637695
> STR_ID: 5l78 |STR_LEN: 986 |STR_TIME: 0.17145705223083496
> STR_ID: 5l79 |STR_LEN: 252 |STR_TIME: 0.036135196685791016
> STR_ID: 5l7a |STR_LEN: 395 |STR_TIME: 0.041966915130615234
> STR_ID: 5l7b |STR_LEN: 76 |STR_TIME: 0.5197689533233643
> STR_ID: 5l7c |STR_LEN: 804 |STR_TIME: 0.13164305686950684
> STR_ID: 5l7d |STR_LEN: 1171 |STR_TIME: 0.29527783393859863
> STR_ID: 5l7e |STR_LEN: 417 |STR_TIME: 0.043248891830444336
> STR_ID: 5l7f |STR_LEN: 700 |STR_TIME: 0.06419205665588379
> STR_ID: 5l7g |STR_LEN: 346 |STR_TIME: 0.03980302810668945
> STR_ID: 5l7h |STR_LEN: 453 |STR_TIME: 0.05000615119934082
> STR_ID: 5l7i |STR_LEN: 1142 |STR_TIME: 0.26009607315063477
> STR_ID: 5l7j |STR_LEN: 446 |STR_TIME: 0.07501506805419922
> STR_ID: 5l7k |STR_LEN: 375 |STR_TIME: 0.0820767879486084
> STR_ID: 5l7l |STR_LEN: 398 |STR_TIME: 0.07068085670471191
> STR_ID: 5l7n |STR_LEN: 479 |STR_TIME: 0.06670403480529785
> STR_ID: 5l7o |STR_LEN: 685 |STR_TIME: 0.10311174392700195
> STR_ID: 5l7q |STR_LEN: 899 |STR_TIME: 0.15510821342468262
> STR_ID: 5l7r |STR_LEN: 1773 |STR_TIME: 0.26000404357910156
> STR_ID: 5l7s |STR_LEN: 267 |STR_TIME: 0.03763270378112793
> STR_ID: 5l7t |STR_LEN: 431 |STR_TIME: 0.037600040435791016
> STR_ID: 5l7u |STR_LEN: 1297 |STR_TIME: 0.26291394233703613
> STR_ID: 5l7v |STR_LEN: 1154 |STR_TIME: 0.21242117881774902
> STR_ID: 5l7w |STR_LEN: 462 |STR_TIME: 0.10651278495788574
> STR_ID: 5l7x |STR_LEN: 648 |STR_TIME: 0.07784199714660645
> STR_ID: 5l7y |STR_LEN: 448 |STR_TIME: 0.07142186164855957
> STR_ID: 5l7z |STR_LEN: 302 |STR_TIME: 0.10386824607849121
>> FINISH_DIR: ./data/l/l7/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 1305 |DIR_TIME: 51.02720093727112 

>> START_DIR: ./data/l/l8/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1l80 |STR_LEN: 306 |STR_TIME: 0.026720046997070312
> STR_ID: 1l81 |STR_LEN: 305 |STR_TIME: 0.027830839157104492
> STR_ID: 1l82 |STR_LEN: 291 |STR_TIME: 0.024815797805786133
> STR_ID: 1l83 |STR_LEN: 309 |STR_TIME: 0.02678394317626953
> STR_ID: 1l84 |STR_LEN: 292 |STR_TIME: 0.02782893180847168
> STR_ID: 1l85 |STR_LEN: 294 |STR_TIME: 0.027785778045654297
> STR_ID: 1l86 |STR_LEN: 295 |STR_TIME: 0.027629613876342773
> STR_ID: 1l87 |STR_LEN: 301 |STR_TIME: 0.027543067932128906
> STR_ID: 1l88 |STR_LEN: 301 |STR_TIME: 0.02579784393310547
> STR_ID: 1l89 |STR_LEN: 292 |STR_TIME: 0.02582573890686035
> STR_ID: 1l8a |STR_LEN: 2288 |STR_TIME: 0.28476786613464355
> STR_ID: 1l8b |STR_LEN: 555 |STR_TIME: 0.08075189590454102
> STR_ID: 1l8c |STR_LEN: 149 |STR_TIME: 0.9829540252685547
> STR_ID: 1l8d |STR_LEN: 337 |STR_TIME: 0.034870147705078125
