>> START_DIR: ./data/n/n0/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1n00 |STR_LEN: 502 |STR_TIME: 0.05328679084777832
> STR_ID: 5n6x |STR_LEN: 1440 |STR_TIME: 0.23499202728271484
>> FINISH_DIR: ./data/n/n6/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 993 |DIR_TIME: 45.83487915992737 

>> START_DIR: ./data/n/n7/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1n70 |STR_LEN: 655 |STR_TIME: 0.05154681205749512
> STR_ID: 1n71 |STR_LEN: 1231 |STR_TIME: 0.19653606414794922
> STR_ID: 1n72 |STR_LEN: 115 |STR_TIME: 0.03169107437133789
> STR_ID: 1n73 |STR_LEN: 1479 |STR_TIME: 0.21804308891296387
> STR_ID: 1n75 |STR_LEN: 817 |STR_TIME: 0.1062929630279541
> STR_ID: 1n76 |STR_LEN: 695 |STR_TIME: 0.09507203102111816
> STR_ID: 1n77 |STR_LEN: 1595 |STR_TIME: 0.2593989372253418
> STR_ID: 1n78 |STR_LEN: 1841 |STR_TIME: 0.21844911575317383
> STR_ID: 1n7a |STR_LEN: 240 |STR_TIME: 0.06311607360839844
> STR_ID: 1n7b |STR_LEN: 240 |STR_TIME: 0.028481006622314453
> STR_ID: 1n7d |STR_LEN: 659 |STR_TIME: 0.08917093276977539
> STR_ID: 1n7e |STR_LEN: 236 |STR_TIME: 0.019101858139038086
> STR_ID: 1n7f |STR_LEN: 424 |STR_TIME: 0.032000064849853516
> STR_ID: 1n7g |STR_LEN: 1798 |STR_TIME: 0.2489919662475586
> STR_ID: 1n7h |STR_LEN: 1109 |STR_TIME: 0.10756707191467285
> STR_ID: 1n7i |STR_LEN: 564 |STR_TIME: 0.07475590705871582
> STR_ID: 1n7j |STR_LEN: 588 |STR_TIME: 0.11798405647277832
> STR_ID: 1n7k |STR_LEN: 667 |STR_TIME: 0.06502294540405273
> STR_ID: 1n7l |STR_LEN: 53 |STR_TIME: 0.36777424812316895
> STR_ID: 1n7m |STR_LEN: 935 |STR_TIME: 0.07212114334106445
> STR_ID: 1n7n |STR_LEN: 1453 |STR_TIME: 0.1662147045135498
> STR_ID: 1n7o |STR_LEN: 1307 |STR_TIME: 0.11459207534790039
> STR_ID: 1n7p |STR_LEN: 1391 |STR_TIME: 0.15372681617736816
> STR_ID: 1n7q |STR_LEN: 1207 |STR_TIME: 0.1196901798248291
> STR_ID: 1n7r |STR_LEN: 1218 |STR_TIME: 0.11629295349121094
> STR_ID: 1n7s |STR_LEN: 603 |STR_TIME: 0.08700895309448242
> STR_ID: 1n7t |STR_LEN: 110 |STR_TIME: 0.6698269844055176
> STR_ID: 1n7u |STR_LEN: 787 |STR_TIME: 0.10989594459533691
> STR_ID: 1n7v |STR_LEN: 770 |STR_TIME: 0.0753788948059082
> STR_ID: 1n7w |STR_LEN: 465 |STR_TIME: 0.04820728302001953
> STR_ID: 1n7x |STR_LEN: 499 |STR_TIME: 0.05215001106262207
> STR_ID: 1n7y |STR_LEN: 631 |STR_TIME: 0.1455221176147461
> STR_ID: 1n7z |STR_LEN: 2367 |STR_TIME: 0.21167373657226562
> STR_ID: 2n70 |STR_LEN: 172 |STR_TIME: 1.304215908050537
> STR_ID: 2n71 |STR_LEN: 50 |STR_TIME: 0.19355392456054688
> STR_ID: 2n72 |STR_LEN: 69 |STR_TIME: 0.7899880409240723
> STR_ID: 2n73 |STR_LEN: 149 |STR_TIME: 2.375864028930664
> STR_ID: 2n74 |STR_LEN: 146 |STR_TIME: 0.9625532627105713
> STR_ID: 2n75 |STR_LEN: 99 |STR_TIME: 0.8162729740142822
> STR_ID: 2n76 |STR_LEN: 112 |STR_TIME: 0.9114360809326172
> STR_ID: 2n77 |STR_LEN: 106 |STR_TIME: 0.8080408573150635
> STR_ID: 2n78 |STR_LEN: 72 |STR_TIME: 0.44100499153137207
> STR_ID: 2n79 |STR_LEN: 90 |STR_TIME: 0.6869947910308838
> STR_ID: 2n7a |STR_LEN: 145 |STR_TIME: 1.0429658889770508
> STR_ID: 2n7b |STR_LEN: 150 |STR_TIME: 1.1702768802642822
> STR_ID: 2n7c |STR_LEN: 95 |STR_TIME: 0.8672583103179932
> STR_ID: 2n7d |STR_LEN: 97 |STR_TIME: 1.589081048965454
> STR_ID: 2n7e |STR_LEN: 86 |STR_TIME: 1.409148931503296
> STR_ID: 2n7f |STR_LEN: 32 |STR_TIME: 0.3179130554199219
> STR_ID: 2n7g |STR_LEN: 131 |STR_TIME: 0.9959371089935303
> STR_ID: 2n7h |STR_LEN: 954 |STR_TIME: 3.0295939445495605
> STR_ID: 2n7i |STR_LEN: 37 |STR_TIME: 0.11107587814331055
> STR_ID: 2n7j |STR_LEN: 56 |STR_TIME: 0.5996432304382324
> STR_ID: 2n7k |STR_LEN: 128 |STR_TIME: 0.4931209087371826
> STR_ID: 2n7l |STR_LEN: 141 |STR_TIME: 0.986548900604248
> STR_ID: 2n7m |STR_LEN: 92 |STR_TIME: 0.6564059257507324
> STR_ID: 2n7n |STR_LEN: 10 |STR_TIME: 0.02976703643798828
> STR_ID: 2n7o |STR_LEN: 10 |STR_TIME: 0.027207136154174805
> STR_ID: 2n7p |STR_LEN: 105 |STR_TIME: 0.7977778911590576
> STR_ID: 2n7q |STR_LEN: 46 |STR_TIME: 0.30386996269226074
> STR_ID: 2n7r |STR_LEN: 46 |STR_TIME: 0.34091973304748535
> STR_ID: 2n7s |STR_LEN: 92 |STR_TIME: 0.5585691928863525
> STR_ID: 2n7t |STR_LEN: 10 |STR_TIME: 0.032649993896484375
> STR_ID: 2n7x |STR_LEN: 23 |STR_TIME: 0.34854698181152344
> STR_ID: 2n7y |STR_LEN: 76 |STR_TIME: 0.4708371162414551
> STR_ID: 2n7z |STR_LEN: 106 |STR_TIME: 0.3785560131072998
> STR_ID: 3n70 |STR_LEN: 1003 |STR_TIME: 0.19272089004516602
> STR_ID: 3n71 |STR_LEN: 585 |STR_TIME: 0.07597613334655762
> STR_ID: 3n72 |STR_LEN: 438 |STR_TIME: 0.06257796287536621
> STR_ID: 3n73 |STR_LEN: 829 |STR_TIME: 0.15280628204345703
> STR_ID: 3n74 |STR_LEN: 1509 |STR_TIME: 0.16678285598754883
> STR_ID: 3n75 |STR_LEN: 6862 |STR_TIME: 0.7176189422607422
> STR_ID: 3n76 |STR_LEN: 305 |STR_TIME: 0.0596160888671875
> STR_ID: 3n77 |STR_LEN: 486 |STR_TIME: 0.05933499336242676
> STR_ID: 3n78 |STR_LEN: 782 |STR_TIME: 0.12370014190673828
> STR_ID: 3n79 |STR_LEN: 297 |STR_TIME: 0.03547310829162598
> STR_ID: 3n7a |STR_LEN: 5758 |STR_TIME: 0.6903691291809082
> STR_ID: 3n7b |STR_LEN: 1099 |STR_TIME: 0.16762399673461914
> STR_ID: 3n7c |STR_LEN: 238 |STR_TIME: 0.028342008590698242
> STR_ID: 3n7d |STR_LEN: 124 |STR_TIME: 0.02129507064819336
> STR_ID: 3n7e |STR_LEN: 126 |STR_TIME: 0.01966094970703125
> STR_ID: 3n7h |STR_LEN: 615 |STR_TIME: 0.05935192108154297
> STR_ID: 3n7j |STR_LEN: 584 |STR_TIME: 0.06424379348754883
> STR_ID: 3n7k |STR_LEN: 953 |STR_TIME: 0.20035386085510254
> STR_ID: 3n7l |STR_LEN: 596 |STR_TIME: 0.06639266014099121
> STR_ID: 3n7m |STR_LEN: 476 |STR_TIME: 0.06045198440551758
> STR_ID: 3n7n |STR_LEN: 704 |STR_TIME: 0.1384871006011963
> STR_ID: 3n7o |STR_LEN: 392 |STR_TIME: 0.03977084159851074
> STR_ID: 3n7p |STR_LEN: 772 |STR_TIME: 0.1209568977355957
> STR_ID: 3n7q |STR_LEN: 355 |STR_TIME: 0.052799224853515625
> STR_ID: 3n7r |STR_LEN: 385 |STR_TIME: 0.0980536937713623
> STR_ID: 3n7s |STR_LEN: 498 |STR_TIME: 0.07249307632446289
> STR_ID: 3n7t |STR_LEN: 478 |STR_TIME: 0.051084041595458984
> STR_ID: 3n7u |STR_LEN: 8009 |STR_TIME: 0.8120968341827393
> STR_ID: 3n7w |STR_LEN: 540 |STR_TIME: 0.07378697395324707
> STR_ID: 3n7x |STR_LEN: 461 |STR_TIME: 0.04776597023010254
> STR_ID: 3n7y |STR_LEN: 680 |STR_TIME: 0.05662417411804199
> STR_ID: 3n7z |STR_LEN: 2391 |STR_TIME: 0.5777912139892578
> STR_ID: 4n70 |STR_LEN: 510 |STR_TIME: 0.050000905990600586
> STR_ID: 4n71 |STR_LEN: 731 |STR_TIME: 0.13439702987670898
> STR_ID: 4n72 |STR_LEN: 1056 |STR_TIME: 0.1562199592590332
> STR_ID: 4n73 |STR_LEN: 427 |STR_TIME: 0.058602333068847656
> STR_ID: 4n74 |STR_LEN: 314 |STR_TIME: 0.058554887771606445
> STR_ID: 4n75 |STR_LEN: 781 |STR_TIME: 0.1382448673248291
> STR_ID: 4n76 |STR_LEN: 1381 |STR_TIME: 0.225999116897583
> STR_ID: 4n77 |STR_LEN: 334 |STR_TIME: 0.03132987022399902
> STR_ID: 4n78 |STR_LEN: 3468 |STR_TIME: 0.622887134552002
> STR_ID: 4n79 |STR_LEN: 296 |STR_TIME: 0.03392601013183594
> STR_ID: 4n7a |STR_LEN: 1007 |STR_TIME: 0.16115522384643555
> STR_ID: 4n7b |STR_LEN: 513 |STR_TIME: 0.10691404342651367
> STR_ID: 4n7c |STR_LEN: 305 |STR_TIME: 0.03412485122680664
> STR_ID: 4n7d |STR_LEN: 292 |STR_TIME: 0.03622007369995117
> STR_ID: 4n7e |STR_LEN: 711 |STR_TIME: 0.14715194702148438
> STR_ID: 4n7f |STR_LEN: 180 |STR_TIME: 0.028522014617919922
> STR_ID: 4n7g |STR_LEN: 307 |STR_TIME: 0.04231429100036621
> STR_ID: 4n7h |STR_LEN: 75 |STR_TIME: 0.011623144149780273
> STR_ID: 4n7i |STR_LEN: 396 |STR_TIME: 0.04379677772521973
> STR_ID: 4n7j |STR_LEN: 845 |STR_TIME: 0.12204098701477051
> STR_ID: 4n7k |STR_LEN: 1127 |STR_TIME: 0.15065693855285645
> STR_ID: 4n7l |STR_LEN: 1252 |STR_TIME: 0.18132400512695312
> STR_ID: 4n7m |STR_LEN: 774 |STR_TIME: 0.09703302383422852
> STR_ID: 4n7n |STR_LEN: 1734 |STR_TIME: 0.3125340938568115
> STR_ID: 4n7o |STR_LEN: 1734 |STR_TIME: 0.299954891204834
> STR_ID: 4n7p |STR_LEN: 1734 |STR_TIME: 0.28273892402648926
> STR_ID: 4n7q |STR_LEN: 1171 |STR_TIME: 0.14696311950683594
> STR_ID: 4n7r |STR_LEN: 1338 |STR_TIME: 0.1939711570739746
> STR_ID: 4n7s |STR_LEN: 1591 |STR_TIME: 0.21198105812072754
> STR_ID: 4n7t |STR_LEN: 1176 |STR_TIME: 0.1808621883392334
> STR_ID: 4n7u |STR_LEN: 399 |STR_TIME: 0.04193592071533203
> STR_ID: 4n7v |STR_LEN: 493 |STR_TIME: 0.07098627090454102
> STR_ID: 4n7w |STR_LEN: 762 |STR_TIME: 0.1074979305267334
> STR_ID: 4n7x |STR_LEN: 320 |STR_TIME: 0.0395960807800293
> STR_ID: 4n7y |STR_LEN: 520 |STR_TIME: 0.11237096786499023
> STR_ID: 4n7z |STR_LEN: 293 |STR_TIME: 0.0362241268157959
> STR_ID: 5n72 |STR_LEN: 545 |STR_TIME: 0.07775521278381348
> STR_ID: 5n76 |STR_LEN: 610 |STR_TIME: 0.06071329116821289
> STR_ID: 5n7m |STR_LEN: 1120 |STR_TIME: 0.12328219413757324
> STR_ID: 5n7o |STR_LEN: 408 |STR_TIME: 0.05375790596008301
> STR_ID: 5n7v |STR_LEN: 356 |STR_TIME: 0.03990912437438965
>> FINISH_DIR: ./data/n/n7/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 1132 |DIR_TIME: 42.08319401741028 

>> START_DIR: ./data/n/n8/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1n80 |STR_LEN: 1804 |STR_TIME: 0.24272489547729492
> STR_ID: 1n81 |STR_LEN: 317 |STR_TIME: 0.03203630447387695
> STR_ID: 1n82 |STR_LEN: 1205 |STR_TIME: 0.14446687698364258
> STR_ID: 1n83 |STR_LEN: 671 |STR_TIME: 0.07890009880065918
> STR_ID: 1n84 |STR_LEN: 475 |STR_TIME: 0.05199718475341797
> STR_ID: 1n86 |STR_LEN: 1375 |STR_TIME: 0.1965198516845703
> STR_ID: 1n87 |STR_LEN: 56 |STR_TIME: 0.3655879497528076
> STR_ID: 1n88 |STR_LEN: 96 |STR_TIME: 1.0200250148773193
> STR_ID: 1n89 |STR_LEN: 68 |STR_TIME: 0.22948288917541504
> STR_ID: 1n8b |STR_LEN: 1630 |STR_TIME: 0.2048940658569336
> STR_ID: 1n8c |STR_LEN: 23 |STR_TIME: 0.2434699535369873
> STR_ID: 1n8e |STR_LEN: 1352 |STR_TIME: 0.03361630439758301
> STR_ID: 1n8f |STR_LEN: 2783 |STR_TIME: 0.2862069606781006
> STR_ID: 1n8i |STR_LEN: 1153 |STR_TIME: 0.10439586639404297
> STR_ID: 1n8j |STR_LEN: 5310 |STR_TIME: 0.7052109241485596
> STR_ID: 1n8k |STR_LEN: 1464 |STR_TIME: 0.18277788162231445
> STR_ID: 1n8m |STR_LEN: 38 |STR_TIME: 0.09927821159362793
> STR_ID: 1n8n |STR_LEN: 494 |STR_TIME: 0.03604602813720703
> STR_ID: 1n8o |STR_LEN: 592 |STR_TIME: 0.054689884185791016
> STR_ID: 1n8p |STR_LEN: 1927 |STR_TIME: 0.3049619197845459
> STR_ID: 1n8q |STR_LEN: 1314 |STR_TIME: 0.13247299194335938
> STR_ID: 1n8r |STR_LEN: 14691 |STR_TIME: 2.3307549953460693
> STR_ID: 1n8s |STR_LEN: 534 |STR_TIME: 0.07276082038879395
> STR_ID: 1n8t |STR_LEN: 1623 |STR_TIME: 0.17289400100708008
> STR_ID: 1n8u |STR_LEN: 213 |STR_TIME: 0.018365144729614258
> STR_ID: 1n8v |STR_LEN: 615 |STR_TIME: 0.04195404052734375
> STR_ID: 1n8w |STR_LEN: 2082 |STR_TIME: 0.4023621082305908
> STR_ID: 1n8x |STR_LEN: 36 |STR_TIME: 0.4514641761779785
> STR_ID: 1n8y |STR_LEN: 681 |STR_TIME: 0.12661409378051758
> STR_ID: 1n8z |STR_LEN: 1097 |STR_TIME: 0.14078688621520996
> STR_ID: 2n80 |STR_LEN: 268 |STR_TIME: 0.9468111991882324
> STR_ID: 2n81 |STR_LEN: 95 |STR_TIME: 0.5740091800689697
> STR_ID: 2n82 |STR_LEN: 127 |STR_TIME: 1.122431993484497
> STR_ID: 2n83 |STR_LEN: 199 |STR_TIME: 0.7513515949249268
> STR_ID: 2n84 |STR_LEN: 179 |STR_TIME: 0.6204349994659424
> STR_ID: 2n85 |STR_LEN: 41 |STR_TIME: 0.3710658550262451
> STR_ID: 2n86 |STR_LEN: 59 |STR_TIME: 0.4007580280303955
> STR_ID: 2n87 |STR_LEN: 120 |STR_TIME: 0.41165924072265625
> STR_ID: 2n88 |STR_LEN: 58 |STR_TIME: 0.21159100532531738
> STR_ID: 2n89 |STR_LEN: 24 |STR_TIME: 0.12718415260314941
> STR_ID: 2n8a |STR_LEN: 261 |STR_TIME: 8.79328179359436
> STR_ID: 2n8b |STR_LEN: 36 |STR_TIME: 0.1829221248626709
> STR_ID: 2n8c |STR_LEN: 37 |STR_TIME: 0.18880486488342285
> STR_ID: 2n8d |STR_LEN: 21 |STR_TIME: 0.12185811996459961
> STR_ID: 2n8e |STR_LEN: 34 |STR_TIME: 0.19337916374206543
> STR_ID: 2n8f |STR_LEN: 76 |STR_TIME: 1.1129100322723389
> STR_ID: 2n8g |STR_LEN: 71 |STR_TIME: 0.5010082721710205
> STR_ID: 2n8h |STR_LEN: 35 |STR_TIME: 0.2448582649230957
> STR_ID: 2n8i |STR_LEN: 100 |STR_TIME: 0.6748640537261963
> STR_ID: 2n8j |STR_LEN: 170 |STR_TIME: 1.1797897815704346
> STR_ID: 2n8k |STR_LEN: 76 |STR_TIME: 0.5719747543334961
> STR_ID: 2n8l |STR_LEN: 199 |STR_TIME: 0.8994119167327881
> STR_ID: 2n8m |STR_LEN: 198 |STR_TIME: 0.8778390884399414
> STR_ID: 2n8n |STR_LEN: 72 |STR_TIME: 0.5901780128479004
> STR_ID: 2n8o |STR_LEN: 51 |STR_TIME: 0.443958044052124
> STR_ID: 2n8p |STR_LEN: 53 |STR_TIME: 0.40676093101501465
> STR_ID: 2n8q |STR_LEN: 123 |STR_TIME: 0.920098066329956
> STR_ID: 2n8r |STR_LEN: 278 |STR_TIME: 0.071807861328125
> STR_ID: 2n8s |STR_LEN: 39 |STR_TIME: 0.11462616920471191
> STR_ID: 2n8t |STR_LEN: 53 |STR_TIME: 0.26586031913757324
> STR_ID: 2n8u |STR_LEN: 39 |STR_TIME: 0.09492301940917969
> STR_ID: 2n8v |STR_LEN: 70 |STR_TIME: 0.4409477710723877
> STR_ID: 2n8w |STR_LEN: 104 |STR_TIME: 0.7114551067352295
> STR_ID: 2n8x |STR_LEN: 166 |STR_TIME: 1.2112488746643066
> STR_ID: 2n8y |STR_LEN: 154 |STR_TIME: 1.179244041442871
> STR_ID: 2n8z |STR_LEN: 153 |STR_TIME: 1.1817808151245117
> STR_ID: 3n80 |STR_LEN: 8905 |STR_TIME: 1.0051288604736328
> STR_ID: 3n81 |STR_LEN: 7405 |STR_TIME: 0.9362268447875977
> STR_ID: 3n82 |STR_LEN: 6689 |STR_TIME: 0.9132261276245117
> STR_ID: 3n83 |STR_LEN: 6940 |STR_TIME: 0.9074528217315674
> STR_ID: 3n84 |STR_LEN: 1402 |STR_TIME: 0.11950182914733887
> STR_ID: 3n85 |STR_LEN: 1057 |STR_TIME: 0.30786585807800293
> STR_ID: 3n86 |STR_LEN: 7523 |STR_TIME: 0.6553740501403809
> STR_ID: 3n87 |STR_LEN: 4843 |STR_TIME: 0.6551401615142822
> STR_ID: 3n89 |STR_LEN: 699 |STR_TIME: 0.09950494766235352
> STR_ID: 3n8b |STR_LEN: 304 |STR_TIME: 0.03932309150695801
> STR_ID: 3n8d |STR_LEN: 940 |STR_TIME: 0.2243790626525879
> STR_ID: 3n8e |STR_LEN: 365 |STR_TIME: 0.04674887657165527
> STR_ID: 3n8f |STR_LEN: 1405 |STR_TIME: 0.19573712348937988
> STR_ID: 3n8g |STR_LEN: 1091 |STR_TIME: 0.2105579376220703
> STR_ID: 3n8h |STR_LEN: 864 |STR_TIME: 0.10580801963806152
> STR_ID: 3n8i |STR_LEN: 364 |STR_TIME: 0.035624027252197266
> STR_ID: 3n8k |STR_LEN: 4746 |STR_TIME: 0.7823729515075684
> STR_ID: 3n8l |STR_LEN: 597 |STR_TIME: 0.05644702911376953
> STR_ID: 3n8m |STR_LEN: 213 |STR_TIME: 0.021385908126831055
> STR_ID: 3n8n |STR_LEN: 4894 |STR_TIME: 0.6504580974578857
> STR_ID: 3n8r |STR_LEN: 563 |STR_TIME: 0.05423998832702637
> STR_ID: 3n8s |STR_LEN: 554 |STR_TIME: 0.04039406776428223
> STR_ID: 3n8t |STR_LEN: 777 |STR_TIME: 0.14390897750854492
> STR_ID: 3n8u |STR_LEN: 1909 |STR_TIME: 0.15804219245910645
> STR_ID: 3n8v |STR_LEN: 1355 |STR_TIME: 0.24636578559875488
> STR_ID: 3n8w |STR_LEN: 1343 |STR_TIME: 0.25681519508361816
> STR_ID: 3n8x |STR_LEN: 1224 |STR_TIME: 0.21489810943603516
> STR_ID: 3n8y |STR_LEN: 1276 |STR_TIME: 0.25739073753356934
> STR_ID: 3n8z |STR_LEN: 1263 |STR_TIME: 0.24538302421569824
> STR_ID: 4n80 |STR_LEN: 702 |STR_TIME: 0.07579803466796875
> STR_ID: 4n81 |STR_LEN: 546 |STR_TIME: 0.08977890014648438
> STR_ID: 4n82 |STR_LEN: 509 |STR_TIME: 0.06609106063842773
> STR_ID: 4n83 |STR_LEN: 2351 |STR_TIME: 0.48589396476745605
> STR_ID: 4n84 |STR_LEN: 515 |STR_TIME: 0.09248590469360352
> STR_ID: 4n85 |STR_LEN: 378 |STR_TIME: 0.035163164138793945
> STR_ID: 4n86 |STR_LEN: 309 |STR_TIME: 0.03424811363220215
> STR_ID: 4n87 |STR_LEN: 346 |STR_TIME: 0.034765005111694336
> STR_ID: 4n88 |STR_LEN: 1149 |STR_TIME: 0.14915108680725098
> STR_ID: 4n8c |STR_LEN: 1600 |STR_TIME: 0.20389103889465332
> STR_ID: 4n8d |STR_LEN: 3445 |STR_TIME: 0.3752110004425049
> STR_ID: 4n8e |STR_LEN: 2571 |STR_TIME: 0.35224199295043945
> STR_ID: 4n8f |STR_LEN: 698 |STR_TIME: 0.1299290657043457
> STR_ID: 4n8g |STR_LEN: 2669 |STR_TIME: 0.4951038360595703
> STR_ID: 4n8h |STR_LEN: 1200 |STR_TIME: 0.3443319797515869
> STR_ID: 4n8i |STR_LEN: 1475 |STR_TIME: 0.3597090244293213
> STR_ID: 4n8j |STR_LEN: 3143 |STR_TIME: 0.7409060001373291
> STR_ID: 4n8k |STR_LEN: 1449 |STR_TIME: 0.34223198890686035
> STR_ID: 4n8l |STR_LEN: 893 |STR_TIME: 0.333812952041626
> STR_ID: 4n8m |STR_LEN: 764 |STR_TIME: 0.09772896766662598
> STR_ID: 4n8n |STR_LEN: 882 |STR_TIME: 0.11017990112304688
> STR_ID: 4n8o |STR_LEN: 363 |STR_TIME: 0.029771089553833008
> STR_ID: 4n8p |STR_LEN: 160 |STR_TIME: 0.023500919342041016
> STR_ID: 4n8q |STR_LEN: 987 |STR_TIME: 0.09633183479309082
> STR_ID: 4n8r |STR_LEN: 1431 |STR_TIME: 0.15942096710205078
> STR_ID: 4n8s |STR_LEN: 708 |STR_TIME: 0.07733607292175293
> STR_ID: 4n8t |STR_LEN: 408 |STR_TIME: 0.04535317420959473
> STR_ID: 4n8u |STR_LEN: 925 |STR_TIME: 0.15452098846435547
> STR_ID: 4n8v |STR_LEN: 1269 |STR_TIME: 0.16793394088745117
> STR_ID: 4n8w |STR_LEN: 298 |STR_TIME: 0.031047821044921875
> STR_ID: 4n8x |STR_LEN: 4679 |STR_TIME: 0.6675872802734375
> STR_ID: 4n8y |STR_LEN: 1512 |STR_TIME: 0.2432420253753662
> STR_ID: 4n8z |STR_LEN: 355 |STR_TIME: 0.022930383682250977
> STR_ID: 5n84 |STR_LEN: 323 |STR_TIME: 0.038990020751953125
> STR_ID: 5n87 |STR_LEN: 359 |STR_TIME: 0.037680864334106445
> STR_ID: 5n8c |STR_LEN: 1100 |STR_TIME: 0.15450406074523926
> STR_ID: 5n8o |STR_LEN: 1450 |STR_TIME: 0.2337169647216797
> STR_ID: 5n8p |STR_LEN: 4929 |STR_TIME: 0.7255358695983887
> STR_ID: 5n8v |STR_LEN: 500 |STR_TIME: 0.058233022689819336
> STR_ID: 5n8x |STR_LEN: 513 |STR_TIME: 0.0863800048828125
> STR_ID: 5n8y |STR_LEN: 4752 |STR_TIME: 0.594926118850708
>> FINISH_DIR: ./data/n/n8/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 1268 |DIR_TIME: 57.370359659194946 

>> START_DIR: ./data/n/n9/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1n90 |STR_LEN: 1081 |STR_TIME: 0.15701770782470703
> STR_ID: 1n91 |STR_LEN: 108 |STR_TIME: 0.4015059471130371
> STR_ID: 1n92 |STR_LEN: 1338 |STR_TIME: 0.18555712699890137
> STR_ID: 1n93 |STR_LEN: 651 |STR_TIME: 0.052111148834228516
> STR_ID: 1n94 |STR_LEN: 715 |STR_TIME: 0.1055150032043457
> STR_ID: 1n95 |STR_LEN: 716 |STR_TIME: 0.17337775230407715
> STR_ID: 1n96 |STR_LEN: 16 |STR_TIME: 0.0859079360961914
> STR_ID: 1n97 |STR_LEN: 1320 |STR_TIME: 0.12520599365234375
> STR_ID: 1n99 |STR_LEN: 579 |STR_TIME: 0.04882192611694336
> STR_ID: 1n9a |STR_LEN: 716 |STR_TIME: 0.14706683158874512
> STR_ID: 1n9b |STR_LEN: 636 |STR_TIME: 0.0670328140258789
> STR_ID: 1n9c |STR_LEN: 72 |STR_TIME: 0.6857149600982666
> STR_ID: 1n9e |STR_LEN: 6985 |STR_TIME: 0.6874191761016846
> STR_ID: 1n9f |STR_LEN: 255 |STR_TIME: 0.024904251098632812
> STR_ID: 1n9g |STR_LEN: 3714 |STR_TIME: 0.467282772064209
> STR_ID: 1n9h |STR_LEN: 329 |STR_TIME: 0.02704477310180664
> STR_ID: 1n9i |STR_LEN: 311 |STR_TIME: 0.025059938430786133
> STR_ID: 1n9j |STR_LEN: 196 |STR_TIME: 0.1021261215209961
> STR_ID: 1n9k |STR_LEN: 815 |STR_TIME: 0.0667881965637207
> STR_ID: 1n9l |STR_LEN: 219 |STR_TIME: 0.016875028610229492
> STR_ID: 1n9m |STR_LEN: 951 |STR_TIME: 0.09578967094421387
> STR_ID: 1n9n |STR_LEN: 223 |STR_TIME: 0.017663955688476562
> STR_ID: 1n9o |STR_LEN: 136 |STR_TIME: 0.01554107666015625
> STR_ID: 1n9p |STR_LEN: 337 |STR_TIME: 0.02992701530456543
> STR_ID: 1n9r |STR_LEN: 478 |STR_TIME: 0.09912991523742676
> STR_ID: 1n9s |STR_LEN: 983 |STR_TIME: 0.13829898834228516
> STR_ID: 1n9u |STR_LEN: 10 |STR_TIME: 0.0662989616394043
> STR_ID: 1n9v |STR_LEN: 8 |STR_TIME: 0.08638978004455566
> STR_ID: 1n9w |STR_LEN: 874 |STR_TIME: 0.10981297492980957
> STR_ID: 1n9x |STR_LEN: 376 |STR_TIME: 0.029922962188720703
> STR_ID: 1n9y |STR_LEN: 896 |STR_TIME: 0.09503412246704102
> STR_ID: 1n9z |STR_LEN: 185 |STR_TIME: 0.026231050491333008
> STR_ID: 2n90 |STR_LEN: 78 |STR_TIME: 0.26240086555480957
> STR_ID: 2n91 |STR_LEN: 74 |STR_TIME: 0.5181999206542969
> STR_ID: 2n92 |STR_LEN: 31 |STR_TIME: 0.17982006072998047
> STR_ID: 2n93 |STR_LEN: 130 |STR_TIME: 0.4857053756713867
> STR_ID: 2n94 |STR_LEN: 50 |STR_TIME: 0.31870102882385254
> STR_ID: 2n95 |STR_LEN: 51 |STR_TIME: 0.3420870304107666
> STR_ID: 2n96 |STR_LEN: 17 |STR_TIME: 0.07045221328735352
> STR_ID: 2n97 |STR_LEN: 188 |STR_TIME: 0.6320760250091553
> STR_ID: 2n98 |STR_LEN: 90 |STR_TIME: 0.8423271179199219
> STR_ID: 2n99 |STR_LEN: 76 |STR_TIME: 0.5129549503326416
> STR_ID: 2n9a |STR_LEN: 12 |STR_TIME: 0.14926481246948242
> STR_ID: 2n9b |STR_LEN: 138 |STR_TIME: 0.49998998641967773
> STR_ID: 2n9c |STR_LEN: 20 |STR_TIME: 0.13467073440551758
> STR_ID: 2n9d |STR_LEN: 95 |STR_TIME: 0.34190797805786133
> STR_ID: 2n9e |STR_LEN: 110 |STR_TIME: 0.7116849422454834
> STR_ID: 2n9f |STR_LEN: 24 |STR_TIME: 0.18529582023620605
> STR_ID: 2n9g |STR_LEN: 111 |STR_TIME: 0.802717924118042
> STR_ID: 2n9h |STR_LEN: 24 |STR_TIME: 0.13930487632751465
