>> START_DIR: ./data/r/r0/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1r00 |STR_LEN: 433 |STR_TIME: 0.04906606674194336
> STR_ID: 2r8u |STR_LEN: 528 |STR_TIME: 0.10503911972045898
> STR_ID: 2r8v |STR_LEN: 542 |STR_TIME: 0.0645451545715332
> STR_ID: 2r8w |STR_LEN: 1170 |STR_TIME: 0.09302520751953125
> STR_ID: 2r8x |STR_LEN: 3579 |STR_TIME: 0.49846887588500977
> STR_ID: 2r8y |STR_LEN: 3904 |STR_TIME: 0.48871278762817383
> STR_ID: 2r8z |STR_LEN: 5520 |STR_TIME: 0.6270232200622559
> STR_ID: 3r83 |STR_LEN: 563 |STR_TIME: 0.049719810485839844
> STR_ID: 3r84 |STR_LEN: 2855 |STR_TIME: 0.49717092514038086
> STR_ID: 3r85 |STR_LEN: 806 |STR_TIME: 0.14815402030944824
> STR_ID: 3r86 |STR_LEN: 34 |STR_TIME: 0.009221076965332031
> STR_ID: 3r87 |STR_LEN: 243 |STR_TIME: 0.02991628646850586
> STR_ID: 3r88 |STR_LEN: 1385 |STR_TIME: 0.11205291748046875
> STR_ID: 3r89 |STR_LEN: 1018 |STR_TIME: 0.18309831619262695
> STR_ID: 3r8a |STR_LEN: 585 |STR_TIME: 0.07598114013671875
> STR_ID: 3r8b |STR_LEN: 2737 |STR_TIME: 0.45720791816711426
> STR_ID: 3r8c |STR_LEN: 603 |STR_TIME: 0.10394787788391113
> STR_ID: 3r8d |STR_LEN: 280 |STR_TIME: 0.03801918029785156
> STR_ID: 3r8e |STR_LEN: 508 |STR_TIME: 0.0735769271850586
> STR_ID: 3r8f |STR_LEN: 1318 |STR_TIME: 0.326171875
> STR_ID: 3r8g |STR_LEN: 435 |STR_TIME: 0.057869911193847656
> STR_ID: 3r8h |STR_LEN: 430 |STR_TIME: 0.06107306480407715
> STR_ID: 3r8i |STR_LEN: 686 |STR_TIME: 0.12287497520446777
> STR_ID: 3r8j |STR_LEN: 755 |STR_TIME: 0.07950997352600098
> STR_ID: 3r8k |STR_LEN: 706 |STR_TIME: 0.10812091827392578
> STR_ID: 3r8l |STR_LEN: 416 |STR_TIME: 0.05048012733459473
> STR_ID: 3r8m |STR_LEN: 457 |STR_TIME: 0.08266496658325195
> STR_ID: 3r8p |STR_LEN: 502 |STR_TIME: 0.046431779861450195
> STR_ID: 3r8q |STR_LEN: 394 |STR_TIME: 0.04480409622192383
> STR_ID: 3r8r |STR_LEN: 7623 |STR_TIME: 1.0086870193481445
> STR_ID: 3r8u |STR_LEN: 458 |STR_TIME: 0.04557514190673828
> STR_ID: 3r8v |STR_LEN: 466 |STR_TIME: 0.04414486885070801
> STR_ID: 3r8w |STR_LEN: 1903 |STR_TIME: 0.3454720973968506
> STR_ID: 3r8x |STR_LEN: 457 |STR_TIME: 0.06346583366394043
> STR_ID: 3r8y |STR_LEN: 2971 |STR_TIME: 0.2996790409088135
> STR_ID: 3r8z |STR_LEN: 432 |STR_TIME: 0.06259894371032715
> STR_ID: 4r80 |STR_LEN: 211 |STR_TIME: 0.02294301986694336
> STR_ID: 4r81 |STR_LEN: 1224 |STR_TIME: 0.1579761505126953
> STR_ID: 4r82 |STR_LEN: 583 |STR_TIME: 0.0664360523223877
> STR_ID: 4r83 |STR_LEN: 3294 |STR_TIME: 0.4674110412597656
> STR_ID: 4r84 |STR_LEN: 4345 |STR_TIME: 0.49251484870910645
> STR_ID: 4r85 |STR_LEN: 4213 |STR_TIME: 0.6276233196258545
> STR_ID: 4r86 |STR_LEN: 592 |STR_TIME: 0.15437698364257812
> STR_ID: 4r87 |STR_LEN: 2399 |STR_TIME: 0.5039901733398438
> STR_ID: 4r88 |STR_LEN: 3675 |STR_TIME: 0.6244187355041504
> STR_ID: 4r89 |STR_LEN: 1172 |STR_TIME: 0.308912992477417
> STR_ID: 4r8a |STR_LEN: 1170 |STR_TIME: 0.3141622543334961
> STR_ID: 4r8c |STR_LEN: 221 |STR_TIME: 0.02672100067138672
> STR_ID: 4r8d |STR_LEN: 1013 |STR_TIME: 0.11364293098449707
> STR_ID: 4r8e |STR_LEN: 839 |STR_TIME: 0.27863311767578125
> STR_ID: 4r8f |STR_LEN: 1826 |STR_TIME: 0.28107500076293945
> STR_ID: 4r8g |STR_LEN: 751 |STR_TIME: 0.1111609935760498
> STR_ID: 4r8h |STR_LEN: 667 |STR_TIME: 0.06859278678894043
> STR_ID: 4r8i |STR_LEN: 226 |STR_TIME: 0.0301210880279541
> STR_ID: 4r8j |STR_LEN: 86 |STR_TIME: 0.008780956268310547
> STR_ID: 4r8k |STR_LEN: 3727 |STR_TIME: 0.5241379737854004
> STR_ID: 4r8l |STR_LEN: 1632 |STR_TIME: 0.24698710441589355
> STR_ID: 4r8m |STR_LEN: 612 |STR_TIME: 0.08630108833312988
> STR_ID: 4r8n |STR_LEN: 209 |STR_TIME: 0.029490947723388672
> STR_ID: 4r8o |STR_LEN: 213 |STR_TIME: 0.03981280326843262
> STR_ID: 4r8p |STR_LEN: 1770 |STR_TIME: 0.5092911720275879
> STR_ID: 4r8q |STR_LEN: 351 |STR_TIME: 0.12415790557861328
> STR_ID: 4r8r |STR_LEN: 1310 |STR_TIME: 0.09602570533752441
> STR_ID: 4r8s |STR_LEN: 1306 |STR_TIME: 0.13702988624572754
> STR_ID: 4r8t |STR_LEN: 267 |STR_TIME: 0.04923391342163086
> STR_ID: 4r8u |STR_LEN: 813 |STR_TIME: 0.15153717994689941
> STR_ID: 4r8v |STR_LEN: 396 |STR_TIME: 0.05499887466430664
> STR_ID: 4r8w |STR_LEN: 750 |STR_TIME: 0.1663038730621338
> STR_ID: 4r8x |STR_LEN: 3173 |STR_TIME: 0.31412267684936523
> STR_ID: 4r8y |STR_LEN: 1632 |STR_TIME: 0.1681070327758789
> STR_ID: 4r8z |STR_LEN: 639 |STR_TIME: 0.0676581859588623
>> FINISH_DIR: ./data/r/r8/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 1212 |DIR_TIME: 24.670210123062134 

>> START_DIR: ./data/r/r9/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1r94 |STR_LEN: 281 |STR_TIME: 0.02878093719482422
> STR_ID: 1r95 |STR_LEN: 255 |STR_TIME: 0.030165433883666992
> STR_ID: 1r9c |STR_LEN: 366 |STR_TIME: 0.03648209571838379
> STR_ID: 1r9d |STR_LEN: 2543 |STR_TIME: 0.3147130012512207
> STR_ID: 1r9f |STR_LEN: 233 |STR_TIME: 0.03430819511413574
> STR_ID: 1r9g |STR_LEN: 671 |STR_TIME: 0.06171417236328125
> STR_ID: 1r9h |STR_LEN: 228 |STR_TIME: 0.01934504508972168
> STR_ID: 1r9i |STR_LEN: 22 |STR_TIME: 0.17106986045837402
> STR_ID: 1r9j |STR_LEN: 2256 |STR_TIME: 0.21355414390563965
> STR_ID: 1r9k |STR_LEN: 168 |STR_TIME: 0.07389116287231445
> STR_ID: 1r9l |STR_LEN: 740 |STR_TIME: 0.0508570671081543
> STR_ID: 1r9m |STR_LEN: 4633 |STR_TIME: 0.5911040306091309
> STR_ID: 1r9n |STR_LEN: 4206 |STR_TIME: 0.5773000717163086
> STR_ID: 1r9o |STR_LEN: 713 |STR_TIME: 0.07603907585144043
> STR_ID: 1r9p |STR_LEN: 135 |STR_TIME: 0.9440410137176514
> STR_ID: 1r9q |STR_LEN: 370 |STR_TIME: 0.04625678062438965
> STR_ID: 1r9s |STR_LEN: 3554 |STR_TIME: 0.6640641689300537
> STR_ID: 1r9t |STR_LEN: 3605 |STR_TIME: 0.6336238384246826
> STR_ID: 1r9u |STR_LEN: 17 |STR_TIME: 0.19011998176574707
> STR_ID: 1r9v |STR_LEN: 12 |STR_TIME: 0.02273392677307129
> STR_ID: 1r9w |STR_LEN: 247 |STR_TIME: 0.02037501335144043
> STR_ID: 1r9x |STR_LEN: 893 |STR_TIME: 0.0685887336730957
> STR_ID: 1r9y |STR_LEN: 896 |STR_TIME: 0.07076692581176758
> STR_ID: 1r9z |STR_LEN: 900 |STR_TIME: 0.13898301124572754
> STR_ID: 2r90 |STR_LEN: 850 |STR_TIME: 0.10037493705749512
> STR_ID: 2r91 |STR_LEN: 1838 |STR_TIME: 0.20367908477783203
> STR_ID: 2r92 |STR_LEN: 3954 |STR_TIME: 0.6822781562805176
> STR_ID: 2r93 |STR_LEN: 3949 |STR_TIME: 0.7256691455841064
> STR_ID: 2r94 |STR_LEN: 1453 |STR_TIME: 0.17620515823364258
> STR_ID: 2r96 |STR_LEN: 511 |STR_TIME: 0.059117794036865234
> STR_ID: 2r97 |STR_LEN: 548 |STR_TIME: 0.16911792755126953
> STR_ID: 2r98 |STR_LEN: 517 |STR_TIME: 0.05881190299987793
> STR_ID: 2r99 |STR_LEN: 379 |STR_TIME: 0.03773903846740723
> STR_ID: 2r9a |STR_LEN: 715 |STR_TIME: 0.06729888916015625
> STR_ID: 2r9b |STR_LEN: 721 |STR_TIME: 0.09576582908630371
> STR_ID: 2r9c |STR_LEN: 635 |STR_TIME: 0.08819913864135742
> STR_ID: 2r9e |STR_LEN: 2895 |STR_TIME: 0.27869725227355957
> STR_ID: 2r9f |STR_LEN: 598 |STR_TIME: 0.056082963943481445
> STR_ID: 2r9g |STR_LEN: 4247 |STR_TIME: 0.5563299655914307
> STR_ID: 2r9h |STR_LEN: 1753 |STR_TIME: 0.28934192657470703
> STR_ID: 2r9i |STR_LEN: 81 |STR_TIME: 0.009057044982910156
> STR_ID: 2r9j |STR_LEN: 524 |STR_TIME: 0.05483508110046387
> STR_ID: 2r9k |STR_LEN: 598 |STR_TIME: 0.14812707901000977
> STR_ID: 2r9l |STR_LEN: 707 |STR_TIME: 0.09543776512145996
> STR_ID: 2r9m |STR_LEN: 885 |STR_TIME: 0.07087588310241699
> STR_ID: 2r9n |STR_LEN: 748 |STR_TIME: 0.06948089599609375
> STR_ID: 2r9o |STR_LEN: 773 |STR_TIME: 0.10338187217712402
> STR_ID: 2r9p |STR_LEN: 1781 |STR_TIME: 0.17669105529785156
> STR_ID: 2r9q |STR_LEN: 1968 |STR_TIME: 0.28717708587646484
> STR_ID: 2r9r |STR_LEN: 1747 |STR_TIME: 0.25737619400024414
> STR_ID: 2r9s |STR_LEN: 875 |STR_TIME: 0.10954999923706055
> STR_ID: 2r9u |STR_LEN: 1017 |STR_TIME: 0.1591780185699463
> STR_ID: 2r9v |STR_LEN: 956 |STR_TIME: 0.0855870246887207
> STR_ID: 2r9w |STR_LEN: 1336 |STR_TIME: 0.12065625190734863
> STR_ID: 2r9x |STR_LEN: 1370 |STR_TIME: 0.17284011840820312
> STR_ID: 2r9y |STR_LEN: 447 |STR_TIME: 0.05267977714538574
> STR_ID: 2r9z |STR_LEN: 1367 |STR_TIME: 0.16612577438354492
> STR_ID: 3r90 |STR_LEN: 3775 |STR_TIME: 0.4477963447570801
> STR_ID: 3r91 |STR_LEN: 518 |STR_TIME: 0.0345301628112793
> STR_ID: 3r92 |STR_LEN: 551 |STR_TIME: 0.04221796989440918
> STR_ID: 3r93 |STR_LEN: 377 |STR_TIME: 0.04999399185180664
> STR_ID: 3r94 |STR_LEN: 377 |STR_TIME: 0.10977005958557129
> STR_ID: 3r95 |STR_LEN: 766 |STR_TIME: 0.060858726501464844
> STR_ID: 3r96 |STR_LEN: 1053 |STR_TIME: 0.08234286308288574
> STR_ID: 3r97 |STR_LEN: 474 |STR_TIME: 0.04552483558654785
> STR_ID: 3r98 |STR_LEN: 468 |STR_TIME: 0.13778209686279297
> STR_ID: 3r99 |STR_LEN: 468 |STR_TIME: 0.10487222671508789
> STR_ID: 3r9a |STR_LEN: 2189 |STR_TIME: 0.3060450553894043
> STR_ID: 3r9b |STR_LEN: 1907 |STR_TIME: 0.22164678573608398
> STR_ID: 3r9c |STR_LEN: 525 |STR_TIME: 0.07361817359924316
> STR_ID: 3r9d |STR_LEN: 412 |STR_TIME: 0.04833030700683594
> STR_ID: 3r9e |STR_LEN: 974 |STR_TIME: 0.0817098617553711
> STR_ID: 3r9f |STR_LEN: 1029 |STR_TIME: 0.13734722137451172
> STR_ID: 3r9g |STR_LEN: 874 |STR_TIME: 0.07975387573242188
> STR_ID: 3r9h |STR_LEN: 412 |STR_TIME: 0.044415950775146484
> STR_ID: 3r9i |STR_LEN: 1258 |STR_TIME: 0.19113802909851074
> STR_ID: 3r9j |STR_LEN: 642 |STR_TIME: 0.08862996101379395
> STR_ID: 3r9k |STR_LEN: 420 |STR_TIME: 0.040003061294555664
> STR_ID: 3r9l |STR_LEN: 126 |STR_TIME: 0.019496917724609375
> STR_ID: 3r9m |STR_LEN: 847 |STR_TIME: 0.11946868896484375
> STR_ID: 3r9n |STR_LEN: 507 |STR_TIME: 0.04689598083496094
> STR_ID: 3r9o |STR_LEN: 384 |STR_TIME: 0.04530525207519531
> STR_ID: 3r9p |STR_LEN: 1346 |STR_TIME: 0.13837814331054688
> STR_ID: 3r9q |STR_LEN: 1439 |STR_TIME: 0.16431379318237305
> STR_ID: 3r9r |STR_LEN: 559 |STR_TIME: 0.05941510200500488
> STR_ID: 3r9s |STR_LEN: 1231 |STR_TIME: 0.1694631576538086
> STR_ID: 3r9t |STR_LEN: 1284 |STR_TIME: 0.1395862102508545
> STR_ID: 3r9u |STR_LEN: 714 |STR_TIME: 0.14034008979797363
> STR_ID: 3r9v |STR_LEN: 592 |STR_TIME: 0.05640816688537598
> STR_ID: 3r9w |STR_LEN: 437 |STR_TIME: 0.07319021224975586
> STR_ID: 3r9x |STR_LEN: 661 |STR_TIME: 0.1179666519165039
> STR_ID: 3r9y |STR_LEN: 205 |STR_TIME: 0.060125112533569336
> STR_ID: 3r9z |STR_LEN: 365 |STR_TIME: 0.03230714797973633
> STR_ID: 4r90 |STR_LEN: 1003 |STR_TIME: 0.08676290512084961
> STR_ID: 4r91 |STR_LEN: 1667 |STR_TIME: 0.16122102737426758
> STR_ID: 4r92 |STR_LEN: 1604 |STR_TIME: 0.1272897720336914
> STR_ID: 4r93 |STR_LEN: 1693 |STR_TIME: 0.1310117244720459
> STR_ID: 4r94 |STR_LEN: 507 |STR_TIME: 0.08266067504882812
> STR_ID: 4r95 |STR_LEN: 1466 |STR_TIME: 0.1333627700805664
> STR_ID: 4r96 |STR_LEN: 1970 |STR_TIME: 0.3440513610839844
> STR_ID: 4r97 |STR_LEN: 538 |STR_TIME: 0.06579113006591797
> STR_ID: 4r98 |STR_LEN: 545 |STR_TIME: 0.10876798629760742
> STR_ID: 4r99 |STR_LEN: 2703 |STR_TIME: 0.2934300899505615
> STR_ID: 4r9a |STR_LEN: 468 |STR_TIME: 0.029890775680541992
> STR_ID: 4r9b |STR_LEN: 455 |STR_TIME: 0.03229188919067383
> STR_ID: 4r9c |STR_LEN: 439 |STR_TIME: 0.02732372283935547
> STR_ID: 4r9d |STR_LEN: 414 |STR_TIME: 0.027031898498535156
> STR_ID: 4r9f |STR_LEN: 1035 |STR_TIME: 0.08121395111083984
> STR_ID: 4r9g |STR_LEN: 1184 |STR_TIME: 0.16506505012512207
> STR_ID: 4r9h |STR_LEN: 562 |STR_TIME: 0.07465386390686035
> STR_ID: 4r9i |STR_LEN: 899 |STR_TIME: 0.0665891170501709
> STR_ID: 4r9j |STR_LEN: 904 |STR_TIME: 0.16227507591247559
> STR_ID: 4r9k |STR_LEN: 829 |STR_TIME: 0.07409906387329102
> STR_ID: 4r9l |STR_LEN: 672 |STR_TIME: 0.07024478912353516
> STR_ID: 4r9m |STR_LEN: 518 |STR_TIME: 0.12256789207458496
> STR_ID: 4r9n |STR_LEN: 387 |STR_TIME: 0.0498042106628418
> STR_ID: 4r9o |STR_LEN: 1124 |STR_TIME: 0.19882702827453613
> STR_ID: 4r9p |STR_LEN: 285 |STR_TIME: 0.06577396392822266
> STR_ID: 4r9r |STR_LEN: 1119 |STR_TIME: 0.15610074996948242
> STR_ID: 4r9s |STR_LEN: 1099 |STR_TIME: 0.18540215492248535
> STR_ID: 4r9t |STR_LEN: 721 |STR_TIME: 0.12065410614013672
> STR_ID: 4r9u |STR_LEN: 1152 |STR_TIME: 0.2484579086303711
> STR_ID: 4r9v |STR_LEN: 514 |STR_TIME: 0.07630610466003418
> STR_ID: 4r9w |STR_LEN: 144 |STR_TIME: 0.022938013076782227
> STR_ID: 4r9x |STR_LEN: 620 |STR_TIME: 0.11502909660339355
> STR_ID: 4r9y |STR_LEN: 1124 |STR_TIME: 0.19063210487365723
> STR_ID: 4r9z |STR_LEN: 538 |STR_TIME: 0.08786487579345703
>> FINISH_DIR: ./data/r/r9/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 1339 |DIR_TIME: 19.600552082061768 

>> START_DIR: ./data/r/ra/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1ra0 |STR_LEN: 891 |STR_TIME: 0.06777191162109375
> STR_ID: 1ra1 |STR_LEN: 299 |STR_TIME: 0.03020787239074707
> STR_ID: 1ra2 |STR_LEN: 299 |STR_TIME: 0.027254819869995117
> STR_ID: 1ra3 |STR_LEN: 312 |STR_TIME: 0.028306007385253906
> STR_ID: 1ra4 |STR_LEN: 328 |STR_TIME: 0.018751859664916992
> STR_ID: 1ra5 |STR_LEN: 859 |STR_TIME: 0.06624579429626465
> STR_ID: 1ra6 |STR_LEN: 766 |STR_TIME: 0.11461400985717773
> STR_ID: 1ra7 |STR_LEN: 732 |STR_TIME: 0.07112479209899902
> STR_ID: 1ra8 |STR_LEN: 305 |STR_TIME: 0.027834177017211914
> STR_ID: 1ra9 |STR_LEN: 323 |STR_TIME: 0.025502920150756836
> STR_ID: 1raa |STR_LEN: 1023 |STR_TIME: 0.16219210624694824
> STR_ID: 1rab |STR_LEN: 1023 |STR_TIME: 0.13767600059509277
> STR_ID: 1rac |STR_LEN: 1023 |STR_TIME: 0.16083097457885742
> STR_ID: 1rad |STR_LEN: 1023 |STR_TIME: 0.13353300094604492
> STR_ID: 1rae |STR_LEN: 1023 |STR_TIME: 0.13492608070373535
> STR_ID: 1raf |STR_LEN: 1023 |STR_TIME: 0.17421913146972656
> STR_ID: 1rag |STR_LEN: 1023 |STR_TIME: 0.13349199295043945
> STR_ID: 1rah |STR_LEN: 1023 |STR_TIME: 0.16476178169250488
> STR_ID: 1rai |STR_LEN: 1004 |STR_TIME: 0.13202309608459473
> STR_ID: 1raj |STR_LEN: 324 |STR_TIME: 0.03731799125671387
> STR_ID: 1rak |STR_LEN: 866 |STR_TIME: 0.11173295974731445
> STR_ID: 1ral |STR_LEN: 308 |STR_TIME: 0.054219961166381836
> STR_ID: 1ram |STR_LEN: 604 |STR_TIME: 0.09391093254089355
> STR_ID: 1rao |STR_LEN: 400 |STR_TIME: 0.0378718376159668
> STR_ID: 1rap |STR_LEN: 161 |STR_TIME: 0.015892982482910156
> STR_ID: 1raq |STR_LEN: 184 |STR_TIME: 0.019745826721191406
> STR_ID: 1rar |STR_LEN: 231 |STR_TIME: 0.053231000900268555
> STR_ID: 1ras |STR_LEN: 224 |STR_TIME: 0.019379854202270508
> STR_ID: 1rat |STR_LEN: 124 |STR_TIME: 0.016350984573364258
> STR_ID: 1rau |STR_LEN: 24 |STR_TIME: 0.01278376579284668
> STR_ID: 1rav |STR_LEN: 328 |STR_TIME: 0.03735613822937012
> STR_ID: 1raw |STR_LEN: 37 |STR_TIME: 0.204010009765625
> STR_ID: 1rax |STR_LEN: 93 |STR_TIME: 0.28890204429626465
> STR_ID: 1ray |STR_LEN: 477 |STR_TIME: 0.039613962173461914
> STR_ID: 1raz |STR_LEN: 478 |STR_TIME: 0.08458924293518066
> STR_ID: 2ra0 |STR_LEN: 367 |STR_TIME: 0.040412187576293945
> STR_ID: 2ra1 |STR_LEN: 664 |STR_TIME: 0.07260799407958984
> STR_ID: 2ra2 |STR_LEN: 566 |STR_TIME: 0.051171064376831055
> STR_ID: 2ra3 |STR_LEN: 1231 |STR_TIME: 0.14051032066345215
> STR_ID: 2ra4 |STR_LEN: 209 |STR_TIME: 0.02368307113647461
> STR_ID: 2ra5 |STR_LEN: 204 |STR_TIME: 0.024096965789794922
> STR_ID: 2ra6 |STR_LEN: 976 |STR_TIME: 0.09178996086120605
> STR_ID: 2ra8 |STR_LEN: 581 |STR_TIME: 0.05370283126831055
> STR_ID: 2ra9 |STR_LEN: 366 |STR_TIME: 0.06454801559448242
> STR_ID: 2raa |STR_LEN: 207 |STR_TIME: 0.02776813507080078
> STR_ID: 2rab |STR_LEN: 1393 |STR_TIME: 0.13352608680725098
> STR_ID: 2rac |STR_LEN: 203 |STR_TIME: 0.019995927810668945
> STR_ID: 2rad |STR_LEN: 839 |STR_TIME: 0.15023422241210938
> STR_ID: 2rae |STR_LEN: 232 |STR_TIME: 0.02586507797241211
> STR_ID: 2raf |STR_LEN: 1208 |STR_TIME: 0.09644222259521484
> STR_ID: 2rag |STR_LEN: 2012 |STR_TIME: 0.2611849308013916
> STR_ID: 2rah |STR_LEN: 456 |STR_TIME: 0.05292701721191406
> STR_ID: 2rai |STR_LEN: 731 |STR_TIME: 0.10653805732727051
> STR_ID: 2raj |STR_LEN: 396 |STR_TIME: 0.06046295166015625
> STR_ID: 2rak |STR_LEN: 383 |STR_TIME: 0.10489010810852051
> STR_ID: 2ral |STR_LEN: 635 |STR_TIME: 0.08950495719909668
> STR_ID: 2ram |STR_LEN: 716 |STR_TIME: 0.09411001205444336
> STR_ID: 2ran |STR_LEN: 433 |STR_TIME: 0.05635213851928711
> STR_ID: 2rao |STR_LEN: 781 |STR_TIME: 0.11458110809326172
> STR_ID: 2rap |STR_LEN: 182 |STR_TIME: 0.024724960327148438
> STR_ID: 2raq |STR_LEN: 720 |STR_TIME: 0.09391927719116211
> STR_ID: 2rar |STR_LEN: 711 |STR_TIME: 0.047107696533203125
> STR_ID: 2ras |STR_LEN: 773 |STR_TIME: 0.09454107284545898
> STR_ID: 2rat |STR_LEN: 124 |STR_TIME: 0.016891956329345703
> STR_ID: 2rau |STR_LEN: 693 |STR_TIME: 0.060923099517822266
> STR_ID: 2rav |STR_LEN: 783 |STR_TIME: 0.05996990203857422
> STR_ID: 2raw |STR_LEN: 194 |STR_TIME: 0.030022859573364258
> STR_ID: 2rax |STR_LEN: 522 |STR_TIME: 0.07488799095153809
> STR_ID: 2ray |STR_LEN: 376 |STR_TIME: 0.0628209114074707
> STR_ID: 2raz |STR_LEN: 436 |STR_TIME: 0.032444000244140625
> STR_ID: 3ra0 |STR_LEN: 200 |STR_TIME: 0.030866146087646484
> STR_ID: 3ra2 |STR_LEN: 606 |STR_TIME: 0.0834500789642334
> STR_ID: 3ra3 |STR_LEN: 141 |STR_TIME: 0.015444040298461914
> STR_ID: 3ra4 |STR_LEN: 597 |STR_TIME: 0.07595205307006836
> STR_ID: 3ra5 |STR_LEN: 412 |STR_TIME: 0.03249382972717285
> STR_ID: 3ra6 |STR_LEN: 182 |STR_TIME: 0.04697704315185547
> STR_ID: 3ra7 |STR_LEN: 1222 |STR_TIME: 0.13902878761291504
> STR_ID: 3ra8 |STR_LEN: 605 |STR_TIME: 0.08385992050170898
> STR_ID: 3ra9 |STR_LEN: 575 |STR_TIME: 0.11834120750427246
> STR_ID: 3raa |STR_LEN: 520 |STR_TIME: 0.0749208927154541
> STR_ID: 3rab |STR_LEN: 294 |STR_TIME: 0.029175758361816406
> STR_ID: 3rac |STR_LEN: 435 |STR_TIME: 0.058075904846191406
> STR_ID: 3rad |STR_LEN: 1459 |STR_TIME: 0.288358211517334
> STR_ID: 3rae |STR_LEN: 1479 |STR_TIME: 0.3053090572357178
> STR_ID: 3raf |STR_LEN: 1464 |STR_TIME: 0.30392980575561523
> STR_ID: 3rag |STR_LEN: 733 |STR_TIME: 0.0829000473022461
> STR_ID: 3rah |STR_LEN: 494 |STR_TIME: 0.043678998947143555
> STR_ID: 3rai |STR_LEN: 503 |STR_TIME: 0.09904193878173828
> STR_ID: 3raj |STR_LEN: 653 |STR_TIME: 0.08758997917175293
> STR_ID: 3rak |STR_LEN: 470 |STR_TIME: 0.04321694374084473
> STR_ID: 3ral |STR_LEN: 473 |STR_TIME: 0.043753862380981445
> STR_ID: 3ram |STR_LEN: 1968 |STR_TIME: 0.32301998138427734
> STR_ID: 3ran |STR_LEN: 1029 |STR_TIME: 0.1463170051574707
> STR_ID: 3rao |STR_LEN: 985 |STR_TIME: 0.1275792121887207
> STR_ID: 3rap |STR_LEN: 431 |STR_TIME: 0.04919719696044922
> STR_ID: 3raq |STR_LEN: 1051 |STR_TIME: 0.20674419403076172
> STR_ID: 3rar |STR_LEN: 714 |STR_TIME: 0.07832098007202148
> STR_ID: 3ras |STR_LEN: 886 |STR_TIME: 0.13974499702453613
> STR_ID: 3rat |STR_LEN: 124 |STR_TIME: 0.01872730255126953
> STR_ID: 3rau |STR_LEN: 1025 |STR_TIME: 0.11208224296569824
> STR_ID: 3rav |STR_LEN: 373 |STR_TIME: 0.03205680847167969
> STR_ID: 3raw |STR_LEN: 948 |STR_TIME: 0.1893918514251709
> STR_ID: 3rax |STR_LEN: 1269 |STR_TIME: 0.16999173164367676
> STR_ID: 3ray |STR_LEN: 287 |STR_TIME: 0.034320831298828125
> STR_ID: 3raz |STR_LEN: 168 |STR_TIME: 0.01937699317932129
> STR_ID: 4ra0 |STR_LEN: 1170 |STR_TIME: 0.24937200546264648
> STR_ID: 4ra1 |STR_LEN: 878 |STR_TIME: 0.1162271499633789
> STR_ID: 4ra2 |STR_LEN: 580 |STR_TIME: 0.056936025619506836
> STR_ID: 4ra3 |STR_LEN: 400 |STR_TIME: 0.05965113639831543
> STR_ID: 4ra4 |STR_LEN: 361 |STR_TIME: 0.0483241081237793
> STR_ID: 4ra5 |STR_LEN: 675 |STR_TIME: 0.17023205757141113
> STR_ID: 4ra6 |STR_LEN: 670 |STR_TIME: 0.0852210521697998
> STR_ID: 4ra7 |STR_LEN: 1201 |STR_TIME: 0.14814186096191406
> STR_ID: 4ra8 |STR_LEN: 390 |STR_TIME: 0.09126925468444824
> STR_ID: 4ra9 |STR_LEN: 448 |STR_TIME: 0.052857160568237305
> STR_ID: 4raa |STR_LEN: 369 |STR_TIME: 0.06798481941223145
> STR_ID: 4rab |STR_LEN: 969 |STR_TIME: 0.18487024307250977
> STR_ID: 4rac |STR_LEN: 1038 |STR_TIME: 0.15277910232543945
> STR_ID: 4rad |STR_LEN: 2234 |STR_TIME: 0.6551198959350586
> STR_ID: 4rae |STR_LEN: 732 |STR_TIME: 0.09861278533935547
> STR_ID: 4raf |STR_LEN: 616 |STR_TIME: 0.11333084106445312
> STR_ID: 4rag |STR_LEN: 582 |STR_TIME: 0.05372166633605957
> STR_ID: 4rah |STR_LEN: 236 |STR_TIME: 0.026051998138427734
> STR_ID: 4rai |STR_LEN: 244 |STR_TIME: 0.026170015335083008
> STR_ID: 4raj |STR_LEN: 393 |STR_TIME: 0.04326891899108887
> STR_ID: 4rak |STR_LEN: 656 |STR_TIME: 0.07264304161071777
> STR_ID: 4ral |STR_LEN: 1997 |STR_TIME: 0.4555320739746094
> STR_ID: 4ram |STR_LEN: 859 |STR_TIME: 0.09919476509094238
> STR_ID: 4ran |STR_LEN: 831 |STR_TIME: 0.20078301429748535
> STR_ID: 4rao |STR_LEN: 1018 |STR_TIME: 0.16183090209960938
> STR_ID: 4rap |STR_LEN: 4633 |STR_TIME: 0.7941031455993652
> STR_ID: 4raq |STR_LEN: 932 |STR_TIME: 0.181427001953125
> STR_ID: 4ras |STR_LEN: 2377 |STR_TIME: 0.49495506286621094
> STR_ID: 4rat |STR_LEN: 124 |STR_TIME: 0.017539262771606445
