>> START_DIR: ./data/s/s0/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1s00 |STR_LEN: 1831 |STR_TIME: 0.32448410987854004
> STR_ID: 1s3z |STR_LEN: 516 |STR_TIME: 0.11868786811828613
> STR_ID: 3s30 |STR_LEN: 680 |STR_TIME: 0.08927392959594727
> STR_ID: 3s32 |STR_LEN: 169 |STR_TIME: 0.028271913528442383
> STR_ID: 3s33 |STR_LEN: 765 |STR_TIME: 0.10484719276428223
> STR_ID: 3s34 |STR_LEN: 706 |STR_TIME: 0.09928607940673828
> STR_ID: 3s35 |STR_LEN: 924 |STR_TIME: 0.10154294967651367
> STR_ID: 3s36 |STR_LEN: 540 |STR_TIME: 0.11801671981811523
> STR_ID: 3s37 |STR_LEN: 531 |STR_TIME: 0.08644223213195801
> STR_ID: 3s38 |STR_LEN: 761 |STR_TIME: 0.10867691040039062
> STR_ID: 3s39 |STR_LEN: 764 |STR_TIME: 0.14253997802734375
> STR_ID: 3s3a |STR_LEN: 761 |STR_TIME: 0.10710811614990234
> STR_ID: 3s3b |STR_LEN: 761 |STR_TIME: 0.11715292930603027
> STR_ID: 3s3c |STR_LEN: 760 |STR_TIME: 0.14569330215454102
> STR_ID: 3s3d |STR_LEN: 761 |STR_TIME: 0.11627316474914551
> STR_ID: 3s3e |STR_LEN: 743 |STR_TIME: 0.10905098915100098
> STR_ID: 3s3f |STR_LEN: 668 |STR_TIME: 0.14490509033203125
> STR_ID: 3s3g |STR_LEN: 767 |STR_TIME: 0.06038308143615723
> STR_ID: 3s3h |STR_LEN: 657 |STR_TIME: 0.10207009315490723
> STR_ID: 3s3i |STR_LEN: 580 |STR_TIME: 0.08552384376525879
> STR_ID: 3s3j |STR_LEN: 787 |STR_TIME: 0.09609103202819824
> STR_ID: 3s3k |STR_LEN: 599 |STR_TIME: 0.10155320167541504
> STR_ID: 3s3l |STR_LEN: 1106 |STR_TIME: 0.15447616577148438
> STR_ID: 3s3m |STR_LEN: 835 |STR_TIME: 0.09802412986755371
> STR_ID: 3s3n |STR_LEN: 807 |STR_TIME: 0.12596607208251953
> STR_ID: 3s3o |STR_LEN: 800 |STR_TIME: 0.09521698951721191
> STR_ID: 3s3p |STR_LEN: 672 |STR_TIME: 0.08590006828308105
> STR_ID: 3s3q |STR_LEN: 793 |STR_TIME: 0.04900717735290527
> STR_ID: 3s3r |STR_LEN: 825 |STR_TIME: 0.18099284172058105
> STR_ID: 3s3s |STR_LEN: 784 |STR_TIME: 0.09309697151184082
> STR_ID: 3s3t |STR_LEN: 2067 |STR_TIME: 0.2790801525115967
> STR_ID: 3s3u |STR_LEN: 1438 |STR_TIME: 0.16217422485351562
> STR_ID: 3s3v |STR_LEN: 344 |STR_TIME: 0.03413677215576172
> STR_ID: 3s3w |STR_LEN: 1454 |STR_TIME: 0.28324103355407715
> STR_ID: 3s3x |STR_LEN: 1323 |STR_TIME: 0.2670738697052002
> STR_ID: 3s3y |STR_LEN: 161 |STR_TIME: 0.018090009689331055
> STR_ID: 3s3z |STR_LEN: 194 |STR_TIME: 0.05415987968444824
> STR_ID: 4s30 |STR_LEN: 424 |STR_TIME: 0.052779197692871094
> STR_ID: 4s31 |STR_LEN: 557 |STR_TIME: 0.0523829460144043
> STR_ID: 4s32 |STR_LEN: 561 |STR_TIME: 0.05334305763244629
> STR_ID: 4s33 |STR_LEN: 572 |STR_TIME: 0.05734705924987793
> STR_ID: 4s34 |STR_LEN: 416 |STR_TIME: 0.055075883865356445
> STR_ID: 4s35 |STR_LEN: 754 |STR_TIME: 0.0989072322845459
> STR_ID: 4s36 |STR_LEN: 209 |STR_TIME: 0.0212399959564209
> STR_ID: 4s37 |STR_LEN: 5605 |STR_TIME: 0.7686779499053955
> STR_ID: 4s38 |STR_LEN: 792 |STR_TIME: 0.08456778526306152
> STR_ID: 4s39 |STR_LEN: 867 |STR_TIME: 0.1359097957611084
> STR_ID: 4s3a |STR_LEN: 724 |STR_TIME: 0.08270692825317383
> STR_ID: 4s3b |STR_LEN: 571 |STR_TIME: 0.07378077507019043
> STR_ID: 4s3c |STR_LEN: 686 |STR_TIME: 0.10798907279968262
> STR_ID: 4s3d |STR_LEN: 637 |STR_TIME: 0.0824587345123291
> STR_ID: 4s3e |STR_LEN: 830 |STR_TIME: 0.08176898956298828
> STR_ID: 4s3f |STR_LEN: 635 |STR_TIME: 0.10423493385314941
> STR_ID: 4s3g |STR_LEN: 357 |STR_TIME: 0.046521902084350586
> STR_ID: 4s3h |STR_LEN: 380 |STR_TIME: 0.054265737533569336
> STR_ID: 4s3i |STR_LEN: 1139 |STR_TIME: 0.14286518096923828
> STR_ID: 4s3j |STR_LEN: 2623 |STR_TIME: 0.5438022613525391
> STR_ID: 4s3k |STR_LEN: 872 |STR_TIME: 0.15623712539672852
> STR_ID: 4s3l |STR_LEN: 755 |STR_TIME: 0.14130520820617676
> STR_ID: 4s3m |STR_LEN: 570 |STR_TIME: 0.09668874740600586
> STR_ID: 4s3n |STR_LEN: 673 |STR_TIME: 0.08298110961914062
> STR_ID: 4s3o |STR_LEN: 850 |STR_TIME: 0.15656805038452148
> STR_ID: 4s3p |STR_LEN: 1567 |STR_TIME: 0.29677534103393555
> STR_ID: 4s3q |STR_LEN: 2530 |STR_TIME: 0.45192909240722656
> STR_ID: 4s3r |STR_LEN: 908 |STR_TIME: 0.16655492782592773
> STR_ID: 4s3s |STR_LEN: 244 |STR_TIME: 0.023980140686035156
>> FINISH_DIR: ./data/s/s3/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 389 |DIR_TIME: 12.909942150115967 

>> START_DIR: ./data/s/s4/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1s40 |STR_LEN: 198 |STR_TIME: 0.7568562030792236
> STR_ID: 1s44 |STR_LEN: 844 |STR_TIME: 0.06611800193786621
> STR_ID: 1s45 |STR_LEN: 168 |STR_TIME: 0.02124810218811035
> STR_ID: 1s46 |STR_LEN: 1129 |STR_TIME: 0.1684887409210205
> STR_ID: 1s47 |STR_LEN: 171 |STR_TIME: 0.026905059814453125
> STR_ID: 1s48 |STR_LEN: 588 |STR_TIME: 0.08512997627258301
> STR_ID: 1s49 |STR_LEN: 589 |STR_TIME: 0.08434915542602539
> STR_ID: 1s4a |STR_LEN: 20 |STR_TIME: 0.03440999984741211
> STR_ID: 1s4b |STR_LEN: 1129 |STR_TIME: 0.14089584350585938
> STR_ID: 1s4c |STR_LEN: 751 |STR_TIME: 0.08915519714355469
> STR_ID: 1s4d |STR_LEN: 3636 |STR_TIME: 0.4805920124053955
> STR_ID: 1s4e |STR_LEN: 3010 |STR_TIME: 0.6285839080810547
> STR_ID: 1s4f |STR_LEN: 2322 |STR_TIME: 0.46685194969177246
> STR_ID: 1s4g |STR_LEN: 52 |STR_TIME: 0.2815868854522705
> STR_ID: 1s4h |STR_LEN: 13 |STR_TIME: 0.13721704483032227
> STR_ID: 1s4i |STR_LEN: 1005 |STR_TIME: 0.09450697898864746
> STR_ID: 1s4j |STR_LEN: 13 |STR_TIME: 0.06165814399719238
> STR_ID: 1s4k |STR_LEN: 634 |STR_TIME: 0.043804168701171875
> STR_ID: 1s4m |STR_LEN: 780 |STR_TIME: 0.13898611068725586
> STR_ID: 1s4n |STR_LEN: 1359 |STR_TIME: 0.11991286277770996
> STR_ID: 1s4o |STR_LEN: 1251 |STR_TIME: 0.12007498741149902
> STR_ID: 1s4p |STR_LEN: 1545 |STR_TIME: 0.1707472801208496
> STR_ID: 1s4q |STR_LEN: 321 |STR_TIME: 0.027140140533447266
> STR_ID: 1s4r |STR_LEN: 215 |STR_TIME: 0.023675918579101562
> STR_ID: 1s4s |STR_LEN: 215 |STR_TIME: 0.024145126342773438
> STR_ID: 1s4t |STR_LEN: 21 |STR_TIME: 0.16304683685302734
> STR_ID: 1s4u |STR_LEN: 514 |STR_TIME: 0.054480791091918945
> STR_ID: 1s4v |STR_LEN: 801 |STR_TIME: 0.06835722923278809
> STR_ID: 1s4w |STR_LEN: 20 |STR_TIME: 0.1180880069732666
> STR_ID: 1s4x |STR_LEN: 47 |STR_TIME: 0.31942296028137207
> STR_ID: 1s4y |STR_LEN: 570 |STR_TIME: 0.059517860412597656
> STR_ID: 1s4z |STR_LEN: 180 |STR_TIME: 1.6084091663360596
> STR_ID: 3s40 |STR_LEN: 1445 |STR_TIME: 0.21114230155944824
> STR_ID: 3s41 |STR_LEN: 632 |STR_TIME: 0.06888198852539062
> STR_ID: 3s42 |STR_LEN: 1100 |STR_TIME: 0.24527907371520996
> STR_ID: 3s43 |STR_LEN: 344 |STR_TIME: 0.041790008544921875
> STR_ID: 3s44 |STR_LEN: 820 |STR_TIME: 0.0826869010925293
> STR_ID: 3s45 |STR_LEN: 319 |STR_TIME: 0.07117319107055664
> STR_ID: 3s46 |STR_LEN: 1242 |STR_TIME: 0.1428089141845703
> STR_ID: 3s47 |STR_LEN: 1100 |STR_TIME: 0.17850613594055176
> STR_ID: 3s48 |STR_LEN: 566 |STR_TIME: 0.10363388061523438
> STR_ID: 3s49 |STR_LEN: 130 |STR_TIME: 0.026273012161254883
> STR_ID: 3s4a |STR_LEN: 3153 |STR_TIME: 0.589285135269165
> STR_ID: 3s4b |STR_LEN: 2276 |STR_TIME: 0.5255930423736572
> STR_ID: 3s4c |STR_LEN: 1318 |STR_TIME: 0.3032259941101074
> STR_ID: 3s4d |STR_LEN: 828 |STR_TIME: 0.11754298210144043
> STR_ID: 3s4e |STR_LEN: 357 |STR_TIME: 0.02551412582397461
> STR_ID: 3s4f |STR_LEN: 1054 |STR_TIME: 0.17547225952148438
> STR_ID: 3s4g |STR_LEN: 191 |STR_TIME: 0.029466867446899414
> STR_ID: 3s4j |STR_LEN: 514 |STR_TIME: 0.05472397804260254
> STR_ID: 3s4k |STR_LEN: 479 |STR_TIME: 0.05240178108215332
> STR_ID: 3s4l |STR_LEN: 229 |STR_TIME: 0.0394439697265625
> STR_ID: 3s4m |STR_LEN: 322 |STR_TIME: 0.053107261657714844
> STR_ID: 3s4o |STR_LEN: 416 |STR_TIME: 0.058589935302734375
> STR_ID: 3s4p |STR_LEN: 82 |STR_TIME: 0.01853799819946289
> STR_ID: 3s4q |STR_LEN: 352 |STR_TIME: 0.046242713928222656
> STR_ID: 3s4r |STR_LEN: 185 |STR_TIME: 0.028898954391479492
> STR_ID: 3s4s |STR_LEN: 1177 |STR_TIME: 0.20122122764587402
> STR_ID: 3s4t |STR_LEN: 4176 |STR_TIME: 0.6758251190185547
> STR_ID: 3s4u |STR_LEN: 302 |STR_TIME: 0.055588722229003906
> STR_ID: 3s4w |STR_LEN: 2352 |STR_TIME: 0.5441389083862305
> STR_ID: 3s4x |STR_LEN: 595 |STR_TIME: 0.0852518081665039
> STR_ID: 3s4y |STR_LEN: 780 |STR_TIME: 0.10048389434814453
> STR_ID: 3s4z |STR_LEN: 3393 |STR_TIME: 0.7626030445098877
>> FINISH_DIR: ./data/s/s4/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 453 |DIR_TIME: 12.967421054840088 

>> START_DIR: ./data/s/s5/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1s50 |STR_LEN: 618 |STR_TIME: 0.04259800910949707
> STR_ID: 1s51 |STR_LEN: 555 |STR_TIME: 0.11649084091186523
> STR_ID: 1s52 |STR_LEN: 545 |STR_TIME: 0.06347799301147461
> STR_ID: 1s53 |STR_LEN: 571 |STR_TIME: 0.06451082229614258
> STR_ID: 1s54 |STR_LEN: 531 |STR_TIME: 0.06466317176818848
> STR_ID: 1s55 |STR_LEN: 686 |STR_TIME: 0.07450985908508301
> STR_ID: 1s56 |STR_LEN: 384 |STR_TIME: 0.07728791236877441
> STR_ID: 1s57 |STR_LEN: 1475 |STR_TIME: 0.14417409896850586
> STR_ID: 1s58 |STR_LEN: 523 |STR_TIME: 0.0752570629119873
> STR_ID: 1s59 |STR_LEN: 1143 |STR_TIME: 0.16588306427001953
> STR_ID: 1s5a |STR_LEN: 1114 |STR_TIME: 0.096405029296875
> STR_ID: 1s5b |STR_LEN: 1128 |STR_TIME: 0.14123082160949707
> STR_ID: 1s5c |STR_LEN: 826 |STR_TIME: 0.10471010208129883
> STR_ID: 1s5d |STR_LEN: 1347 |STR_TIME: 0.11862802505493164
> STR_ID: 1s5e |STR_LEN: 2240 |STR_TIME: 0.27224087715148926
> STR_ID: 1s5f |STR_LEN: 803 |STR_TIME: 0.13947796821594238
> STR_ID: 1s5g |STR_LEN: 1104 |STR_TIME: 0.15379786491394043
> STR_ID: 1s5h |STR_LEN: 770 |STR_TIME: 0.0772850513458252
> STR_ID: 1s5i |STR_LEN: 505 |STR_TIME: 0.1163339614868164
> STR_ID: 1s5j |STR_LEN: 985 |STR_TIME: 0.11259698867797852
> STR_ID: 1s5k |STR_LEN: 291 |STR_TIME: 0.041710853576660156
> STR_ID: 1s5l |STR_LEN: 5238 |STR_TIME: 1.020129680633545
> STR_ID: 1s5m |STR_LEN: 802 |STR_TIME: 0.15067195892333984
> STR_ID: 1s5n |STR_LEN: 899 |STR_TIME: 0.2297687530517578
> STR_ID: 1s5o |STR_LEN: 1057 |STR_TIME: 0.0949869155883789
> STR_ID: 1s5p |STR_LEN: 463 |STR_TIME: 0.035527944564819336
> STR_ID: 1s5q |STR_LEN: 105 |STR_TIME: 0.7444519996643066
> STR_ID: 1s5r |STR_LEN: 112 |STR_TIME: 0.7728099822998047
> STR_ID: 1s5s |STR_LEN: 501 |STR_TIME: 0.1508011817932129
> STR_ID: 1s5t |STR_LEN: 905 |STR_TIME: 0.08379912376403809
> STR_ID: 1s5u |STR_LEN: 1807 |STR_TIME: 0.24628138542175293
> STR_ID: 1s5v |STR_LEN: 815 |STR_TIME: 0.08104896545410156
> STR_ID: 1s5w |STR_LEN: 857 |STR_TIME: 0.08220601081848145
> STR_ID: 1s5x |STR_LEN: 308 |STR_TIME: 0.04212689399719238
> STR_ID: 1s5y |STR_LEN: 644 |STR_TIME: 0.13254904747009277
> STR_ID: 1s5z |STR_LEN: 2049 |STR_TIME: 0.14725899696350098
> STR_ID: 3s51 |STR_LEN: 4373 |STR_TIME: 1.0115289688110352
> STR_ID: 3s52 |STR_LEN: 1482 |STR_TIME: 0.21300911903381348
> STR_ID: 3s53 |STR_LEN: 336 |STR_TIME: 0.03256511688232422
> STR_ID: 3s54 |STR_LEN: 365 |STR_TIME: 0.0443730354309082
> STR_ID: 3s55 |STR_LEN: 3434 |STR_TIME: 0.5252759456634521
> STR_ID: 3s56 |STR_LEN: 297 |STR_TIME: 0.05625009536743164
> STR_ID: 3s57 |STR_LEN: 575 |STR_TIME: 0.06673097610473633
> STR_ID: 3s5a |STR_LEN: 576 |STR_TIME: 0.06195712089538574
> STR_ID: 3s5b |STR_LEN: 911 |STR_TIME: 0.09631180763244629
> STR_ID: 3s5c |STR_LEN: 1049 |STR_TIME: 0.21207404136657715
> STR_ID: 3s5d |STR_LEN: 224 |STR_TIME: 0.02056717872619629
> STR_ID: 3s5e |STR_LEN: 291 |STR_TIME: 0.028811931610107422
> STR_ID: 3s5f |STR_LEN: 385 |STR_TIME: 0.04763007164001465
> STR_ID: 3s5h |STR_LEN: 1829 |STR_TIME: 0.3995399475097656
> STR_ID: 3s5i |STR_LEN: 2664 |STR_TIME: 0.44899725914001465
> STR_ID: 3s5j |STR_LEN: 796 |STR_TIME: 0.09250307083129883
> STR_ID: 3s5k |STR_LEN: 1120 |STR_TIME: 0.17267608642578125
> STR_ID: 3s5l |STR_LEN: 1395 |STR_TIME: 0.24593377113342285
> STR_ID: 3s5m |STR_LEN: 2200 |STR_TIME: 0.3902778625488281
> STR_ID: 3s5n |STR_LEN: 350 |STR_TIME: 0.04243302345275879
> STR_ID: 3s5o |STR_LEN: 514 |STR_TIME: 0.10228872299194336
> STR_ID: 3s5p |STR_LEN: 314 |STR_TIME: 0.04065728187561035
> STR_ID: 3s5q |STR_LEN: 409 |STR_TIME: 0.046363115310668945
> STR_ID: 3s5r |STR_LEN: 405 |STR_TIME: 0.07205915451049805
> STR_ID: 3s5s |STR_LEN: 794 |STR_TIME: 0.14408326148986816
> STR_ID: 3s5t |STR_LEN: 314 |STR_TIME: 0.047660112380981445
> STR_ID: 3s5u |STR_LEN: 1806 |STR_TIME: 0.356032133102417
> STR_ID: 3s5v |STR_LEN: 282 |STR_TIME: 0.02103900909423828
> STR_ID: 3s5w |STR_LEN: 1209 |STR_TIME: 0.13501334190368652
> STR_ID: 3s5x |STR_LEN: 268 |STR_TIME: 0.023701190948486328
> STR_ID: 3s5y |STR_LEN: 1256 |STR_TIME: 0.1994938850402832
> STR_ID: 3s5z |STR_LEN: 1141 |STR_TIME: 0.1766660213470459
>> FINISH_DIR: ./data/s/s5/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 521 |DIR_TIME: 12.428483963012695 

>> START_DIR: ./data/s/s6/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1s60 |STR_LEN: 154 |STR_TIME: 0.021120071411132812
> STR_ID: 1s61 |STR_LEN: 401 |STR_TIME: 0.04192090034484863
> STR_ID: 1s62 |STR_LEN: 102 |STR_TIME: 0.5006191730499268
> STR_ID: 1s63 |STR_LEN: 1286 |STR_TIME: 0.15953683853149414
> STR_ID: 1s64 |STR_LEN: 5368 |STR_TIME: 0.799098014831543
> STR_ID: 1s66 |STR_LEN: 401 |STR_TIME: 0.038349151611328125
> STR_ID: 1s67 |STR_LEN: 443 |STR_TIME: 0.041449785232543945
> STR_ID: 1s68 |STR_LEN: 476 |STR_TIME: 0.038336992263793945
> STR_ID: 1s69 |STR_LEN: 274 |STR_TIME: 0.02178502082824707
> STR_ID: 1s6a |STR_LEN: 268 |STR_TIME: 0.021514892578125
> STR_ID: 1s6b |STR_LEN: 598 |STR_TIME: 0.1355428695678711
> STR_ID: 1s6c |STR_LEN: 340 |STR_TIME: 0.02944779396057129
> STR_ID: 1s6d |STR_LEN: 103 |STR_TIME: 0.6919591426849365
> STR_ID: 1s6f |STR_LEN: 522 |STR_TIME: 0.08317899703979492
> STR_ID: 1s6h |STR_LEN: 515 |STR_TIME: 0.08246803283691406
> STR_ID: 1s6i |STR_LEN: 186 |STR_TIME: 0.9617359638214111
> STR_ID: 1s6j |STR_LEN: 89 |STR_TIME: 0.4314723014831543
> STR_ID: 1s6l |STR_LEN: 192 |STR_TIME: 1.4844322204589844
> STR_ID: 1s6m |STR_LEN: 476 |STR_TIME: 0.054943084716796875
> STR_ID: 1s6n |STR_LEN: 115 |STR_TIME: 0.6940228939056396
> STR_ID: 1s6o |STR_LEN: 76 |STR_TIME: 0.8088729381561279
> STR_ID: 1s6p |STR_LEN: 1132 |STR_TIME: 0.15597891807556152
> STR_ID: 1s6q |STR_LEN: 980 |STR_TIME: 0.25153303146362305
> STR_ID: 1s6r |STR_LEN: 407 |STR_TIME: 0.049726009368896484
> STR_ID: 1s6u |STR_LEN: 77 |STR_TIME: 0.7654721736907959
> STR_ID: 1s6v |STR_LEN: 1541 |STR_TIME: 0.17360997200012207
> STR_ID: 1s6w |STR_LEN: 21 |STR_TIME: 0.10019588470458984
> STR_ID: 1s6x |STR_LEN: 34 |STR_TIME: 0.19338703155517578
> STR_ID: 1s6y |STR_LEN: 556 |STR_TIME: 0.15327692031860352
> STR_ID: 1s6z |STR_LEN: 522 |STR_TIME: 0.039956092834472656
> STR_ID: 3s60 |STR_LEN: 194 |STR_TIME: 0.02198314666748047
> STR_ID: 3s61 |STR_LEN: 829 |STR_TIME: 0.12210297584533691
> STR_ID: 3s62 |STR_LEN: 426 |STR_TIME: 0.0950779914855957
> STR_ID: 3s63 |STR_LEN: 217 |STR_TIME: 0.02605271339416504
> STR_ID: 3s64 |STR_LEN: 115 |STR_TIME: 0.01228475570678711
> STR_ID: 3s65 |STR_LEN: 649 |STR_TIME: 0.09806704521179199
> STR_ID: 3s66 |STR_LEN: 497 |STR_TIME: 0.05450797080993652
> STR_ID: 3s67 |STR_LEN: 187 |STR_TIME: 0.021764039993286133
> STR_ID: 3s68 |STR_LEN: 420 |STR_TIME: 0.11227297782897949
> STR_ID: 3s69 |STR_LEN: 450 |STR_TIME: 0.03643202781677246
> STR_ID: 3s6a |STR_LEN: 363 |STR_TIME: 0.029155254364013672
> STR_ID: 3s6b |STR_LEN: 524 |STR_TIME: 0.06939506530761719
> STR_ID: 3s6c |STR_LEN: 375 |STR_TIME: 0.06560182571411133
> STR_ID: 3s6d |STR_LEN: 417 |STR_TIME: 0.07959914207458496
> STR_ID: 3s6e |STR_LEN: 613 |STR_TIME: 0.05882000923156738
> STR_ID: 3s6f |STR_LEN: 382 |STR_TIME: 0.03764033317565918
> STR_ID: 3s6g |STR_LEN: 1804 |STR_TIME: 0.33873796463012695
> STR_ID: 3s6h |STR_LEN: 1724 |STR_TIME: 0.33849406242370605
> STR_ID: 3s6i |STR_LEN: 570 |STR_TIME: 0.09134173393249512
> STR_ID: 3s6j |STR_LEN: 1559 |STR_TIME: 0.23197484016418457
> STR_ID: 3s6k |STR_LEN: 438 |STR_TIME: 0.0774531364440918
> STR_ID: 3s6l |STR_LEN: 1202 |STR_TIME: 0.1545548439025879
> STR_ID: 3s6m |STR_LEN: 322 |STR_TIME: 0.032032012939453125
> STR_ID: 3s6n |STR_LEN: 604 |STR_TIME: 0.1062929630279541
> STR_ID: 3s6o |STR_LEN: 2126 |STR_TIME: 0.290179967880249
> STR_ID: 3s6p |STR_LEN: 3632 |STR_TIME: 0.4575231075286865
> STR_ID: 3s6s |STR_LEN: 448 |STR_TIME: 0.048831939697265625
> STR_ID: 3s6t |STR_LEN: 942 |STR_TIME: 0.0921168327331543
> STR_ID: 3s6u |STR_LEN: 453 |STR_TIME: 0.049970149993896484
> STR_ID: 3s6v |STR_LEN: 431 |STR_TIME: 0.04898834228515625
> STR_ID: 3s6w |STR_LEN: 121 |STR_TIME: 0.010628938674926758
> STR_ID: 3s6x |STR_LEN: 1697 |STR_TIME: 0.24650192260742188
> STR_ID: 3s6y |STR_LEN: 1311 |STR_TIME: 0.18132805824279785
> STR_ID: 3s6z |STR_LEN: 1598 |STR_TIME: 0.17138886451721191
>> FINISH_DIR: ./data/s/s6/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 585 |DIR_TIME: 13.475551128387451 

>> START_DIR: ./data/s/s7/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1s70 |STR_LEN: 830 |STR_TIME: 0.12906193733215332
> STR_ID: 1s72 |STR_LEN: 14705 |STR_TIME: 2.241873025894165
> STR_ID: 1s73 |STR_LEN: 1001 |STR_TIME: 0.05803704261779785
> STR_ID: 1s74 |STR_LEN: 20 |STR_TIME: 0.010769844055175781
> STR_ID: 1s75 |STR_LEN: 20 |STR_TIME: 0.009860754013061523
> STR_ID: 1s76 |STR_LEN: 879 |STR_TIME: 0.14165687561035156
> STR_ID: 1s77 |STR_LEN: 880 |STR_TIME: 0.3067128658294678
> STR_ID: 1s78 |STR_LEN: 2008 |STR_TIME: 0.3348348140716553
> STR_ID: 1s79 |STR_LEN: 103 |STR_TIME: 0.7787981033325195
> STR_ID: 1s7a |STR_LEN: 103 |STR_TIME: 0.8164279460906982
> STR_ID: 1s7c |STR_LEN: 442 |STR_TIME: 0.05010509490966797
> STR_ID: 1s7d |STR_LEN: 274 |STR_TIME: 0.02806878089904785
> STR_ID: 1s7e |STR_LEN: 147 |STR_TIME: 1.2174158096313477
> STR_ID: 1s7f |STR_LEN: 286 |STR_TIME: 0.030655860900878906
> STR_ID: 1s7g |STR_LEN: 1590 |STR_TIME: 0.2793600559234619
> STR_ID: 1s7h |STR_LEN: 1104 |STR_TIME: 0.10786914825439453
> STR_ID: 1s7i |STR_LEN: 181 |STR_TIME: 0.019234895706176758
> STR_ID: 1s7j |STR_LEN: 868 |STR_TIME: 0.08311581611633301
> STR_ID: 1s7k |STR_LEN: 277 |STR_TIME: 0.02428579330444336
> STR_ID: 1s7l |STR_LEN: 243 |STR_TIME: 0.0732269287109375
> STR_ID: 1s7m |STR_LEN: 1426 |STR_TIME: 0.14097189903259277
> STR_ID: 1s7n |STR_LEN: 1097 |STR_TIME: 0.11420893669128418
> STR_ID: 1s7o |STR_LEN: 422 |STR_TIME: 0.07444405555725098
> STR_ID: 1s7p |STR_LEN: 21 |STR_TIME: 0.10275101661682129
> STR_ID: 1s7q |STR_LEN: 641 |STR_TIME: 0.06364870071411133
> STR_ID: 1s7r |STR_LEN: 831 |STR_TIME: 0.15503191947937012
> STR_ID: 1s7s |STR_LEN: 651 |STR_TIME: 0.06213688850402832
> STR_ID: 1s7t |STR_LEN: 1129 |STR_TIME: 0.12538480758666992
> STR_ID: 1s7u |STR_LEN: 2545 |STR_TIME: 0.28906893730163574
> STR_ID: 1s7v |STR_LEN: 1212 |STR_TIME: 0.1216280460357666
> STR_ID: 1s7w |STR_LEN: 2060 |STR_TIME: 0.2874479293823242
> STR_ID: 1s7x |STR_LEN: 2340 |STR_TIME: 0.3106880187988281
> STR_ID: 1s7y |STR_LEN: 931 |STR_TIME: 0.08242511749267578
> STR_ID: 1s7z |STR_LEN: 227 |STR_TIME: 0.0618586540222168
> STR_ID: 3s70 |STR_LEN: 1167 |STR_TIME: 0.10799002647399902
> STR_ID: 3s71 |STR_LEN: 628 |STR_TIME: 0.046756744384765625
> STR_ID: 3s72 |STR_LEN: 524 |STR_TIME: 0.04729509353637695
> STR_ID: 3s73 |STR_LEN: 421 |STR_TIME: 0.047569990158081055
> STR_ID: 3s74 |STR_LEN: 494 |STR_TIME: 0.08168697357177734
> STR_ID: 3s75 |STR_LEN: 565 |STR_TIME: 0.045494794845581055
> STR_ID: 3s76 |STR_LEN: 564 |STR_TIME: 0.04451394081115723
> STR_ID: 3s77 |STR_LEN: 374 |STR_TIME: 0.0423581600189209
> STR_ID: 3s78 |STR_LEN: 368 |STR_TIME: 0.039067983627319336
> STR_ID: 3s79 |STR_LEN: 494 |STR_TIME: 0.06989312171936035
> STR_ID: 3s7a |STR_LEN: 213 |STR_TIME: 0.060430049896240234
> STR_ID: 3s7b |STR_LEN: 599 |STR_TIME: 0.0785970687866211
> STR_ID: 3s7c |STR_LEN: 225 |STR_TIME: 0.025480270385742188
> STR_ID: 3s7d |STR_LEN: 561 |STR_TIME: 0.08268094062805176
> STR_ID: 3s7e |STR_LEN: 762 |STR_TIME: 0.14984393119812012
> STR_ID: 3s7f |STR_LEN: 453 |STR_TIME: 0.07848191261291504
> STR_ID: 3s7g |STR_LEN: 852 |STR_TIME: 0.12276792526245117
> STR_ID: 3s7h |STR_LEN: 469 |STR_TIME: 0.0916602611541748
> STR_ID: 3s7i |STR_LEN: 867 |STR_TIME: 0.13059782981872559
> STR_ID: 3s7j |STR_LEN: 432 |STR_TIME: 0.0796816349029541
> STR_ID: 3s7k |STR_LEN: 955 |STR_TIME: 0.14284896850585938
> STR_ID: 3s7l |STR_LEN: 518 |STR_TIME: 0.059237003326416016
> STR_ID: 3s7m |STR_LEN: 519 |STR_TIME: 0.05498695373535156
> STR_ID: 3s7n |STR_LEN: 477 |STR_TIME: 0.14259600639343262
> STR_ID: 3s7o |STR_LEN: 682 |STR_TIME: 0.14071989059448242
> STR_ID: 3s7p |STR_LEN: 614 |STR_TIME: 0.1565570831298828
> STR_ID: 3s7q |STR_LEN: 631 |STR_TIME: 0.11947989463806152
> STR_ID: 3s7r |STR_LEN: 267 |STR_TIME: 0.03243064880371094
