>> START_DIR: ./data/h/h0/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1h00 |STR_LEN: 490 |STR_TIME: 0.04877305030822754
> STR_ID: 3ha8 |STR_LEN: 392 |STR_TIME: 0.05251812934875488
> STR_ID: 3ha9 |STR_LEN: 291 |STR_TIME: 0.02693796157836914
> STR_ID: 3hab |STR_LEN: 2725 |STR_TIME: 0.29445505142211914
> STR_ID: 3hac |STR_LEN: 2687 |STR_TIME: 0.29102611541748047
> STR_ID: 3had |STR_LEN: 905 |STR_TIME: 0.09558296203613281
> STR_ID: 3hae |STR_LEN: 3264 |STR_TIME: 0.5884301662445068
> STR_ID: 3haf |STR_LEN: 160 |STR_TIME: 0.016596078872680664
> STR_ID: 3hag |STR_LEN: 468 |STR_TIME: 0.0685877799987793
> STR_ID: 3hah |STR_LEN: 597 |STR_TIME: 0.13274335861206055
> STR_ID: 3hai |STR_LEN: 1170 |STR_TIME: 0.17567086219787598
> STR_ID: 3haj |STR_LEN: 608 |STR_TIME: 0.08576416969299316
> STR_ID: 3hak |STR_LEN: 208 |STR_TIME: 0.051310062408447266
> STR_ID: 3hal |STR_LEN: 495 |STR_TIME: 0.04123497009277344
> STR_ID: 3ham |STR_LEN: 842 |STR_TIME: 0.09351992607116699
> STR_ID: 3han |STR_LEN: 234 |STR_TIME: 0.033232927322387695
> STR_ID: 3hao |STR_LEN: 520 |STR_TIME: 0.0679631233215332
> STR_ID: 3hap |STR_LEN: 397 |STR_TIME: 0.042910099029541016
> STR_ID: 3haq |STR_LEN: 304 |STR_TIME: 0.07217097282409668
> STR_ID: 3har |STR_LEN: 361 |STR_TIME: 0.04040193557739258
> STR_ID: 3has |STR_LEN: 316 |STR_TIME: 0.041132211685180664
> STR_ID: 3hat |STR_LEN: 480 |STR_TIME: 0.052845001220703125
> STR_ID: 3hau |STR_LEN: 290 |STR_TIME: 0.040055036544799805
> STR_ID: 3hav |STR_LEN: 1088 |STR_TIME: 0.17901372909545898
> STR_ID: 3haw |STR_LEN: 317 |STR_TIME: 0.0400238037109375
> STR_ID: 3hax |STR_LEN: 971 |STR_TIME: 0.11809682846069336
> STR_ID: 3hay |STR_LEN: 659 |STR_TIME: 0.146345853805542
> STR_ID: 3haz |STR_LEN: 2775 |STR_TIME: 0.41854310035705566
> STR_ID: 4ha0 |STR_LEN: 935 |STR_TIME: 0.11955666542053223
> STR_ID: 4ha1 |STR_LEN: 2279 |STR_TIME: 0.2447340488433838
> STR_ID: 4ha2 |STR_LEN: 440 |STR_TIME: 0.052980899810791016
> STR_ID: 4ha3 |STR_LEN: 1012 |STR_TIME: 0.1315910816192627
> STR_ID: 4ha4 |STR_LEN: 1045 |STR_TIME: 0.10689592361450195
> STR_ID: 4ha5 |STR_LEN: 1693 |STR_TIME: 0.14154386520385742
> STR_ID: 4ha6 |STR_LEN: 761 |STR_TIME: 0.10997986793518066
> STR_ID: 4ha7 |STR_LEN: 567 |STR_TIME: 0.07946538925170898
> STR_ID: 4ha8 |STR_LEN: 469 |STR_TIME: 0.049757957458496094
> STR_ID: 4ha9 |STR_LEN: 494 |STR_TIME: 0.07828593254089355
> STR_ID: 4haa |STR_LEN: 700 |STR_TIME: 0.10625290870666504
> STR_ID: 4hab |STR_LEN: 711 |STR_TIME: 0.09664106369018555
> STR_ID: 4hac |STR_LEN: 788 |STR_TIME: 0.10850310325622559
> STR_ID: 4had |STR_LEN: 2147 |STR_TIME: 0.29345202445983887
> STR_ID: 4hae |STR_LEN: 96 |STR_TIME: 0.013247251510620117
> STR_ID: 4haf |STR_LEN: 736 |STR_TIME: 0.09676504135131836
> STR_ID: 4hag |STR_LEN: 215 |STR_TIME: 0.03774094581604004
> STR_ID: 4hah |STR_LEN: 898 |STR_TIME: 0.07223987579345703
> STR_ID: 4hai |STR_LEN: 578 |STR_TIME: 0.10167312622070312
> STR_ID: 4haj |STR_LEN: 133 |STR_TIME: 0.013890743255615234
> STR_ID: 4hak |STR_LEN: 959 |STR_TIME: 0.12386512756347656
> STR_ID: 4hal |STR_LEN: 948 |STR_TIME: 0.09367084503173828
> STR_ID: 4ham |STR_LEN: 235 |STR_TIME: 0.02982497215270996
> STR_ID: 4han |STR_LEN: 960 |STR_TIME: 0.14452672004699707
> STR_ID: 4hao |STR_LEN: 628 |STR_TIME: 0.09919214248657227
> STR_ID: 4hap |STR_LEN: 2131 |STR_TIME: 0.17795300483703613
> STR_ID: 4haq |STR_LEN: 1433 |STR_TIME: 0.13729524612426758
> STR_ID: 4har |STR_LEN: 716 |STR_TIME: 0.15301513671875
> STR_ID: 4has |STR_LEN: 480 |STR_TIME: 0.04754495620727539
> STR_ID: 4hat |STR_LEN: 2814 |STR_TIME: 0.34755492210388184
> STR_ID: 4hau |STR_LEN: 2687 |STR_TIME: 0.35045504570007324
> STR_ID: 4hav |STR_LEN: 2305 |STR_TIME: 0.31877875328063965
> STR_ID: 4haw |STR_LEN: 2565 |STR_TIME: 0.3171541690826416
> STR_ID: 4hax |STR_LEN: 2404 |STR_TIME: 0.3503129482269287
> STR_ID: 4hay |STR_LEN: 1974 |STR_TIME: 0.33109092712402344
> STR_ID: 4haz |STR_LEN: 2520 |STR_TIME: 0.3628969192504883
> STR_ID: 5ha0 |STR_LEN: 385 |STR_TIME: 0.0369720458984375
> STR_ID: 5ha1 |STR_LEN: 426 |STR_TIME: 0.05652499198913574
> STR_ID: 5ha4 |STR_LEN: 1081 |STR_TIME: 0.18110013008117676
> STR_ID: 5ha5 |STR_LEN: 1705 |STR_TIME: 0.21956920623779297
> STR_ID: 5ha7 |STR_LEN: 1210 |STR_TIME: 0.13352489471435547
> STR_ID: 5ha8 |STR_LEN: 314 |STR_TIME: 0.028467893600463867
> STR_ID: 5ha9 |STR_LEN: 711 |STR_TIME: 0.10200095176696777
> STR_ID: 5haa |STR_LEN: 922 |STR_TIME: 0.20746612548828125
> STR_ID: 5hab |STR_LEN: 1220 |STR_TIME: 0.16818714141845703
> STR_ID: 5hac |STR_LEN: 1586 |STR_TIME: 0.23917007446289062
> STR_ID: 5had |STR_LEN: 169 |STR_TIME: 0.023287057876586914
> STR_ID: 5hae |STR_LEN: 325 |STR_TIME: 0.07457399368286133
> STR_ID: 5haf |STR_LEN: 738 |STR_TIME: 0.10804295539855957
> STR_ID: 5hag |STR_LEN: 396 |STR_TIME: 0.04053997993469238
> STR_ID: 5hai |STR_LEN: 405 |STR_TIME: 0.052175045013427734
> STR_ID: 5hal |STR_LEN: 189 |STR_TIME: 0.01838397979736328
> STR_ID: 5ham |STR_LEN: 683 |STR_TIME: 0.11592698097229004
> STR_ID: 5han |STR_LEN: 8146 |STR_TIME: 2.4579660892486572
> STR_ID: 5hao |STR_LEN: 3720 |STR_TIME: 1.2155818939208984
> STR_ID: 5hap |STR_LEN: 779 |STR_TIME: 0.07979393005371094
> STR_ID: 5haq |STR_LEN: 679 |STR_TIME: 0.09171724319458008
> STR_ID: 5har |STR_LEN: 498 |STR_TIME: 0.05072808265686035
> STR_ID: 5has |STR_LEN: 1440 |STR_TIME: 0.4628589153289795
> STR_ID: 5hat |STR_LEN: 8095 |STR_TIME: 2.4725089073181152
> STR_ID: 5hau |STR_LEN: 27033 |STR_TIME: 7.544878005981445
> STR_ID: 5hav |STR_LEN: 396 |STR_TIME: 0.03538393974304199
> STR_ID: 5haw |STR_LEN: 671 |STR_TIME: 0.08193564414978027
> STR_ID: 5hax |STR_LEN: 1103 |STR_TIME: 0.2210230827331543
> STR_ID: 5hay |STR_LEN: 1125 |STR_TIME: 0.8675272464752197
> STR_ID: 5haz |STR_LEN: 933 |STR_TIME: 0.1941070556640625
>> FINISH_DIR: ./data/h/ha/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 1704 |DIR_TIME: 40.93098306655884 

>> START_DIR: ./data/h/hb/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1hb0 |STR_LEN: 362 |STR_TIME: 0.09575200080871582
> STR_ID: 1hb1 |STR_LEN: 619 |STR_TIME: 0.053369998931884766
> STR_ID: 1hb2 |STR_LEN: 778 |STR_TIME: 0.055963754653930664
> STR_ID: 1hb3 |STR_LEN: 723 |STR_TIME: 0.05828499794006348
> STR_ID: 1hb4 |STR_LEN: 689 |STR_TIME: 0.058294057846069336
> STR_ID: 1hb5 |STR_LEN: 3345 |STR_TIME: 0.6103322505950928
> STR_ID: 1hb6 |STR_LEN: 147 |STR_TIME: 0.013959884643554688
> STR_ID: 1hb7 |STR_LEN: 4464 |STR_TIME: 0.770728349685669
> STR_ID: 1hb8 |STR_LEN: 472 |STR_TIME: 0.04372882843017578
> STR_ID: 1hb9 |STR_LEN: 4460 |STR_TIME: 0.848607063293457
> STR_ID: 1hba |STR_LEN: 781 |STR_TIME: 0.09232902526855469
> STR_ID: 1hbb |STR_LEN: 770 |STR_TIME: 0.0892171859741211
> STR_ID: 1hbg |STR_LEN: 304 |STR_TIME: 0.022877216339111328
> STR_ID: 1hbh |STR_LEN: 620 |STR_TIME: 0.15794610977172852
> STR_ID: 1hbi |STR_LEN: 512 |STR_TIME: 0.04608607292175293
> STR_ID: 1hbj |STR_LEN: 709 |STR_TIME: 0.08023905754089355
> STR_ID: 1hbk |STR_LEN: 169 |STR_TIME: 0.01635599136352539
> STR_ID: 1hbm |STR_LEN: 4598 |STR_TIME: 0.50406813621521
> STR_ID: 1hbn |STR_LEN: 4915 |STR_TIME: 0.6592528820037842
> STR_ID: 1hbo |STR_LEN: 4600 |STR_TIME: 0.4965529441833496
> STR_ID: 1hbp |STR_LEN: 340 |STR_TIME: 0.030369043350219727
> STR_ID: 1hbq |STR_LEN: 343 |STR_TIME: 0.030331850051879883
> STR_ID: 1hbr |STR_LEN: 723 |STR_TIME: 0.17388677597045898
> STR_ID: 1hbs |STR_LEN: 1156 |STR_TIME: 0.1633739471435547
> STR_ID: 1hbt |STR_LEN: 479 |STR_TIME: 0.050473928451538086
> STR_ID: 1hbu |STR_LEN: 4652 |STR_TIME: 0.4922497272491455
> STR_ID: 1hbv |STR_LEN: 232 |STR_TIME: 0.029836654663085938
> STR_ID: 1hbw |STR_LEN: 114 |STR_TIME: 0.7554118633270264
> STR_ID: 1hbx |STR_LEN: 673 |STR_TIME: 0.12787413597106934
> STR_ID: 1hby |STR_LEN: 170 |STR_TIME: 0.023190021514892578
> STR_ID: 1hbz |STR_LEN: 1038 |STR_TIME: 0.18777918815612793
> STR_ID: 2hb0 |STR_LEN: 1382 |STR_TIME: 0.12498807907104492
> STR_ID: 2hb1 |STR_LEN: 469 |STR_TIME: 0.048776865005493164
> STR_ID: 2hb2 |STR_LEN: 118 |STR_TIME: 0.015305042266845703
> STR_ID: 2hb3 |STR_LEN: 410 |STR_TIME: 0.04700207710266113
> STR_ID: 2hb4 |STR_LEN: 144 |STR_TIME: 0.05039691925048828
> STR_ID: 2hb5 |STR_LEN: 300 |STR_TIME: 0.0282590389251709
> STR_ID: 2hb6 |STR_LEN: 1953 |STR_TIME: 0.1654658317565918
> STR_ID: 2hb7 |STR_LEN: 425 |STR_TIME: 0.04144930839538574
> STR_ID: 2hb8 |STR_LEN: 397 |STR_TIME: 0.039320945739746094
> STR_ID: 2hb9 |STR_LEN: 490 |STR_TIME: 0.06862902641296387
> STR_ID: 2hba |STR_LEN: 218 |STR_TIME: 0.02120494842529297
> STR_ID: 2hbb |STR_LEN: 107 |STR_TIME: 0.007528066635131836
> STR_ID: 2hbc |STR_LEN: 357 |STR_TIME: 0.043168067932128906
> STR_ID: 2hbd |STR_LEN: 357 |STR_TIME: 0.0399930477142334
> STR_ID: 2hbe |STR_LEN: 356 |STR_TIME: 0.04094886779785156
> STR_ID: 2hbf |STR_LEN: 346 |STR_TIME: 0.045046091079711914
> STR_ID: 2hbg |STR_LEN: 294 |STR_TIME: 0.022388935089111328
> STR_ID: 2hbh |STR_LEN: 324 |STR_TIME: 0.06650710105895996
> STR_ID: 2hbj |STR_LEN: 591 |STR_TIME: 0.05880117416381836
> STR_ID: 2hbk |STR_LEN: 644 |STR_TIME: 0.06119894981384277
> STR_ID: 2hbl |STR_LEN: 520 |STR_TIME: 0.06173896789550781
> STR_ID: 2hbm |STR_LEN: 528 |STR_TIME: 0.06183671951293945
> STR_ID: 2hbn |STR_LEN: 102 |STR_TIME: 0.02303600311279297
> STR_ID: 2hbo |STR_LEN: 209 |STR_TIME: 0.05365896224975586
> STR_ID: 2hbp |STR_LEN: 66 |STR_TIME: 0.4066030979156494
> STR_ID: 2hbq |STR_LEN: 490 |STR_TIME: 0.0424041748046875
> STR_ID: 2hbr |STR_LEN: 408 |STR_TIME: 0.039000749588012695
> STR_ID: 2hbs |STR_LEN: 1729 |STR_TIME: 0.24395203590393066
> STR_ID: 2hbt |STR_LEN: 366 |STR_TIME: 0.03887176513671875
> STR_ID: 2hbu |STR_LEN: 342 |STR_TIME: 0.03869295120239258
> STR_ID: 2hbv |STR_LEN: 1105 |STR_TIME: 0.10194110870361328
> STR_ID: 2hbw |STR_LEN: 569 |STR_TIME: 0.05706596374511719
> STR_ID: 2hbx |STR_LEN: 793 |STR_TIME: 0.1324608325958252
> STR_ID: 2hby |STR_LEN: 423 |STR_TIME: 0.04243302345275879
> STR_ID: 2hbz |STR_LEN: 438 |STR_TIME: 0.04166007041931152
> STR_ID: 3hb0 |STR_LEN: 1174 |STR_TIME: 0.17679095268249512
> STR_ID: 3hb1 |STR_LEN: 1176 |STR_TIME: 0.15501904487609863
> STR_ID: 3hb2 |STR_LEN: 1020 |STR_TIME: 0.1224982738494873
> STR_ID: 3hb3 |STR_LEN: 1593 |STR_TIME: 0.17593789100646973
> STR_ID: 3hb4 |STR_LEN: 330 |STR_TIME: 0.039839982986450195
> STR_ID: 3hb5 |STR_LEN: 380 |STR_TIME: 0.044825077056884766
> STR_ID: 3hb6 |STR_LEN: 962 |STR_TIME: 0.12256217002868652
> STR_ID: 3hb7 |STR_LEN: 1797 |STR_TIME: 0.21630477905273438
> STR_ID: 3hb8 |STR_LEN: 1537 |STR_TIME: 0.2384052276611328
> STR_ID: 3hb9 |STR_LEN: 4277 |STR_TIME: 0.9756379127502441
> STR_ID: 3hba |STR_LEN: 1064 |STR_TIME: 0.09592795372009277
> STR_ID: 3hbb |STR_LEN: 2270 |STR_TIME: 0.4150378704071045
> STR_ID: 3hbc |STR_LEN: 435 |STR_TIME: 0.05073189735412598
> STR_ID: 3hbd |STR_LEN: 298 |STR_TIME: 0.07313776016235352
> STR_ID: 3hbe |STR_LEN: 433 |STR_TIME: 0.03249192237854004
> STR_ID: 3hbf |STR_LEN: 691 |STR_TIME: 0.06749892234802246
> STR_ID: 3hbg |STR_LEN: 556 |STR_TIME: 0.05787181854248047
> STR_ID: 3hbh |STR_LEN: 320 |STR_TIME: 0.031755924224853516
> STR_ID: 3hbj |STR_LEN: 685 |STR_TIME: 0.07079720497131348
> STR_ID: 3hbk |STR_LEN: 314 |STR_TIME: 0.06283688545227051
> STR_ID: 3hbl |STR_LEN: 4348 |STR_TIME: 0.9189510345458984
> STR_ID: 3hbm |STR_LEN: 558 |STR_TIME: 0.07788920402526855
> STR_ID: 3hbn |STR_LEN: 515 |STR_TIME: 0.04534006118774414
> STR_ID: 3hbo |STR_LEN: 288 |STR_TIME: 0.02977895736694336
> STR_ID: 3hbp |STR_LEN: 461 |STR_TIME: 0.06035184860229492
> STR_ID: 3hbq |STR_LEN: 424 |STR_TIME: 0.059777021408081055
> STR_ID: 3hbr |STR_LEN: 1726 |STR_TIME: 0.24303293228149414
> STR_ID: 3hbt |STR_LEN: 424 |STR_TIME: 0.052881717681884766
> STR_ID: 3hbu |STR_LEN: 964 |STR_TIME: 0.09886813163757324
> STR_ID: 3hbv |STR_LEN: 972 |STR_TIME: 0.11407184600830078
> STR_ID: 3hbw |STR_LEN: 428 |STR_TIME: 0.04532814025878906
> STR_ID: 3hbx |STR_LEN: 2934 |STR_TIME: 0.4407222270965576
> STR_ID: 3hbz |STR_LEN: 619 |STR_TIME: 0.056375741958618164
> STR_ID: 4hb0 |STR_LEN: 2139 |STR_TIME: 0.3377969264984131
> STR_ID: 4hb1 |STR_LEN: 48 |STR_TIME: 0.0062482357025146484
> STR_ID: 4hb2 |STR_LEN: 2705 |STR_TIME: 0.3624582290649414
> STR_ID: 4hb3 |STR_LEN: 1407 |STR_TIME: 0.26682376861572266
> STR_ID: 4hb4 |STR_LEN: 2212 |STR_TIME: 0.27803897857666016
> STR_ID: 4hb5 |STR_LEN: 412 |STR_TIME: 0.08863186836242676
> STR_ID: 4hb6 |STR_LEN: 121 |STR_TIME: 0.013557910919189453
> STR_ID: 4hb7 |STR_LEN: 782 |STR_TIME: 0.0936729907989502
> STR_ID: 4hb8 |STR_LEN: 144 |STR_TIME: 0.016528844833374023
> STR_ID: 4hb9 |STR_LEN: 627 |STR_TIME: 0.05837297439575195
> STR_ID: 4hba |STR_LEN: 463 |STR_TIME: 0.13184785842895508
> STR_ID: 4hbc |STR_LEN: 858 |STR_TIME: 0.08571863174438477
> STR_ID: 4hbd |STR_LEN: 422 |STR_TIME: 0.048130035400390625
> STR_ID: 4hbe |STR_LEN: 282 |STR_TIME: 0.039424896240234375
> STR_ID: 4hbf |STR_LEN: 151 |STR_TIME: 0.014973878860473633
> STR_ID: 4hbg |STR_LEN: 271 |STR_TIME: 0.04450511932373047
> STR_ID: 4hbh |STR_LEN: 852 |STR_TIME: 0.1593160629272461
> STR_ID: 4hbi |STR_LEN: 537 |STR_TIME: 0.04506707191467285
> STR_ID: 4hbj |STR_LEN: 897 |STR_TIME: 0.12449407577514648
> STR_ID: 4hbk |STR_LEN: 526 |STR_TIME: 0.07940292358398438
> STR_ID: 4hbl |STR_LEN: 586 |STR_TIME: 0.10108304023742676
> STR_ID: 4hbm |STR_LEN: 1688 |STR_TIME: 0.14372992515563965
> STR_ID: 4hbn |STR_LEN: 261 |STR_TIME: 0.060941219329833984
> STR_ID: 4hbo |STR_LEN: 399 |STR_TIME: 0.07430410385131836
> STR_ID: 4hbp |STR_LEN: 1096 |STR_TIME: 0.18914198875427246
> STR_ID: 4hbq |STR_LEN: 924 |STR_TIME: 0.19443798065185547
> STR_ID: 4hbr |STR_LEN: 843 |STR_TIME: 0.13612699508666992
> STR_ID: 4hbs |STR_LEN: 445 |STR_TIME: 0.07443928718566895
> STR_ID: 4hbt |STR_LEN: 515 |STR_TIME: 0.05185699462890625
> STR_ID: 4hbu |STR_LEN: 589 |STR_TIME: 0.05884408950805664
> STR_ID: 4hbv |STR_LEN: 245 |STR_TIME: 0.026957988739013672
> STR_ID: 4hbw |STR_LEN: 300 |STR_TIME: 0.030209779739379883
> STR_ID: 4hbx |STR_LEN: 285 |STR_TIME: 0.0739901065826416
> STR_ID: 4hby |STR_LEN: 260 |STR_TIME: 0.027180910110473633
> STR_ID: 4hbz |STR_LEN: 384 |STR_TIME: 0.0343170166015625
> STR_ID: 5hb0 |STR_LEN: 2119 |STR_TIME: 0.7079463005065918
> STR_ID: 5hb1 |STR_LEN: 742 |STR_TIME: 0.2088611125946045
> STR_ID: 5hb2 |STR_LEN: 716 |STR_TIME: 0.27463817596435547
> STR_ID: 5hb3 |STR_LEN: 1521 |STR_TIME: 0.4690968990325928
> STR_ID: 5hb4 |STR_LEN: 1393 |STR_TIME: 0.5184869766235352
> STR_ID: 5hb5 |STR_LEN: 609 |STR_TIME: 0.10791802406311035
> STR_ID: 5hb6 |STR_LEN: 741 |STR_TIME: 0.10533905029296875
> STR_ID: 5hb7 |STR_LEN: 364 |STR_TIME: 0.13409209251403809
> STR_ID: 5hb8 |STR_LEN: 912 |STR_TIME: 0.16048407554626465
> STR_ID: 5hba |STR_LEN: 570 |STR_TIME: 0.060279130935668945
> STR_ID: 5hbb |STR_LEN: 1105 |STR_TIME: 0.17691969871520996
> STR_ID: 5hbc |STR_LEN: 782 |STR_TIME: 0.10554981231689453
> STR_ID: 5hbd |STR_LEN: 552 |STR_TIME: 0.05457472801208496
> STR_ID: 5hbe |STR_LEN: 672 |STR_TIME: 0.1290130615234375
> STR_ID: 5hbf |STR_LEN: 1028 |STR_TIME: 0.13921308517456055
> STR_ID: 5hbg |STR_LEN: 750 |STR_TIME: 0.1393108367919922
> STR_ID: 5hbh |STR_LEN: 632 |STR_TIME: 0.08890414237976074
> STR_ID: 5hbi |STR_LEN: 487 |STR_TIME: 0.050435781478881836
> STR_ID: 5hbj |STR_LEN: 628 |STR_TIME: 0.09499812126159668
> STR_ID: 5hbl |STR_LEN: 255 |STR_TIME: 0.019836902618408203
> STR_ID: 5hbm |STR_LEN: 971 |STR_TIME: 0.18743395805358887
> STR_ID: 5hbn |STR_LEN: 193 |STR_TIME: 0.0451359748840332
> STR_ID: 5hbo |STR_LEN: 247 |STR_TIME: 0.021033287048339844
> STR_ID: 5hbp |STR_LEN: 251 |STR_TIME: 0.020329952239990234
> STR_ID: 5hbq |STR_LEN: 203 |STR_TIME: 0.019797086715698242
> STR_ID: 5hbr |STR_LEN: 1733 |STR_TIME: 0.4760620594024658
> STR_ID: 5hbs |STR_LEN: 476 |STR_TIME: 0.05945086479187012
> STR_ID: 5hbt |STR_LEN: 828 |STR_TIME: 0.126939058303833
> STR_ID: 5hbu |STR_LEN: 1883 |STR_TIME: 0.3840599060058594
> STR_ID: 5hbv |STR_LEN: 771 |STR_TIME: 0.1310107707977295
> STR_ID: 5hbw |STR_LEN: 19 |STR_TIME: 0.006039142608642578
> STR_ID: 5hbx |STR_LEN: 155 |STR_TIME: 0.02921295166015625
> STR_ID: 5hby |STR_LEN: 83 |STR_TIME: 0.0075397491455078125
> STR_ID: 5hbz |STR_LEN: 1286 |STR_TIME: 0.18885302543640137
> STR_ID: 6hbi |STR_LEN: 481 |STR_TIME: 0.08881092071533203
> STR_ID: 6hbw |STR_LEN: 947 |STR_TIME: 0.0914466381072998
> STR_ID: 7hbi |STR_LEN: 500 |STR_TIME: 0.050595760345458984
>> FINISH_DIR: ./data/h/hb/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 1875 |DIR_TIME: 25.208025217056274 

>> START_DIR: ./data/h/hc/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1hc0 |STR_LEN: 360 |STR_TIME: 0.2810392379760742
> STR_ID: 1hc1 |STR_LEN: 4932 |STR_TIME: 0.7274520397186279
> STR_ID: 1hc7 |STR_LEN: 2598 |STR_TIME: 0.3609607219696045
> STR_ID: 1hc8 |STR_LEN: 300 |STR_TIME: 0.0625908374786377
> STR_ID: 1hc9 |STR_LEN: 392 |STR_TIME: 0.034780025482177734
> STR_ID: 1hca |STR_LEN: 325 |STR_TIME: 0.04274296760559082
> STR_ID: 1hcb |STR_LEN: 514 |STR_TIME: 0.12714910507202148
> STR_ID: 1hcc |STR_LEN: 59 |STR_TIME: 0.01689887046813965
> STR_ID: 1hcd |STR_LEN: 118 |STR_TIME: 0.03002786636352539
> STR_ID: 1hce |STR_LEN: 118 |STR_TIME: 0.030063152313232422
> STR_ID: 1hcf |STR_LEN: 508 |STR_TIME: 0.06322097778320312
> STR_ID: 1hcg |STR_LEN: 494 |STR_TIME: 0.043135881423950195
> STR_ID: 1hch |STR_LEN: 738 |STR_TIME: 0.05515789985656738
> STR_ID: 1hci |STR_LEN: 966 |STR_TIME: 0.16991400718688965
> STR_ID: 1hcj |STR_LEN: 1542 |STR_TIME: 0.1437387466430664
> STR_ID: 1hck |STR_LEN: 404 |STR_TIME: 0.07046198844909668
> STR_ID: 1hcl |STR_LEN: 474 |STR_TIME: 0.04595494270324707
> STR_ID: 1hcm |STR_LEN: 1412 |STR_TIME: 0.15613293647766113
> STR_ID: 1hcn |STR_LEN: 260 |STR_TIME: 0.029558181762695312
> STR_ID: 1hco |STR_LEN: 291 |STR_TIME: 0.07881593704223633
> STR_ID: 1hcp |STR_LEN: 77 |STR_TIME: 0.7221360206604004
> STR_ID: 1hcq |STR_LEN: 528 |STR_TIME: 0.06796622276306152
> STR_ID: 1hcr |STR_LEN: 95 |STR_TIME: 0.02037811279296875
> STR_ID: 1hcs |STR_LEN: 113 |STR_TIME: 0.03264594078063965
> STR_ID: 1hct |STR_LEN: 113 |STR_TIME: 0.9777321815490723
> STR_ID: 1hcu |STR_LEN: 3056 |STR_TIME: 0.328610897064209
> STR_ID: 1hcv |STR_LEN: 219 |STR_TIME: 0.09208393096923828
> STR_ID: 1hcw |STR_LEN: 25 |STR_TIME: 0.12439298629760742
> STR_ID: 1hcx |STR_LEN: 341 |STR_TIME: 0.04004502296447754
> STR_ID: 1hcy |STR_LEN: 4064 |STR_TIME: 0.7532007694244385
> STR_ID: 1hcz |STR_LEN: 659 |STR_TIME: 0.04142165184020996
> STR_ID: 2hc0 |STR_LEN: 504 |STR_TIME: 0.04933977127075195
> STR_ID: 2hc1 |STR_LEN: 655 |STR_TIME: 0.13023710250854492
> STR_ID: 2hc2 |STR_LEN: 590 |STR_TIME: 0.06509995460510254
> STR_ID: 2hc4 |STR_LEN: 344 |STR_TIME: 0.039999961853027344
> STR_ID: 2hc5 |STR_LEN: 117 |STR_TIME: 0.8245410919189453
> STR_ID: 2hc7 |STR_LEN: 51 |STR_TIME: 0.0039501190185546875
> STR_ID: 2hc8 |STR_LEN: 254 |STR_TIME: 0.019687891006469727
> STR_ID: 2hc9 |STR_LEN: 1178 |STR_TIME: 0.14992904663085938
> STR_ID: 2hca |STR_LEN: 587 |STR_TIME: 0.05665278434753418
> STR_ID: 2hcb |STR_LEN: 1280 |STR_TIME: 0.21509099006652832
> STR_ID: 2hcc |STR_LEN: 66 |STR_TIME: 0.5937731266021729
> STR_ID: 2hcd |STR_LEN: 288 |STR_TIME: 0.03697085380554199
> STR_ID: 2hcf |STR_LEN: 463 |STR_TIME: 0.10433602333068848
> STR_ID: 2hcg |STR_LEN: 634 |STR_TIME: 0.044718027114868164
> STR_ID: 2hch |STR_LEN: 640 |STR_TIME: 0.07290291786193848
> STR_ID: 2hci |STR_LEN: 270 |STR_TIME: 0.02450394630432129
> STR_ID: 2hcj |STR_LEN: 536 |STR_TIME: 0.06256318092346191
> STR_ID: 2hck |STR_LEN: 884 |STR_TIME: 0.18473196029663086
> STR_ID: 2hcm |STR_LEN: 333 |STR_TIME: 0.02701878547668457
> STR_ID: 2hcn |STR_LEN: 662 |STR_TIME: 0.07241010665893555
> STR_ID: 2hco |STR_LEN: 291 |STR_TIME: 0.03971505165100098
> STR_ID: 2hcr |STR_LEN: 767 |STR_TIME: 0.14728689193725586
> STR_ID: 2hcs |STR_LEN: 595 |STR_TIME: 0.07401394844055176
> STR_ID: 2hct |STR_LEN: 763 |STR_TIME: 0.08363175392150879
> STR_ID: 2hcu |STR_LEN: 297 |STR_TIME: 0.029604196548461914
> STR_ID: 2hcv |STR_LEN: 3470 |STR_TIME: 0.31355881690979004
> STR_ID: 2hcz |STR_LEN: 266 |STR_TIME: 0.036010026931762695
> STR_ID: 3hc0 |STR_LEN: 1257 |STR_TIME: 0.170241117477417
> STR_ID: 3hc1 |STR_LEN: 471 |STR_TIME: 0.049347877502441406
> STR_ID: 3hc2 |STR_LEN: 482 |STR_TIME: 0.05724334716796875
> STR_ID: 3hc3 |STR_LEN: 853 |STR_TIME: 0.11962175369262695
> STR_ID: 3hc4 |STR_LEN: 815 |STR_TIME: 0.08962297439575195
> STR_ID: 3hc5 |STR_LEN: 281 |STR_TIME: 0.035482168197631836
> STR_ID: 3hc6 |STR_LEN: 250 |STR_TIME: 0.04194808006286621
> STR_ID: 3hc7 |STR_LEN: 373 |STR_TIME: 0.046523332595825195
