>> START_DIR: ./data/z/z0/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1z00 |STR_LEN: 168 |STR_TIME: 1.5492990016937256
> STR_ID: 4z8d |STR_LEN: 948 |STR_TIME: 0.0948801040649414
> STR_ID: 4z8e |STR_LEN: 240 |STR_TIME: 0.03406214714050293
> STR_ID: 4z8f |STR_LEN: 643 |STR_TIME: 0.06600379943847656
> STR_ID: 4z8g |STR_LEN: 297 |STR_TIME: 0.06262397766113281
> STR_ID: 4z8i |STR_LEN: 299 |STR_TIME: 0.04276299476623535
> STR_ID: 4z8j |STR_LEN: 288 |STR_TIME: 0.0403597354888916
> STR_ID: 4z8k |STR_LEN: 435 |STR_TIME: 0.1155540943145752
> STR_ID: 4z8l |STR_LEN: 1071 |STR_TIME: 0.14650177955627441
> STR_ID: 4z8m |STR_LEN: 326 |STR_TIME: 0.044120073318481445
> STR_ID: 4z8n |STR_LEN: 782 |STR_TIME: 0.5703201293945312
> STR_ID: 4z8q |STR_LEN: 759 |STR_TIME: 0.06663393974304199
> STR_ID: 4z8s |STR_LEN: 925 |STR_TIME: 0.09095883369445801
> STR_ID: 4z8t |STR_LEN: 814 |STR_TIME: 0.0730128288269043
> STR_ID: 4z8u |STR_LEN: 757 |STR_TIME: 0.10927987098693848
> STR_ID: 4z8v |STR_LEN: 591 |STR_TIME: 0.06367802619934082
> STR_ID: 4z8w |STR_LEN: 192 |STR_TIME: 0.021397113800048828
> STR_ID: 4z8x |STR_LEN: 1284 |STR_TIME: 0.271439790725708
> STR_ID: 4z8y |STR_LEN: 679 |STR_TIME: 0.05417132377624512
> STR_ID: 4z8z |STR_LEN: 347 |STR_TIME: 0.061856746673583984
>> FINISH_DIR: ./data/z/z8/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 876 |DIR_TIME: 24.792316913604736 

>> START_DIR: ./data/z/z9/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1z90 |STR_LEN: 1336 |STR_TIME: 0.17175793647766113
> STR_ID: 1z91 |STR_LEN: 173 |STR_TIME: 0.01973891258239746
> STR_ID: 1z92 |STR_LEN: 244 |STR_TIME: 0.033483028411865234
> STR_ID: 1z93 |STR_LEN: 373 |STR_TIME: 0.041963815689086914
> STR_ID: 1z94 |STR_LEN: 1259 |STR_TIME: 0.12862014770507812
> STR_ID: 1z95 |STR_LEN: 374 |STR_TIME: 0.03820395469665527
> STR_ID: 1z96 |STR_LEN: 168 |STR_TIME: 0.05930614471435547
> STR_ID: 1z97 |STR_LEN: 361 |STR_TIME: 0.038156747817993164
> STR_ID: 1z98 |STR_LEN: 704 |STR_TIME: 0.07580876350402832
> STR_ID: 1z99 |STR_LEN: 42 |STR_TIME: 0.269467830657959
> STR_ID: 1z9a |STR_LEN: 2069 |STR_TIME: 0.2131948471069336
> STR_ID: 1z9b |STR_LEN: 135 |STR_TIME: 0.9143810272216797
> STR_ID: 1z9c |STR_LEN: 1169 |STR_TIME: 0.1851348876953125
> STR_ID: 1z9d |STR_LEN: 811 |STR_TIME: 0.18407392501831055
> STR_ID: 1z9e |STR_LEN: 83 |STR_TIME: 0.4425318241119385
> STR_ID: 1z9f |STR_LEN: 103 |STR_TIME: 0.015916109085083008
> STR_ID: 1z9g |STR_LEN: 483 |STR_TIME: 0.04678201675415039
> STR_ID: 1z9h |STR_LEN: 1196 |STR_TIME: 0.22251415252685547
> STR_ID: 1z9i |STR_LEN: 53 |STR_TIME: 0.4683661460876465
> STR_ID: 1z9j |STR_LEN: 833 |STR_TIME: 0.16896986961364746
> STR_ID: 1z9k |STR_LEN: 831 |STR_TIME: 0.12571072578430176
> STR_ID: 1z9l |STR_LEN: 257 |STR_TIME: 0.022272109985351562
> STR_ID: 1z9m |STR_LEN: 405 |STR_TIME: 0.034542083740234375
> STR_ID: 1z9n |STR_LEN: 1712 |STR_TIME: 0.18065714836120605
> STR_ID: 1z9o |STR_LEN: 953 |STR_TIME: 0.12352108955383301
> STR_ID: 1z9p |STR_LEN: 807 |STR_TIME: 0.05569100379943848
> STR_ID: 1z9q |STR_LEN: 66 |STR_TIME: 0.460906982421875
> STR_ID: 1z9s |STR_LEN: 702 |STR_TIME: 0.09890198707580566
> STR_ID: 1z9t |STR_LEN: 479 |STR_TIME: 0.04124903678894043
> STR_ID: 1z9u |STR_LEN: 605 |STR_TIME: 0.057502031326293945
> STR_ID: 1z9v |STR_LEN: 102 |STR_TIME: 0.7436578273773193
> STR_ID: 1z9w |STR_LEN: 133 |STR_TIME: 0.01677680015563965
> STR_ID: 1z9x |STR_LEN: 909 |STR_TIME: 0.13845086097717285
> STR_ID: 1z9y |STR_LEN: 501 |STR_TIME: 0.11322975158691406
> STR_ID: 1z9z |STR_LEN: 303 |STR_TIME: 0.02022099494934082
> STR_ID: 2z90 |STR_LEN: 1062 |STR_TIME: 0.1002652645111084
> STR_ID: 2z91 |STR_LEN: 932 |STR_TIME: 0.11557602882385254
> STR_ID: 2z92 |STR_LEN: 564 |STR_TIME: 0.09780025482177734
> STR_ID: 2z93 |STR_LEN: 668 |STR_TIME: 0.07803106307983398
> STR_ID: 2z94 |STR_LEN: 761 |STR_TIME: 0.05284595489501953
> STR_ID: 2z95 |STR_LEN: 1608 |STR_TIME: 0.24078607559204102
> STR_ID: 2z97 |STR_LEN: 1121 |STR_TIME: 0.08651018142700195
> STR_ID: 2z98 |STR_LEN: 314 |STR_TIME: 0.03058004379272461
> STR_ID: 2z99 |STR_LEN: 246 |STR_TIME: 0.025774240493774414
> STR_ID: 2z9a |STR_LEN: 186 |STR_TIME: 0.025176048278808594
> STR_ID: 2z9b |STR_LEN: 305 |STR_TIME: 0.030809879302978516
> STR_ID: 2z9c |STR_LEN: 268 |STR_TIME: 0.03178811073303223
> STR_ID: 2z9d |STR_LEN: 566 |STR_TIME: 0.10244011878967285
> STR_ID: 2z9g |STR_LEN: 867 |STR_TIME: 0.0559389591217041
> STR_ID: 2z9h |STR_LEN: 577 |STR_TIME: 0.0754542350769043
> STR_ID: 2z9i |STR_LEN: 1162 |STR_TIME: 0.13439488410949707
> STR_ID: 2z9j |STR_LEN: 1344 |STR_TIME: 0.10036587715148926
> STR_ID: 2z9k |STR_LEN: 1392 |STR_TIME: 0.09917783737182617
> STR_ID: 2z9l |STR_LEN: 1100 |STR_TIME: 0.13261914253234863
> STR_ID: 2z9n |STR_LEN: 768 |STR_TIME: 0.1006159782409668
> STR_ID: 2z9o |STR_LEN: 506 |STR_TIME: 0.08694100379943848
> STR_ID: 2z9q |STR_LEN: 75 |STR_TIME: 0.002254962921142578
> STR_ID: 2z9s |STR_LEN: 1970 |STR_TIME: 0.3394191265106201
> STR_ID: 2z9t |STR_LEN: 199 |STR_TIME: 0.02090597152709961
> STR_ID: 2z9u |STR_LEN: 1344 |STR_TIME: 0.15881896018981934
> STR_ID: 2z9v |STR_LEN: 1548 |STR_TIME: 0.13193917274475098
> STR_ID: 2z9w |STR_LEN: 1578 |STR_TIME: 0.15896892547607422
> STR_ID: 2z9x |STR_LEN: 1422 |STR_TIME: 0.13092875480651855
> STR_ID: 2z9y |STR_LEN: 294 |STR_TIME: 0.03927898406982422
> STR_ID: 2z9z |STR_LEN: 301 |STR_TIME: 0.03659963607788086
> STR_ID: 4z90 |STR_LEN: 3524 |STR_TIME: 0.570648193359375
> STR_ID: 4z91 |STR_LEN: 3205 |STR_TIME: 0.5784480571746826
> STR_ID: 4z92 |STR_LEN: 694 |STR_TIME: 0.09638595581054688
> STR_ID: 4z93 |STR_LEN: 233 |STR_TIME: 0.042951107025146484
> STR_ID: 4z94 |STR_LEN: 864 |STR_TIME: 0.3159928321838379
> STR_ID: 4z95 |STR_LEN: 716 |STR_TIME: 0.06395077705383301
> STR_ID: 4z96 |STR_LEN: 531 |STR_TIME: 0.08962893486022949
> STR_ID: 4z97 |STR_LEN: 530 |STR_TIME: 0.1393721103668213
> STR_ID: 4z98 |STR_LEN: 210 |STR_TIME: 0.04977107048034668
> STR_ID: 4z99 |STR_LEN: 286 |STR_TIME: 0.03269600868225098
> STR_ID: 4z9a |STR_LEN: 246 |STR_TIME: 0.03309893608093262
> STR_ID: 4z9b |STR_LEN: 227 |STR_TIME: 0.031132936477661133
> STR_ID: 4z9c |STR_LEN: 863 |STR_TIME: 0.1804957389831543
> STR_ID: 4z9d |STR_LEN: 1302 |STR_TIME: 0.1252892017364502
> STR_ID: 4z9e |STR_LEN: 380 |STR_TIME: 0.04991507530212402
> STR_ID: 4z9f |STR_LEN: 3296 |STR_TIME: 0.34643077850341797
> STR_ID: 4z9g |STR_LEN: 1255 |STR_TIME: 0.268157958984375
> STR_ID: 4z9h |STR_LEN: 563 |STR_TIME: 0.05063176155090332
> STR_ID: 4z9i |STR_LEN: 605 |STR_TIME: 0.09821200370788574
> STR_ID: 4z9j |STR_LEN: 530 |STR_TIME: 0.054119110107421875
> STR_ID: 4z9k |STR_LEN: 709 |STR_TIME: 0.07173562049865723
> STR_ID: 4z9l |STR_LEN: 405 |STR_TIME: 0.06099104881286621
> STR_ID: 4z9m |STR_LEN: 3746 |STR_TIME: 0.5145609378814697
> STR_ID: 4z9n |STR_LEN: 3845 |STR_TIME: 0.4696366786956787
> STR_ID: 4z9o |STR_LEN: 913 |STR_TIME: 0.1298511028289795
> STR_ID: 4z9p |STR_LEN: 504 |STR_TIME: 0.05540204048156738
> STR_ID: 4z9q |STR_LEN: 286 |STR_TIME: 0.042140960693359375
> STR_ID: 4z9r |STR_LEN: 1060 |STR_TIME: 0.13842296600341797
> STR_ID: 4z9s |STR_LEN: 462 |STR_TIME: 0.10750174522399902
> STR_ID: 4z9v |STR_LEN: 479 |STR_TIME: 0.07484698295593262
> STR_ID: 4z9w |STR_LEN: 1068 |STR_TIME: 0.0858602523803711
> STR_ID: 4z9x |STR_LEN: 353 |STR_TIME: 0.03469681739807129
> STR_ID: 4z9y |STR_LEN: 1941 |STR_TIME: 0.20666289329528809
>> FINISH_DIR: ./data/z/z9/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 974 |DIR_TIME: 14.695033073425293 

>> START_DIR: ./data/z/za/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1za0 |STR_LEN: 351 |STR_TIME: 0.038884878158569336
> STR_ID: 1za1 |STR_LEN: 1531 |STR_TIME: 0.1877307891845703
> STR_ID: 1za2 |STR_LEN: 1298 |STR_TIME: 0.14451909065246582
> STR_ID: 1za3 |STR_LEN: 1071 |STR_TIME: 0.18360495567321777
> STR_ID: 1za4 |STR_LEN: 289 |STR_TIME: 0.029870033264160156
> STR_ID: 1za5 |STR_LEN: 849 |STR_TIME: 0.06743907928466797
> STR_ID: 1za6 |STR_LEN: 2176 |STR_TIME: 0.35446977615356445
> STR_ID: 1za7 |STR_LEN: 607 |STR_TIME: 0.06720113754272461
> STR_ID: 1za8 |STR_LEN: 31 |STR_TIME: 0.20594406127929688
> STR_ID: 1zaa |STR_LEN: 239 |STR_TIME: 0.02281498908996582
> STR_ID: 1zab |STR_LEN: 862 |STR_TIME: 0.08195686340332031
> STR_ID: 1zac |STR_LEN: 90 |STR_TIME: 0.02451014518737793
> STR_ID: 1zad |STR_LEN: 60 |STR_TIME: 0.40151095390319824
> STR_ID: 1zae |STR_LEN: 140 |STR_TIME: 1.3532211780548096
> STR_ID: 1zaf |STR_LEN: 651 |STR_TIME: 0.07726597785949707
> STR_ID: 1zag |STR_LEN: 1116 |STR_TIME: 0.17090702056884766
> STR_ID: 1zah |STR_LEN: 3879 |STR_TIME: 0.40453219413757324
> STR_ID: 1zai |STR_LEN: 3864 |STR_TIME: 0.30506181716918945
> STR_ID: 1zaj |STR_LEN: 4089 |STR_TIME: 0.3194859027862549
> STR_ID: 1zak |STR_LEN: 442 |STR_TIME: 0.1142888069152832
> STR_ID: 1zal |STR_LEN: 3675 |STR_TIME: 0.25036191940307617
> STR_ID: 1zan |STR_LEN: 834 |STR_TIME: 0.12256288528442383
> STR_ID: 1zao |STR_LEN: 604 |STR_TIME: 0.04963207244873047
> STR_ID: 1zap |STR_LEN: 532 |STR_TIME: 0.06775116920471191
> STR_ID: 1zaq |STR_LEN: 44 |STR_TIME: 0.18732810020446777
> STR_ID: 1zar |STR_LEN: 599 |STR_TIME: 0.04810476303100586
> STR_ID: 1zat |STR_LEN: 545 |STR_TIME: 0.04519510269165039
> STR_ID: 1zau |STR_LEN: 326 |STR_TIME: 0.04230690002441406
> STR_ID: 1zav |STR_LEN: 766 |STR_TIME: 0.058381080627441406
> STR_ID: 1zaw |STR_LEN: 576 |STR_TIME: 0.054112911224365234
> STR_ID: 1zax |STR_LEN: 673 |STR_TIME: 0.10159015655517578
> STR_ID: 1zay |STR_LEN: 381 |STR_TIME: 0.05674386024475098
> STR_ID: 2za0 |STR_LEN: 752 |STR_TIME: 0.06007719039916992
> STR_ID: 2za1 |STR_LEN: 753 |STR_TIME: 0.09105801582336426
> STR_ID: 2za2 |STR_LEN: 654 |STR_TIME: 0.12199091911315918
> STR_ID: 2za3 |STR_LEN: 680 |STR_TIME: 0.09574389457702637
> STR_ID: 2za4 |STR_LEN: 840 |STR_TIME: 0.07176899909973145
> STR_ID: 2za5 |STR_LEN: 1407 |STR_TIME: 0.19435501098632812
> STR_ID: 2za6 |STR_LEN: 347 |STR_TIME: 0.02816295623779297
> STR_ID: 2za7 |STR_LEN: 355 |STR_TIME: 0.031131267547607422
> STR_ID: 2za8 |STR_LEN: 344 |STR_TIME: 0.031096935272216797
> STR_ID: 2za9 |STR_LEN: 414 |STR_TIME: 0.03734612464904785
> STR_ID: 2zaa |STR_LEN: 498 |STR_TIME: 0.04283499717712402
> STR_ID: 2zab |STR_LEN: 505 |STR_TIME: 0.08048605918884277
> STR_ID: 2zac |STR_LEN: 576 |STR_TIME: 0.04335784912109375
> STR_ID: 2zad |STR_LEN: 2613 |STR_TIME: 0.2255871295928955
> STR_ID: 2zae |STR_LEN: 600 |STR_TIME: 0.08482980728149414
> STR_ID: 2zaf |STR_LEN: 1724 |STR_TIME: 0.29187703132629395
> STR_ID: 2zag |STR_LEN: 1921 |STR_TIME: 0.29474782943725586
> STR_ID: 2zah |STR_LEN: 967 |STR_TIME: 0.16717100143432617
> STR_ID: 2zai |STR_LEN: 1923 |STR_TIME: 0.3209688663482666
> STR_ID: 2zaj |STR_LEN: 49 |STR_TIME: 0.29407215118408203
> STR_ID: 2zak |STR_LEN: 736 |STR_TIME: 0.08804774284362793
> STR_ID: 2zal |STR_LEN: 849 |STR_TIME: 0.08339786529541016
> STR_ID: 2zam |STR_LEN: 308 |STR_TIME: 0.046614885330200195
> STR_ID: 2zan |STR_LEN: 319 |STR_TIME: 0.11681270599365234
> STR_ID: 2zao |STR_LEN: 313 |STR_TIME: 0.04342818260192871
> STR_ID: 2zas |STR_LEN: 378 |STR_TIME: 0.03601694107055664
> STR_ID: 2zat |STR_LEN: 1780 |STR_TIME: 0.15702390670776367
> STR_ID: 2zau |STR_LEN: 1358 |STR_TIME: 0.1824660301208496
> STR_ID: 2zav |STR_LEN: 970 |STR_TIME: 0.09332513809204102
> STR_ID: 2zaw |STR_LEN: 1205 |STR_TIME: 0.12682104110717773
> STR_ID: 2zax |STR_LEN: 970 |STR_TIME: 0.07863402366638184
> STR_ID: 2zay |STR_LEN: 303 |STR_TIME: 0.037232160568237305
> STR_ID: 2zaz |STR_LEN: 711 |STR_TIME: 0.062161922454833984
> STR_ID: 4za0 |STR_LEN: 1360 |STR_TIME: 0.16684484481811523
> STR_ID: 4za1 |STR_LEN: 410 |STR_TIME: 0.04211878776550293
> STR_ID: 4za2 |STR_LEN: 1577 |STR_TIME: 0.14402079582214355
> STR_ID: 4za3 |STR_LEN: 1091 |STR_TIME: 0.12137484550476074
> STR_ID: 4za4 |STR_LEN: 951 |STR_TIME: 0.10930109024047852
> STR_ID: 4za5 |STR_LEN: 975 |STR_TIME: 0.11121606826782227
> STR_ID: 4za6 |STR_LEN: 703 |STR_TIME: 0.11528396606445312
> STR_ID: 4za7 |STR_LEN: 971 |STR_TIME: 0.10788178443908691
> STR_ID: 4za8 |STR_LEN: 983 |STR_TIME: 0.13481378555297852
> STR_ID: 4za9 |STR_LEN: 966 |STR_TIME: 0.10598206520080566
> STR_ID: 4zaa |STR_LEN: 971 |STR_TIME: 0.10599303245544434
> STR_ID: 4zab |STR_LEN: 991 |STR_TIME: 0.14197516441345215
> STR_ID: 4zac |STR_LEN: 3472 |STR_TIME: 0.3765888214111328
> STR_ID: 4zad |STR_LEN: 1117 |STR_TIME: 0.18219900131225586
> STR_ID: 4zae |STR_LEN: 552 |STR_TIME: 0.11320304870605469
> STR_ID: 4zaf |STR_LEN: 353 |STR_TIME: 0.03632807731628418
> STR_ID: 4zag |STR_LEN: 352 |STR_TIME: 0.03623819351196289
> STR_ID: 4zah |STR_LEN: 3639 |STR_TIME: 0.762444019317627
> STR_ID: 4zai |STR_LEN: 117 |STR_TIME: 0.014809131622314453
> STR_ID: 4zaj |STR_LEN: 683 |STR_TIME: 0.13727402687072754
> STR_ID: 4zak |STR_LEN: 812 |STR_TIME: 0.1138768196105957
> STR_ID: 4zal |STR_LEN: 350 |STR_TIME: 0.0359799861907959
> STR_ID: 4zam |STR_LEN: 551 |STR_TIME: 0.04484105110168457
> STR_ID: 4zan |STR_LEN: 328 |STR_TIME: 0.03297090530395508
> STR_ID: 4zao |STR_LEN: 427 |STR_TIME: 0.08935403823852539
> STR_ID: 4zar |STR_LEN: 594 |STR_TIME: 0.10319685935974121
> STR_ID: 4zas |STR_LEN: 2722 |STR_TIME: 0.4627208709716797
> STR_ID: 4zau |STR_LEN: 288 |STR_TIME: 0.07183599472045898
> STR_ID: 4zav |STR_LEN: 409 |STR_TIME: 0.04398775100708008
> STR_ID: 4zaw |STR_LEN: 311 |STR_TIME: 0.030716896057128906
> STR_ID: 4zax |STR_LEN: 339 |STR_TIME: 0.033271074295043945
> STR_ID: 4zay |STR_LEN: 357 |STR_TIME: 0.03926587104797363
> STR_ID: 4zaz |STR_LEN: 369 |STR_TIME: 0.044313907623291016
>> FINISH_DIR: ./data/z/za/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 1072 |DIR_TIME: 14.311233043670654 

>> START_DIR: ./data/z/zb/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1zb1 |STR_LEN: 1182 |STR_TIME: 0.16663908958435059
> STR_ID: 1zb5 |STR_LEN: 507 |STR_TIME: 0.054184913635253906
> STR_ID: 1zb6 |STR_LEN: 484 |STR_TIME: 0.047567129135131836
> STR_ID: 1zb7 |STR_LEN: 613 |STR_TIME: 0.06282901763916016
> STR_ID: 1zb8 |STR_LEN: 466 |STR_TIME: 0.04048609733581543
> STR_ID: 1zb9 |STR_LEN: 541 |STR_TIME: 0.07623720169067383
> STR_ID: 1zba |STR_LEN: 1121 |STR_TIME: 0.10166501998901367
> STR_ID: 1zbb |STR_LEN: 2282 |STR_TIME: 0.5769450664520264
> STR_ID: 1zbc |STR_LEN: 511 |STR_TIME: 0.05674862861633301
> STR_ID: 1zbd |STR_LEN: 351 |STR_TIME: 0.04787397384643555
> STR_ID: 1zbe |STR_LEN: 668 |STR_TIME: 0.09073495864868164
> STR_ID: 1zbf |STR_LEN: 365 |STR_TIME: 0.027078866958618164
> STR_ID: 1zbg |STR_LEN: 362 |STR_TIME: 0.03226494789123535
> STR_ID: 1zbh |STR_LEN: 1090 |STR_TIME: 0.24381709098815918
> STR_ID: 1zbi |STR_LEN: 544 |STR_TIME: 0.05621695518493652
> STR_ID: 1zbj |STR_LEN: 59 |STR_TIME: 0.37339282035827637
> STR_ID: 1zbk |STR_LEN: 439 |STR_TIME: 0.05461001396179199
> STR_ID: 1zbl |STR_LEN: 414 |STR_TIME: 0.14415502548217773
> STR_ID: 1zbm |STR_LEN: 415 |STR_TIME: 0.042223215103149414
> STR_ID: 1zbn |STR_LEN: 45 |STR_TIME: 0.24973011016845703
> STR_ID: 1zbo |STR_LEN: 466 |STR_TIME: 0.06151103973388672
> STR_ID: 1zbp |STR_LEN: 310 |STR_TIME: 0.0407559871673584
> STR_ID: 1zbq |STR_LEN: 2161 |STR_TIME: 0.3154771327972412
> STR_ID: 1zbr |STR_LEN: 822 |STR_TIME: 0.10237503051757812
> STR_ID: 1zbs |STR_LEN: 398 |STR_TIME: 0.045411109924316406
> STR_ID: 1zbt |STR_LEN: 381 |STR_TIME: 0.05093717575073242
> STR_ID: 1zbu |STR_LEN: 1028 |STR_TIME: 0.20027685165405273
> STR_ID: 1zbv |STR_LEN: 438 |STR_TIME: 0.05491304397583008
> STR_ID: 1zbw |STR_LEN: 449 |STR_TIME: 0.05343198776245117
> STR_ID: 1zbx |STR_LEN: 481 |STR_TIME: 0.04972219467163086
> STR_ID: 1zby |STR_LEN: 1129 |STR_TIME: 0.10783910751342773
> STR_ID: 1zbz |STR_LEN: 955 |STR_TIME: 0.0732879638671875
> STR_ID: 2zb0 |STR_LEN: 636 |STR_TIME: 0.05526399612426758
> STR_ID: 2zb1 |STR_LEN: 596 |STR_TIME: 0.07992124557495117
> STR_ID: 2zb2 |STR_LEN: 1996 |STR_TIME: 0.24726605415344238
> STR_ID: 2zb3 |STR_LEN: 810 |STR_TIME: 0.07968473434448242
> STR_ID: 2zb4 |STR_LEN: 975 |STR_TIME: 0.06459188461303711
> STR_ID: 2zb5 |STR_LEN: 426 |STR_TIME: 0.05873298645019531
> STR_ID: 2zb6 |STR_LEN: 503 |STR_TIME: 0.06585812568664551
> STR_ID: 2zb7 |STR_LEN: 798 |STR_TIME: 0.06456613540649414
> STR_ID: 2zb8 |STR_LEN: 824 |STR_TIME: 0.11210274696350098
> STR_ID: 2zb9 |STR_LEN: 612 |STR_TIME: 0.05725884437561035
> STR_ID: 2zba |STR_LEN: 2613 |STR_TIME: 0.2901029586791992
> STR_ID: 2zbb |STR_LEN: 1040 |STR_TIME: 0.14976882934570312
> STR_ID: 2zbc |STR_LEN: 1062 |STR_TIME: 0.14815187454223633
> STR_ID: 2zbd |STR_LEN: 1101 |STR_TIME: 0.1413121223449707
> STR_ID: 2zbe |STR_LEN: 1994 |STR_TIME: 0.3318047523498535
> STR_ID: 2zbf |STR_LEN: 1309 |STR_TIME: 0.18764591217041016
> STR_ID: 2zbg |STR_LEN: 1156 |STR_TIME: 0.15093708038330078
> STR_ID: 2zbh |STR_LEN: 166 |STR_TIME: 0.017849206924438477
> STR_ID: 2zbi |STR_LEN: 876 |STR_TIME: 0.08196306228637695
> STR_ID: 2zbj |STR_LEN: 337 |STR_TIME: 0.0981910228729248
> STR_ID: 2zbk |STR_LEN: 3416 |STR_TIME: 0.5708200931549072
> STR_ID: 2zbl |STR_LEN: 5446 |STR_TIME: 0.5566058158874512
> STR_ID: 2zbm |STR_LEN: 782 |STR_TIME: 0.07602119445800781
> STR_ID: 2zbn |STR_LEN: 240 |STR_TIME: 0.023366212844848633
> STR_ID: 2zbo |STR_LEN: 1066 |STR_TIME: 0.17080187797546387
> STR_ID: 2zbp |STR_LEN: 377 |STR_TIME: 0.03891611099243164
> STR_ID: 2zbq |STR_LEN: 322 |STR_TIME: 0.038819074630737305
> STR_ID: 2zbr |STR_LEN: 427 |STR_TIME: 0.03964686393737793
> STR_ID: 2zbs |STR_LEN: 442 |STR_TIME: 0.040727853775024414
> STR_ID: 2zbt |STR_LEN: 1720 |STR_TIME: 0.19447779655456543
> STR_ID: 2zbu |STR_LEN: 1346 |STR_TIME: 0.16304373741149902
> STR_ID: 2zbv |STR_LEN: 1017 |STR_TIME: 0.16457605361938477
> STR_ID: 2zbw |STR_LEN: 924 |STR_TIME: 0.10421299934387207
> STR_ID: 2zbx |STR_LEN: 925 |STR_TIME: 0.07295489311218262
> STR_ID: 2zby |STR_LEN: 855 |STR_TIME: 0.07074928283691406
> STR_ID: 2zbz |STR_LEN: 725 |STR_TIME: 0.11446285247802734
> STR_ID: 3zbd |STR_LEN: 420 |STR_TIME: 0.04361295700073242
> STR_ID: 3zbe |STR_LEN: 71 |STR_TIME: 1.2601289749145508
> STR_ID: 3zbf |STR_LEN: 420 |STR_TIME: 0.04630279541015625
> STR_ID: 3zbg |STR_LEN: 1449 |STR_TIME: 0.23825502395629883
> STR_ID: 3zbh |STR_LEN: 1047 |STR_TIME: 0.12404799461364746
> STR_ID: 3zbi |STR_LEN: 4984 |STR_TIME: 0.8667068481445312
> STR_ID: 3zbj |STR_LEN: 1568 |STR_TIME: 0.23748016357421875
> STR_ID: 3zbk |STR_LEN: 1519 |STR_TIME: 0.20459485054016113
> STR_ID: 3zbl |STR_LEN: 1529 |STR_TIME: 0.13441896438598633
> STR_ID: 3zbm |STR_LEN: 915 |STR_TIME: 0.13053107261657715
> STR_ID: 3zbn |STR_LEN: 2096 |STR_TIME: 0.24907302856445312
> STR_ID: 3zbo |STR_LEN: 1134 |STR_TIME: 0.1175377368927002
> STR_ID: 3zbp |STR_LEN: 570 |STR_TIME: 0.04897809028625488
> STR_ID: 3zbq |STR_LEN: 628 |STR_TIME: 0.052863121032714844
> STR_ID: 3zbr |STR_LEN: 516 |STR_TIME: 0.18748211860656738
> STR_ID: 3zbs |STR_LEN: 296 |STR_TIME: 0.06755781173706055
> STR_ID: 3zbt |STR_LEN: 567 |STR_TIME: 0.05119895935058594
> STR_ID: 3zbu |STR_LEN: 636 |STR_TIME: 0.051331281661987305
> STR_ID: 3zbv |STR_LEN: 259 |STR_TIME: 0.020111799240112305
> STR_ID: 3zbw |STR_LEN: 468 |STR_TIME: 0.03962206840515137
> STR_ID: 3zbx |STR_LEN: 562 |STR_TIME: 0.08816003799438477
> STR_ID: 3zby |STR_LEN: 5086 |STR_TIME: 0.6403868198394775
> STR_ID: 3zbz |STR_LEN: 327 |STR_TIME: 0.06689596176147461
> STR_ID: 4zb0 |STR_LEN: 1234 |STR_TIME: 0.13071799278259277
> STR_ID: 4zb1 |STR_LEN: 682 |STR_TIME: 0.12394499778747559
> STR_ID: 4zb2 |STR_LEN: 692 |STR_TIME: 0.06119394302368164
> STR_ID: 4zb3 |STR_LEN: 365 |STR_TIME: 0.04113197326660156
> STR_ID: 4zb4 |STR_LEN: 827 |STR_TIME: 0.1281447410583496
> STR_ID: 4zb5 |STR_LEN: 899 |STR_TIME: 0.10500931739807129
> STR_ID: 4zb6 |STR_LEN: 2005 |STR_TIME: 0.18418192863464355
> STR_ID: 4zb7 |STR_LEN: 742 |STR_TIME: 0.15223312377929688
> STR_ID: 4zb8 |STR_LEN: 454 |STR_TIME: 0.0472559928894043
> STR_ID: 4zb9 |STR_LEN: 1066 |STR_TIME: 0.20363926887512207
> STR_ID: 4zba |STR_LEN: 2436 |STR_TIME: 0.21692895889282227
> STR_ID: 4zbb |STR_LEN: 1940 |STR_TIME: 0.2524440288543701
> STR_ID: 4zbc |STR_LEN: 1335 |STR_TIME: 0.1551809310913086
> STR_ID: 4zbd |STR_LEN: 1140 |STR_TIME: 0.1701498031616211
> STR_ID: 4zbe |STR_LEN: 522 |STR_TIME: 0.04671001434326172
> STR_ID: 4zbf |STR_LEN: 2165 |STR_TIME: 0.43007779121398926
> STR_ID: 4zbg |STR_LEN: 397 |STR_TIME: 0.03657221794128418
> STR_ID: 4zbh |STR_LEN: 291 |STR_TIME: 0.026185035705566406
> STR_ID: 4zbi |STR_LEN: 2007 |STR_TIME: 0.40957212448120117
> STR_ID: 4zbj |STR_LEN: 505 |STR_TIME: 0.05309891700744629
> STR_ID: 4zbk |STR_LEN: 880 |STR_TIME: 0.1269240379333496
