>> START_DIR: ./data/g/g0/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1g00 |STR_LEN: 49 |STR_TIME: 0.014235258102416992
> STR_ID: 1g5x |STR_LEN: 2012 |STR_TIME: 0.3103940486907959
> STR_ID: 1g5y |STR_LEN: 1410 |STR_TIME: 0.24381279945373535
> STR_ID: 1g5z |STR_LEN: 357 |STR_TIME: 0.027144908905029297
> STR_ID: 2g50 |STR_LEN: 9024 |STR_TIME: 1.0659520626068115
> STR_ID: 2g51 |STR_LEN: 366 |STR_TIME: 0.0665740966796875
> STR_ID: 2g52 |STR_LEN: 379 |STR_TIME: 0.030405044555664062
> STR_ID: 2g54 |STR_LEN: 2752 |STR_TIME: 0.3957021236419678
> STR_ID: 2g55 |STR_LEN: 357 |STR_TIME: 0.0324549674987793
> STR_ID: 2g56 |STR_LEN: 3010 |STR_TIME: 0.39354491233825684
> STR_ID: 2g57 |STR_LEN: 28 |STR_TIME: 0.0756218433380127
> STR_ID: 2g58 |STR_LEN: 407 |STR_TIME: 0.034853219985961914
> STR_ID: 2g59 |STR_LEN: 840 |STR_TIME: 0.14803218841552734
> STR_ID: 2g5b |STR_LEN: 2200 |STR_TIME: 0.3191680908203125
> STR_ID: 2g5c |STR_LEN: 1619 |STR_TIME: 0.1967461109161377
> STR_ID: 2g5d |STR_LEN: 493 |STR_TIME: 0.0623629093170166
> STR_ID: 2g5f |STR_LEN: 2740 |STR_TIME: 0.3417179584503174
> STR_ID: 2g5g |STR_LEN: 499 |STR_TIME: 0.048918962478637695
> STR_ID: 2g5h |STR_LEN: 1122 |STR_TIME: 0.19095611572265625
> STR_ID: 2g5i |STR_LEN: 1085 |STR_TIME: 0.15894508361816406
> STR_ID: 2g5k |STR_LEN: 77 |STR_TIME: 0.04801464080810547
> STR_ID: 2g5l |STR_LEN: 570 |STR_TIME: 0.05370593070983887
> STR_ID: 2g5m |STR_LEN: 113 |STR_TIME: 0.7772560119628906
> STR_ID: 2g5n |STR_LEN: 487 |STR_TIME: 0.037817955017089844
> STR_ID: 2g5o |STR_LEN: 530 |STR_TIME: 0.08602714538574219
> STR_ID: 2g5p |STR_LEN: 3052 |STR_TIME: 0.3568289279937744
> STR_ID: 2g5r |STR_LEN: 219 |STR_TIME: 0.021502971649169922
> STR_ID: 2g5t |STR_LEN: 2874 |STR_TIME: 0.33293581008911133
> STR_ID: 2g5u |STR_LEN: 349 |STR_TIME: 0.03972506523132324
> STR_ID: 2g5v |STR_LEN: 486 |STR_TIME: 0.037799835205078125
> STR_ID: 2g5w |STR_LEN: 841 |STR_TIME: 0.1618802547454834
> STR_ID: 2g5x |STR_LEN: 598 |STR_TIME: 0.04424881935119629
> STR_ID: 2g5z |STR_LEN: 548 |STR_TIME: 0.042395830154418945
> STR_ID: 3g50 |STR_LEN: 639 |STR_TIME: 0.06335997581481934
> STR_ID: 3g51 |STR_LEN: 555 |STR_TIME: 0.050598859786987305
> STR_ID: 3g52 |STR_LEN: 466 |STR_TIME: 0.051081180572509766
> STR_ID: 3g53 |STR_LEN: 468 |STR_TIME: 0.08595705032348633
> STR_ID: 3g56 |STR_LEN: 426 |STR_TIME: 0.05235099792480469
> STR_ID: 3g58 |STR_LEN: 2508 |STR_TIME: 0.2760939598083496
> STR_ID: 3g59 |STR_LEN: 595 |STR_TIME: 0.054023027420043945
> STR_ID: 3g5a |STR_LEN: 3585 |STR_TIME: 0.4002978801727295
> STR_ID: 3g5b |STR_LEN: 612 |STR_TIME: 0.05979013442993164
> STR_ID: 3g5c |STR_LEN: 1353 |STR_TIME: 0.20031213760375977
> STR_ID: 3g5d |STR_LEN: 742 |STR_TIME: 0.0853428840637207
> STR_ID: 3g5e |STR_LEN: 564 |STR_TIME: 0.06014370918273926
> STR_ID: 3g5f |STR_LEN: 1173 |STR_TIME: 0.0978543758392334
> STR_ID: 3g5g |STR_LEN: 1078 |STR_TIME: 0.21289706230163574
> STR_ID: 3g5h |STR_LEN: 1080 |STR_TIME: 0.0945580005645752
> STR_ID: 3g5i |STR_LEN: 1716 |STR_TIME: 0.21415305137634277
> STR_ID: 3g5j |STR_LEN: 544 |STR_TIME: 0.045799970626831055
> STR_ID: 3g5k |STR_LEN: 1293 |STR_TIME: 0.16016793251037598
> STR_ID: 3g5l |STR_LEN: 572 |STR_TIME: 0.06791305541992188
> STR_ID: 3g5m |STR_LEN: 864 |STR_TIME: 0.08304691314697266
> STR_ID: 3g5n |STR_LEN: 2010 |STR_TIME: 0.3100881576538086
> STR_ID: 3g5o |STR_LEN: 530 |STR_TIME: 0.05878186225891113
> STR_ID: 3g5p |STR_LEN: 1459 |STR_TIME: 0.16808867454528809
> STR_ID: 3g5q |STR_LEN: 738 |STR_TIME: 0.06475996971130371
> STR_ID: 3g5r |STR_LEN: 807 |STR_TIME: 0.06853294372558594
> STR_ID: 3g5s |STR_LEN: 1073 |STR_TIME: 0.09996533393859863
> STR_ID: 3g5t |STR_LEN: 832 |STR_TIME: 0.16405797004699707
> STR_ID: 3g5u |STR_LEN: 2376 |STR_TIME: 0.38825297355651855
> STR_ID: 3g5v |STR_LEN: 633 |STR_TIME: 0.06868696212768555
> STR_ID: 3g5w |STR_LEN: 3208 |STR_TIME: 0.41387391090393066
> STR_ID: 3g5x |STR_LEN: 1068 |STR_TIME: 0.15523099899291992
> STR_ID: 3g5y |STR_LEN: 686 |STR_TIME: 0.07067704200744629
> STR_ID: 3g5z |STR_LEN: 469 |STR_TIME: 0.06256103515625
> STR_ID: 4g50 |STR_LEN: 714 |STR_TIME: 0.13779425621032715
> STR_ID: 4g51 |STR_LEN: 649 |STR_TIME: 0.08790206909179688
> STR_ID: 4g54 |STR_LEN: 475 |STR_TIME: 0.0460047721862793
> STR_ID: 4g55 |STR_LEN: 783 |STR_TIME: 0.06360101699829102
> STR_ID: 4g56 |STR_LEN: 1825 |STR_TIME: 0.300518274307251
> STR_ID: 4g57 |STR_LEN: 225 |STR_TIME: 0.02082085609436035
> STR_ID: 4g59 |STR_LEN: 932 |STR_TIME: 0.16635608673095703
> STR_ID: 4g5a |STR_LEN: 400 |STR_TIME: 0.04364585876464844
> STR_ID: 4g5d |STR_LEN: 1427 |STR_TIME: 0.12671399116516113
> STR_ID: 4g5e |STR_LEN: 2199 |STR_TIME: 0.3273930549621582
> STR_ID: 4g5f |STR_LEN: 781 |STR_TIME: 0.10916924476623535
> STR_ID: 4g5g |STR_LEN: 525 |STR_TIME: 0.05918002128601074
> STR_ID: 4g5h |STR_LEN: 500 |STR_TIME: 0.07460308074951172
> STR_ID: 4g5i |STR_LEN: 212 |STR_TIME: 0.022675037384033203
> STR_ID: 4g5j |STR_LEN: 336 |STR_TIME: 0.06423711776733398
> STR_ID: 4g5o |STR_LEN: 1401 |STR_TIME: 0.26731395721435547
> STR_ID: 4g5p |STR_LEN: 641 |STR_TIME: 0.09139037132263184
> STR_ID: 4g5q |STR_LEN: 1425 |STR_TIME: 0.24689388275146484
> STR_ID: 4g5r |STR_LEN: 1363 |STR_TIME: 0.2373960018157959
> STR_ID: 4g5s |STR_LEN: 1349 |STR_TIME: 0.2010798454284668
> STR_ID: 4g5x |STR_LEN: 1453 |STR_TIME: 0.18904590606689453
> STR_ID: 4g5y |STR_LEN: 975 |STR_TIME: 0.0895528793334961
> STR_ID: 4g5z |STR_LEN: 875 |STR_TIME: 0.08092188835144043
> STR_ID: 5g51 |STR_LEN: 399 |STR_TIME: 0.07587623596191406
> STR_ID: 5g52 |STR_LEN: 891 |STR_TIME: 0.1273059844970703
> STR_ID: 5g53 |STR_LEN: 953 |STR_TIME: 0.1332840919494629
> STR_ID: 5g54 |STR_LEN: 364 |STR_TIME: 0.0693209171295166
> STR_ID: 5g55 |STR_LEN: 893 |STR_TIME: 0.12307977676391602
> STR_ID: 5g56 |STR_LEN: 939 |STR_TIME: 0.13001608848571777
> STR_ID: 5g58 |STR_LEN: 408 |STR_TIME: 0.0989081859588623
> STR_ID: 5g5d |STR_LEN: 318 |STR_TIME: 0.052500009536743164
> STR_ID: 5g5e |STR_LEN: 632 |STR_TIME: 0.04336094856262207
> STR_ID: 5g5f |STR_LEN: 276 |STR_TIME: 0.03441476821899414
> STR_ID: 5g5g |STR_LEN: 2238 |STR_TIME: 0.29688310623168945
> STR_ID: 5g5h |STR_LEN: 1910 |STR_TIME: 0.2676689624786377
> STR_ID: 5g5i |STR_LEN: 312 |STR_TIME: 0.04645133018493652
> STR_ID: 5g5k |STR_LEN: 674 |STR_TIME: 0.12264704704284668
> STR_ID: 5g5l |STR_LEN: 4693 |STR_TIME: 0.8510870933532715
> STR_ID: 5g5p |STR_LEN: 849 |STR_TIME: 0.13321590423583984
> STR_ID: 5g5r |STR_LEN: 275 |STR_TIME: 0.04474186897277832
> STR_ID: 5g5s |STR_LEN: 696 |STR_TIME: 0.2010512351989746
> STR_ID: 5g5t |STR_LEN: 689 |STR_TIME: 0.11931324005126953
> STR_ID: 5g5u |STR_LEN: 1033 |STR_TIME: 0.1534709930419922
> STR_ID: 5g5w |STR_LEN: 396 |STR_TIME: 0.05616307258605957
> STR_ID: 5g5x |STR_LEN: 239 |STR_TIME: 0.04262518882751465
> STR_ID: 5g5y |STR_LEN: 2288 |STR_TIME: 0.2288649082183838
> STR_ID: 5g5z |STR_LEN: 3133 |STR_TIME: 0.4749109745025635
>> FINISH_DIR: ./data/g/g5/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 961 |DIR_TIME: 24.125608921051025 

>> START_DIR: ./data/g/g6/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1g60 |STR_LEN: 831 |STR_TIME: 0.08247208595275879
> STR_ID: 1g61 |STR_LEN: 1154 |STR_TIME: 0.13707590103149414
> STR_ID: 1g62 |STR_LEN: 224 |STR_TIME: 0.03206825256347656
> STR_ID: 1g63 |STR_LEN: 2411 |STR_TIME: 0.35680413246154785
> STR_ID: 1g64 |STR_LEN: 656 |STR_TIME: 0.059190988540649414
> STR_ID: 1g65 |STR_LEN: 9260 |STR_TIME: 1.3064241409301758
> STR_ID: 1g66 |STR_LEN: 514 |STR_TIME: 0.06716108322143555
> STR_ID: 1g67 |STR_LEN: 721 |STR_TIME: 0.06808090209960938
> STR_ID: 1g68 |STR_LEN: 565 |STR_TIME: 0.043131113052368164
> STR_ID: 1g69 |STR_LEN: 741 |STR_TIME: 0.07111382484436035
> STR_ID: 1g6a |STR_LEN: 525 |STR_TIME: 0.1388709545135498
> STR_ID: 1g6b |STR_LEN: 323 |STR_TIME: 0.021013975143432617
> STR_ID: 1g6c |STR_LEN: 754 |STR_TIME: 0.06946492195129395
> STR_ID: 1g6d |STR_LEN: 52 |STR_TIME: 0.00463414192199707
> STR_ID: 1g6e |STR_LEN: 87 |STR_TIME: 0.87990403175354
> STR_ID: 1g6g |STR_LEN: 712 |STR_TIME: 0.04546189308166504
> STR_ID: 1g6h |STR_LEN: 663 |STR_TIME: 0.11130189895629883
> STR_ID: 1g6i |STR_LEN: 940 |STR_TIME: 0.08922123908996582
> STR_ID: 1g6j |STR_LEN: 76 |STR_TIME: 0.8308453559875488
> STR_ID: 1g6k |STR_LEN: 1359 |STR_TIME: 0.20540595054626465
> STR_ID: 1g6l |STR_LEN: 294 |STR_TIME: 0.03152108192443848
> STR_ID: 1g6m |STR_LEN: 62 |STR_TIME: 0.4154040813446045
> STR_ID: 1g6n |STR_LEN: 518 |STR_TIME: 0.06353402137756348
> STR_ID: 1g6o |STR_LEN: 948 |STR_TIME: 0.10356688499450684
> STR_ID: 1g6p |STR_LEN: 66 |STR_TIME: 0.1848311424255371
> STR_ID: 1g6q |STR_LEN: 1926 |STR_TIME: 0.3216080665588379
> STR_ID: 1g6r |STR_LEN: 1640 |STR_TIME: 0.2924318313598633
> STR_ID: 1g6s |STR_LEN: 1038 |STR_TIME: 0.07692408561706543
> STR_ID: 1g6t |STR_LEN: 997 |STR_TIME: 0.08069300651550293
> STR_ID: 1g6u |STR_LEN: 183 |STR_TIME: 0.01618194580078125
> STR_ID: 1g6v |STR_LEN: 383 |STR_TIME: 0.0540471076965332
> STR_ID: 1g6w |STR_LEN: 1276 |STR_TIME: 0.21859478950500488
> STR_ID: 1g6x |STR_LEN: 238 |STR_TIME: 0.018107891082763672
> STR_ID: 1g6y |STR_LEN: 523 |STR_TIME: 0.0729990005493164
> STR_ID: 1g6z |STR_LEN: 70 |STR_TIME: 0.6382629871368408
> STR_ID: 2g60 |STR_LEN: 805 |STR_TIME: 0.07029104232788086
> STR_ID: 2g62 |STR_LEN: 724 |STR_TIME: 0.057539939880371094
> STR_ID: 2g63 |STR_LEN: 7191 |STR_TIME: 0.6849968433380127
> STR_ID: 2g64 |STR_LEN: 311 |STR_TIME: 0.027897119522094727
> STR_ID: 2g66 |STR_LEN: 233 |STR_TIME: 0.01317596435546875
> STR_ID: 2g67 |STR_LEN: 2050 |STR_TIME: 0.30205225944519043
> STR_ID: 2g69 |STR_LEN: 190 |STR_TIME: 0.01747608184814453
> STR_ID: 2g6b |STR_LEN: 230 |STR_TIME: 0.023745059967041016
> STR_ID: 2g6d |STR_LEN: 296 |STR_TIME: 0.06291604042053223
> STR_ID: 2g6e |STR_LEN: 613 |STR_TIME: 0.040223121643066406
> STR_ID: 2g6f |STR_LEN: 163 |STR_TIME: 0.02785491943359375
> STR_ID: 2g6g |STR_LEN: 507 |STR_TIME: 0.05886411666870117
> STR_ID: 2g6h |STR_LEN: 1258 |STR_TIME: 0.13152599334716797
> STR_ID: 2g6i |STR_LEN: 1307 |STR_TIME: 0.16668200492858887
> STR_ID: 2g6j |STR_LEN: 1173 |STR_TIME: 0.13180088996887207
> STR_ID: 2g6k |STR_LEN: 1210 |STR_TIME: 0.16896295547485352
> STR_ID: 2g6l |STR_LEN: 1219 |STR_TIME: 0.1413729190826416
> STR_ID: 2g6m |STR_LEN: 1321 |STR_TIME: 0.18473601341247559
> STR_ID: 2g6n |STR_LEN: 1281 |STR_TIME: 0.14815688133239746
> STR_ID: 2g6o |STR_LEN: 1452 |STR_TIME: 0.17951011657714844
> STR_ID: 2g6p |STR_LEN: 490 |STR_TIME: 0.046649932861328125
> STR_ID: 2g6q |STR_LEN: 94 |STR_TIME: 0.009472131729125977
> STR_ID: 2g6t |STR_LEN: 663 |STR_TIME: 0.09140205383300781
> STR_ID: 2g6u |STR_LEN: 15 |STR_TIME: 0.18290305137634277
> STR_ID: 2g6v |STR_LEN: 783 |STR_TIME: 0.1019430160522461
> STR_ID: 2g6w |STR_LEN: 587 |STR_TIME: 0.05981588363647461
> STR_ID: 2g6x |STR_LEN: 1131 |STR_TIME: 0.1809701919555664
> STR_ID: 2g6y |STR_LEN: 1747 |STR_TIME: 0.20161890983581543
> STR_ID: 2g6z |STR_LEN: 481 |STR_TIME: 0.09890985488891602
> STR_ID: 3g60 |STR_LEN: 2366 |STR_TIME: 0.39188313484191895
> STR_ID: 3g61 |STR_LEN: 2368 |STR_TIME: 0.4086027145385742
> STR_ID: 3g64 |STR_LEN: 1539 |STR_TIME: 0.1787550449371338
> STR_ID: 3g65 |STR_LEN: 855 |STR_TIME: 0.22092819213867188
> STR_ID: 3g66 |STR_LEN: 945 |STR_TIME: 0.0711219310760498
> STR_ID: 3g67 |STR_LEN: 1078 |STR_TIME: 0.0730898380279541
> STR_ID: 3g68 |STR_LEN: 1322 |STR_TIME: 0.15323185920715332
> STR_ID: 3g69 |STR_LEN: 860 |STR_TIME: 0.06872725486755371
> STR_ID: 3g6a |STR_LEN: 1134 |STR_TIME: 0.15871882438659668
> STR_ID: 3g6b |STR_LEN: 841 |STR_TIME: 0.07098102569580078
> STR_ID: 3g6d |STR_LEN: 540 |STR_TIME: 0.07423114776611328
> STR_ID: 3g6e |STR_LEN: 14780 |STR_TIME: 2.30850887298584
> STR_ID: 3g6g |STR_LEN: 589 |STR_TIME: 0.15412211418151855
> STR_ID: 3g6h |STR_LEN: 639 |STR_TIME: 0.08080005645751953
> STR_ID: 3g6i |STR_LEN: 441 |STR_TIME: 0.03449535369873047
> STR_ID: 3g6j |STR_LEN: 3962 |STR_TIME: 0.8393242359161377
> STR_ID: 3g6k |STR_LEN: 3682 |STR_TIME: 0.43006420135498047
> STR_ID: 3g6l |STR_LEN: 829 |STR_TIME: 0.06307196617126465
> STR_ID: 3g6m |STR_LEN: 1052 |STR_TIME: 0.1568748950958252
> STR_ID: 3g6n |STR_LEN: 502 |STR_TIME: 0.05716300010681152
> STR_ID: 3g6o |STR_LEN: 918 |STR_TIME: 0.19594216346740723
> STR_ID: 3g6p |STR_LEN: 313 |STR_TIME: 0.04921412467956543
> STR_ID: 3g6q |STR_LEN: 224 |STR_TIME: 0.03981494903564453
> STR_ID: 3g6r |STR_LEN: 336 |STR_TIME: 0.04741501808166504
> STR_ID: 3g6s |STR_LEN: 344 |STR_TIME: 0.04096484184265137
> STR_ID: 3g6t |STR_LEN: 289 |STR_TIME: 0.043977975845336914
> STR_ID: 3g6u |STR_LEN: 272 |STR_TIME: 0.0435788631439209
> STR_ID: 3g6v |STR_LEN: 563 |STR_TIME: 0.09546995162963867
> STR_ID: 3g6w |STR_LEN: 892 |STR_TIME: 0.12169885635375977
> STR_ID: 3g6x |STR_LEN: 610 |STR_TIME: 0.06780505180358887
> STR_ID: 3g6y |STR_LEN: 604 |STR_TIME: 0.08802199363708496
> STR_ID: 3g6z |STR_LEN: 1111 |STR_TIME: 0.1028890609741211
> STR_ID: 4g61 |STR_LEN: 793 |STR_TIME: 0.10077810287475586
> STR_ID: 4g63 |STR_LEN: 545 |STR_TIME: 0.10326504707336426
> STR_ID: 4g65 |STR_LEN: 1360 |STR_TIME: 0.18197202682495117
> STR_ID: 4g67 |STR_LEN: 757 |STR_TIME: 0.0806589126586914
> STR_ID: 4g68 |STR_LEN: 2178 |STR_TIME: 0.2264268398284912
> STR_ID: 4g69 |STR_LEN: 209 |STR_TIME: 0.018848657608032227
> STR_ID: 4g6a |STR_LEN: 1091 |STR_TIME: 0.1613008975982666
> STR_ID: 4g6b |STR_LEN: 1652 |STR_TIME: 0.14521288871765137
> STR_ID: 4g6c |STR_LEN: 1216 |STR_TIME: 0.15403389930725098
> STR_ID: 4g6d |STR_LEN: 314 |STR_TIME: 0.052825927734375
> STR_ID: 4g6f |STR_LEN: 1430 |STR_TIME: 0.2139902114868164
> STR_ID: 4g6g |STR_LEN: 1415 |STR_TIME: 0.18326306343078613
> STR_ID: 4g6h |STR_LEN: 1499 |STR_TIME: 0.1876211166381836
> STR_ID: 4g6i |STR_LEN: 840 |STR_TIME: 0.08733606338500977
> STR_ID: 4g6j |STR_LEN: 882 |STR_TIME: 0.1082601547241211
> STR_ID: 4g6k |STR_LEN: 942 |STR_TIME: 0.1415388584136963
> STR_ID: 4g6l |STR_LEN: 644 |STR_TIME: 0.11708903312683105
> STR_ID: 4g6m |STR_LEN: 1025 |STR_TIME: 0.14957332611083984
> STR_ID: 4g6n |STR_LEN: 531 |STR_TIME: 0.06927895545959473
> STR_ID: 4g6o |STR_LEN: 529 |STR_TIME: 0.06899595260620117
> STR_ID: 4g6p |STR_LEN: 68 |STR_TIME: 0.023671865463256836
> STR_ID: 4g6q |STR_LEN: 500 |STR_TIME: 0.06682395935058594
> STR_ID: 4g6r |STR_LEN: 69 |STR_TIME: 0.05723690986633301
> STR_ID: 4g6s |STR_LEN: 68 |STR_TIME: 0.023859024047851562
> STR_ID: 4g6t |STR_LEN: 315 |STR_TIME: 0.03402972221374512
> STR_ID: 4g6u |STR_LEN: 461 |STR_TIME: 0.0677950382232666
> STR_ID: 4g6v |STR_LEN: 977 |STR_TIME: 0.1341869831085205
> STR_ID: 4g6w |STR_LEN: 340 |STR_TIME: 0.06968498229980469
> STR_ID: 4g6x |STR_LEN: 226 |STR_TIME: 0.024940013885498047
> STR_ID: 4g6z |STR_LEN: 584 |STR_TIME: 0.07015776634216309
> STR_ID: 5g60 |STR_LEN: 3622 |STR_TIME: 0.38607311248779297
> STR_ID: 5g61 |STR_LEN: 3076 |STR_TIME: 0.37459802627563477
> STR_ID: 5g62 |STR_LEN: 1874 |STR_TIME: 0.26955485343933105
> STR_ID: 5g64 |STR_LEN: 1473 |STR_TIME: 0.3037118911743164
> STR_ID: 5g65 |STR_LEN: 540 |STR_TIME: 0.07677388191223145
> STR_ID: 5g66 |STR_LEN: 705 |STR_TIME: 0.08008813858032227
> STR_ID: 5g67 |STR_LEN: 582 |STR_TIME: 0.13480305671691895
> STR_ID: 5g68 |STR_LEN: 696 |STR_TIME: 0.08172202110290527
> STR_ID: 5g69 |STR_LEN: 667 |STR_TIME: 0.07464194297790527
> STR_ID: 5g6a |STR_LEN: 663 |STR_TIME: 0.10977983474731445
> STR_ID: 5g6b |STR_LEN: 661 |STR_TIME: 0.07479214668273926
> STR_ID: 5g6c |STR_LEN: 561 |STR_TIME: 0.0708458423614502
> STR_ID: 5g6d |STR_LEN: 669 |STR_TIME: 0.07931232452392578
> STR_ID: 5g6e |STR_LEN: 429 |STR_TIME: 0.10811901092529297
> STR_ID: 5g6f |STR_LEN: 623 |STR_TIME: 0.07614612579345703
> STR_ID: 5g6g |STR_LEN: 590 |STR_TIME: 0.07562088966369629
> STR_ID: 5g6h |STR_LEN: 644 |STR_TIME: 0.08218908309936523
> STR_ID: 5g6i |STR_LEN: 617 |STR_TIME: 0.10633301734924316
> STR_ID: 5g6j |STR_LEN: 618 |STR_TIME: 0.08115100860595703
> STR_ID: 5g6k |STR_LEN: 608 |STR_TIME: 0.07744479179382324
> STR_ID: 5g6l |STR_LEN: 418 |STR_TIME: 0.0899813175201416
> STR_ID: 5g6m |STR_LEN: 685 |STR_TIME: 0.07248997688293457
> STR_ID: 5g6n |STR_LEN: 572 |STR_TIME: 0.07696008682250977
> STR_ID: 5g6o |STR_LEN: 639 |STR_TIME: 0.07365298271179199
> STR_ID: 5g6p |STR_LEN: 495 |STR_TIME: 0.10365414619445801
> STR_ID: 5g6q |STR_LEN: 647 |STR_TIME: 0.07735705375671387
> STR_ID: 5g6r |STR_LEN: 743 |STR_TIME: 0.08018207550048828
> STR_ID: 5g6s |STR_LEN: 2855 |STR_TIME: 0.3896059989929199
> STR_ID: 5g6t |STR_LEN: 1027 |STR_TIME: 0.14561700820922852
> STR_ID: 5g6v |STR_LEN: 878 |STR_TIME: 0.09341001510620117
>> FINISH_DIR: ./data/g/g6/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 1117 |DIR_TIME: 26.01228904724121 

>> START_DIR: ./data/g/g7/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1g70 |STR_LEN: 48 |STR_TIME: 0.40819215774536133
> STR_ID: 1g71 |STR_LEN: 1038 |STR_TIME: 0.14876294136047363
> STR_ID: 1g72 |STR_LEN: 1874 |STR_TIME: 0.2142961025238037
> STR_ID: 1g73 |STR_LEN: 507 |STR_TIME: 0.13307619094848633
> STR_ID: 1g74 |STR_LEN: 252 |STR_TIME: 0.025709152221679688
> STR_ID: 1g75 |STR_LEN: 176 |STR_TIME: 0.012278079986572266
> STR_ID: 1g76 |STR_LEN: 273 |STR_TIME: 0.034684181213378906
> STR_ID: 1g77 |STR_LEN: 301 |STR_TIME: 0.03652000427246094
> STR_ID: 1g78 |STR_LEN: 291 |STR_TIME: 0.033447980880737305
> STR_ID: 1g79 |STR_LEN: 349 |STR_TIME: 0.03415107727050781
> STR_ID: 1g7a |STR_LEN: 493 |STR_TIME: 0.07170820236206055
> STR_ID: 1g7b |STR_LEN: 429 |STR_TIME: 0.11373710632324219
> STR_ID: 1g7c |STR_LEN: 979 |STR_TIME: 0.08312511444091797
> STR_ID: 1g7d |STR_LEN: 106 |STR_TIME: 0.7482638359069824
> STR_ID: 1g7e |STR_LEN: 122 |STR_TIME: 0.8714921474456787
> STR_ID: 1g7f |STR_LEN: 760 |STR_TIME: 0.057508230209350586
> STR_ID: 1g7g |STR_LEN: 407 |STR_TIME: 0.04881000518798828
> STR_ID: 1g7h |STR_LEN: 502 |STR_TIME: 0.1774740219116211
> STR_ID: 1g7i |STR_LEN: 751 |STR_TIME: 0.05948805809020996
> STR_ID: 1g7j |STR_LEN: 696 |STR_TIME: 0.059459686279296875
> STR_ID: 1g7k |STR_LEN: 1290 |STR_TIME: 0.14327192306518555
> STR_ID: 1g7l |STR_LEN: 563 |STR_TIME: 0.08134794235229492
> STR_ID: 1g7m |STR_LEN: 468 |STR_TIME: 0.04932808876037598
> STR_ID: 1g7n |STR_LEN: 216 |STR_TIME: 0.025090694427490234
> STR_ID: 1g7o |STR_LEN: 215 |STR_TIME: 1.6442592144012451
> STR_ID: 1g7p |STR_LEN: 667 |STR_TIME: 0.06400585174560547
> STR_ID: 1g7q |STR_LEN: 620 |STR_TIME: 0.05964303016662598
> STR_ID: 1g7r |STR_LEN: 824 |STR_TIME: 0.20660805702209473
> STR_ID: 1g7s |STR_LEN: 1024 |STR_TIME: 0.08894634246826172
> STR_ID: 1g7t |STR_LEN: 899 |STR_TIME: 0.08565187454223633
> STR_ID: 1g7u |STR_LEN: 300 |STR_TIME: 0.04104495048522949
> STR_ID: 1g7v |STR_LEN: 306 |STR_TIME: 0.07841897010803223
> STR_ID: 1g7w |STR_LEN: 585 |STR_TIME: 0.0595550537109375
> STR_ID: 1g7x |STR_LEN: 584 |STR_TIME: 0.060163021087646484
> STR_ID: 1g7y |STR_LEN: 1558 |STR_TIME: 0.23105216026306152
> STR_ID: 1g7z |STR_LEN: 16 |STR_TIME: 0.17452287673950195
> STR_ID: 2g70 |STR_LEN: 613 |STR_TIME: 0.11403107643127441
> STR_ID: 2g71 |STR_LEN: 809 |STR_TIME: 0.08149003982543945
> STR_ID: 2g72 |STR_LEN: 795 |STR_TIME: 0.08779525756835938
> STR_ID: 2g73 |STR_LEN: 477 |STR_TIME: 0.05277705192565918
> STR_ID: 2g74 |STR_LEN: 526 |STR_TIME: 0.0562281608581543
> STR_ID: 2g75 |STR_LEN: 1034 |STR_TIME: 0.1656169891357422
> STR_ID: 2g76 |STR_LEN: 885 |STR_TIME: 0.10080409049987793
> STR_ID: 2g77 |STR_LEN: 923 |STR_TIME: 0.11892104148864746
> STR_ID: 2g78 |STR_LEN: 326 |STR_TIME: 0.03368210792541504
> STR_ID: 2g79 |STR_LEN: 296 |STR_TIME: 0.03153419494628906
> STR_ID: 2g7b |STR_LEN: 390 |STR_TIME: 0.035453081130981445
> STR_ID: 2g7c |STR_LEN: 930 |STR_TIME: 0.0927579402923584
> STR_ID: 2g7e |STR_LEN: 371 |STR_TIME: 0.03340864181518555
> STR_ID: 2g7f |STR_LEN: 387 |STR_TIME: 0.03664827346801758
> STR_ID: 2g7g |STR_LEN: 325 |STR_TIME: 0.07456469535827637
> STR_ID: 2g7h |STR_LEN: 167 |STR_TIME: 0.552161693572998
> STR_ID: 2g7i |STR_LEN: 301 |STR_TIME: 0.019879817962646484
> STR_ID: 2g7j |STR_LEN: 112 |STR_TIME: 0.807858943939209
> STR_ID: 2g7k |STR_LEN: 800 |STR_TIME: 0.16461682319641113
> STR_ID: 2g7l |STR_LEN: 260 |STR_TIME: 0.03023815155029297
> STR_ID: 2g7m |STR_LEN: 2108 |STR_TIME: 0.3802170753479004
> STR_ID: 2g7n |STR_LEN: 595 |STR_TIME: 0.0678861141204834
> STR_ID: 2g7o |STR_LEN: 123 |STR_TIME: 0.010885000228881836
> STR_ID: 2g7p |STR_LEN: 1061 |STR_TIME: 0.1302478313446045
> STR_ID: 2g7q |STR_LEN: 982 |STR_TIME: 0.18045616149902344
