>> START_DIR: ./data/v/v0/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1v00 |STR_LEN: 2092 |STR_TIME: 0.16711711883544922
> STR_ID: 5v5h |STR_LEN: 468 |STR_TIME: 0.12525582313537598
> STR_ID: 5v5i |STR_LEN: 615 |STR_TIME: 0.13332319259643555
> STR_ID: 5v5s |STR_LEN: 6435 |STR_TIME: 1.0216679573059082
> STR_ID: 5v5z |STR_LEN: 490 |STR_TIME: 0.07134103775024414
>> FINISH_DIR: ./data/v/v5/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 859 |DIR_TIME: 265.64762020111084 

>> START_DIR: ./data/v/v6/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1v60 |STR_LEN: 123 |STR_TIME: 0.8116979598999023
> STR_ID: 1v61 |STR_LEN: 132 |STR_TIME: 0.8676578998565674
> STR_ID: 1v62 |STR_LEN: 117 |STR_TIME: 0.8429379463195801
> STR_ID: 1v63 |STR_LEN: 101 |STR_TIME: 0.8354172706604004
> STR_ID: 1v64 |STR_LEN: 108 |STR_TIME: 0.8384387493133545
> STR_ID: 1v65 |STR_LEN: 64 |STR_TIME: 0.48514294624328613
> STR_ID: 1v66 |STR_LEN: 65 |STR_TIME: 0.47031307220458984
> STR_ID: 1v67 |STR_LEN: 313 |STR_TIME: 0.027614116668701172
> STR_ID: 1v6a |STR_LEN: 935 |STR_TIME: 0.09788990020751953
> STR_ID: 1v6b |STR_LEN: 118 |STR_TIME: 0.7670390605926514
> STR_ID: 1v6c |STR_LEN: 1343 |STR_TIME: 0.17557001113891602
> STR_ID: 1v6d |STR_LEN: 394 |STR_TIME: 0.03535795211791992
> STR_ID: 1v6e |STR_LEN: 95 |STR_TIME: 0.6950931549072266
> STR_ID: 1v6f |STR_LEN: 151 |STR_TIME: 1.0457000732421875
> STR_ID: 1v6g |STR_LEN: 83 |STR_TIME: 0.6168990135192871
> STR_ID: 1v6h |STR_LEN: 696 |STR_TIME: 0.05205082893371582
> STR_ID: 1v6i |STR_LEN: 1367 |STR_TIME: 0.1433401107788086
> STR_ID: 1v6j |STR_LEN: 1133 |STR_TIME: 0.25757789611816406
> STR_ID: 1v6k |STR_LEN: 1343 |STR_TIME: 0.1416792869567871
> STR_ID: 1v6l |STR_LEN: 1306 |STR_TIME: 0.17854094505310059
> STR_ID: 1v6m |STR_LEN: 2232 |STR_TIME: 0.30538201332092285
> STR_ID: 1v6n |STR_LEN: 2079 |STR_TIME: 0.3128030300140381
> STR_ID: 1v6o |STR_LEN: 2132 |STR_TIME: 0.2626228332519531
> STR_ID: 1v6p |STR_LEN: 389 |STR_TIME: 0.09498906135559082
> STR_ID: 1v6q |STR_LEN: 63 |STR_TIME: 0.0039081573486328125
> STR_ID: 1v6r |STR_LEN: 21 |STR_TIME: 0.11728310585021973
> STR_ID: 1v6s |STR_LEN: 1521 |STR_TIME: 0.12993478775024414
> STR_ID: 1v6t |STR_LEN: 426 |STR_TIME: 0.08685517311096191
> STR_ID: 1v6u |STR_LEN: 1518 |STR_TIME: 0.13295698165893555
> STR_ID: 1v6v |STR_LEN: 1834 |STR_TIME: 0.17841100692749023
> STR_ID: 1v6w |STR_LEN: 1837 |STR_TIME: 0.14336490631103516
> STR_ID: 1v6x |STR_LEN: 1636 |STR_TIME: 0.18929195404052734
> STR_ID: 1v6y |STR_LEN: 556 |STR_TIME: 0.05191802978515625
> STR_ID: 1v6z |STR_LEN: 951 |STR_TIME: 0.07494091987609863
> STR_ID: 2v60 |STR_LEN: 1753 |STR_TIME: 0.22192692756652832
> STR_ID: 2v61 |STR_LEN: 1918 |STR_TIME: 0.16713976860046387
> STR_ID: 2v62 |STR_LEN: 958 |STR_TIME: 0.1369011402130127
> STR_ID: 2v63 |STR_LEN: 7798 |STR_TIME: 0.924077033996582
> STR_ID: 2v64 |STR_LEN: 1202 |STR_TIME: 0.23745012283325195
> STR_ID: 2v65 |STR_LEN: 956 |STR_TIME: 0.10196709632873535
> STR_ID: 2v66 |STR_LEN: 569 |STR_TIME: 0.16942596435546875
> STR_ID: 2v67 |STR_LEN: 7712 |STR_TIME: 0.9266958236694336
> STR_ID: 2v68 |STR_LEN: 7191 |STR_TIME: 0.996284008026123
> STR_ID: 2v69 |STR_LEN: 5236 |STR_TIME: 0.9787840843200684
> STR_ID: 2v6a |STR_LEN: 8416 |STR_TIME: 1.0784289836883545
> STR_ID: 2v6b |STR_LEN: 1237 |STR_TIME: 0.2532801628112793
> STR_ID: 2v6c |STR_LEN: 408 |STR_TIME: 0.04959988594055176
> STR_ID: 2v6e |STR_LEN: 1154 |STR_TIME: 0.18327927589416504
> STR_ID: 2v6f |STR_LEN: 495 |STR_TIME: 0.1589796543121338
> STR_ID: 2v6g |STR_LEN: 524 |STR_TIME: 0.06875991821289062
> STR_ID: 2v6h |STR_LEN: 274 |STR_TIME: 0.01868915557861328
> STR_ID: 2v6i |STR_LEN: 593 |STR_TIME: 0.06535506248474121
> STR_ID: 2v6j |STR_LEN: 514 |STR_TIME: 0.06259894371032715
> STR_ID: 2v6k |STR_LEN: 1151 |STR_TIME: 0.12384510040283203
> STR_ID: 2v6l |STR_LEN: 2296 |STR_TIME: 0.05295205116271973
> STR_ID: 2v6m |STR_LEN: 1742 |STR_TIME: 0.21128392219543457
> STR_ID: 2v6n |STR_LEN: 670 |STR_TIME: 0.05002903938293457
> STR_ID: 2v6o |STR_LEN: 904 |STR_TIME: 0.09391498565673828
> STR_ID: 2v6q |STR_LEN: 211 |STR_TIME: 0.03164792060852051
> STR_ID: 2v6s |STR_LEN: 419 |STR_TIME: 0.035920143127441406
> STR_ID: 2v6t |STR_LEN: 212 |STR_TIME: 0.02821803092956543
> STR_ID: 2v6u |STR_LEN: 490 |STR_TIME: 0.08702993392944336
> STR_ID: 2v6v |STR_LEN: 710 |STR_TIME: 0.0470271110534668
> STR_ID: 2v6w |STR_LEN: 89 |STR_TIME: 0.006319284439086914
> STR_ID: 2v6x |STR_LEN: 156 |STR_TIME: 0.018862009048461914
> STR_ID: 2v6y |STR_LEN: 157 |STR_TIME: 0.023559093475341797
> STR_ID: 2v6z |STR_LEN: 75 |STR_TIME: 0.45554089546203613
> STR_ID: 3v60 |STR_LEN: 441 |STR_TIME: 0.05041813850402832
> STR_ID: 3v61 |STR_LEN: 436 |STR_TIME: 0.04909706115722656
> STR_ID: 3v62 |STR_LEN: 769 |STR_TIME: 0.15132617950439453
> STR_ID: 3v64 |STR_LEN: 1174 |STR_TIME: 0.2209630012512207
> STR_ID: 3v65 |STR_LEN: 1091 |STR_TIME: 0.1966559886932373
> STR_ID: 3v66 |STR_LEN: 674 |STR_TIME: 0.05647587776184082
> STR_ID: 3v67 |STR_LEN: 363 |STR_TIME: 0.09469890594482422
> STR_ID: 3v68 |STR_LEN: 494 |STR_TIME: 0.04176497459411621
> STR_ID: 3v69 |STR_LEN: 356 |STR_TIME: 0.04745292663574219
> STR_ID: 3v6a |STR_LEN: 480 |STR_TIME: 0.05956411361694336
> STR_ID: 3v6b |STR_LEN: 281 |STR_TIME: 0.04517388343811035
> STR_ID: 3v6c |STR_LEN: 702 |STR_TIME: 0.11649298667907715
> STR_ID: 3v6d |STR_LEN: 2021 |STR_TIME: 0.36224913597106934
> STR_ID: 3v6e |STR_LEN: 610 |STR_TIME: 0.06778192520141602
> STR_ID: 3v6f |STR_LEN: 2202 |STR_TIME: 0.39661526679992676
> STR_ID: 3v6g |STR_LEN: 411 |STR_TIME: 0.06290292739868164
> STR_ID: 3v6h |STR_LEN: 957 |STR_TIME: 0.2052779197692871
> STR_ID: 3v6i |STR_LEN: 676 |STR_TIME: 0.09655404090881348
> STR_ID: 3v6j |STR_LEN: 908 |STR_TIME: 0.19308209419250488
> STR_ID: 3v6k |STR_LEN: 768 |STR_TIME: 0.15084123611450195
> STR_ID: 3v6l |STR_LEN: 756 |STR_TIME: 0.11939525604248047
> STR_ID: 3v6m |STR_LEN: 1700 |STR_TIME: 0.32469987869262695
> STR_ID: 3v6n |STR_LEN: 580 |STR_TIME: 0.09016704559326172
> STR_ID: 3v6o |STR_LEN: 2117 |STR_TIME: 0.30940890312194824
> STR_ID: 3v6p |STR_LEN: 422 |STR_TIME: 0.06793498992919922
> STR_ID: 3v6q |STR_LEN: 1128 |STR_TIME: 0.14140701293945312
> STR_ID: 3v6r |STR_LEN: 954 |STR_TIME: 0.1339411735534668
> STR_ID: 3v6s |STR_LEN: 907 |STR_TIME: 0.15728402137756348
> STR_ID: 3v6t |STR_LEN: 2092 |STR_TIME: 0.23073792457580566
> STR_ID: 3v6y |STR_LEN: 512 |STR_TIME: 0.11199307441711426
> STR_ID: 3v6z |STR_LEN: 1176 |STR_TIME: 0.19934487342834473
> STR_ID: 4v60 |STR_LEN: 31668 |STR_TIME: 5.75099515914917
> STR_ID: 4v61 |STR_LEN: 10362 |STR_TIME: 3.2332231998443604
> STR_ID: 4v62 |STR_LEN: 5454 |STR_TIME: 1.5159008502960205
> STR_ID: 4v63 |STR_LEN: 24041 |STR_TIME: 7.994548082351685
> STR_ID: 4v64 |STR_LEN: 22391 |STR_TIME: 7.1287219524383545
> STR_ID: 4v65 |STR_LEN: 10740 |STR_TIME: 3.8438048362731934
> STR_ID: 4v66 |STR_LEN: 10740 |STR_TIME: 4.162773847579956
> STR_ID: 4v67 |STR_LEN: 24054 |STR_TIME: 8.224849224090576
> STR_ID: 4v68 |STR_LEN: 11173 |STR_TIME: 3.4774158000946045
> STR_ID: 4v69 |STR_LEN: 11135 |STR_TIME: 4.191881895065308
> STR_ID: 4v6a |STR_LEN: 22328 |STR_TIME: 7.521059036254883
> STR_ID: 4v6b |STR_LEN: 25706 |STR_TIME: 5.1888587474823
> STR_ID: 4v6c |STR_LEN: 22514 |STR_TIME: 8.374667882919312
> STR_ID: 4v6d |STR_LEN: 22560 |STR_TIME: 7.620035886764526
> STR_ID: 4v6e |STR_LEN: 22594 |STR_TIME: 7.898505926132202
> STR_ID: 4v6f |STR_LEN: 26945 |STR_TIME: 7.7265238761901855
> STR_ID: 4v6g |STR_LEN: 23694 |STR_TIME: 7.90485405921936
> STR_ID: 4v6h |STR_LEN: 16828 |STR_TIME: 2.9133851528167725
> STR_ID: 4v6i |STR_LEN: 16104 |STR_TIME: 5.660143136978149
> STR_ID: 4v6k |STR_LEN: 11394 |STR_TIME: 3.728461742401123
> STR_ID: 4v6l |STR_LEN: 11394 |STR_TIME: 4.012294769287109
> STR_ID: 4v6m |STR_LEN: 12025 |STR_TIME: 4.123096227645874
> STR_ID: 4v6n |STR_LEN: 11191 |STR_TIME: 3.8325698375701904
> STR_ID: 4v6o |STR_LEN: 11191 |STR_TIME: 3.986523151397705
> STR_ID: 4v6p |STR_LEN: 11191 |STR_TIME: 4.088034629821777
> STR_ID: 4v6q |STR_LEN: 11191 |STR_TIME: 3.921337842941284
> STR_ID: 4v6r |STR_LEN: 11191 |STR_TIME: 4.117976665496826
> STR_ID: 4v6s |STR_LEN: 11113 |STR_TIME: 3.9348747730255127
> STR_ID: 4v6t |STR_LEN: 11478 |STR_TIME: 4.080657958984375
> STR_ID: 4v6u |STR_LEN: 13611 |STR_TIME: 4.692245960235596
> STR_ID: 4v6v |STR_LEN: 11752 |STR_TIME: 4.166476726531982
> STR_ID: 4v6w |STR_LEN: 19288 |STR_TIME: 6.2424798011779785
> STR_ID: 4v6x |STR_LEN: 19850 |STR_TIME: 6.115644216537476
> STR_ID: 4v6y |STR_LEN: 10696 |STR_TIME: 3.992769956588745
> STR_ID: 4v6z |STR_LEN: 10696 |STR_TIME: 4.0390191078186035
> STR_ID: 5v68 |STR_LEN: 1675 |STR_TIME: 0.22649288177490234
> STR_ID: 5v69 |STR_LEN: 496 |STR_TIME: 0.06055092811584473
> STR_ID: 5v6a |STR_LEN: 418 |STR_TIME: 0.05704188346862793
> STR_ID: 5v6b |STR_LEN: 1168 |STR_TIME: 0.11306524276733398
> STR_ID: 5v6d |STR_LEN: 4502 |STR_TIME: 1.04190993309021
> STR_ID: 5v6e |STR_LEN: 596 |STR_TIME: 0.11443877220153809
> STR_ID: 5v6g |STR_LEN: 1449 |STR_TIME: 0.16675901412963867
> STR_ID: 5v6h |STR_LEN: 591 |STR_TIME: 0.09900498390197754
> STR_ID: 5v6q |STR_LEN: 2126 |STR_TIME: 0.2911708354949951
> STR_ID: 5v6r |STR_LEN: 1106 |STR_TIME: 0.2195878028869629
> STR_ID: 5v6t |STR_LEN: 703 |STR_TIME: 0.1216897964477539
>> FINISH_DIR: ./data/v/v6/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 1003 |DIR_TIME: 212.7433021068573 

>> START_DIR: ./data/v/v7/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1v70 |STR_LEN: 228 |STR_TIME: 0.020193099975585938
> STR_ID: 1v71 |STR_LEN: 576 |STR_TIME: 0.04816770553588867
> STR_ID: 1v72 |STR_LEN: 553 |STR_TIME: 0.049278974533081055
> STR_ID: 1v73 |STR_LEN: 781 |STR_TIME: 0.1250901222229004
> STR_ID: 1v74 |STR_LEN: 390 |STR_TIME: 0.034449100494384766
> STR_ID: 1v75 |STR_LEN: 697 |STR_TIME: 0.0592348575592041
> STR_ID: 1v76 |STR_LEN: 329 |STR_TIME: 0.029288053512573242
> STR_ID: 1v77 |STR_LEN: 427 |STR_TIME: 0.038697004318237305
> STR_ID: 1v79 |STR_LEN: 497 |STR_TIME: 0.053917884826660156
> STR_ID: 1v7a |STR_LEN: 537 |STR_TIME: 0.09084796905517578
> STR_ID: 1v7c |STR_LEN: 2293 |STR_TIME: 0.20787978172302246
> STR_ID: 1v7f |STR_LEN: 30 |STR_TIME: 0.2535240650177002
> STR_ID: 1v7h |STR_LEN: 70 |STR_TIME: 0.004216194152832031
> STR_ID: 1v7l |STR_LEN: 619 |STR_TIME: 0.053069114685058594
> STR_ID: 1v7m |STR_LEN: 1304 |STR_TIME: 0.21358203887939453
> STR_ID: 1v7n |STR_LEN: 2447 |STR_TIME: 0.3524301052093506
> STR_ID: 1v7o |STR_LEN: 415 |STR_TIME: 0.0473477840423584
> STR_ID: 1v7p |STR_LEN: 921 |STR_TIME: 0.07705998420715332
> STR_ID: 1v7q |STR_LEN: 296 |STR_TIME: 0.028311967849731445
> STR_ID: 1v7r |STR_LEN: 389 |STR_TIME: 0.09168314933776855
> STR_ID: 1v7s |STR_LEN: 297 |STR_TIME: 0.028092145919799805
> STR_ID: 1v7t |STR_LEN: 488 |STR_TIME: 0.05490303039550781
> STR_ID: 1v7u |STR_LEN: 906 |STR_TIME: 0.07546091079711914
> STR_ID: 1v7v |STR_LEN: 1458 |STR_TIME: 0.15207600593566895
> STR_ID: 1v7w |STR_LEN: 1697 |STR_TIME: 0.13823413848876953
> STR_ID: 1v7x |STR_LEN: 1337 |STR_TIME: 0.16000795364379883
> STR_ID: 1v7y |STR_LEN: 586 |STR_TIME: 0.06778812408447266
> STR_ID: 1v7z |STR_LEN: 3413 |STR_TIME: 0.3019731044769287
> STR_ID: 2v70 |STR_LEN: 844 |STR_TIME: 0.1157388687133789
> STR_ID: 2v71 |STR_LEN: 320 |STR_TIME: 0.04676079750061035
> STR_ID: 2v72 |STR_LEN: 181 |STR_TIME: 0.020898103713989258
> STR_ID: 2v73 |STR_LEN: 586 |STR_TIME: 0.10715508460998535
> STR_ID: 2v74 |STR_LEN: 1591 |STR_TIME: 0.19162964820861816
> STR_ID: 2v75 |STR_LEN: 149 |STR_TIME: 0.014322042465209961
> STR_ID: 2v76 |STR_LEN: 799 |STR_TIME: 0.11575913429260254
> STR_ID: 2v77 |STR_LEN: 1400 |STR_TIME: 0.10520672798156738
> STR_ID: 2v78 |STR_LEN: 1395 |STR_TIME: 0.1771690845489502
> STR_ID: 2v79 |STR_LEN: 477 |STR_TIME: 0.04204916954040527
> STR_ID: 2v7a |STR_LEN: 711 |STR_TIME: 0.08372306823730469
> STR_ID: 2v7b |STR_LEN: 2042 |STR_TIME: 0.19788908958435059
> STR_ID: 2v7c |STR_LEN: 401 |STR_TIME: 0.04822206497192383
> STR_ID: 2v7d |STR_LEN: 1098 |STR_TIME: 0.14442896842956543
> STR_ID: 2v7e |STR_LEN: 751 |STR_TIME: 0.13263487815856934
> STR_ID: 2v7f |STR_LEN: 318 |STR_TIME: 0.034012794494628906
> STR_ID: 2v7g |STR_LEN: 3542 |STR_TIME: 0.4038381576538086
> STR_ID: 2v7h |STR_LEN: 970 |STR_TIME: 0.12120604515075684
> STR_ID: 2v7i |STR_LEN: 721 |STR_TIME: 0.05802297592163086
> STR_ID: 2v7j |STR_LEN: 468 |STR_TIME: 0.10296511650085449
> STR_ID: 2v7k |STR_LEN: 565 |STR_TIME: 0.06052589416503906
> STR_ID: 2v7l |STR_LEN: 503 |STR_TIME: 0.05235600471496582
> STR_ID: 2v7m |STR_LEN: 542 |STR_TIME: 0.05548691749572754
> STR_ID: 2v7n |STR_LEN: 2240 |STR_TIME: 0.2709009647369385
> STR_ID: 2v7o |STR_LEN: 419 |STR_TIME: 0.04548311233520508
> STR_ID: 2v7p |STR_LEN: 1762 |STR_TIME: 0.2306079864501953
> STR_ID: 2v7q |STR_LEN: 5274 |STR_TIME: 0.6069409847259521
> STR_ID: 2v7r |STR_LEN: 99 |STR_TIME: 0.007653951644897461
> STR_ID: 2v7s |STR_LEN: 234 |STR_TIME: 0.025686979293823242
> STR_ID: 2v7t |STR_LEN: 1327 |STR_TIME: 0.1372971534729004
> STR_ID: 2v7u |STR_LEN: 1623 |STR_TIME: 0.2240738868713379
> STR_ID: 2v7v |STR_LEN: 1600 |STR_TIME: 0.1364607810974121
> STR_ID: 2v7w |STR_LEN: 1461 |STR_TIME: 0.17771005630493164
> STR_ID: 2v7x |STR_LEN: 1219 |STR_TIME: 0.13605976104736328
> STR_ID: 2v7y |STR_LEN: 673 |STR_TIME: 0.0750267505645752
> STR_ID: 2v7z |STR_LEN: 862 |STR_TIME: 0.16571617126464844
> STR_ID: 3v70 |STR_LEN: 476 |STR_TIME: 0.07897615432739258
> STR_ID: 3v71 |STR_LEN: 372 |STR_TIME: 0.05575394630432129
> STR_ID: 3v72 |STR_LEN: 432 |STR_TIME: 0.05702471733093262
> STR_ID: 3v74 |STR_LEN: 723 |STR_TIME: 0.10614299774169922
> STR_ID: 3v75 |STR_LEN: 643 |STR_TIME: 0.05687999725341797
> STR_ID: 3v76 |STR_LEN: 495 |STR_TIME: 0.053910017013549805
> STR_ID: 3v77 |STR_LEN: 2541 |STR_TIME: 0.2837088108062744
> STR_ID: 3v78 |STR_LEN: 411 |STR_TIME: 0.06539416313171387
> STR_ID: 3v79 |STR_LEN: 752 |STR_TIME: 0.15274810791015625
> STR_ID: 3v7a |STR_LEN: 1494 |STR_TIME: 0.28807592391967773
> STR_ID: 3v7b |STR_LEN: 533 |STR_TIME: 0.05836629867553711
> STR_ID: 3v7c |STR_LEN: 469 |STR_TIME: 0.051583051681518555
> STR_ID: 3v7d |STR_LEN: 1505 |STR_TIME: 0.2816801071166992
> STR_ID: 3v7e |STR_LEN: 467 |STR_TIME: 0.12193989753723145
> STR_ID: 3v7f |STR_LEN: 468 |STR_TIME: 0.0950472354888916
> STR_ID: 3v7i |STR_LEN: 408 |STR_TIME: 0.06580281257629395
> STR_ID: 3v7j |STR_LEN: 715 |STR_TIME: 0.07755708694458008
> STR_ID: 3v7k |STR_LEN: 481 |STR_TIME: 0.06990194320678711
> STR_ID: 3v7l |STR_LEN: 410 |STR_TIME: 0.09320712089538574
> STR_ID: 3v7m |STR_LEN: 366 |STR_TIME: 0.033120155334472656
> STR_ID: 3v7n |STR_LEN: 951 |STR_TIME: 0.08837485313415527
> STR_ID: 3v7o |STR_LEN: 481 |STR_TIME: 0.05968618392944336
> STR_ID: 3v7p |STR_LEN: 645 |STR_TIME: 0.10865187644958496
> STR_ID: 3v7q |STR_LEN: 542 |STR_TIME: 0.048117876052856445
> STR_ID: 3v7r |STR_LEN: 469 |STR_TIME: 0.05205988883972168
> STR_ID: 3v7s |STR_LEN: 380 |STR_TIME: 0.04970383644104004
> STR_ID: 3v7t |STR_LEN: 1562 |STR_TIME: 0.1806201934814453
> STR_ID: 3v7u |STR_LEN: 377 |STR_TIME: 0.053288936614990234
> STR_ID: 3v7v |STR_LEN: 401 |STR_TIME: 0.03233218193054199
> STR_ID: 3v7w |STR_LEN: 353 |STR_TIME: 0.050472259521484375
> STR_ID: 3v7x |STR_LEN: 616 |STR_TIME: 0.06356501579284668
> STR_ID: 3v7y |STR_LEN: 364 |STR_TIME: 0.089691162109375
> STR_ID: 3v7z |STR_LEN: 691 |STR_TIME: 0.07361102104187012
> STR_ID: 4v70 |STR_LEN: 10696 |STR_TIME: 3.304273843765259
> STR_ID: 4v71 |STR_LEN: 10696 |STR_TIME: 3.697053909301758
> STR_ID: 4v72 |STR_LEN: 10696 |STR_TIME: 3.768448829650879
> STR_ID: 4v73 |STR_LEN: 10696 |STR_TIME: 3.9377028942108154
> STR_ID: 4v74 |STR_LEN: 10696 |STR_TIME: 3.8654582500457764
> STR_ID: 4v75 |STR_LEN: 10696 |STR_TIME: 3.8419129848480225
> STR_ID: 4v76 |STR_LEN: 10696 |STR_TIME: 3.9208879470825195
> STR_ID: 4v77 |STR_LEN: 10696 |STR_TIME: 3.811875820159912
> STR_ID: 4v78 |STR_LEN: 10696 |STR_TIME: 3.825301170349121
> STR_ID: 4v79 |STR_LEN: 10696 |STR_TIME: 4.0042290687561035
> STR_ID: 4v7a |STR_LEN: 10619 |STR_TIME: 3.9485156536102295
> STR_ID: 4v7b |STR_LEN: 11153 |STR_TIME: 3.961672782897949
> STR_ID: 4v7c |STR_LEN: 10709 |STR_TIME: 3.91544508934021
> STR_ID: 4v7d |STR_LEN: 11463 |STR_TIME: 3.988952159881592
> STR_ID: 4v7e |STR_LEN: 17350 |STR_TIME: 5.690792083740234
> STR_ID: 4v7f |STR_LEN: 12068 |STR_TIME: 1.3594608306884766
> STR_ID: 4v7g |STR_LEN: 13770 |STR_TIME: 3.0594980716705322
> STR_ID: 4v7h |STR_LEN: 12073 |STR_TIME: 4.05060601234436
> STR_ID: 4v7i |STR_LEN: 11044 |STR_TIME: 3.663424015045166
> STR_ID: 4v7j |STR_LEN: 22574 |STR_TIME: 7.5262908935546875
> STR_ID: 4v7k |STR_LEN: 22576 |STR_TIME: 7.280639886856079
> STR_ID: 4v7l |STR_LEN: 22195 |STR_TIME: 7.636218070983887
> STR_ID: 4v7m |STR_LEN: 22040 |STR_TIME: 7.5703160762786865
> STR_ID: 4v7n |STR_LEN: 18416 |STR_TIME: 3.166179895401001
> STR_ID: 4v7o |STR_LEN: 20080 |STR_TIME: 5.431120157241821
> STR_ID: 4v7p |STR_LEN: 21690 |STR_TIME: 7.421160936355591
> STR_ID: 4v7q |STR_LEN: 12218 |STR_TIME: 2.385315179824829
> STR_ID: 4v7r |STR_LEN: 27372 |STR_TIME: 8.725100755691528
> STR_ID: 4v7s |STR_LEN: 22496 |STR_TIME: 7.621923208236694
> STR_ID: 4v7t |STR_LEN: 22508 |STR_TIME: 8.484031915664673
> STR_ID: 4v7u |STR_LEN: 22506 |STR_TIME: 7.9580512046813965
> STR_ID: 4v7v |STR_LEN: 22503 |STR_TIME: 7.690301895141602
> STR_ID: 4v7w |STR_LEN: 20917 |STR_TIME: 7.369909763336182
> STR_ID: 4v7x |STR_LEN: 20902 |STR_TIME: 7.632187843322754
> STR_ID: 4v7y |STR_LEN: 20866 |STR_TIME: 7.3251330852508545
> STR_ID: 4v7z |STR_LEN: 20891 |STR_TIME: 7.6457579135894775
> STR_ID: 5v72 |STR_LEN: 2426 |STR_TIME: 0.26500678062438965
> STR_ID: 5v77 |STR_LEN: 355 |STR_TIME: 0.04437112808227539
> STR_ID: 5v78 |STR_LEN: 6572 |STR_TIME: 0.9574551582336426
> STR_ID: 5v7b |STR_LEN: 440 |STR_TIME: 0.048908233642578125
> STR_ID: 5v7c |STR_LEN: 159 |STR_TIME: 0.02759695053100586
> STR_ID: 5v7g |STR_LEN: 3089 |STR_TIME: 0.2798769474029541
> STR_ID: 5v7n |STR_LEN: 2650 |STR_TIME: 1.142894983291626
> STR_ID: 5v7o |STR_LEN: 322 |STR_TIME: 0.04245615005493164
> STR_ID: 5v7r |STR_LEN: 521 |STR_TIME: 0.1338348388671875
> STR_ID: 5v7s |STR_LEN: 488 |STR_TIME: 0.0687108039855957
> STR_ID: 5v7t |STR_LEN: 241 |STR_TIME: 0.03516125679016113
> STR_ID: 5v7u |STR_LEN: 899 |STR_TIME: 0.09127306938171387
> STR_ID: 5v7w |STR_LEN: 481 |STR_TIME: 0.06943392753601074
>> FINISH_DIR: ./data/v/v7/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 1149 |DIR_TIME: 210.97607803344727 

>> START_DIR: ./data/v/v8/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1v80 |STR_LEN: 76 |STR_TIME: 0.22428107261657715
> STR_ID: 1v81 |STR_LEN: 76 |STR_TIME: 0.22353792190551758
> STR_ID: 1v82 |STR_LEN: 870 |STR_TIME: 0.07762980461120605
> STR_ID: 1v83 |STR_LEN: 905 |STR_TIME: 0.08264017105102539
> STR_ID: 1v84 |STR_LEN: 857 |STR_TIME: 0.12817621231079102
> STR_ID: 1v85 |STR_LEN: 91 |STR_TIME: 0.5573389530181885
> STR_ID: 1v86 |STR_LEN: 95 |STR_TIME: 0.6195101737976074
> STR_ID: 1v87 |STR_LEN: 116 |STR_TIME: 0.8040628433227539
> STR_ID: 1v88 |STR_LEN: 130 |STR_TIME: 0.9828650951385498
> STR_ID: 1v89 |STR_LEN: 118 |STR_TIME: 0.8660542964935303
> STR_ID: 1v8b |STR_LEN: 2287 |STR_TIME: 0.39495396614074707
> STR_ID: 1v8c |STR_LEN: 1216 |STR_TIME: 0.1900639533996582
> STR_ID: 1v8d |STR_LEN: 932 |STR_TIME: 0.08443331718444824
> STR_ID: 1v8e |STR_LEN: 508 |STR_TIME: 0.037290096282958984
> STR_ID: 1v8f |STR_LEN: 1291 |STR_TIME: 0.15095782279968262
> STR_ID: 1v8g |STR_LEN: 1201 |STR_TIME: 0.10016703605651855
> STR_ID: 1v8h |STR_LEN: 574 |STR_TIME: 0.03896975517272949
> STR_ID: 1v8i |STR_LEN: 209 |STR_TIME: 0.02169179916381836
> STR_ID: 1v8j |STR_LEN: 373 |STR_TIME: 0.04837989807128906
> STR_ID: 1v8k |STR_LEN: 445 |STR_TIME: 0.0532231330871582
> STR_ID: 1v8l |STR_LEN: 207 |STR_TIME: 0.06300997734069824
> STR_ID: 1v8m |STR_LEN: 203 |STR_TIME: 0.025841236114501953
> STR_ID: 1v8n |STR_LEN: 211 |STR_TIME: 0.020875930786132812
> STR_ID: 1v8o |STR_LEN: 1136 |STR_TIME: 0.15047335624694824
> STR_ID: 1v8p |STR_LEN: 1709 |STR_TIME: 0.2664070129394531
> STR_ID: 1v8q |STR_LEN: 283 |STR_TIME: 0.03938579559326172
> STR_ID: 1v8r |STR_LEN: 211 |STR_TIME: 0.02320408821105957
> STR_ID: 1v8s |STR_LEN: 209 |STR_TIME: 0.02372002601623535
> STR_ID: 1v8t |STR_LEN: 173 |STR_TIME: 0.022313833236694336
> STR_ID: 1v8u |STR_LEN: 225 |STR_TIME: 0.0235598087310791
> STR_ID: 1v8v |STR_LEN: 199 |STR_TIME: 0.06898713111877441
> STR_ID: 1v8w |STR_LEN: 213 |STR_TIME: 0.025077104568481445
