>> START_DIR: ./data/q/q0/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1q01 |STR_LEN: 38 |STR_TIME: 0.2670152187347412
> STR_ID: 3q5l |STR_LEN: 858 |STR_TIME: 0.1748340129852295
> STR_ID: 3q5m |STR_LEN: 238 |STR_TIME: 0.039988040924072266
> STR_ID: 3q5o |STR_LEN: 356 |STR_TIME: 0.039859771728515625
> STR_ID: 3q5p |STR_LEN: 317 |STR_TIME: 0.06249713897705078
> STR_ID: 3q5r |STR_LEN: 299 |STR_TIME: 0.08334708213806152
> STR_ID: 3q5s |STR_LEN: 309 |STR_TIME: 0.0462648868560791
> STR_ID: 3q5t |STR_LEN: 271 |STR_TIME: 0.04175710678100586
> STR_ID: 3q5u |STR_LEN: 622 |STR_TIME: 0.07408571243286133
> STR_ID: 3q5v |STR_LEN: 978 |STR_TIME: 0.12819504737854004
> STR_ID: 3q5w |STR_LEN: 410 |STR_TIME: 0.05683612823486328
> STR_ID: 3q5x |STR_LEN: 194 |STR_TIME: 0.028316020965576172
> STR_ID: 3q5y |STR_LEN: 1904 |STR_TIME: 0.2366788387298584
> STR_ID: 3q5z |STR_LEN: 500 |STR_TIME: 0.05455589294433594
> STR_ID: 4q50 |STR_LEN: 1752 |STR_TIME: 0.3657419681549072
> STR_ID: 4q51 |STR_LEN: 1005 |STR_TIME: 0.10114097595214844
> STR_ID: 4q52 |STR_LEN: 919 |STR_TIME: 0.14499998092651367
> STR_ID: 4q53 |STR_LEN: 425 |STR_TIME: 0.0527501106262207
> STR_ID: 4q56 |STR_LEN: 230 |STR_TIME: 0.022785186767578125
> STR_ID: 4q57 |STR_LEN: 744 |STR_TIME: 0.06610703468322754
> STR_ID: 4q58 |STR_LEN: 825 |STR_TIME: 0.19019508361816406
> STR_ID: 4q59 |STR_LEN: 621 |STR_TIME: 0.06994104385375977
> STR_ID: 4q5b |STR_LEN: 2024 |STR_TIME: 0.22084403038024902
> STR_ID: 4q5c |STR_LEN: 2246 |STR_TIME: 0.20577096939086914
> STR_ID: 4q5e |STR_LEN: 636 |STR_TIME: 0.11785125732421875
> STR_ID: 4q5f |STR_LEN: 552 |STR_TIME: 0.06767702102661133
> STR_ID: 4q5g |STR_LEN: 278 |STR_TIME: 0.0378718376159668
> STR_ID: 4q5h |STR_LEN: 632 |STR_TIME: 0.08010101318359375
> STR_ID: 4q5i |STR_LEN: 1642 |STR_TIME: 0.2704739570617676
> STR_ID: 4q5j |STR_LEN: 627 |STR_TIME: 0.13452696800231934
> STR_ID: 4q5k |STR_LEN: 694 |STR_TIME: 0.057457923889160156
> STR_ID: 4q5m |STR_LEN: 292 |STR_TIME: 0.03109002113342285
> STR_ID: 4q5n |STR_LEN: 592 |STR_TIME: 0.08489203453063965
> STR_ID: 4q5o |STR_LEN: 599 |STR_TIME: 0.08915901184082031
> STR_ID: 4q5p |STR_LEN: 403 |STR_TIME: 0.08578991889953613
> STR_ID: 4q5q |STR_LEN: 779 |STR_TIME: 0.06798791885375977
> STR_ID: 4q5r |STR_LEN: 1694 |STR_TIME: 0.25655198097229004
> STR_ID: 4q5s |STR_LEN: 3514 |STR_TIME: 0.7846992015838623
> STR_ID: 4q5t |STR_LEN: 415 |STR_TIME: 0.05030560493469238
> STR_ID: 4q5u |STR_LEN: 273 |STR_TIME: 0.033447265625
> STR_ID: 4q5v |STR_LEN: 1931 |STR_TIME: 0.33842992782592773
> STR_ID: 4q5w |STR_LEN: 883 |STR_TIME: 0.09660983085632324
> STR_ID: 4q5y |STR_LEN: 409 |STR_TIME: 0.04681229591369629
> STR_ID: 4q5z |STR_LEN: 10813 |STR_TIME: 2.552764892578125
>> FINISH_DIR: ./data/q/q5/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 798 |DIR_TIME: 28.37154507637024 

>> START_DIR: ./data/q/q6/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1q60 |STR_LEN: 99 |STR_TIME: 0.7422850131988525
> STR_ID: 1q61 |STR_LEN: 512 |STR_TIME: 0.05715489387512207
> STR_ID: 1q62 |STR_LEN: 465 |STR_TIME: 0.055725812911987305
> STR_ID: 1q63 |STR_LEN: 734 |STR_TIME: 0.2290349006652832
> STR_ID: 1q65 |STR_LEN: 593 |STR_TIME: 0.0547330379486084
> STR_ID: 1q66 |STR_LEN: 740 |STR_TIME: 0.05920577049255371
> STR_ID: 1q67 |STR_LEN: 463 |STR_TIME: 0.04841327667236328
> STR_ID: 1q68 |STR_LEN: 68 |STR_TIME: 0.23233985900878906
> STR_ID: 1q69 |STR_LEN: 49 |STR_TIME: 0.13313722610473633
> STR_ID: 1q6a |STR_LEN: 214 |STR_TIME: 0.06353998184204102
> STR_ID: 1q6b |STR_LEN: 214 |STR_TIME: 1.977571964263916
> STR_ID: 1q6c |STR_LEN: 896 |STR_TIME: 0.08207297325134277
> STR_ID: 1q6d |STR_LEN: 784 |STR_TIME: 0.21406221389770508
> STR_ID: 1q6e |STR_LEN: 808 |STR_TIME: 0.07676029205322266
> STR_ID: 1q6f |STR_LEN: 744 |STR_TIME: 0.07937288284301758
> STR_ID: 1q6g |STR_LEN: 790 |STR_TIME: 0.0774068832397461
> STR_ID: 1q6h |STR_LEN: 888 |STR_TIME: 0.1045999526977539
> STR_ID: 1q6i |STR_LEN: 652 |STR_TIME: 0.06295013427734375
> STR_ID: 1q6j |STR_LEN: 406 |STR_TIME: 0.04947996139526367
> STR_ID: 1q6k |STR_LEN: 359 |STR_TIME: 0.03432893753051758
> STR_ID: 1q6l |STR_LEN: 752 |STR_TIME: 0.06464219093322754
> STR_ID: 1q6m |STR_LEN: 405 |STR_TIME: 0.07402181625366211
> STR_ID: 1q6n |STR_LEN: 825 |STR_TIME: 0.0913248062133789
> STR_ID: 1q6o |STR_LEN: 993 |STR_TIME: 0.08840608596801758
> STR_ID: 1q6p |STR_LEN: 786 |STR_TIME: 0.1170969009399414
> STR_ID: 1q6q |STR_LEN: 841 |STR_TIME: 0.0696718692779541
> STR_ID: 1q6r |STR_LEN: 736 |STR_TIME: 0.06345081329345703
> STR_ID: 1q6s |STR_LEN: 982 |STR_TIME: 0.09419488906860352
> STR_ID: 1q6t |STR_LEN: 787 |STR_TIME: 0.12580204010009766
> STR_ID: 1q6u |STR_LEN: 330 |STR_TIME: 0.032659053802490234
> STR_ID: 1q6v |STR_LEN: 225 |STR_TIME: 0.017301082611083984
> STR_ID: 1q6w |STR_LEN: 1802 |STR_TIME: 0.2980332374572754
> STR_ID: 1q6x |STR_LEN: 1547 |STR_TIME: 0.17647480964660645
> STR_ID: 1q6y |STR_LEN: 701 |STR_TIME: 0.10514402389526367
> STR_ID: 1q6z |STR_LEN: 1117 |STR_TIME: 0.08592510223388672
> STR_ID: 2q60 |STR_LEN: 971 |STR_TIME: 0.11596298217773438
> STR_ID: 2q61 |STR_LEN: 673 |STR_TIME: 0.12011599540710449
> STR_ID: 2q62 |STR_LEN: 3467 |STR_TIME: 0.32651495933532715
> STR_ID: 2q63 |STR_LEN: 317 |STR_TIME: 0.030808687210083008
> STR_ID: 2q64 |STR_LEN: 254 |STR_TIME: 0.02898883819580078
> STR_ID: 2q66 |STR_LEN: 1052 |STR_TIME: 0.0920100212097168
> STR_ID: 2q67 |STR_LEN: 250 |STR_TIME: 0.030413150787353516
> STR_ID: 2q68 |STR_LEN: 229 |STR_TIME: 0.029652833938598633
> STR_ID: 2q69 |STR_LEN: 244 |STR_TIME: 0.08241724967956543
> STR_ID: 2q6a |STR_LEN: 229 |STR_TIME: 0.03228187561035156
> STR_ID: 2q6b |STR_LEN: 2777 |STR_TIME: 0.28292202949523926
> STR_ID: 2q6c |STR_LEN: 2796 |STR_TIME: 0.30718207359313965
> STR_ID: 2q6d |STR_LEN: 1471 |STR_TIME: 0.14364194869995117
> STR_ID: 2q6e |STR_LEN: 1437 |STR_TIME: 0.2611570358276367
> STR_ID: 2q6f |STR_LEN: 1020 |STR_TIME: 0.09679388999938965
> STR_ID: 2q6g |STR_LEN: 862 |STR_TIME: 0.09960079193115234
> STR_ID: 2q6h |STR_LEN: 656 |STR_TIME: 0.12605690956115723
> STR_ID: 2q6i |STR_LEN: 323 |STR_TIME: 0.04192376136779785
> STR_ID: 2q6j |STR_LEN: 498 |STR_TIME: 0.07356691360473633
> STR_ID: 2q6k |STR_LEN: 467 |STR_TIME: 0.042618751525878906
> STR_ID: 2q6l |STR_LEN: 307 |STR_TIME: 0.03837990760803223
> STR_ID: 2q6m |STR_LEN: 556 |STR_TIME: 0.046003103256225586
> STR_ID: 2q6n |STR_LEN: 3269 |STR_TIME: 0.5798571109771729
> STR_ID: 2q6o |STR_LEN: 659 |STR_TIME: 0.07772707939147949
> STR_ID: 2q6p |STR_LEN: 341 |STR_TIME: 0.03730201721191406
> STR_ID: 2q6q |STR_LEN: 250 |STR_TIME: 0.07718801498413086
> STR_ID: 2q6r |STR_LEN: 619 |STR_TIME: 0.08666419982910156
> STR_ID: 2q6s |STR_LEN: 659 |STR_TIME: 0.07497429847717285
> STR_ID: 2q6t |STR_LEN: 1670 |STR_TIME: 0.26189184188842773
> STR_ID: 2q6u |STR_LEN: 637 |STR_TIME: 0.0651390552520752
> STR_ID: 2q6v |STR_LEN: 792 |STR_TIME: 0.07121491432189941
> STR_ID: 2q6w |STR_LEN: 1246 |STR_TIME: 0.17071795463562012
> STR_ID: 2q6z |STR_LEN: 733 |STR_TIME: 0.061981916427612305
> STR_ID: 3q60 |STR_LEN: 630 |STR_TIME: 0.05777621269226074
> STR_ID: 3q61 |STR_LEN: 96 |STR_TIME: 0.011355161666870117
> STR_ID: 3q62 |STR_LEN: 777 |STR_TIME: 0.11326098442077637
> STR_ID: 3q63 |STR_LEN: 1507 |STR_TIME: 0.1348710060119629
> STR_ID: 3q64 |STR_LEN: 422 |STR_TIME: 0.03783917427062988
> STR_ID: 3q65 |STR_LEN: 980 |STR_TIME: 0.1562788486480713
> STR_ID: 3q66 |STR_LEN: 1005 |STR_TIME: 0.1737828254699707
> STR_ID: 3q67 |STR_LEN: 1354 |STR_TIME: 0.16796588897705078
> STR_ID: 3q68 |STR_LEN: 948 |STR_TIME: 0.16466307640075684
> STR_ID: 3q69 |STR_LEN: 168 |STR_TIME: 0.015506982803344727
> STR_ID: 3q6a |STR_LEN: 1627 |STR_TIME: 0.21468186378479004
> STR_ID: 3q6b |STR_LEN: 296 |STR_TIME: 0.03327512741088867
> STR_ID: 3q6c |STR_LEN: 1450 |STR_TIME: 0.20269179344177246
> STR_ID: 3q6d |STR_LEN: 2074 |STR_TIME: 0.3135039806365967
> STR_ID: 3q6e |STR_LEN: 161 |STR_TIME: 0.024810075759887695
> STR_ID: 3q6f |STR_LEN: 2649 |STR_TIME: 0.46197009086608887
> STR_ID: 3q6g |STR_LEN: 1749 |STR_TIME: 0.18735480308532715
> STR_ID: 3q6i |STR_LEN: 1900 |STR_TIME: 0.27750492095947266
> STR_ID: 3q6j |STR_LEN: 2118 |STR_TIME: 0.24094533920288086
> STR_ID: 3q6k |STR_LEN: 825 |STR_TIME: 0.1464531421661377
> STR_ID: 3q6l |STR_LEN: 276 |STR_TIME: 0.07424521446228027
> STR_ID: 3q6m |STR_LEN: 1251 |STR_TIME: 0.21349501609802246
> STR_ID: 3q6n |STR_LEN: 2442 |STR_TIME: 0.5050928592681885
> STR_ID: 3q6o |STR_LEN: 476 |STR_TIME: 0.04343819618225098
> STR_ID: 3q6p |STR_LEN: 828 |STR_TIME: 0.1427459716796875
> STR_ID: 3q6q |STR_LEN: 1398 |STR_TIME: 0.17462515830993652
> STR_ID: 3q6r |STR_LEN: 1610 |STR_TIME: 0.1298050880432129
> STR_ID: 3q6s |STR_LEN: 450 |STR_TIME: 0.08419036865234375
> STR_ID: 3q6t |STR_LEN: 811 |STR_TIME: 0.14066576957702637
> STR_ID: 3q6u |STR_LEN: 533 |STR_TIME: 0.05183076858520508
> STR_ID: 3q6v |STR_LEN: 886 |STR_TIME: 0.13050484657287598
> STR_ID: 3q6w |STR_LEN: 460 |STR_TIME: 0.048963069915771484
> STR_ID: 3q6x |STR_LEN: 1031 |STR_TIME: 0.09972310066223145
> STR_ID: 3q6y |STR_LEN: 533 |STR_TIME: 0.049826860427856445
> STR_ID: 3q6z |STR_LEN: 246 |STR_TIME: 0.05726313591003418
> STR_ID: 4q60 |STR_LEN: 1074 |STR_TIME: 0.11791300773620605
> STR_ID: 4q62 |STR_LEN: 645 |STR_TIME: 0.07941508293151855
> STR_ID: 4q63 |STR_LEN: 151 |STR_TIME: 0.01911187171936035
> STR_ID: 4q65 |STR_LEN: 437 |STR_TIME: 0.10759282112121582
> STR_ID: 4q66 |STR_LEN: 3274 |STR_TIME: 0.750924825668335
> STR_ID: 4q67 |STR_LEN: 261 |STR_TIME: 0.03466510772705078
> STR_ID: 4q68 |STR_LEN: 815 |STR_TIME: 0.062463998794555664
> STR_ID: 4q69 |STR_LEN: 1205 |STR_TIME: 0.23146390914916992
> STR_ID: 4q6a |STR_LEN: 293 |STR_TIME: 0.0272371768951416
> STR_ID: 4q6b |STR_LEN: 539 |STR_TIME: 0.06806468963623047
> STR_ID: 4q6d |STR_LEN: 560 |STR_TIME: 0.06133317947387695
> STR_ID: 4q6e |STR_LEN: 583 |STR_TIME: 0.1007237434387207
> STR_ID: 4q6f |STR_LEN: 309 |STR_TIME: 0.04347801208496094
> STR_ID: 4q6g |STR_LEN: 381 |STR_TIME: 0.04284167289733887
> STR_ID: 4q6h |STR_LEN: 145 |STR_TIME: 0.018020153045654297
> STR_ID: 4q6i |STR_LEN: 2488 |STR_TIME: 0.9660589694976807
> STR_ID: 4q6j |STR_LEN: 902 |STR_TIME: 0.11299610137939453
> STR_ID: 4q6k |STR_LEN: 4318 |STR_TIME: 0.5526740550994873
> STR_ID: 4q6l |STR_LEN: 147 |STR_TIME: 0.02465510368347168
> STR_ID: 4q6m |STR_LEN: 858 |STR_TIME: 0.07330608367919922
> STR_ID: 4q6n |STR_LEN: 870 |STR_TIME: 0.07031702995300293
> STR_ID: 4q6o |STR_LEN: 1133 |STR_TIME: 0.13142991065979004
> STR_ID: 4q6p |STR_LEN: 541 |STR_TIME: 0.06662988662719727
> STR_ID: 4q6q |STR_LEN: 645 |STR_TIME: 0.06575727462768555
> STR_ID: 4q6r |STR_LEN: 1236 |STR_TIME: 0.13590407371520996
> STR_ID: 4q6s |STR_LEN: 448 |STR_TIME: 0.07549309730529785
> STR_ID: 4q6t |STR_LEN: 729 |STR_TIME: 0.07355976104736328
> STR_ID: 4q6u |STR_LEN: 1086 |STR_TIME: 0.12138009071350098
> STR_ID: 4q6v |STR_LEN: 162 |STR_TIME: 0.02141094207763672
> STR_ID: 4q6w |STR_LEN: 1352 |STR_TIME: 0.19037413597106934
> STR_ID: 4q6x |STR_LEN: 401 |STR_TIME: 0.053124189376831055
> STR_ID: 4q6y |STR_LEN: 841 |STR_TIME: 0.14152312278747559
> STR_ID: 4q6z |STR_LEN: 294 |STR_TIME: 0.0346989631652832
>> FINISH_DIR: ./data/q/q6/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 934 |DIR_TIME: 20.722431898117065 

>> START_DIR: ./data/q/q7/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1q71 |STR_LEN: 21 |STR_TIME: 0.10451412200927734
> STR_ID: 1q72 |STR_LEN: 773 |STR_TIME: 0.07103896141052246
> STR_ID: 1q73 |STR_LEN: 482 |STR_TIME: 0.03596210479736328
> STR_ID: 1q74 |STR_LEN: 1886 |STR_TIME: 0.21060919761657715
> STR_ID: 1q75 |STR_LEN: 15 |STR_TIME: 0.18718719482421875
> STR_ID: 1q77 |STR_LEN: 309 |STR_TIME: 0.03768324851989746
> STR_ID: 1q78 |STR_LEN: 595 |STR_TIME: 0.07010698318481445
> STR_ID: 1q79 |STR_LEN: 853 |STR_TIME: 0.07881307601928711
> STR_ID: 1q7a |STR_LEN: 236 |STR_TIME: 0.020444869995117188
> STR_ID: 1q7b |STR_LEN: 1484 |STR_TIME: 0.19377923011779785
> STR_ID: 1q7c |STR_LEN: 548 |STR_TIME: 0.0714261531829834
> STR_ID: 1q7d |STR_LEN: 161 |STR_TIME: 0.009077310562133789
> STR_ID: 1q7e |STR_LEN: 781 |STR_TIME: 0.07170414924621582
> STR_ID: 1q7f |STR_LEN: 1221 |STR_TIME: 0.13625001907348633
> STR_ID: 1q7g |STR_LEN: 760 |STR_TIME: 0.10348796844482422
> STR_ID: 1q7h |STR_LEN: 328 |STR_TIME: 0.02417302131652832
> STR_ID: 1q7i |STR_LEN: 68 |STR_TIME: 0.400468111038208
> STR_ID: 1q7j |STR_LEN: 68 |STR_TIME: 0.41022515296936035
> STR_ID: 1q7l |STR_LEN: 1228 |STR_TIME: 0.1805739402770996
> STR_ID: 1q7m |STR_LEN: 1312 |STR_TIME: 0.19534897804260254
> STR_ID: 1q7o |STR_LEN: 3 |STR_TIME: 0.021107912063598633
> STR_ID: 1q7q |STR_LEN: 1311 |STR_TIME: 0.23713469505310059
> STR_ID: 1q7r |STR_LEN: 331 |STR_TIME: 0.034123897552490234
> STR_ID: 1q7s |STR_LEN: 354 |STR_TIME: 0.03322196006774902
> STR_ID: 1q7t |STR_LEN: 932 |STR_TIME: 0.12370896339416504
> STR_ID: 1q7x |STR_LEN: 108 |STR_TIME: 0.6716611385345459
> STR_ID: 1q7y |STR_LEN: 14685 |STR_TIME: 2.3680968284606934
> STR_ID: 1q7z |STR_LEN: 1461 |STR_TIME: 0.3051121234893799
> STR_ID: 2q70 |STR_LEN: 492 |STR_TIME: 0.06679105758666992
> STR_ID: 2q71 |STR_LEN: 740 |STR_TIME: 0.0678858757019043
> STR_ID: 2q72 |STR_LEN: 667 |STR_TIME: 0.08252406120300293
> STR_ID: 2q73 |STR_LEN: 504 |STR_TIME: 0.23641705513000488
> STR_ID: 2q74 |STR_LEN: 857 |STR_TIME: 0.10410904884338379
> STR_ID: 2q76 |STR_LEN: 1364 |STR_TIME: 0.1383800506591797
> STR_ID: 2q78 |STR_LEN: 1348 |STR_TIME: 0.2028203010559082
> STR_ID: 2q79 |STR_LEN: 115 |STR_TIME: 0.012524843215942383
> STR_ID: 2q7a |STR_LEN: 640 |STR_TIME: 0.05403900146484375
> STR_ID: 2q7b |STR_LEN: 258 |STR_TIME: 0.028347015380859375
> STR_ID: 2q7c |STR_LEN: 226 |STR_TIME: 0.022695064544677734
> STR_ID: 2q7d |STR_LEN: 1400 |STR_TIME: 0.15958499908447266
> STR_ID: 2q7e |STR_LEN: 483 |STR_TIME: 0.04616689682006836
> STR_ID: 2q7f |STR_LEN: 444 |STR_TIME: 0.06190299987792969
> STR_ID: 2q7g |STR_LEN: 515 |STR_TIME: 0.05001974105834961
> STR_ID: 2q7h |STR_LEN: 458 |STR_TIME: 0.05019497871398926
> STR_ID: 2q7i |STR_LEN: 438 |STR_TIME: 0.07593679428100586
> STR_ID: 2q7j |STR_LEN: 421 |STR_TIME: 0.04201507568359375
> STR_ID: 2q7k |STR_LEN: 426 |STR_TIME: 0.04022574424743652
> STR_ID: 2q7l |STR_LEN: 413 |STR_TIME: 0.041326045989990234
> STR_ID: 2q7m |STR_LEN: 878 |STR_TIME: 0.12864398956298828
> STR_ID: 2q7n |STR_LEN: 1365 |STR_TIME: 0.23187565803527832
> STR_ID: 2q7o |STR_LEN: 307 |STR_TIME: 0.039069175720214844
> STR_ID: 2q7q |STR_LEN: 2167 |STR_TIME: 0.19986701011657715
> STR_ID: 2q7r |STR_LEN: 880 |STR_TIME: 0.13070011138916016
> STR_ID: 2q7s |STR_LEN: 850 |STR_TIME: 0.12390995025634766
> STR_ID: 2q7t |STR_LEN: 692 |STR_TIME: 0.0793919563293457
> STR_ID: 2q7u |STR_LEN: 579 |STR_TIME: 0.0789639949798584
> STR_ID: 2q7v |STR_LEN: 1145 |STR_TIME: 0.14379000663757324
> STR_ID: 2q7w |STR_LEN: 821 |STR_TIME: 0.09217000007629395
> STR_ID: 2q7x |STR_LEN: 906 |STR_TIME: 0.0947270393371582
> STR_ID: 2q7y |STR_LEN: 1101 |STR_TIME: 0.19031190872192383
> STR_ID: 2q7z |STR_LEN: 1931 |STR_TIME: 0.26590514183044434
> STR_ID: 3q70 |STR_LEN: 548 |STR_TIME: 0.04949307441711426
> STR_ID: 3q71 |STR_LEN: 292 |STR_TIME: 0.031219959259033203
> STR_ID: 3q72 |STR_LEN: 415 |STR_TIME: 0.048665761947631836
> STR_ID: 3q73 |STR_LEN: 1420 |STR_TIME: 0.23166513442993164
> STR_ID: 3q74 |STR_LEN: 925 |STR_TIME: 0.09367895126342773
> STR_ID: 3q75 |STR_LEN: 1281 |STR_TIME: 0.1885840892791748
> STR_ID: 3q76 |STR_LEN: 783 |STR_TIME: 0.06724023818969727
> STR_ID: 3q77 |STR_LEN: 359 |STR_TIME: 0.03525090217590332
> STR_ID: 3q78 |STR_LEN: 1147 |STR_TIME: 0.200667142868042
> STR_ID: 3q79 |STR_LEN: 1192 |STR_TIME: 0.1591658592224121
> STR_ID: 3q7a |STR_LEN: 1531 |STR_TIME: 0.2064378261566162
> STR_ID: 3q7b |STR_LEN: 416 |STR_TIME: 0.044194936752319336
> STR_ID: 3q7c |STR_LEN: 518 |STR_TIME: 0.047232866287231445
> STR_ID: 3q7d |STR_LEN: 1721 |STR_TIME: 0.22600793838500977
> STR_ID: 3q7e |STR_LEN: 519 |STR_TIME: 0.06226086616516113
> STR_ID: 3q7f |STR_LEN: 1296 |STR_TIME: 0.1973581314086914
> STR_ID: 3q7g |STR_LEN: 563 |STR_TIME: 0.07471799850463867
> STR_ID: 3q7h |STR_LEN: 4073 |STR_TIME: 0.5119080543518066
> STR_ID: 3q7i |STR_LEN: 1075 |STR_TIME: 0.1292109489440918
> STR_ID: 3q7j |STR_LEN: 1580 |STR_TIME: 0.2895998954772949
> STR_ID: 3q7k |STR_LEN: 2548 |STR_TIME: 0.39983105659484863
> STR_ID: 3q7l |STR_LEN: 676 |STR_TIME: 0.06099891662597656
> STR_ID: 3q7m |STR_LEN: 675 |STR_TIME: 0.06493997573852539
> STR_ID: 3q7n |STR_LEN: 715 |STR_TIME: 0.12842702865600586
> STR_ID: 3q7o |STR_LEN: 492 |STR_TIME: 0.061044931411743164
> STR_ID: 3q7p |STR_LEN: 321 |STR_TIME: 0.041751861572265625
> STR_ID: 3q7q |STR_LEN: 330 |STR_TIME: 0.03946805000305176
> STR_ID: 3q7r |STR_LEN: 315 |STR_TIME: 0.044580936431884766
> STR_ID: 3q7s |STR_LEN: 283 |STR_TIME: 0.03157830238342285
> STR_ID: 3q7t |STR_LEN: 239 |STR_TIME: 0.06084418296813965
> STR_ID: 3q7u |STR_LEN: 848 |STR_TIME: 0.08427190780639648
> STR_ID: 3q7v |STR_LEN: 786 |STR_TIME: 0.08618879318237305
> STR_ID: 3q7w |STR_LEN: 280 |STR_TIME: 0.02451014518737793
> STR_ID: 3q7x |STR_LEN: 344 |STR_TIME: 0.023416757583618164
> STR_ID: 3q7y |STR_LEN: 263 |STR_TIME: 0.020294904708862305
> STR_ID: 3q7z |STR_LEN: 732 |STR_TIME: 0.1299452781677246
> STR_ID: 4q70 |STR_LEN: 526 |STR_TIME: 0.10445594787597656
> STR_ID: 4q71 |STR_LEN: 2485 |STR_TIME: 0.3756260871887207
> STR_ID: 4q72 |STR_LEN: 2247 |STR_TIME: 0.41985297203063965
> STR_ID: 4q73 |STR_LEN: 2374 |STR_TIME: 0.42267704010009766
> STR_ID: 4q74 |STR_LEN: 788 |STR_TIME: 0.0714108943939209
> STR_ID: 4q75 |STR_LEN: 1680 |STR_TIME: 0.23850798606872559
> STR_ID: 4q76 |STR_LEN: 1504 |STR_TIME: 0.1645660400390625
> STR_ID: 4q77 |STR_LEN: 391 |STR_TIME: 0.07583427429199219
> STR_ID: 4q78 |STR_LEN: 470 |STR_TIME: 0.05513715744018555
> STR_ID: 4q79 |STR_LEN: 1740 |STR_TIME: 0.2736179828643799
> STR_ID: 4q7a |STR_LEN: 2492 |STR_TIME: 0.3002948760986328
> STR_ID: 4q7b |STR_LEN: 687 |STR_TIME: 0.06846213340759277
> STR_ID: 4q7c |STR_LEN: 689 |STR_TIME: 0.0965268611907959
> STR_ID: 4q7d |STR_LEN: 596 |STR_TIME: 0.12200093269348145
> STR_ID: 4q7e |STR_LEN: 535 |STR_TIME: 0.05970573425292969
> STR_ID: 4q7f |STR_LEN: 893 |STR_TIME: 0.10474228858947754
> STR_ID: 4q7g |STR_LEN: 682 |STR_TIME: 0.06696605682373047
> STR_ID: 4q7h |STR_LEN: 1857 |STR_TIME: 0.2933809757232666
> STR_ID: 4q7i |STR_LEN: 1057 |STR_TIME: 0.13922834396362305
> STR_ID: 4q7j |STR_LEN: 2987 |STR_TIME: 0.44845008850097656
> STR_ID: 4q7k |STR_LEN: 249 |STR_TIME: 0.03563284873962402
> STR_ID: 4q7l |STR_LEN: 961 |STR_TIME: 0.20900297164916992
> STR_ID: 4q7m |STR_LEN: 383 |STR_TIME: 0.04683685302734375
> STR_ID: 4q7n |STR_LEN: 682 |STR_TIME: 0.059429168701171875
> STR_ID: 4q7o |STR_LEN: 562 |STR_TIME: 0.06179618835449219
> STR_ID: 4q7p |STR_LEN: 405 |STR_TIME: 0.042395830154418945
> STR_ID: 4q7q |STR_LEN: 983 |STR_TIME: 0.14578890800476074
> STR_ID: 4q7r |STR_LEN: 766 |STR_TIME: 0.1005868911743164
> STR_ID: 4q7s |STR_LEN: 342 |STR_TIME: 0.03830289840698242
> STR_ID: 4q7t |STR_LEN: 592 |STR_TIME: 0.09218978881835938
> STR_ID: 4q7u |STR_LEN: 430 |STR_TIME: 0.04910898208618164
> STR_ID: 4q7v |STR_LEN: 422 |STR_TIME: 0.04018402099609375
> STR_ID: 4q7w |STR_LEN: 445 |STR_TIME: 0.04215693473815918
> STR_ID: 4q7x |STR_LEN: 585 |STR_TIME: 0.0867919921875
> STR_ID: 4q7y |STR_LEN: 254 |STR_TIME: 0.07151198387145996
> STR_ID: 4q7z |STR_LEN: 485 |STR_TIME: 0.046066999435424805
>> FINISH_DIR: ./data/q/q7/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 1067 |DIR_TIME: 20.033552885055542 

>> START_DIR: ./data/q/q8/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1q80 |STR_LEN: 174 |STR_TIME: 0.9431962966918945
> STR_ID: 1q81 |STR_LEN: 14681 |STR_TIME: 2.3548741340637207
> STR_ID: 1q82 |STR_LEN: 14678 |STR_TIME: 2.5613999366760254
> STR_ID: 1q83 |STR_LEN: 1347 |STR_TIME: 0.1605079174041748
> STR_ID: 1q84 |STR_LEN: 1410 |STR_TIME: 0.16120290756225586
> STR_ID: 1q85 |STR_LEN: 1256 |STR_TIME: 0.16382694244384766
> STR_ID: 1q86 |STR_LEN: 14687 |STR_TIME: 2.5617549419403076
> STR_ID: 1q87 |STR_LEN: 439 |STR_TIME: 0.05532717704772949
> STR_ID: 1q88 |STR_LEN: 417 |STR_TIME: 0.2227020263671875
> STR_ID: 1q89 |STR_LEN: 198 |STR_TIME: 0.02807927131652832
> STR_ID: 1q8a |STR_LEN: 1343 |STR_TIME: 0.15885114669799805
> STR_ID: 1q8b |STR_LEN: 213 |STR_TIME: 0.017176151275634766
> STR_ID: 1q8c |STR_LEN: 205 |STR_TIME: 0.023728132247924805
> STR_ID: 1q8d |STR_LEN: 198 |STR_TIME: 0.015419960021972656
