>> START_DIR: ./data/k/k0/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1k01 |STR_LEN: 3163 |STR_TIME: 1.506303071975708
> STR_ID: 5k7o |STR_LEN: 219 |STR_TIME: 0.05728578567504883
> STR_ID: 5k7p |STR_LEN: 215 |STR_TIME: 0.027419090270996094
> STR_ID: 5k7q |STR_LEN: 225 |STR_TIME: 0.02841496467590332
> STR_ID: 5k7r |STR_LEN: 420 |STR_TIME: 0.03502178192138672
> STR_ID: 5k7s |STR_LEN: 502 |STR_TIME: 0.04242706298828125
> STR_ID: 5k7t |STR_LEN: 344 |STR_TIME: 0.04520821571350098
> STR_ID: 5k7u |STR_LEN: 1023 |STR_TIME: 0.12482929229736328
> STR_ID: 5k7v |STR_LEN: 880 |STR_TIME: 0.23334193229675293
> STR_ID: 5k7w |STR_LEN: 1044 |STR_TIME: 0.13474297523498535
> STR_ID: 5k7x |STR_LEN: 2104 |STR_TIME: 0.43138599395751953
> STR_ID: 5k7y |STR_LEN: 819 |STR_TIME: 0.1073160171508789
> STR_ID: 5k7z |STR_LEN: 829 |STR_TIME: 0.31438183784484863
>> FINISH_DIR: ./data/k/k7/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 1275 |DIR_TIME: 54.4419801235199 

>> START_DIR: ./data/k/k8/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1k81 |STR_LEN: 37 |STR_TIME: 0.12889814376831055
> STR_ID: 1k82 |STR_LEN: 1647 |STR_TIME: 0.19915294647216797
> STR_ID: 1k83 |STR_LEN: 3576 |STR_TIME: 0.6169540882110596
> STR_ID: 1k85 |STR_LEN: 88 |STR_TIME: 0.8144707679748535
> STR_ID: 1k86 |STR_LEN: 513 |STR_TIME: 0.07077193260192871
> STR_ID: 1k88 |STR_LEN: 535 |STR_TIME: 0.17132306098937988
> STR_ID: 1k89 |STR_LEN: 687 |STR_TIME: 0.06600499153137207
> STR_ID: 1k8a |STR_LEN: 14661 |STR_TIME: 2.2319936752319336
> STR_ID: 1k8b |STR_LEN: 52 |STR_TIME: 0.1643519401550293
> STR_ID: 1k8c |STR_LEN: 2012 |STR_TIME: 0.3677961826324463
> STR_ID: 1k8d |STR_LEN: 655 |STR_TIME: 0.06136012077331543
> STR_ID: 1k8f |STR_LEN: 628 |STR_TIME: 0.1291637420654297
> STR_ID: 1k8g |STR_LEN: 1019 |STR_TIME: 0.12338018417358398
> STR_ID: 1k8h |STR_LEN: 133 |STR_TIME: 0.45984888076782227
> STR_ID: 1k8i |STR_LEN: 373 |STR_TIME: 0.08457589149475098
> STR_ID: 1k8j |STR_LEN: 28 |STR_TIME: 0.015038013458251953
> STR_ID: 1k8k |STR_LEN: 3419 |STR_TIME: 0.3488907814025879
> STR_ID: 1k8l |STR_LEN: 28 |STR_TIME: 0.015108108520507812
> STR_ID: 1k8m |STR_LEN: 87 |STR_TIME: 0.024265289306640625
> STR_ID: 1k8n |STR_LEN: 28 |STR_TIME: 0.015508890151977539
> STR_ID: 1k8o |STR_LEN: 87 |STR_TIME: 0.5533039569854736
> STR_ID: 1k8p |STR_LEN: 77 |STR_TIME: 0.009145736694335938
> STR_ID: 1k8q |STR_LEN: 1148 |STR_TIME: 0.17049503326416016
> STR_ID: 1k8r |STR_LEN: 250 |STR_TIME: 0.0352320671081543
> STR_ID: 1k8s |STR_LEN: 25 |STR_TIME: 0.014928102493286133
> STR_ID: 1k8t |STR_LEN: 599 |STR_TIME: 0.07509088516235352
> STR_ID: 1k8u |STR_LEN: 206 |STR_TIME: 0.016842126846313477
> STR_ID: 1k8v |STR_LEN: 40 |STR_TIME: 0.26598501205444336
> STR_ID: 1k8w |STR_LEN: 595 |STR_TIME: 0.05887413024902344
> STR_ID: 1k8x |STR_LEN: 1054 |STR_TIME: 0.12436914443969727
> STR_ID: 1k8y |STR_LEN: 1306 |STR_TIME: 0.10517096519470215
> STR_ID: 1k8z |STR_LEN: 1031 |STR_TIME: 0.09837698936462402
> STR_ID: 2k84 |STR_LEN: 30 |STR_TIME: 0.21553325653076172
> STR_ID: 2k85 |STR_LEN: 65 |STR_TIME: 0.34442687034606934
> STR_ID: 2k86 |STR_LEN: 103 |STR_TIME: 0.7459239959716797
> STR_ID: 2k87 |STR_LEN: 116 |STR_TIME: 0.8577899932861328
> STR_ID: 2k88 |STR_LEN: 60 |STR_TIME: 0.26990675926208496
> STR_ID: 2k89 |STR_LEN: 80 |STR_TIME: 0.4343228340148926
> STR_ID: 2k8a |STR_LEN: 80 |STR_TIME: 0.3920109272003174
> STR_ID: 2k8b |STR_LEN: 156 |STR_TIME: 0.5423407554626465
> STR_ID: 2k8c |STR_LEN: 156 |STR_TIME: 0.5936338901519775
> STR_ID: 2k8d |STR_LEN: 152 |STR_TIME: 1.0794727802276611
> STR_ID: 2k8e |STR_LEN: 116 |STR_TIME: 0.8399379253387451
> STR_ID: 2k8f |STR_LEN: 129 |STR_TIME: 0.5236408710479736
> STR_ID: 2k8g |STR_LEN: 95 |STR_TIME: 0.8915629386901855
> STR_ID: 2k8h |STR_LEN: 102 |STR_TIME: 0.6628568172454834
> STR_ID: 2k8i |STR_LEN: 171 |STR_TIME: 0.6338458061218262
> STR_ID: 2k8j |STR_LEN: 29 |STR_TIME: 0.3769862651824951
> STR_ID: 2k8m |STR_LEN: 452 |STR_TIME: 3.4410650730133057
> STR_ID: 2k8o |STR_LEN: 60 |STR_TIME: 0.16158008575439453
> STR_ID: 2k8p |STR_LEN: 189 |STR_TIME: 2.7241322994232178
> STR_ID: 2k8q |STR_LEN: 134 |STR_TIME: 1.0440750122070312
> STR_ID: 2k8r |STR_LEN: 134 |STR_TIME: 1.1659529209136963
> STR_ID: 2k8s |STR_LEN: 160 |STR_TIME: 1.1114449501037598
> STR_ID: 2k8t |STR_LEN: 25 |STR_TIME: 0.01410818099975586
> STR_ID: 2k8u |STR_LEN: 25 |STR_TIME: 0.014461040496826172
> STR_ID: 2k8v |STR_LEN: 157 |STR_TIME: 2.317852020263672
> STR_ID: 2k8x |STR_LEN: 76 |STR_TIME: 0.2947831153869629
> STR_ID: 2k8y |STR_LEN: 150 |STR_TIME: 0.7133791446685791
> STR_ID: 2k8z |STR_LEN: 16 |STR_TIME: 0.09072422981262207
> STR_ID: 3k80 |STR_LEN: 484 |STR_TIME: 0.06807994842529297
> STR_ID: 3k81 |STR_LEN: 449 |STR_TIME: 0.07885193824768066
> STR_ID: 3k82 |STR_LEN: 185 |STR_TIME: 0.01634383201599121
> STR_ID: 3k83 |STR_LEN: 1889 |STR_TIME: 0.3075721263885498
> STR_ID: 3k84 |STR_LEN: 1776 |STR_TIME: 0.23939990997314453
> STR_ID: 3k85 |STR_LEN: 749 |STR_TIME: 0.09144401550292969
> STR_ID: 3k86 |STR_LEN: 763 |STR_TIME: 0.05362200736999512
> STR_ID: 3k87 |STR_LEN: 708 |STR_TIME: 0.09892392158508301
> STR_ID: 3k88 |STR_LEN: 589 |STR_TIME: 0.05333280563354492
> STR_ID: 3k89 |STR_LEN: 715 |STR_TIME: 0.051275014877319336
> STR_ID: 3k8a |STR_LEN: 211 |STR_TIME: 0.029858112335205078
> STR_ID: 3k8b |STR_LEN: 726 |STR_TIME: 0.08620786666870117
> STR_ID: 3k8c |STR_LEN: 395 |STR_TIME: 0.09179902076721191
> STR_ID: 3k8d |STR_LEN: 2251 |STR_TIME: 0.17124199867248535
> STR_ID: 3k8e |STR_LEN: 1112 |STR_TIME: 0.16532397270202637
> STR_ID: 3k8g |STR_LEN: 706 |STR_TIME: 0.07474589347839355
> STR_ID: 3k8h |STR_LEN: 633 |STR_TIME: 0.07384490966796875
> STR_ID: 3k8i |STR_LEN: 324 |STR_TIME: 0.04088592529296875
> STR_ID: 3k8j |STR_LEN: 372 |STR_TIME: 0.09002804756164551
> STR_ID: 3k8k |STR_LEN: 1786 |STR_TIME: 0.1997661590576172
> STR_ID: 3k8l |STR_LEN: 1853 |STR_TIME: 0.23569989204406738
> STR_ID: 3k8m |STR_LEN: 1479 |STR_TIME: 0.25046491622924805
> STR_ID: 3k8n |STR_LEN: 251 |STR_TIME: 0.0231931209564209
> STR_ID: 3k8o |STR_LEN: 1871 |STR_TIME: 0.3230609893798828
> STR_ID: 3k8p |STR_LEN: 892 |STR_TIME: 0.16707682609558105
> STR_ID: 3k8q |STR_LEN: 321 |STR_TIME: 0.042533159255981445
> STR_ID: 3k8r |STR_LEN: 174 |STR_TIME: 0.024799823760986328
> STR_ID: 3k8s |STR_LEN: 538 |STR_TIME: 0.12129783630371094
> STR_ID: 3k8t |STR_LEN: 779 |STR_TIME: 0.09795093536376953
> STR_ID: 3k8u |STR_LEN: 232 |STR_TIME: 0.023936033248901367
> STR_ID: 3k8v |STR_LEN: 942 |STR_TIME: 0.09413623809814453
> STR_ID: 3k8w |STR_LEN: 606 |STR_TIME: 0.0711970329284668
> STR_ID: 3k8x |STR_LEN: 3351 |STR_TIME: 0.3726019859313965
> STR_ID: 3k8y |STR_LEN: 356 |STR_TIME: 0.027057886123657227
> STR_ID: 3k8z |STR_LEN: 2851 |STR_TIME: 0.4114840030670166
> STR_ID: 4k80 |STR_LEN: 444 |STR_TIME: 0.03548121452331543
> STR_ID: 4k81 |STR_LEN: 1858 |STR_TIME: 0.38729095458984375
> STR_ID: 4k82 |STR_LEN: 420 |STR_TIME: 0.039041996002197266
> STR_ID: 4k83 |STR_LEN: 407 |STR_TIME: 0.03747296333312988
> STR_ID: 4k84 |STR_LEN: 854 |STR_TIME: 0.09990406036376953
> STR_ID: 4k85 |STR_LEN: 1518 |STR_TIME: 0.13649916648864746
> STR_ID: 4k86 |STR_LEN: 496 |STR_TIME: 0.0713968276977539
> STR_ID: 4k87 |STR_LEN: 557 |STR_TIME: 0.10539698600769043
> STR_ID: 4k88 |STR_LEN: 567 |STR_TIME: 0.07077884674072266
> STR_ID: 4k89 |STR_LEN: 493 |STR_TIME: 0.04564023017883301
> STR_ID: 4k8a |STR_LEN: 532 |STR_TIME: 0.09047698974609375
> STR_ID: 4k8b |STR_LEN: 476 |STR_TIME: 0.09801912307739258
> STR_ID: 4k8c |STR_LEN: 1386 |STR_TIME: 0.14371919631958008
> STR_ID: 4k8d |STR_LEN: 879 |STR_TIME: 0.09422469139099121
> STR_ID: 4k8e |STR_LEN: 1056 |STR_TIME: 0.17106199264526367
> STR_ID: 4k8f |STR_LEN: 560 |STR_TIME: 0.08068990707397461
> STR_ID: 4k8g |STR_LEN: 922 |STR_TIME: 0.11782288551330566
> STR_ID: 4k8h |STR_LEN: 949 |STR_TIME: 0.1436762809753418
> STR_ID: 4k8i |STR_LEN: 175 |STR_TIME: 0.02002882957458496
> STR_ID: 4k8j |STR_LEN: 180 |STR_TIME: 0.022183895111083984
> STR_ID: 4k8k |STR_LEN: 1421 |STR_TIME: 0.18433189392089844
> STR_ID: 4k8l |STR_LEN: 496 |STR_TIME: 0.10166597366333008
> STR_ID: 4k8m |STR_LEN: 188 |STR_TIME: 0.02341294288635254
> STR_ID: 4k8n |STR_LEN: 1258 |STR_TIME: 0.2662086486816406
> STR_ID: 4k8o |STR_LEN: 278 |STR_TIME: 0.04401087760925293
> STR_ID: 4k8p |STR_LEN: 1200 |STR_TIME: 0.15993881225585938
> STR_ID: 4k8r |STR_LEN: 1743 |STR_TIME: 0.2971010208129883
> STR_ID: 4k8s |STR_LEN: 1116 |STR_TIME: 0.16079187393188477
> STR_ID: 4k8t |STR_LEN: 1096 |STR_TIME: 0.17564797401428223
> STR_ID: 4k8u |STR_LEN: 576 |STR_TIME: 0.07787275314331055
> STR_ID: 4k8v |STR_LEN: 2809 |STR_TIME: 0.3542602062225342
> STR_ID: 4k8w |STR_LEN: 225 |STR_TIME: 0.018308162689208984
> STR_ID: 4k8x |STR_LEN: 935 |STR_TIME: 0.19922685623168945
> STR_ID: 4k8y |STR_LEN: 562 |STR_TIME: 0.05538201332092285
> STR_ID: 4k8z |STR_LEN: 1153 |STR_TIME: 0.18627595901489258
> STR_ID: 5k81 |STR_LEN: 1779 |STR_TIME: 0.182081937789917
> STR_ID: 5k82 |STR_LEN: 759 |STR_TIME: 0.1452186107635498
> STR_ID: 5k83 |STR_LEN: 1418 |STR_TIME: 0.18924212455749512
> STR_ID: 5k85 |STR_LEN: 2639 |STR_TIME: 0.447188138961792
> STR_ID: 5k87 |STR_LEN: 1893 |STR_TIME: 0.13923382759094238
> STR_ID: 5k89 |STR_LEN: 284 |STR_TIME: 0.04692482948303223
> STR_ID: 5k8b |STR_LEN: 2296 |STR_TIME: 0.30805397033691406
> STR_ID: 5k8c |STR_LEN: 803 |STR_TIME: 0.05973505973815918
> STR_ID: 5k8e |STR_LEN: 856 |STR_TIME: 0.1329958438873291
> STR_ID: 5k8f |STR_LEN: 2354 |STR_TIME: 0.4049959182739258
> STR_ID: 5k8h |STR_LEN: 11 |STR_TIME: 0.0019981861114501953
> STR_ID: 5k8i |STR_LEN: 694 |STR_TIME: 0.06779193878173828
> STR_ID: 5k8j |STR_LEN: 756 |STR_TIME: 0.1789100170135498
> STR_ID: 5k8k |STR_LEN: 263 |STR_TIME: 0.049508094787597656
> STR_ID: 5k8l |STR_LEN: 796 |STR_TIME: 0.07163286209106445
> STR_ID: 5k8m |STR_LEN: 1594 |STR_TIME: 0.25461506843566895
> STR_ID: 5k8n |STR_LEN: 3368 |STR_TIME: 0.6018381118774414
> STR_ID: 5k8o |STR_LEN: 3394 |STR_TIME: 0.565026044845581
> STR_ID: 5k8p |STR_LEN: 5144 |STR_TIME: 0.6974790096282959
> STR_ID: 5k8q |STR_LEN: 305 |STR_TIME: 0.034060001373291016
> STR_ID: 5k8r |STR_LEN: 548 |STR_TIME: 0.05902409553527832
> STR_ID: 5k8s |STR_LEN: 651 |STR_TIME: 0.15380287170410156
> STR_ID: 5k8t |STR_LEN: 600 |STR_TIME: 0.07005119323730469
> STR_ID: 5k8u |STR_LEN: 820 |STR_TIME: 0.07257699966430664
> STR_ID: 5k8v |STR_LEN: 1984 |STR_TIME: 0.5628690719604492
> STR_ID: 5k8y |STR_LEN: 358 |STR_TIME: 0.04604697227478027
>> FINISH_DIR: ./data/k/k8/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 1431 |DIR_TIME: 46.020018100738525 

>> START_DIR: ./data/k/k9/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1k90 |STR_LEN: 1937 |STR_TIME: 0.346682071685791
> STR_ID: 1k91 |STR_LEN: 37 |STR_TIME: 0.2010958194732666
> STR_ID: 1k92 |STR_LEN: 945 |STR_TIME: 0.12003612518310547
> STR_ID: 1k93 |STR_LEN: 1892 |STR_TIME: 0.31244993209838867
> STR_ID: 1k94 |STR_LEN: 589 |STR_TIME: 0.05450296401977539
> STR_ID: 1k95 |STR_LEN: 293 |STR_TIME: 0.024355173110961914
> STR_ID: 1k96 |STR_LEN: 179 |STR_TIME: 0.01566791534423828
> STR_ID: 1k97 |STR_LEN: 765 |STR_TIME: 0.06686210632324219
> STR_ID: 1k98 |STR_LEN: 579 |STR_TIME: 0.1357438564300537
> STR_ID: 1k99 |STR_LEN: 91 |STR_TIME: 0.6444683074951172
> STR_ID: 1k9a |STR_LEN: 3055 |STR_TIME: 0.4833040237426758
> STR_ID: 1k9b |STR_LEN: 75 |STR_TIME: 0.009428024291992188
> STR_ID: 1k9c |STR_LEN: 74 |STR_TIME: 0.5385360717773438
> STR_ID: 1k9d |STR_LEN: 1333 |STR_TIME: 0.15333986282348633
> STR_ID: 1k9e |STR_LEN: 1166 |STR_TIME: 0.1147921085357666
> STR_ID: 1k9f |STR_LEN: 1131 |STR_TIME: 0.11332082748413086
> STR_ID: 1k9g |STR_LEN: 45 |STR_TIME: 0.0037450790405273438
> STR_ID: 1k9h |STR_LEN: 28 |STR_TIME: 0.016359806060791016
> STR_ID: 1k9i |STR_LEN: 1590 |STR_TIME: 0.28426408767700195
> STR_ID: 1k9j |STR_LEN: 494 |STR_TIME: 0.04368782043457031
> STR_ID: 1k9k |STR_LEN: 335 |STR_TIME: 0.029545307159423828
> STR_ID: 1k9l |STR_LEN: 28 |STR_TIME: 0.014708995819091797
> STR_ID: 1k9m |STR_LEN: 14689 |STR_TIME: 2.2743630409240723
> STR_ID: 1k9o |STR_LEN: 781 |STR_TIME: 0.08694577217102051
> STR_ID: 1k9p |STR_LEN: 161 |STR_TIME: 0.014603614807128906
> STR_ID: 1k9q |STR_LEN: 47 |STR_TIME: 0.4415779113769531
> STR_ID: 1k9r |STR_LEN: 46 |STR_TIME: 0.25543785095214844
> STR_ID: 1k9s |STR_LEN: 2672 |STR_TIME: 0.2822458744049072
> STR_ID: 1k9t |STR_LEN: 1303 |STR_TIME: 0.13904690742492676
> STR_ID: 1k9u |STR_LEN: 316 |STR_TIME: 0.027911901473999023
> STR_ID: 1k9v |STR_LEN: 266 |STR_TIME: 0.030756235122680664
> STR_ID: 1k9w |STR_LEN: 96 |STR_TIME: 0.03518390655517578
> STR_ID: 1k9x |STR_LEN: 2597 |STR_TIME: 0.3711831569671631
> STR_ID: 1k9y |STR_LEN: 595 |STR_TIME: 0.05432438850402832
> STR_ID: 1k9z |STR_LEN: 666 |STR_TIME: 0.05598306655883789
> STR_ID: 2k90 |STR_LEN: 16 |STR_TIME: 0.14953398704528809
> STR_ID: 2k91 |STR_LEN: 51 |STR_TIME: 0.30396604537963867
> STR_ID: 2k92 |STR_LEN: 77 |STR_TIME: 0.482576847076416
> STR_ID: 2k93 |STR_LEN: 77 |STR_TIME: 0.5086290836334229
> STR_ID: 2k94 |STR_LEN: 77 |STR_TIME: 0.5838959217071533
> STR_ID: 2k95 |STR_LEN: 48 |STR_TIME: 0.6474959850311279
> STR_ID: 2k96 |STR_LEN: 47 |STR_TIME: 0.6974790096282959
> STR_ID: 2k97 |STR_LEN: 16 |STR_TIME: 0.0884549617767334
> STR_ID: 2k98 |STR_LEN: 24 |STR_TIME: 0.23959112167358398
> STR_ID: 2k9a |STR_LEN: 136 |STR_TIME: 2.4388270378112793
> STR_ID: 2k9b |STR_LEN: 34 |STR_TIME: 0.17113900184631348
> STR_ID: 2k9c |STR_LEN: 153 |STR_TIME: 1.2072319984436035
> STR_ID: 2k9d |STR_LEN: 44 |STR_TIME: 0.3582279682159424
> STR_ID: 2k9e |STR_LEN: 37 |STR_TIME: 0.32412075996398926
> STR_ID: 2k9f |STR_LEN: 272 |STR_TIME: 0.5696721076965332
> STR_ID: 2k9g |STR_LEN: 73 |STR_TIME: 0.5193889141082764
> STR_ID: 2k9h |STR_LEN: 59 |STR_TIME: 0.3803598880767822
> STR_ID: 2k9i |STR_LEN: 110 |STR_TIME: 0.8614718914031982
> STR_ID: 2k9j |STR_LEN: 85 |STR_TIME: 0.6319770812988281
> STR_ID: 2k9k |STR_LEN: 106 |STR_TIME: 0.7981200218200684
> STR_ID: 2k9l |STR_LEN: 76 |STR_TIME: 0.6388471126556396
> STR_ID: 2k9m |STR_LEN: 130 |STR_TIME: 1.0302519798278809
> STR_ID: 2k9n |STR_LEN: 107 |STR_TIME: 0.8446829319000244
> STR_ID: 2k9o |STR_LEN: 36 |STR_TIME: 0.30499887466430664
> STR_ID: 2k9p |STR_LEN: 80 |STR_TIME: 0.5556490421295166
> STR_ID: 2k9q |STR_LEN: 154 |STR_TIME: 1.1302402019500732
> STR_ID: 2k9r |STR_LEN: 51 |STR_TIME: 0.37777185440063477
> STR_ID: 2k9s |STR_LEN: 107 |STR_TIME: 0.7829370498657227
> STR_ID: 2k9u |STR_LEN: 143 |STR_TIME: 1.011638879776001
> STR_ID: 2k9x |STR_LEN: 102 |STR_TIME: 0.6814029216766357
> STR_ID: 2k9y |STR_LEN: 82 |STR_TIME: 0.5548632144927979
> STR_ID: 2k9z |STR_LEN: 89 |STR_TIME: 0.6853280067443848
> STR_ID: 3k90 |STR_LEN: 1261 |STR_TIME: 0.18227481842041016
> STR_ID: 3k91 |STR_LEN: 532 |STR_TIME: 0.04241800308227539
> STR_ID: 3k92 |STR_LEN: 3262 |STR_TIME: 0.47554993629455566
> STR_ID: 3k93 |STR_LEN: 351 |STR_TIME: 0.03936290740966797
> STR_ID: 3k94 |STR_LEN: 681 |STR_TIME: 0.14355683326721191
> STR_ID: 3k96 |STR_LEN: 1135 |STR_TIME: 0.10941386222839355
> STR_ID: 3k97 |STR_LEN: 362 |STR_TIME: 0.035514116287231445
> STR_ID: 3k98 |STR_LEN: 571 |STR_TIME: 0.06561613082885742
> STR_ID: 3k99 |STR_LEN: 1260 |STR_TIME: 0.17498373985290527
> STR_ID: 3k9a |STR_LEN: 101 |STR_TIME: 0.011459112167358398
> STR_ID: 3k9b |STR_LEN: 1506 |STR_TIME: 0.24658203125
> STR_ID: 3k9c |STR_LEN: 781 |STR_TIME: 0.09873819351196289
> STR_ID: 3k9d |STR_LEN: 2295 |STR_TIME: 0.2974720001220703
> STR_ID: 3k9e |STR_LEN: 792 |STR_TIME: 0.0892951488494873
> STR_ID: 3k9f |STR_LEN: 1460 |STR_TIME: 0.3286919593811035
> STR_ID: 3k9g |STR_LEN: 330 |STR_TIME: 0.03283190727233887
> STR_ID: 3k9h |STR_LEN: 677 |STR_TIME: 0.06996011734008789
> STR_ID: 3k9i |STR_LEN: 110 |STR_TIME: 0.016292095184326172
> STR_ID: 3k9j |STR_LEN: 662 |STR_TIME: 0.11610913276672363
> STR_ID: 3k9k |STR_LEN: 520 |STR_TIME: 0.06580901145935059
> STR_ID: 3k9l |STR_LEN: 719 |STR_TIME: 0.07319498062133789
> STR_ID: 3k9m |STR_LEN: 831 |STR_TIME: 0.1015169620513916
> STR_ID: 3k9n |STR_LEN: 211 |STR_TIME: 0.05335688591003418
> STR_ID: 3k9o |STR_LEN: 438 |STR_TIME: 0.04370307922363281
> STR_ID: 3k9p |STR_LEN: 271 |STR_TIME: 0.0384821891784668
> STR_ID: 3k9q |STR_LEN: 1704 |STR_TIME: 0.22120022773742676
> STR_ID: 3k9r |STR_LEN: 693 |STR_TIME: 0.06005215644836426
> STR_ID: 3k9s |STR_LEN: 1305 |STR_TIME: 0.16077208518981934
> STR_ID: 3k9t |STR_LEN: 651 |STR_TIME: 0.11255097389221191
> STR_ID: 3k9u |STR_LEN: 400 |STR_TIME: 0.051000118255615234
> STR_ID: 3k9v |STR_LEN: 1201 |STR_TIME: 0.1551070213317871
> STR_ID: 3k9w |STR_LEN: 305 |STR_TIME: 0.03015303611755371
> STR_ID: 3k9x |STR_LEN: 1324 |STR_TIME: 0.1541728973388672
> STR_ID: 3k9y |STR_LEN: 927 |STR_TIME: 0.13592886924743652
> STR_ID: 3k9z |STR_LEN: 281 |STR_TIME: 0.025170087814331055
> STR_ID: 4k90 |STR_LEN: 1129 |STR_TIME: 0.12959575653076172
> STR_ID: 4k91 |STR_LEN: 842 |STR_TIME: 0.10055780410766602
> STR_ID: 4k92 |STR_LEN: 863 |STR_TIME: 0.09985494613647461
> STR_ID: 4k93 |STR_LEN: 1276 |STR_TIME: 0.1642758846282959
> STR_ID: 4k94 |STR_LEN: 717 |STR_TIME: 0.10336995124816895
> STR_ID: 4k95 |STR_LEN: 4596 |STR_TIME: 0.820728063583374
> STR_ID: 4k96 |STR_LEN: 1505 |STR_TIME: 0.18546414375305176
> STR_ID: 4k97 |STR_LEN: 507 |STR_TIME: 0.07998299598693848
> STR_ID: 4k98 |STR_LEN: 749 |STR_TIME: 0.1570298671722412
> STR_ID: 4k99 |STR_LEN: 702 |STR_TIME: 0.08475279808044434
> STR_ID: 4k9a |STR_LEN: 586 |STR_TIME: 0.08249688148498535
> STR_ID: 4k9b |STR_LEN: 553 |STR_TIME: 0.1066141128540039
> STR_ID: 4k9c |STR_LEN: 1095 |STR_TIME: 0.12456893920898438
> STR_ID: 4k9d |STR_LEN: 3607 |STR_TIME: 0.5789611339569092
> STR_ID: 4k9e |STR_LEN: 714 |STR_TIME: 0.10976409912109375
> STR_ID: 4k9f |STR_LEN: 112 |STR_TIME: 0.014946222305297852
> STR_ID: 4k9g |STR_LEN: 634 |STR_TIME: 0.11577510833740234
> STR_ID: 4k9h |STR_LEN: 1120 |STR_TIME: 0.1635429859161377
> STR_ID: 4k9i |STR_LEN: 1222 |STR_TIME: 0.1506350040435791
> STR_ID: 4k9j |STR_LEN: 204 |STR_TIME: 0.036618947982788086
> STR_ID: 4k9k |STR_LEN: 1151 |STR_TIME: 0.10873675346374512
> STR_ID: 4k9l |STR_LEN: 967 |STR_TIME: 0.14081573486328125
> STR_ID: 4k9m |STR_LEN: 1155 |STR_TIME: 0.10968780517578125
> STR_ID: 4k9n |STR_LEN: 3758 |STR_TIME: 0.3756532669067383
> STR_ID: 4k9o |STR_LEN: 3423 |STR_TIME: 0.386214017868042
> STR_ID: 4k9p |STR_LEN: 3031 |STR_TIME: 0.41620516777038574
> STR_ID: 4k9q |STR_LEN: 2176 |STR_TIME: 0.18648004531860352
> STR_ID: 4k9r |STR_LEN: 469 |STR_TIME: 0.055973052978515625
> STR_ID: 4k9s |STR_LEN: 1094 |STR_TIME: 0.1754162311553955
> STR_ID: 4k9t |STR_LEN: 489 |STR_TIME: 0.08298397064208984
> STR_ID: 4k9u |STR_LEN: 453 |STR_TIME: 0.08717226982116699
> STR_ID: 4k9v |STR_LEN: 467 |STR_TIME: 0.1132957935333252
> STR_ID: 4k9w |STR_LEN: 1861 |STR_TIME: 0.3820009231567383
> STR_ID: 4k9x |STR_LEN: 451 |STR_TIME: 0.08462166786193848
> STR_ID: 4k9y |STR_LEN: 525 |STR_TIME: 0.059748172760009766
> STR_ID: 4k9z |STR_LEN: 232 |STR_TIME: 0.06649494171142578
> STR_ID: 5k92 |STR_LEN: 160 |STR_TIME: 0.03345322608947754
> STR_ID: 5k93 |STR_LEN: 420 |STR_TIME: 0.05939006805419922
> STR_ID: 5k95 |STR_LEN: 603 |STR_TIME: 0.07291102409362793
> STR_ID: 5k98 |STR_LEN: 1016 |STR_TIME: 0.1893911361694336
> STR_ID: 5k99 |STR_LEN: 1650 |STR_TIME: 0.2965538501739502
> STR_ID: 5k9a |STR_LEN: 382 |STR_TIME: 0.04416394233703613
> STR_ID: 5k9c |STR_LEN: 706 |STR_TIME: 0.13511085510253906
> STR_ID: 5k9d |STR_LEN: 766 |STR_TIME: 0.17702603340148926
> STR_ID: 5k9f |STR_LEN: 261 |STR_TIME: 0.022662878036499023
> STR_ID: 5k9g |STR_LEN: 883 |STR_TIME: 0.08032774925231934
> STR_ID: 5k9h |STR_LEN: 1167 |STR_TIME: 0.10012698173522949
> STR_ID: 5k9i |STR_LEN: 588 |STR_TIME: 0.1215047836303711
> STR_ID: 5k9j |STR_LEN: 585 |STR_TIME: 0.0806119441986084
> STR_ID: 5k9k |STR_LEN: 1915 |STR_TIME: 0.3766191005706787
> STR_ID: 5k9l |STR_LEN: 417 |STR_TIME: 0.06576895713806152
> STR_ID: 5k9m |STR_LEN: 781 |STR_TIME: 0.15388894081115723
> STR_ID: 5k9o |STR_LEN: 1808 |STR_TIME: 0.35488104820251465
> STR_ID: 5k9p |STR_LEN: 129 |STR_TIME: 0.018065929412841797
> STR_ID: 5k9q |STR_LEN: 7287 |STR_TIME: 1.4080450534820557
> STR_ID: 5k9r |STR_LEN: 689 |STR_TIME: 0.09232306480407715
> STR_ID: 5k9s |STR_LEN: 500 |STR_TIME: 0.21854591369628906
> STR_ID: 5k9v |STR_LEN: 502 |STR_TIME: 0.0467221736907959
> STR_ID: 5k9w |STR_LEN: 477 |STR_TIME: 0.0458989143371582
> STR_ID: 5k9x |STR_LEN: 392 |STR_TIME: 0.05094408988952637
