>> START_DIR: ./data/m/m0/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1m00 |STR_LEN: 1324 |STR_TIME: 0.14104509353637695
> STR_ID: 2m7o |STR_LEN: 70 |STR_TIME: 0.4423837661743164
> STR_ID: 2m7p |STR_LEN: 43 |STR_TIME: 0.26804494857788086
> STR_ID: 2m7q |STR_LEN: 71 |STR_TIME: 0.48255109786987305
> STR_ID: 2m7r |STR_LEN: 10 |STR_TIME: 0.047698020935058594
> STR_ID: 2m7s |STR_LEN: 90 |STR_TIME: 0.584197998046875
> STR_ID: 2m7t |STR_LEN: 33 |STR_TIME: 0.18665313720703125
> STR_ID: 2m7u |STR_LEN: 166 |STR_TIME: 0.6416370868682861
> STR_ID: 2m7v |STR_LEN: 166 |STR_TIME: 0.5873959064483643
> STR_ID: 2m7w |STR_LEN: 177 |STR_TIME: 1.2405319213867188
> STR_ID: 2m7x |STR_LEN: 30 |STR_TIME: 0.29947590827941895
> STR_ID: 2m7y |STR_LEN: 72 |STR_TIME: 0.020141124725341797
> STR_ID: 2m7z |STR_LEN: 81 |STR_TIME: 0.5826210975646973
> STR_ID: 3m70 |STR_LEN: 489 |STR_TIME: 0.05709528923034668
> STR_ID: 3m71 |STR_LEN: 522 |STR_TIME: 0.12001609802246094
> STR_ID: 3m72 |STR_LEN: 501 |STR_TIME: 0.06367182731628418
> STR_ID: 3m73 |STR_LEN: 596 |STR_TIME: 0.06708312034606934
> STR_ID: 3m74 |STR_LEN: 510 |STR_TIME: 0.06334781646728516
> STR_ID: 3m75 |STR_LEN: 509 |STR_TIME: 0.09035706520080566
> STR_ID: 3m76 |STR_LEN: 497 |STR_TIME: 0.06472015380859375
> STR_ID: 3m77 |STR_LEN: 524 |STR_TIME: 0.062072038650512695
> STR_ID: 3m78 |STR_LEN: 414 |STR_TIME: 0.057653188705444336
> STR_ID: 3m79 |STR_LEN: 1259 |STR_TIME: 0.15833711624145508
> STR_ID: 3m7a |STR_LEN: 744 |STR_TIME: 0.06537604331970215
> STR_ID: 3m7b |STR_LEN: 482 |STR_TIME: 0.06108498573303223
> STR_ID: 3m7c |STR_LEN: 504 |STR_TIME: 0.09142303466796875
> STR_ID: 3m7d |STR_LEN: 614 |STR_TIME: 0.0783531665802002
> STR_ID: 3m7e |STR_LEN: 510 |STR_TIME: 0.06439018249511719
> STR_ID: 3m7f |STR_LEN: 383 |STR_TIME: 0.05004596710205078
> STR_ID: 3m7g |STR_LEN: 296 |STR_TIME: 0.08020401000976562
> STR_ID: 3m7h |STR_LEN: 713 |STR_TIME: 0.08953595161437988
> STR_ID: 3m7i |STR_LEN: 964 |STR_TIME: 0.09840512275695801
> STR_ID: 3m7j |STR_LEN: 656 |STR_TIME: 0.12046504020690918
> STR_ID: 3m7k |STR_LEN: 290 |STR_TIME: 0.039243221282958984
> STR_ID: 3m7l |STR_LEN: 542 |STR_TIME: 0.06739187240600586
> STR_ID: 3m7m |STR_LEN: 231 |STR_TIME: 0.03972291946411133
> STR_ID: 3m7n |STR_LEN: 2777 |STR_TIME: 0.3511049747467041
> STR_ID: 3m7o |STR_LEN: 1000 |STR_TIME: 0.08940315246582031
> STR_ID: 3m7p |STR_LEN: 375 |STR_TIME: 0.08105778694152832
> STR_ID: 3m7q |STR_LEN: 811 |STR_TIME: 0.05300307273864746
> STR_ID: 3m7r |STR_LEN: 418 |STR_TIME: 0.04175376892089844
> STR_ID: 3m7s |STR_LEN: 390 |STR_TIME: 0.03983020782470703
> STR_ID: 3m7t |STR_LEN: 652 |STR_TIME: 0.04605722427368164
> STR_ID: 3m7u |STR_LEN: 733 |STR_TIME: 0.11330676078796387
> STR_ID: 3m7v |STR_LEN: 1122 |STR_TIME: 0.14635705947875977
> STR_ID: 3m7w |STR_LEN: 2635 |STR_TIME: 0.2740318775177002
> STR_ID: 4m70 |STR_LEN: 1101 |STR_TIME: 0.13753604888916016
> STR_ID: 4m71 |STR_LEN: 1217 |STR_TIME: 0.16145634651184082
> STR_ID: 4m72 |STR_LEN: 1441 |STR_TIME: 0.11415910720825195
> STR_ID: 4m73 |STR_LEN: 1475 |STR_TIME: 0.14625000953674316
> STR_ID: 4m74 |STR_LEN: 1179 |STR_TIME: 0.11564183235168457
> STR_ID: 4m75 |STR_LEN: 1191 |STR_TIME: 0.24858784675598145
> STR_ID: 4m76 |STR_LEN: 510 |STR_TIME: 0.0847628116607666
> STR_ID: 4m77 |STR_LEN: 1054 |STR_TIME: 0.22710919380187988
> STR_ID: 4m78 |STR_LEN: 1081 |STR_TIME: 0.20993399620056152
> STR_ID: 4m7a |STR_LEN: 1036 |STR_TIME: 0.19514918327331543
> STR_ID: 4m7b |STR_LEN: 655 |STR_TIME: 0.06509804725646973
> STR_ID: 4m7c |STR_LEN: 690 |STR_TIME: 0.1296682357788086
> STR_ID: 4m7d |STR_LEN: 1138 |STR_TIME: 0.19173192977905273
> STR_ID: 4m7e |STR_LEN: 1832 |STR_TIME: 0.275310754776001
> STR_ID: 4m7f |STR_LEN: 767 |STR_TIME: 0.09777307510375977
> STR_ID: 4m7g |STR_LEN: 576 |STR_TIME: 0.08694601058959961
> STR_ID: 4m7h |STR_LEN: 743 |STR_TIME: 0.06859922409057617
> STR_ID: 4m7i |STR_LEN: 372 |STR_TIME: 0.03594183921813965
> STR_ID: 4m7j |STR_LEN: 663 |STR_TIME: 0.12984085083007812
> STR_ID: 4m7k |STR_LEN: 798 |STR_TIME: 0.06757998466491699
> STR_ID: 4m7l |STR_LEN: 637 |STR_TIME: 0.10994720458984375
> STR_ID: 4m7m |STR_LEN: 147 |STR_TIME: 0.024426937103271484
> STR_ID: 4m7o |STR_LEN: 338 |STR_TIME: 0.07895708084106445
> STR_ID: 4m7p |STR_LEN: 526 |STR_TIME: 4.749351978302002
> STR_ID: 4m7r |STR_LEN: 639 |STR_TIME: 0.06579113006591797
> STR_ID: 4m7s |STR_LEN: 276 |STR_TIME: 0.04093313217163086
> STR_ID: 4m7t |STR_LEN: 538 |STR_TIME: 0.04284095764160156
> STR_ID: 4m7u |STR_LEN: 302 |STR_TIME: 0.030546188354492188
> STR_ID: 4m7v |STR_LEN: 233 |STR_TIME: 0.030210018157958984
> STR_ID: 4m7w |STR_LEN: 1056 |STR_TIME: 0.13030195236206055
> STR_ID: 4m7x |STR_LEN: 434 |STR_TIME: 0.4397141933441162
> STR_ID: 4m7y |STR_LEN: 758 |STR_TIME: 0.10035395622253418
> STR_ID: 4m7z |STR_LEN: 1011 |STR_TIME: 0.16083002090454102
> STR_ID: 5m70 |STR_LEN: 839 |STR_TIME: 0.13940930366516113
> STR_ID: 5m72 |STR_LEN: 326 |STR_TIME: 0.03586888313293457
> STR_ID: 5m73 |STR_LEN: 1048 |STR_TIME: 0.3123917579650879
> STR_ID: 5m7e |STR_LEN: 2870 |STR_TIME: 0.47068119049072266
> STR_ID: 5m7g |STR_LEN: 2606 |STR_TIME: 0.5091540813446045
> STR_ID: 5m7i |STR_LEN: 552 |STR_TIME: 0.06331372261047363
> STR_ID: 5m7j |STR_LEN: 1191 |STR_TIME: 0.24498414993286133
> STR_ID: 5m7k |STR_LEN: 1191 |STR_TIME: 0.1845710277557373
> STR_ID: 5m7l |STR_LEN: 1191 |STR_TIME: 0.26668596267700195
> STR_ID: 5m7n |STR_LEN: 972 |STR_TIME: 0.19356393814086914
> STR_ID: 5m7o |STR_LEN: 1008 |STR_TIME: 0.1306900978088379
> STR_ID: 5m7p |STR_LEN: 1175 |STR_TIME: 0.20759105682373047
> STR_ID: 5m7q |STR_LEN: 426 |STR_TIME: 0.04127979278564453
> STR_ID: 5m7r |STR_LEN: 988 |STR_TIME: 0.18928003311157227
> STR_ID: 5m7s |STR_LEN: 914 |STR_TIME: 0.17146635055541992
> STR_ID: 5m7t |STR_LEN: 900 |STR_TIME: 0.20385384559631348
> STR_ID: 5m7u |STR_LEN: 945 |STR_TIME: 0.16646718978881836
> STR_ID: 5m7y |STR_LEN: 723 |STR_TIME: 0.11047601699829102
>> FINISH_DIR: ./data/m/m7/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 1238 |DIR_TIME: 37.51147699356079 

>> START_DIR: ./data/m/m8/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1m82 |STR_LEN: 25 |STR_TIME: 0.488706111907959
> STR_ID: 1m83 |STR_LEN: 501 |STR_TIME: 0.05028414726257324
> STR_ID: 1m85 |STR_LEN: 1017 |STR_TIME: 0.08201169967651367
> STR_ID: 1m8a |STR_LEN: 301 |STR_TIME: 0.0791921615600586
> STR_ID: 1m8b |STR_LEN: 56 |STR_TIME: 0.26732373237609863
> STR_ID: 1m8c |STR_LEN: 56 |STR_TIME: 0.3120710849761963
> STR_ID: 1m8d |STR_LEN: 1171 |STR_TIME: 0.17176198959350586
> STR_ID: 1m8e |STR_LEN: 997 |STR_TIME: 0.13343119621276855
> STR_ID: 1m8f |STR_LEN: 266 |STR_TIME: 0.028428077697753906
> STR_ID: 1m8g |STR_LEN: 302 |STR_TIME: 0.030426979064941406
> STR_ID: 1m8h |STR_LEN: 921 |STR_TIME: 0.183851957321167
> STR_ID: 1m8i |STR_LEN: 908 |STR_TIME: 0.12733197212219238
> STR_ID: 1m8j |STR_LEN: 218 |STR_TIME: 0.028135061264038086
> STR_ID: 1m8k |STR_LEN: 513 |STR_TIME: 0.11082196235656738
> STR_ID: 1m8l |STR_LEN: 96 |STR_TIME: 0.029328107833862305
> STR_ID: 1m8m |STR_LEN: 56 |STR_TIME: 0.1790928840637207
> STR_ID: 1m8n |STR_LEN: 612 |STR_TIME: 0.06364703178405762
> STR_ID: 1m8o |STR_LEN: 67 |STR_TIME: 0.49965596199035645
> STR_ID: 1m8p |STR_LEN: 2180 |STR_TIME: 0.3191378116607666
> STR_ID: 1m8q |STR_LEN: 9736 |STR_TIME: 1.8472900390625
> STR_ID: 1m8r |STR_LEN: 208 |STR_TIME: 0.020885705947875977
> STR_ID: 1m8s |STR_LEN: 237 |STR_TIME: 0.020037174224853516
> STR_ID: 1m8t |STR_LEN: 1585 |STR_TIME: 0.11982607841491699
> STR_ID: 1m8u |STR_LEN: 488 |STR_TIME: 0.16984868049621582
> STR_ID: 1m8v |STR_LEN: 1262 |STR_TIME: 0.1769883632659912
> STR_ID: 1m8w |STR_LEN: 1018 |STR_TIME: 0.15224504470825195
> STR_ID: 1m8x |STR_LEN: 1190 |STR_TIME: 0.11924290657043457
> STR_ID: 1m8y |STR_LEN: 1043 |STR_TIME: 0.11584186553955078
> STR_ID: 1m8z |STR_LEN: 746 |STR_TIME: 0.10262799263000488
> STR_ID: 2m80 |STR_LEN: 109 |STR_TIME: 0.7522151470184326
> STR_ID: 2m83 |STR_LEN: 139 |STR_TIME: 0.9701230525970459
> STR_ID: 2m84 |STR_LEN: 24 |STR_TIME: 0.22436213493347168
> STR_ID: 2m85 |STR_LEN: 67 |STR_TIME: 0.5170559883117676
> STR_ID: 2m86 |STR_LEN: 134 |STR_TIME: 0.45510315895080566
> STR_ID: 2m87 |STR_LEN: 103 |STR_TIME: 0.5415651798248291
> STR_ID: 2m88 |STR_LEN: 185 |STR_TIME: 1.3723881244659424
> STR_ID: 2m89 |STR_LEN: 268 |STR_TIME: 1.04604172706604
> STR_ID: 2m8a |STR_LEN: 24 |STR_TIME: 0.2689201831817627
> STR_ID: 2m8b |STR_LEN: 51 |STR_TIME: 0.13722968101501465
> STR_ID: 2m8c |STR_LEN: 238 |STR_TIME: 2.60770583152771
> STR_ID: 2m8d |STR_LEN: 99 |STR_TIME: 0.5982580184936523
> STR_ID: 2m8e |STR_LEN: 57 |STR_TIME: 0.4278078079223633
> STR_ID: 2m8f |STR_LEN: 24 |STR_TIME: 0.18937182426452637
> STR_ID: 2m8g |STR_LEN: 70 |STR_TIME: 0.4597201347351074
> STR_ID: 2m8h |STR_LEN: 101 |STR_TIME: 0.7341227531433105
> STR_ID: 2m8i |STR_LEN: 43 |STR_TIME: 0.315248966217041
> STR_ID: 2m8j |STR_LEN: 43 |STR_TIME: 0.2501392364501953
> STR_ID: 2m8k |STR_LEN: 48 |STR_TIME: 0.6698989868164062
> STR_ID: 2m8l |STR_LEN: 442 |STR_TIME: 16.328174829483032
> STR_ID: 2m8m |STR_LEN: 28 |STR_TIME: 0.18554210662841797
> STR_ID: 2m8n |STR_LEN: 221 |STR_TIME: 9.654681921005249
> STR_ID: 2m8o |STR_LEN: 28 |STR_TIME: 0.18066787719726562
> STR_ID: 2m8p |STR_LEN: 221 |STR_TIME: 8.905692100524902
> STR_ID: 2m8r |STR_LEN: 109 |STR_TIME: 0.9300999641418457
> STR_ID: 2m8s |STR_LEN: 121 |STR_TIME: 0.659416913986206
> STR_ID: 2m8t |STR_LEN: 112 |STR_TIME: 1.4812819957733154
> STR_ID: 2m8u |STR_LEN: 77 |STR_TIME: 0.6356050968170166
> STR_ID: 2m8v |STR_LEN: 33 |STR_TIME: 0.17673683166503906
> STR_ID: 2m8w |STR_LEN: 91 |STR_TIME: 0.7483372688293457
> STR_ID: 2m8x |STR_LEN: 108 |STR_TIME: 0.7853398323059082
> STR_ID: 2m8y |STR_LEN: 15 |STR_TIME: 0.09205889701843262
> STR_ID: 2m8z |STR_LEN: 27 |STR_TIME: 0.1680309772491455
> STR_ID: 3m81 |STR_LEN: 2462 |STR_TIME: 0.4596080780029297
> STR_ID: 3m82 |STR_LEN: 2889 |STR_TIME: 0.3877081871032715
> STR_ID: 3m83 |STR_LEN: 2956 |STR_TIME: 0.37860774993896484
> STR_ID: 3m84 |STR_LEN: 1535 |STR_TIME: 0.16640996932983398
> STR_ID: 3m85 |STR_LEN: 2067 |STR_TIME: 0.36789822578430176
> STR_ID: 3m86 |STR_LEN: 407 |STR_TIME: 0.0496370792388916
> STR_ID: 3m88 |STR_LEN: 335 |STR_TIME: 0.0960850715637207
> STR_ID: 3m89 |STR_LEN: 522 |STR_TIME: 0.05826401710510254
> STR_ID: 3m8a |STR_LEN: 1856 |STR_TIME: 0.15595078468322754
> STR_ID: 3m8b |STR_LEN: 674 |STR_TIME: 0.10889792442321777
> STR_ID: 3m8c |STR_LEN: 980 |STR_TIME: 0.10682892799377441
> STR_ID: 3m8d |STR_LEN: 670 |STR_TIME: 0.09302902221679688
> STR_ID: 3m8e |STR_LEN: 353 |STR_TIME: 0.03692913055419922
> STR_ID: 3m8f |STR_LEN: 202 |STR_TIME: 0.07692503929138184
> STR_ID: 3m8j |STR_LEN: 326 |STR_TIME: 0.0352020263671875
> STR_ID: 3m8k |STR_LEN: 480 |STR_TIME: 0.06853914260864258
> STR_ID: 3m8l |STR_LEN: 1598 |STR_TIME: 0.252277135848999
> STR_ID: 3m8m |STR_LEN: 926 |STR_TIME: 0.07601094245910645
> STR_ID: 3m8n |STR_LEN: 1044 |STR_TIME: 0.12972283363342285
> STR_ID: 3m8o |STR_LEN: 1108 |STR_TIME: 0.14116382598876953
> STR_ID: 3m8p |STR_LEN: 1258 |STR_TIME: 0.14816999435424805
> STR_ID: 3m8q |STR_LEN: 1036 |STR_TIME: 0.17204523086547852
> STR_ID: 3m8r |STR_LEN: 868 |STR_TIME: 0.1167612075805664
> STR_ID: 3m8s |STR_LEN: 701 |STR_TIME: 0.14882993698120117
> STR_ID: 3m8t |STR_LEN: 1228 |STR_TIME: 0.10939812660217285
> STR_ID: 3m8u |STR_LEN: 1106 |STR_TIME: 0.2074899673461914
> STR_ID: 3m8v |STR_LEN: 134 |STR_TIME: 0.019564151763916016
> STR_ID: 3m8w |STR_LEN: 2135 |STR_TIME: 0.2872607707977295
> STR_ID: 3m8y |STR_LEN: 1949 |STR_TIME: 0.27649378776550293
> STR_ID: 3m8z |STR_LEN: 2168 |STR_TIME: 0.27863192558288574
> STR_ID: 4m80 |STR_LEN: 704 |STR_TIME: 0.0670168399810791
> STR_ID: 4m81 |STR_LEN: 889 |STR_TIME: 0.0801842212677002
> STR_ID: 4m82 |STR_LEN: 883 |STR_TIME: 0.07576990127563477
> STR_ID: 4m83 |STR_LEN: 1313 |STR_TIME: 5.297120094299316
> STR_ID: 4m84 |STR_LEN: 551 |STR_TIME: 0.2758197784423828
> STR_ID: 4m85 |STR_LEN: 1262 |STR_TIME: 0.1246483325958252
> STR_ID: 4m86 |STR_LEN: 791 |STR_TIME: 0.09326481819152832
> STR_ID: 4m87 |STR_LEN: 765 |STR_TIME: 0.0888059139251709
> STR_ID: 4m88 |STR_LEN: 459 |STR_TIME: 0.06520509719848633
> STR_ID: 4m89 |STR_LEN: 832 |STR_TIME: 0.10134100914001465
> STR_ID: 4m8a |STR_LEN: 437 |STR_TIME: 0.047866106033325195
> STR_ID: 4m8b |STR_LEN: 314 |STR_TIME: 0.04243898391723633
> STR_ID: 4m8d |STR_LEN: 6516 |STR_TIME: 1.1683251857757568
> STR_ID: 4m8e |STR_LEN: 356 |STR_TIME: 0.07096195220947266
> STR_ID: 4m8g |STR_LEN: 390 |STR_TIME: 0.052388906478881836
> STR_ID: 4m8h |STR_LEN: 355 |STR_TIME: 0.03442502021789551
> STR_ID: 4m8i |STR_LEN: 646 |STR_TIME: 0.06600403785705566
> STR_ID: 4m8j |STR_LEN: 497 |STR_TIME: 0.06697487831115723
> STR_ID: 4m8k |STR_LEN: 747 |STR_TIME: 0.15156078338623047
> STR_ID: 4m8l |STR_LEN: 1214 |STR_TIME: 0.1326308250427246
> STR_ID: 4m8m |STR_LEN: 1164 |STR_TIME: 0.24547290802001953
> STR_ID: 4m8n |STR_LEN: 2956 |STR_TIME: 0.6294398307800293
> STR_ID: 4m8o |STR_LEN: 1618 |STR_TIME: 0.1889817714691162
> STR_ID: 4m8q |STR_LEN: 764 |STR_TIME: 0.19481492042541504
> STR_ID: 4m8r |STR_LEN: 1070 |STR_TIME: 0.15942120552062988
> STR_ID: 4m8s |STR_LEN: 1654 |STR_TIME: 0.21880483627319336
> STR_ID: 4m8t |STR_LEN: 305 |STR_TIME: 0.08201479911804199
> STR_ID: 4m8u |STR_LEN: 1177 |STR_TIME: 0.15307307243347168
> STR_ID: 4m8v |STR_LEN: 281 |STR_TIME: 0.03123188018798828
> STR_ID: 4m8x |STR_LEN: 274 |STR_TIME: 0.04126095771789551
> STR_ID: 4m8y |STR_LEN: 281 |STR_TIME: 0.03397083282470703
> STR_ID: 4m8z |STR_LEN: 1135 |STR_TIME: 0.14463281631469727
> STR_ID: 5m87 |STR_LEN: 495 |STR_TIME: 0.08792495727539062
> STR_ID: 5m8a |STR_LEN: 494 |STR_TIME: 0.08205890655517578
> STR_ID: 5m8b |STR_LEN: 1415 |STR_TIME: 0.16582775115966797
> STR_ID: 5m8d |STR_LEN: 2746 |STR_TIME: 0.4694368839263916
> STR_ID: 5m8e |STR_LEN: 1289 |STR_TIME: 0.16222214698791504
> STR_ID: 5m8g |STR_LEN: 2682 |STR_TIME: 0.4947779178619385
> STR_ID: 5m8j |STR_LEN: 494 |STR_TIME: 0.12506699562072754
> STR_ID: 5m8k |STR_LEN: 494 |STR_TIME: 0.09162306785583496
>> FINISH_DIR: ./data/m/m8/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 1370 |DIR_TIME: 78.80167007446289 

>> START_DIR: ./data/m/m9/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1m90 |STR_LEN: 14675 |STR_TIME: 2.282938003540039
> STR_ID: 1m93 |STR_LEN: 469 |STR_TIME: 0.049356937408447266
> STR_ID: 1m94 |STR_LEN: 73 |STR_TIME: 0.6481802463531494
> STR_ID: 1m99 |STR_LEN: 335 |STR_TIME: 0.03365302085876465
> STR_ID: 1m9a |STR_LEN: 391 |STR_TIME: 0.03526926040649414
> STR_ID: 1m9b |STR_LEN: 285 |STR_TIME: 0.03175210952758789
> STR_ID: 1m9c |STR_LEN: 754 |STR_TIME: 0.09041881561279297
> STR_ID: 1m9d |STR_LEN: 1204 |STR_TIME: 0.16466093063354492
> STR_ID: 1m9e |STR_LEN: 987 |STR_TIME: 0.09545183181762695
> STR_ID: 1m9f |STR_LEN: 1186 |STR_TIME: 0.10013675689697266
> STR_ID: 1m9g |STR_LEN: 97 |STR_TIME: 0.7341020107269287
> STR_ID: 1m9h |STR_LEN: 425 |STR_TIME: 0.04065990447998047
> STR_ID: 1m9i |STR_LEN: 817 |STR_TIME: 0.1683969497680664
> STR_ID: 1m9j |STR_LEN: 952 |STR_TIME: 0.1224508285522461
> STR_ID: 1m9k |STR_LEN: 1218 |STR_TIME: 0.1614058017730713
> STR_ID: 1m9l |STR_LEN: 198 |STR_TIME: 0.9984140396118164
> STR_ID: 1m9m |STR_LEN: 1225 |STR_TIME: 0.1738440990447998
> STR_ID: 1m9n |STR_LEN: 1697 |STR_TIME: 0.17782807350158691
> STR_ID: 1m9o |STR_LEN: 41 |STR_TIME: 0.3542168140411377
> STR_ID: 1m9p |STR_LEN: 1019 |STR_TIME: 0.12577486038208008
> STR_ID: 1m9q |STR_LEN: 1294 |STR_TIME: 0.12710785865783691
> STR_ID: 1m9r |STR_LEN: 979 |STR_TIME: 0.12348604202270508
> STR_ID: 1m9s |STR_LEN: 596 |STR_TIME: 0.13542485237121582
> STR_ID: 1m9t |STR_LEN: 1087 |STR_TIME: 0.1271200180053711
> STR_ID: 1m9u |STR_LEN: 1001 |STR_TIME: 0.10209202766418457
> STR_ID: 1m9w |STR_LEN: 98 |STR_TIME: 0.30219388008117676
> STR_ID: 1m9x |STR_LEN: 2716 |STR_TIME: 0.24909090995788574
> STR_ID: 1m9y |STR_LEN: 2343 |STR_TIME: 0.2539980411529541
> STR_ID: 1m9z |STR_LEN: 284 |STR_TIME: 0.02007603645324707
> STR_ID: 2m90 |STR_LEN: 32 |STR_TIME: 0.19167089462280273
> STR_ID: 2m91 |STR_LEN: 30 |STR_TIME: 0.24070310592651367
> STR_ID: 2m92 |STR_LEN: 34 |STR_TIME: 0.22950410842895508
> STR_ID: 2m93 |STR_LEN: 32 |STR_TIME: 0.19842791557312012
> STR_ID: 2m94 |STR_LEN: 139 |STR_TIME: 0.47798705101013184
> STR_ID: 2m96 |STR_LEN: 45 |STR_TIME: 0.26858997344970703
> STR_ID: 2m97 |STR_LEN: 69 |STR_TIME: 0.47078680992126465
> STR_ID: 2m98 |STR_LEN: 125 |STR_TIME: 1.1187138557434082
> STR_ID: 2m99 |STR_LEN: 57 |STR_TIME: 0.40677785873413086
> STR_ID: 2m9a |STR_LEN: 92 |STR_TIME: 0.766826868057251
> STR_ID: 2m9e |STR_LEN: 33 |STR_TIME: 0.18993616104125977
> STR_ID: 2m9f |STR_LEN: 34 |STR_TIME: 0.2879180908203125
> STR_ID: 2m9g |STR_LEN: 184 |STR_TIME: 1.3468589782714844
> STR_ID: 2m9h |STR_LEN: 106 |STR_TIME: 0.7342298030853271
> STR_ID: 2m9i |STR_LEN: 34 |STR_TIME: 0.3037068843841553
> STR_ID: 2m9j |STR_LEN: 35 |STR_TIME: 0.25137996673583984
> STR_ID: 2m9k |STR_LEN: 186 |STR_TIME: 0.9749817848205566
> STR_ID: 2m9l |STR_LEN: 35 |STR_TIME: 0.252626895904541
> STR_ID: 2m9m |STR_LEN: 139 |STR_TIME: 0.5035161972045898
> STR_ID: 2m9n |STR_LEN: 61 |STR_TIME: 0.22596096992492676
> STR_ID: 2m9o |STR_LEN: 29 |STR_TIME: 0.1503429412841797
> STR_ID: 2m9p |STR_LEN: 245 |STR_TIME: 0.8561069965362549
> STR_ID: 2m9q |STR_LEN: 245 |STR_TIME: 0.8212900161743164
> STR_ID: 2m9r |STR_LEN: 42 |STR_TIME: 0.2526719570159912
> STR_ID: 2m9s |STR_LEN: 42 |STR_TIME: 0.12003612518310547
> STR_ID: 2m9u |STR_LEN: 89 |STR_TIME: 0.67706298828125
> STR_ID: 2m9v |STR_LEN: 170 |STR_TIME: 1.2209677696228027
> STR_ID: 2m9w |STR_LEN: 64 |STR_TIME: 0.47373199462890625
> STR_ID: 2m9x |STR_LEN: 112 |STR_TIME: 0.9281830787658691
> STR_ID: 2m9y |STR_LEN: 76 |STR_TIME: 0.5445461273193359
> STR_ID: 3m91 |STR_LEN: 229 |STR_TIME: 0.03244280815124512
> STR_ID: 3m92 |STR_LEN: 254 |STR_TIME: 0.024863004684448242
> STR_ID: 3m93 |STR_LEN: 196 |STR_TIME: 0.026617050170898438
> STR_ID: 3m94 |STR_LEN: 234 |STR_TIME: 0.03318905830383301
> STR_ID: 3m95 |STR_LEN: 290 |STR_TIME: 0.04373502731323242
> STR_ID: 3m96 |STR_LEN: 500 |STR_TIME: 0.04444289207458496
> STR_ID: 3m97 |STR_LEN: 350 |STR_TIME: 0.02524113655090332
> STR_ID: 3m98 |STR_LEN: 484 |STR_TIME: 0.16922974586486816
> STR_ID: 3m99 |STR_LEN: 734 |STR_TIME: 0.1223750114440918
> STR_ID: 3m9a |STR_LEN: 112 |STR_TIME: 0.015149116516113281
> STR_ID: 3m9b |STR_LEN: 2232 |STR_TIME: 0.44951605796813965
> STR_ID: 3m9c |STR_LEN: 1524 |STR_TIME: 0.10353684425354004
> STR_ID: 3m9d |STR_LEN: 2418 |STR_TIME: 0.5200901031494141
> STR_ID: 3m9e |STR_LEN: 727 |STR_TIME: 0.15277576446533203
> STR_ID: 3m9f |STR_LEN: 308 |STR_TIME: 0.03885698318481445
> STR_ID: 3m9g |STR_LEN: 273 |STR_TIME: 0.03282570838928223
> STR_ID: 3m9h |STR_LEN: 318 |STR_TIME: 0.046492815017700195
> STR_ID: 3m9i |STR_LEN: 235 |STR_TIME: 0.039791107177734375
> STR_ID: 3m9j |STR_LEN: 427 |STR_TIME: 0.10714411735534668
> STR_ID: 3m9k |STR_LEN: 380 |STR_TIME: 0.04611015319824219
> STR_ID: 3m9l |STR_LEN: 503 |STR_TIME: 0.03797507286071777
> STR_ID: 3m9m |STR_LEN: 429 |STR_TIME: 0.05969882011413574
> STR_ID: 3m9n |STR_LEN: 666 |STR_TIME: 0.06825113296508789
> STR_ID: 3m9o |STR_LEN: 636 |STR_TIME: 0.0917360782623291
> STR_ID: 3m9q |STR_LEN: 686 |STR_TIME: 0.048010826110839844
> STR_ID: 3m9s |STR_LEN: 8142 |STR_TIME: 1.0552260875701904
> STR_ID: 3m9u |STR_LEN: 1875 |STR_TIME: 0.18007612228393555
> STR_ID: 3m9v |STR_LEN: 499 |STR_TIME: 0.1353590488433838
> STR_ID: 3m9w |STR_LEN: 400 |STR_TIME: 0.04399895668029785
> STR_ID: 3m9x |STR_LEN: 395 |STR_TIME: 0.048140764236450195
> STR_ID: 3m9y |STR_LEN: 990 |STR_TIME: 0.08079886436462402
> STR_ID: 3m9z |STR_LEN: 236 |STR_TIME: 0.020327091217041016
> STR_ID: 4m90 |STR_LEN: 290 |STR_TIME: 0.027411937713623047
> STR_ID: 4m91 |STR_LEN: 353 |STR_TIME: 0.03911304473876953
> STR_ID: 4m92 |STR_LEN: 405 |STR_TIME: 0.07353997230529785
> STR_ID: 4m93 |STR_LEN: 1150 |STR_TIME: 0.15416502952575684
> STR_ID: 4m94 |STR_LEN: 420 |STR_TIME: 0.046865224838256836
> STR_ID: 4m95 |STR_LEN: 458 |STR_TIME: 0.07289004325866699
> STR_ID: 4m97 |STR_LEN: 593 |STR_TIME: 0.08465099334716797
> STR_ID: 4m98 |STR_LEN: 314 |STR_TIME: 0.05778789520263672
> STR_ID: 4m99 |STR_LEN: 760 |STR_TIME: 0.08534932136535645
> STR_ID: 4m9a |STR_LEN: 2016 |STR_TIME: 0.29006481170654297
> STR_ID: 4m9b |STR_LEN: 665 |STR_TIME: 0.06340599060058594
