>> START_DIR: ./data/b/b0/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1b00 |STR_LEN: 375 |STR_TIME: 0.08951592445373535
> STR_ID: 3b91 |STR_LEN: 67 |STR_TIME: 0.050981760025024414
> STR_ID: 3b92 |STR_LEN: 507 |STR_TIME: 0.12920117378234863
> STR_ID: 3b93 |STR_LEN: 414 |STR_TIME: 0.07667779922485352
> STR_ID: 3b94 |STR_LEN: 456 |STR_TIME: 0.06610488891601562
> STR_ID: 3b95 |STR_LEN: 509 |STR_TIME: 0.1510329246520996
> STR_ID: 3b96 |STR_LEN: 997 |STR_TIME: 0.0932302474975586
> STR_ID: 3b97 |STR_LEN: 2334 |STR_TIME: 0.31835103034973145
> STR_ID: 3b98 |STR_LEN: 1157 |STR_TIME: 0.13867807388305664
> STR_ID: 3b99 |STR_LEN: 1091 |STR_TIME: 0.2079789638519287
> STR_ID: 3b9a |STR_LEN: 1263 |STR_TIME: 0.10745716094970703
> STR_ID: 3b9b |STR_LEN: 1063 |STR_TIME: 0.24241900444030762
> STR_ID: 3b9c |STR_LEN: 1001 |STR_TIME: 0.10360312461853027
> STR_ID: 3b9d |STR_LEN: 1235 |STR_TIME: 0.1063232421875
> STR_ID: 3b9e |STR_LEN: 1321 |STR_TIME: 0.16027593612670898
> STR_ID: 3b9f |STR_LEN: 1188 |STR_TIME: 0.13507795333862305
> STR_ID: 3b9g |STR_LEN: 1270 |STR_TIME: 0.13298296928405762
> STR_ID: 3b9h |STR_LEN: 322 |STR_TIME: 0.09468317031860352
> STR_ID: 3b9i |STR_LEN: 305 |STR_TIME: 0.04149603843688965
> STR_ID: 3b9j |STR_LEN: 3313 |STR_TIME: 0.4739670753479004
> STR_ID: 3b9k |STR_LEN: 1362 |STR_TIME: 0.2446281909942627
> STR_ID: 3b9l |STR_LEN: 591 |STR_TIME: 0.09297299385070801
> STR_ID: 3b9m |STR_LEN: 591 |STR_TIME: 0.10169601440429688
> STR_ID: 3b9n |STR_LEN: 1203 |STR_TIME: 0.21866917610168457
> STR_ID: 3b9o |STR_LEN: 1197 |STR_TIME: 0.16366219520568848
> STR_ID: 3b9p |STR_LEN: 284 |STR_TIME: 0.03962898254394531
> STR_ID: 3b9q |STR_LEN: 524 |STR_TIME: 0.10093426704406738
> STR_ID: 3b9r |STR_LEN: 2004 |STR_TIME: 0.42673492431640625
> STR_ID: 3b9s |STR_LEN: 569 |STR_TIME: 0.05636906623840332
> STR_ID: 3b9t |STR_LEN: 3417 |STR_TIME: 0.3531968593597412
> STR_ID: 3b9u |STR_LEN: 233 |STR_TIME: 0.02326488494873047
> STR_ID: 3b9v |STR_LEN: 876 |STR_TIME: 0.0835881233215332
> STR_ID: 3b9w |STR_LEN: 736 |STR_TIME: 0.14664006233215332
> STR_ID: 3b9x |STR_LEN: 1542 |STR_TIME: 0.18483996391296387
> STR_ID: 3b9y |STR_LEN: 737 |STR_TIME: 0.06517195701599121
> STR_ID: 3b9z |STR_LEN: 713 |STR_TIME: 0.10400676727294922
> STR_ID: 4b90 |STR_LEN: 1151 |STR_TIME: 0.19110679626464844
> STR_ID: 4b91 |STR_LEN: 1531 |STR_TIME: 0.19228196144104004
> STR_ID: 4b92 |STR_LEN: 958 |STR_TIME: 0.14546799659729004
> STR_ID: 4b93 |STR_LEN: 557 |STR_TIME: 0.06266999244689941
> STR_ID: 4b94 |STR_LEN: 805 |STR_TIME: 0.15807700157165527
> STR_ID: 4b95 |STR_LEN: 1507 |STR_TIME: 0.29332685470581055
> STR_ID: 4b96 |STR_LEN: 325 |STR_TIME: 0.040625810623168945
> STR_ID: 4b97 |STR_LEN: 306 |STR_TIME: 0.0360713005065918
> STR_ID: 4b98 |STR_LEN: 3243 |STR_TIME: 0.3827037811279297
> STR_ID: 4b99 |STR_LEN: 345 |STR_TIME: 0.06273508071899414
> STR_ID: 4b9a |STR_LEN: 750 |STR_TIME: 0.12168383598327637
> STR_ID: 4b9b |STR_LEN: 8090 |STR_TIME: 0.8298711776733398
> STR_ID: 4b9c |STR_LEN: 318 |STR_TIME: 0.03469085693359375
> STR_ID: 4b9d |STR_LEN: 825 |STR_TIME: 0.12397503852844238
> STR_ID: 4b9e |STR_LEN: 725 |STR_TIME: 0.14538860321044922
> STR_ID: 4b9f |STR_LEN: 738 |STR_TIME: 0.06984901428222656
> STR_ID: 4b9g |STR_LEN: 758 |STR_TIME: 0.1033940315246582
> STR_ID: 4b9h |STR_LEN: 250 |STR_TIME: 0.03582406044006348
> STR_ID: 4b9i |STR_LEN: 264 |STR_TIME: 0.07793593406677246
> STR_ID: 4b9j |STR_LEN: 151 |STR_TIME: 0.020425081253051758
> STR_ID: 4b9k |STR_LEN: 2244 |STR_TIME: 0.31981992721557617
> STR_ID: 4b9l |STR_LEN: 834 |STR_TIME: 0.12915396690368652
> STR_ID: 4b9m |STR_LEN: 810 |STR_TIME: 0.18746590614318848
> STR_ID: 4b9n |STR_LEN: 850 |STR_TIME: 0.17318296432495117
> STR_ID: 4b9o |STR_LEN: 206 |STR_TIME: 0.021906137466430664
> STR_ID: 4b9p |STR_LEN: 384 |STR_TIME: 0.03885674476623535
> STR_ID: 4b9q |STR_LEN: 2910 |STR_TIME: 0.601830005645752
> STR_ID: 4b9r |STR_LEN: 264 |STR_TIME: 0.037097930908203125
> STR_ID: 4b9s |STR_LEN: 917 |STR_TIME: 0.10827183723449707
> STR_ID: 4b9t |STR_LEN: 665 |STR_TIME: 0.2332460880279541
> STR_ID: 4b9u |STR_LEN: 801 |STR_TIME: 0.13189387321472168
> STR_ID: 4b9v |STR_LEN: 784 |STR_TIME: 0.17524981498718262
> STR_ID: 4b9w |STR_LEN: 591 |STR_TIME: 0.06890296936035156
> STR_ID: 4b9x |STR_LEN: 194 |STR_TIME: 0.029631853103637695
> STR_ID: 4b9y |STR_LEN: 1445 |STR_TIME: 0.4023449420928955
> STR_ID: 4b9z |STR_LEN: 1247 |STR_TIME: 0.3820168972015381
>> FINISH_DIR: ./data/b/b9/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 1554 |DIR_TIME: 24.383979082107544 

>> START_DIR: ./data/b/ba/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1ba0 |STR_LEN: 807 |STR_TIME: 0.07274389266967773
> STR_ID: 1ba1 |STR_LEN: 825 |STR_TIME: 0.12549400329589844
> STR_ID: 1ba2 |STR_LEN: 879 |STR_TIME: 0.19677376747131348
> STR_ID: 1ba3 |STR_LEN: 895 |STR_TIME: 0.09705615043640137
> STR_ID: 1ba4 |STR_LEN: 40 |STR_TIME: 0.11963486671447754
> STR_ID: 1ba5 |STR_LEN: 53 |STR_TIME: 0.5271470546722412
> STR_ID: 1ba6 |STR_LEN: 40 |STR_TIME: 0.14235591888427734
> STR_ID: 1ba7 |STR_LEN: 491 |STR_TIME: 0.051568031311035156
> STR_ID: 1ba8 |STR_LEN: 450 |STR_TIME: 0.04979515075683594
> STR_ID: 1ba9 |STR_LEN: 155 |STR_TIME: 1.944108247756958
> STR_ID: 1bab |STR_LEN: 850 |STR_TIME: 0.1627500057220459
> STR_ID: 1bae |STR_LEN: 16 |STR_TIME: 0.00969696044921875
> STR_ID: 1baf |STR_LEN: 432 |STR_TIME: 0.08028817176818848
> STR_ID: 1bag |STR_LEN: 579 |STR_TIME: 0.07177901268005371
> STR_ID: 1bah |STR_LEN: 37 |STR_TIME: 0.5948138236999512
> STR_ID: 1bai |STR_LEN: 334 |STR_TIME: 0.054162025451660156
> STR_ID: 1baj |STR_LEN: 98 |STR_TIME: 0.011505126953125
> STR_ID: 1bak |STR_LEN: 119 |STR_TIME: 0.9952309131622314
> STR_ID: 1bal |STR_LEN: 51 |STR_TIME: 1.0764329433441162
> STR_ID: 1bam |STR_LEN: 316 |STR_TIME: 0.0405421257019043
> STR_ID: 1ban |STR_LEN: 591 |STR_TIME: 0.05927586555480957
> STR_ID: 1bao |STR_LEN: 537 |STR_TIME: 0.2143559455871582
> STR_ID: 1bap |STR_LEN: 461 |STR_TIME: 0.050482749938964844
> STR_ID: 1bar |STR_LEN: 301 |STR_TIME: 0.042672157287597656
> STR_ID: 1bas |STR_LEN: 165 |STR_TIME: 0.019289731979370117
> STR_ID: 1bau |STR_LEN: 46 |STR_TIME: 0.027697324752807617
> STR_ID: 1bav |STR_LEN: 1811 |STR_TIME: 0.25893402099609375
> STR_ID: 1baw |STR_LEN: 360 |STR_TIME: 0.04909110069274902
> STR_ID: 1bax |STR_LEN: 94 |STR_TIME: 0.002485990524291992
> STR_ID: 1bay |STR_LEN: 537 |STR_TIME: 0.0675358772277832
> STR_ID: 1baz |STR_LEN: 243 |STR_TIME: 0.03087592124938965
> STR_ID: 2ba0 |STR_LEN: 2255 |STR_TIME: 0.41379880905151367
> STR_ID: 2ba1 |STR_LEN: 2099 |STR_TIME: 0.5058689117431641
> STR_ID: 2ba2 |STR_LEN: 432 |STR_TIME: 0.08499932289123535
> STR_ID: 2ba3 |STR_LEN: 102 |STR_TIME: 1.3209741115570068
> STR_ID: 2ba9 |STR_LEN: 859 |STR_TIME: 0.13297700881958008
> STR_ID: 2baa |STR_LEN: 371 |STR_TIME: 0.03912806510925293
> STR_ID: 2bab |STR_LEN: 990 |STR_TIME: 0.09279584884643555
> STR_ID: 2bac |STR_LEN: 894 |STR_TIME: 0.09012722969055176
> STR_ID: 2baf |STR_LEN: 166 |STR_TIME: 2.073904037475586
> STR_ID: 2bag |STR_LEN: 812 |STR_TIME: 0.3226602077484131
> STR_ID: 2bai |STR_LEN: 33 |STR_TIME: 0.6846768856048584
> STR_ID: 2baj |STR_LEN: 444 |STR_TIME: 0.12705779075622559
> STR_ID: 2bak |STR_LEN: 416 |STR_TIME: 0.11215877532958984
> STR_ID: 2bal |STR_LEN: 428 |STR_TIME: 0.09727191925048828
> STR_ID: 2bam |STR_LEN: 759 |STR_TIME: 0.28440403938293457
> STR_ID: 2ban |STR_LEN: 982 |STR_TIME: 0.1983487606048584
> STR_ID: 2bao |STR_LEN: 11 |STR_TIME: 0.057283878326416016
> STR_ID: 2bap |STR_LEN: 621 |STR_TIME: 0.17206406593322754
> STR_ID: 2baq |STR_LEN: 338 |STR_TIME: 0.06389403343200684
> STR_ID: 2bas |STR_LEN: 1055 |STR_TIME: 0.16735196113586426
> STR_ID: 2bat |STR_LEN: 521 |STR_TIME: 0.0787961483001709
> STR_ID: 2bau |STR_LEN: 11 |STR_TIME: 0.10172700881958008
> STR_ID: 2baw |STR_LEN: 663 |STR_TIME: 0.10387492179870605
> STR_ID: 2bax |STR_LEN: 339 |STR_TIME: 0.04997515678405762
> STR_ID: 2bay |STR_LEN: 731 |STR_TIME: 0.06815528869628906
> STR_ID: 2baz |STR_LEN: 532 |STR_TIME: 0.06885600090026855
> STR_ID: 3ba0 |STR_LEN: 434 |STR_TIME: 0.11042189598083496
> STR_ID: 3ba1 |STR_LEN: 602 |STR_TIME: 0.11216115951538086
> STR_ID: 3ba2 |STR_LEN: 266 |STR_TIME: 0.0773310661315918
> STR_ID: 3ba3 |STR_LEN: 712 |STR_TIME: 0.12758517265319824
> STR_ID: 3ba4 |STR_LEN: 514 |STR_TIME: 0.09972882270812988
> STR_ID: 3ba5 |STR_LEN: 447 |STR_TIME: 0.13222408294677734
> STR_ID: 3ba6 |STR_LEN: 1008 |STR_TIME: 0.44705796241760254
> STR_ID: 3ba7 |STR_LEN: 529 |STR_TIME: 0.1094658374786377
> STR_ID: 3ba8 |STR_LEN: 602 |STR_TIME: 0.10628509521484375
> STR_ID: 3ba9 |STR_LEN: 616 |STR_TIME: 0.09946417808532715
> STR_ID: 3baa |STR_LEN: 589 |STR_TIME: 0.1218729019165039
> STR_ID: 3bab |STR_LEN: 409 |STR_TIME: 0.0720980167388916
> STR_ID: 3bac |STR_LEN: 274 |STR_TIME: 0.07436800003051758
> STR_ID: 3bad |STR_LEN: 337 |STR_TIME: 0.18133783340454102
> STR_ID: 3bae |STR_LEN: 910 |STR_TIME: 0.16399884223937988
> STR_ID: 3baf |STR_LEN: 303 |STR_TIME: 0.053412675857543945
> STR_ID: 3bag |STR_LEN: 494 |STR_TIME: 0.11172008514404297
> STR_ID: 3bah |STR_LEN: 569 |STR_TIME: 0.06795883178710938
> STR_ID: 3bai |STR_LEN: 782 |STR_TIME: 0.11355805397033691
> STR_ID: 3baj |STR_LEN: 707 |STR_TIME: 0.10031390190124512
> STR_ID: 3bak |STR_LEN: 768 |STR_TIME: 0.13982105255126953
> STR_ID: 3bal |STR_LEN: 1061 |STR_TIME: 0.17013192176818848
> STR_ID: 3bam |STR_LEN: 792 |STR_TIME: 0.13001608848571777
> STR_ID: 3ban |STR_LEN: 698 |STR_TIME: 0.3051261901855469
> STR_ID: 3bao |STR_LEN: 512 |STR_TIME: 0.1283550262451172
> STR_ID: 3bap |STR_LEN: 372 |STR_TIME: 0.11119699478149414
> STR_ID: 3baq |STR_LEN: 451 |STR_TIME: 0.13025808334350586
> STR_ID: 3bar |STR_LEN: 903 |STR_TIME: 0.29050207138061523
> STR_ID: 3bas |STR_LEN: 227 |STR_TIME: 0.11473298072814941
> STR_ID: 3bat |STR_LEN: 422 |STR_TIME: 0.29999279975891113
> STR_ID: 3bau |STR_LEN: 490 |STR_TIME: 0.05582904815673828
> STR_ID: 3bav |STR_LEN: 523 |STR_TIME: 0.06383490562438965
> STR_ID: 3baw |STR_LEN: 1033 |STR_TIME: 0.16552209854125977
> STR_ID: 3bax |STR_LEN: 1121 |STR_TIME: 0.19969511032104492
> STR_ID: 3bay |STR_LEN: 681 |STR_TIME: 0.10139012336730957
> STR_ID: 3baz |STR_LEN: 456 |STR_TIME: 0.05914878845214844
> STR_ID: 4ba0 |STR_LEN: 1350 |STR_TIME: 0.40604686737060547
> STR_ID: 4ba1 |STR_LEN: 1160 |STR_TIME: 0.2621912956237793
> STR_ID: 4ba2 |STR_LEN: 834 |STR_TIME: 0.21369719505310059
> STR_ID: 4ba3 |STR_LEN: 652 |STR_TIME: 0.08529281616210938
> STR_ID: 4ba4 |STR_LEN: 1730 |STR_TIME: 0.1788780689239502
> STR_ID: 4ba5 |STR_LEN: 1439 |STR_TIME: 0.22986388206481934
> STR_ID: 4ba6 |STR_LEN: 295 |STR_TIME: 0.03290700912475586
> STR_ID: 4ba7 |STR_LEN: 281 |STR_TIME: 0.09112882614135742
> STR_ID: 4ba8 |STR_LEN: 102 |STR_TIME: 0.8453350067138672
> STR_ID: 4ba9 |STR_LEN: 804 |STR_TIME: 0.12427115440368652
> STR_ID: 4baa |STR_LEN: 2780 |STR_TIME: 0.5362658500671387
> STR_ID: 4bab |STR_LEN: 2501 |STR_TIME: 0.4692361354827881
> STR_ID: 4bac |STR_LEN: 622 |STR_TIME: 0.11571002006530762
> STR_ID: 4bad |STR_LEN: 303 |STR_TIME: 0.03711891174316406
> STR_ID: 4bae |STR_LEN: 897 |STR_TIME: 0.22589111328125
> STR_ID: 4baf |STR_LEN: 293 |STR_TIME: 0.030176877975463867
> STR_ID: 4bag |STR_LEN: 893 |STR_TIME: 0.1780838966369629
> STR_ID: 4bah |STR_LEN: 673 |STR_TIME: 0.08329582214355469
> STR_ID: 4bai |STR_LEN: 489 |STR_TIME: 0.10935115814208984
> STR_ID: 4baj |STR_LEN: 499 |STR_TIME: 0.11622929573059082
> STR_ID: 4bak |STR_LEN: 623 |STR_TIME: 0.05278325080871582
> STR_ID: 4bal |STR_LEN: 587 |STR_TIME: 0.127669095993042
> STR_ID: 4bam |STR_LEN: 631 |STR_TIME: 0.08949518203735352
> STR_ID: 4ban |STR_LEN: 642 |STR_TIME: 0.07202482223510742
> STR_ID: 4bao |STR_LEN: 502 |STR_TIME: 0.05571913719177246
> STR_ID: 4bap |STR_LEN: 290 |STR_TIME: 0.05148482322692871
> STR_ID: 4baq |STR_LEN: 489 |STR_TIME: 0.0601499080657959
> STR_ID: 4bar |STR_LEN: 622 |STR_TIME: 0.08326172828674316
> STR_ID: 4bas |STR_LEN: 272 |STR_TIME: 0.02614903450012207
> STR_ID: 4bat |STR_LEN: 769 |STR_TIME: 0.07442188262939453
> STR_ID: 4bau |STR_LEN: 685 |STR_TIME: 0.147904634475708
> STR_ID: 4bax |STR_LEN: 4524 |STR_TIME: 0.9233839511871338
> STR_ID: 4bay |STR_LEN: 807 |STR_TIME: 0.12201499938964844
> STR_ID: 4baz |STR_LEN: 698 |STR_TIME: 0.07585287094116211
>> FINISH_DIR: ./data/b/ba/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 1681 |DIR_TIME: 27.134270906448364 

>> START_DIR: ./data/b/bb/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1bb0 |STR_LEN: 420 |STR_TIME: 0.1055612564086914
> STR_ID: 1bb1 |STR_LEN: 234 |STR_TIME: 0.039653778076171875
> STR_ID: 1bb3 |STR_LEN: 551 |STR_TIME: 0.13713407516479492
> STR_ID: 1bb4 |STR_LEN: 503 |STR_TIME: 0.06819605827331543
> STR_ID: 1bb5 |STR_LEN: 551 |STR_TIME: 0.05328059196472168
> STR_ID: 1bb6 |STR_LEN: 272 |STR_TIME: 0.02408432960510254
> STR_ID: 1bb7 |STR_LEN: 263 |STR_TIME: 0.023916959762573242
> STR_ID: 1bb8 |STR_LEN: 71 |STR_TIME: 0.6975460052490234
> STR_ID: 1bb9 |STR_LEN: 143 |STR_TIME: 0.014991283416748047
> STR_ID: 1bba |STR_LEN: 36 |STR_TIME: 0.012204647064208984
> STR_ID: 1bbb |STR_LEN: 884 |STR_TIME: 0.0966179370880127
> STR_ID: 1bbc |STR_LEN: 211 |STR_TIME: 0.019440889358520508
> STR_ID: 1bbd |STR_LEN: 438 |STR_TIME: 0.06801009178161621
> STR_ID: 1bbg |STR_LEN: 40 |STR_TIME: 0.013530969619750977
> STR_ID: 1bbh |STR_LEN: 485 |STR_TIME: 0.11979007720947266
> STR_ID: 1bbi |STR_LEN: 71 |STR_TIME: 0.011147022247314453
> STR_ID: 1bbj |STR_LEN: 846 |STR_TIME: 0.12370514869689941
> STR_ID: 1bbl |STR_LEN: 37 |STR_TIME: 0.01112222671508789
> STR_ID: 1bbn |STR_LEN: 133 |STR_TIME: 0.0455167293548584
> STR_ID: 1bbo |STR_LEN: 59 |STR_TIME: 1.3773887157440186
> STR_ID: 1bbp |STR_LEN: 1120 |STR_TIME: 0.17543697357177734
> STR_ID: 1bbr |STR_LEN: 1624 |STR_TIME: 0.3137180805206299
> STR_ID: 1bbs |STR_LEN: 662 |STR_TIME: 0.3067951202392578
> STR_ID: 1bbt |STR_LEN: 662 |STR_TIME: 0.10235214233398438
> STR_ID: 1bbu |STR_LEN: 638 |STR_TIME: 0.08207225799560547
> STR_ID: 1bbw |STR_LEN: 583 |STR_TIME: 0.12218904495239258
> STR_ID: 1bbx |STR_LEN: 150 |STR_TIME: 0.05428814888000488
> STR_ID: 1bby |STR_LEN: 69 |STR_TIME: 0.019675016403198242
> STR_ID: 1bbz |STR_LEN: 549 |STR_TIME: 0.05122113227844238
> STR_ID: 2bb0 |STR_LEN: 1362 |STR_TIME: 0.14502716064453125
> STR_ID: 2bb2 |STR_LEN: 275 |STR_TIME: 0.03948402404785156
> STR_ID: 2bb3 |STR_LEN: 568 |STR_TIME: 0.12277412414550781
> STR_ID: 2bb4 |STR_LEN: 375 |STR_TIME: 0.03714799880981445
> STR_ID: 2bb5 |STR_LEN: 828 |STR_TIME: 0.13188910484313965
> STR_ID: 2bb6 |STR_LEN: 2428 |STR_TIME: 0.32680296897888184
> STR_ID: 2bb7 |STR_LEN: 483 |STR_TIME: 0.04659414291381836
> STR_ID: 2bb8 |STR_LEN: 71 |STR_TIME: 0.020678997039794922
> STR_ID: 2bb9 |STR_LEN: 504 |STR_TIME: 0.03459000587463379
> STR_ID: 2bba |STR_LEN: 424 |STR_TIME: 0.08426403999328613
> STR_ID: 2bbb |STR_LEN: 422 |STR_TIME: 0.034175872802734375
> STR_ID: 2bbc |STR_LEN: 603 |STR_TIME: 0.06899189949035645
> STR_ID: 2bbd |STR_LEN: 2088 |STR_TIME: 0.25304198265075684
> STR_ID: 2bbe |STR_LEN: 263 |STR_TIME: 0.02237081527709961
> STR_ID: 2bbf |STR_LEN: 738 |STR_TIME: 0.07055997848510742
> STR_ID: 2bbg |STR_LEN: 40 |STR_TIME: 0.40083789825439453
> STR_ID: 2bbh |STR_LEN: 465 |STR_TIME: 0.04546809196472168
> STR_ID: 2bbi |STR_LEN: 71 |STR_TIME: 0.5383810997009277
> STR_ID: 2bbj |STR_LEN: 1670 |STR_TIME: 0.3272099494934082
> STR_ID: 2bbk |STR_LEN: 1516 |STR_TIME: 0.16129398345947266
> STR_ID: 2bbl |STR_LEN: 22 |STR_TIME: 0.12301802635192871
> STR_ID: 2bbm |STR_LEN: 178 |STR_TIME: 0.0493929386138916
> STR_ID: 2bbn |STR_LEN: 178 |STR_TIME: 1.4621202945709229
> STR_ID: 2bbo |STR_LEN: 293 |STR_TIME: 0.040769100189208984
> STR_ID: 2bbp |STR_LEN: 22 |STR_TIME: 0.06679606437683105
> STR_ID: 2bbq |STR_LEN: 636 |STR_TIME: 0.19354486465454102
> STR_ID: 2bbr |STR_LEN: 509 |STR_TIME: 0.03626084327697754
> STR_ID: 2bbs |STR_LEN: 801 |STR_TIME: 0.080474853515625
> STR_ID: 2bbt |STR_LEN: 640 |STR_TIME: 0.10288000106811523
> STR_ID: 2bbu |STR_LEN: 171 |STR_TIME: 1.375121831893921
> STR_ID: 2bbv |STR_LEN: 1208 |STR_TIME: 0.21559810638427734
> STR_ID: 2bbw |STR_LEN: 596 |STR_TIME: 0.07036089897155762
> STR_ID: 2bbx |STR_LEN: 49 |STR_TIME: 0.4023020267486572
> STR_ID: 2bby |STR_LEN: 69 |STR_TIME: 0.8907227516174316
> STR_ID: 2bbz |STR_LEN: 812 |STR_TIME: 0.12636804580688477
> STR_ID: 3bb0 |STR_LEN: 1374 |STR_TIME: 0.28053712844848633
> STR_ID: 3bb1 |STR_LEN: 2331 |STR_TIME: 0.5937139987945557
> STR_ID: 3bb2 |STR_LEN: 508 |STR_TIME: 0.06023287773132324
> STR_ID: 3bb3 |STR_LEN: 271 |STR_TIME: 0.041066884994506836
> STR_ID: 3bb4 |STR_LEN: 269 |STR_TIME: 0.048445940017700195
> STR_ID: 3bb5 |STR_LEN: 808 |STR_TIME: 0.12278890609741211
> STR_ID: 3bb6 |STR_LEN: 625 |STR_TIME: 0.15161991119384766
> STR_ID: 3bb7 |STR_LEN: 684 |STR_TIME: 0.07746624946594238
> STR_ID: 3bb8 |STR_LEN: 844 |STR_TIME: 0.13779211044311523
> STR_ID: 3bb9 |STR_LEN: 1364 |STR_TIME: 0.22791481018066406
> STR_ID: 3bba |STR_LEN: 496 |STR_TIME: 0.08034491539001465
> STR_ID: 3bbb |STR_LEN: 1547 |STR_TIME: 0.4071533679962158
> STR_ID: 3bbc |STR_LEN: 1993 |STR_TIME: 0.26728081703186035
> STR_ID: 3bbd |STR_LEN: 682 |STR_TIME: 0.09259319305419922
> STR_ID: 3bbe |STR_LEN: 670 |STR_TIME: 0.13422894477844238
> STR_ID: 3bbf |STR_LEN: 1578 |STR_TIME: 0.20055484771728516
> STR_ID: 3bbg |STR_LEN: 40 |STR_TIME: 0.024465322494506836
> STR_ID: 3bbh |STR_LEN: 609 |STR_TIME: 0.13803696632385254
> STR_ID: 3bbi |STR_LEN: 121 |STR_TIME: 0.03311514854431152
> STR_ID: 3bbj |STR_LEN: 706 |STR_TIME: 0.1498429775238037
> STR_ID: 3bbk |STR_LEN: 70 |STR_TIME: 0.03220510482788086
> STR_ID: 3bbl |STR_LEN: 381 |STR_TIME: 0.04638481140136719
> STR_ID: 3bbm |STR_LEN: 73 |STR_TIME: 0.02581310272216797
> STR_ID: 3bbp |STR_LEN: 594 |STR_TIME: 0.1665019989013672
> STR_ID: 3bbr |STR_LEN: 1054 |STR_TIME: 0.09798884391784668
> STR_ID: 3bbt |STR_LEN: 619 |STR_TIME: 0.09184789657592773
> STR_ID: 3bbu |STR_LEN: 104 |STR_TIME: 0.014631032943725586
> STR_ID: 3bbv |STR_LEN: 76 |STR_TIME: 0.030569076538085938
> STR_ID: 3bbw |STR_LEN: 543 |STR_TIME: 0.11512875556945801
> STR_ID: 3bbx |STR_LEN: 6872 |STR_TIME: 3.088379144668579
> STR_ID: 3bby |STR_LEN: 426 |STR_TIME: 0.042931318283081055
> STR_ID: 3bbz |STR_LEN: 156 |STR_TIME: 0.02348780632019043
> STR_ID: 4bb0 |STR_LEN: 562 |STR_TIME: 0.3301229476928711
> STR_ID: 4bb2 |STR_LEN: 483 |STR_TIME: 0.0852658748626709
> STR_ID: 4bb3 |STR_LEN: 610 |STR_TIME: 0.09089303016662598
> STR_ID: 4bb4 |STR_LEN: 502 |STR_TIME: 0.07443904876708984
> STR_ID: 4bb5 |STR_LEN: 1363 |STR_TIME: 0.24678897857666016
> STR_ID: 4bb6 |STR_LEN: 543 |STR_TIME: 0.33097004890441895
> STR_ID: 4bb7 |STR_LEN: 1496 |STR_TIME: 0.3254129886627197
> STR_ID: 4bb9 |STR_LEN: 1298 |STR_TIME: 0.2363426685333252
> STR_ID: 4bba |STR_LEN: 1042 |STR_TIME: 0.1920757293701172
> STR_ID: 4bbb |STR_LEN: 680 |STR_TIME: 0.22431278228759766
> STR_ID: 4bbc |STR_LEN: 682 |STR_TIME: 0.3865489959716797
> STR_ID: 4bbd |STR_LEN: 679 |STR_TIME: 0.524482011795044
> STR_ID: 4bbe |STR_LEN: 1241 |STR_TIME: 0.24926280975341797
> STR_ID: 4bbf |STR_LEN: 1591 |STR_TIME: 0.255504846572876
> STR_ID: 4bbg |STR_LEN: 437 |STR_TIME: 0.06226992607116699
> STR_ID: 4bbh |STR_LEN: 1939 |STR_TIME: 0.2862668037414551
> STR_ID: 4bbj |STR_LEN: 726 |STR_TIME: 0.13048219680786133
> STR_ID: 4bbk |STR_LEN: 171 |STR_TIME: 0.06480717658996582
> STR_ID: 4bbl |STR_LEN: 10522 |STR_TIME: 2.552718162536621
> STR_ID: 4bbm |STR_LEN: 804 |STR_TIME: 0.12830901145935059
> STR_ID: 4bbn |STR_LEN: 640 |STR_TIME: 0.2366938591003418
> STR_ID: 4bbo |STR_LEN: 824 |STR_TIME: 0.09089875221252441
> STR_ID: 4bbp |STR_LEN: 406 |STR_TIME: 0.04558897018432617
> STR_ID: 4bbq |STR_LEN: 332 |STR_TIME: 0.04195809364318848
> STR_ID: 4bbr |STR_LEN: 4160 |STR_TIME: 1.0111899375915527
> STR_ID: 4bbs |STR_LEN: 4191 |STR_TIME: 1.1394798755645752
> STR_ID: 4bbt |STR_LEN: 265 |STR_TIME: 0.021077871322631836
> STR_ID: 4bbu |STR_LEN: 265 |STR_TIME: 0.02117323875427246
> STR_ID: 4bbv |STR_LEN: 266 |STR_TIME: 0.025867938995361328
> STR_ID: 4bbw |STR_LEN: 758 |STR_TIME: 0.0901491641998291
> STR_ID: 4bbx |STR_LEN: 683 |STR_TIME: 0.20931506156921387
> STR_ID: 4bby |STR_LEN: 3003 |STR_TIME: 0.520888090133667
> STR_ID: 4bbz |STR_LEN: 691 |STR_TIME: 0.14960694313049316
>> FINISH_DIR: ./data/b/bb/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 1810 |DIR_TIME: 31.015498876571655 

>> START_DIR: ./data/b/bc/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
