>> START_DIR: ./data/y/y0/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1y00 |STR_LEN: 122 |STR_TIME: 0.8615779876708984
> STR_ID: 1y9s |STR_LEN: 139 |STR_TIME: 0.009405851364135742
> STR_ID: 1y9t |STR_LEN: 165 |STR_TIME: 0.017563819885253906
> STR_ID: 1y9u |STR_LEN: 636 |STR_TIME: 0.06366109848022461
> STR_ID: 1y9w |STR_LEN: 530 |STR_TIME: 0.04679083824157715
> STR_ID: 1y9x |STR_LEN: 194 |STR_TIME: 1.3884820938110352
> STR_ID: 1y9z |STR_LEN: 1426 |STR_TIME: 0.12813782691955566
> STR_ID: 2y90 |STR_LEN: 75 |STR_TIME: 0.008516788482666016
> STR_ID: 2y91 |STR_LEN: 773 |STR_TIME: 0.10280823707580566
> STR_ID: 2y92 |STR_LEN: 128 |STR_TIME: 0.13248205184936523
> STR_ID: 2y93 |STR_LEN: 751 |STR_TIME: 0.09345293045043945
> STR_ID: 2y95 |STR_LEN: 14 |STR_TIME: 0.07616186141967773
> STR_ID: 2y96 |STR_LEN: 484 |STR_TIME: 0.06659102439880371
> STR_ID: 2y98 |STR_LEN: 797 |STR_TIME: 0.11707520484924316
> STR_ID: 2y99 |STR_LEN: 787 |STR_TIME: 0.09617209434509277
> STR_ID: 2y9e |STR_LEN: 1014 |STR_TIME: 0.1159670352935791
> STR_ID: 2y9f |STR_LEN: 401 |STR_TIME: 0.05874919891357422
> STR_ID: 2y9g |STR_LEN: 414 |STR_TIME: 0.03643608093261719
> STR_ID: 2y9h |STR_LEN: 2215 |STR_TIME: 0.4116837978363037
> STR_ID: 2y9j |STR_LEN: 10128 |STR_TIME: 1.7116618156433105
> STR_ID: 2y9k |STR_LEN: 2055 |STR_TIME: 0.40979599952697754
> STR_ID: 2y9m |STR_LEN: 296 |STR_TIME: 0.052607059478759766
> STR_ID: 2y9n |STR_LEN: 509 |STR_TIME: 0.19124197959899902
> STR_ID: 2y9p |STR_LEN: 292 |STR_TIME: 0.03828930854797363
> STR_ID: 2y9q |STR_LEN: 914 |STR_TIME: 0.07919692993164062
> STR_ID: 2y9r |STR_LEN: 144 |STR_TIME: 0.020900964736938477
> STR_ID: 2y9t |STR_LEN: 82 |STR_TIME: 0.555243968963623
> STR_ID: 2y9u |STR_LEN: 149 |STR_TIME: 0.012053966522216797
> STR_ID: 2y9w |STR_LEN: 1456 |STR_TIME: 0.21284008026123047
> STR_ID: 2y9x |STR_LEN: 2149 |STR_TIME: 0.5095469951629639
> STR_ID: 2y9y |STR_LEN: 869 |STR_TIME: 0.16864275932312012
> STR_ID: 2y9z |STR_LEN: 990 |STR_TIME: 0.28072500228881836
> STR_ID: 4y90 |STR_LEN: 1830 |STR_TIME: 0.34998202323913574
> STR_ID: 4y91 |STR_LEN: 822 |STR_TIME: 0.1494758129119873
> STR_ID: 4y92 |STR_LEN: 75 |STR_TIME: 0.013285160064697266
> STR_ID: 4y93 |STR_LEN: 950 |STR_TIME: 0.13260817527770996
> STR_ID: 4y94 |STR_LEN: 670 |STR_TIME: 0.09637188911437988
> STR_ID: 4y95 |STR_LEN: 2048 |STR_TIME: 0.43173789978027344
> STR_ID: 4y96 |STR_LEN: 1145 |STR_TIME: 0.10681915283203125
> STR_ID: 4y97 |STR_LEN: 2674 |STR_TIME: 0.43741679191589355
> STR_ID: 4y98 |STR_LEN: 235 |STR_TIME: 0.1018531322479248
> STR_ID: 4y99 |STR_LEN: 466 |STR_TIME: 0.07650208473205566
> STR_ID: 4y9a |STR_LEN: 1268 |STR_TIME: 0.15111804008483887
> STR_ID: 4y9b |STR_LEN: 477 |STR_TIME: 0.04162907600402832
> STR_ID: 4y9c |STR_LEN: 408 |STR_TIME: 0.10508227348327637
> STR_ID: 4y9d |STR_LEN: 248 |STR_TIME: 0.07265806198120117
> STR_ID: 4y9e |STR_LEN: 418 |STR_TIME: 0.041127920150756836
> STR_ID: 4y9f |STR_LEN: 413 |STR_TIME: 0.03968691825866699
> STR_ID: 4y9g |STR_LEN: 320 |STR_TIME: 0.034356117248535156
> STR_ID: 4y9h |STR_LEN: 337 |STR_TIME: 0.040375709533691406
> STR_ID: 4y9i |STR_LEN: 303 |STR_TIME: 0.025208234786987305
> STR_ID: 4y9j |STR_LEN: 2309 |STR_TIME: 0.29191017150878906
> STR_ID: 4y9l |STR_LEN: 1749 |STR_TIME: 0.261214017868042
> STR_ID: 4y9m |STR_LEN: 494 |STR_TIME: 0.055031776428222656
> STR_ID: 4y9n |STR_LEN: 398 |STR_TIME: 0.09017801284790039
> STR_ID: 4y9o |STR_LEN: 459 |STR_TIME: 0.05265688896179199
> STR_ID: 4y9p |STR_LEN: 567 |STR_TIME: 0.08934521675109863
> STR_ID: 4y9r |STR_LEN: 1862 |STR_TIME: 0.22317099571228027
> STR_ID: 4y9s |STR_LEN: 1121 |STR_TIME: 0.10021209716796875
> STR_ID: 4y9t |STR_LEN: 641 |STR_TIME: 0.13939785957336426
> STR_ID: 4y9u |STR_LEN: 2289 |STR_TIME: 0.20494890213012695
> STR_ID: 4y9v |STR_LEN: 1987 |STR_TIME: 0.20308709144592285
> STR_ID: 4y9w |STR_LEN: 725 |STR_TIME: 0.07180523872375488
> STR_ID: 4y9x |STR_LEN: 352 |STR_TIME: 0.041642189025878906
> STR_ID: 4y9y |STR_LEN: 6634 |STR_TIME: 1.471963882446289
> STR_ID: 4y9z |STR_LEN: 6697 |STR_TIME: 1.5533618927001953
>> FINISH_DIR: ./data/y/y9/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 971 |DIR_TIME: 19.303364038467407 

>> START_DIR: ./data/y/ya/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1ya0 |STR_LEN: 1244 |STR_TIME: 0.14347004890441895
> STR_ID: 1ya3 |STR_LEN: 755 |STR_TIME: 0.10682225227355957
> STR_ID: 1ya4 |STR_LEN: 1804 |STR_TIME: 0.3950080871582031
> STR_ID: 1ya5 |STR_LEN: 668 |STR_TIME: 0.07824897766113281
> STR_ID: 1ya6 |STR_LEN: 971 |STR_TIME: 0.17298507690429688
> STR_ID: 1ya7 |STR_LEN: 6223 |STR_TIME: 0.8288400173187256
> STR_ID: 1ya8 |STR_LEN: 1961 |STR_TIME: 0.2830238342285156
> STR_ID: 1ya9 |STR_LEN: 251 |STR_TIME: 0.02816486358642578
> STR_ID: 1yaa |STR_LEN: 2372 |STR_TIME: 0.34153223037719727
> STR_ID: 1yab |STR_LEN: 172 |STR_TIME: 0.025966167449951172
> STR_ID: 1yac |STR_LEN: 677 |STR_TIME: 0.06310582160949707
> STR_ID: 1yad |STR_LEN: 1317 |STR_TIME: 0.1662919521331787
> STR_ID: 1yae |STR_LEN: 1616 |STR_TIME: 0.2224729061126709
> STR_ID: 1yaf |STR_LEN: 1021 |STR_TIME: 0.1714918613433838
> STR_ID: 1yag |STR_LEN: 928 |STR_TIME: 0.08069205284118652
> STR_ID: 1yah |STR_LEN: 2033 |STR_TIME: 0.2783339023590088
> STR_ID: 1yai |STR_LEN: 816 |STR_TIME: 0.06670498847961426
> STR_ID: 1yaj |STR_LEN: 6930 |STR_TIME: 1.1099588871002197
> STR_ID: 1yak |STR_LEN: 1070 |STR_TIME: 0.18727397918701172
> STR_ID: 1yal |STR_LEN: 440 |STR_TIME: 0.03411293029785156
> STR_ID: 1yam |STR_LEN: 293 |STR_TIME: 0.03368806838989258
> STR_ID: 1yan |STR_LEN: 308 |STR_TIME: 0.032837867736816406
> STR_ID: 1yao |STR_LEN: 318 |STR_TIME: 0.032900094985961914
> STR_ID: 1yap |STR_LEN: 283 |STR_TIME: 0.030807971954345703
> STR_ID: 1yaq |STR_LEN: 317 |STR_TIME: 0.12911105155944824
> STR_ID: 1yar |STR_LEN: 7992 |STR_TIME: 0.8857090473175049
> STR_ID: 1yas |STR_LEN: 335 |STR_TIME: 0.039298057556152344
> STR_ID: 1yat |STR_LEN: 155 |STR_TIME: 0.015480995178222656
> STR_ID: 1yau |STR_LEN: 6104 |STR_TIME: 0.8590281009674072
> STR_ID: 1yav |STR_LEN: 342 |STR_TIME: 0.039055824279785156
> STR_ID: 1yax |STR_LEN: 688 |STR_TIME: 0.08237504959106445
> STR_ID: 1yaz |STR_LEN: 301 |STR_TIME: 0.025506019592285156
> STR_ID: 2ya0 |STR_LEN: 1559 |STR_TIME: 0.19447922706604004
> STR_ID: 2ya1 |STR_LEN: 1709 |STR_TIME: 0.1609818935394287
> STR_ID: 2ya2 |STR_LEN: 918 |STR_TIME: 0.14035725593566895
> STR_ID: 2ya3 |STR_LEN: 615 |STR_TIME: 0.09061598777770996
> STR_ID: 2ya4 |STR_LEN: 1797 |STR_TIME: 0.19450998306274414
> STR_ID: 2ya5 |STR_LEN: 1492 |STR_TIME: 0.1495349407196045
> STR_ID: 2ya6 |STR_LEN: 1534 |STR_TIME: 0.1965649127960205
> STR_ID: 2ya7 |STR_LEN: 3179 |STR_TIME: 0.36971187591552734
> STR_ID: 2ya8 |STR_LEN: 1905 |STR_TIME: 0.16089582443237305
> STR_ID: 2ya9 |STR_LEN: 1014 |STR_TIME: 0.18302679061889648
> STR_ID: 2yaa |STR_LEN: 956 |STR_TIME: 0.12374019622802734
> STR_ID: 2yab |STR_LEN: 1292 |STR_TIME: 0.2561149597167969
> STR_ID: 2yac |STR_LEN: 375 |STR_TIME: 0.042912960052490234
> STR_ID: 2yad |STR_LEN: 575 |STR_TIME: 0.08523702621459961
> STR_ID: 2yae |STR_LEN: 960 |STR_TIME: 0.12153196334838867
> STR_ID: 2yaf |STR_LEN: 974 |STR_TIME: 0.08405399322509766
> STR_ID: 2yah |STR_LEN: 968 |STR_TIME: 0.08276891708374023
> STR_ID: 2yaj |STR_LEN: 4016 |STR_TIME: 0.7870998382568359
> STR_ID: 2yak |STR_LEN: 386 |STR_TIME: 0.053256988525390625
> STR_ID: 2yal |STR_LEN: 78 |STR_TIME: 0.016252994537353516
> STR_ID: 2yam |STR_LEN: 957 |STR_TIME: 0.08812475204467773
> STR_ID: 2yan |STR_LEN: 419 |STR_TIME: 0.04578900337219238
> STR_ID: 2yao |STR_LEN: 1002 |STR_TIME: 0.15331792831420898
> STR_ID: 2yap |STR_LEN: 970 |STR_TIME: 0.0895848274230957
> STR_ID: 2yaq |STR_LEN: 967 |STR_TIME: 0.09107089042663574
> STR_ID: 2yar |STR_LEN: 958 |STR_TIME: 0.11677718162536621
> STR_ID: 2yas |STR_LEN: 595 |STR_TIME: 0.045187950134277344
> STR_ID: 2yat |STR_LEN: 259 |STR_TIME: 0.04172706604003906
> STR_ID: 2yau |STR_LEN: 988 |STR_TIME: 0.1331799030303955
> STR_ID: 2yav |STR_LEN: 3224 |STR_TIME: 0.4610862731933594
> STR_ID: 2yaw |STR_LEN: 2382 |STR_TIME: 0.4014132022857666
> STR_ID: 2yax |STR_LEN: 2325 |STR_TIME: 0.4215538501739502
> STR_ID: 2yay |STR_LEN: 315 |STR_TIME: 0.08217811584472656
> STR_ID: 2yaz |STR_LEN: 1080 |STR_TIME: 0.18300795555114746
> STR_ID: 3yas |STR_LEN: 597 |STR_TIME: 0.04562115669250488
> STR_ID: 4ya0 |STR_LEN: 6695 |STR_TIME: 1.4547271728515625
> STR_ID: 4ya1 |STR_LEN: 6705 |STR_TIME: 1.5510950088500977
> STR_ID: 4ya2 |STR_LEN: 7067 |STR_TIME: 1.713681936264038
> STR_ID: 4ya3 |STR_LEN: 6847 |STR_TIME: 1.6692237854003906
> STR_ID: 4ya4 |STR_LEN: 6719 |STR_TIME: 1.6514239311218262
> STR_ID: 4ya5 |STR_LEN: 7325 |STR_TIME: 1.7012872695922852
> STR_ID: 4ya6 |STR_LEN: 412 |STR_TIME: 0.08397579193115234
> STR_ID: 4ya7 |STR_LEN: 7278 |STR_TIME: 1.7599177360534668
> STR_ID: 4ya8 |STR_LEN: 1325 |STR_TIME: 0.24721097946166992
> STR_ID: 4ya9 |STR_LEN: 7191 |STR_TIME: 1.5228359699249268
> STR_ID: 4yaa |STR_LEN: 731 |STR_TIME: 0.16132116317749023
> STR_ID: 4yab |STR_LEN: 764 |STR_TIME: 0.06282496452331543
> STR_ID: 4yac |STR_LEN: 402 |STR_TIME: 0.08577704429626465
> STR_ID: 4yad |STR_LEN: 710 |STR_TIME: 0.14941120147705078
> STR_ID: 4yae |STR_LEN: 1009 |STR_TIME: 0.1524059772491455
> STR_ID: 4yaf |STR_LEN: 2308 |STR_TIME: 0.23926019668579102
> STR_ID: 4yag |STR_LEN: 1193 |STR_TIME: 0.18092703819274902
> STR_ID: 4yah |STR_LEN: 605 |STR_TIME: 0.11453795433044434
> STR_ID: 4yai |STR_LEN: 1109 |STR_TIME: 0.1743910312652588
> STR_ID: 4yaj |STR_LEN: 1531 |STR_TIME: 0.4615190029144287
> STR_ID: 4yak |STR_LEN: 1399 |STR_TIME: 0.4499478340148926
> STR_ID: 4yal |STR_LEN: 2449 |STR_TIME: 0.2686448097229004
> STR_ID: 4yam |STR_LEN: 2164 |STR_TIME: 0.44098591804504395
> STR_ID: 4yan |STR_LEN: 1174 |STR_TIME: 0.40486979484558105
> STR_ID: 4yao |STR_LEN: 1483 |STR_TIME: 0.24087095260620117
> STR_ID: 4yap |STR_LEN: 704 |STR_TIME: 0.10194897651672363
> STR_ID: 4yaq |STR_LEN: 1087 |STR_TIME: 0.14212393760681152
> STR_ID: 4yar |STR_LEN: 649 |STR_TIME: 0.13434600830078125
> STR_ID: 4yas |STR_LEN: 578 |STR_TIME: 0.048752784729003906
> STR_ID: 4yat |STR_LEN: 683 |STR_TIME: 0.05744004249572754
> STR_ID: 4yau |STR_LEN: 1903 |STR_TIME: 0.2500460147857666
> STR_ID: 4yav |STR_LEN: 598 |STR_TIME: 0.09153985977172852
> STR_ID: 4yaw |STR_LEN: 2392 |STR_TIME: 0.2542271614074707
> STR_ID: 4yax |STR_LEN: 750 |STR_TIME: 0.06160092353820801
> STR_ID: 4yay |STR_LEN: 394 |STR_TIME: 0.07204103469848633
> STR_ID: 4yaz |STR_LEN: 357 |STR_TIME: 0.12949681282043457
> STR_ID: 5yas |STR_LEN: 603 |STR_TIME: 0.04511284828186035
> STR_ID: 6yas |STR_LEN: 381 |STR_TIME: 0.03985905647277832
> STR_ID: 7yas |STR_LEN: 563 |STR_TIME: 0.043331146240234375
>> FINISH_DIR: ./data/y/ya/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 1077 |DIR_TIME: 32.72332215309143 

>> START_DIR: ./data/y/yb/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1yb0 |STR_LEN: 762 |STR_TIME: 0.07283520698547363
> STR_ID: 1yb1 |STR_LEN: 831 |STR_TIME: 0.11240100860595703
> STR_ID: 1yb2 |STR_LEN: 362 |STR_TIME: 0.03482198715209961
> STR_ID: 1yb3 |STR_LEN: 269 |STR_TIME: 0.02684783935546875
> STR_ID: 1yb4 |STR_LEN: 793 |STR_TIME: 0.0801999568939209
> STR_ID: 1yb5 |STR_LEN: 1345 |STR_TIME: 0.10597610473632812
> STR_ID: 1yb6 |STR_LEN: 545 |STR_TIME: 0.08672618865966797
> STR_ID: 1yb7 |STR_LEN: 531 |STR_TIME: 0.04964303970336914
> STR_ID: 1yb9 |STR_LEN: 145 |STR_TIME: 0.013336181640625
> STR_ID: 1yba |STR_LEN: 2990 |STR_TIME: 0.29633426666259766
> STR_ID: 1ybc |STR_LEN: 119 |STR_TIME: 0.011309146881103516
> STR_ID: 1ybd |STR_LEN: 824 |STR_TIME: 0.10236716270446777
> STR_ID: 1ybe |STR_LEN: 1156 |STR_TIME: 0.17140412330627441
> STR_ID: 1ybf |STR_LEN: 714 |STR_TIME: 0.0963602066040039
> STR_ID: 1ybg |STR_LEN: 2119 |STR_TIME: 0.29830312728881836
> STR_ID: 1ybh |STR_LEN: 872 |STR_TIME: 0.0861971378326416
> STR_ID: 1ybi |STR_LEN: 1132 |STR_TIME: 0.09524917602539062
> STR_ID: 1ybj |STR_LEN: 178 |STR_TIME: 0.5384359359741211
> STR_ID: 1ybk |STR_LEN: 698 |STR_TIME: 0.0427248477935791
> STR_ID: 1ybl |STR_LEN: 24 |STR_TIME: 0.012792110443115234
> STR_ID: 1ybm |STR_LEN: 857 |STR_TIME: 0.08145403861999512
> STR_ID: 1ybn |STR_LEN: 24 |STR_TIME: 0.01335597038269043
> STR_ID: 1ybo |STR_LEN: 527 |STR_TIME: 0.11316514015197754
> STR_ID: 1ybq |STR_LEN: 1025 |STR_TIME: 0.11069798469543457
> STR_ID: 1ybr |STR_LEN: 24 |STR_TIME: 0.014022111892700195
> STR_ID: 1ybt |STR_LEN: 831 |STR_TIME: 0.09580397605895996
> STR_ID: 1ybu |STR_LEN: 885 |STR_TIME: 0.13190770149230957
> STR_ID: 1ybv |STR_LEN: 544 |STR_TIME: 0.07385802268981934
> STR_ID: 1ybw |STR_LEN: 604 |STR_TIME: 0.07668042182922363
> STR_ID: 1ybx |STR_LEN: 277 |STR_TIME: 0.02966022491455078
> STR_ID: 1yby |STR_LEN: 557 |STR_TIME: 0.05782818794250488
> STR_ID: 1ybz |STR_LEN: 140 |STR_TIME: 0.013937234878540039
> STR_ID: 2yb0 |STR_LEN: 1150 |STR_TIME: 0.22783589363098145
> STR_ID: 2yb1 |STR_LEN: 560 |STR_TIME: 0.05887794494628906
> STR_ID: 2yb4 |STR_LEN: 480 |STR_TIME: 0.07608294486999512
> STR_ID: 2yb5 |STR_LEN: 617 |STR_TIME: 0.08338618278503418
> STR_ID: 2yb6 |STR_LEN: 287 |STR_TIME: 0.030352115631103516
> STR_ID: 2yb7 |STR_LEN: 782 |STR_TIME: 0.05259084701538086
> STR_ID: 2yb8 |STR_LEN: 535 |STR_TIME: 0.058956146240234375
> STR_ID: 2yb9 |STR_LEN: 1180 |STR_TIME: 0.13775181770324707
> STR_ID: 2yba |STR_LEN: 942 |STR_TIME: 0.11737895011901855
> STR_ID: 2ybb |STR_LEN: 11494 |STR_TIME: 1.7320001125335693
> STR_ID: 2ybd |STR_LEN: 428 |STR_TIME: 0.04160881042480469
> STR_ID: 2ybe |STR_LEN: 531 |STR_TIME: 0.07200503349304199
> STR_ID: 2ybf |STR_LEN: 260 |STR_TIME: 0.03407907485961914
> STR_ID: 2ybg |STR_LEN: 1421 |STR_TIME: 0.12751507759094238
> STR_ID: 2ybh |STR_LEN: 207 |STR_TIME: 0.019408226013183594
> STR_ID: 2ybi |STR_LEN: 197 |STR_TIME: 0.02114105224609375
> STR_ID: 2ybj |STR_LEN: 184 |STR_TIME: 0.018975019454956055
> STR_ID: 2ybk |STR_LEN: 894 |STR_TIME: 0.24526405334472656
> STR_ID: 2ybl |STR_LEN: 178 |STR_TIME: 0.01972198486328125
> STR_ID: 2ybm |STR_LEN: 174 |STR_TIME: 0.019932985305786133
> STR_ID: 2ybn |STR_LEN: 162 |STR_TIME: 0.020159006118774414
> STR_ID: 2ybo |STR_LEN: 444 |STR_TIME: 0.04760098457336426
> STR_ID: 2ybp |STR_LEN: 1343 |STR_TIME: 0.15131783485412598
> STR_ID: 2ybq |STR_LEN: 373 |STR_TIME: 0.045053958892822266
> STR_ID: 2ybr |STR_LEN: 1095 |STR_TIME: 0.1227879524230957
> STR_ID: 2ybs |STR_LEN: 1203 |STR_TIME: 0.145751953125
> STR_ID: 2ybt |STR_LEN: 3337 |STR_TIME: 0.40003204345703125
> STR_ID: 2ybu |STR_LEN: 3393 |STR_TIME: 0.4085509777069092
> STR_ID: 2ybv |STR_LEN: 5103 |STR_TIME: 0.8286800384521484
> STR_ID: 2ybx |STR_LEN: 756 |STR_TIME: 0.15483975410461426
> STR_ID: 2yby |STR_LEN: 253 |STR_TIME: 0.033213138580322266
> STR_ID: 4yb0 |STR_LEN: 219 |STR_TIME: 0.08061790466308594
> STR_ID: 4yb1 |STR_LEN: 196 |STR_TIME: 0.05980706214904785
> STR_ID: 4yb4 |STR_LEN: 1961 |STR_TIME: 0.2863121032714844
> STR_ID: 4yb5 |STR_LEN: 1903 |STR_TIME: 0.28836584091186523
> STR_ID: 4yb6 |STR_LEN: 2499 |STR_TIME: 0.3094773292541504
> STR_ID: 4yb7 |STR_LEN: 3927 |STR_TIME: 0.5732672214508057
> STR_ID: 4yb8 |STR_LEN: 1688 |STR_TIME: 0.5226621627807617
> STR_ID: 4yb9 |STR_LEN: 437 |STR_TIME: 0.08141517639160156
> STR_ID: 4yba |STR_LEN: 255 |STR_TIME: 0.032527923583984375
> STR_ID: 4ybb |STR_LEN: 29003 |STR_TIME: 7.764963150024414
> STR_ID: 4ybf |STR_LEN: 565 |STR_TIME: 0.06623291969299316
> STR_ID: 4ybg |STR_LEN: 323 |STR_TIME: 0.045768022537231445
> STR_ID: 4ybh |STR_LEN: 616 |STR_TIME: 0.07438302040100098
> STR_ID: 4ybi |STR_LEN: 1536 |STR_TIME: 0.1284618377685547
> STR_ID: 4ybj |STR_LEN: 574 |STR_TIME: 0.10088872909545898
> STR_ID: 4ybk |STR_LEN: 318 |STR_TIME: 0.05343818664550781
> STR_ID: 4ybl |STR_LEN: 1111 |STR_TIME: 0.20569992065429688
> STR_ID: 4ybm |STR_LEN: 935 |STR_TIME: 0.0666041374206543
> STR_ID: 4ybn |STR_LEN: 752 |STR_TIME: 0.06927180290222168
> STR_ID: 4ybo |STR_LEN: 2423 |STR_TIME: 0.3135659694671631
> STR_ID: 4ybp |STR_LEN: 318 |STR_TIME: 0.025456905364990234
> STR_ID: 4ybq |STR_LEN: 1383 |STR_TIME: 0.7205448150634766
> STR_ID: 4ybr |STR_LEN: 740 |STR_TIME: 0.08668899536132812
> STR_ID: 4ybs |STR_LEN: 328 |STR_TIME: 0.030022144317626953
> STR_ID: 4ybt |STR_LEN: 332 |STR_TIME: 0.03102898597717285
> STR_ID: 4ybu |STR_LEN: 270 |STR_TIME: 0.02438807487487793
> STR_ID: 4ybv |STR_LEN: 707 |STR_TIME: 0.07490730285644531
> STR_ID: 4ybz |STR_LEN: 1847 |STR_TIME: 0.46370792388916016
>> FINISH_DIR: ./data/y/yb/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 1168 |DIR_TIME: 22.222562789916992 

>> START_DIR: ./data/y/yc/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1yc0 |STR_LEN: 433 |STR_TIME: 0.07227277755737305
> STR_ID: 1yc1 |STR_LEN: 518 |STR_TIME: 0.03877091407775879
> STR_ID: 1yc2 |STR_LEN: 1544 |STR_TIME: 0.19835805892944336
> STR_ID: 1yc3 |STR_LEN: 382 |STR_TIME: 0.03569388389587402
> STR_ID: 1yc4 |STR_LEN: 427 |STR_TIME: 0.09594273567199707
> STR_ID: 1yc5 |STR_LEN: 515 |STR_TIME: 0.03968000411987305
> STR_ID: 1yc6 |STR_LEN: 5070 |STR_TIME: 0.7624599933624268
> STR_ID: 1yc7 |STR_LEN: 516 |STR_TIME: 0.036087989807128906
> STR_ID: 1yc8 |STR_LEN: 269 |STR_TIME: 0.0317540168762207
> STR_ID: 1yc9 |STR_LEN: 729 |STR_TIME: 0.06585311889648438
> STR_ID: 1yca |STR_LEN: 417 |STR_TIME: 0.11590409278869629
> STR_ID: 1ycb |STR_LEN: 417 |STR_TIME: 0.0498960018157959
> STR_ID: 1ycc |STR_LEN: 226 |STR_TIME: 0.019402027130126953
> STR_ID: 1ycd |STR_LEN: 1413 |STR_TIME: 0.0951070785522461
> STR_ID: 1yce |STR_LEN: 4517 |STR_TIME: 0.6197519302368164
> STR_ID: 1ycf |STR_LEN: 1668 |STR_TIME: 0.26995182037353516
> STR_ID: 1ycg |STR_LEN: 1750 |STR_TIME: 0.3190951347351074
> STR_ID: 1ych |STR_LEN: 1890 |STR_TIME: 0.24309992790222168
> STR_ID: 1yci |STR_LEN: 432 |STR_TIME: 0.10789012908935547
> STR_ID: 1ycj |STR_LEN: 914 |STR_TIME: 0.08621406555175781
> STR_ID: 1yck |STR_LEN: 367 |STR_TIME: 0.02905583381652832
> STR_ID: 1ycl |STR_LEN: 260 |STR_TIME: 0.02690410614013672
> STR_ID: 1ycm |STR_LEN: 165 |STR_TIME: 1.0858030319213867
> STR_ID: 1ycn |STR_LEN: 900 |STR_TIME: 0.09565401077270508
> STR_ID: 1yco |STR_LEN: 717 |STR_TIME: 0.08090615272521973
> STR_ID: 1ycp |STR_LEN: 840 |STR_TIME: 0.18077588081359863
> STR_ID: 1ycq |STR_LEN: 139 |STR_TIME: 0.014280080795288086
> STR_ID: 1ycr |STR_LEN: 98 |STR_TIME: 0.01418924331665039
> STR_ID: 1ycs |STR_LEN: 660 |STR_TIME: 0.05927276611328125
> STR_ID: 1yct |STR_LEN: 26 |STR_TIME: 0.06956005096435547
> STR_ID: 1ycw |STR_LEN: 26 |STR_TIME: 0.0983588695526123
> STR_ID: 1ycy |STR_LEN: 248 |STR_TIME: 0.03089618682861328
> STR_ID: 1ycz |STR_LEN: 191 |STR_TIME: 0.018266916275024414
> STR_ID: 2yc0 |STR_LEN: 451 |STR_TIME: 0.053141117095947266
> STR_ID: 2yc1 |STR_LEN: 1157 |STR_TIME: 0.09384608268737793
> STR_ID: 2yc2 |STR_LEN: 596 |STR_TIME: 0.10731267929077148
> STR_ID: 2yc3 |STR_LEN: 404 |STR_TIME: 0.043500661849975586
> STR_ID: 2yc4 |STR_LEN: 644 |STR_TIME: 0.08289980888366699
> STR_ID: 2yc5 |STR_LEN: 391 |STR_TIME: 0.04432821273803711
> STR_ID: 2yca |STR_LEN: 727 |STR_TIME: 0.08139181137084961
> STR_ID: 2ycb |STR_LEN: 1309 |STR_TIME: 0.2679927349090576
> STR_ID: 2ycc |STR_LEN: 171 |STR_TIME: 0.01941990852355957
> STR_ID: 2ycd |STR_LEN: 528 |STR_TIME: 0.06503796577453613
> STR_ID: 2yce |STR_LEN: 4034 |STR_TIME: 0.5665621757507324
> STR_ID: 2ycf |STR_LEN: 548 |STR_TIME: 0.08116507530212402
> STR_ID: 2ycg |STR_LEN: 877 |STR_TIME: 0.059927940368652344
> STR_ID: 2ych |STR_LEN: 430 |STR_TIME: 0.04852294921875
> STR_ID: 2yci |STR_LEN: 498 |STR_TIME: 0.04150700569152832
> STR_ID: 2ycj |STR_LEN: 443 |STR_TIME: 0.047113895416259766
> STR_ID: 2yck |STR_LEN: 408 |STR_TIME: 0.051186323165893555
> STR_ID: 2ycl |STR_LEN: 1549 |STR_TIME: 0.18087506294250488
> STR_ID: 2ycm |STR_LEN: 312 |STR_TIME: 0.039839982986450195
> STR_ID: 2ycn |STR_LEN: 1663 |STR_TIME: 0.2086341381072998
> STR_ID: 2ycp |STR_LEN: 3717 |STR_TIME: 0.44034600257873535
> STR_ID: 2ycq |STR_LEN: 450 |STR_TIME: 0.06186485290527344
> STR_ID: 2ycr |STR_LEN: 429 |STR_TIME: 0.10349202156066895
> STR_ID: 2ycs |STR_LEN: 406 |STR_TIME: 0.05434107780456543
> STR_ID: 2yct |STR_LEN: 1711 |STR_TIME: 0.20497727394104004
> STR_ID: 2ycw |STR_LEN: 603 |STR_TIME: 0.0919189453125
> STR_ID: 2ycx |STR_LEN: 581 |STR_TIME: 0.08305716514587402
> STR_ID: 2ycy |STR_LEN: 590 |STR_TIME: 0.08779597282409668
> STR_ID: 2ycz |STR_LEN: 585 |STR_TIME: 0.12668609619140625
> STR_ID: 4yc0 |STR_LEN: 536 |STR_TIME: 0.0750131607055664
> STR_ID: 4yc1 |STR_LEN: 669 |STR_TIME: 0.08504390716552734
