>> START_DIR: ./data/x/x0/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1x01 |STR_LEN: 813 |STR_TIME: 0.07344269752502441
> STR_ID: 2x5k |STR_LEN: 2319 |STR_TIME: 0.24973702430725098
> STR_ID: 2x5l |STR_LEN: 1129 |STR_TIME: 0.09539413452148438
> STR_ID: 2x5n |STR_LEN: 463 |STR_TIME: 0.12026405334472656
> STR_ID: 2x5o |STR_LEN: 983 |STR_TIME: 0.08989810943603516
> STR_ID: 2x5p |STR_LEN: 207 |STR_TIME: 0.020454883575439453
> STR_ID: 2x5q |STR_LEN: 553 |STR_TIME: 0.06797122955322266
> STR_ID: 2x5r |STR_LEN: 214 |STR_TIME: 0.023253917694091797
> STR_ID: 2x5s |STR_LEN: 713 |STR_TIME: 0.13241124153137207
> STR_ID: 2x5t |STR_LEN: 124 |STR_TIME: 0.017353057861328125
> STR_ID: 2x5u |STR_LEN: 1183 |STR_TIME: 0.17350506782531738
> STR_ID: 2x5v |STR_LEN: 1185 |STR_TIME: 0.2127068042755127
> STR_ID: 2x5w |STR_LEN: 851 |STR_TIME: 0.08747386932373047
> STR_ID: 2x5x |STR_LEN: 923 |STR_TIME: 0.11631202697753906
> STR_ID: 2x5y |STR_LEN: 430 |STR_TIME: 0.041381120681762695
> STR_ID: 2x5z |STR_LEN: 707 |STR_TIME: 0.10196208953857422
> STR_ID: 4x50 |STR_LEN: 836 |STR_TIME: 0.09780693054199219
> STR_ID: 4x51 |STR_LEN: 340 |STR_TIME: 0.0836641788482666
> STR_ID: 4x52 |STR_LEN: 824 |STR_TIME: 0.12732696533203125
> STR_ID: 4x53 |STR_LEN: 341 |STR_TIME: 0.03757214546203613
> STR_ID: 4x54 |STR_LEN: 396 |STR_TIME: 0.046108245849609375
> STR_ID: 4x55 |STR_LEN: 669 |STR_TIME: 0.11061239242553711
> STR_ID: 4x56 |STR_LEN: 359 |STR_TIME: 0.039628028869628906
> STR_ID: 4x57 |STR_LEN: 488 |STR_TIME: 0.0656130313873291
> STR_ID: 4x58 |STR_LEN: 970 |STR_TIME: 0.11900520324707031
> STR_ID: 4x59 |STR_LEN: 939 |STR_TIME: 0.14174103736877441
> STR_ID: 4x5a |STR_LEN: 848 |STR_TIME: 0.11630368232727051
> STR_ID: 4x5b |STR_LEN: 742 |STR_TIME: 0.14612483978271484
> STR_ID: 4x5c |STR_LEN: 759 |STR_TIME: 0.11148309707641602
> STR_ID: 4x5d |STR_LEN: 930 |STR_TIME: 0.14622998237609863
> STR_ID: 4x5e |STR_LEN: 1223 |STR_TIME: 0.12717318534851074
> STR_ID: 4x5f |STR_LEN: 542 |STR_TIME: 0.055145978927612305
> STR_ID: 4x5g |STR_LEN: 498 |STR_TIME: 0.05248689651489258
> STR_ID: 4x5h |STR_LEN: 292 |STR_TIME: 0.06047511100769043
> STR_ID: 4x5i |STR_LEN: 299 |STR_TIME: 0.025777816772460938
> STR_ID: 4x5j |STR_LEN: 296 |STR_TIME: 0.02893376350402832
> STR_ID: 4x5k |STR_LEN: 176 |STR_TIME: 0.026321887969970703
> STR_ID: 4x5l |STR_LEN: 489 |STR_TIME: 0.10227489471435547
> STR_ID: 4x5m |STR_LEN: 355 |STR_TIME: 0.04427385330200195
> STR_ID: 4x5n |STR_LEN: 366 |STR_TIME: 0.0780189037322998
> STR_ID: 4x5o |STR_LEN: 795 |STR_TIME: 0.11064291000366211
> STR_ID: 4x5p |STR_LEN: 467 |STR_TIME: 0.06161093711853027
> STR_ID: 4x5q |STR_LEN: 458 |STR_TIME: 0.06279683113098145
> STR_ID: 4x5r |STR_LEN: 1393 |STR_TIME: 0.18644499778747559
> STR_ID: 4x5s |STR_LEN: 727 |STR_TIME: 0.0711371898651123
> STR_ID: 4x5t |STR_LEN: 1553 |STR_TIME: 0.30557918548583984
> STR_ID: 4x5u |STR_LEN: 208 |STR_TIME: 0.039830923080444336
> STR_ID: 4x5v |STR_LEN: 522 |STR_TIME: 0.06966304779052734
> STR_ID: 4x5w |STR_LEN: 908 |STR_TIME: 0.12263607978820801
> STR_ID: 4x5x |STR_LEN: 752 |STR_TIME: 0.11308097839355469
> STR_ID: 4x5y |STR_LEN: 803 |STR_TIME: 0.0769052505493164
> STR_ID: 4x5z |STR_LEN: 707 |STR_TIME: 0.09889101982116699
> STR_ID: 5x50 |STR_LEN: 3837 |STR_TIME: 0.6023988723754883
> STR_ID: 5x51 |STR_LEN: 7652 |STR_TIME: 1.3287599086761475
> STR_ID: 5x52 |STR_LEN: 1143 |STR_TIME: 0.15922117233276367
> STR_ID: 5x54 |STR_LEN: 900 |STR_TIME: 0.24878215789794922
> STR_ID: 5x58 |STR_LEN: 3201 |STR_TIME: 0.5166981220245361
> STR_ID: 5x59 |STR_LEN: 3453 |STR_TIME: 0.6149318218231201
> STR_ID: 5x5b |STR_LEN: 3139 |STR_TIME: 0.5602259635925293
> STR_ID: 5x5c |STR_LEN: 3423 |STR_TIME: 0.6159090995788574
> STR_ID: 5x5f |STR_LEN: 3423 |STR_TIME: 0.6454660892486572
> STR_ID: 5x5h |STR_LEN: 645 |STR_TIME: 0.06074810028076172
> STR_ID: 5x5s |STR_LEN: 149 |STR_TIME: 0.5196030139923096
> STR_ID: 5x5t |STR_LEN: 1379 |STR_TIME: 0.18036508560180664
> STR_ID: 5x5u |STR_LEN: 1513 |STR_TIME: 0.14347219467163086
> STR_ID: 5x5v |STR_LEN: 570 |STR_TIME: 0.05677390098571777
> STR_ID: 5x5w |STR_LEN: 765 |STR_TIME: 0.20783710479736328
> STR_ID: 5x5y |STR_LEN: 1180 |STR_TIME: 0.16576075553894043
>> FINISH_DIR: ./data/x/x5/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 803 |DIR_TIME: 43.33582520484924 

>> START_DIR: ./data/x/x6/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1x60 |STR_LEN: 79 |STR_TIME: 0.7502009868621826
> STR_ID: 1x61 |STR_LEN: 74 |STR_TIME: 0.46190404891967773
> STR_ID: 1x62 |STR_LEN: 81 |STR_TIME: 0.5356218814849854
> STR_ID: 1x63 |STR_LEN: 84 |STR_TIME: 0.5118060111999512
> STR_ID: 1x64 |STR_LEN: 91 |STR_TIME: 0.6339998245239258
> STR_ID: 1x65 |STR_LEN: 89 |STR_TIME: 0.5838010311126709
> STR_ID: 1x66 |STR_LEN: 98 |STR_TIME: 0.7044777870178223
> STR_ID: 1x67 |STR_LEN: 146 |STR_TIME: 1.0040559768676758
> STR_ID: 1x68 |STR_LEN: 78 |STR_TIME: 0.4800710678100586
> STR_ID: 1x69 |STR_LEN: 79 |STR_TIME: 0.5534391403198242
> STR_ID: 1x6a |STR_LEN: 83 |STR_TIME: 0.5129821300506592
> STR_ID: 1x6b |STR_LEN: 79 |STR_TIME: 0.553307056427002
> STR_ID: 1x6c |STR_LEN: 118 |STR_TIME: 0.8006811141967773
> STR_ID: 1x6d |STR_LEN: 119 |STR_TIME: 0.8694169521331787
> STR_ID: 1x6e |STR_LEN: 74 |STR_TIME: 0.49553489685058594
> STR_ID: 1x6f |STR_LEN: 89 |STR_TIME: 0.6981942653656006
> STR_ID: 1x6g |STR_LEN: 81 |STR_TIME: 0.5416460037231445
> STR_ID: 1x6h |STR_LEN: 88 |STR_TIME: 0.6428282260894775
> STR_ID: 1x6i |STR_LEN: 444 |STR_TIME: 0.04253220558166504
> STR_ID: 1x6j |STR_LEN: 125 |STR_TIME: 0.013033866882324219
> STR_ID: 1x6l |STR_LEN: 922 |STR_TIME: 0.08640480041503906
> STR_ID: 1x6m |STR_LEN: 1055 |STR_TIME: 0.12177300453186035
> STR_ID: 1x6n |STR_LEN: 725 |STR_TIME: 0.19283413887023926
> STR_ID: 1x6o |STR_LEN: 469 |STR_TIME: 0.026278018951416016
> STR_ID: 1x6p |STR_LEN: 258 |STR_TIME: 0.02061319351196289
> STR_ID: 1x6q |STR_LEN: 317 |STR_TIME: 0.027759790420532227
> STR_ID: 1x6r |STR_LEN: 202 |STR_TIME: 0.01841902732849121
> STR_ID: 1x6u |STR_LEN: 298 |STR_TIME: 0.039617061614990234
> STR_ID: 1x6v |STR_LEN: 2244 |STR_TIME: 0.2401289939880371
> STR_ID: 1x6w |STR_LEN: 14 |STR_TIME: 0.016170978546142578
> STR_ID: 1x6x |STR_LEN: 352 |STR_TIME: 0.057640790939331055
> STR_ID: 1x6y |STR_LEN: 263 |STR_TIME: 0.021104812622070312
> STR_ID: 1x6z |STR_LEN: 352 |STR_TIME: 0.05921006202697754
> STR_ID: 2x60 |STR_LEN: 689 |STR_TIME: 0.14689087867736816
> STR_ID: 2x61 |STR_LEN: 765 |STR_TIME: 0.09962010383605957
> STR_ID: 2x62 |STR_LEN: 702 |STR_TIME: 0.09776592254638672
> STR_ID: 2x63 |STR_LEN: 436 |STR_TIME: 0.08306884765625
> STR_ID: 2x64 |STR_LEN: 1974 |STR_TIME: 0.2715268135070801
> STR_ID: 2x65 |STR_LEN: 840 |STR_TIME: 0.1005859375
> STR_ID: 2x66 |STR_LEN: 629 |STR_TIME: 0.057943105697631836
> STR_ID: 2x67 |STR_LEN: 659 |STR_TIME: 0.058309078216552734
> STR_ID: 2x68 |STR_LEN: 640 |STR_TIME: 0.09758734703063965
> STR_ID: 2x69 |STR_LEN: 343 |STR_TIME: 0.04804515838623047
> STR_ID: 2x6a |STR_LEN: 279 |STR_TIME: 0.049906015396118164
> STR_ID: 2x6b |STR_LEN: 293 |STR_TIME: 0.04866194725036621
> STR_ID: 2x6c |STR_LEN: 328 |STR_TIME: 0.04628300666809082
> STR_ID: 2x6d |STR_LEN: 285 |STR_TIME: 0.0404510498046875
> STR_ID: 2x6e |STR_LEN: 250 |STR_TIME: 0.04033303260803223
> STR_ID: 2x6f |STR_LEN: 1087 |STR_TIME: 0.1915268898010254
> STR_ID: 2x6g |STR_LEN: 1607 |STR_TIME: 0.20014381408691406
> STR_ID: 2x6h |STR_LEN: 1116 |STR_TIME: 0.16634702682495117
> STR_ID: 2x6i |STR_LEN: 1092 |STR_TIME: 0.20726323127746582
> STR_ID: 2x6j |STR_LEN: 1093 |STR_TIME: 0.1617588996887207
> STR_ID: 2x6k |STR_LEN: 1105 |STR_TIME: 0.20732903480529785
> STR_ID: 2x6l |STR_LEN: 476 |STR_TIME: 0.05448484420776367
> STR_ID: 2x6m |STR_LEN: 340 |STR_TIME: 0.02510380744934082
> STR_ID: 2x6n |STR_LEN: 1408 |STR_TIME: 0.22327566146850586
> STR_ID: 2x6o |STR_LEN: 245 |STR_TIME: 0.03798317909240723
> STR_ID: 2x6p |STR_LEN: 115 |STR_TIME: 0.015312910079956055
> STR_ID: 2x6q |STR_LEN: 1091 |STR_TIME: 0.12932395935058594
> STR_ID: 2x6r |STR_LEN: 1214 |STR_TIME: 0.1634669303894043
> STR_ID: 2x6s |STR_LEN: 1359 |STR_TIME: 0.16643404960632324
> STR_ID: 2x6t |STR_LEN: 4659 |STR_TIME: 0.6129710674285889
> STR_ID: 2x6u |STR_LEN: 331 |STR_TIME: 0.0301513671875
> STR_ID: 2x6v |STR_LEN: 742 |STR_TIME: 0.07346820831298828
> STR_ID: 2x6w |STR_LEN: 1295 |STR_TIME: 0.19036507606506348
> STR_ID: 2x6x |STR_LEN: 1175 |STR_TIME: 0.11699199676513672
> STR_ID: 2x6y |STR_LEN: 1299 |STR_TIME: 0.15191030502319336
> STR_ID: 4x60 |STR_LEN: 1078 |STR_TIME: 0.1361241340637207
> STR_ID: 4x61 |STR_LEN: 988 |STR_TIME: 0.16835713386535645
> STR_ID: 4x62 |STR_LEN: 4460 |STR_TIME: 1.533311128616333
> STR_ID: 4x63 |STR_LEN: 937 |STR_TIME: 0.13648605346679688
> STR_ID: 4x64 |STR_LEN: 4507 |STR_TIME: 1.598620891571045
> STR_ID: 4x65 |STR_LEN: 4522 |STR_TIME: 1.6472351551055908
> STR_ID: 4x66 |STR_LEN: 4504 |STR_TIME: 1.6593332290649414
> STR_ID: 4x67 |STR_LEN: 3568 |STR_TIME: 0.7550520896911621
> STR_ID: 4x68 |STR_LEN: 960 |STR_TIME: 0.10663700103759766
> STR_ID: 4x69 |STR_LEN: 894 |STR_TIME: 0.08076810836791992
> STR_ID: 4x6a |STR_LEN: 3568 |STR_TIME: 0.7558672428131104
> STR_ID: 4x6b |STR_LEN: 1574 |STR_TIME: 0.2148888111114502
> STR_ID: 4x6c |STR_LEN: 1611 |STR_TIME: 0.37758302688598633
> STR_ID: 4x6d |STR_LEN: 1530 |STR_TIME: 0.34519195556640625
> STR_ID: 4x6e |STR_LEN: 498 |STR_TIME: 0.07224011421203613
> STR_ID: 4x6f |STR_LEN: 536 |STR_TIME: 0.0763862133026123
> STR_ID: 4x6g |STR_LEN: 3534 |STR_TIME: 0.4890601634979248
> STR_ID: 4x6h |STR_LEN: 513 |STR_TIME: 0.0497589111328125
> STR_ID: 4x6i |STR_LEN: 422 |STR_TIME: 0.034374237060546875
> STR_ID: 4x6j |STR_LEN: 452 |STR_TIME: 0.03753304481506348
> STR_ID: 4x6k |STR_LEN: 952 |STR_TIME: 0.07689809799194336
> STR_ID: 4x6l |STR_LEN: 1975 |STR_TIME: 0.5068926811218262
> STR_ID: 4x6m |STR_LEN: 403 |STR_TIME: 0.04226827621459961
> STR_ID: 4x6n |STR_LEN: 435 |STR_TIME: 0.044599056243896484
> STR_ID: 4x6o |STR_LEN: 457 |STR_TIME: 0.04134178161621094
> STR_ID: 4x6p |STR_LEN: 789 |STR_TIME: 0.07645702362060547
> STR_ID: 4x6q |STR_LEN: 683 |STR_TIME: 0.14089202880859375
> STR_ID: 4x6r |STR_LEN: 922 |STR_TIME: 0.10166811943054199
> STR_ID: 4x6s |STR_LEN: 264 |STR_TIME: 0.03742194175720215
> STR_ID: 4x6t |STR_LEN: 536 |STR_TIME: 0.04514312744140625
> STR_ID: 4x6u |STR_LEN: 593 |STR_TIME: 0.06438088417053223
> STR_ID: 4x6x |STR_LEN: 825 |STR_TIME: 0.15529513359069824
> STR_ID: 4x6y |STR_LEN: 722 |STR_TIME: 0.11625885963439941
> STR_ID: 4x6z |STR_LEN: 6821 |STR_TIME: 1.4348530769348145
> STR_ID: 5x60 |STR_LEN: 873 |STR_TIME: 0.1628730297088623
> STR_ID: 5x61 |STR_LEN: 1104 |STR_TIME: 0.1667921543121338
> STR_ID: 5x6d |STR_LEN: 1586 |STR_TIME: 0.5036122798919678
> STR_ID: 5x6e |STR_LEN: 1594 |STR_TIME: 0.2806222438812256
> STR_ID: 5x6g |STR_LEN: 277 |STR_TIME: 0.10676193237304688
> STR_ID: 5x6h |STR_LEN: 130 |STR_TIME: 0.027688980102539062
> STR_ID: 5x6m |STR_LEN: 578 |STR_TIME: 0.12851786613464355
> STR_ID: 5x6n |STR_LEN: 289 |STR_TIME: 0.05036115646362305
>> FINISH_DIR: ./data/x/x6/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 913 |DIR_TIME: 32.63591408729553 

>> START_DIR: ./data/x/x7/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1x70 |STR_LEN: 2531 |STR_TIME: 0.3157949447631836
> STR_ID: 1x71 |STR_LEN: 644 |STR_TIME: 0.0767521858215332
> STR_ID: 1x74 |STR_LEN: 2890 |STR_TIME: 0.2611410617828369
> STR_ID: 1x75 |STR_LEN: 508 |STR_TIME: 0.08641791343688965
> STR_ID: 1x76 |STR_LEN: 582 |STR_TIME: 0.06969118118286133
> STR_ID: 1x77 |STR_LEN: 510 |STR_TIME: 0.05397295951843262
> STR_ID: 1x78 |STR_LEN: 604 |STR_TIME: 0.07073116302490234
> STR_ID: 1x79 |STR_LEN: 381 |STR_TIME: 0.04175996780395508
> STR_ID: 1x7a |STR_LEN: 333 |STR_TIME: 0.09757113456726074
> STR_ID: 1x7b |STR_LEN: 615 |STR_TIME: 0.07465195655822754
> STR_ID: 1x7d |STR_LEN: 1520 |STR_TIME: 0.11635994911193848
> STR_ID: 1x7e |STR_LEN: 572 |STR_TIME: 0.07546591758728027
> STR_ID: 1x7f |STR_LEN: 706 |STR_TIME: 0.09978127479553223
> STR_ID: 1x7g |STR_LEN: 778 |STR_TIME: 0.07423210144042969
> STR_ID: 1x7h |STR_LEN: 788 |STR_TIME: 0.0743706226348877
> STR_ID: 1x7i |STR_LEN: 1022 |STR_TIME: 0.10730409622192383
> STR_ID: 1x7j |STR_LEN: 550 |STR_TIME: 0.06684207916259766
> STR_ID: 1x7k |STR_LEN: 19 |STR_TIME: 0.09773397445678711
> STR_ID: 1x7n |STR_LEN: 396 |STR_TIME: 0.030537128448486328
> STR_ID: 1x7o |STR_LEN: 653 |STR_TIME: 0.07478523254394531
> STR_ID: 1x7p |STR_LEN: 603 |STR_TIME: 0.11343693733215332
> STR_ID: 1x7q |STR_LEN: 967 |STR_TIME: 0.0868830680847168
> STR_ID: 1x7r |STR_LEN: 360 |STR_TIME: 0.040284156799316406
> STR_ID: 1x7s |STR_LEN: 426 |STR_TIME: 0.03563189506530762
> STR_ID: 1x7t |STR_LEN: 416 |STR_TIME: 0.035531044006347656
> STR_ID: 1x7v |STR_LEN: 492 |STR_TIME: 0.09045290946960449
> STR_ID: 1x7w |STR_LEN: 1321 |STR_TIME: 0.1152811050415039
> STR_ID: 1x7x |STR_LEN: 1184 |STR_TIME: 0.12535500526428223
> STR_ID: 1x7y |STR_LEN: 1427 |STR_TIME: 0.15138721466064453
> STR_ID: 1x7z |STR_LEN: 1362 |STR_TIME: 0.12083888053894043
> STR_ID: 2x70 |STR_LEN: 1548 |STR_TIME: 0.1972029209136963
> STR_ID: 2x71 |STR_LEN: 820 |STR_TIME: 0.07881617546081543
> STR_ID: 2x72 |STR_LEN: 368 |STR_TIME: 0.05083203315734863
> STR_ID: 2x74 |STR_LEN: 1282 |STR_TIME: 0.2020578384399414
> STR_ID: 2x75 |STR_LEN: 501 |STR_TIME: 0.0688011646270752
> STR_ID: 2x76 |STR_LEN: 827 |STR_TIME: 0.10201311111450195
> STR_ID: 2x77 |STR_LEN: 432 |STR_TIME: 0.05438423156738281
> STR_ID: 2x78 |STR_LEN: 892 |STR_TIME: 0.08963608741760254
> STR_ID: 2x79 |STR_LEN: 465 |STR_TIME: 0.07880496978759766
> STR_ID: 2x7a |STR_LEN: 681 |STR_TIME: 0.14529013633728027
> STR_ID: 2x7b |STR_LEN: 225 |STR_TIME: 0.027817964553833008
> STR_ID: 2x7c |STR_LEN: 1356 |STR_TIME: 0.14735889434814453
> STR_ID: 2x7d |STR_LEN: 1208 |STR_TIME: 0.13632774353027344
> STR_ID: 2x7e |STR_LEN: 1010 |STR_TIME: 0.10416316986083984
> STR_ID: 2x7f |STR_LEN: 1363 |STR_TIME: 0.2542860507965088
> STR_ID: 2x7g |STR_LEN: 470 |STR_TIME: 0.05571794509887695
> STR_ID: 2x7h |STR_LEN: 1120 |STR_TIME: 0.17331480979919434
> STR_ID: 2x7i |STR_LEN: 423 |STR_TIME: 0.05271100997924805
> STR_ID: 2x7j |STR_LEN: 3412 |STR_TIME: 0.41330599784851074
> STR_ID: 2x7k |STR_LEN: 472 |STR_TIME: 0.06809067726135254
> STR_ID: 2x7l |STR_LEN: 2970 |STR_TIME: 0.6834290027618408
> STR_ID: 2x7m |STR_LEN: 285 |STR_TIME: 0.057730674743652344
> STR_ID: 2x7n |STR_LEN: 440 |STR_TIME: 0.11259603500366211
> STR_ID: 2x7o |STR_LEN: 1655 |STR_TIME: 0.23640108108520508
> STR_ID: 2x7p |STR_LEN: 457 |STR_TIME: 0.07058310508728027
> STR_ID: 2x7q |STR_LEN: 529 |STR_TIME: 0.049488067626953125
> STR_ID: 2x7r |STR_LEN: 353 |STR_TIME: 0.04753684997558594
> STR_ID: 2x7s |STR_LEN: 399 |STR_TIME: 0.04157519340515137
> STR_ID: 2x7t |STR_LEN: 368 |STR_TIME: 0.04441404342651367
> STR_ID: 2x7u |STR_LEN: 336 |STR_TIME: 0.03763985633850098
> STR_ID: 2x7v |STR_LEN: 454 |STR_TIME: 0.04648566246032715
> STR_ID: 2x7w |STR_LEN: 499 |STR_TIME: 0.09567499160766602
> STR_ID: 2x7x |STR_LEN: 698 |STR_TIME: 0.09081292152404785
> STR_ID: 2x7y |STR_LEN: 1436 |STR_TIME: 0.14493203163146973
> STR_ID: 2x7z |STR_LEN: 183 |STR_TIME: 0.014499902725219727
> STR_ID: 4x71 |STR_LEN: 716 |STR_TIME: 0.1106119155883789
> STR_ID: 4x7b |STR_LEN: 569 |STR_TIME: 0.05846595764160156
> STR_ID: 4x7c |STR_LEN: 1278 |STR_TIME: 0.17277073860168457
> STR_ID: 4x7d |STR_LEN: 1261 |STR_TIME: 0.15389204025268555
> STR_ID: 4x7e |STR_LEN: 1146 |STR_TIME: 0.18606066703796387
> STR_ID: 4x7f |STR_LEN: 1327 |STR_TIME: 0.15509724617004395
> STR_ID: 4x7g |STR_LEN: 439 |STR_TIME: 0.03969693183898926
> STR_ID: 4x7h |STR_LEN: 442 |STR_TIME: 0.09408926963806152
> STR_ID: 4x7i |STR_LEN: 1641 |STR_TIME: 0.13504719734191895
> STR_ID: 4x7j |STR_LEN: 365 |STR_TIME: 0.04971718788146973
> STR_ID: 4x7k |STR_LEN: 525 |STR_TIME: 0.08801794052124023
> STR_ID: 4x7l |STR_LEN: 530 |STR_TIME: 0.054208993911743164
> STR_ID: 4x7m |STR_LEN: 1047 |STR_TIME: 0.1837937831878662
> STR_ID: 4x7n |STR_LEN: 334 |STR_TIME: 0.07184314727783203
> STR_ID: 4x7o |STR_LEN: 270 |STR_TIME: 0.04824090003967285
> STR_ID: 4x7p |STR_LEN: 1002 |STR_TIME: 0.19190287590026855
> STR_ID: 4x7q |STR_LEN: 540 |STR_TIME: 0.1184699535369873
> STR_ID: 4x7r |STR_LEN: 1357 |STR_TIME: 0.1963951587677002
> STR_ID: 4x7s |STR_LEN: 622 |STR_TIME: 0.10840511322021484
> STR_ID: 4x7t |STR_LEN: 882 |STR_TIME: 0.14821314811706543
> STR_ID: 4x7u |STR_LEN: 1082 |STR_TIME: 0.1417989730834961
> STR_ID: 4x7v |STR_LEN: 1299 |STR_TIME: 0.11289381980895996
> STR_ID: 4x7w |STR_LEN: 1024 |STR_TIME: 0.14410996437072754
> STR_ID: 4x7x |STR_LEN: 905 |STR_TIME: 0.10607600212097168
> STR_ID: 4x7y |STR_LEN: 1000 |STR_TIME: 0.10638928413391113
> STR_ID: 4x7z |STR_LEN: 1291 |STR_TIME: 0.15646624565124512
> STR_ID: 5x7e |STR_LEN: 700 |STR_TIME: 0.06498312950134277
> STR_ID: 5x7f |STR_LEN: 283 |STR_TIME: 0.04064297676086426
> STR_ID: 5x7g |STR_LEN: 999 |STR_TIME: 0.14403915405273438
> STR_ID: 5x7h |STR_LEN: 987 |STR_TIME: 0.11219406127929688
> STR_ID: 5x7v |STR_LEN: 1023 |STR_TIME: 0.152008056640625
> STR_ID: 5x7x |STR_LEN: 1497 |STR_TIME: 0.26041698455810547
>> FINISH_DIR: ./data/x/x7/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 1010 |DIR_TIME: 11.74092698097229 

>> START_DIR: ./data/x/x8/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1x80 |STR_LEN: 1095 |STR_TIME: 0.14695191383361816
> STR_ID: 1x81 |STR_LEN: 714 |STR_TIME: 0.10482668876647949
> STR_ID: 1x82 |STR_LEN: 437 |STR_TIME: 0.031015872955322266
> STR_ID: 1x83 |STR_LEN: 472 |STR_TIME: 0.055175065994262695
> STR_ID: 1x84 |STR_LEN: 492 |STR_TIME: 0.057785987854003906
> STR_ID: 1x86 |STR_LEN: 2096 |STR_TIME: 0.39286088943481445
> STR_ID: 1x87 |STR_LEN: 1208 |STR_TIME: 0.16913819313049316
> STR_ID: 1x88 |STR_LEN: 1370 |STR_TIME: 0.11926007270812988
> STR_ID: 1x89 |STR_LEN: 616 |STR_TIME: 0.12707185745239258
> STR_ID: 1x8b |STR_LEN: 406 |STR_TIME: 0.04384112358093262
> STR_ID: 1x8c |STR_LEN: 855 |STR_TIME: 0.07564306259155273
> STR_ID: 1x8d |STR_LEN: 922 |STR_TIME: 0.07575583457946777
> STR_ID: 1x8e |STR_LEN: 378 |STR_TIME: 0.06002473831176758
> STR_ID: 1x8f |STR_LEN: 318 |STR_TIME: 0.07898807525634766
> STR_ID: 1x8g |STR_LEN: 406 |STR_TIME: 0.035378217697143555
> STR_ID: 1x8h |STR_LEN: 493 |STR_TIME: 0.04022407531738281
> STR_ID: 1x8i |STR_LEN: 422 |STR_TIME: 0.036849021911621094
> STR_ID: 1x8j |STR_LEN: 826 |STR_TIME: 0.11079597473144531
> STR_ID: 1x8k |STR_LEN: 770 |STR_TIME: 0.14151501655578613
> STR_ID: 1x8l |STR_LEN: 993 |STR_TIME: 0.10900497436523438
> STR_ID: 1x8m |STR_LEN: 1554 |STR_TIME: 0.25989508628845215
> STR_ID: 1x8n |STR_LEN: 502 |STR_TIME: 0.0447690486907959
> STR_ID: 1x8o |STR_LEN: 582 |STR_TIME: 0.048812150955200195
> STR_ID: 1x8p |STR_LEN: 537 |STR_TIME: 0.04981279373168945
> STR_ID: 1x8q |STR_LEN: 545 |STR_TIME: 0.09856700897216797
> STR_ID: 1x8r |STR_LEN: 1008 |STR_TIME: 0.0733640193939209
> STR_ID: 1x8s |STR_LEN: 112 |STR_TIME: 0.01526498794555664
> STR_ID: 1x8t |STR_LEN: 903 |STR_TIME: 0.06943106651306152
> STR_ID: 1x8u |STR_LEN: 625 |STR_TIME: 0.0827939510345459
> STR_ID: 1x8v |STR_LEN: 751 |STR_TIME: 0.10319161415100098
> STR_ID: 1x8w |STR_LEN: 1006 |STR_TIME: 0.41961026191711426
> STR_ID: 1x8x |STR_LEN: 542 |STR_TIME: 0.050150156021118164
> STR_ID: 1x8y |STR_LEN: 99 |STR_TIME: 0.011342287063598633
> STR_ID: 1x8z |STR_LEN: 470 |STR_TIME: 0.06562995910644531
> STR_ID: 2x80 |STR_LEN: 1323 |STR_TIME: 0.197998046875
> STR_ID: 2x81 |STR_LEN: 243 |STR_TIME: 0.0459749698638916
> STR_ID: 2x82 |STR_LEN: 636 |STR_TIME: 0.12749004364013672
> STR_ID: 2x83 |STR_LEN: 1252 |STR_TIME: 0.16955018043518066
> STR_ID: 2x85 |STR_LEN: 1299 |STR_TIME: 0.1264810562133789
> STR_ID: 2x86 |STR_LEN: 7124 |STR_TIME: 1.1527206897735596
> STR_ID: 2x87 |STR_LEN: 1099 |STR_TIME: 0.08808588981628418
> STR_ID: 2x88 |STR_LEN: 1042 |STR_TIME: 0.08812189102172852
> STR_ID: 2x89 |STR_LEN: 1039 |STR_TIME: 0.20362234115600586
> STR_ID: 2x8a |STR_LEN: 251 |STR_TIME: 0.029824018478393555
> STR_ID: 2x8b |STR_LEN: 851 |STR_TIME: 0.11677289009094238
> STR_ID: 2x8c |STR_LEN: 1187 |STR_TIME: 0.19896483421325684
> STR_ID: 2x8d |STR_LEN: 635 |STR_TIME: 0.04909992218017578
> STR_ID: 2x8e |STR_LEN: 325 |STR_TIME: 0.03982806205749512
> STR_ID: 2x8f |STR_LEN: 1494 |STR_TIME: 0.22432374954223633
> STR_ID: 2x8g |STR_LEN: 851 |STR_TIME: 0.09093999862670898
> STR_ID: 2x8h |STR_LEN: 964 |STR_TIME: 0.0982351303100586
> STR_ID: 2x8i |STR_LEN: 506 |STR_TIME: 0.04470014572143555
