>> START_DIR: ./data/i/i0/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1i00 |STR_LEN: 670 |STR_TIME: 0.08696818351745605
> STR_ID: 5i9x |STR_LEN: 524 |STR_TIME: 0.04617810249328613
> STR_ID: 5i9y |STR_LEN: 581 |STR_TIME: 0.05169105529785156
> STR_ID: 5i9z |STR_LEN: 566 |STR_TIME: 0.04603981971740723
>> FINISH_DIR: ./data/i/i9/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 1615 |DIR_TIME: 25.290065050125122 

>> START_DIR: ./data/i/ia/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1ia0 |STR_LEN: 1200 |STR_TIME: 0.20871782302856445
> STR_ID: 1ia1 |STR_LEN: 626 |STR_TIME: 0.0659487247467041
> STR_ID: 1ia2 |STR_LEN: 723 |STR_TIME: 0.0697031021118164
> STR_ID: 1ia3 |STR_LEN: 729 |STR_TIME: 0.06757712364196777
> STR_ID: 1ia4 |STR_LEN: 709 |STR_TIME: 0.10650014877319336
> STR_ID: 1ia5 |STR_LEN: 545 |STR_TIME: 0.05357980728149414
> STR_ID: 1ia6 |STR_LEN: 689 |STR_TIME: 0.06608796119689941
> STR_ID: 1ia7 |STR_LEN: 766 |STR_TIME: 0.07098913192749023
> STR_ID: 1ia8 |STR_LEN: 454 |STR_TIME: 0.04327702522277832
> STR_ID: 1ia9 |STR_LEN: 814 |STR_TIME: 0.12710785865783691
> STR_ID: 1iaa |STR_LEN: 379 |STR_TIME: 0.03112483024597168
> STR_ID: 1iab |STR_LEN: 381 |STR_TIME: 0.03122711181640625
> STR_ID: 1iac |STR_LEN: 373 |STR_TIME: 0.03415703773498535
> STR_ID: 1iad |STR_LEN: 372 |STR_TIME: 0.030778169631958008
> STR_ID: 1iae |STR_LEN: 385 |STR_TIME: 0.03155779838562012
> STR_ID: 1iag |STR_LEN: 377 |STR_TIME: 0.0362701416015625
> STR_ID: 1iah |STR_LEN: 815 |STR_TIME: 0.12142276763916016
> STR_ID: 1iai |STR_LEN: 866 |STR_TIME: 0.12129092216491699
> STR_ID: 1iaj |STR_LEN: 514 |STR_TIME: 0.0739297866821289
> STR_ID: 1iak |STR_LEN: 752 |STR_TIME: 0.09734869003295898
> STR_ID: 1ial |STR_LEN: 617 |STR_TIME: 0.06086230278015137
> STR_ID: 1iam |STR_LEN: 333 |STR_TIME: 0.028664112091064453
> STR_ID: 1ian |STR_LEN: 331 |STR_TIME: 0.00906991958618164
> STR_ID: 1iao |STR_LEN: 387 |STR_TIME: 0.053424835205078125
> STR_ID: 1iap |STR_LEN: 281 |STR_TIME: 0.028223037719726562
> STR_ID: 1iaq |STR_LEN: 459 |STR_TIME: 0.0680379867553711
> STR_ID: 1iar |STR_LEN: 547 |STR_TIME: 0.0848088264465332
> STR_ID: 1ias |STR_LEN: 1659 |STR_TIME: 0.238983154296875
> STR_ID: 1iat |STR_LEN: 1140 |STR_TIME: 0.13294386863708496
> STR_ID: 1iau |STR_LEN: 301 |STR_TIME: 0.03534889221191406
> STR_ID: 1iav |STR_LEN: 383 |STR_TIME: 0.037819862365722656
> STR_ID: 1iaw |STR_LEN: 719 |STR_TIME: 0.1505417823791504
> STR_ID: 1iax |STR_LEN: 857 |STR_TIME: 0.1183626651763916
> STR_ID: 1iay |STR_LEN: 467 |STR_TIME: 0.06749916076660156
> STR_ID: 1iaz |STR_LEN: 738 |STR_TIME: 0.06160426139831543
> STR_ID: 2ia0 |STR_LEN: 408 |STR_TIME: 0.08223295211791992
> STR_ID: 2ia1 |STR_LEN: 781 |STR_TIME: 0.06819295883178711
> STR_ID: 2ia2 |STR_LEN: 1729 |STR_TIME: 0.14968490600585938
> STR_ID: 2ia4 |STR_LEN: 1235 |STR_TIME: 0.12283706665039062
> STR_ID: 2ia5 |STR_LEN: 4573 |STR_TIME: 0.6372790336608887
> STR_ID: 2ia6 |STR_LEN: 1207 |STR_TIME: 0.13349175453186035
> STR_ID: 2ia7 |STR_LEN: 233 |STR_TIME: 0.018566131591796875
> STR_ID: 2ia8 |STR_LEN: 507 |STR_TIME: 0.04695916175842285
> STR_ID: 2ia9 |STR_LEN: 654 |STR_TIME: 0.1576547622680664
> STR_ID: 2iaa |STR_LEN: 2062 |STR_TIME: 0.17253398895263672
> STR_ID: 2iab |STR_LEN: 542 |STR_TIME: 0.04872608184814453
> STR_ID: 2iad |STR_LEN: 502 |STR_TIME: 0.08940958976745605
> STR_ID: 2iae |STR_LEN: 2534 |STR_TIME: 0.4062509536743164
> STR_ID: 2iaf |STR_LEN: 228 |STR_TIME: 0.02254796028137207
> STR_ID: 2iag |STR_LEN: 1377 |STR_TIME: 0.14753270149230957
> STR_ID: 2iah |STR_LEN: 763 |STR_TIME: 0.15671300888061523
> STR_ID: 2iai |STR_LEN: 487 |STR_TIME: 0.03799295425415039
> STR_ID: 2iaj |STR_LEN: 1281 |STR_TIME: 0.15488386154174805
> STR_ID: 2iak |STR_LEN: 211 |STR_TIME: 0.028858184814453125
> STR_ID: 2ial |STR_LEN: 1112 |STR_TIME: 0.17756414413452148
> STR_ID: 2iam |STR_LEN: 853 |STR_TIME: 0.11604475975036621
> STR_ID: 2ian |STR_LEN: 3335 |STR_TIME: 0.5547730922698975
> STR_ID: 2iao |STR_LEN: 634 |STR_TIME: 0.05332612991333008
> STR_ID: 2iap |STR_LEN: 669 |STR_TIME: 0.05161118507385254
> STR_ID: 2iaq |STR_LEN: 671 |STR_TIME: 0.10774612426757812
> STR_ID: 2iar |STR_LEN: 619 |STR_TIME: 0.04898214340209961
> STR_ID: 2ias |STR_LEN: 670 |STR_TIME: 0.05096077919006348
> STR_ID: 2iat |STR_LEN: 619 |STR_TIME: 0.050633907318115234
> STR_ID: 2iau |STR_LEN: 619 |STR_TIME: 0.04921102523803711
> STR_ID: 2iav |STR_LEN: 779 |STR_TIME: 0.05361604690551758
> STR_ID: 2iaw |STR_LEN: 670 |STR_TIME: 0.0840599536895752
> STR_ID: 2iax |STR_LEN: 820 |STR_TIME: 0.054418087005615234
> STR_ID: 2iay |STR_LEN: 311 |STR_TIME: 0.026395797729492188
> STR_ID: 2iaz |STR_LEN: 546 |STR_TIME: 0.06066417694091797
> STR_ID: 3ia0 |STR_LEN: 5328 |STR_TIME: 0.9072279930114746
> STR_ID: 3ia1 |STR_LEN: 621 |STR_TIME: 0.05098700523376465
> STR_ID: 3ia2 |STR_LEN: 3081 |STR_TIME: 0.36010003089904785
> STR_ID: 3ia3 |STR_LEN: 452 |STR_TIME: 0.06458091735839844
> STR_ID: 3ia4 |STR_LEN: 1614 |STR_TIME: 0.11544680595397949
> STR_ID: 3ia5 |STR_LEN: 550 |STR_TIME: 0.09353494644165039
> STR_ID: 3ia6 |STR_LEN: 624 |STR_TIME: 0.07954096794128418
> STR_ID: 3ia7 |STR_LEN: 1222 |STR_TIME: 0.12393903732299805
> STR_ID: 3ia8 |STR_LEN: 598 |STR_TIME: 0.09539580345153809
> STR_ID: 3ia9 |STR_LEN: 324 |STR_TIME: 0.045105934143066406
> STR_ID: 3iaa |STR_LEN: 1009 |STR_TIME: 0.11602997779846191
> STR_ID: 3iab |STR_LEN: 354 |STR_TIME: 0.05416297912597656
> STR_ID: 3iac |STR_LEN: 2543 |STR_TIME: 0.27683305740356445
> STR_ID: 3iad |STR_LEN: 1577 |STR_TIME: 0.23378467559814453
> STR_ID: 3iae |STR_LEN: 1322 |STR_TIME: 0.2460470199584961
> STR_ID: 3iaf |STR_LEN: 2406 |STR_TIME: 0.44796109199523926
> STR_ID: 3iag |STR_LEN: 617 |STR_TIME: 0.07477712631225586
> STR_ID: 3iah |STR_LEN: 989 |STR_TIME: 0.14245200157165527
> STR_ID: 3iai |STR_LEN: 2738 |STR_TIME: 0.19638586044311523
> STR_ID: 3iaj |STR_LEN: 191 |STR_TIME: 0.015828847885131836
> STR_ID: 3iak |STR_LEN: 337 |STR_TIME: 0.04848933219909668
> STR_ID: 3ial |STR_LEN: 1224 |STR_TIME: 0.18711400032043457
> STR_ID: 3iam |STR_LEN: 4772 |STR_TIME: 0.8099379539489746
> STR_ID: 3ian |STR_LEN: 588 |STR_TIME: 0.055615901947021484
> STR_ID: 3iao |STR_LEN: 440 |STR_TIME: 0.1116628646850586
> STR_ID: 3iap |STR_LEN: 8029 |STR_TIME: 0.8224129676818848
> STR_ID: 3iaq |STR_LEN: 6559 |STR_TIME: 0.8296229839324951
> STR_ID: 3iar |STR_LEN: 1056 |STR_TIME: 0.16256999969482422
> STR_ID: 3ias |STR_LEN: 9528 |STR_TIME: 1.761422872543335
> STR_ID: 3iau |STR_LEN: 1365 |STR_TIME: 0.11175274848937988
> STR_ID: 3iav |STR_LEN: 1368 |STR_TIME: 0.27802300453186035
> STR_ID: 3iaw |STR_LEN: 291 |STR_TIME: 0.03473687171936035
> STR_ID: 3iax |STR_LEN: 476 |STR_TIME: 0.05656599998474121
> STR_ID: 3iay |STR_LEN: 1479 |STR_TIME: 0.18873286247253418
> STR_ID: 3iaz |STR_LEN: 620 |STR_TIME: 0.05470013618469238
> STR_ID: 4ia0 |STR_LEN: 366 |STR_TIME: 0.042876243591308594
> STR_ID: 4ia1 |STR_LEN: 319 |STR_TIME: 0.037713050842285156
> STR_ID: 4ia2 |STR_LEN: 308 |STR_TIME: 0.03914904594421387
> STR_ID: 4ia3 |STR_LEN: 331 |STR_TIME: 0.0748291015625
> STR_ID: 4ia4 |STR_LEN: 980 |STR_TIME: 0.12780022621154785
> STR_ID: 4ia5 |STR_LEN: 1643 |STR_TIME: 0.2462320327758789
> STR_ID: 4ia6 |STR_LEN: 2556 |STR_TIME: 0.30716991424560547
> STR_ID: 4ia7 |STR_LEN: 320 |STR_TIME: 0.037467241287231445
> STR_ID: 4ia8 |STR_LEN: 199 |STR_TIME: 0.03228306770324707
> STR_ID: 4ia9 |STR_LEN: 582 |STR_TIME: 0.053421735763549805
> STR_ID: 4iaa |STR_LEN: 279 |STR_TIME: 0.03993391990661621
> STR_ID: 4iab |STR_LEN: 1185 |STR_TIME: 0.19242286682128906
> STR_ID: 4iac |STR_LEN: 698 |STR_TIME: 0.06522703170776367
> STR_ID: 4iad |STR_LEN: 648 |STR_TIME: 0.06174111366271973
> STR_ID: 4iae |STR_LEN: 524 |STR_TIME: 0.058777809143066406
> STR_ID: 4iaf |STR_LEN: 619 |STR_TIME: 0.08743500709533691
> STR_ID: 4iag |STR_LEN: 185 |STR_TIME: 0.024126291275024414
> STR_ID: 4iah |STR_LEN: 403 |STR_TIME: 0.05540919303894043
> STR_ID: 4iai |STR_LEN: 756 |STR_TIME: 0.06638598442077637
> STR_ID: 4iaj |STR_LEN: 930 |STR_TIME: 0.15239596366882324
> STR_ID: 4iak |STR_LEN: 645 |STR_TIME: 0.06188511848449707
> STR_ID: 4ial |STR_LEN: 212 |STR_TIME: 0.027902841567993164
> STR_ID: 4iam |STR_LEN: 674 |STR_TIME: 0.05971980094909668
> STR_ID: 4ian |STR_LEN: 713 |STR_TIME: 0.09408092498779297
> STR_ID: 4iao |STR_LEN: 1163 |STR_TIME: 0.19989776611328125
> STR_ID: 4iap |STR_LEN: 623 |STR_TIME: 0.0791330337524414
> STR_ID: 4iaq |STR_LEN: 373 |STR_TIME: 0.09375119209289551
> STR_ID: 4iar |STR_LEN: 390 |STR_TIME: 0.06389975547790527
> STR_ID: 4ias |STR_LEN: 186 |STR_TIME: 0.021066904067993164
> STR_ID: 4iat |STR_LEN: 259 |STR_TIME: 0.020101070404052734
> STR_ID: 4iau |STR_LEN: 536 |STR_TIME: 0.042968034744262695
> STR_ID: 4iav |STR_LEN: 648 |STR_TIME: 0.07615184783935547
> STR_ID: 4iaw |STR_LEN: 685 |STR_TIME: 0.11545109748840332
> STR_ID: 4iax |STR_LEN: 290 |STR_TIME: 0.029584884643554688
> STR_ID: 4iay |STR_LEN: 555 |STR_TIME: 0.05889105796813965
> STR_ID: 4iaz |STR_LEN: 615 |STR_TIME: 0.059053897857666016
> STR_ID: 5ia0 |STR_LEN: 1339 |STR_TIME: 0.158966064453125
> STR_ID: 5ia1 |STR_LEN: 399 |STR_TIME: 0.040048837661743164
> STR_ID: 5ia2 |STR_LEN: 551 |STR_TIME: 0.047472238540649414
> STR_ID: 5ia3 |STR_LEN: 532 |STR_TIME: 0.04573488235473633
> STR_ID: 5ia4 |STR_LEN: 402 |STR_TIME: 0.041848182678222656
> STR_ID: 5ia5 |STR_LEN: 423 |STR_TIME: 0.04664492607116699
> STR_ID: 5ia7 |STR_LEN: 214 |STR_TIME: 0.06799507141113281
> STR_ID: 5ia8 |STR_LEN: 233 |STR_TIME: 0.03346824645996094
> STR_ID: 5iaa |STR_LEN: 807 |STR_TIME: 0.11263012886047363
> STR_ID: 5iab |STR_LEN: 835 |STR_TIME: 0.0794830322265625
> STR_ID: 5iae |STR_LEN: 1087 |STR_TIME: 0.11869502067565918
> STR_ID: 5iag |STR_LEN: 413 |STR_TIME: 0.0376279354095459
> STR_ID: 5iai |STR_LEN: 909 |STR_TIME: 0.13408374786376953
> STR_ID: 5iaj |STR_LEN: 437 |STR_TIME: 0.04135894775390625
> STR_ID: 5iak |STR_LEN: 492 |STR_TIME: 0.08080577850341797
> STR_ID: 5ian |STR_LEN: 274 |STR_TIME: 0.038072824478149414
> STR_ID: 5iao |STR_LEN: 1370 |STR_TIME: 0.145704984664917
> STR_ID: 5iar |STR_LEN: 466 |STR_TIME: 0.0426332950592041
> STR_ID: 5ias |STR_LEN: 491 |STR_TIME: 0.07300114631652832
> STR_ID: 5iat |STR_LEN: 801 |STR_TIME: 0.06928396224975586
> STR_ID: 5iau |STR_LEN: 5036 |STR_TIME: 0.46718788146972656
> STR_ID: 5iav |STR_LEN: 648 |STR_TIME: 0.05913901329040527
> STR_ID: 5iaw |STR_LEN: 513 |STR_TIME: 0.11737608909606934
> STR_ID: 5iax |STR_LEN: 553 |STR_TIME: 0.0598759651184082
> STR_ID: 5iay |STR_LEN: 168 |STR_TIME: 1.1618952751159668
> STR_ID: 5iaz |STR_LEN: 118 |STR_TIME: 0.9590120315551758
>> FINISH_DIR: ./data/i/ia/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 1781 |DIR_TIME: 24.463863134384155 

>> START_DIR: ./data/i/ib/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1ib0 |STR_LEN: 417 |STR_TIME: 0.1553478240966797
> STR_ID: 1ib1 |STR_LEN: 1839 |STR_TIME: 0.2518799304962158
> STR_ID: 1ib2 |STR_LEN: 715 |STR_TIME: 0.14021706581115723
> STR_ID: 1ib4 |STR_LEN: 1132 |STR_TIME: 0.1050713062286377
> STR_ID: 1ib5 |STR_LEN: 173 |STR_TIME: 0.020909786224365234
> STR_ID: 1ib6 |STR_LEN: 1535 |STR_TIME: 0.22866487503051758
> STR_ID: 1ib7 |STR_LEN: 86 |STR_TIME: 0.5752072334289551
> STR_ID: 1ib8 |STR_LEN: 164 |STR_TIME: 0.04798078536987305
> STR_ID: 1ib9 |STR_LEN: 34 |STR_TIME: 0.23087096214294434
> STR_ID: 1iba |STR_LEN: 78 |STR_TIME: 0.2529940605163574
> STR_ID: 1ibb |STR_LEN: 202 |STR_TIME: 0.021728038787841797
> STR_ID: 1ibc |STR_LEN: 298 |STR_TIME: 0.040100812911987305
> STR_ID: 1ibd |STR_LEN: 248 |STR_TIME: 0.023128986358642578
> STR_ID: 1ibe |STR_LEN: 476 |STR_TIME: 0.045851945877075195
> STR_ID: 1ibf |STR_LEN: 215 |STR_TIME: 0.020596027374267578
> STR_ID: 1ibg |STR_LEN: 437 |STR_TIME: 0.06510281562805176
> STR_ID: 1ibh |STR_LEN: 226 |STR_TIME: 0.022716045379638672
> STR_ID: 1ibi |STR_LEN: 61 |STR_TIME: 0.28633618354797363
> STR_ID: 1ibj |STR_LEN: 1018 |STR_TIME: 0.13063812255859375
> STR_ID: 1ibk |STR_LEN: 4024 |STR_TIME: 1.1526060104370117
> STR_ID: 1ibl |STR_LEN: 4053 |STR_TIME: 1.171281099319458
> STR_ID: 1ibm |STR_LEN: 4046 |STR_TIME: 1.2714769840240479
> STR_ID: 1ibn |STR_LEN: 20 |STR_TIME: 0.2107381820678711
> STR_ID: 1ibo |STR_LEN: 20 |STR_TIME: 0.0928640365600586
> STR_ID: 1ibq |STR_LEN: 948 |STR_TIME: 0.09714984893798828
> STR_ID: 1ibr |STR_LEN: 1550 |STR_TIME: 0.2924818992614746
> STR_ID: 1ibs |STR_LEN: 653 |STR_TIME: 0.08530092239379883
> STR_ID: 1ibt |STR_LEN: 978 |STR_TIME: 0.17154502868652344
> STR_ID: 1ibu |STR_LEN: 889 |STR_TIME: 0.12388491630554199
> STR_ID: 1ibv |STR_LEN: 1041 |STR_TIME: 0.17103099822998047
> STR_ID: 1ibw |STR_LEN: 933 |STR_TIME: 0.1356971263885498
> STR_ID: 1ibx |STR_LEN: 170 |STR_TIME: 0.5802109241485596
> STR_ID: 1iby |STR_LEN: 1037 |STR_TIME: 0.0754082202911377
> STR_ID: 1ibz |STR_LEN: 762 |STR_TIME: 0.07161307334899902
> STR_ID: 2ib0 |STR_LEN: 432 |STR_TIME: 0.04234504699707031
> STR_ID: 2ib1 |STR_LEN: 91 |STR_TIME: 0.6634228229522705
> STR_ID: 2ib5 |STR_LEN: 3152 |STR_TIME: 0.3578789234161377
> STR_ID: 2ib6 |STR_LEN: 3164 |STR_TIME: 0.39953184127807617
> STR_ID: 2ib7 |STR_LEN: 2484 |STR_TIME: 0.3014802932739258
> STR_ID: 2ib8 |STR_LEN: 2617 |STR_TIME: 0.31164073944091797
> STR_ID: 2ib9 |STR_LEN: 2522 |STR_TIME: 0.23845791816711426
> STR_ID: 2iba |STR_LEN: 507 |STR_TIME: 0.10985302925109863
> STR_ID: 2ibb |STR_LEN: 224 |STR_TIME: 0.03147387504577637
> STR_ID: 2ibd |STR_LEN: 866 |STR_TIME: 0.08385396003723145
> STR_ID: 2ibf |STR_LEN: 302 |STR_TIME: 0.03985309600830078
> STR_ID: 2ibg |STR_LEN: 1702 |STR_TIME: 0.26767516136169434
> STR_ID: 2ibi |STR_LEN: 512 |STR_TIME: 0.06600713729858398
> STR_ID: 2ibj |STR_LEN: 259 |STR_TIME: 0.01925492286682129
> STR_ID: 2ibk |STR_LEN: 581 |STR_TIME: 0.0669560432434082
> STR_ID: 2ibl |STR_LEN: 305 |STR_TIME: 0.025087833404541016
> STR_ID: 2ibm |STR_LEN: 1551 |STR_TIME: 0.26668429374694824
> STR_ID: 2ibn |STR_LEN: 1030 |STR_TIME: 0.11103010177612305
> STR_ID: 2ibo |STR_LEN: 469 |STR_TIME: 0.05340981483459473
> STR_ID: 2ibp |STR_LEN: 1626 |STR_TIME: 0.13930702209472656
> STR_ID: 2ibs |STR_LEN: 1587 |STR_TIME: 0.20978975296020508
> STR_ID: 2ibt |STR_LEN: 1876 |STR_TIME: 0.15379810333251953
> STR_ID: 2ibu |STR_LEN: 2748 |STR_TIME: 0.2850308418273926
> STR_ID: 2ibw |STR_LEN: 2682 |STR_TIME: 0.27977609634399414
> STR_ID: 2ibx |STR_LEN: 1455 |STR_TIME: 0.2631218433380127
> STR_ID: 2iby |STR_LEN: 2745 |STR_TIME: 0.30060815811157227
> STR_ID: 2ibz |STR_LEN: 2525 |STR_TIME: 0.38831067085266113
> STR_ID: 3ib0 |STR_LEN: 871 |STR_TIME: 0.06858086585998535
> STR_ID: 3ib1 |STR_LEN: 601 |STR_TIME: 0.058999061584472656
> STR_ID: 3ib2 |STR_LEN: 494 |STR_TIME: 0.05226588249206543
> STR_ID: 3ib3 |STR_LEN: 1835 |STR_TIME: 0.25438904762268066
> STR_ID: 3ib4 |STR_LEN: 234 |STR_TIME: 0.024811983108520508
> STR_ID: 3ib5 |STR_LEN: 873 |STR_TIME: 0.08698320388793945
> STR_ID: 3ib6 |STR_LEN: 834 |STR_TIME: 0.14416885375976562
> STR_ID: 3ib7 |STR_LEN: 594 |STR_TIME: 0.04705095291137695
> STR_ID: 3ib8 |STR_LEN: 550 |STR_TIME: 0.04807686805725098
> STR_ID: 3ib9 |STR_LEN: 1385 |STR_TIME: 0.1831369400024414
> STR_ID: 3iba |STR_LEN: 663 |STR_TIME: 0.059777021408081055
> STR_ID: 3ibb |STR_LEN: 3126 |STR_TIME: 0.5034842491149902
> STR_ID: 3ibc |STR_LEN: 534 |STR_TIME: 0.09946608543395996
> STR_ID: 3ibd |STR_LEN: 649 |STR_TIME: 0.07466912269592285
> STR_ID: 3ibe |STR_LEN: 894 |STR_TIME: 0.12266707420349121
> STR_ID: 3ibf |STR_LEN: 513 |STR_TIME: 0.0707859992980957
> STR_ID: 3ibg |STR_LEN: 1806 |STR_TIME: 0.4245309829711914
> STR_ID: 3ibh |STR_LEN: 325 |STR_TIME: 0.032258033752441406
> STR_ID: 3ibi |STR_LEN: 583 |STR_TIME: 0.04515981674194336
> STR_ID: 3ibj |STR_LEN: 1499 |STR_TIME: 0.24626731872558594
> STR_ID: 3ibk |STR_LEN: 71 |STR_TIME: 0.009413957595825195
> STR_ID: 3ibl |STR_LEN: 598 |STR_TIME: 0.04698991775512695
> STR_ID: 3ibm |STR_LEN: 462 |STR_TIME: 0.047601938247680664
> STR_ID: 3ibn |STR_LEN: 433 |STR_TIME: 0.0452733039855957
> STR_ID: 3ibo |STR_LEN: 1257 |STR_TIME: 0.09666323661804199
> STR_ID: 3ibp |STR_LEN: 289 |STR_TIME: 0.09493899345397949
> STR_ID: 3ibq |STR_LEN: 443 |STR_TIME: 0.042963266372680664
> STR_ID: 3ibr |STR_LEN: 918 |STR_TIME: 0.17778897285461426
> STR_ID: 3ibs |STR_LEN: 595 |STR_TIME: 0.08918380737304688
> STR_ID: 3ibt |STR_LEN: 295 |STR_TIME: 0.03673672676086426
> STR_ID: 3ibu |STR_LEN: 625 |STR_TIME: 0.04638195037841797
> STR_ID: 3ibv |STR_LEN: 1823 |STR_TIME: 0.28382205963134766
> STR_ID: 3ibw |STR_LEN: 307 |STR_TIME: 0.024581193923950195
> STR_ID: 3ibx |STR_LEN: 501 |STR_TIME: 0.06762099266052246
> STR_ID: 3iby |STR_LEN: 1077 |STR_TIME: 0.1446237564086914
> STR_ID: 3ibz |STR_LEN: 308 |STR_TIME: 0.07163095474243164
> STR_ID: 4ib0 |STR_LEN: 663 |STR_TIME: 0.06238269805908203
> STR_ID: 4ib1 |STR_LEN: 713 |STR_TIME: 0.05990409851074219
> STR_ID: 4ib2 |STR_LEN: 847 |STR_TIME: 0.09865689277648926
> STR_ID: 4ib3 |STR_LEN: 614 |STR_TIME: 0.09562397003173828
> STR_ID: 4ib4 |STR_LEN: 395 |STR_TIME: 0.07117915153503418
> STR_ID: 4ib5 |STR_LEN: 1518 |STR_TIME: 0.24625372886657715
> STR_ID: 4ib6 |STR_LEN: 216 |STR_TIME: 0.02783799171447754
> STR_ID: 4ib7 |STR_LEN: 189 |STR_TIME: 0.02592015266418457
> STR_ID: 4ib8 |STR_LEN: 204 |STR_TIME: 0.022920846939086914
> STR_ID: 4ib9 |STR_LEN: 198 |STR_TIME: 0.022708892822265625
> STR_ID: 4iba |STR_LEN: 216 |STR_TIME: 0.02427506446838379
> STR_ID: 4ibb |STR_LEN: 392 |STR_TIME: 0.04286003112792969
> STR_ID: 4ibc |STR_LEN: 447 |STR_TIME: 0.04952597618103027
> STR_ID: 4ibd |STR_LEN: 464 |STR_TIME: 0.09178519248962402
> STR_ID: 4ibe |STR_LEN: 413 |STR_TIME: 0.04909634590148926
> STR_ID: 4ibf |STR_LEN: 341 |STR_TIME: 0.04500722885131836
> STR_ID: 4ibg |STR_LEN: 469 |STR_TIME: 0.05469799041748047
> STR_ID: 4ibi |STR_LEN: 511 |STR_TIME: 0.052362918853759766
> STR_ID: 4ibj |STR_LEN: 559 |STR_TIME: 0.07961082458496094
> STR_ID: 4ibk |STR_LEN: 468 |STR_TIME: 0.051614999771118164
> STR_ID: 4ibl |STR_LEN: 1141 |STR_TIME: 0.1034088134765625
> STR_ID: 4ibm |STR_LEN: 1151 |STR_TIME: 0.1410210132598877
> STR_ID: 4ibn |STR_LEN: 354 |STR_TIME: 0.032460689544677734
> STR_ID: 4ibo |STR_LEN: 1698 |STR_TIME: 0.20350217819213867
> STR_ID: 4ibp |STR_LEN: 312 |STR_TIME: 0.06477570533752441
> STR_ID: 4ibq |STR_LEN: 1694 |STR_TIME: 0.1637580394744873
> STR_ID: 4ibr |STR_LEN: 324 |STR_TIME: 0.04049396514892578
> STR_ID: 4ibs |STR_LEN: 1429 |STR_TIME: 0.20414209365844727
> STR_ID: 4ibt |STR_LEN: 1758 |STR_TIME: 0.19666290283203125
> STR_ID: 4ibu |STR_LEN: 1813 |STR_TIME: 0.19161295890808105
> STR_ID: 4ibv |STR_LEN: 380 |STR_TIME: 0.046472787857055664
> STR_ID: 4ibw |STR_LEN: 562 |STR_TIME: 0.10112690925598145
> STR_ID: 4ibx |STR_LEN: 1417 |STR_TIME: 0.23766398429870605
> STR_ID: 4iby |STR_LEN: 1155 |STR_TIME: 0.11555671691894531
> STR_ID: 4ibz |STR_LEN: 1407 |STR_TIME: 0.15645074844360352
> STR_ID: 5ib0 |STR_LEN: 1626 |STR_TIME: 0.22842693328857422
> STR_ID: 5ib1 |STR_LEN: 521 |STR_TIME: 0.05985116958618164
> STR_ID: 5ib2 |STR_LEN: 821 |STR_TIME: 0.1258401870727539
> STR_ID: 5ib3 |STR_LEN: 657 |STR_TIME: 0.08730792999267578
> STR_ID: 5ib4 |STR_LEN: 584 |STR_TIME: 0.08323192596435547
> STR_ID: 5ib5 |STR_LEN: 973 |STR_TIME: 0.15263009071350098
> STR_ID: 5ib7 |STR_LEN: 25481 |STR_TIME: 7.107245206832886
> STR_ID: 5ib8 |STR_LEN: 26006 |STR_TIME: 7.233705997467041
> STR_ID: 5ib9 |STR_LEN: 1009 |STR_TIME: 0.0679168701171875
> STR_ID: 5ibb |STR_LEN: 25294 |STR_TIME: 7.955950736999512
> STR_ID: 5ibc |STR_LEN: 504 |STR_TIME: 0.04298591613769531
> STR_ID: 5ibd |STR_LEN: 916 |STR_TIME: 0.07035589218139648
> STR_ID: 5ibe |STR_LEN: 945 |STR_TIME: 0.06950712203979492
> STR_ID: 5ibf |STR_LEN: 734 |STR_TIME: 0.06259489059448242
> STR_ID: 5ibg |STR_LEN: 791 |STR_TIME: 0.06999993324279785
> STR_ID: 5ibh |STR_LEN: 732 |STR_TIME: 0.5078938007354736
> STR_ID: 5ibi |STR_LEN: 834 |STR_TIME: 0.06958913803100586
> STR_ID: 5ibj |STR_LEN: 633 |STR_TIME: 0.06286382675170898
> STR_ID: 5ibk |STR_LEN: 564 |STR_TIME: 0.09301996231079102
> STR_ID: 5ibl |STR_LEN: 1694 |STR_TIME: 0.342987060546875
> STR_ID: 5ibm |STR_LEN: 1329 |STR_TIME: 0.20706582069396973
> STR_ID: 5ibn |STR_LEN: 283 |STR_TIME: 0.030185937881469727
> STR_ID: 5ibo |STR_LEN: 407 |STR_TIME: 0.058743953704833984
> STR_ID: 5ibp |STR_LEN: 547 |STR_TIME: 0.08301591873168945
> STR_ID: 5ibq |STR_LEN: 725 |STR_TIME: 0.09546422958374023
> STR_ID: 5ibr |STR_LEN: 708 |STR_TIME: 0.07057523727416992
> STR_ID: 5ibs |STR_LEN: 1360 |STR_TIME: 0.21634912490844727
> STR_ID: 5ibt |STR_LEN: 524 |STR_TIME: 0.0755317211151123
> STR_ID: 5ibu |STR_LEN: 1938 |STR_TIME: 0.18123388290405273
