>> START_DIR: ./data/c/c0/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1c01 |STR_LEN: 76 |STR_TIME: 0.5504021644592285
> STR_ID: 3c7i |STR_LEN: 224 |STR_TIME: 0.023157358169555664
> STR_ID: 3c7j |STR_LEN: 820 |STR_TIME: 0.10662174224853516
> STR_ID: 3c7k |STR_LEN: 860 |STR_TIME: 0.18855810165405273
> STR_ID: 3c7l |STR_LEN: 431 |STR_TIME: 0.05344700813293457
> STR_ID: 3c7m |STR_LEN: 1139 |STR_TIME: 0.10395121574401855
> STR_ID: 3c7n |STR_LEN: 1201 |STR_TIME: 0.2547299861907959
> STR_ID: 3c7o |STR_LEN: 944 |STR_TIME: 0.0943748950958252
> STR_ID: 3c7p |STR_LEN: 545 |STR_TIME: 0.05186605453491211
> STR_ID: 3c7q |STR_LEN: 503 |STR_TIME: 0.062474966049194336
> STR_ID: 3c7r |STR_LEN: 146 |STR_TIME: 0.022894859313964844
> STR_ID: 3c7t |STR_LEN: 1671 |STR_TIME: 0.24680685997009277
> STR_ID: 3c7u |STR_LEN: 1087 |STR_TIME: 0.20145678520202637
> STR_ID: 3c7v |STR_LEN: 1029 |STR_TIME: 0.1993260383605957
> STR_ID: 3c7w |STR_LEN: 249 |STR_TIME: 0.030842304229736328
> STR_ID: 3c7x |STR_LEN: 433 |STR_TIME: 0.04289102554321289
> STR_ID: 3c7y |STR_LEN: 220 |STR_TIME: 0.10659003257751465
> STR_ID: 3c7z |STR_LEN: 239 |STR_TIME: 0.03625822067260742
> STR_ID: 4c70 |STR_LEN: 1613 |STR_TIME: 0.21303296089172363
> STR_ID: 4c71 |STR_LEN: 1642 |STR_TIME: 0.2305889129638672
> STR_ID: 4c72 |STR_LEN: 1761 |STR_TIME: 0.24460101127624512
> STR_ID: 4c73 |STR_LEN: 1588 |STR_TIME: 0.19472002983093262
> STR_ID: 4c74 |STR_LEN: 752 |STR_TIME: 0.16827893257141113
> STR_ID: 4c75 |STR_LEN: 1790 |STR_TIME: 0.24454712867736816
> STR_ID: 4c76 |STR_LEN: 652 |STR_TIME: 0.1099698543548584
> STR_ID: 4c77 |STR_LEN: 566 |STR_TIME: 0.09272217750549316
> STR_ID: 4c78 |STR_LEN: 395 |STR_TIME: 0.061620235443115234
> STR_ID: 4c79 |STR_LEN: 288 |STR_TIME: 0.04963994026184082
> STR_ID: 4c7a |STR_LEN: 266 |STR_TIME: 0.04636192321777344
> STR_ID: 4c7b |STR_LEN: 407 |STR_TIME: 0.057929039001464844
> STR_ID: 4c7d |STR_LEN: 1904 |STR_TIME: 0.24645709991455078
> STR_ID: 4c7f |STR_LEN: 2168 |STR_TIME: 0.22777485847473145
> STR_ID: 4c7g |STR_LEN: 960 |STR_TIME: 0.09499859809875488
> STR_ID: 4c7h |STR_LEN: 958 |STR_TIME: 0.09585428237915039
> STR_ID: 4c7i |STR_LEN: 995 |STR_TIME: 0.15763187408447266
> STR_ID: 4c7j |STR_LEN: 1649 |STR_TIME: 0.1860980987548828
> STR_ID: 4c7k |STR_LEN: 1782 |STR_TIME: 0.23002290725708008
> STR_ID: 4c7l |STR_LEN: 1032 |STR_TIME: 0.17195701599121094
> STR_ID: 4c7m |STR_LEN: 517 |STR_TIME: 0.12598490715026855
> STR_ID: 4c7n |STR_LEN: 153 |STR_TIME: 0.02404189109802246
> STR_ID: 4c7o |STR_LEN: 1700 |STR_TIME: 0.31923413276672363
> STR_ID: 4c7p |STR_LEN: 348 |STR_TIME: 0.06639695167541504
> STR_ID: 4c7q |STR_LEN: 86 |STR_TIME: 0.5894279479980469
> STR_ID: 4c7r |STR_LEN: 1612 |STR_TIME: 0.3598792552947998
> STR_ID: 4c7t |STR_LEN: 305 |STR_TIME: 0.057785749435424805
> STR_ID: 4c7u |STR_LEN: 2242 |STR_TIME: 0.4647791385650635
> STR_ID: 4c7v |STR_LEN: 908 |STR_TIME: 0.13789606094360352
> STR_ID: 4c7w |STR_LEN: 795 |STR_TIME: 0.15078973770141602
> STR_ID: 4c7x |STR_LEN: 889 |STR_TIME: 0.17820167541503906
> STR_ID: 4c7y |STR_LEN: 2150 |STR_TIME: 0.2334890365600586
> STR_ID: 4c7z |STR_LEN: 2159 |STR_TIME: 0.20205330848693848
> STR_ID: 5c70 |STR_LEN: 1172 |STR_TIME: 0.23126888275146484
> STR_ID: 5c71 |STR_LEN: 2514 |STR_TIME: 0.44382429122924805
> STR_ID: 5c73 |STR_LEN: 3384 |STR_TIME: 0.5824918746948242
> STR_ID: 5c74 |STR_LEN: 804 |STR_TIME: 0.0862877368927002
> STR_ID: 5c76 |STR_LEN: 2256 |STR_TIME: 0.6701431274414062
> STR_ID: 5c77 |STR_LEN: 481 |STR_TIME: 0.09831619262695312
> STR_ID: 5c78 |STR_LEN: 2376 |STR_TIME: 0.5798640251159668
> STR_ID: 5c79 |STR_LEN: 433 |STR_TIME: 0.04169821739196777
> STR_ID: 5c7a |STR_LEN: 226 |STR_TIME: 0.02503514289855957
> STR_ID: 5c7b |STR_LEN: 201 |STR_TIME: 0.0256040096282959
> STR_ID: 5c7c |STR_LEN: 226 |STR_TIME: 0.08249974250793457
> STR_ID: 5c7d |STR_LEN: 279 |STR_TIME: 0.030497074127197266
> STR_ID: 5c7e |STR_LEN: 1310 |STR_TIME: 0.2246689796447754
> STR_ID: 5c7f |STR_LEN: 827 |STR_TIME: 0.1748647689819336
> STR_ID: 5c7g |STR_LEN: 443 |STR_TIME: 0.06787490844726562
> STR_ID: 5c7h |STR_LEN: 699 |STR_TIME: 0.08576178550720215
> STR_ID: 5c7i |STR_LEN: 1121 |STR_TIME: 0.26252293586730957
> STR_ID: 5c7j |STR_LEN: 920 |STR_TIME: 0.1547551155090332
> STR_ID: 5c7k |STR_LEN: 1525 |STR_TIME: 0.2954871654510498
> STR_ID: 5c7l |STR_LEN: 1056 |STR_TIME: 0.2701549530029297
> STR_ID: 5c7m |STR_LEN: 517 |STR_TIME: 0.10500407218933105
> STR_ID: 5c7n |STR_LEN: 216 |STR_TIME: 0.027930259704589844
> STR_ID: 5c7o |STR_LEN: 1303 |STR_TIME: 0.30211377143859863
> STR_ID: 5c7p |STR_LEN: 434 |STR_TIME: 0.0858302116394043
> STR_ID: 5c7q |STR_LEN: 732 |STR_TIME: 0.07079911231994629
> STR_ID: 5c7r |STR_LEN: 1414 |STR_TIME: 0.19388794898986816
> STR_ID: 5c7s |STR_LEN: 980 |STR_TIME: 0.11403489112854004
> STR_ID: 5c7t |STR_LEN: 591 |STR_TIME: 0.06665492057800293
> STR_ID: 5c7u |STR_LEN: 75 |STR_TIME: 0.0376439094543457
> STR_ID: 5c7v |STR_LEN: 1195 |STR_TIME: 0.16635608673095703
> STR_ID: 5c7w |STR_LEN: 76 |STR_TIME: 0.03595280647277832
> STR_ID: 5c7x |STR_LEN: 1105 |STR_TIME: 0.1613931655883789
> STR_ID: 5c7y |STR_LEN: 946 |STR_TIME: 0.15737104415893555
> STR_ID: 5c7z |STR_LEN: 309 |STR_TIME: 0.0412290096282959
>> FINISH_DIR: ./data/c/c7/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 1334 |DIR_TIME: 32.391481161117554 

>> START_DIR: ./data/c/c8/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1c80 |STR_LEN: 659 |STR_TIME: 0.06423211097717285
> STR_ID: 1c81 |STR_LEN: 441 |STR_TIME: 0.036830902099609375
> STR_ID: 1c82 |STR_LEN: 1300 |STR_TIME: 0.17098379135131836
> STR_ID: 1c83 |STR_LEN: 546 |STR_TIME: 0.05549478530883789
> STR_ID: 1c84 |STR_LEN: 408 |STR_TIME: 0.05137896537780762
> STR_ID: 1c85 |STR_LEN: 321 |STR_TIME: 0.05266284942626953
> STR_ID: 1c86 |STR_LEN: 425 |STR_TIME: 0.051756858825683594
> STR_ID: 1c87 |STR_LEN: 481 |STR_TIME: 0.09586668014526367
> STR_ID: 1c88 |STR_LEN: 523 |STR_TIME: 0.053958892822265625
> STR_ID: 1c89 |STR_LEN: 134 |STR_TIME: 2.0674638748168945
> STR_ID: 1c8a |STR_LEN: 134 |STR_TIME: 0.038583993911743164
> STR_ID: 1c8b |STR_LEN: 766 |STR_TIME: 0.24211812019348145
> STR_ID: 1c8c |STR_LEN: 237 |STR_TIME: 0.030479907989501953
> STR_ID: 1c8d |STR_LEN: 549 |STR_TIME: 0.0904080867767334
> STR_ID: 1c8e |STR_LEN: 534 |STR_TIME: 0.10010194778442383
> STR_ID: 1c8f |STR_LEN: 551 |STR_TIME: 0.11244797706604004
> STR_ID: 1c8g |STR_LEN: 550 |STR_TIME: 0.15809297561645508
> STR_ID: 1c8h |STR_LEN: 546 |STR_TIME: 0.1031961441040039
> STR_ID: 1c8i |STR_LEN: 551 |STR_TIME: 0.06503987312316895
> STR_ID: 1c8j |STR_LEN: 1045 |STR_TIME: 0.19682097434997559
> STR_ID: 1c8k |STR_LEN: 1163 |STR_TIME: 0.15678095817565918
> STR_ID: 1c8l |STR_LEN: 1520 |STR_TIME: 0.16334295272827148
> STR_ID: 1c8m |STR_LEN: 1288 |STR_TIME: 0.1959218978881836
> STR_ID: 1c8n |STR_LEN: 794 |STR_TIME: 0.10962700843811035
> STR_ID: 1c8o |STR_LEN: 350 |STR_TIME: 0.055031776428222656
> STR_ID: 1c8p |STR_LEN: 102 |STR_TIME: 0.8525900840759277
> STR_ID: 1c8q |STR_LEN: 765 |STR_TIME: 0.13473200798034668
> STR_ID: 1c8r |STR_LEN: 263 |STR_TIME: 0.04363703727722168
> STR_ID: 1c8s |STR_LEN: 223 |STR_TIME: 0.04219698905944824
> STR_ID: 1c8t |STR_LEN: 417 |STR_TIME: 0.06411600112915039
> STR_ID: 1c8u |STR_LEN: 1105 |STR_TIME: 0.11364006996154785
> STR_ID: 1c8v |STR_LEN: 814 |STR_TIME: 0.21815705299377441
> STR_ID: 1c8w |STR_LEN: 243 |STR_TIME: 0.026703834533691406
> STR_ID: 1c8x |STR_LEN: 418 |STR_TIME: 0.04999494552612305
> STR_ID: 1c8y |STR_LEN: 552 |STR_TIME: 0.05045199394226074
> STR_ID: 1c8z |STR_LEN: 776 |STR_TIME: 0.06680107116699219
> STR_ID: 2c80 |STR_LEN: 647 |STR_TIME: 0.08580803871154785
> STR_ID: 2c81 |STR_LEN: 805 |STR_TIME: 0.13640809059143066
> STR_ID: 2c82 |STR_LEN: 1094 |STR_TIME: 0.1488349437713623
> STR_ID: 2c83 |STR_LEN: 523 |STR_TIME: 0.07211494445800781
> STR_ID: 2c84 |STR_LEN: 556 |STR_TIME: 0.13138818740844727
> STR_ID: 2c86 |STR_LEN: 302 |STR_TIME: 0.04974699020385742
> STR_ID: 2c88 |STR_LEN: 998 |STR_TIME: 0.185499906539917
> STR_ID: 2c89 |STR_LEN: 1399 |STR_TIME: 0.19190716743469238
> STR_ID: 2c8a |STR_LEN: 1609 |STR_TIME: 0.16322088241577148
> STR_ID: 2c8b |STR_LEN: 432 |STR_TIME: 0.04105806350708008
> STR_ID: 2c8c |STR_LEN: 826 |STR_TIME: 0.20207619667053223
> STR_ID: 2c8d |STR_LEN: 994 |STR_TIME: 0.14647889137268066
> STR_ID: 2c8e |STR_LEN: 1230 |STR_TIME: 0.11985158920288086
> STR_ID: 2c8f |STR_LEN: 635 |STR_TIME: 0.1435410976409912
> STR_ID: 2c8g |STR_LEN: 1123 |STR_TIME: 0.1414191722869873
> STR_ID: 2c8h |STR_LEN: 1543 |STR_TIME: 0.2008500099182129
> STR_ID: 2c8i |STR_LEN: 1091 |STR_TIME: 0.03337287902832031
> STR_ID: 2c8j |STR_LEN: 789 |STR_TIME: 0.1088402271270752
> STR_ID: 2c8k |STR_LEN: 998 |STR_TIME: 0.21769022941589355
> STR_ID: 2c8l |STR_LEN: 996 |STR_TIME: 0.17690205574035645
> STR_ID: 2c8m |STR_LEN: 1460 |STR_TIME: 0.2323899269104004
> STR_ID: 2c8n |STR_LEN: 3227 |STR_TIME: 0.6089129447937012
> STR_ID: 2c8o |STR_LEN: 262 |STR_TIME: 0.025176048278808594
> STR_ID: 2c8p |STR_LEN: 263 |STR_TIME: 0.02336263656616211
> STR_ID: 2c8q |STR_LEN: 81 |STR_TIME: 0.009904146194458008
> STR_ID: 2c8r |STR_LEN: 101 |STR_TIME: 0.007742166519165039
> STR_ID: 2c8s |STR_LEN: 294 |STR_TIME: 0.027281999588012695
> STR_ID: 2c8t |STR_LEN: 2394 |STR_TIME: 0.5032401084899902
> STR_ID: 2c8u |STR_LEN: 632 |STR_TIME: 0.10052609443664551
> STR_ID: 2c8v |STR_LEN: 375 |STR_TIME: 0.046362876892089844
> STR_ID: 2c8w |STR_LEN: 714 |STR_TIME: 0.062220096588134766
> STR_ID: 2c8x |STR_LEN: 622 |STR_TIME: 0.056105852127075195
> STR_ID: 2c8y |STR_LEN: 594 |STR_TIME: 0.057021141052246094
> STR_ID: 2c8z |STR_LEN: 621 |STR_TIME: 0.12967896461486816
> STR_ID: 3c80 |STR_LEN: 275 |STR_TIME: 0.029316186904907227
> STR_ID: 3c81 |STR_LEN: 254 |STR_TIME: 0.03838014602661133
> STR_ID: 3c82 |STR_LEN: 252 |STR_TIME: 0.03083181381225586
> STR_ID: 3c83 |STR_LEN: 252 |STR_TIME: 0.027563095092773438
> STR_ID: 3c84 |STR_LEN: 1533 |STR_TIME: 0.19466805458068848
> STR_ID: 3c85 |STR_LEN: 823 |STR_TIME: 0.12859630584716797
> STR_ID: 3c86 |STR_LEN: 619 |STR_TIME: 0.05458784103393555
> STR_ID: 3c87 |STR_LEN: 1077 |STR_TIME: 0.13272380828857422
> STR_ID: 3c88 |STR_LEN: 775 |STR_TIME: 0.11991572380065918
> STR_ID: 3c89 |STR_LEN: 798 |STR_TIME: 0.07544803619384766
> STR_ID: 3c8a |STR_LEN: 820 |STR_TIME: 0.0778651237487793
> STR_ID: 3c8b |STR_LEN: 804 |STR_TIME: 0.10492610931396484
> STR_ID: 3c8c |STR_LEN: 1137 |STR_TIME: 0.14699602127075195
> STR_ID: 3c8d |STR_LEN: 2638 |STR_TIME: 0.41547489166259766
> STR_ID: 3c8e |STR_LEN: 1042 |STR_TIME: 0.11351394653320312
> STR_ID: 3c8f |STR_LEN: 308 |STR_TIME: 0.039858102798461914
> STR_ID: 3c8g |STR_LEN: 673 |STR_TIME: 0.16901707649230957
> STR_ID: 3c8h |STR_LEN: 1865 |STR_TIME: 0.382688045501709
> STR_ID: 3c8i |STR_LEN: 432 |STR_TIME: 0.04392719268798828
> STR_ID: 3c8j |STR_LEN: 619 |STR_TIME: 0.0880579948425293
> STR_ID: 3c8k |STR_LEN: 571 |STR_TIME: 0.08605384826660156
> STR_ID: 3c8l |STR_LEN: 493 |STR_TIME: 0.11064410209655762
> STR_ID: 3c8m |STR_LEN: 670 |STR_TIME: 0.06574106216430664
> STR_ID: 3c8n |STR_LEN: 1708 |STR_TIME: 0.24913787841796875
> STR_ID: 3c8o |STR_LEN: 523 |STR_TIME: 0.0550541877746582
> STR_ID: 3c8p |STR_LEN: 227 |STR_TIME: 0.020364046096801758
> STR_ID: 3c8q |STR_LEN: 241 |STR_TIME: 0.0279390811920166
> STR_ID: 3c8r |STR_LEN: 222 |STR_TIME: 0.027971744537353516
> STR_ID: 3c8s |STR_LEN: 238 |STR_TIME: 0.028229713439941406
> STR_ID: 3c8t |STR_LEN: 601 |STR_TIME: 0.07051301002502441
> STR_ID: 3c8u |STR_LEN: 495 |STR_TIME: 0.04124307632446289
> STR_ID: 3c8v |STR_LEN: 2424 |STR_TIME: 0.35414981842041016
> STR_ID: 3c8w |STR_LEN: 1713 |STR_TIME: 0.20425701141357422
> STR_ID: 3c8x |STR_LEN: 270 |STR_TIME: 0.03586411476135254
> STR_ID: 3c8y |STR_LEN: 1250 |STR_TIME: 0.22294902801513672
> STR_ID: 3c8z |STR_LEN: 1680 |STR_TIME: 0.15536999702453613
> STR_ID: 4c80 |STR_LEN: 2021 |STR_TIME: 0.25318288803100586
> STR_ID: 4c81 |STR_LEN: 248 |STR_TIME: 0.030373096466064453
> STR_ID: 4c82 |STR_LEN: 253 |STR_TIME: 0.027656078338623047
> STR_ID: 4c83 |STR_LEN: 873 |STR_TIME: 0.13646888732910156
> STR_ID: 4c84 |STR_LEN: 356 |STR_TIME: 0.08944201469421387
> STR_ID: 4c85 |STR_LEN: 284 |STR_TIME: 0.040229082107543945
> STR_ID: 4c86 |STR_LEN: 333 |STR_TIME: 0.04454398155212402
> STR_ID: 4c87 |STR_LEN: 2196 |STR_TIME: 0.33023571968078613
> STR_ID: 4c88 |STR_LEN: 3064 |STR_TIME: 0.3686060905456543
> STR_ID: 4c89 |STR_LEN: 3565 |STR_TIME: 0.41283297538757324
> STR_ID: 4c8a |STR_LEN: 447 |STR_TIME: 0.06671476364135742
> STR_ID: 4c8b |STR_LEN: 608 |STR_TIME: 0.17798495292663574
> STR_ID: 4c8c |STR_LEN: 292 |STR_TIME: 0.04424023628234863
> STR_ID: 4c8d |STR_LEN: 407 |STR_TIME: 0.06667113304138184
> STR_ID: 4c8e |STR_LEN: 914 |STR_TIME: 0.08857393264770508
> STR_ID: 4c8f |STR_LEN: 549 |STR_TIME: 0.12398409843444824
> STR_ID: 4c8g |STR_LEN: 639 |STR_TIME: 0.08047890663146973
> STR_ID: 4c8h |STR_LEN: 1438 |STR_TIME: 0.2025129795074463
> STR_ID: 4c8i |STR_LEN: 783 |STR_TIME: 0.11755013465881348
> STR_ID: 4c8k |STR_LEN: 716 |STR_TIME: 0.21198272705078125
> STR_ID: 4c8l |STR_LEN: 854 |STR_TIME: 0.27191615104675293
> STR_ID: 4c8m |STR_LEN: 924 |STR_TIME: 0.26333189010620117
> STR_ID: 4c8n |STR_LEN: 773 |STR_TIME: 0.2191009521484375
> STR_ID: 4c8o |STR_LEN: 809 |STR_TIME: 0.2934439182281494
> STR_ID: 4c8p |STR_LEN: 165 |STR_TIME: 0.025436878204345703
> STR_ID: 4c8q |STR_LEN: 868 |STR_TIME: 0.13221287727355957
> STR_ID: 4c8r |STR_LEN: 2804 |STR_TIME: 0.49306535720825195
> STR_ID: 4c8s |STR_LEN: 1256 |STR_TIME: 0.19779205322265625
> STR_ID: 4c8t |STR_LEN: 300 |STR_TIME: 0.0468752384185791
> STR_ID: 4c8u |STR_LEN: 291 |STR_TIME: 0.10191607475280762
> STR_ID: 4c8v |STR_LEN: 1161 |STR_TIME: 0.14432525634765625
> STR_ID: 4c8w |STR_LEN: 208 |STR_TIME: 0.03096318244934082
> STR_ID: 4c8x |STR_LEN: 979 |STR_TIME: 0.12236380577087402
> STR_ID: 4c8y |STR_LEN: 864 |STR_TIME: 0.21632885932922363
> STR_ID: 4c8z |STR_LEN: 615 |STR_TIME: 0.21150588989257812
> STR_ID: 5c80 |STR_LEN: 2356 |STR_TIME: 0.2698330879211426
> STR_ID: 5c81 |STR_LEN: 1040 |STR_TIME: 0.17609810829162598
> STR_ID: 5c82 |STR_LEN: 268 |STR_TIME: 0.029313087463378906
> STR_ID: 5c83 |STR_LEN: 252 |STR_TIME: 0.02484297752380371
> STR_ID: 5c84 |STR_LEN: 251 |STR_TIME: 0.02576899528503418
> STR_ID: 5c85 |STR_LEN: 193 |STR_TIME: 0.023249149322509766
> STR_ID: 5c86 |STR_LEN: 885 |STR_TIME: 0.09773707389831543
> STR_ID: 5c87 |STR_LEN: 238 |STR_TIME: 0.07783818244934082
> STR_ID: 5c88 |STR_LEN: 347 |STR_TIME: 0.0670619010925293
> STR_ID: 5c89 |STR_LEN: 254 |STR_TIME: 0.03158712387084961
> STR_ID: 5c8a |STR_LEN: 1045 |STR_TIME: 0.16533589363098145
> STR_ID: 5c8b |STR_LEN: 647 |STR_TIME: 0.18702912330627441
> STR_ID: 5c8c |STR_LEN: 1297 |STR_TIME: 0.13668036460876465
> STR_ID: 5c8d |STR_LEN: 2042 |STR_TIME: 0.5050942897796631
> STR_ID: 5c8e |STR_LEN: 2177 |STR_TIME: 0.5019278526306152
> STR_ID: 5c8f |STR_LEN: 297 |STR_TIME: 0.05178403854370117
> STR_ID: 5c8g |STR_LEN: 382 |STR_TIME: 0.03844189643859863
> STR_ID: 5c8h |STR_LEN: 132 |STR_TIME: 0.021529674530029297
> STR_ID: 5c8i |STR_LEN: 336 |STR_TIME: 0.15262389183044434
> STR_ID: 5c8j |STR_LEN: 2309 |STR_TIME: 0.4973421096801758
> STR_ID: 5c8k |STR_LEN: 301 |STR_TIME: 0.04842495918273926
> STR_ID: 5c8l |STR_LEN: 694 |STR_TIME: 0.10926198959350586
> STR_ID: 5c8m |STR_LEN: 303 |STR_TIME: 0.059326887130737305
> STR_ID: 5c8n |STR_LEN: 408 |STR_TIME: 0.05364084243774414
> STR_ID: 5c8o |STR_LEN: 253 |STR_TIME: 0.028299808502197266
> STR_ID: 5c8p |STR_LEN: 204 |STR_TIME: 0.024611949920654297
> STR_ID: 5c8q |STR_LEN: 249 |STR_TIME: 0.02634906768798828
> STR_ID: 5c8r |STR_LEN: 499 |STR_TIME: 0.052059173583984375
> STR_ID: 5c8s |STR_LEN: 1310 |STR_TIME: 0.2505760192871094
> STR_ID: 5c8t |STR_LEN: 1308 |STR_TIME: 0.2482612133026123
> STR_ID: 5c8u |STR_LEN: 1306 |STR_TIME: 0.2851109504699707
> STR_ID: 5c8v |STR_LEN: 774 |STR_TIME: 0.1498887538909912
> STR_ID: 5c8w |STR_LEN: 1446 |STR_TIME: 0.3116769790649414
> STR_ID: 5c8x |STR_LEN: 875 |STR_TIME: 0.11965084075927734
> STR_ID: 5c8y |STR_LEN: 2457 |STR_TIME: 0.875363826751709
> STR_ID: 5c8z |STR_LEN: 867 |STR_TIME: 0.1346280574798584
>> FINISH_DIR: ./data/c/c8/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 1511 |DIR_TIME: 27.7622127532959 

>> START_DIR: ./data/c/c9/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1c90 |STR_LEN: 849 |STR_TIME: 0.16336798667907715
> STR_ID: 1c91 |STR_LEN: 467 |STR_TIME: 0.0480039119720459
> STR_ID: 1c92 |STR_LEN: 420 |STR_TIME: 0.046559810638427734
> STR_ID: 1c93 |STR_LEN: 389 |STR_TIME: 0.04345393180847168
> STR_ID: 1c94 |STR_LEN: 133 |STR_TIME: 0.015172004699707031
> STR_ID: 1c95 |STR_LEN: 16 |STR_TIME: 0.008589029312133789
> STR_ID: 1c96 |STR_LEN: 1433 |STR_TIME: 0.1784210205078125
> STR_ID: 1c97 |STR_LEN: 1349 |STR_TIME: 0.13854217529296875
> STR_ID: 1c98 |STR_LEN: 11 |STR_TIME: 0.061387062072753906
> STR_ID: 1c99 |STR_LEN: 79 |STR_TIME: 0.2608339786529541
> STR_ID: 1c9a |STR_LEN: 11 |STR_TIME: 0.06263399124145508
> STR_ID: 1c9b |STR_LEN: 2444 |STR_TIME: 0.4770088195800781
> STR_ID: 1c9c |STR_LEN: 514 |STR_TIME: 0.06874227523803711
> STR_ID: 1c9d |STR_LEN: 842 |STR_TIME: 0.1678619384765625
> STR_ID: 1c9e |STR_LEN: 562 |STR_TIME: 0.06304478645324707
> STR_ID: 1c9f |STR_LEN: 87 |STR_TIME: 0.6668040752410889
> STR_ID: 1c9h |STR_LEN: 209 |STR_TIME: 0.01897120475769043
> STR_ID: 1c9i |STR_LEN: 726 |STR_TIME: 0.11407995223999023
> STR_ID: 1c9j |STR_LEN: 422 |STR_TIME: 0.04381704330444336
> STR_ID: 1c9k |STR_LEN: 858 |STR_TIME: 0.09261798858642578
> STR_ID: 1c9l |STR_LEN: 730 |STR_TIME: 0.20048189163208008
> STR_ID: 1c9m |STR_LEN: 376 |STR_TIME: 0.04301595687866211
> STR_ID: 1c9n |STR_LEN: 403 |STR_TIME: 0.04118824005126953
> STR_ID: 1c9o |STR_LEN: 411 |STR_TIME: 0.040223121643066406
> STR_ID: 1c9p |STR_LEN: 409 |STR_TIME: 0.043550968170166016
> STR_ID: 1c9q |STR_LEN: 118 |STR_TIME: 0.03747415542602539
> STR_ID: 1c9s |STR_LEN: 2870 |STR_TIME: 0.37610697746276855
> STR_ID: 1c9t |STR_LEN: 1802 |STR_TIME: 0.2999918460845947
> STR_ID: 1c9u |STR_LEN: 1456 |STR_TIME: 0.2175002098083496
> STR_ID: 1c9v |STR_LEN: 224 |STR_TIME: 0.02269577980041504
> STR_ID: 1c9w |STR_LEN: 616 |STR_TIME: 0.05817103385925293
> STR_ID: 1c9x |STR_LEN: 230 |STR_TIME: 0.022493839263916016
> STR_ID: 1c9y |STR_LEN: 546 |STR_TIME: 0.055525779724121094
> STR_ID: 1c9z |STR_LEN: 7 |STR_TIME: 0.0034198760986328125
> STR_ID: 2c90 |STR_LEN: 561 |STR_TIME: 0.05582404136657715
> STR_ID: 2c91 |STR_LEN: 5403 |STR_TIME: 0.7780117988586426
> STR_ID: 2c92 |STR_LEN: 1422 |STR_TIME: 0.17151403427124023
> STR_ID: 2c93 |STR_LEN: 594 |STR_TIME: 0.05904507637023926
> STR_ID: 2c94 |STR_LEN: 1301 |STR_TIME: 0.12720942497253418
> STR_ID: 2c95 |STR_LEN: 773 |STR_TIME: 0.0761270523071289
> STR_ID: 2c96 |STR_LEN: 378 |STR_TIME: 0.04253387451171875
> STR_ID: 2c97 |STR_LEN: 1288 |STR_TIME: 0.21391701698303223
> STR_ID: 2c98 |STR_LEN: 443 |STR_TIME: 0.0449519157409668
> STR_ID: 2c99 |STR_LEN: 445 |STR_TIME: 0.04581022262573242
> STR_ID: 2c9a |STR_LEN: 336 |STR_TIME: 0.04642796516418457
> STR_ID: 2c9b |STR_LEN: 2157 |STR_TIME: 0.2851550579071045
> STR_ID: 2c9c |STR_LEN: 391 |STR_TIME: 0.04596996307373047
> STR_ID: 2c9d |STR_LEN: 2026 |STR_TIME: 0.29454493522644043
> STR_ID: 2c9e |STR_LEN: 617 |STR_TIME: 0.06653904914855957
> STR_ID: 2c9f |STR_LEN: 2250 |STR_TIME: 0.44437193870544434
> STR_ID: 2c9g |STR_LEN: 2240 |STR_TIME: 0.4754040241241455
> STR_ID: 2c9h |STR_LEN: 663 |STR_TIME: 0.12342691421508789
> STR_ID: 2c9i |STR_LEN: 3368 |STR_TIME: 0.4057159423828125
> STR_ID: 2c9j |STR_LEN: 3283 |STR_TIME: 0.4748189449310303
> STR_ID: 2c9k |STR_LEN: 837 |STR_TIME: 0.10210490226745605
> STR_ID: 2c9l |STR_LEN: 243 |STR_TIME: 0.04604601860046387
> STR_ID: 2c9m |STR_LEN: 1999 |STR_TIME: 0.4109766483306885
> STR_ID: 2c9n |STR_LEN: 140 |STR_TIME: 0.02677011489868164
> STR_ID: 2c9o |STR_LEN: 1263 |STR_TIME: 0.23617005348205566
> STR_ID: 2c9p |STR_LEN: 521 |STR_TIME: 0.05208611488342285
> STR_ID: 2c9q |STR_LEN: 187 |STR_TIME: 0.019385099411010742
> STR_ID: 2c9r |STR_LEN: 161 |STR_TIME: 0.01800394058227539
> STR_ID: 2c9s |STR_LEN: 828 |STR_TIME: 0.11442828178405762
> STR_ID: 2c9t |STR_LEN: 3668 |STR_TIME: 0.42788195610046387
> STR_ID: 2c9u |STR_LEN: 706 |STR_TIME: 0.06658101081848145
> STR_ID: 2c9v |STR_LEN: 914 |STR_TIME: 0.07864713668823242
> STR_ID: 2c9w |STR_LEN: 514 |STR_TIME: 0.0592808723449707
> STR_ID: 2c9x |STR_LEN: 878 |STR_TIME: 0.12924790382385254
