>> START_DIR: ./data/j/j0/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1j00 |STR_LEN: 270 |STR_TIME: 0.027226924896240234
> STR_ID: 2j5y |STR_LEN: 305 |STR_TIME: 0.027916908264160156
> STR_ID: 2j5z |STR_LEN: 1126 |STR_TIME: 0.11027908325195312
> STR_ID: 3j5l |STR_LEN: 6259 |STR_TIME: 1.9712400436401367
> STR_ID: 3j5m |STR_LEN: 2733 |STR_TIME: 0.4566490650177002
> STR_ID: 3j5p |STR_LEN: 2368 |STR_TIME: 0.4892871379852295
> STR_ID: 3j5q |STR_LEN: 2492 |STR_TIME: 0.4455239772796631
> STR_ID: 3j5r |STR_LEN: 2368 |STR_TIME: 0.38932299613952637
> STR_ID: 3j5s |STR_LEN: 1450 |STR_TIME: 0.3472588062286377
> STR_ID: 3j5v |STR_LEN: 313 |STR_TIME: 0.049627065658569336
> STR_ID: 3j5y |STR_LEN: 940 |STR_TIME: 0.1613461971282959
> STR_ID: 4j50 |STR_LEN: 152 |STR_TIME: 0.030910968780517578
> STR_ID: 4j51 |STR_LEN: 654 |STR_TIME: 0.17318296432495117
> STR_ID: 4j52 |STR_LEN: 418 |STR_TIME: 0.06066393852233887
> STR_ID: 4j53 |STR_LEN: 426 |STR_TIME: 0.0609738826751709
> STR_ID: 4j54 |STR_LEN: 311 |STR_TIME: 0.03208017349243164
> STR_ID: 4j55 |STR_LEN: 316 |STR_TIME: 0.04452371597290039
> STR_ID: 4j56 |STR_LEN: 2655 |STR_TIME: 0.4258730411529541
> STR_ID: 4j57 |STR_LEN: 1200 |STR_TIME: 0.1680741310119629
> STR_ID: 4j58 |STR_LEN: 523 |STR_TIME: 0.04400277137756348
> STR_ID: 4j59 |STR_LEN: 413 |STR_TIME: 0.0335390567779541
> STR_ID: 4j5a |STR_LEN: 402 |STR_TIME: 0.09404492378234863
> STR_ID: 4j5b |STR_LEN: 249 |STR_TIME: 0.030882835388183594
> STR_ID: 4j5c |STR_LEN: 572 |STR_TIME: 0.07741308212280273
> STR_ID: 4j5d |STR_LEN: 512 |STR_TIME: 0.039092302322387695
> STR_ID: 4j5e |STR_LEN: 632 |STR_TIME: 0.07545304298400879
> STR_ID: 4j5f |STR_LEN: 394 |STR_TIME: 0.03876090049743652
> STR_ID: 4j5g |STR_LEN: 659 |STR_TIME: 0.07738995552062988
> STR_ID: 4j5h |STR_LEN: 429 |STR_TIME: 0.052858829498291016
> STR_ID: 4j5i |STR_LEN: 2575 |STR_TIME: 0.4162471294403076
> STR_ID: 4j5j |STR_LEN: 298 |STR_TIME: 0.03790712356567383
> STR_ID: 4j5k |STR_LEN: 611 |STR_TIME: 0.09183096885681152
> STR_ID: 4j5l |STR_LEN: 817 |STR_TIME: 0.13694095611572266
> STR_ID: 4j5m |STR_LEN: 571 |STR_TIME: 0.07614588737487793
> STR_ID: 4j5n |STR_LEN: 534 |STR_TIME: 0.08065915107727051
> STR_ID: 4j5o |STR_LEN: 404 |STR_TIME: 0.0516359806060791
> STR_ID: 4j5p |STR_LEN: 1391 |STR_TIME: 0.19739198684692383
> STR_ID: 4j5q |STR_LEN: 381 |STR_TIME: 0.07881593704223633
> STR_ID: 4j5r |STR_LEN: 885 |STR_TIME: 0.1420290470123291
> STR_ID: 4j5s |STR_LEN: 1250 |STR_TIME: 0.16664505004882812
> STR_ID: 4j5t |STR_LEN: 1077 |STR_TIME: 0.12369298934936523
> STR_ID: 4j5u |STR_LEN: 1611 |STR_TIME: 0.2062218189239502
> STR_ID: 4j5v |STR_LEN: 292 |STR_TIME: 0.03893423080444336
> STR_ID: 4j5w |STR_LEN: 1217 |STR_TIME: 0.15378713607788086
> STR_ID: 4j5x |STR_LEN: 1225 |STR_TIME: 0.1962449550628662
> STR_ID: 4j5y |STR_LEN: 702 |STR_TIME: 0.07048296928405762
> STR_ID: 4j5z |STR_LEN: 244 |STR_TIME: 0.02171802520751953
> STR_ID: 5j50 |STR_LEN: 1046 |STR_TIME: 0.15555214881896973
> STR_ID: 5j51 |STR_LEN: 1097 |STR_TIME: 0.12900686264038086
> STR_ID: 5j53 |STR_LEN: 1017 |STR_TIME: 0.1961517333984375
> STR_ID: 5j54 |STR_LEN: 830 |STR_TIME: 0.160538911819458
> STR_ID: 5j55 |STR_LEN: 1026 |STR_TIME: 0.20392918586730957
> STR_ID: 5j56 |STR_LEN: 621 |STR_TIME: 0.07793498039245605
> STR_ID: 5j57 |STR_LEN: 754 |STR_TIME: 0.08167886734008789
> STR_ID: 5j58 |STR_LEN: 1424 |STR_TIME: 0.20454001426696777
> STR_ID: 5j59 |STR_LEN: 1512 |STR_TIME: 0.19369912147521973
> STR_ID: 5j5a |STR_LEN: 1292 |STR_TIME: 0.1713716983795166
> STR_ID: 5j5b |STR_LEN: 29007 |STR_TIME: 9.49059271812439
> STR_ID: 5j5c |STR_LEN: 363 |STR_TIME: 0.061142921447753906
> STR_ID: 5j5d |STR_LEN: 397 |STR_TIME: 0.04966282844543457
> STR_ID: 5j5e |STR_LEN: 409 |STR_TIME: 0.061139822006225586
> STR_ID: 5j5f |STR_LEN: 3436 |STR_TIME: 0.37520790100097656
> STR_ID: 5j5g |STR_LEN: 3501 |STR_TIME: 0.37504005432128906
> STR_ID: 5j5h |STR_LEN: 2243 |STR_TIME: 0.8036489486694336
> STR_ID: 5j5i |STR_LEN: 2637 |STR_TIME: 0.46849608421325684
> STR_ID: 5j5j |STR_LEN: 595 |STR_TIME: 0.23129892349243164
> STR_ID: 5j5k |STR_LEN: 301 |STR_TIME: 0.030271291732788086
> STR_ID: 5j5l |STR_LEN: 357 |STR_TIME: 0.031355857849121094
> STR_ID: 5j5n |STR_LEN: 441 |STR_TIME: 0.0676569938659668
> STR_ID: 5j5o |STR_LEN: 1079 |STR_TIME: 0.21570801734924316
> STR_ID: 5j5r |STR_LEN: 615 |STR_TIME: 0.049021005630493164
> STR_ID: 5j5s |STR_LEN: 813 |STR_TIME: 0.0981440544128418
> STR_ID: 5j5t |STR_LEN: 323 |STR_TIME: 0.040476322174072266
> STR_ID: 5j5u |STR_LEN: 2426 |STR_TIME: 0.3189969062805176
> STR_ID: 5j5v |STR_LEN: 1168 |STR_TIME: 0.17771482467651367
> STR_ID: 5j5x |STR_LEN: 380 |STR_TIME: 0.053668975830078125
> STR_ID: 5j5y |STR_LEN: 952 |STR_TIME: 0.12905597686767578
>> FINISH_DIR: ./data/j/j5/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 888 |DIR_TIME: 42.275465965270996 

>> START_DIR: ./data/j/j6/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1j6o |STR_LEN: 456 |STR_TIME: 0.09618926048278809
> STR_ID: 1j6p |STR_LEN: 582 |STR_TIME: 0.05978989601135254
> STR_ID: 1j6q |STR_LEN: 100 |STR_TIME: 0.026560068130493164
> STR_ID: 1j6r |STR_LEN: 497 |STR_TIME: 0.058485984802246094
> STR_ID: 1j6s |STR_LEN: 153 |STR_TIME: 0.012418031692504883
> STR_ID: 1j6t |STR_LEN: 229 |STR_TIME: 0.2250843048095703
> STR_ID: 1j6u |STR_LEN: 675 |STR_TIME: 0.06483912467956543
> STR_ID: 1j6v |STR_LEN: 198 |STR_TIME: 0.023473262786865234
> STR_ID: 1j6w |STR_LEN: 382 |STR_TIME: 0.0478060245513916
> STR_ID: 1j6x |STR_LEN: 328 |STR_TIME: 0.04510784149169922
> STR_ID: 1j6y |STR_LEN: 120 |STR_TIME: 0.8151218891143799
> STR_ID: 1j6z |STR_LEN: 781 |STR_TIME: 0.06376004219055176
> STR_ID: 2j60 |STR_LEN: 843 |STR_TIME: 0.10473108291625977
> STR_ID: 2j61 |STR_LEN: 497 |STR_TIME: 0.0660092830657959
> STR_ID: 2j62 |STR_LEN: 1635 |STR_TIME: 0.2707381248474121
> STR_ID: 2j63 |STR_LEN: 801 |STR_TIME: 0.10512495040893555
> STR_ID: 2j64 |STR_LEN: 950 |STR_TIME: 0.13400602340698242
> STR_ID: 2j65 |STR_LEN: 1036 |STR_TIME: 0.08846688270568848
> STR_ID: 2j66 |STR_LEN: 624 |STR_TIME: 0.061936140060424805
> STR_ID: 2j67 |STR_LEN: 392 |STR_TIME: 0.044183969497680664
> STR_ID: 2j68 |STR_LEN: 681 |STR_TIME: 0.14030790328979492
> STR_ID: 2j69 |STR_LEN: 2684 |STR_TIME: 0.43067002296447754
> STR_ID: 2j6a |STR_LEN: 283 |STR_TIME: 0.02443075180053711
> STR_ID: 2j6b |STR_LEN: 414 |STR_TIME: 0.028380870819091797
> STR_ID: 2j6c |STR_LEN: 283 |STR_TIME: 0.027955055236816406
> STR_ID: 2j6d |STR_LEN: 65 |STR_TIME: 0.4537990093231201
> STR_ID: 2j6e |STR_LEN: 1400 |STR_TIME: 0.21333003044128418
> STR_ID: 2j6f |STR_LEN: 126 |STR_TIME: 0.01252293586730957
> STR_ID: 2j6g |STR_LEN: 485 |STR_TIME: 0.040635108947753906
> STR_ID: 2j6h |STR_LEN: 1605 |STR_TIME: 0.24616122245788574
> STR_ID: 2j6i |STR_LEN: 3588 |STR_TIME: 0.287736177444458
> STR_ID: 2j6k |STR_LEN: 781 |STR_TIME: 0.11365199089050293
> STR_ID: 2j6l |STR_LEN: 9041 |STR_TIME: 1.1238062381744385
> STR_ID: 2j6m |STR_LEN: 373 |STR_TIME: 0.08547496795654297
> STR_ID: 2j6o |STR_LEN: 110 |STR_TIME: 0.011287927627563477
> STR_ID: 2j6p |STR_LEN: 1301 |STR_TIME: 0.13514208793640137
> STR_ID: 2j6r |STR_LEN: 854 |STR_TIME: 0.07967996597290039
> STR_ID: 2j6s |STR_LEN: 500 |STR_TIME: 0.14343786239624023
> STR_ID: 2j6t |STR_LEN: 465 |STR_TIME: 0.060743093490600586
> STR_ID: 2j6u |STR_LEN: 527 |STR_TIME: 0.06959390640258789
> STR_ID: 2j6v |STR_LEN: 923 |STR_TIME: 0.08532404899597168
> STR_ID: 2j6w |STR_LEN: 301 |STR_TIME: 0.038021087646484375
> STR_ID: 2j6x |STR_LEN: 4236 |STR_TIME: 0.5174219608306885
> STR_ID: 2j6y |STR_LEN: 764 |STR_TIME: 0.06859612464904785
> STR_ID: 2j6z |STR_LEN: 103 |STR_TIME: 0.0150909423828125
> STR_ID: 3j63 |STR_LEN: 1365 |STR_TIME: 0.24854493141174316
> STR_ID: 3j67 |STR_LEN: 2245 |STR_TIME: 0.38402295112609863
> STR_ID: 3j68 |STR_LEN: 2245 |STR_TIME: 0.40008115768432617
> STR_ID: 3j6b |STR_LEN: 9558 |STR_TIME: 4.402924060821533
> STR_ID: 3j6c |STR_LEN: 93 |STR_TIME: 0.013245105743408203
> STR_ID: 3j6d |STR_LEN: 8136 |STR_TIME: 1.773223876953125
> STR_ID: 3j6e |STR_LEN: 7794 |STR_TIME: 1.415137767791748
> STR_ID: 3j6f |STR_LEN: 7749 |STR_TIME: 1.4830069541931152
> STR_ID: 3j6g |STR_LEN: 7758 |STR_TIME: 1.5088350772857666
> STR_ID: 3j6h |STR_LEN: 1118 |STR_TIME: 0.30287790298461914
> STR_ID: 3j6j |STR_LEN: 776 |STR_TIME: 0.14462614059448242
> STR_ID: 3j6k |STR_LEN: 152 |STR_TIME: 0.11776375770568848
> STR_ID: 3j6l |STR_LEN: 240 |STR_TIME: 0.019967079162597656
> STR_ID: 3j6m |STR_LEN: 154 |STR_TIME: 0.01722121238708496
> STR_ID: 3j6n |STR_LEN: 209 |STR_TIME: 0.03080916404724121
> STR_ID: 3j6o |STR_LEN: 186 |STR_TIME: 0.027637004852294922
> STR_ID: 3j6p |STR_LEN: 950 |STR_TIME: 0.13656306266784668
> STR_ID: 3j6q |STR_LEN: 5300 |STR_TIME: 0.9465088844299316
> STR_ID: 3j6r |STR_LEN: 2868 |STR_TIME: 0.38305211067199707
> STR_ID: 3j6s |STR_LEN: 1695 |STR_TIME: 0.04202699661254883
> STR_ID: 3j6t |STR_LEN: 1695 |STR_TIME: 0.03939104080200195
> STR_ID: 3j6u |STR_LEN: 1932 |STR_TIME: 0.14205408096313477
> STR_ID: 3j6x |STR_LEN: 16850 |STR_TIME: 4.647352933883667
> STR_ID: 3j6y |STR_LEN: 16850 |STR_TIME: 4.874780893325806
> STR_ID: 4j60 |STR_LEN: 230 |STR_TIME: 0.3972032070159912
> STR_ID: 4j61 |STR_LEN: 231 |STR_TIME: 0.021915912628173828
> STR_ID: 4j62 |STR_LEN: 203 |STR_TIME: 0.02037978172302246
> STR_ID: 4j63 |STR_LEN: 230 |STR_TIME: 0.02169179916381836
> STR_ID: 4j64 |STR_LEN: 219 |STR_TIME: 0.01914501190185547
> STR_ID: 4j65 |STR_LEN: 197 |STR_TIME: 0.019051074981689453
> STR_ID: 4j66 |STR_LEN: 212 |STR_TIME: 0.021838903427124023
> STR_ID: 4j67 |STR_LEN: 218 |STR_TIME: 0.0196530818939209
> STR_ID: 4j68 |STR_LEN: 214 |STR_TIME: 0.02181410789489746
> STR_ID: 4j69 |STR_LEN: 219 |STR_TIME: 0.021477222442626953
> STR_ID: 4j6a |STR_LEN: 213 |STR_TIME: 0.020560026168823242
> STR_ID: 4j6b |STR_LEN: 1312 |STR_TIME: 0.16094732284545898
> STR_ID: 4j6c |STR_LEN: 1519 |STR_TIME: 0.4734179973602295
> STR_ID: 4j6d |STR_LEN: 1200 |STR_TIME: 0.12323188781738281
> STR_ID: 4j6e |STR_LEN: 293 |STR_TIME: 0.04716300964355469
> STR_ID: 4j6f |STR_LEN: 867 |STR_TIME: 0.19105315208435059
> STR_ID: 4j6g |STR_LEN: 658 |STR_TIME: 0.09056615829467773
> STR_ID: 4j6h |STR_LEN: 247 |STR_TIME: 0.025881290435791016
> STR_ID: 4j6i |STR_LEN: 834 |STR_TIME: 0.18603014945983887
> STR_ID: 4j6j |STR_LEN: 743 |STR_TIME: 0.10390686988830566
> STR_ID: 4j6k |STR_LEN: 1150 |STR_TIME: 0.22720599174499512
> STR_ID: 4j6l |STR_LEN: 1057 |STR_TIME: 0.19729304313659668
> STR_ID: 4j6m |STR_LEN: 1304 |STR_TIME: 0.2230231761932373
> STR_ID: 4j6n |STR_LEN: 270 |STR_TIME: 0.047933101654052734
> STR_ID: 4j6o |STR_LEN: 889 |STR_TIME: 0.13663625717163086
> STR_ID: 4j6p |STR_LEN: 801 |STR_TIME: 0.10528087615966797
> STR_ID: 4j6q |STR_LEN: 167 |STR_TIME: 0.02754998207092285
> STR_ID: 4j6r |STR_LEN: 1824 |STR_TIME: 0.30283594131469727
> STR_ID: 4j6s |STR_LEN: 990 |STR_TIME: 0.17178106307983398
> STR_ID: 4j6t |STR_LEN: 784 |STR_TIME: 0.12061691284179688
> STR_ID: 4j6u |STR_LEN: 672 |STR_TIME: 0.0837550163269043
> STR_ID: 4j6v |STR_LEN: 910 |STR_TIME: 0.13891005516052246
> STR_ID: 4j6w |STR_LEN: 722 |STR_TIME: 0.07605195045471191
> STR_ID: 4j6x |STR_LEN: 697 |STR_TIME: 0.06784892082214355
> STR_ID: 4j6y |STR_LEN: 540 |STR_TIME: 0.060172080993652344
> STR_ID: 5j60 |STR_LEN: 1866 |STR_TIME: 0.4591100215911865
> STR_ID: 5j61 |STR_LEN: 1401 |STR_TIME: 0.19089508056640625
> STR_ID: 5j62 |STR_LEN: 559 |STR_TIME: 0.10492801666259766
> STR_ID: 5j63 |STR_LEN: 1578 |STR_TIME: 0.1887359619140625
> STR_ID: 5j67 |STR_LEN: 2285 |STR_TIME: 0.5351059436798096
> STR_ID: 5j68 |STR_LEN: 571 |STR_TIME: 0.08171510696411133
> STR_ID: 5j69 |STR_LEN: 507 |STR_TIME: 0.09408807754516602
> STR_ID: 5j6a |STR_LEN: 447 |STR_TIME: 0.10358929634094238
> STR_ID: 5j6b |STR_LEN: 3349 |STR_TIME: 0.4068009853363037
> STR_ID: 5j6c |STR_LEN: 472 |STR_TIME: 0.0588221549987793
> STR_ID: 5j6d |STR_LEN: 688 |STR_TIME: 0.07747912406921387
> STR_ID: 5j6e |STR_LEN: 222 |STR_TIME: 0.0750279426574707
> STR_ID: 5j6f |STR_LEN: 700 |STR_TIME: 0.11983227729797363
> STR_ID: 5j6g |STR_LEN: 1006 |STR_TIME: 0.20111823081970215
> STR_ID: 5j6h |STR_LEN: 532 |STR_TIME: 0.07190704345703125
> STR_ID: 5j6o |STR_LEN: 284 |STR_TIME: 0.0714869499206543
> STR_ID: 5j6q |STR_LEN: 1016 |STR_TIME: 0.22124218940734863
> STR_ID: 5j6r |STR_LEN: 4190 |STR_TIME: 0.9068348407745361
> STR_ID: 5j6s |STR_LEN: 1869 |STR_TIME: 0.32454895973205566
> STR_ID: 5j6t |STR_LEN: 20 |STR_TIME: 0.10780191421508789
> STR_ID: 5j6u |STR_LEN: 25 |STR_TIME: 0.16535472869873047
> STR_ID: 5j6v |STR_LEN: 20 |STR_TIME: 0.052546024322509766
> STR_ID: 5j6w |STR_LEN: 20 |STR_TIME: 0.05422806739807129
> STR_ID: 5j6x |STR_LEN: 148 |STR_TIME: 0.07233381271362305
> STR_ID: 5j6z |STR_LEN: 119 |STR_TIME: 0.7206220626831055
>> FINISH_DIR: ./data/j/j6/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 1017 |DIR_TIME: 41.405603885650635 

>> START_DIR: ./data/j/j7/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1j70 |STR_LEN: 2086 |STR_TIME: 0.23731613159179688
> STR_ID: 1j71 |STR_LEN: 575 |STR_TIME: 0.11326003074645996
> STR_ID: 1j72 |STR_LEN: 419 |STR_TIME: 0.0468289852142334
> STR_ID: 1j73 |STR_LEN: 199 |STR_TIME: 0.01755380630493164
> STR_ID: 1j74 |STR_LEN: 238 |STR_TIME: 0.022510051727294922
> STR_ID: 1j75 |STR_LEN: 166 |STR_TIME: 0.014796972274780273
> STR_ID: 1j77 |STR_LEN: 445 |STR_TIME: 0.045426130294799805
> STR_ID: 1j78 |STR_LEN: 1183 |STR_TIME: 0.18199396133422852
> STR_ID: 1j79 |STR_LEN: 1420 |STR_TIME: 0.1194906234741211
> STR_ID: 1j7a |STR_LEN: 199 |STR_TIME: 0.01804327964782715
> STR_ID: 1j7b |STR_LEN: 167 |STR_TIME: 0.017448902130126953
> STR_ID: 1j7c |STR_LEN: 192 |STR_TIME: 0.015937089920043945
> STR_ID: 1j7d |STR_LEN: 479 |STR_TIME: 0.044873952865600586
> STR_ID: 1j7e |STR_LEN: 1133 |STR_TIME: 0.1731090545654297
> STR_ID: 1j7g |STR_LEN: 351 |STR_TIME: 0.026218175888061523
> STR_ID: 1j7h |STR_LEN: 390 |STR_TIME: 2.6240158081054688
> STR_ID: 1j7i |STR_LEN: 260 |STR_TIME: 0.03963303565979004
> STR_ID: 1j7j |STR_LEN: 461 |STR_TIME: 0.21421098709106445
> STR_ID: 1j7k |STR_LEN: 567 |STR_TIME: 0.04952216148376465
> STR_ID: 1j7l |STR_LEN: 829 |STR_TIME: 0.08346915245056152
> STR_ID: 1j7m |STR_LEN: 60 |STR_TIME: 0.9406583309173584
> STR_ID: 1j7n |STR_LEN: 2399 |STR_TIME: 0.24583888053894043
> STR_ID: 1j7o |STR_LEN: 78 |STR_TIME: 0.14846014976501465
> STR_ID: 1j7p |STR_LEN: 69 |STR_TIME: 0.0598299503326416
> STR_ID: 1j7q |STR_LEN: 86 |STR_TIME: 0.9272630214691162
> STR_ID: 1j7r |STR_LEN: 77 |STR_TIME: 0.023339033126831055
> STR_ID: 1j7s |STR_LEN: 832 |STR_TIME: 0.16654205322265625
> STR_ID: 1j7t |STR_LEN: 98 |STR_TIME: 0.02117609977722168
> STR_ID: 1j7u |STR_LEN: 720 |STR_TIME: 0.0834190845489502
> STR_ID: 1j7v |STR_LEN: 376 |STR_TIME: 0.05111503601074219
> STR_ID: 1j7w |STR_LEN: 824 |STR_TIME: 0.08568000793457031
> STR_ID: 1j7x |STR_LEN: 447 |STR_TIME: 0.07456207275390625
> STR_ID: 1j7y |STR_LEN: 1022 |STR_TIME: 0.09114694595336914
> STR_ID: 1j7z |STR_LEN: 161 |STR_TIME: 0.015835285186767578
> STR_ID: 2j70 |STR_LEN: 115 |STR_TIME: 0.014636039733886719
> STR_ID: 2j71 |STR_LEN: 246 |STR_TIME: 0.025788068771362305
> STR_ID: 2j72 |STR_LEN: 588 |STR_TIME: 0.04954981803894043
> STR_ID: 2j73 |STR_LEN: 548 |STR_TIME: 0.04822516441345215
> STR_ID: 2j74 |STR_LEN: 872 |STR_TIME: 0.1504688262939453
> STR_ID: 2j75 |STR_LEN: 1665 |STR_TIME: 0.1540532112121582
> STR_ID: 2j76 |STR_LEN: 81 |STR_TIME: 0.02215409278869629
> STR_ID: 2j77 |STR_LEN: 1387 |STR_TIME: 0.16962909698486328
> STR_ID: 2j78 |STR_LEN: 2082 |STR_TIME: 0.19275307655334473
> STR_ID: 2j79 |STR_LEN: 1570 |STR_TIME: 0.14777779579162598
> STR_ID: 2j7a |STR_LEN: 9254 |STR_TIME: 1.4242870807647705
> STR_ID: 2j7b |STR_LEN: 1622 |STR_TIME: 0.16282081604003906
> STR_ID: 2j7c |STR_LEN: 1460 |STR_TIME: 0.26143312454223633
> STR_ID: 2j7d |STR_LEN: 1410 |STR_TIME: 0.148421049118042
> STR_ID: 2j7e |STR_LEN: 1396 |STR_TIME: 0.1824328899383545
> STR_ID: 2j7f |STR_LEN: 1339 |STR_TIME: 0.1818680763244629
> STR_ID: 2j7g |STR_LEN: 1594 |STR_TIME: 0.1534290313720703
> STR_ID: 2j7h |STR_LEN: 1471 |STR_TIME: 0.19510698318481445
> STR_ID: 2j7i |STR_LEN: 167 |STR_TIME: 0.02031397819519043
> STR_ID: 2j7j |STR_LEN: 217 |STR_TIME: 0.01795792579650879
> STR_ID: 2j7k |STR_LEN: 665 |STR_TIME: 0.09585309028625488
> STR_ID: 2j7l |STR_LEN: 263 |STR_TIME: 0.03362298011779785
> STR_ID: 2j7m |STR_LEN: 356 |STR_TIME: 0.027721881866455078
> STR_ID: 2j7n |STR_LEN: 2790 |STR_TIME: 0.36844801902770996
> STR_ID: 2j7o |STR_LEN: 936 |STR_TIME: 0.17141008377075195
> STR_ID: 2j7p |STR_LEN: 1693 |STR_TIME: 0.17645692825317383
> STR_ID: 2j7q |STR_LEN: 1328 |STR_TIME: 0.1644909381866455
> STR_ID: 2j7t |STR_LEN: 424 |STR_TIME: 0.04275798797607422
> STR_ID: 2j7u |STR_LEN: 1083 |STR_TIME: 0.0961461067199707
> STR_ID: 2j7v |STR_LEN: 1944 |STR_TIME: 0.2629108428955078
> STR_ID: 2j7w |STR_LEN: 704 |STR_TIME: 0.08643889427185059
> STR_ID: 2j7x |STR_LEN: 344 |STR_TIME: 0.03782796859741211
> STR_ID: 2j7y |STR_LEN: 407 |STR_TIME: 0.08327078819274902
> STR_ID: 2j7z |STR_LEN: 235 |STR_TIME: 0.02385401725769043
> STR_ID: 3j70 |STR_LEN: 3450 |STR_TIME: 0.5286169052124023
> STR_ID: 3j77 |STR_LEN: 17064 |STR_TIME: 4.968064069747925
> STR_ID: 3j78 |STR_LEN: 17082 |STR_TIME: 4.919649124145508
> STR_ID: 3j79 |STR_LEN: 9872 |STR_TIME: 3.132140874862671
> STR_ID: 3j7a |STR_LEN: 5857 |STR_TIME: 2.137671947479248
> STR_ID: 3j7b |STR_LEN: 2004 |STR_TIME: 0.31049489974975586
> STR_ID: 3j7e |STR_LEN: 944 |STR_TIME: 0.13428878784179688
> STR_ID: 3j7g |STR_LEN: 2105 |STR_TIME: 0.6477808952331543
> STR_ID: 3j7h |STR_LEN: 4092 |STR_TIME: 0.7191448211669922
> STR_ID: 3j7i |STR_LEN: 824 |STR_TIME: 0.17606711387634277
> STR_ID: 3j7l |STR_LEN: 477 |STR_TIME: 0.0661003589630127
> STR_ID: 3j7m |STR_LEN: 478 |STR_TIME: 0.06542491912841797
> STR_ID: 3j7n |STR_LEN: 478 |STR_TIME: 0.06519889831542969
> STR_ID: 3j7o |STR_LEN: 10528 |STR_TIME: 3.0664901733398438
> STR_ID: 3j7p |STR_LEN: 18351 |STR_TIME: 5.436464071273804
> STR_ID: 3j7q |STR_LEN: 11018 |STR_TIME: 3.862163782119751
> STR_ID: 3j7r |STR_LEN: 18054 |STR_TIME: 6.074390172958374
> STR_ID: 3j7t |STR_LEN: 1152 |STR_TIME: 0.14954376220703125
> STR_ID: 3j7v |STR_LEN: 2112 |STR_TIME: 0.30106401443481445
> STR_ID: 3j7w |STR_LEN: 2401 |STR_TIME: 0.3330192565917969
> STR_ID: 3j7x |STR_LEN: 2401 |STR_TIME: 0.9990649223327637
> STR_ID: 3j7y |STR_LEN: 9207 |STR_TIME: 2.1842598915100098
> STR_ID: 3j7z |STR_LEN: 6429 |STR_TIME: 2.221034049987793
> STR_ID: 4j70 |STR_LEN: 7706 |STR_TIME: 1.347264051437378
> STR_ID: 4j71 |STR_LEN: 909 |STR_TIME: 0.10933613777160645
> STR_ID: 4j72 |STR_LEN: 629 |STR_TIME: 0.11099481582641602
> STR_ID: 4j73 |STR_LEN: 602 |STR_TIME: 0.05985379219055176
> STR_ID: 4j74 |STR_LEN: 205 |STR_TIME: 0.23704195022583008
> STR_ID: 4j75 |STR_LEN: 960 |STR_TIME: 0.14757204055786133
> STR_ID: 4j76 |STR_LEN: 1055 |STR_TIME: 0.16708588600158691
> STR_ID: 4j77 |STR_LEN: 1209 |STR_TIME: 0.12188482284545898
> STR_ID: 4j78 |STR_LEN: 644 |STR_TIME: 0.059513092041015625
> STR_ID: 4j79 |STR_LEN: 664 |STR_TIME: 0.05230712890625
> STR_ID: 4j7a |STR_LEN: 3531 |STR_TIME: 0.368610143661499
> STR_ID: 4j7b |STR_LEN: 1449 |STR_TIME: 0.24028730392456055
> STR_ID: 4j7c |STR_LEN: 3460 |STR_TIME: 0.6201567649841309
> STR_ID: 4j7d |STR_LEN: 214 |STR_TIME: 0.018051862716674805
> STR_ID: 4j7e |STR_LEN: 150 |STR_TIME: 0.01434779167175293
> STR_ID: 4j7f |STR_LEN: 419 |STR_TIME: 0.04051399230957031
> STR_ID: 4j7g |STR_LEN: 1532 |STR_TIME: 0.20613598823547363
> STR_ID: 4j7h |STR_LEN: 1698 |STR_TIME: 0.15111017227172852
> STR_ID: 4j7i |STR_LEN: 256 |STR_TIME: 0.03202104568481445
> STR_ID: 4j7j |STR_LEN: 374 |STR_TIME: 0.07761693000793457
> STR_ID: 4j7k |STR_LEN: 714 |STR_TIME: 0.06775283813476562
> STR_ID: 4j7l |STR_LEN: 731 |STR_TIME: 0.062242984771728516
> STR_ID: 4j7m |STR_LEN: 827 |STR_TIME: 0.06701397895812988
> STR_ID: 4j7n |STR_LEN: 805 |STR_TIME: 0.0866851806640625
> STR_ID: 4j7o |STR_LEN: 443 |STR_TIME: 0.06201314926147461
> STR_ID: 4j7p |STR_LEN: 915 |STR_TIME: 0.10299992561340332
> STR_ID: 4j7q |STR_LEN: 965 |STR_TIME: 0.13817811012268066
> STR_ID: 4j7r |STR_LEN: 2085 |STR_TIME: 0.3333098888397217
> STR_ID: 4j7t |STR_LEN: 151 |STR_TIME: 0.022684335708618164
> STR_ID: 4j7u |STR_LEN: 1197 |STR_TIME: 0.15155482292175293
> STR_ID: 4j7v |STR_LEN: 206 |STR_TIME: 0.022755861282348633
> STR_ID: 4j7w |STR_LEN: 769 |STR_TIME: 0.12784385681152344
> STR_ID: 4j7x |STR_LEN: 1158 |STR_TIME: 0.1502370834350586
