>> START_DIR: ./data/u/u0/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1u00 |STR_LEN: 495 |STR_TIME: 0.035147905349731445
> STR_ID: 3u7q |STR_LEN: 4620 |STR_TIME: 0.5538749694824219
> STR_ID: 3u7r |STR_LEN: 818 |STR_TIME: 0.07426667213439941
> STR_ID: 3u7s |STR_LEN: 375 |STR_TIME: 0.08310508728027344
> STR_ID: 3u7t |STR_LEN: 97 |STR_TIME: 0.017698049545288086
> STR_ID: 3u7u |STR_LEN: 4152 |STR_TIME: 0.8251399993896484
> STR_ID: 3u7v |STR_LEN: 946 |STR_TIME: 0.12781190872192383
> STR_ID: 3u7w |STR_LEN: 569 |STR_TIME: 0.07958316802978516
> STR_ID: 3u7x |STR_LEN: 549 |STR_TIME: 0.07935595512390137
> STR_ID: 3u7y |STR_LEN: 849 |STR_TIME: 0.2065441608428955
> STR_ID: 3u7z |STR_LEN: 380 |STR_TIME: 0.04198503494262695
> STR_ID: 4u70 |STR_LEN: 706 |STR_TIME: 0.055258989334106445
> STR_ID: 4u71 |STR_LEN: 555 |STR_TIME: 0.050572872161865234
> STR_ID: 4u72 |STR_LEN: 1092 |STR_TIME: 0.14948415756225586
> STR_ID: 4u73 |STR_LEN: 551 |STR_TIME: 0.04894375801086426
> STR_ID: 4u74 |STR_LEN: 1064 |STR_TIME: 0.11970710754394531
> STR_ID: 4u75 |STR_LEN: 536 |STR_TIME: 0.04778480529785156
> STR_ID: 4u76 |STR_LEN: 492 |STR_TIME: 0.05103421211242676
> STR_ID: 4u77 |STR_LEN: 175 |STR_TIME: 0.06010770797729492
> STR_ID: 4u78 |STR_LEN: 98 |STR_TIME: 0.01135396957397461
> STR_ID: 4u79 |STR_LEN: 371 |STR_TIME: 0.05883502960205078
> STR_ID: 4u7a |STR_LEN: 717 |STR_TIME: 0.07494997978210449
> STR_ID: 4u7b |STR_LEN: 1199 |STR_TIME: 0.2341020107269287
> STR_ID: 4u7c |STR_LEN: 1026 |STR_TIME: 0.1420300006866455
> STR_ID: 4u7d |STR_LEN: 2171 |STR_TIME: 0.501978874206543
> STR_ID: 4u7e |STR_LEN: 387 |STR_TIME: 0.03108358383178711
> STR_ID: 4u7f |STR_LEN: 694 |STR_TIME: 0.08580803871154785
> STR_ID: 4u7g |STR_LEN: 849 |STR_TIME: 0.08985686302185059
> STR_ID: 4u7h |STR_LEN: 1017 |STR_TIME: 0.19988489151000977
> STR_ID: 4u7i |STR_LEN: 209 |STR_TIME: 0.022564172744750977
> STR_ID: 4u7j |STR_LEN: 1545 |STR_TIME: 0.18802881240844727
> STR_ID: 4u7k |STR_LEN: 1663 |STR_TIME: 0.14291596412658691
> STR_ID: 4u7l |STR_LEN: 496 |STR_TIME: 0.11130595207214355
> STR_ID: 4u7m |STR_LEN: 308 |STR_TIME: 0.05413508415222168
> STR_ID: 4u7n |STR_LEN: 423 |STR_TIME: 0.07789921760559082
> STR_ID: 4u7o |STR_LEN: 488 |STR_TIME: 0.08378005027770996
> STR_ID: 4u7p |STR_LEN: 627 |STR_TIME: 0.12283205986022949
> STR_ID: 4u7q |STR_LEN: 289 |STR_TIME: 0.03076314926147461
> STR_ID: 4u7s |STR_LEN: 377 |STR_TIME: 0.040342092514038086
> STR_ID: 4u7t |STR_LEN: 1252 |STR_TIME: 0.181135892868042
> STR_ID: 4u7u |STR_LEN: 6823 |STR_TIME: 1.6183440685272217
> STR_ID: 4u7v |STR_LEN: 386 |STR_TIME: 0.03462386131286621
> STR_ID: 4u7w |STR_LEN: 1290 |STR_TIME: 0.1255049705505371
> STR_ID: 4u7x |STR_LEN: 398 |STR_TIME: 0.04569387435913086
> STR_ID: 4u7y |STR_LEN: 102 |STR_TIME: 0.014408349990844727
> STR_ID: 4u7z |STR_LEN: 305 |STR_TIME: 0.053691864013671875
> STR_ID: 5u70 |STR_LEN: 902 |STR_TIME: 0.24694490432739258
> STR_ID: 5u72 |STR_LEN: 2043 |STR_TIME: 0.3332343101501465
> STR_ID: 5u76 |STR_LEN: 878 |STR_TIME: 0.13232207298278809
> STR_ID: 5u79 |STR_LEN: 876 |STR_TIME: 0.18970394134521484
> STR_ID: 5u7a |STR_LEN: 696 |STR_TIME: 0.1385800838470459
> STR_ID: 5u7b |STR_LEN: 572 |STR_TIME: 0.16831016540527344
> STR_ID: 5u7c |STR_LEN: 719 |STR_TIME: 0.13542604446411133
> STR_ID: 5u7p |STR_LEN: 802 |STR_TIME: 0.08159995079040527
> STR_ID: 5u7q |STR_LEN: 1556 |STR_TIME: 0.36267805099487305
> STR_ID: 5u7r |STR_LEN: 1587 |STR_TIME: 0.33797287940979004
> STR_ID: 5u7s |STR_LEN: 729 |STR_TIME: 0.11484813690185547
> STR_ID: 5u7v |STR_LEN: 558 |STR_TIME: 0.06803607940673828
> STR_ID: 5u7w |STR_LEN: 800 |STR_TIME: 0.12949609756469727
> STR_ID: 5u7x |STR_LEN: 552 |STR_TIME: 0.07642602920532227
>> FINISH_DIR: ./data/u/u7/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 973 |DIR_TIME: 18.21045708656311 

>> START_DIR: ./data/u/u8/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1u80 |STR_LEN: 763 |STR_TIME: 0.09661602973937988
> STR_ID: 1u81 |STR_LEN: 166 |STR_TIME: 0.3916358947753906
> STR_ID: 1u83 |STR_LEN: 406 |STR_TIME: 0.035804033279418945
> STR_ID: 1u84 |STR_LEN: 211 |STR_TIME: 0.015596151351928711
> STR_ID: 1u85 |STR_LEN: 34 |STR_TIME: 0.23904633522033691
> STR_ID: 1u86 |STR_LEN: 36 |STR_TIME: 0.22022318840026855
> STR_ID: 1u87 |STR_LEN: 210 |STR_TIME: 0.032063961029052734
> STR_ID: 1u88 |STR_LEN: 419 |STR_TIME: 0.06496405601501465
> STR_ID: 1u89 |STR_LEN: 139 |STR_TIME: 0.8620011806488037
> STR_ID: 1u8a |STR_LEN: 285 |STR_TIME: 0.023659944534301758
> STR_ID: 1u8b |STR_LEN: 258 |STR_TIME: 0.10389232635498047
> STR_ID: 1u8c |STR_LEN: 1551 |STR_TIME: 0.21791481971740723
> STR_ID: 1u8e |STR_LEN: 2347 |STR_TIME: 0.27184200286865234
> STR_ID: 1u8f |STR_LEN: 2246 |STR_TIME: 0.25258302688598633
> STR_ID: 1u8g |STR_LEN: 220 |STR_TIME: 0.030942916870117188
> STR_ID: 1u8h |STR_LEN: 708 |STR_TIME: 0.06573200225830078
> STR_ID: 1u8i |STR_LEN: 626 |STR_TIME: 0.06895089149475098
> STR_ID: 1u8j |STR_LEN: 629 |STR_TIME: 0.1312251091003418
> STR_ID: 1u8k |STR_LEN: 586 |STR_TIME: 0.07248711585998535
> STR_ID: 1u8l |STR_LEN: 550 |STR_TIME: 0.06678009033203125
> STR_ID: 1u8m |STR_LEN: 630 |STR_TIME: 0.06638002395629883
> STR_ID: 1u8n |STR_LEN: 581 |STR_TIME: 0.09807395935058594
> STR_ID: 1u8o |STR_LEN: 448 |STR_TIME: 0.06138777732849121
> STR_ID: 1u8p |STR_LEN: 448 |STR_TIME: 0.06492280960083008
> STR_ID: 1u8q |STR_LEN: 586 |STR_TIME: 0.06489324569702148
> STR_ID: 1u8r |STR_LEN: 1985 |STR_TIME: 0.3480992317199707
> STR_ID: 1u8s |STR_LEN: 400 |STR_TIME: 0.04945993423461914
> STR_ID: 1u8t |STR_LEN: 1108 |STR_TIME: 0.13325071334838867
> STR_ID: 1u8u |STR_LEN: 296 |STR_TIME: 0.029201984405517578
> STR_ID: 1u8v |STR_LEN: 4304 |STR_TIME: 0.37535905838012695
> STR_ID: 1u8w |STR_LEN: 1012 |STR_TIME: 0.13478589057922363
> STR_ID: 1u8x |STR_LEN: 601 |STR_TIME: 0.1164548397064209
> STR_ID: 1u8y |STR_LEN: 649 |STR_TIME: 0.056732177734375
> STR_ID: 1u8z |STR_LEN: 837 |STR_TIME: 0.06367015838623047
> STR_ID: 3u80 |STR_LEN: 464 |STR_TIME: 0.053552865982055664
> STR_ID: 3u81 |STR_LEN: 566 |STR_TIME: 0.11863493919372559
> STR_ID: 3u82 |STR_LEN: 531 |STR_TIME: 0.09740495681762695
> STR_ID: 3u83 |STR_LEN: 479 |STR_TIME: 0.05966782569885254
> STR_ID: 3u84 |STR_LEN: 1028 |STR_TIME: 0.1718459129333496
> STR_ID: 3u85 |STR_LEN: 493 |STR_TIME: 0.07507824897766113
> STR_ID: 3u86 |STR_LEN: 496 |STR_TIME: 0.07295083999633789
> STR_ID: 3u87 |STR_LEN: 721 |STR_TIME: 0.16379594802856445
> STR_ID: 3u88 |STR_LEN: 1245 |STR_TIME: 0.1851499080657959
> STR_ID: 3u89 |STR_LEN: 127 |STR_TIME: 0.012265920639038086
> STR_ID: 3u8a |STR_LEN: 1428 |STR_TIME: 0.21668291091918945
> STR_ID: 3u8b |STR_LEN: 181 |STR_TIME: 0.03960418701171875
> STR_ID: 3u8c |STR_LEN: 1423 |STR_TIME: 0.2149808406829834
> STR_ID: 3u8d |STR_LEN: 593 |STR_TIME: 0.07695198059082031
> STR_ID: 3u8e |STR_LEN: 414 |STR_TIME: 0.040077924728393555
> STR_ID: 3u8f |STR_LEN: 476 |STR_TIME: 0.04083991050720215
> STR_ID: 3u8g |STR_LEN: 1205 |STR_TIME: 0.12813997268676758
> STR_ID: 3u8h |STR_LEN: 358 |STR_TIME: 0.05291008949279785
> STR_ID: 3u8i |STR_LEN: 669 |STR_TIME: 0.10058903694152832
> STR_ID: 3u8j |STR_LEN: 2564 |STR_TIME: 0.411761999130249
> STR_ID: 3u8k |STR_LEN: 5457 |STR_TIME: 0.9531130790710449
> STR_ID: 3u8l |STR_LEN: 2635 |STR_TIME: 0.4953436851501465
> STR_ID: 3u8m |STR_LEN: 4375 |STR_TIME: 0.9086651802062988
> STR_ID: 3u8n |STR_LEN: 5894 |STR_TIME: 1.0441131591796875
> STR_ID: 3u8o |STR_LEN: 736 |STR_TIME: 0.1905207633972168
> STR_ID: 3u8p |STR_LEN: 1356 |STR_TIME: 0.20467376708984375
> STR_ID: 3u8q |STR_LEN: 629 |STR_TIME: 0.06097102165222168
> STR_ID: 3u8r |STR_LEN: 639 |STR_TIME: 0.19086790084838867
> STR_ID: 3u8t |STR_LEN: 551 |STR_TIME: 0.0596921443939209
> STR_ID: 3u8u |STR_LEN: 2485 |STR_TIME: 0.2832322120666504
> STR_ID: 3u8v |STR_LEN: 264 |STR_TIME: 0.03224682807922363
> STR_ID: 3u8w |STR_LEN: 415 |STR_TIME: 0.054689884185791016
> STR_ID: 3u8x |STR_LEN: 760 |STR_TIME: 0.1607050895690918
> STR_ID: 3u8z |STR_LEN: 1560 |STR_TIME: 0.20708513259887695
> STR_ID: 4u80 |STR_LEN: 302 |STR_TIME: 0.07924222946166992
> STR_ID: 4u81 |STR_LEN: 327 |STR_TIME: 0.05242133140563965
> STR_ID: 4u82 |STR_LEN: 323 |STR_TIME: 0.03744983673095703
> STR_ID: 4u83 |STR_LEN: 2604 |STR_TIME: 0.32208681106567383
> STR_ID: 4u84 |STR_LEN: 247 |STR_TIME: 0.025928020477294922
> STR_ID: 4u85 |STR_LEN: 248 |STR_TIME: 0.02483081817626953
> STR_ID: 4u86 |STR_LEN: 244 |STR_TIME: 0.025464773178100586
> STR_ID: 4u87 |STR_LEN: 608 |STR_TIME: 0.14931416511535645
> STR_ID: 4u88 |STR_LEN: 228 |STR_TIME: 0.02865886688232422
> STR_ID: 4u89 |STR_LEN: 511 |STR_TIME: 0.05772709846496582
> STR_ID: 4u8a |STR_LEN: 56 |STR_TIME: 0.009392976760864258
> STR_ID: 4u8b |STR_LEN: 69 |STR_TIME: 0.009248733520507812
> STR_ID: 4u8c |STR_LEN: 73 |STR_TIME: 0.01051187515258789
> STR_ID: 4u8d |STR_LEN: 517 |STR_TIME: 0.05601096153259277
> STR_ID: 4u8e |STR_LEN: 333 |STR_TIME: 0.03525090217590332
> STR_ID: 4u8f |STR_LEN: 952 |STR_TIME: 0.10574722290039062
> STR_ID: 4u8g |STR_LEN: 271 |STR_TIME: 0.03614163398742676
> STR_ID: 4u8h |STR_LEN: 1188 |STR_TIME: 0.24811005592346191
> STR_ID: 4u8i |STR_LEN: 3092 |STR_TIME: 0.45771312713623047
> STR_ID: 4u8j |STR_LEN: 2921 |STR_TIME: 0.46863794326782227
> STR_ID: 4u8k |STR_LEN: 2894 |STR_TIME: 0.505687952041626
> STR_ID: 4u8l |STR_LEN: 2836 |STR_TIME: 0.4664781093597412
> STR_ID: 4u8m |STR_LEN: 2780 |STR_TIME: 0.5105910301208496
> STR_ID: 4u8n |STR_LEN: 2464 |STR_TIME: 0.44597601890563965
> STR_ID: 4u8o |STR_LEN: 2706 |STR_TIME: 0.4790158271789551
> STR_ID: 4u8p |STR_LEN: 3295 |STR_TIME: 0.5200169086456299
> STR_ID: 4u8t |STR_LEN: 1082 |STR_TIME: 0.1569669246673584
> STR_ID: 4u8u |STR_LEN: 7296 |STR_TIME: 1.3960461616516113
> STR_ID: 4u8v |STR_LEN: 4767 |STR_TIME: 0.8385758399963379
> STR_ID: 4u8w |STR_LEN: 346 |STR_TIME: 0.04596209526062012
> STR_ID: 4u8y |STR_LEN: 5534 |STR_TIME: 0.9386558532714844
> STR_ID: 4u8z |STR_LEN: 554 |STR_TIME: 0.047200918197631836
> STR_ID: 5u82 |STR_LEN: 810 |STR_TIME: 0.1322939395904541
> STR_ID: 5u83 |STR_LEN: 886 |STR_TIME: 0.19801688194274902
> STR_ID: 5u87 |STR_LEN: 116 |STR_TIME: 0.7920231819152832
> STR_ID: 5u88 |STR_LEN: 672 |STR_TIME: 0.18103623390197754
> STR_ID: 5u89 |STR_LEN: 1104 |STR_TIME: 0.18244600296020508
> STR_ID: 5u8a |STR_LEN: 585 |STR_TIME: 0.07060003280639648
> STR_ID: 5u8c |STR_LEN: 1002 |STR_TIME: 0.18234992027282715
> STR_ID: 5u8f |STR_LEN: 622 |STR_TIME: 0.07532119750976562
> STR_ID: 5u8g |STR_LEN: 615 |STR_TIME: 0.07531094551086426
> STR_ID: 5u8h |STR_LEN: 598 |STR_TIME: 0.1018519401550293
> STR_ID: 5u8i |STR_LEN: 440 |STR_TIME: 0.06836199760437012
> STR_ID: 5u8j |STR_LEN: 895 |STR_TIME: 0.1306779384613037
> STR_ID: 5u8l |STR_LEN: 555 |STR_TIME: 0.07684993743896484
> STR_ID: 5u8o |STR_LEN: 1776 |STR_TIME: 0.2779572010040283
> STR_ID: 5u8p |STR_LEN: 1372 |STR_TIME: 0.14893102645874023
> STR_ID: 5u8s |STR_LEN: 5104 |STR_TIME: 0.8859279155731201
> STR_ID: 5u8t |STR_LEN: 5106 |STR_TIME: 0.9445209503173828
> STR_ID: 5u8u |STR_LEN: 4322 |STR_TIME: 0.8982250690460205
> STR_ID: 5u8v |STR_LEN: 4039 |STR_TIME: 0.8832919597625732
> STR_ID: 5u8w |STR_LEN: 3147 |STR_TIME: 0.7888689041137695
> STR_ID: 5u8x |STR_LEN: 3121 |STR_TIME: 0.39842796325683594
> STR_ID: 5u8y |STR_LEN: 2877 |STR_TIME: 0.40876317024230957
> STR_ID: 5u8z |STR_LEN: 3593 |STR_TIME: 0.3881969451904297
>> FINISH_DIR: ./data/u/u8/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 1096 |DIR_TIME: 30.36061382293701 

>> START_DIR: ./data/u/u9/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1u90 |STR_LEN: 492 |STR_TIME: 0.05481076240539551
> STR_ID: 1u91 |STR_LEN: 675 |STR_TIME: 0.06527996063232422
> STR_ID: 1u92 |STR_LEN: 595 |STR_TIME: 0.14200806617736816
> STR_ID: 1u93 |STR_LEN: 577 |STR_TIME: 0.06707501411437988
> STR_ID: 1u94 |STR_LEN: 586 |STR_TIME: 0.04763603210449219
> STR_ID: 1u95 |STR_LEN: 629 |STR_TIME: 0.06587815284729004
> STR_ID: 1u96 |STR_LEN: 70 |STR_TIME: 0.4695150852203369
> STR_ID: 1u97 |STR_LEN: 69 |STR_TIME: 0.44641780853271484
> STR_ID: 1u98 |STR_LEN: 486 |STR_TIME: 0.0475461483001709
> STR_ID: 1u99 |STR_LEN: 336 |STR_TIME: 0.04234480857849121
> STR_ID: 1u9a |STR_LEN: 263 |STR_TIME: 0.024183034896850586
> STR_ID: 1u9b |STR_LEN: 255 |STR_TIME: 0.02447223663330078
> STR_ID: 1u9c |STR_LEN: 408 |STR_TIME: 0.03503012657165527
> STR_ID: 1u9d |STR_LEN: 399 |STR_TIME: 0.04009127616882324
> STR_ID: 1u9e |STR_LEN: 578 |STR_TIME: 0.1497941017150879
> STR_ID: 1u9f |STR_LEN: 207 |STR_TIME: 0.020772933959960938
> STR_ID: 1u9g |STR_LEN: 64 |STR_TIME: 0.0069010257720947266
> STR_ID: 1u9h |STR_LEN: 107 |STR_TIME: 0.01098489761352539
> STR_ID: 1u9i |STR_LEN: 2989 |STR_TIME: 0.4681220054626465
> STR_ID: 1u9j |STR_LEN: 417 |STR_TIME: 0.048725128173828125
> STR_ID: 1u9k |STR_LEN: 282 |STR_TIME: 0.07831406593322754
> STR_ID: 1u9l |STR_LEN: 294 |STR_TIME: 0.021529197692871094
> STR_ID: 1u9m |STR_LEN: 648 |STR_TIME: 0.08441495895385742
> STR_ID: 1u9n |STR_LEN: 300 |STR_TIME: 0.03122687339782715
> STR_ID: 1u9o |STR_LEN: 390 |STR_TIME: 0.05498504638671875
> STR_ID: 1u9p |STR_LEN: 149 |STR_TIME: 0.015126943588256836
> STR_ID: 1u9q |STR_LEN: 320 |STR_TIME: 0.03322434425354004
> STR_ID: 1u9r |STR_LEN: 161 |STR_TIME: 0.01946091651916504
> STR_ID: 1u9s |STR_LEN: 176 |STR_TIME: 0.08761978149414062
> STR_ID: 1u9t |STR_LEN: 663 |STR_TIME: 0.05357003211975098
> STR_ID: 1u9u |STR_LEN: 154 |STR_TIME: 0.014284133911132812
> STR_ID: 1u9v |STR_LEN: 297 |STR_TIME: 0.03243899345397949
> STR_ID: 1u9w |STR_LEN: 284 |STR_TIME: 0.031687021255493164
> STR_ID: 1u9x |STR_LEN: 298 |STR_TIME: 0.031941890716552734
> STR_ID: 1u9y |STR_LEN: 1682 |STR_TIME: 0.19031405448913574
> STR_ID: 1u9z |STR_LEN: 1310 |STR_TIME: 0.16429901123046875
> STR_ID: 3u90 |STR_LEN: 349 |STR_TIME: 0.028182029724121094
> STR_ID: 3u91 |STR_LEN: 79 |STR_TIME: 0.04268288612365723
> STR_ID: 3u92 |STR_LEN: 880 |STR_TIME: 0.16906309127807617
> STR_ID: 3u93 |STR_LEN: 728 |STR_TIME: 0.18713808059692383
> STR_ID: 3u94 |STR_LEN: 1721 |STR_TIME: 0.39290904998779297
> STR_ID: 3u95 |STR_LEN: 5291 |STR_TIME: 0.5918979644775391
> STR_ID: 3u96 |STR_LEN: 877 |STR_TIME: 0.09020376205444336
> STR_ID: 3u97 |STR_LEN: 163 |STR_TIME: 0.03165602684020996
> STR_ID: 3u98 |STR_LEN: 639 |STR_TIME: 0.06225275993347168
> STR_ID: 3u99 |STR_LEN: 375 |STR_TIME: 0.05171608924865723
> STR_ID: 3u9a |STR_LEN: 550 |STR_TIME: 0.14942002296447754
> STR_ID: 3u9b |STR_LEN: 1930 |STR_TIME: 0.4040868282318115
> STR_ID: 3u9c |STR_LEN: 732 |STR_TIME: 0.12722277641296387
> STR_ID: 3u9d |STR_LEN: 760 |STR_TIME: 0.16895103454589844
> STR_ID: 3u9e |STR_LEN: 750 |STR_TIME: 0.10577797889709473
> STR_ID: 3u9f |STR_LEN: 4222 |STR_TIME: 0.9266760349273682
> STR_ID: 3u9g |STR_LEN: 421 |STR_TIME: 0.03419995307922363
> STR_ID: 3u9h |STR_LEN: 790 |STR_TIME: 0.06958603858947754
> STR_ID: 3u9i |STR_LEN: 769 |STR_TIME: 0.16321325302124023
> STR_ID: 3u9j |STR_LEN: 711 |STR_TIME: 0.06617593765258789
> STR_ID: 3u9l |STR_LEN: 482 |STR_TIME: 0.04122495651245117
> STR_ID: 3u9m |STR_LEN: 932 |STR_TIME: 0.15894103050231934
> STR_ID: 3u9n |STR_LEN: 431 |STR_TIME: 0.040689945220947266
> STR_ID: 3u9o |STR_LEN: 190 |STR_TIME: 0.02509164810180664
> STR_ID: 3u9p |STR_LEN: 1203 |STR_TIME: 0.2218639850616455
> STR_ID: 3u9q |STR_LEN: 661 |STR_TIME: 0.05962014198303223
> STR_ID: 3u9r |STR_LEN: 1508 |STR_TIME: 0.09790802001953125
> STR_ID: 3u9s |STR_LEN: 6502 |STR_TIME: 1.1137149333953857
> STR_ID: 3u9t |STR_LEN: 995 |STR_TIME: 0.18613696098327637
> STR_ID: 3u9u |STR_LEN: 2037 |STR_TIME: 0.46524906158447266
> STR_ID: 3u9w |STR_LEN: 1436 |STR_TIME: 0.1772298812866211
> STR_ID: 3u9x |STR_LEN: 636 |STR_TIME: 0.06131887435913086
> STR_ID: 3u9y |STR_LEN: 351 |STR_TIME: 0.036314964294433594
> STR_ID: 3u9z |STR_LEN: 747 |STR_TIME: 0.0756528377532959
> STR_ID: 4u90 |STR_LEN: 688 |STR_TIME: 0.14092421531677246
> STR_ID: 4u91 |STR_LEN: 729 |STR_TIME: 0.08612370491027832
> STR_ID: 4u92 |STR_LEN: 81 |STR_TIME: 0.007704973220825195
> STR_ID: 4u93 |STR_LEN: 567 |STR_TIME: 0.03871726989746094
> STR_ID: 4u94 |STR_LEN: 1026 |STR_TIME: 0.0994420051574707
> STR_ID: 4u95 |STR_LEN: 5779 |STR_TIME: 0.8611369132995605
> STR_ID: 4u96 |STR_LEN: 5793 |STR_TIME: 0.8149361610412598
> STR_ID: 4u97 |STR_LEN: 644 |STR_TIME: 0.16740202903747559
> STR_ID: 4u98 |STR_LEN: 1066 |STR_TIME: 0.16398978233337402
> STR_ID: 4u99 |STR_LEN: 590 |STR_TIME: 0.18982815742492676
> STR_ID: 4u9a |STR_LEN: 547 |STR_TIME: 0.10248780250549316
> STR_ID: 4u9b |STR_LEN: 306 |STR_TIME: 0.060279130935668945
> STR_ID: 4u9c |STR_LEN: 960 |STR_TIME: 0.23876094818115234
> STR_ID: 4u9d |STR_LEN: 474 |STR_TIME: 0.06446290016174316
> STR_ID: 4u9e |STR_LEN: 187 |STR_TIME: 0.01695704460144043
> STR_ID: 4u9g |STR_LEN: 517 |STR_TIME: 0.1598799228668213
> STR_ID: 4u9h |STR_LEN: 1727 |STR_TIME: 0.32483696937561035
> STR_ID: 4u9i |STR_LEN: 1592 |STR_TIME: 0.34842395782470703
> STR_ID: 4u9j |STR_LEN: 543 |STR_TIME: 0.1276240348815918
> STR_ID: 4u9k |STR_LEN: 426 |STR_TIME: 0.1864628791809082
> STR_ID: 4u9l |STR_LEN: 402 |STR_TIME: 0.06329703330993652
> STR_ID: 4u9m |STR_LEN: 30 |STR_TIME: 0.011272907257080078
> STR_ID: 4u9n |STR_LEN: 441 |STR_TIME: 0.05084705352783203
> STR_ID: 4u9o |STR_LEN: 560 |STR_TIME: 0.06746721267700195
> STR_ID: 4u9p |STR_LEN: 807 |STR_TIME: 0.16114187240600586
> STR_ID: 4u9q |STR_LEN: 894 |STR_TIME: 0.11172986030578613
> STR_ID: 4u9r |STR_LEN: 162 |STR_TIME: 0.020159006118774414
> STR_ID: 4u9s |STR_LEN: 393 |STR_TIME: 0.07360982894897461
> STR_ID: 4u9u |STR_LEN: 1069 |STR_TIME: 0.1443929672241211
> STR_ID: 4u9v |STR_LEN: 364 |STR_TIME: 0.04409313201904297
> STR_ID: 4u9w |STR_LEN: 1249 |STR_TIME: 0.1282789707183838
> STR_ID: 4u9y |STR_LEN: 298 |STR_TIME: 0.054701805114746094
> STR_ID: 4u9z |STR_LEN: 285 |STR_TIME: 0.02997899055480957
> STR_ID: 5u90 |STR_LEN: 3559 |STR_TIME: 0.3709840774536133
> STR_ID: 5u95 |STR_LEN: 2385 |STR_TIME: 0.4206409454345703
> STR_ID: 5u96 |STR_LEN: 1231 |STR_TIME: 0.08127212524414062
> STR_ID: 5u97 |STR_LEN: 3700 |STR_TIME: 0.42813897132873535
> STR_ID: 5u9c |STR_LEN: 3190 |STR_TIME: 0.42798900604248047
> STR_ID: 5u9d |STR_LEN: 615 |STR_TIME: 0.06910109519958496
> STR_ID: 5u9f |STR_LEN: 11666 |STR_TIME: 3.6139302253723145
> STR_ID: 5u9g |STR_LEN: 11639 |STR_TIME: 3.663939952850342
> STR_ID: 5u9h |STR_LEN: 715 |STR_TIME: 0.06489896774291992
> STR_ID: 5u9m |STR_LEN: 889 |STR_TIME: 0.10518980026245117
> STR_ID: 5u9n |STR_LEN: 323 |STR_TIME: 0.05130171775817871
> STR_ID: 5u9p |STR_LEN: 2190 |STR_TIME: 0.21530508995056152
> STR_ID: 5u9r |STR_LEN: 24 |STR_TIME: 0.05934619903564453
> STR_ID: 5u9s |STR_LEN: 26 |STR_TIME: 0.06557106971740723
> STR_ID: 5u9t |STR_LEN: 149 |STR_TIME: 0.015923023223876953
> STR_ID: 5u9u |STR_LEN: 235 |STR_TIME: 0.018429994583129883
> STR_ID: 5u9v |STR_LEN: 23 |STR_TIME: 0.055442094802856445
> STR_ID: 5u9w |STR_LEN: 1241 |STR_TIME: 0.15957212448120117
> STR_ID: 5u9x |STR_LEN: 24 |STR_TIME: 0.06078290939331055
> STR_ID: 5u9y |STR_LEN: 26 |STR_TIME: 0.06732177734375
>> FINISH_DIR: ./data/u/u9/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 1219 |DIR_TIME: 26.19381308555603 

>> START_DIR: ./data/u/ua/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1ua0 |STR_LEN: 921 |STR_TIME: 0.5582280158996582
> STR_ID: 1ua1 |STR_LEN: 1070 |STR_TIME: 0.10544991493225098
> STR_ID: 1ua2 |STR_LEN: 1200 |STR_TIME: 0.20994305610656738
> STR_ID: 1ua3 |STR_LEN: 1268 |STR_TIME: 0.09056401252746582
> STR_ID: 1ua4 |STR_LEN: 1129 |STR_TIME: 0.07973194122314453
> STR_ID: 1ua5 |STR_LEN: 333 |STR_TIME: 0.03548693656921387
> STR_ID: 1ua6 |STR_LEN: 503 |STR_TIME: 0.09651613235473633
> STR_ID: 1ua7 |STR_LEN: 868 |STR_TIME: 0.07416081428527832
> STR_ID: 1ua8 |STR_LEN: 256 |STR_TIME: 0.027842998504638672
> STR_ID: 1uaa |STR_LEN: 1285 |STR_TIME: 0.21915173530578613
> STR_ID: 1uab |STR_LEN: 24 |STR_TIME: 0.22337102890014648
> STR_ID: 1uac |STR_LEN: 505 |STR_TIME: 0.08093905448913574
> STR_ID: 1uad |STR_LEN: 756 |STR_TIME: 0.08124208450317383
> STR_ID: 1uae |STR_LEN: 842 |STR_TIME: 0.0662531852722168
> STR_ID: 1uag |STR_LEN: 725 |STR_TIME: 0.06626725196838379
> STR_ID: 1uai |STR_LEN: 569 |STR_TIME: 0.03682374954223633
> STR_ID: 1uaj |STR_LEN: 503 |STR_TIME: 0.08580923080444336
> STR_ID: 1uak |STR_LEN: 484 |STR_TIME: 0.03882026672363281
> STR_ID: 1ual |STR_LEN: 522 |STR_TIME: 0.04175996780395508
> STR_ID: 1uam |STR_LEN: 355 |STR_TIME: 0.03613424301147461
> STR_ID: 1uan |STR_LEN: 595 |STR_TIME: 0.06250786781311035
