>> START_DIR: ./data/d/d0/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1d00 |STR_LEN: 1470 |STR_TIME: 0.24959301948547363
> STR_ID: 3d65 |STR_LEN: 552 |STR_TIME: 0.049102783203125
> STR_ID: 3d66 |STR_LEN: 1215 |STR_TIME: 0.2438662052154541
> STR_ID: 3d67 |STR_LEN: 1220 |STR_TIME: 0.22244787216186523
> STR_ID: 3d68 |STR_LEN: 1220 |STR_TIME: 0.28529834747314453
> STR_ID: 3d69 |STR_LEN: 858 |STR_TIME: 0.13998007774353027
> STR_ID: 3d6a |STR_LEN: 1252 |STR_TIME: 0.2501702308654785
> STR_ID: 3d6b |STR_LEN: 1989 |STR_TIME: 0.2656130790710449
> STR_ID: 3d6c |STR_LEN: 230 |STR_TIME: 0.06851577758789062
> STR_ID: 3d6d |STR_LEN: 675 |STR_TIME: 0.09346199035644531
> STR_ID: 3d6e |STR_LEN: 510 |STR_TIME: 0.06548571586608887
> STR_ID: 3d6f |STR_LEN: 512 |STR_TIME: 0.04981207847595215
> STR_ID: 3d6g |STR_LEN: 704 |STR_TIME: 0.0916600227355957
> STR_ID: 3d6h |STR_LEN: 439 |STR_TIME: 0.09583377838134766
> STR_ID: 3d6i |STR_LEN: 364 |STR_TIME: 0.03960394859313965
> STR_ID: 3d6j |STR_LEN: 435 |STR_TIME: 0.03977227210998535
> STR_ID: 3d6k |STR_LEN: 2334 |STR_TIME: 0.3171069622039795
> STR_ID: 3d6l |STR_LEN: 155 |STR_TIME: 0.0187380313873291
> STR_ID: 3d6m |STR_LEN: 504 |STR_TIME: 0.04948687553405762
> STR_ID: 3d6n |STR_LEN: 1138 |STR_TIME: 0.1280498504638672
> STR_ID: 3d6o |STR_LEN: 562 |STR_TIME: 0.0479278564453125
> STR_ID: 3d6p |STR_LEN: 560 |STR_TIME: 0.1022179126739502
> STR_ID: 3d6q |STR_LEN: 620 |STR_TIME: 0.05017232894897461
> STR_ID: 3d6r |STR_LEN: 628 |STR_TIME: 0.053469181060791016
> STR_ID: 3d6s |STR_LEN: 986 |STR_TIME: 0.12153482437133789
> STR_ID: 3d6t |STR_LEN: 133 |STR_TIME: 0.025732755661010742
> STR_ID: 3d6u |STR_LEN: 449 |STR_TIME: 0.09360790252685547
> STR_ID: 3d6v |STR_LEN: 479 |STR_TIME: 0.058502197265625
> STR_ID: 3d6w |STR_LEN: 299 |STR_TIME: 0.038906097412109375
> STR_ID: 3d6x |STR_LEN: 852 |STR_TIME: 0.13915014266967773
> STR_ID: 3d6y |STR_LEN: 338 |STR_TIME: 0.059945106506347656
> STR_ID: 3d6z |STR_LEN: 392 |STR_TIME: 0.09496402740478516
> STR_ID: 4d60 |STR_LEN: 2583 |STR_TIME: 0.49900317192077637
> STR_ID: 4d61 |STR_LEN: 7584 |STR_TIME: 2.339416027069092
> STR_ID: 4d62 |STR_LEN: 157 |STR_TIME: 0.024576902389526367
> STR_ID: 4d63 |STR_LEN: 199 |STR_TIME: 0.027150869369506836
> STR_ID: 4d64 |STR_LEN: 1217 |STR_TIME: 0.4400970935821533
> STR_ID: 4d65 |STR_LEN: 5352 |STR_TIME: 0.7201950550079346
> STR_ID: 4d67 |STR_LEN: 10459 |STR_TIME: 3.641183853149414
> STR_ID: 4d69 |STR_LEN: 3000 |STR_TIME: 0.756181001663208
> STR_ID: 4d6a |STR_LEN: 318 |STR_TIME: 0.060328006744384766
> STR_ID: 4d6b |STR_LEN: 181 |STR_TIME: 0.04341602325439453
> STR_ID: 4d6c |STR_LEN: 1406 |STR_TIME: 0.12111902236938477
> STR_ID: 4d6d |STR_LEN: 1582 |STR_TIME: 0.16548705101013184
> STR_ID: 4d6e |STR_LEN: 1577 |STR_TIME: 0.4131603240966797
> STR_ID: 4d6f |STR_LEN: 1228 |STR_TIME: 0.10990118980407715
> STR_ID: 4d6g |STR_LEN: 1634 |STR_TIME: 0.20946979522705078
> STR_ID: 4d6h |STR_LEN: 1416 |STR_TIME: 0.14813899993896484
> STR_ID: 4d6i |STR_LEN: 1273 |STR_TIME: 0.1565239429473877
> STR_ID: 4d6j |STR_LEN: 1246 |STR_TIME: 0.12288522720336914
> STR_ID: 4d6k |STR_LEN: 545 |STR_TIME: 0.07796978950500488
> STR_ID: 4d6n |STR_LEN: 877 |STR_TIME: 0.2037060260772705
> STR_ID: 4d6o |STR_LEN: 965 |STR_TIME: 0.16439604759216309
> STR_ID: 4d6p |STR_LEN: 1059 |STR_TIME: 0.14099478721618652
> STR_ID: 4d6q |STR_LEN: 745 |STR_TIME: 0.0787959098815918
> STR_ID: 4d6r |STR_LEN: 758 |STR_TIME: 0.07818484306335449
> STR_ID: 4d6s |STR_LEN: 733 |STR_TIME: 0.08105874061584473
> STR_ID: 4d6t |STR_LEN: 3889 |STR_TIME: 0.714756965637207
> STR_ID: 4d6u |STR_LEN: 3893 |STR_TIME: 0.7856030464172363
> STR_ID: 4d6v |STR_LEN: 398 |STR_TIME: 0.05768013000488281
> STR_ID: 4d6w |STR_LEN: 1239 |STR_TIME: 0.3868131637573242
> STR_ID: 4d6x |STR_LEN: 564 |STR_TIME: 0.09489774703979492
> STR_ID: 4d6y |STR_LEN: 352 |STR_TIME: 0.0742177963256836
> STR_ID: 4d6z |STR_LEN: 657 |STR_TIME: 0.10640692710876465
> STR_ID: 5d60 |STR_LEN: 315 |STR_TIME: 0.036184072494506836
> STR_ID: 5d61 |STR_LEN: 576 |STR_TIME: 0.059645891189575195
> STR_ID: 5d62 |STR_LEN: 544 |STR_TIME: 0.06093192100524902
> STR_ID: 5d63 |STR_LEN: 594 |STR_TIME: 0.08863496780395508
> STR_ID: 5d65 |STR_LEN: 354 |STR_TIME: 0.0678398609161377
> STR_ID: 5d66 |STR_LEN: 1130 |STR_TIME: 0.11041474342346191
> STR_ID: 5d67 |STR_LEN: 694 |STR_TIME: 0.11018800735473633
> STR_ID: 5d68 |STR_LEN: 1367 |STR_TIME: 0.2806270122528076
> STR_ID: 5d69 |STR_LEN: 472 |STR_TIME: 0.10447406768798828
> STR_ID: 5d6a |STR_LEN: 634 |STR_TIME: 0.10553598403930664
> STR_ID: 5d6b |STR_LEN: 712 |STR_TIME: 0.07553911209106445
> STR_ID: 5d6c |STR_LEN: 1578 |STR_TIME: 0.19832706451416016
> STR_ID: 5d6d |STR_LEN: 594 |STR_TIME: 0.0955820083618164
> STR_ID: 5d6e |STR_LEN: 791 |STR_TIME: 0.09485316276550293
> STR_ID: 5d6f |STR_LEN: 879 |STR_TIME: 0.12087178230285645
> STR_ID: 5d6g |STR_LEN: 286 |STR_TIME: 0.07649993896484375
> STR_ID: 5d6h |STR_LEN: 479 |STR_TIME: 0.06508111953735352
> STR_ID: 5d6i |STR_LEN: 335 |STR_TIME: 0.0505518913269043
> STR_ID: 5d6j |STR_LEN: 1188 |STR_TIME: 0.16322684288024902
> STR_ID: 5d6k |STR_LEN: 478 |STR_TIME: 0.06937718391418457
> STR_ID: 5d6l |STR_LEN: 458 |STR_TIME: 0.0732119083404541
> STR_ID: 5d6m |STR_LEN: 683 |STR_TIME: 0.05733776092529297
> STR_ID: 5d6n |STR_LEN: 770 |STR_TIME: 0.1194007396697998
> STR_ID: 5d6o |STR_LEN: 3915 |STR_TIME: 0.40392184257507324
> STR_ID: 5d6p |STR_LEN: 509 |STR_TIME: 0.07006072998046875
> STR_ID: 5d6q |STR_LEN: 746 |STR_TIME: 0.08354902267456055
> STR_ID: 5d6r |STR_LEN: 1377 |STR_TIME: 0.2860286235809326
> STR_ID: 5d6s |STR_LEN: 1936 |STR_TIME: 0.37270593643188477
> STR_ID: 5d6t |STR_LEN: 459 |STR_TIME: 0.05793166160583496
> STR_ID: 5d6u |STR_LEN: 219 |STR_TIME: 0.027095794677734375
> STR_ID: 5d6v |STR_LEN: 123 |STR_TIME: 0.01738286018371582
> STR_ID: 5d6w |STR_LEN: 979 |STR_TIME: 0.17364001274108887
> STR_ID: 5d6x |STR_LEN: 476 |STR_TIME: 0.05795121192932129
> STR_ID: 5d6y |STR_LEN: 887 |STR_TIME: 0.1320960521697998
>> FINISH_DIR: ./data/d/d6/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 1131 |DIR_TIME: 29.03200387954712 

>> START_DIR: ./data/d/d7/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1d70 |STR_LEN: 16 |STR_TIME: 0.024701833724975586
> STR_ID: 1d75 |STR_LEN: 91 |STR_TIME: 0.009181022644042969
> STR_ID: 1d76 |STR_LEN: 96 |STR_TIME: 0.007063865661621094
> STR_ID: 1d77 |STR_LEN: 68 |STR_TIME: 0.011091947555541992
> STR_ID: 1d78 |STR_LEN: 45 |STR_TIME: 0.004026889801025391
> STR_ID: 1d79 |STR_LEN: 43 |STR_TIME: 0.004263162612915039
> STR_ID: 1d7a |STR_LEN: 1412 |STR_TIME: 0.22446012496948242
> STR_ID: 1d7b |STR_LEN: 713 |STR_TIME: 0.06609416007995605
> STR_ID: 1d7c |STR_LEN: 734 |STR_TIME: 0.0697779655456543
> STR_ID: 1d7d |STR_LEN: 656 |STR_TIME: 0.0935831069946289
> STR_ID: 1d7e |STR_LEN: 272 |STR_TIME: 0.026298046112060547
> STR_ID: 1d7f |STR_LEN: 2187 |STR_TIME: 0.2586379051208496
> STR_ID: 1d7h |STR_LEN: 370 |STR_TIME: 0.035546302795410156
> STR_ID: 1d7i |STR_LEN: 334 |STR_TIME: 0.03915286064147949
> STR_ID: 1d7j |STR_LEN: 349 |STR_TIME: 0.036926984786987305
> STR_ID: 1d7k |STR_LEN: 1220 |STR_TIME: 0.14361286163330078
> STR_ID: 1d7l |STR_LEN: 748 |STR_TIME: 0.11594200134277344
> STR_ID: 1d7m |STR_LEN: 295 |STR_TIME: 0.03720498085021973
> STR_ID: 1d7n |STR_LEN: 15 |STR_TIME: 0.049102067947387695
> STR_ID: 1d7o |STR_LEN: 387 |STR_TIME: 0.0468900203704834
> STR_ID: 1d7p |STR_LEN: 410 |STR_TIME: 0.03076004981994629
> STR_ID: 1d7q |STR_LEN: 157 |STR_TIME: 1.2010149955749512
> STR_ID: 1d7r |STR_LEN: 564 |STR_TIME: 0.07241487503051758
> STR_ID: 1d7s |STR_LEN: 577 |STR_TIME: 0.07155609130859375
> STR_ID: 1d7t |STR_LEN: 8 |STR_TIME: 0.12804508209228516
> STR_ID: 1d7u |STR_LEN: 582 |STR_TIME: 0.07526206970214844
> STR_ID: 1d7v |STR_LEN: 470 |STR_TIME: 0.06995606422424316
> STR_ID: 1d7w |STR_LEN: 1993 |STR_TIME: 0.2592291831970215
> STR_ID: 1d7x |STR_LEN: 523 |STR_TIME: 0.05989694595336914
> STR_ID: 1d7y |STR_LEN: 522 |STR_TIME: 0.062133073806762695
> STR_ID: 1d7z |STR_LEN: 46 |STR_TIME: 0.004561185836791992
> STR_ID: 2d73 |STR_LEN: 2858 |STR_TIME: 0.3322110176086426
> STR_ID: 2d74 |STR_LEN: 722 |STR_TIME: 0.09528708457946777
> STR_ID: 2d7c |STR_LEN: 833 |STR_TIME: 0.08063793182373047
> STR_ID: 2d7d |STR_LEN: 867 |STR_TIME: 0.16458606719970703
> STR_ID: 2d7e |STR_LEN: 473 |STR_TIME: 0.0684969425201416
> STR_ID: 2d7f |STR_LEN: 1148 |STR_TIME: 0.1564338207244873
> STR_ID: 2d7g |STR_LEN: 417 |STR_TIME: 0.11582636833190918
> STR_ID: 2d7h |STR_LEN: 407 |STR_TIME: 0.0692911148071289
> STR_ID: 2d7i |STR_LEN: 780 |STR_TIME: 0.10645508766174316
> STR_ID: 2d7j |STR_LEN: 241 |STR_TIME: 0.03327679634094238
> STR_ID: 2d7l |STR_LEN: 81 |STR_TIME: 0.6419730186462402
> STR_ID: 2d7m |STR_LEN: 115 |STR_TIME: 0.8652238845825195
> STR_ID: 2d7n |STR_LEN: 93 |STR_TIME: 0.7342977523803711
> STR_ID: 2d7o |STR_LEN: 111 |STR_TIME: 0.984673023223877
> STR_ID: 2d7p |STR_LEN: 112 |STR_TIME: 0.9530520439147949
> STR_ID: 2d7q |STR_LEN: 111 |STR_TIME: 0.9359688758850098
> STR_ID: 2d7r |STR_LEN: 618 |STR_TIME: 0.10455083847045898
> STR_ID: 2d7s |STR_LEN: 489 |STR_TIME: 0.08156514167785645
> STR_ID: 2d7t |STR_LEN: 393 |STR_TIME: 0.04228973388671875
> STR_ID: 2d7u |STR_LEN: 427 |STR_TIME: 0.062194108963012695
> STR_ID: 2d7v |STR_LEN: 397 |STR_TIME: 0.2266700267791748
> STR_ID: 2d7y |STR_LEN: 485 |STR_TIME: 0.0677042007446289
> STR_ID: 2d7z |STR_LEN: 483 |STR_TIME: 0.06928801536560059
> STR_ID: 3d70 |STR_LEN: 357 |STR_TIME: 0.06523370742797852
> STR_ID: 3d71 |STR_LEN: 366 |STR_TIME: 0.06231403350830078
> STR_ID: 3d72 |STR_LEN: 762 |STR_TIME: 0.06460428237915039
> STR_ID: 3d73 |STR_LEN: 395 |STR_TIME: 0.09948182106018066
> STR_ID: 3d74 |STR_LEN: 363 |STR_TIME: 0.0453801155090332
> STR_ID: 3d75 |STR_LEN: 174 |STR_TIME: 0.024837970733642578
> STR_ID: 3d76 |STR_LEN: 254 |STR_TIME: 0.02222418785095215
> STR_ID: 3d77 |STR_LEN: 239 |STR_TIME: 0.03254365921020508
> STR_ID: 3d78 |STR_LEN: 489 |STR_TIME: 0.06311511993408203
> STR_ID: 3d79 |STR_LEN: 349 |STR_TIME: 0.03743886947631836
> STR_ID: 3d7a |STR_LEN: 447 |STR_TIME: 0.05090522766113281
> STR_ID: 3d7b |STR_LEN: 597 |STR_TIME: 0.08294677734375
> STR_ID: 3d7c |STR_LEN: 376 |STR_TIME: 0.03825211524963379
> STR_ID: 3d7d |STR_LEN: 1339 |STR_TIME: 0.14178705215454102
> STR_ID: 3d7e |STR_LEN: 1299 |STR_TIME: 0.20436692237854004
> STR_ID: 3d7f |STR_LEN: 1367 |STR_TIME: 0.1463780403137207
> STR_ID: 3d7g |STR_LEN: 1327 |STR_TIME: 0.18569278717041016
> STR_ID: 3d7h |STR_LEN: 1305 |STR_TIME: 0.13948988914489746
> STR_ID: 3d7i |STR_LEN: 399 |STR_TIME: 0.04898190498352051
> STR_ID: 3d7j |STR_LEN: 1488 |STR_TIME: 0.2075819969177246
> STR_ID: 3d7k |STR_LEN: 1287 |STR_TIME: 0.1784062385559082
> STR_ID: 3d7l |STR_LEN: 2928 |STR_TIME: 0.34662508964538574
> STR_ID: 3d7m |STR_LEN: 314 |STR_TIME: 0.047660112380981445
> STR_ID: 3d7n |STR_LEN: 184 |STR_TIME: 0.023808002471923828
> STR_ID: 3d7o |STR_LEN: 444 |STR_TIME: 0.0530550479888916
> STR_ID: 3d7p |STR_LEN: 387 |STR_TIME: 0.09337806701660156
> STR_ID: 3d7q |STR_LEN: 276 |STR_TIME: 0.04106330871582031
> STR_ID: 3d7r |STR_LEN: 901 |STR_TIME: 0.10345697402954102
> STR_ID: 3d7s |STR_LEN: 1065 |STR_TIME: 0.14734220504760742
> STR_ID: 3d7t |STR_LEN: 516 |STR_TIME: 0.10882043838500977
> STR_ID: 3d7u |STR_LEN: 1020 |STR_TIME: 0.15723919868469238
> STR_ID: 3d7v |STR_LEN: 291 |STR_TIME: 0.03118300437927246
> STR_ID: 3d7w |STR_LEN: 807 |STR_TIME: 0.13015389442443848
> STR_ID: 3d7z |STR_LEN: 717 |STR_TIME: 0.07612776756286621
> STR_ID: 4d70 |STR_LEN: 415 |STR_TIME: 0.07053208351135254
> STR_ID: 4d71 |STR_LEN: 1375 |STR_TIME: 0.11913084983825684
> STR_ID: 4d72 |STR_LEN: 1157 |STR_TIME: 0.16903090476989746
> STR_ID: 4d73 |STR_LEN: 576 |STR_TIME: 0.07583904266357422
> STR_ID: 4d74 |STR_LEN: 254 |STR_TIME: 0.026791095733642578
> STR_ID: 4d75 |STR_LEN: 479 |STR_TIME: 0.0903007984161377
> STR_ID: 4d76 |STR_LEN: 331 |STR_TIME: 0.07425093650817871
> STR_ID: 4d77 |STR_LEN: 419 |STR_TIME: 0.09642791748046875
> STR_ID: 4d78 |STR_LEN: 470 |STR_TIME: 0.09180903434753418
> STR_ID: 4d79 |STR_LEN: 1514 |STR_TIME: 0.24196910858154297
> STR_ID: 4d7a |STR_LEN: 1597 |STR_TIME: 0.2319040298461914
> STR_ID: 4d7b |STR_LEN: 455 |STR_TIME: 0.05587267875671387
> STR_ID: 4d7c |STR_LEN: 1054 |STR_TIME: 0.20611119270324707
> STR_ID: 4d7d |STR_LEN: 471 |STR_TIME: 0.13779997825622559
> STR_ID: 4d7e |STR_LEN: 1707 |STR_TIME: 0.32242512702941895
> STR_ID: 4d7f |STR_LEN: 372 |STR_TIME: 0.038659095764160156
> STR_ID: 4d7g |STR_LEN: 283 |STR_TIME: 0.04144001007080078
> STR_ID: 4d7h |STR_LEN: 573 |STR_TIME: 0.0812070369720459
> STR_ID: 4d7i |STR_LEN: 588 |STR_TIME: 0.13093996047973633
> STR_ID: 4d7j |STR_LEN: 769 |STR_TIME: 0.0901038646697998
> STR_ID: 4d7k |STR_LEN: 2282 |STR_TIME: 0.4590260982513428
> STR_ID: 4d7l |STR_LEN: 1315 |STR_TIME: 0.18163299560546875
> STR_ID: 4d7m |STR_LEN: 394 |STR_TIME: 0.04986715316772461
> STR_ID: 4d7n |STR_LEN: 360 |STR_TIME: 0.04543304443359375
> STR_ID: 4d7o |STR_LEN: 1258 |STR_TIME: 0.2569000720977783
> STR_ID: 4d7p |STR_LEN: 133 |STR_TIME: 0.020817995071411133
> STR_ID: 4d7q |STR_LEN: 623 |STR_TIME: 0.08011102676391602
> STR_ID: 4d7r |STR_LEN: 773 |STR_TIME: 0.08248114585876465
> STR_ID: 4d7s |STR_LEN: 401 |STR_TIME: 0.07793402671813965
> STR_ID: 4d7t |STR_LEN: 373 |STR_TIME: 0.10963773727416992
> STR_ID: 4d7u |STR_LEN: 1019 |STR_TIME: 0.08342504501342773
> STR_ID: 4d7v |STR_LEN: 890 |STR_TIME: 0.07784414291381836
> STR_ID: 4d7w |STR_LEN: 284 |STR_TIME: 0.039285898208618164
> STR_ID: 4d7x |STR_LEN: 86 |STR_TIME: 0.31487011909484863
> STR_ID: 4d7y |STR_LEN: 223 |STR_TIME: 0.028680801391601562
> STR_ID: 4d7z |STR_LEN: 248 |STR_TIME: 0.02287006378173828
> STR_ID: 5d70 |STR_LEN: 855 |STR_TIME: 0.1440598964691162
> STR_ID: 5d71 |STR_LEN: 724 |STR_TIME: 0.11903905868530273
> STR_ID: 5d72 |STR_LEN: 1099 |STR_TIME: 0.2542569637298584
> STR_ID: 5d73 |STR_LEN: 721 |STR_TIME: 0.07265424728393555
> STR_ID: 5d74 |STR_LEN: 972 |STR_TIME: 0.09351396560668945
> STR_ID: 5d75 |STR_LEN: 229 |STR_TIME: 0.02107858657836914
> STR_ID: 5d76 |STR_LEN: 492 |STR_TIME: 0.11842799186706543
> STR_ID: 5d77 |STR_LEN: 137 |STR_TIME: 0.03287315368652344
> STR_ID: 5d78 |STR_LEN: 183 |STR_TIME: 0.029927968978881836
> STR_ID: 5d79 |STR_LEN: 1470 |STR_TIME: 0.21872401237487793
> STR_ID: 5d7a |STR_LEN: 874 |STR_TIME: 0.16753935813903809
> STR_ID: 5d7b |STR_LEN: 730 |STR_TIME: 0.1387031078338623
> STR_ID: 5d7c |STR_LEN: 734 |STR_TIME: 0.13136672973632812
> STR_ID: 5d7d |STR_LEN: 687 |STR_TIME: 0.0970911979675293
> STR_ID: 5d7e |STR_LEN: 219 |STR_TIME: 0.033744096755981445
> STR_ID: 5d7f |STR_LEN: 416 |STR_TIME: 0.05234479904174805
> STR_ID: 5d7g |STR_LEN: 1202 |STR_TIME: 0.21729493141174316
> STR_ID: 5d7h |STR_LEN: 913 |STR_TIME: 0.11231803894042969
> STR_ID: 5d7i |STR_LEN: 2916 |STR_TIME: 0.4014589786529541
> STR_ID: 5d7j |STR_LEN: 2868 |STR_TIME: 0.4188110828399658
> STR_ID: 5d7k |STR_LEN: 953 |STR_TIME: 0.09647321701049805
> STR_ID: 5d7l |STR_LEN: 1552 |STR_TIME: 0.3832869529724121
> STR_ID: 5d7n |STR_LEN: 2902 |STR_TIME: 0.4287989139556885
> STR_ID: 5d7o |STR_LEN: 818 |STR_TIME: 0.17598891258239746
> STR_ID: 5d7p |STR_LEN: 899 |STR_TIME: 0.12458682060241699
> STR_ID: 5d7q |STR_LEN: 746 |STR_TIME: 0.1820847988128662
> STR_ID: 5d7r |STR_LEN: 702 |STR_TIME: 0.09367966651916504
> STR_ID: 5d7s |STR_LEN: 624 |STR_TIME: 0.08153986930847168
> STR_ID: 5d7u |STR_LEN: 186 |STR_TIME: 0.025336742401123047
> STR_ID: 5d7v |STR_LEN: 1446 |STR_TIME: 0.2296600341796875
> STR_ID: 5d7w |STR_LEN: 1175 |STR_TIME: 0.09020638465881348
> STR_ID: 5d7x |STR_LEN: 350 |STR_TIME: 0.03344607353210449
> STR_ID: 5d7y |STR_LEN: 572 |STR_TIME: 0.09200000762939453
> STR_ID: 5d7z |STR_LEN: 436 |STR_TIME: 0.08822298049926758
>> FINISH_DIR: ./data/d/d7/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 1289 |DIR_TIME: 24.06559729576111 

>> START_DIR: ./data/d/d8/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1d80 |STR_LEN: 96 |STR_TIME: 0.009751081466674805
> STR_ID: 1d81 |STR_LEN: 95 |STR_TIME: 0.01262807846069336
> STR_ID: 1d82 |STR_LEN: 11 |STR_TIME: 0.0032279491424560547
> STR_ID: 1d83 |STR_LEN: 29 |STR_TIME: 0.014243125915527344
> STR_ID: 1d85 |STR_LEN: 114 |STR_TIME: 0.01291203498840332
> STR_ID: 1d86 |STR_LEN: 99 |STR_TIME: 0.011966943740844727
> STR_ID: 1d87 |STR_LEN: 130 |STR_TIME: 0.0110931396484375
> STR_ID: 1d88 |STR_LEN: 114 |STR_TIME: 0.011654853820800781
> STR_ID: 1d89 |STR_LEN: 127 |STR_TIME: 0.02768111228942871
> STR_ID: 1d8a |STR_LEN: 637 |STR_TIME: 0.07808089256286621
> STR_ID: 1d8b |STR_LEN: 81 |STR_TIME: 0.4610300064086914
> STR_ID: 1d8c |STR_LEN: 1062 |STR_TIME: 0.13926124572753906
> STR_ID: 1d8d |STR_LEN: 1194 |STR_TIME: 0.13164901733398438
> STR_ID: 1d8e |STR_LEN: 813 |STR_TIME: 0.1755521297454834
> STR_ID: 1d8f |STR_LEN: 388 |STR_TIME: 0.052579641342163086
> STR_ID: 1d8g |STR_LEN: 133 |STR_TIME: 0.009798049926757812
> STR_ID: 1d8h |STR_LEN: 1539 |STR_TIME: 0.1509408950805664
> STR_ID: 1d8i |STR_LEN: 1284 |STR_TIME: 0.19556403160095215
> STR_ID: 1d8j |STR_LEN: 81 |STR_TIME: 0.6191678047180176
> STR_ID: 1d8k |STR_LEN: 81 |STR_TIME: 0.025974035263061523
> STR_ID: 1d8l |STR_LEN: 302 |STR_TIME: 0.04645705223083496
> STR_ID: 1d8m |STR_LEN: 423 |STR_TIME: 0.12999606132507324
> STR_ID: 1d8s |STR_LEN: 3071 |STR_TIME: 0.26154088973999023
> STR_ID: 1d8t |STR_LEN: 1219 |STR_TIME: 0.1725599765777588
> STR_ID: 1d8u |STR_LEN: 535 |STR_TIME: 0.07658791542053223
> STR_ID: 1d8v |STR_LEN: 263 |STR_TIME: 0.09585213661193848
> STR_ID: 1d8w |STR_LEN: 3421 |STR_TIME: 0.4162919521331787
> STR_ID: 1d8x |STR_LEN: 161 |STR_TIME: 0.01394510269165039
> STR_ID: 1d8y |STR_LEN: 944 |STR_TIME: 0.16375398635864258
> STR_ID: 1d8z |STR_LEN: 89 |STR_TIME: 0.029266834259033203
> STR_ID: 2d80 |STR_LEN: 563 |STR_TIME: 0.05874896049499512
> STR_ID: 2d81 |STR_LEN: 557 |STR_TIME: 0.06267094612121582
> STR_ID: 2d82 |STR_LEN: 122 |STR_TIME: 0.04157900810241699
> STR_ID: 2d85 |STR_LEN: 124 |STR_TIME: 0.9242069721221924
> STR_ID: 2d86 |STR_LEN: 143 |STR_TIME: 1.2360460758209229
> STR_ID: 2d87 |STR_LEN: 128 |STR_TIME: 1.189068078994751
> STR_ID: 2d88 |STR_LEN: 121 |STR_TIME: 1.0556139945983887
> STR_ID: 2d89 |STR_LEN: 119 |STR_TIME: 1.0940258502960205
> STR_ID: 2d8a |STR_LEN: 602 |STR_TIME: 0.06054496765136719
> STR_ID: 2d8b |STR_LEN: 166 |STR_TIME: 1.5694160461425781
> STR_ID: 2d8c |STR_LEN: 97 |STR_TIME: 0.8273000717163086
> STR_ID: 2d8d |STR_LEN: 493 |STR_TIME: 0.03592395782470703
> STR_ID: 2d8e |STR_LEN: 158 |STR_TIME: 0.017652034759521484
> STR_ID: 2d8h |STR_LEN: 80 |STR_TIME: 0.7052347660064697
> STR_ID: 2d8i |STR_LEN: 114 |STR_TIME: 0.8041491508483887
> STR_ID: 2d8j |STR_LEN: 77 |STR_TIME: 0.5558381080627441
> STR_ID: 2d8k |STR_LEN: 141 |STR_TIME: 1.2166638374328613
> STR_ID: 2d8l |STR_LEN: 989 |STR_TIME: 0.08900094032287598
> STR_ID: 2d8m |STR_LEN: 129 |STR_TIME: 1.0152881145477295
> STR_ID: 2d8n |STR_LEN: 284 |STR_TIME: 0.0776970386505127
> STR_ID: 2d8o |STR_LEN: 264 |STR_TIME: 0.030635833740234375
> STR_ID: 2d8p |STR_LEN: 248 |STR_TIME: 0.03210282325744629
> STR_ID: 2d8q |STR_LEN: 72 |STR_TIME: 0.5280649662017822
> STR_ID: 2d8r |STR_LEN: 100 |STR_TIME: 0.7550568580627441
> STR_ID: 2d8s |STR_LEN: 82 |STR_TIME: 0.5786759853363037
> STR_ID: 2d8t |STR_LEN: 73 |STR_TIME: 0.5373480319976807
> STR_ID: 2d8u |STR_LEN: 66 |STR_TIME: 0.4768528938293457
> STR_ID: 2d8v |STR_LEN: 69 |STR_TIME: 0.5025238990783691
> STR_ID: 2d8w |STR_LEN: 320 |STR_TIME: 0.03548383712768555
> STR_ID: 2d8x |STR_LEN: 72 |STR_TIME: 0.5435469150543213
> STR_ID: 2d8y |STR_LEN: 93 |STR_TIME: 0.5921721458435059
> STR_ID: 2d8z |STR_LEN: 72 |STR_TIME: 0.5342977046966553
> STR_ID: 3d80 |STR_LEN: 507 |STR_TIME: 0.10630512237548828
> STR_ID: 3d81 |STR_LEN: 270 |STR_TIME: 0.04149770736694336
> STR_ID: 3d82 |STR_LEN: 757 |STR_TIME: 0.0907289981842041
> STR_ID: 3d83 |STR_LEN: 782 |STR_TIME: 0.06503081321716309
> STR_ID: 3d84 |STR_LEN: 272 |STR_TIME: 0.033807992935180664
> STR_ID: 3d85 |STR_LEN: 1761 |STR_TIME: 0.21483421325683594
> STR_ID: 3d87 |STR_LEN: 919 |STR_TIME: 0.14823079109191895
> STR_ID: 3d89 |STR_LEN: 186 |STR_TIME: 0.024859905242919922
> STR_ID: 3d8a |STR_LEN: 573 |STR_TIME: 0.12983083724975586
> STR_ID: 3d8b |STR_LEN: 840 |STR_TIME: 0.09804105758666992
> STR_ID: 3d8c |STR_LEN: 582 |STR_TIME: 0.06601381301879883
> STR_ID: 3d8d |STR_LEN: 415 |STR_TIME: 0.04709506034851074
> STR_ID: 3d8e |STR_LEN: 487 |STR_TIME: 0.07344198226928711
